"sample.depths","sample.ages","Acer.undiff.","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Juglans.cinerea","Juglans.nigra","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus","Populus","Poaceae","Plantago","Rosaceae","Acer.rubrum","Iva.xanthifolia.type","Larix","Vitis","Iva.annua.type","Cannabaceae","Acer.saccharum.type","Sarcobatus.vermiculatus","Thalictrum","Abies","Impatiens","Urticaceae","Celtis","Pinus.subg..Pinus","Pinus.subg..Strobus","Ericaceae","Ranunculaceae.undiff.","Shepherdia.canadensis"
100,1166,0.0496894409937888,0.0031055900621118,0,0.0807453416149068,0.0031055900621118,0.0062111801242236,0,0.0093167701863354,0,0.177018633540373,0.0217391304347826,0.0248447204968944,0.046583850931677,0.0093167701863354,0,0,0.0559006211180124,0,0.105590062111801,0.0093167701863354,0.319875776397516,0,0.0031055900621118,0,0.0031055900621118,0,0.062111801242236,0,0,0,0.0031055900621118,0,0,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1391,0.056547619047619,0.00595238095238095,0.00595238095238095,0.0922619047619048,0.0327380952380952,0.00297619047619048,0.0208333333333333,0,0,0.110119047619048,0.00892857142857143,0.0178571428571429,0.0267857142857143,0.00297619047619048,0.0119047619047619,0,0.00595238095238095,0.00297619047619048,0.0505952380952381,0.0119047619047619,0.363095238095238,0,0,0.00297619047619048,0.0238095238095238,0.00297619047619048,0.119047619047619,0,0.00595238095238095,0,0,0,0,0.0119047619047619,0,0,0,0,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0
120,1617,0.062874251497006,0.00598802395209581,0,0.101796407185629,0.0389221556886228,0,0.00898203592814371,0,0,0.233532934131737,0.0269461077844311,0.0329341317365269,0.0598802395209581,0.00898203592814371,0.0029940119760479,0,0,0.00598802395209581,0.0359281437125748,0.0029940119760479,0.215568862275449,0,0.0029940119760479,0.00598802395209581,0.0149700598802395,0.00898203592814371,0.095808383233533,0,0.00598802395209581,0,0.0029940119760479,0,0,0.0119760479041916,0,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1842,0.0688622754491018,0.00898203592814371,0,0.0598802395209581,0.0149700598802395,0,0.00898203592814371,0.0149700598802395,0.029940119760479,0.152694610778443,0.0209580838323353,0.029940119760479,0.0508982035928144,0,0,0,0.0269461077844311,0.00898203592814371,0.062874251497006,0.0149700598802395,0.245508982035928,0,0.00598802395209581,0.00898203592814371,0.0149700598802395,0.0029940119760479,0.116766467065868,0,0.0179640718562874,0,0.00598802395209581,0,0,0.0029940119760479,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2068,0.0786516853932584,0.00561797752808989,0.00842696629213483,0.0393258426966292,0.0140449438202247,0,0.00280898876404494,0.00561797752808989,0.0168539325842697,0.137640449438202,0.0280898876404494,0.0421348314606742,0.0702247191011236,0,0,0,0.050561797752809,0,0.0533707865168539,0.00842696629213483,0.264044943820225,0,0.0140449438202247,0.00842696629213483,0.0224719101123595,0.00842696629213483,0.0870786516853933,0,0,0.0140449438202247,0.00280898876404494,0,0,0,0,0.00842696629213483,0.00280898876404494,0,0,0,0,0.00561797752808989,0,0,0,0,0,0,0,0,0
150,2294,0.103448275862069,0.0114942528735632,0.00574712643678161,0.0431034482758621,0.0373563218390805,0.0028735632183908,0.0114942528735632,0.00574712643678161,0.0114942528735632,0.146551724137931,0.0344827586206897,0.0229885057471264,0.0574712643678161,0.0028735632183908,0,0,0.0114942528735632,0,0.0545977011494253,0.0344827586206897,0.218390804597701,0,0.00574712643678161,0.0114942528735632,0.0114942528735632,0.0028735632183908,0.135057471264368,0,0.00862068965517241,0.0028735632183908,0.0028735632183908,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2519,0.078167115902965,0.00269541778975741,0.00539083557951483,0.0566037735849057,0.0431266846361186,0,0.00269541778975741,0.00539083557951483,0.0242587601078167,0.148247978436658,0.0404312668463612,0.0269541778975741,0.0673854447439353,0.00539083557951483,0,0,0.045822102425876,0.00539083557951483,0.0619946091644205,0.0134770889487871,0.196765498652291,0.0107816711590297,0.00539083557951483,0.00808625336927224,0.0107816711590297,0.00539083557951483,0.115902964959569,0,0.00539083557951483,0,0.00539083557951483,0,0,0,0,0,0,0,0,0.00269541778975741,0,0,0,0,0,0,0,0,0,0,0
170,2745,0.0835820895522388,0,0,0.0507462686567164,0.017910447761194,0,0,0,0,0.226865671641791,0.0597014925373134,0,0.0597014925373134,0,0.00298507462686567,0,0.0537313432835821,0,0.017910447761194,0,0.164179104477612,0,0,0.00597014925373134,0,0,0.197014925373134,0,0.00895522388059702,0,0.0119402985074627,0,0,0.0208955223880597,0,0,0.0149253731343284,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0
180,2970,0.105095541401274,0.00636942675159236,0.00955414012738853,0.0636942675159236,0.0159235668789809,0.00955414012738853,0,0,0,0.238853503184713,0,0.0191082802547771,0.0191082802547771,0,0,0,0,0.0191082802547771,0.0127388535031847,0.0127388535031847,0.114649681528662,0,0,0.0254777070063694,0.00955414012738853,0.0445859872611465,0.17515923566879,0,0.0318471337579618,0,0.0318471337579618,0,0,0,0,0,0.0127388535031847,0,0,0.0222929936305732,0,0,0,0,0,0,0,0,0,0,0
190,3196,0.109550561797753,0,0.00561797752808989,0.0786516853932584,0.0393258426966292,0,0,0.0140449438202247,0.0365168539325843,0.210674157303371,0.0337078651685393,0.00842696629213483,0.0421348314606742,0.00280898876404494,0,0,0.0196629213483146,0,0.0449438202247191,0.0308988764044944,0.137640449438202,0.0196629213483146,0.00842696629213483,0.0168539325842697,0.0140449438202247,0.00842696629213483,0.0814606741573034,0,0.00842696629213483,0,0.00561797752808989,0,0,0,0,0,0.0224719101123595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3421,0.0526315789473684,0,0,0.0340557275541796,0.0247678018575851,0,0.00619195046439629,0,0.00619195046439629,0.272445820433437,0.0123839009287926,0.0371517027863777,0.0495356037151703,0.00928792569659443,0,0,0.0154798761609907,0.0154798761609907,0.065015479876161,0,0.198142414860681,0.00309597523219814,0.00928792569659443,0.00309597523219814,0.00928792569659443,0,0.102167182662539,0,0.00309597523219814,0.00309597523219814,0.00309597523219814,0,0,0.0340557275541796,0,0.00619195046439629,0,0,0,0.021671826625387,0,0,0.00309597523219814,0,0,0,0,0,0,0,0
210,3647,0.141210374639769,0.00576368876080692,0,0.0749279538904899,0.0288184438040346,0.00288184438040346,0,0,0.00864553314121038,0.187319884726225,0.031700288184438,0.00576368876080692,0.037463976945245,0,0,0,0.00288184438040346,0,0.0893371757925072,0.0201729106628242,0.146974063400576,0,0.00576368876080692,0.0115273775216138,0.0115273775216138,0.00576368876080692,0.138328530259366,0,0.00288184438040346,0.00288184438040346,0.0115273775216138,0,0,0.0230547550432277,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,3873,0.0990712074303406,0,0,0.0371517027863777,0.0278637770897833,0,0,0,0,0.176470588235294,0,0.0835913312693498,0.0835913312693498,0.00928792569659443,0,0,0.00928792569659443,0,0.065015479876161,0.043343653250774,0.191950464396285,0,0.0154798761609907,0.0154798761609907,0.0185758513931889,0,0.123839009287926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,4098,0.0526315789473684,0,0.00309597523219814,0.0340557275541796,0.0557275541795666,0,0,0.021671826625387,0,0.207430340557276,0.0278637770897833,0.0154798761609907,0.043343653250774,0.00309597523219814,0,0,0.0340557275541796,0,0.0990712074303406,0.0123839009287926,0.204334365325077,0,0,0.0185758513931889,0.0309597523219814,0.00619195046439629,0.111455108359133,0,0.00309597523219814,0,0.00309597523219814,0,0,0.00619195046439629,0,0.00309597523219814,0,0,0,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0
240,4324,0.0623145400593472,0.0029673590504451,0.0029673590504451,0.0415430267062315,0.0267062314540059,0,0,0,0.00593471810089021,0.181008902077151,0.0385756676557863,0.0237388724035608,0.0623145400593472,0.00593471810089021,0,0,0.0385756676557863,0.0029673590504451,0.0415430267062315,0.0267062314540059,0.210682492581602,0,0.0029673590504451,0.0385756676557863,0.00890207715133531,0.0029673590504451,0.160237388724036,0,0,0,0,0,0,0.00593471810089021,0,0,0,0,0,0.0029673590504451,0,0,0,0,0.0029673590504451,0,0,0,0,0,0
250,4549,0.0626780626780627,0.0113960113960114,0,0.0256410256410256,0.0256410256410256,0.00284900284900285,0.00284900284900285,0,0,0.188034188034188,0.0142450142450142,0.0626780626780627,0.0769230769230769,0,0,0,0.0341880341880342,0,0.0256410256410256,0,0.188034188034188,0,0.0655270655270655,0.0170940170940171,0.0199430199430199,0,0.153846153846154,0,0.0056980056980057,0,0.00284900284900285,0,0,0.0142450142450142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,4775,0.0718232044198895,0.0138121546961326,0,0.0303867403314917,0.0220994475138122,0,0,0,0,0.19060773480663,0,0.0939226519337017,0.0939226519337017,0.00276243093922652,0,0,0.0331491712707182,0,0.0276243093922652,0.00276243093922652,0.162983425414365,0,0,0.00552486187845304,0.00828729281767956,0,0.226519337016575,0,0,0,0.00552486187845304,0,0,0,0,0,0,0,0,0,0,0,0.00828729281767956,0,0,0,0,0,0,0,0
270,5000,0.0638888888888889,0,0,0.0555555555555556,0.0138888888888889,0,0,0,0.00277777777777778,0.169444444444444,0.0444444444444444,0.0333333333333333,0.0777777777777778,0.00277777777777778,0.00277777777777778,0,0.0194444444444444,0.0305555555555556,0.0138888888888889,0,0.197222222222222,0.00555555555555556,0.0527777777777778,0.00277777777777778,0.00277777777777778,0.0222222222222222,0.175,0,0.00277777777777778,0,0,0,0,0.00833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,5226,0.110169491525424,0.0141242937853107,0,0.0423728813559322,0.0112994350282486,0,0.00282485875706215,0,0,0.290960451977401,0.00847457627118644,0.0141242937853107,0.0225988700564972,0.00564971751412429,0.00564971751412429,0,0.0338983050847458,0,0.0480225988700565,0,0.189265536723164,0,0.0508474576271186,0.019774011299435,0,0,0.0875706214689266,0,0.00282485875706215,0.00564971751412429,0.00564971751412429,0,0,0.0169491525423729,0,0.0112994350282486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,5451,0.0483460559796438,0.00254452926208651,0.00254452926208651,0.0203562340966921,0.0330788804071247,0,0,0,0.00508905852417303,0.28498727735369,0.0279898218829517,0.0152671755725191,0.0432569974554707,0.0101781170483461,0.00254452926208651,0,0.0330788804071247,0.0101781170483461,0.0432569974554707,0.00254452926208651,0.223918575063613,0.0152671755725191,0.00254452926208651,0.00763358778625954,0.00763358778625954,0.00254452926208651,0.145038167938931,0,0,0,0.00254452926208651,0,0,0.00254452926208651,0,0,0,0,0,0,0,0.00508905852417303,0,0,0,0,0,0,0,0,0
300,5677,0.0351906158357771,0.00586510263929619,0,0.0263929618768328,0.0205278592375367,0,0,0,0.00879765395894428,0.202346041055718,0.0703812316715543,0.0175953079178886,0.0879765395894428,0.00293255131964809,0.00879765395894428,0,0.0263929618768328,0,0.0439882697947214,0.0117302052785924,0.24633431085044,0,0.00586510263929619,0.0175953079178886,0.0117302052785924,0.00293255131964809,0.140762463343109,0,0.00293255131964809,0,0,0,0,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,5903,0.145604395604396,0.00549450549450549,0.00549450549450549,0.032967032967033,0.0192307692307692,0.00274725274725275,0,0.00274725274725275,0.00549450549450549,0.14010989010989,0.0247252747252747,0,0.0247252747252747,0.00824175824175824,0,0,0.00549450549450549,0,0.0714285714285714,0.0247252747252747,0.258241758241758,0.032967032967033,0.00824175824175824,0.00824175824175824,0.00274725274725275,0,0.14010989010989,0,0.00824175824175824,0.010989010989011,0.00549450549450549,0,0,0.00549450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,6128,0.0501474926253687,0.00589970501474926,0,0.0265486725663717,0.0265486725663717,0,0.00294985250737463,0,0.0147492625368732,0.221238938053097,0.0147492625368732,0.023598820058997,0.0383480825958702,0.023598820058997,0,0,0.0442477876106195,0,0.0294985250737463,0.0206489675516224,0.274336283185841,0,0,0.023598820058997,0.0088495575221239,0,0.144542772861357,0,0,0,0.00294985250737463,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,6354,0.0512048192771084,0,0,0.0331325301204819,0.0150602409638554,0.00602409638554217,0,0,0,0.253012048192771,0.0331325301204819,0.0180722891566265,0.0512048192771084,0.0120481927710843,0.00602409638554217,0,0.0150602409638554,0,0.0180722891566265,0,0.207831325301205,0,0.0602409638554217,0.00903614457831325,0.00301204819277108,0.00903614457831325,0.186746987951807,0,0.00301204819277108,0,0,0,0,0.00903614457831325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,6579,0.0829015544041451,0.00518134715025907,0,0.0310880829015544,0.0181347150259067,0.00518134715025907,0,0,0,0.152849740932642,0.0829015544041451,0.0155440414507772,0.0984455958549223,0,0,0,0.0129533678756477,0,0.0129533678756477,0.0310880829015544,0.225388601036269,0,0,0.0233160621761658,0.0155440414507772,0,0.186528497409326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,6805,0.0401234567901235,0.00925925925925926,0.00925925925925926,0.00925925925925926,0.0339506172839506,0,0,0,0,0.237654320987654,0.0339506172839506,0.00617283950617284,0.0401234567901235,0.00617283950617284,0,0,0.00925925925925926,0,0.0277777777777778,0.0154320987654321,0.280864197530864,0,0.00308641975308642,0.0185185185185185,0.0308641975308642,0,0.169753086419753,0,0,0,0.00308641975308642,0,0,0.00617283950617284,0,0.00308641975308642,0.00617283950617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,7030,0.0710227272727273,0,0,0.00568181818181818,0.0454545454545455,0.00284090909090909,0,0.0113636363636364,0.00568181818181818,0.213068181818182,0.0284090909090909,0.0255681818181818,0.0539772727272727,0.00568181818181818,0.00284090909090909,0,0.0426136363636364,0,0.0284090909090909,0.0397727272727273,0.170454545454545,0,0.00284090909090909,0.0142045454545455,0.0227272727272727,0,0.204545454545455,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,7256,0.051051051051051,0.009009009009009,0,0.003003003003003,0.036036036036036,0.003003003003003,0,0,0.003003003003003,0.228228228228228,0.051051051051051,0.015015015015015,0.066066066066066,0.015015015015015,0.003003003003003,0,0.048048048048048,0,0.03003003003003,0.033033033033033,0.18018018018018,0,0.006006006006006,0.015015015015015,0.015015015015015,0.003003003003003,0.183183183183183,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,7482,0.0591397849462366,0.00268817204301075,0,0.032258064516129,0.0161290322580645,0,0,0,0.00537634408602151,0.204301075268817,0.0510752688172043,0.021505376344086,0.0725806451612903,0.010752688172043,0,0,0.0268817204301075,0,0.032258064516129,0.0376344086021505,0.25,0.00806451612903226,0,0.00268817204301075,0.010752688172043,0.00268817204301075,0.145161290322581,0.00268817204301075,0,0.00268817204301075,0.00268817204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,7707,0.068870523415978,0,0.00275482093663912,0.0247933884297521,0.0110192837465565,0.00550964187327824,0,0,0,0.28099173553719,0.0358126721763085,0.00550964187327824,0.0413223140495868,0.00275482093663912,0.00550964187327824,0,0.00826446280991736,0,0.0303030303030303,0.0220385674931129,0.184573002754821,0,0.0165289256198347,0,0.00550964187327824,0.00275482093663912,0.239669421487603,0,0.00275482093663912,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,7933,0.0647887323943662,0.0028169014084507,0,0.00845070422535211,0.0507042253521127,0.0028169014084507,0.0028169014084507,0.0112676056338028,0.00563380281690141,0.11830985915493,0.0169014084507042,0.0197183098591549,0.0366197183098592,0.0169014084507042,0,0,0.0985915492957746,0,0.095774647887324,0.00845070422535211,0.185915492957746,0,0,0.0197183098591549,0.028169014084507,0.0028169014084507,0.202816901408451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,NA,0.0316455696202532,0.00316455696202532,0.00316455696202532,0.00949367088607595,0.0126582278481013,0.00316455696202532,0.00949367088607595,0.0158227848101266,0,0.0189873417721519,0.0221518987341772,0.0158227848101266,0.0379746835443038,0.00949367088607595,0.00316455696202532,0,0.164556962025316,0.00949367088607595,0.0886075949367089,0.0189873417721519,0.291139240506329,0,0,0.0316455696202532,0.00632911392405063,0.00316455696202532,0.183544303797468,0,0,0,0.00316455696202532,0,0,0,0,0,0,0,0,0,0,0,0.00316455696202532,0,0,0,0,0,0,0,0
420,NA,0.059375,0.003125,0,0.05,0.0125,0.003125,0,0.003125,0,0.01875,0.0375,0.003125,0.040625,0.003125,0,0,0.08125,0.009375,0.196875,0.0125,0.36875,0,0,0.009375,0.003125,0.003125,0.075,0,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0
430,NA,0.0294117647058824,0.00420168067226891,0.00420168067226891,0.0504201680672269,0.00210084033613445,0.00210084033613445,0.00630252100840336,0,0,0.00420168067226891,0.0315126050420168,0.0168067226890756,0.0483193277310924,0,0,0,0.0840336134453782,0.00210084033613445,0.222689075630252,0.00210084033613445,0.184873949579832,0,0.00420168067226891,0.00840336134453781,0.00840336134453781,0,0.0378151260504202,0,0.00210084033613445,0.0168067226890756,0,0,0,0,0,0.00210084033613445,0,0,0,0,0,0,0,0,0,0.00210084033613445,0.0630252100840336,0.159663865546218,0,0,0
440,NA,0.00835654596100279,0,0.00557103064066852,0.0696378830083565,0.0139275766016713,0,0,0,0.00557103064066852,0.00278551532033426,0.0445682451253482,0.00835654596100279,0.052924791086351,0.00278551532033426,0,0,0.0752089136490251,0.0612813370473538,0.337047353760446,0,0.147632311977716,0,0.00278551532033426,0,0.00557103064066852,0.00278551532033426,0.0668523676880223,0,0.00278551532033426,0.011142061281337,0.011142061281337,0,0,0,0,0.0194986072423398,0,0,0,0,0.00278551532033426,0,0.0389972144846797,0,0,0,0,0,0,0,0
450,NA,0.00289855072463768,0.0173913043478261,0.0260869565217391,0.00869565217391304,0.00289855072463768,0.00289855072463768,0,0.0115942028985507,0.0753623188405797,0,0,0,0,0.00289855072463768,0,0,0.0347826086956522,0.495652173913044,0.130434782608696,0,0.0579710144927536,0,0.00869565217391304,0,0.00869565217391304,0.00869565217391304,0.00869565217391304,0,0.0115942028985507,0.00579710144927536,0.0173913043478261,0,0,0,0,0.0318840579710145,0,0,0,0,0,0.0115942028985507,0.00289855072463768,0,0,0,0,0,0.00869565217391304,0.00579710144927536,0
460,NA,0,0.00824175824175824,0.0302197802197802,0.0412087912087912,0,0.00549450549450549,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0.519230769230769,0.18956043956044,0,0.0631868131868132,0,0.0467032967032967,0,0,0.0192307692307692,0,0,0.00549450549450549,0,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0,0.00549450549450549,0,0,0,0,0,0,0,0.00824175824175824
470,NA,0,0,0.00291545189504373,0,0,0,0,0,0.0466472303206997,0,0.00291545189504373,0,0.00291545189504373,0,0,0,0,0.845481049562682,0.00583090379008746,0,0,0,0.00291545189504373,0,0,0.0087463556851312,0,0,0,0.0116618075801749,0.0583090379008746,0,0,0,0,0.00291545189504373,0,0,0,0,0,0,0.00291545189504373,0,0,0,0,0,0,0,0.00583090379008746
