"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Larix","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Populus.undiff.","Quercus","Rumex","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Rosaceae.undiff.","Poaceae","Iva.xanthifolia","Plantago","Potentilla","Pinus.det..P..banksiana.P..resinosa","Pinus.det..P..strobus","Sarcobatus.vermiculatus","Vitis","Humulus","Acer.saccharum","Rubiaceae","Ostrya","Tilia","Tsuga","Populus.tremuloides.type","Iva.annua","Apiaceae","Carya","Juniperus.type","Juglans.cinerea","Taxus","Juglans.undiff.","Urticaceae","Populus.balsamifera","Epilobium","Platanus","Xanthium","Lamiaceae","Ephedra.trifurca.type","Dalea.purpurea","Thalictrum","Fraxinus.pennsylvanica","Polygonum","Juglans.nigra","Rhus","Castanea","Ranunculus","Ephedra.viridis.type","Brassicaceae","Asteraceae.subf..Cichorioideae","Zanthoxylum","Parthenocissus","Comptonia.peregrina","Viburnum","Fabaceae.undiff.","Cornus"
555,4039,0.0056980056980057,0,0,0.0056980056980057,0.056980056980057,0,0.00284900284900285,0.0256410256410256,0.00284900284900285,0,0.0056980056980057,0.00284900284900285,0,0.0113960113960114,0.131054131054131,0.00284900284900285,0.0427350427350427,0,0.0113960113960114,0.0056980056980057,0,0.0170940170940171,0.0056980056980057,0,0.0284900284900285,0.00284900284900285,0,0,0.0484330484330484,0.572649572649573,0,0,0,0,0,0,0.00284900284900285,0,0,0,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0
565,4130,0.00571428571428571,0.00285714285714286,0.00285714285714286,0.0142857142857143,0.0428571428571429,0.00285714285714286,0.00285714285714286,0.02,0,0,0.00285714285714286,0,0.00285714285714286,0.02,0.122857142857143,0,0.0314285714285714,0,0.00285714285714286,0,0,0.0142857142857143,0.0142857142857143,0.00285714285714286,0.02,0,0,0,0.0942857142857143,0.571428571428571,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,4221,0.00285714285714286,0.00285714285714286,0,0.00857142857142857,0.0771428571428571,0.00285714285714286,0.00285714285714286,0.0114285714285714,0,0,0.00285714285714286,0.0114285714285714,0.00285714285714286,0.00571428571428571,0.137142857142857,0,0.0457142857142857,0,0,0,0.00285714285714286,0.0142857142857143,0.00857142857142857,0,0.0142857142857143,0,0,0,0.0257142857142857,0.608571428571429,0,0,0,0,0,0.00571428571428571,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,4312,0,0.00285714285714286,0,0.00571428571428571,0.108571428571429,0.00571428571428571,0.00285714285714286,0.0142857142857143,0,0,0.00857142857142857,0,0,0.04,0.102857142857143,0,0.134285714285714,0,0.00285714285714286,0.0114285714285714,0.0171428571428571,0.0657142857142857,0.00571428571428571,0,0.0171428571428571,0.00285714285714286,0,0,0.12,0.311428571428571,0,0,0,0,0,0.00857142857142857,0,0,0.00285714285714286,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
595,4425,0,0,0,0.0231884057971014,0.0695652173913043,0.00579710144927536,0.00289855072463768,0.0434782608695652,0.00289855072463768,0,0.00869565217391304,0.00579710144927536,0,0.0753623188405797,0.0695652173913043,0.00289855072463768,0.0782608695652174,0,0.0115942028985507,0.00579710144927536,0.00289855072463768,0.0782608695652174,0.0231884057971014,0,0.0463768115942029,0.00289855072463768,0,0.00289855072463768,0.217391304347826,0.202898550724638,0.00289855072463768,0,0,0,0,0.00579710144927536,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0
605,4559,0,0,0,0.0225733634311512,0.106094808126411,0.0112866817155756,0.00451467268623025,0.0474040632054176,0,0,0.00225733634311512,0.00677200902934537,0.0112866817155756,0.0225733634311512,0.090293453724605,0.00225733634311512,0.0880361173814898,0,0.0135440180586907,0.00451467268623025,0.0112866817155756,0.0654627539503386,0.0225733634311512,0.00225733634311512,0.0293453724604966,0.00225733634311512,0,0.00225733634311512,0.0835214446952596,0.329571106094808,0.00225733634311512,0,0,0,0,0.0090293453724605,0,0,0,0.00225733634311512,0,0,0.00225733634311512,0.00225733634311512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,4693,0.00289855072463768,0,0,0.0289855072463768,0.12463768115942,0.00579710144927536,0.00289855072463768,0.0666666666666667,0,0,0.00289855072463768,0.00289855072463768,0,0.0376811594202899,0.107246376811594,0.00289855072463768,0.0869565217391304,0,0.00579710144927536,0.00869565217391304,0.0115942028985507,0.0463768115942029,0.0289855072463768,0,0.0463768115942029,0,0,0,0.0898550724637681,0.257971014492754,0.00579710144927536,0,0,0,0,0.00869565217391304,0.00579710144927536,0,0,0,0,0,0.00579710144927536,0,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0
625,4827,0,0,0,0.00852272727272727,0.102272727272727,0.00568181818181818,0,0.0340909090909091,0,0,0,0.0113636363636364,0.00568181818181818,0.0397727272727273,0.102272727272727,0,0.102272727272727,0,0.00852272727272727,0.00568181818181818,0.0142045454545455,0.0482954545454545,0.00852272727272727,0.00284090909090909,0.0454545454545455,0.00852272727272727,0,0,0.119318181818182,0.303977272727273,0,0,0,0,0,0.00568181818181818,0,0,0.00284090909090909,0,0,0,0.00852272727272727,0,0,0,0,0,0,0.00284090909090909,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,4961,0,0.0028735632183908,0,0.014367816091954,0.112068965517241,0.0172413793103448,0,0.0603448275862069,0,0,0.0114942528735632,0,0.00574712643678161,0.0373563218390805,0.10632183908046,0.0028735632183908,0.0862068965517241,0,0.00574712643678161,0.00574712643678161,0,0.0833333333333333,0.014367816091954,0,0.0344827586206897,0,0,0,0.100574712643678,0.290229885057471,0.0028735632183908,0,0,0.0028735632183908,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,5229,0.00290697674418605,0,0,0.0290697674418605,0.107558139534884,0.00581395348837209,0.00872093023255814,0.00581395348837209,0,0,0.00290697674418605,0.00290697674418605,0.00290697674418605,0.0261627906976744,0.119186046511628,0.00581395348837209,0.107558139534884,0,0.00290697674418605,0.0174418604651163,0.00872093023255814,0.0581395348837209,0.0290697674418605,0,0.0436046511627907,0.00290697674418605,0,0,0.0697674418604651,0.325581395348837,0,0,0,0,0,0.00581395348837209,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0.00290697674418605,0,0,0,0,0,0,0,0,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0
665,5363,0,0,0,0.0143266475644699,0.131805157593123,0.00573065902578797,0.00859598853868195,0.0458452722063037,0,0,0.0114613180515759,0,0,0.0601719197707736,0.0830945558739255,0,0.106017191977077,0,0.00573065902578797,0.00286532951289398,0.0171919770773639,0.0916905444126074,0.0143266475644699,0,0.0315186246418338,0.00573065902578797,0,0,0.143266475644699,0.200573065902579,0,0,0,0.00286532951289398,0,0.0143266475644699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,5497,0,0,0,0.0117647058823529,0.170588235294118,0.0088235294117647,0.0117647058823529,0.0323529411764706,0,0.00294117647058824,0.00588235294117647,0.0117647058823529,0,0.0617647058823529,0.0852941176470588,0,0.105882352941176,0,0.00294117647058824,0.0088235294117647,0.0117647058823529,0.102941176470588,0.0117647058823529,0,0.0382352941176471,0,0,0,0.123529411764706,0.167647058823529,0,0,0,0,0,0.00588235294117647,0,0,0,0,0,0.00588235294117647,0.00294117647058824,0.00294117647058824,0,0,0,0,0,0.00294117647058824,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,5631,0.00288184438040346,0,0,0.0201729106628242,0.152737752161383,0.0115273775216138,0.00864553314121038,0.00288184438040346,0,0,0,0,0.00288184438040346,0.0288184438040346,0.115273775216138,0,0.164265129682997,0,0.00288184438040346,0.0288184438040346,0.0172910662824208,0.0835734870317003,0.0201729106628242,0,0.0403458213256484,0,0,0,0.0547550432276657,0.221902017291066,0,0,0,0,0,0.0115273775216138,0.00576368876080692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0
695,5765,0.00583090379008746,0.00291545189504373,0,0.0204081632653061,0.0612244897959184,0.00583090379008746,0.00583090379008746,0.0204081632653061,0,0,0,0.00583090379008746,0,0.0466472303206997,0.0991253644314869,0,0.0845481049562682,0,0.00583090379008746,0,0,0.0787172011661808,0.0204081632653061,0,0.0291545189504373,0.00291545189504373,0,0,0.154518950437318,0.329446064139942,0,0,0.00291545189504373,0,0,0.00583090379008746,0,0,0,0,0,0.00291545189504373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291545189504373,0,0.00291545189504373,0.00291545189504373,0,0,0,0,0,0,0
705,5899,0,0,0,0.0260115606936416,0.115606936416185,0.0144508670520231,0.00289017341040462,0.00867052023121387,0,0,0.00289017341040462,0.00289017341040462,0,0.0289017341040462,0.115606936416185,0,0.167630057803468,0,0.00289017341040462,0.00289017341040462,0.0173410404624277,0.0606936416184971,0.0260115606936416,0,0.0404624277456647,0,0,0,0.069364161849711,0.280346820809249,0.00289017341040462,0,0,0,0,0,0.00289017341040462,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0
715,6033,0.00571428571428571,0,0,0.0142857142857143,0.0514285714285714,0.0142857142857143,0.00285714285714286,0.0114285714285714,0,0,0,0.00571428571428571,0.00285714285714286,0.0342857142857143,0.108571428571429,0.00285714285714286,0.105714285714286,0,0.00285714285714286,0.00571428571428571,0.00285714285714286,0.0485714285714286,0.0142857142857143,0,0.0285714285714286,0,0,0,0.125714285714286,0.397142857142857,0,0,0,0,0,0.00571428571428571,0.00571428571428571,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,6168,0,0,0,0.0172413793103448,0.0459770114942529,0.00862068965517241,0.0028735632183908,0.014367816091954,0,0,0.014367816091954,0,0.00574712643678161,0.0114942528735632,0.132183908045977,0,0.0632183908045977,0,0.00574712643678161,0.0028735632183908,0.00862068965517241,0.0517241379310345,0.00862068965517241,0.0028735632183908,0.0172413793103448,0,0,0,0.0431034482758621,0.505747126436782,0,0.0028735632183908,0.00574712643678161,0,0,0.0114942528735632,0.0028735632183908,0,0,0,0,0,0.00574712643678161,0.0028735632183908,0,0,0,0.0028735632183908,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,6302,0,0.00285714285714286,0,0.0171428571428571,0.125714285714286,0.00571428571428571,0,0.02,0,0,0.0114285714285714,0.00571428571428571,0.00857142857142857,0.0257142857142857,0.117142857142857,0,0.108571428571429,0,0,0.00857142857142857,0.0171428571428571,0.0857142857142857,0.02,0,0.0342857142857143,0.00571428571428571,0,0,0.0628571428571429,0.291428571428571,0.00571428571428571,0,0,0,0,0.0142857142857143,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,6637,0,0,0,0.02,0.0971428571428571,0.02,0.0171428571428571,0.0371428571428571,0,0,0.02,0.00571428571428571,0,0.0257142857142857,0.117142857142857,0.00857142857142857,0.16,0,0.00285714285714286,0.00571428571428571,0.0228571428571429,0.0371428571428571,0.0228571428571429,0,0.0314285714285714,0,0,0,0.0542857142857143,0.245714285714286,0,0,0,0,0,0.0228571428571429,0.0171428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,6771,0,0,0,0.0201149425287356,0.0718390804597701,0.014367816091954,0.0114942528735632,0.0373563218390805,0,0,0.0114942528735632,0,0.0028735632183908,0.0545977011494253,0.089080459770115,0,0.129310344827586,0,0.0028735632183908,0.0028735632183908,0.0028735632183908,0.0632183908045977,0.0373563218390805,0,0.100574712643678,0.00862068965517241,0,0,0.114942528735632,0.186781609195402,0,0,0,0,0.0028735632183908,0.0258620689655172,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,6905,0,0,0,0.0222222222222222,0.0691358024691358,0.148148148148148,0.00493827160493827,0.0320987654320988,0,0,0.00740740740740741,0,0,0.0345679012345679,0.0888888888888889,0.00740740740740741,0.145679012345679,0,0.0123456790123457,0.00740740740740741,0.0148148148148148,0.0691358024691358,0.00987654320987654,0,0.037037037037037,0,0,0,0.0666666666666667,0.175308641975309,0,0,0,0.0123456790123457,0,0.0172839506172839,0,0,0.00246913580246914,0,0,0.00246913580246914,0.00246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987654320987654,0,0,0,0,0,0
790,7039,0,0.0028735632183908,0,0.0258620689655172,0.0488505747126437,0.00862068965517241,0.00574712643678161,0.0373563218390805,0,0,0,0.00574712643678161,0,0.0459770114942529,0.0977011494252874,0,0.137931034482759,0,0.00574712643678161,0.0114942528735632,0.0201149425287356,0.0718390804597701,0.0258620689655172,0,0.0373563218390805,0,0,0,0.126436781609195,0.264367816091954,0,0,0,0,0,0.014367816091954,0,0,0,0,0,0.0028735632183908,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,7173,0,0,0,0.0234604105571848,0.064516129032258,0.0146627565982405,0.00879765395894428,0.0175953079178886,0,0,0,0,0.00879765395894428,0.0439882697947214,0.102639296187683,0,0.0997067448680352,0,0.0146627565982405,0.00293255131964809,0.0175953079178886,0.0762463343108504,0.0146627565982405,0,0.0439882697947214,0.00586510263929619,0,0,0.12316715542522,0.284457478005865,0,0,0,0,0,0.0234604105571848,0,0,0,0.00293255131964809,0,0.00586510263929619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,7307,0,0,0,0.0345821325648415,0.0720461095100865,0.0144092219020173,0.00288184438040346,0.0259365994236311,0,0,0.00576368876080692,0.00576368876080692,0,0.0230547550432277,0.121037463976945,0,0.0864553314121038,0,0.00288184438040346,0.00288184438040346,0.031700288184438,0.0576368876080692,0.0259365994236311,0,0.069164265129683,0.00288184438040346,0,0,0.0605187319884726,0.311239193083574,0,0,0,0,0,0.0259365994236311,0.00288184438040346,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0.00288184438040346,0,0.00288184438040346,0,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0
820,7441,0,0,0,0.0171428571428571,0.0457142857142857,0.0114285714285714,0,0.02,0,0,0.00857142857142857,0.00857142857142857,0,0.0142857142857143,0.128571428571429,0.00285714285714286,0.105714285714286,0,0.00571428571428571,0.00285714285714286,0.02,0.0257142857142857,0.0142857142857143,0,0.0828571428571429,0.00571428571428571,0,0,0.0457142857142857,0.402857142857143,0,0,0,0.00285714285714286,0,0.0228571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,7575,0,0,0,0.0257879656160458,0.148997134670487,0.0114613180515759,0.0229226361031519,0.0229226361031519,0,0,0.00859598853868195,0,0,0.0286532951289398,0.114613180515759,0.0143266475644699,0.180515759312321,0,0.00286532951289398,0.00573065902578797,0.0229226361031519,0.0343839541547278,0.0286532951289398,0,0.0372492836676218,0,0,0,0.0429799426934097,0.171919770773639,0,0,0.00286532951289398,0,0,0.0487106017191977,0,0,0,0.00286532951289398,0,0.00573065902578797,0.00286532951289398,0,0,0,0.00286532951289398,0,0,0.00286532951289398,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0
840,7709,0.00289855072463768,0,0,0.0376811594202899,0.0318840579710145,0.0115942028985507,0.0202898550724638,0.0260869565217391,0,0,0.0115942028985507,0,0,0.081159420289855,0.063768115942029,0,0.289855072463768,0,0.0115942028985507,0.0144927536231884,0.0347826086956522,0.0376811594202899,0.0347826086956522,0,0.0492753623188406,0.00579710144927536,0,0,0.11304347826087,0.0869565217391304,0.00289855072463768,0,0,0,0,0.0202898550724638,0,0,0,0,0.00289855072463768,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0,0
860,7977,0,0,0,0.0201149425287356,0.0459770114942529,0.0114942528735632,0.0028735632183908,0.0373563218390805,0,0,0.00862068965517241,0,0.0028735632183908,0.0775862068965517,0.0660919540229885,0.0028735632183908,0.224137931034483,0,0.00574712643678161,0,0.0172413793103448,0.0603448275862069,0.0402298850574713,0,0.0545977011494253,0.00574712643678161,0,0,0.146551724137931,0.126436781609195,0,0,0.0028735632183908,0,0,0.0172413793103448,0.0028735632183908,0,0,0.00574712643678161,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114942528735632,0,0,0
870,8267,0,0,0,0.0670553935860058,0.0349854227405248,0.0379008746355685,0.00291545189504373,0.0379008746355685,0,0,0.0087463556851312,0,0,0.128279883381924,0.0174927113702624,0,0.032069970845481,0,0,0.0174927113702624,0.0233236151603499,0.0991253644314869,0.0466472303206997,0,0.0903790087463557,0.00291545189504373,0,0,0.279883381924198,0.0379008746355685,0,0,0,0.00291545189504373,0,0.0087463556851312,0.00291545189504373,0,0,0.00291545189504373,0,0,0.0145772594752187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291545189504373,0,0,0,0,0,0,0,0
880,8698,0,0,0,0.0290697674418605,0.0116279069767442,0,0.00290697674418605,0.0319767441860465,0,0,0.00290697674418605,0.00872093023255814,0.00290697674418605,0.119186046511628,0.0261627906976744,0,0.0290697674418605,0,0.0261627906976744,0.0174418604651163,0.0261627906976744,0.0523255813953488,0.0232558139534884,0,0.061046511627907,0.00290697674418605,0,0,0.406976744186047,0.0901162790697674,0,0,0,0,0,0.0116279069767442,0,0,0,0.00290697674418605,0,0,0,0,0,0.00290697674418605,0,0,0,0.00872093023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290697674418605,0,0
890,9128,0.00294117647058824,0.00294117647058824,0,0.0382352941176471,0.0470588235294118,0.0205882352941176,0.00294117647058824,0.0205882352941176,0,0,0.0088235294117647,0.00588235294117647,0,0.138235294117647,0.0088235294117647,0,0.0441176470588235,0,0.00294117647058824,0.00294117647058824,0.0352941176470588,0.108823529411765,0.0382352941176471,0,0.0411764705882353,0.00294117647058824,0,0,0.391176470588235,0.0235294117647059,0,0,0,0,0,0.00294117647058824,0,0,0,0,0,0.0088235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,9559,0.00284900284900285,0,0,0.0199430199430199,0.0769230769230769,0.0313390313390313,0.0170940170940171,0.0256410256410256,0,0,0,0.00284900284900285,0.0113960113960114,0.128205128205128,0.0142450142450142,0,0.0398860398860399,0,0.0113960113960114,0.00284900284900285,0.0199430199430199,0.0968660968660969,0.0341880341880342,0,0.0455840455840456,0,0,0,0.347578347578348,0.037037037037037,0.0056980056980057,0,0.00284900284900285,0,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0.00284900284900285,0,0,0.0056980056980057,0,0,0,0.00284900284900285,0,0,0.00284900284900285,0,0,0,0,0,0,0.00284900284900285,0,0,0,0,0,0
910,9989,0.0142857142857143,0.00285714285714286,0,0.0285714285714286,0.105714285714286,0.0114285714285714,0.00571428571428571,0.0257142857142857,0,0,0.00857142857142857,0.00285714285714286,0,0.131428571428571,0.0114285714285714,0,0.0342857142857143,0,0.0114285714285714,0,0.02,0.0771428571428571,0.0171428571428571,0,0.0285714285714286,0,0,0,0.4,0.0342857142857143,0,0,0,0.00285714285714286,0,0.0114285714285714,0,0,0,0.00571428571428571,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0
920,NA,0.0115606936416185,0,0,0.0260115606936416,0.069364161849711,0.0115606936416185,0.00867052023121387,0.0317919075144509,0,0,0.0144508670520231,0.00289017341040462,0.00578034682080925,0.141618497109827,0.00289017341040462,0.00578034682080925,0.0346820809248555,0,0.00578034682080925,0,0.0549132947976879,0.0953757225433526,0.0260115606936416,0,0.0173410404624277,0,0,0,0.393063583815029,0.00867052023121387,0,0,0,0,0,0.0202312138728324,0,0,0.00289017341040462,0,0,0,0.00578034682080925,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,NA,0.00573065902578797,0,0,0.0114613180515759,0.186246418338109,0.0229226361031519,0.0143266475644699,0.0257879656160458,0,0,0.0171919770773639,0.0229226361031519,0.00573065902578797,0.131805157593123,0.0114613180515759,0.00859598853868195,0.0487106017191977,0,0.00286532951289398,0.00859598853868195,0.0458452722063037,0.0372492836676218,0.0487106017191977,0,0.00859598853868195,0,0,0,0.277936962750716,0.0229226361031519,0,0,0,0,0,0.0229226361031519,0,0,0,0,0,0.0114613180515759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,NA,0.00290697674418605,0,0,0.0116279069767442,0.119186046511628,0.00290697674418605,0.00581395348837209,0.0726744186046512,0,0,0.0145348837209302,0,0.00581395348837209,0.136627906976744,0.00872093023255814,0.0116279069767442,0.0406976744186047,0,0.00581395348837209,0.0116279069767442,0.0319767441860465,0.130813953488372,0.0116279069767442,0,0.0232558139534884,0,0,0,0.281976744186047,0.0174418604651163,0,0,0,0,0,0.00872093023255814,0.00872093023255814,0,0.00290697674418605,0.00581395348837209,0,0.00581395348837209,0.00581395348837209,0,0,0,0,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290697674418605,0,0.00581395348837209,0.00290697674418605
955,NA,0.00604229607250755,0,0,0.0302114803625378,0.129909365558912,0.0120845921450151,0.00302114803625378,0.0362537764350453,0,0,0.00302114803625378,0.00302114803625378,0.027190332326284,0.148036253776435,0.00302114803625378,0.00604229607250755,0.0302114803625378,0,0.00604229607250755,0.00302114803625378,0.054380664652568,0.132930513595166,0.0181268882175227,0,0.0181268882175227,0.00302114803625378,0,0,0.277945619335347,0.00604229607250755,0,0,0.00302114803625378,0,0,0.0181268882175227,0,0,0,0,0,0,0.00604229607250755,0,0,0,0.00302114803625378,0,0,0.00906344410876133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302114803625378,0,0,0
970,NA,0.0116618075801749,0.00291545189504373,0,0.0116618075801749,0.154518950437318,0.0145772594752187,0.00583090379008746,0.0116618075801749,0,0,0,0.0145772594752187,0.0466472303206997,0.145772594752187,0,0.00291545189504373,0.0466472303206997,0,0.00583090379008746,0,0.0641399416909621,0.0816326530612245,0.0087463556851312,0,0.00583090379008746,0,0,0,0.341107871720117,0,0,0,0,0,0,0.0087463556851312,0,0,0,0,0,0.0145772594752187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,NA,0.00869565217391304,0,0,0.0144927536231884,0.214492753623188,0,0.00869565217391304,0.118840579710145,0,0,0.00579710144927536,0.0115942028985507,0.0579710144927536,0.144927536231884,0,0,0.0405797101449275,0,0.0144927536231884,0,0.0260869565217391,0.127536231884058,0.00579710144927536,0.00289855072463768,0.00869565217391304,0,0,0,0.159420289855072,0,0,0,0,0,0,0.0144927536231884,0,0,0,0.00289855072463768,0,0.00289855072463768,0.00289855072463768,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,NA,0.014367816091954,0.0028735632183908,0,0.0172413793103448,0.25,0,0.0114942528735632,0.0229885057471264,0,0,0,0.00862068965517241,0.0545977011494253,0.14367816091954,0,0,0.0517241379310345,0,0.0114942528735632,0,0.0775862068965517,0.117816091954023,0,0,0.0229885057471264,0,0,0,0.155172413793103,0,0,0,0.00574712643678161,0.0028735632183908,0,0.0172413793103448,0,0,0,0,0,0.0028735632183908,0.00574712643678161,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
