"sample.depths","sample.ages","Artemisia","Betula","Carya","Celtis","Asteraceae.undiff.","Pinaceae.undiff.","Corylus","Cyperaceae","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Larix","Ostrya.Carpinus","Picea","Quercus","Salix","Thalictrum","Trees.undiff.","Ulmus","Alnus","Acer","Ambrosia","Juglans","Populus","Poaceae","Rosaceae","Abies","Fagus","Pinus.undiff.","Tsuga","Amaranthaceae","Other.herbs","Cephalanthus","Tilia","Pinus.strobus","Cupressus"
228,15945,0.00956937799043062,0.00478468899521531,0.00478468899521531,0.0143540669856459,0.0143540669856459,0.138755980861244,0.00478468899521531,0.062200956937799,0.0191387559808612,0.105263157894737,0,0.105263157894737,0.186602870813397,0.090909090909091,0.00956937799043062,0,0.00478468899521531,0.0143540669856459,0.00478468899521531,0.0143540669856459,0.0287081339712919,0,0,0.138755980861244,0,0,0,0,0,0.00478468899521531,0.00956937799043062,0.00956937799043062,0,0,0
238,16062,0.00677200902934537,0.0135440180586907,0.00677200902934537,0.00225733634311512,0.0248306997742664,0.128668171557562,0.00225733634311512,0.119638826185102,0.00451467268623025,0.072234762979684,0.00225733634311512,0.0406320541760722,0.158013544018059,0.101580135440181,0.0112866817155756,0.00225733634311512,0,0.0293453724604966,0,0.00451467268623025,0.00451467268623025,0,0.00225733634311512,0.246049661399549,0,0,0.00451467268623025,0,0,0.00451467268623025,0,0.00451467268623025,0.00225733634311512,0,0
248,16180,0,0.0403225806451613,0.00403225806451613,0,0.0241935483870968,0.254032258064516,0,0.0887096774193548,0,0.0564516129032258,0.00806451612903226,0.0443548387096774,0.245967741935484,0.0443548387096774,0.0241935483870968,0,0,0.00806451612903226,0,0,0.00806451612903226,0.00403225806451613,0,0.137096774193548,0,0,0,0,0,0.00806451612903226,0,0,0,0,0
263,16355,0.00641025641025641,0.00641025641025641,0.00641025641025641,0,0.0384615384615385,0.222222222222222,0,0.0897435897435897,0.00427350427350427,0.0683760683760684,0,0.0576923076923077,0.177350427350427,0.0576923076923077,0.0341880341880342,0.00213675213675214,0.00213675213675214,0.00854700854700855,0.00427350427350427,0.00427350427350427,0.00641025641025641,0,0,0.183760683760684,0,0,0.00213675213675214,0,0,0.00427350427350427,0.0128205128205128,0,0,0,0
278,16531,0.00337837837837838,0.00675675675675676,0,0,0.0168918918918919,0.371621621621622,0,0.118243243243243,0,0.0405405405405405,0,0.0439189189189189,0.266891891891892,0.0439189189189189,0.0101351351351351,0.00337837837837838,0,0.0135135135135135,0.00675675675675676,0,0.00337837837837838,0.00337837837837838,0.00337837837837838,0.0304054054054054,0,0,0,0.00337837837837838,0,0,0.00675675675675676,0.00337837837837838,0,0,0
288,16649,0.0094876660341556,0.015180265654649,0.00189753320683112,0,0.0436432637571157,0.332068311195446,0,0.0872865275142315,0.00189753320683112,0.0455407969639469,0.00189753320683112,0.0284629981024668,0.265654648956357,0.0607210626185958,0.0113851992409867,0.00379506641366224,0,0.00569259962049336,0.0132827324478178,0.00379506641366224,0.00569259962049336,0.00189753320683112,0,0.0455407969639469,0,0,0,0,0,0.00569259962049336,0.00569259962049336,0.00379506641366224,0,0,0
298,16766,0.00597014925373134,0.00298507462686567,0,0.00298507462686567,0.0149253731343284,0.241791044776119,0,0.0865671641791045,0.00895522388059702,0.0686567164179104,0.00298507462686567,0.0238805970149254,0.355223880597015,0.0656716417910448,0.00895522388059702,0,0,0.0119402985074627,0.00298507462686567,0,0.0119402985074627,0.00298507462686567,0.00597014925373134,0.0746268656716418,0,0,0,0,0,0,0,0,0,0,0
308,16883,0.00182815356489945,0.00548446069469835,0.0036563071297989,0,0.0438756855575868,0.318098720292505,0.00182815356489945,0.124314442413163,0.00182815356489945,0.036563071297989,0.00182815356489945,0.0219378427787934,0.259597806215722,0.0676416819012797,0.00731261425959781,0.0036563071297989,0,0.00548446069469835,0,0.0036563071297989,0.0109689213893967,0,0.00182815356489945,0.0731261425959781,0,0,0,0.00182815356489945,0,0,0.0036563071297989,0,0,0,0
316,16977,0,0.0033112582781457,0,0.0033112582781457,0.0165562913907285,0.311258278145695,0.00993377483443709,0.112582781456954,0,0.0397350993377483,0,0.0198675496688742,0.314569536423841,0.076158940397351,0.00993377483443709,0,0,0.00993377483443709,0.00993377483443709,0,0.00662251655629139,0,0,0.033112582781457,0,0.0033112582781457,0,0.00662251655629139,0,0.0033112582781457,0.0033112582781457,0.0033112582781457,0,0.0033112582781457,0
328,17118,0.0097799511002445,0.0146699266503667,0.00733496332518337,0.00244498777506112,0.0293398533007335,0.102689486552567,0.0097799511002445,0.117359413202934,0.00733496332518337,0.102689486552567,0,0.0709046454767726,0.134474327628362,0.0806845965770171,0.0244498777506112,0.00244498777506112,0.00244498777506112,0.0293398533007335,0,0.00488997555012225,0.0171149144254279,0,0,0.21760391198044,0,0,0,0,0,0.00244498777506112,0.00733496332518337,0.00244498777506112,0,0,0
338,17235,0.029585798816568,0.00591715976331361,0,0,0.0029585798816568,0.29585798816568,0.0029585798816568,0.180473372781065,0.00591715976331361,0.0236686390532544,0,0.029585798816568,0.236686390532544,0.0710059171597633,0.00887573964497041,0.0029585798816568,0.0029585798816568,0.00887573964497041,0.0118343195266272,0,0.00887573964497041,0,0,0.0473372781065089,0,0,0,0,0,0.0029585798816568,0.0177514792899408,0,0.0029585798816568,0,0
348,17352,0.017274472168906,0.00191938579654511,0.00383877159309021,0.00383877159309021,0.00575815738963532,0.35700575815739,0.00191938579654511,0.163147792706334,0.00191938579654511,0.0307101727447217,0,0.0230326295585413,0.213051823416507,0.0978886756238004,0.00575815738963532,0,0,0.0134357005758157,0.00383877159309021,0.00383877159309021,0.00383877159309021,0,0.00383877159309021,0.0326295585412668,0.00383877159309021,0,0.00191938579654511,0.00191938579654511,0,0.00191938579654511,0.00191938579654511,0,0,0,0
358,17469,0.0212765957446809,0.0382978723404255,0.00425531914893617,0,0.00425531914893617,0.25531914893617,0.00425531914893617,0.182978723404255,0,0.025531914893617,0,0.00425531914893617,0.165957446808511,0.153191489361702,0.00851063829787234,0.00425531914893617,0,0.0297872340425532,0.0127659574468085,0,0.0170212765957447,0,0.00425531914893617,0.0425531914893617,0,0,0.00425531914893617,0.00425531914893617,0,0.00851063829787234,0.00425531914893617,0,0,0,0
368,17587,0.010016694490818,0.00166944908180301,0,0,0.00500834724540901,0.360601001669449,0.00333889816360601,0.185308848080134,0,0.0200333889816361,0.00333889816360601,0.0233722871452421,0.230383973288815,0.0601001669449082,0.00333889816360601,0.00166944908180301,0,0.011686143572621,0.00834724540901502,0.00166944908180301,0.010016694490818,0.00333889816360601,0.00166944908180301,0.0434056761268781,0.00166944908180301,0,0,0.00333889816360601,0,0.00500834724540901,0.00166944908180301,0,0,0,0
378,17704,0.00980392156862745,0.0130718954248366,0,0.00980392156862745,0.0196078431372549,0.251633986928105,0,0.156862745098039,0.0065359477124183,0.0326797385620915,0,0.00980392156862745,0.218954248366013,0.111111111111111,0.0065359477124183,0,0,0.0130718954248366,0.00980392156862745,0.00980392156862745,0.0163398692810458,0,0.00326797385620915,0.0751633986928105,0.00326797385620915,0.00326797385620915,0,0.0065359477124183,0,0.0065359477124183,0.0065359477124183,0,0,0,0
388,17821,0.0182149362477231,0.00546448087431694,0,0,0.00728597449908925,0.335154826958106,0.00182149362477231,0.0400728597449909,0,0.0127504553734062,0.00364298724954463,0.00910746812386157,0.453551912568306,0.0564663023679417,0.00546448087431694,0.00364298724954463,0,0.0109289617486339,0.00910746812386157,0,0.00546448087431694,0,0,0.0127504553734062,0,0.00182149362477231,0,0.00182149362477231,0,0.00182149362477231,0.00364298724954463,0,0,0,0
398,17938,0.00519031141868512,0.0069204152249135,0,0,0.00519031141868512,0.657439446366782,0.00346020761245675,0.129757785467128,0,0.0121107266435986,0,0.00865051903114187,0.055363321799308,0.0484429065743945,0.0069204152249135,0.00173010380622837,0.00346020761245675,0.00346020761245675,0.0103806228373702,0,0.00519031141868512,0.00346020761245675,0,0.0242214532871972,0.00173010380622837,0,0,0,0,0.00173010380622837,0.00173010380622837,0,0,0,0.00346020761245675
448,NA,0.0116279069767442,0,0.00581395348837209,0,0.00581395348837209,0.0755813953488372,0,0.168604651162791,0,0,0.0116279069767442,0.00581395348837209,0.593023255813954,0.0406976744186047,0,0,0.00581395348837209,0,0,0,0,0,0,0.0232558139534884,0,0,0,0.0174418604651163,0,0.0116279069767442,0.0174418604651163,0,0,0,0.00581395348837209
468,NA,0,0,0,0,0.0078125,0.1328125,0,0.2421875,0,0,0,0,0.5546875,0.015625,0,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0.03125,0,0.0078125,0,0,0,0,0
488,NA,0.00302114803625378,0,0,0,0,0.102719033232628,0,0.175226586102719,0,0,0.00604229607250755,0,0.676737160120846,0.00906344410876133,0.00302114803625378,0,0,0,0,0,0.00302114803625378,0,0,0.00604229607250755,0,0.00302114803625378,0,0.0120845921450151,0,0,0,0,0,0,0
508,NA,0,0,0,0,0.0025706940874036,0.141388174807198,0,0.0848329048843188,0,0,0.0102827763496144,0,0.719794344473008,0.0051413881748072,0,0,0,0.0025706940874036,0,0,0.0025706940874036,0,0,0.012853470437018,0,0,0,0.0179948586118252,0,0,0,0,0,0,0
528,NA,0.00520833333333333,0.00260416666666667,0,0,0,0.119791666666667,0,0.0520833333333333,0.00260416666666667,0,0.00520833333333333,0,0.7421875,0.0078125,0,0,0,0,0,0.00260416666666667,0,0.00260416666666667,0,0.0130208333333333,0.00260416666666667,0.00520833333333333,0,0.03125,0,0,0.00260416666666667,0,0,0.00260416666666667,0
548,NA,0.00253164556962025,0,0,0,0.00759493670886076,0.111392405063291,0,0.0405063291139241,0,0,0,0,0.744303797468354,0.0151898734177215,0,0,0,0,0,0,0.00253164556962025,0,0,0.00759493670886076,0,0.010126582278481,0,0.0531645569620253,0,0,0.00253164556962025,0,0,0.00253164556962025,0
568,NA,0.021875,0,0,0,0.015625,0.28125,0,0.0875,0,0,0.01875,0,0.440625,0.0375,0,0.003125,0,0,0,0,0.00625,0,0,0.009375,0,0.00625,0,0.065625,0,0.003125,0,0,0,0.003125,0
588,NA,0.0210084033613445,0,0,0,0.0126050420168067,0.361344537815126,0,0.092436974789916,0,0,0,0.00420168067226891,0.428571428571429,0.0546218487394958,0,0,0,0,0,0,0.00420168067226891,0,0,0.0126050420168067,0,0,0,0.00420168067226891,0,0,0.00420168067226891,0,0,0,0
608,NA,0.00657894736842105,0,0,0,0.0131578947368421,0.348684210526316,0,0.236842105263158,0,0,0,0,0.368421052631579,0.0131578947368421,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0
648,NA,0.00240384615384615,0,0,0,0,0.271634615384615,0,0.0721153846153846,0,0,0,0,0.605769230769231,0.00480769230769231,0,0,0,0,0,0,0.00240384615384615,0,0,0.00240384615384615,0,0.00480769230769231,0,0.0264423076923077,0,0.00240384615384615,0.00240384615384615,0,0.00240384615384615,0,0
688,NA,0.0214592274678112,0,0.00429184549356223,0,0.00214592274678112,0.175965665236052,0.00429184549356223,0.0708154506437768,0,0.0128755364806867,0.0150214592274678,0.00643776824034335,0.51931330472103,0.055793991416309,0,0.00858369098712446,0,0,0.0236051502145923,0,0.00643776824034335,0,0,0.0128755364806867,0,0.00429184549356223,0,0.0493562231759657,0,0.00214592274678112,0.00214592274678112,0,0,0.00214592274678112,0
708,NA,0.030952380952381,0.00714285714285714,0,0,0.00714285714285714,0.257142857142857,0,0.0976190476190476,0,0.00952380952380952,0.0142857142857143,0.00476190476190476,0.414285714285714,0.0214285714285714,0,0.00714285714285714,0,0.00238095238095238,0.00476190476190476,0,0.0119047619047619,0,0,0.0285714285714286,0.00476190476190476,0,0,0.0547619047619048,0.00238095238095238,0.00952380952380952,0.00238095238095238,0.00238095238095238,0.00238095238095238,0.00238095238095238,0
728,NA,0.157258064516129,0.0120967741935484,0,0,0.0403225806451613,0.0967741935483871,0,0.153225806451613,0,0.00403225806451613,0,0.0362903225806452,0.209677419354839,0.141129032258065,0,0.00806451612903226,0,0,0.032258064516129,0.00403225806451613,0.0282258064516129,0,0,0.0524193548387097,0,0,0,0.00403225806451613,0,0.00806451612903226,0.00403225806451613,0.00806451612903226,0,0,0
748,NA,0,0,0,0,0,0.462585034013605,0,0.156462585034014,0,0,0,0,0.285714285714286,0.0340136054421769,0,0,0,0,0,0,0.00680272108843537,0,0,0,0,0.00680272108843537,0,0.0340136054421769,0,0.00680272108843537,0.00680272108843537,0,0,0,0
768,NA,0.03125,0.00260416666666667,0.00260416666666667,0,0.0104166666666667,0.1640625,0,0.078125,0,0.00520833333333333,0.00260416666666667,0.00520833333333333,0.533854166666667,0.0625,0,0,0.00260416666666667,0,0.00520833333333333,0,0.0208333333333333,0,0,0,0,0.0130208333333333,0,0.0520833333333333,0,0.00520833333333333,0.00260416666666667,0,0,0,0
778,NA,0.0889423076923077,0.0240384615384615,0,0,0.0240384615384615,0.209134615384615,0.00961538461538462,0.122596153846154,0.00240384615384615,0,0.00480769230769231,0.0216346153846154,0.185096153846154,0.122596153846154,0.0240384615384615,0.00480769230769231,0,0,0.0456730769230769,0,0.0432692307692308,0,0.00240384615384615,0.0192307692307692,0.00480769230769231,0.00240384615384615,0,0.00721153846153846,0,0.00961538461538462,0.0120192307692308,0.00961538461538462,0,0,0
788,NA,0.0807860262008734,0.0152838427947598,0,0,0.0218340611353712,0.314410480349345,0,0.117903930131004,0,0.00655021834061135,0.00218340611353712,0.0131004366812227,0.24235807860262,0.0589519650655022,0.0131004366812227,0.00655021834061135,0,0,0.00655021834061135,0.00218340611353712,0.0109170305676856,0,0,0.0152838427947598,0,0.00436681222707424,0,0.0393013100436681,0,0.00218340611353712,0.00655021834061135,0.0131004366812227,0,0.00655021834061135,0
