"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.undiff.","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Betulaceae.undiff.","Carya","Castanea","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Prunus","Quercus","Salix","Sarcobatus.vermiculatus","Tilia","Tsuga","Ulmus","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae.undiff.","Cyperaceae","Iva.annua.type","Iva.xanthifolia","Plantago","Poaceae.undiff.","Polygonum.lapathifolium","Rosaceae.undiff.","Rumex","Thalictrum","Urtica","Xanthium","Zea"
79,1095,0,0,0,0,0.019672131147541,0,0.00327868852459016,0,0,0,0.186885245901639,0.00163934426229508,0.0147540983606557,0.0688524590163934,0,0,0.00163934426229508,0,0,0.0918032786885246,0.00163934426229508,0.00163934426229508,0.00163934426229508,0.0131147540983607,0,0,0,0,0,0,0.00491803278688525,0,0.00327868852459016,0.0131147540983607,0.0442622950819672,0.0344262295081967,0.167213114754098,0.00327868852459016,0,0,0.219672131147541,0,0,0.00327868852459016,0.0852459016393443,0.00491803278688525,0.00491803278688525,0,0,0,0,0,0,0,0,0.00491803278688525,0,0,0,0,0,0,0
81,1154,0.00191204588910134,0,0,0.00191204588910134,0.0095602294455067,0,0.00382409177820268,0,0,0,0.152963671128107,0,0.0229445506692161,0.0554493307839388,0,0,0.00191204588910134,0,0,0.0936902485659656,0.00764818355640535,0,0,0.00191204588910134,0,0.00191204588910134,0,0,0.00191204588910134,0,0.0095602294455067,0,0.00764818355640535,0.00764818355640535,0.0363288718929254,0.0439770554493308,0.15678776290631,0.00382409177820268,0,0,0.265774378585086,0,0,0,0.0917782026768642,0.00573613766730402,0,0.00191204588910134,0.00191204588910134,0,0,0.00382409177820268,0,0,0,0.00573613766730402,0,0,0,0,0,0,0
83,1212,0,0,0.00186219739292365,0,0.0111731843575419,0,0.00558659217877095,0,0,0.00186219739292365,0.15828677839851,0,0.0186219739292365,0.0782122905027933,0,0,0,0,0,0.0968342644320298,0.0074487895716946,0.00558659217877095,0,0.00558659217877095,0,0.0037243947858473,0,0,0,0,0.0204841713221601,0,0.0074487895716946,0.0074487895716946,0.068901303538175,0.0446927374301676,0.152700186219739,0.00558659217877095,0,0,0.202979515828678,0,0,0.00558659217877095,0.0670391061452514,0.0074487895716946,0.00186219739292365,0,0.00186219739292365,0,0,0,0,0,0,0.0111731843575419,0,0,0,0,0,0,0
85,1270,0,0,0,0.00173310225303293,0.00866551126516464,0,0.00693240901213172,0,0.00866551126516464,0.00519930675909879,0.164644714038128,0,0.0173310225303293,0.0571923743500867,0.00519930675909879,0,0,0,0,0.109185441941075,0.00866551126516464,0.00173310225303293,0.00173310225303293,0,0,0.00346620450606586,0,0,0.00173310225303293,0,0.0103986135181976,0,0.00693240901213172,0.00346620450606586,0.0814558058925477,0.0207972270363951,0.157712305025997,0.00173310225303293,0,0,0.227036395147314,0.00173310225303293,0,0,0.074523396880416,0.00346620450606586,0,0,0.00173310225303293,0,0,0.00173310225303293,0,0,0,0.00346620450606586,0,0,0.00173310225303293,0,0,0,0
87,1329,0,0,0.00184162062615101,0,0.00920810313075507,0,0.00920810313075507,0,0,0.00736648250460405,0.173112338858195,0,0.0165745856353591,0.0902394106813996,0,0,0,0,0,0.0791896869244936,0.00552486187845304,0,0,0.00368324125230203,0,0.00368324125230203,0,0,0,0,0.0165745856353591,0,0.00552486187845304,0.00552486187845304,0.0644567219152855,0.0405156537753223,0.143646408839779,0.00184162062615101,0.00184162062615101,0,0.244935543278085,0,0.00184162062615101,0.00184162062615101,0.0589318600368324,0.00736648250460405,0.00184162062615101,0,0,0,0,0.00184162062615101,0,0,0,0.00184162062615101,0,0,0,0,0,0,0
89,1387,0,0,0,0,0.019047619047619,0,0.00380952380952381,0,0.00380952380952381,0.0114285714285714,0.156190476190476,0,0.0247619047619048,0.0457142857142857,0,0,0,0,0,0.0914285714285714,0.0019047619047619,0.0019047619047619,0.0019047619047619,0.00380952380952381,0,0.0019047619047619,0,0,0.0019047619047619,0,0.00571428571428571,0,0.00380952380952381,0.00761904761904762,0.0495238095238095,0.019047619047619,0.184761904761905,0,0,0,0.268571428571429,0,0,0.0019047619047619,0.081904761904762,0.00571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019047619047619,0,0
91,1445,0,0,0,0.00183823529411765,0.0147058823529412,0,0.00919117647058824,0,0.00735294117647059,0,0.150735294117647,0,0.0330882352941176,0.0477941176470588,0,0,0.00367647058823529,0,0.00183823529411765,0.0735294117647059,0.00183823529411765,0.00183823529411765,0.00367647058823529,0,0,0.00367647058823529,0,0.00183823529411765,0.00183823529411765,0,0.0128676470588235,0,0.0110294117647059,0.00367647058823529,0.0128676470588235,0.0477941176470588,0.191176470588235,0.00183823529411765,0.00183823529411765,0,0.273897058823529,0,0,0.00551470588235294,0.0625,0.00735294117647059,0,0.00183823529411765,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0
93,1504,0,0,0,0,0.0107334525939177,0,0.0035778175313059,0,0,0.00894454382826476,0.189624329159213,0,0.0196779964221825,0.035778175313059,0,0,0,0,0,0.0912343470483005,0.0071556350626118,0.0071556350626118,0,0,0,0.00178890876565295,0,0,0,0,0.00536672629695885,0,0.00536672629695885,0.0071556350626118,0.0393559928443649,0.0107334525939177,0.15742397137746,0.0035778175313059,0.00178890876565295,0,0.254025044722719,0,0,0.00178890876565295,0.100178890876565,0.0214669051878354,0.00178890876565295,0,0,0,0,0.00178890876565295,0,0,0,0.00894454382826476,0,0.00178890876565295,0,0.00178890876565295,0,0,0
95,1559,0,0,0.0018796992481203,0.0018796992481203,0.0093984962406015,0,0.0093984962406015,0,0,0,0.163533834586466,0,0.0150375939849624,0,0,0,0.0018796992481203,0,0,0.0789473684210526,0.0075187969924812,0.0018796992481203,0.0037593984962406,0.0037593984962406,0,0,0,0,0,0,0.0169172932330827,0.0018796992481203,0.0056390977443609,0.0056390977443609,0.0770676691729323,0.0413533834586466,0.120300751879699,0.0056390977443609,0.0018796992481203,0,0.334586466165414,0,0,0.0018796992481203,0.0770676691729323,0.0056390977443609,0,0,0.0018796992481203,0,0,0,0,0,0,0.0037593984962406,0,0,0,0,0,0,0
97,1613,0,0,0,0,0.00909090909090909,0,0.00909090909090909,0,0.00363636363636364,0,0.136363636363636,0.00181818181818182,0.02,0.0509090909090909,0.00181818181818182,0,0,0,0,0.0836363636363636,0.00363636363636364,0.00181818181818182,0,0.00727272727272727,0,0,0,0,0.00363636363636364,0,0.00909090909090909,0,0.00909090909090909,0.00727272727272727,0.0563636363636364,0.0309090909090909,0.178181818181818,0.00363636363636364,0,0,0.263636363636364,0,0,0,0.0890909090909091,0.0127272727272727,0.00181818181818182,0,0,0,0,0,0,0,0,0.00545454545454545,0,0,0,0,0,0,0
99,1666,0,0,0.00194174757281553,0,0.0116504854368932,0.00194174757281553,0.00970873786407767,0,0.00194174757281553,0,0.147572815533981,0.00194174757281553,0.0330097087378641,0.0174757281553398,0,0,0,0,0,0.0660194174757282,0.00194174757281553,0.00194174757281553,0.00194174757281553,0.0058252427184466,0,0.00970873786407767,0,0,0,0,0.00388349514563107,0,0.00776699029126214,0.0116504854368932,0.0233009708737864,0.0058252427184466,0.221359223300971,0.00194174757281553,0,0,0.312621359223301,0,0,0,0.083495145631068,0.0058252427184466,0,0.00388349514563107,0,0,0,0,0,0,0,0.00194174757281553,0,0,0,0.00194174757281553,0,0,0
101,1719,0,0,0.00177619893428064,0.00177619893428064,0.0106571936056838,0,0.00177619893428064,0,0.00355239786856128,0,0.142095914742451,0.00532859680284192,0.0337477797513321,0.0515097690941385,0,0,0,0,0,0.0905861456483126,0.00177619893428064,0.00177619893428064,0,0.00532859680284192,0,0,0.00177619893428064,0,0,0,0.0124333925399645,0,0.0088809946714032,0.00710479573712256,0.0657193605683837,0.0230905861456483,0.145648312611012,0.00177619893428064,0,0,0.287744227353464,0,0,0.00177619893428064,0.0746003552397869,0.00355239786856128,0,0,0,0,0,0,0,0,0,0.0106571936056838,0.00177619893428064,0.00177619893428064,0,0,0,0,0
103,1772,0.00192307692307692,0,0,0.00192307692307692,0.0115384615384615,0,0.00769230769230769,0,0.00576923076923077,0.00961538461538462,0.169230769230769,0,0.0211538461538462,0.05,0,0,0,0,0,0.0788461538461538,0.00384615384615385,0.00384615384615385,0.00192307692307692,0,0,0,0,0,0,0,0.00576923076923077,0,0.00769230769230769,0.00769230769230769,0.0288461538461538,0.0192307692307692,0.157692307692308,0,0,0,0.311538461538462,0,0,0.00192307692307692,0.0692307692307692,0.00769230769230769,0.00192307692307692,0,0,0,0,0.00384615384615385,0,0,0,0.00961538461538462,0,0,0,0,0,0,0
105,1826,0,0,0,0,0.00187265917602996,0,0.00936329588014981,0,0,0,0.140449438202247,0.00749063670411985,0.0149812734082397,0.0318352059925094,0,0,0.00187265917602996,0,0,0.0898876404494382,0.00561797752808989,0.00561797752808989,0,0.00187265917602996,0,0,0,0,0,0,0.0112359550561798,0,0.00561797752808989,0.00561797752808989,0.048689138576779,0.0243445692883895,0.149812734082397,0,0,0,0.333333333333333,0,0,0,0.0880149812734082,0.00374531835205993,0,0.00187265917602996,0.00187265917602996,0,0.00187265917602996,0.00374531835205993,0,0,0,0.00374531835205993,0,0.00374531835205993,0,0.00187265917602996,0,0,0
107,1879,0,0,0,0.00168067226890756,0.0134453781512605,0,0.00840336134453781,0,0,0.00168067226890756,0.186554621848739,0,0.0201680672268908,0.0319327731092437,0,0,0.00168067226890756,0,0,0.0739495798319328,0.00840336134453781,0.00672268907563025,0.00168067226890756,0.00336134453781513,0,0.00336134453781513,0.00168067226890756,0,0,0,0.00672268907563025,0,0.00504201680672269,0.00336134453781513,0.00504201680672269,0.0890756302521008,0.139495798319328,0,0,0,0.297478991596639,0,0,0.00168067226890756,0.0705882352941176,0.00336134453781513,0,0,0.00336134453781513,0,0,0.00168067226890756,0,0,0,0.00504201680672269,0,0,0,0.00336134453781513,0,0,0
109,1932,0,0,0,0.00188679245283019,0.0132075471698113,0,0.00377358490566038,0,0.00188679245283019,0,0.20377358490566,0.00188679245283019,0.0188679245283019,0.0245283018867925,0,0,0,0.00188679245283019,0,0.0867924528301887,0.00566037735849057,0.00188679245283019,0,0,0,0.00188679245283019,0,0,0,0,0.00754716981132075,0,0.0113207547169811,0.0150943396226415,0.0566037735849057,0.0188679245283019,0.177358490566038,0,0,0,0.256603773584906,0.00188679245283019,0,0.00188679245283019,0.0679245283018868,0.00754716981132075,0,0,0,0,0,0.00188679245283019,0,0,0,0.00754716981132075,0,0,0,0,0,0,0
111,1985,0.00361663652802893,0,0,0.00180831826401447,0.0180831826401447,0.00180831826401447,0.00180831826401447,0,0.00180831826401447,0,0.141048824593128,0.00180831826401447,0.0343580470162749,0.0253164556962025,0,0,0,0,0,0.0922242314647378,0.00723327305605787,0,0.00180831826401447,0.0108499095840868,0,0,0,0,0,0,0.00904159132007233,0,0.0054249547920434,0.00180831826401447,0.0433996383363472,0.00904159132007233,0.20253164556962,0.00361663652802893,0,0,0.278481012658228,0,0,0.00361663652802893,0.0795660036166365,0,0,0.00180831826401447,0.0054249547920434,0,0.00180831826401447,0.00180831826401447,0,0,0,0.00904159132007233,0,0,0,0,0,0,0
113,2038,0.00246913580246914,0,0,0,0.0222222222222222,0,0.00493827160493827,0,0,0,0.232098765432099,0.00987654320987654,0.0271604938271605,0.0296296296296296,0,0,0.00246913580246914,0,0,0.123456790123457,0.00246913580246914,0,0,0.00246913580246914,0,0.00246913580246914,0,0,0,0,0.0222222222222222,0,0.0123456790123457,0.00987654320987654,0.0987654320987654,0.0296296296296296,0.251851851851852,0,0,0,0,0.00246913580246914,0,0,0.0938271604938272,0.00987654320987654,0,0,0,0,0,0,0,0,0,0.00740740740740741,0,0,0,0,0,0,0
115,2092,0,0,0,0,0.0213903743315508,0,0.0035650623885918,0,0.0035650623885918,0.0017825311942959,0.165775401069519,0,0,0.0196078431372549,0,0,0,0,0,0.101604278074866,0.0035650623885918,0.0035650623885918,0,0.0017825311942959,0,0.0017825311942959,0,0,0,0,0.0053475935828877,0,0.0053475935828877,0.0035650623885918,0.0606060606060606,0.0231729055258467,0.156862745098039,0.0053475935828877,0,0,0.306595365418895,0,0,0,0.0641711229946524,0.0160427807486631,0.0035650623885918,0,0.0017825311942959,0,0,0.0017825311942959,0,0,0,0.0160427807486631,0,0.0017825311942959,0,0,0,0,0
117,2145,0,0,0,0,0.0192616372391653,0,0.00160513643659711,0,0.00160513643659711,0.00642054574638844,0.174959871589085,0.00160513643659711,0.0321027287319422,0.014446227929374,0,0,0.00321027287319422,0,0,0.0947030497592295,0.00963081861958266,0.00160513643659711,0.00321027287319422,0.00160513643659711,0,0,0,0,0,0,0.0160513643659711,0,0.00802568218298555,0.00321027287319422,0.0690208667736758,0.00963081861958266,0.14446227929374,0.00160513643659711,0.00160513643659711,0,0.282504012841092,0.00160513643659711,0,0.00642054574638844,0.0690208667736758,0.00963081861958266,0,0,0,0,0,0.00160513643659711,0,0,0,0.00802568218298555,0,0,0.00160513643659711,0,0,0,0
119,2198,0,0,0.00185528756957328,0,0.0166975881261596,0,0.00927643784786642,0,0,0,0.165120593692022,0.00185528756957328,0.012987012987013,0.0241187384044527,0,0,0,0,0,0.11317254174397,0.00556586270871985,0,0.00927643784786642,0,0,0.00556586270871985,0,0,0,0,0.012987012987013,0,0.012987012987013,0.00371057513914657,0.0204081632653061,0.00371057513914657,0.152133580705009,0.00185528756957328,0,0,0.335807050092764,0,0,0,0.0686456400742115,0.0111317254174397,0,0,0.00556586270871985,0,0,0.00185528756957328,0,0,0,0,0,0.00185528756957328,0,0.00185528756957328,0,0,0
121,2251,0,0,0,0.00191938579654511,0.0115163147792706,0,0.00575815738963532,0,0.00191938579654511,0,0.130518234165067,0,0.0230326295585413,0.0268714011516315,0,0,0.00383877159309021,0,0,0.113243761996161,0,0,0,0,0,0.00383877159309021,0,0,0,0,0.00575815738963532,0,0.00575815738963532,0.00383877159309021,0.055662188099808,0.0134357005758157,0.17658349328215,0.00383877159309021,0.00191938579654511,0,0.310940499040307,0,0,0.00191938579654511,0.0825335892514395,0.00959692898272553,0,0,0.00191938579654511,0,0,0.00191938579654511,0,0.00191938579654511,0,0,0,0,0,0,0,0,0
123,2305,0,0,0.00379506641366224,0,0.0094876660341556,0.00189753320683112,0.00379506641366224,0.00189753320683112,0,0.00569259962049336,0.165085388994307,0,0.0189753320683112,0.0208728652751423,0,0,0,0.00569259962049336,0.00189753320683112,0.062618595825427,0,0,0,0.00189753320683112,0,0.00189753320683112,0,0,0,0,0.015180265654649,0,0.0094876660341556,0,0.0379506641366224,0.015180265654649,0.163187855787476,0.00759013282732448,0,0,0.360531309297913,0,0,0,0.0664136622390892,0.0094876660341556,0.00379506641366224,0,0,0,0,0,0,0,0,0.00569259962049336,0,0,0,0,0,0,0
125,2358,0,0,0,0.00169491525423729,0.0186440677966102,0,0.0101694915254237,0,0,0.00338983050847458,0.140677966101695,0,0.0372881355932203,0.0152542372881356,0,0,0.00169491525423729,0,0,0.105084745762712,0.00677966101694915,0.00169491525423729,0.00338983050847458,0.00508474576271186,0,0.00677966101694915,0,0,0,0,0.00847457627118644,0,0.00169491525423729,0.00338983050847458,0.0525423728813559,0.0169491525423729,0.159322033898305,0,0,0,0.311864406779661,0,0,0,0.0576271186440678,0.0186440677966102,0,0,0,0,0,0,0,0.00169491525423729,0,0.0101694915254237,0,0,0,0,0,0,0
127,2411,0,0,0.00174825174825175,0,0.006993006993007,0,0.0034965034965035,0,0,0,0.173076923076923,0.00174825174825175,0.020979020979021,0.0192307692307692,0,0,0,0,0,0.0856643356643357,0.006993006993007,0.00174825174825175,0.00174825174825175,0.0104895104895105,0,0,0,0,0,0,0.00524475524475524,0,0.00174825174825175,0.00524475524475524,0.0367132867132867,0.0104895104895105,0.164335664335664,0.00524475524475524,0,0,0.354895104895105,0.00174825174825175,0,0.00174825174825175,0.0611888111888112,0.00524475524475524,0,0,0.00174825174825175,0,0,0.00174825174825175,0,0,0,0.006993006993007,0,0.00174825174825175,0,0,0,0,0
129,2464,0,0,0,0,0.00978473581213307,0,0.00391389432485323,0,0,0.00195694716242661,0.105675146771037,0,0.0293542074363992,0.00978473581213307,0,0,0,0,0,0.129158512720157,0.00782778864970646,0.00195694716242661,0.00195694716242661,0,0,0,0,0,0,0,0.00978473581213307,0,0.00587084148727984,0.00782778864970646,0.0821917808219178,0.0136986301369863,0.178082191780822,0.00782778864970646,0,0,0.287671232876712,0.00195694716242661,0,0.00587084148727984,0.0782778864970646,0.0156555772994129,0,0,0,0,0,0.00195694716242661,0,0,0,0.00195694716242661,0,0,0,0,0,0,0
131,NA,0,0,0,0,0.019434628975265,0,0.0106007067137809,0,0,0.00530035335689046,0.136042402826855,0,0.0141342756183746,0.0371024734982332,0,0,0.00176678445229682,0,0,0.097173144876325,0.00530035335689046,0.00353356890459364,0.00176678445229682,0.00176678445229682,0,0.00530035335689046,0,0,0,0,0.00530035335689046,0,0.0159010600706714,0.00176678445229682,0.0742049469964664,0.0229681978798587,0.159010600706714,0.00353356890459364,0,0,0.295053003533569,0.00176678445229682,0,0.00176678445229682,0.058303886925795,0.0106007067137809,0,0,0,0,0,0.00176678445229682,0,0,0,0.00530035335689046,0,0.00176678445229682,0,0.00176678445229682,0,0,0
133,NA,0.00380228136882129,0,0,0,0.0152091254752852,0,0.00950570342205323,0,0.00190114068441065,0,0.134980988593156,0,0.0114068441064639,0.0152091254752852,0,0,0.00190114068441065,0,0,0.091254752851711,0.00950570342205323,0.00570342205323194,0.00380228136882129,0.00950570342205323,0,0,0,0,0,0,0.0133079847908745,0,0.0114068441064639,0.00380228136882129,0.0798479087452472,0.0228136882129278,0.155893536121673,0.00380228136882129,0,0,0.290874524714829,0.00380228136882129,0,0.00190114068441065,0.0665399239543726,0.0171102661596958,0,0.00570342205323194,0,0,0,0,0,0,0,0.00760456273764259,0,0.00190114068441065,0,0,0,0,0
