"sample.depths","sample.ages","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Ericaceae","Fagus","Poaceae.undiff.","Larix","Picea.mariana.type","Pinus.undiff.","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Rosaceae.undiff.","Amaranthaceae","Cerealia","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Picea.undiff.","Fraxinus.pennsylvanica.type","Ostrya.Carpinus","Picea.glauca.type","Myrica.gale","Tsuga.canadensis","Fraxinus.nigra.type","Juglans.cinerea","Carya.ovata","Tilia","Juniperus.type","Acer.rubrum","Cyperaceae","Castanea.dentata","Pinus.resinosa.type","Acer.pensylvanicum","Artemisia","Thalictrum","Potentilla.palustris.type","Nemopanthus.mucronatus","Populus.tremuloides.type","Sambucus","Pinaceae","Populus.balsamifera.type","Shepherdia.canadensis","Saxifraga.cernua.type","Dryas","Populus.deltoides.type"
250,4387,0,0.0176817288801572,0.00392927308447937,0,0.402750491159136,0.00982318271119843,0.0471512770137525,0,0.00785854616895874,0.0216110019646365,0.0235756385068762,0.0353634577603143,0,0,0.00982318271119843,0.00196463654223969,0,0,0.0157170923379175,0.0117878192534381,0.0275049115913556,0.00196463654223969,0.241650294695481,0,0.00589390962671906,0.00196463654223969,0,0.00982318271119843,0.00196463654223969,0.0766208251473477,0.0117878192534381,0.00392927308447937,0,0,0,0.00196463654223969,0,0,0,0,0.00589390962671906,0,0,0,0,0,0,0,0,0,0,0
275,4798,0,0.0177664974619289,0.0050761421319797,0,0.487309644670051,0.00253807106598985,0.0152284263959391,0,0.00761421319796954,0.0228426395939086,0.0355329949238579,0.0228426395939086,0,0.00253807106598985,0.0050761421319797,0,0,0,0.0228426395939086,0.0228426395939086,0.0126903553299492,0.00253807106598985,0.253807106598985,0,0.0050761421319797,0,0.0050761421319797,0.00253807106598985,0.00761421319796954,0.0177664974619289,0.0050761421319797,0.00253807106598985,0,0,0,0.00253807106598985,0,0,0.0101522842639594,0,0,0.00253807106598985,0,0,0,0,0,0,0,0,0,0
285,4963,0.00202839756592292,0.0141987829614604,0,0,0.405679513184584,0.00608519269776876,0.0405679513184584,0,0.00405679513184584,0.0446247464503043,0.0141987829614604,0.0202839756592292,0,0,0.0121703853955375,0,0,0,0.026369168356998,0.0182555780933063,0.0121703853955375,0.00608519269776876,0.290060851926978,0,0.00608519269776876,0,0.00202839756592292,0,0,0.0527383367139959,0.0121703853955375,0.00202839756592292,0,0,0,0.00202839756592292,0.00405679513184584,0,0,0,0,0,0.00202839756592292,0,0,0,0,0,0,0,0,0
300,5210,0,0.011378002528445,0.00252844500632111,0.00252844500632111,0.391908975979772,0.00632111251580278,0.0189633375474083,0,0.0088495575221239,0.0189633375474083,0.0189633375474083,0.02275600505689,0.00252844500632111,0,0.0164348925410872,0,0,0,0.0126422250316056,0.0139064475347661,0.0176991150442478,0.0126422250316056,0.18078381795196,0,0.00505689001264223,0.00252844500632111,0.00126422250316056,0.00379266750948167,0.00505689001264223,0.164348925410872,0.0189633375474083,0.00505689001264223,0,0.00379266750948167,0,0.00126422250316056,0.0088495575221239,0.00126422250316056,0.0176991150442478,0,0,0,0,0.00126422250316056,0,0,0,0,0,0,0,0
325,5622,0,0.00914634146341463,0.00457317073170732,0,0.38719512195122,0,0.00914634146341463,0,0.0182926829268293,0.038109756097561,0.024390243902439,0.0167682926829268,0,0.00152439024390244,0.013719512195122,0,0,0,0.0106707317073171,0.0167682926829268,0.00609756097560976,0.00304878048780488,0.182926829268293,0,0.00457317073170732,0,0.00152439024390244,0.00304878048780488,0,0.146341463414634,0.0426829268292683,0,0,0.00152439024390244,0,0,0.0457317073170732,0,0.0076219512195122,0.00152439024390244,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0
350,6033,0.00197628458498024,0.0118577075098814,0.00395256916996047,0.00197628458498024,0.369565217391304,0.00790513833992095,0.0177865612648221,0,0.00395256916996047,0.00790513833992095,0.0632411067193676,0.0355731225296443,0,0.00197628458498024,0.0138339920948617,0.00790513833992095,0,0,0.0138339920948617,0.00988142292490119,0.033596837944664,0,0.274703557312253,0,0.00395256916996047,0,0,0.00395256916996047,0.00197628458498024,0.0889328063241107,0.00988142292490119,0,0,0,0,0.00395256916996047,0.00395256916996047,0,0,0,0.00197628458498024,0,0,0,0,0,0,0,0,0,0,0
375,6445,0,0.00773694390715667,0.00386847195357834,0.00193423597678917,0.286266924564797,0.00580270793036751,0.00580270793036751,0.00193423597678917,0.00193423597678917,0.0270793036750484,0.0174081237911025,0.0193423597678917,0.00193423597678917,0.00193423597678917,0.0174081237911025,0,0,0,0.00773694390715667,0.0174081237911025,0.00967117988394584,0,0.473887814313346,0,0.00773694390715667,0,0.00193423597678917,0.00580270793036751,0,0.0386847195357834,0.00967117988394584,0,0,0,0,0,0.0154738878143133,0,0.00580270793036751,0,0.00193423597678917,0,0,0,0.00193423597678917,0.00193423597678917,0,0,0,0,0,0
400,6856,0,0.00335570469798658,0.00335570469798658,0,0.114093959731544,0.0302013422818792,0.00335570469798658,0,0.0134228187919463,0.0167785234899329,0.0939597315436242,0.0268456375838926,0.00671140939597315,0,0.00671140939597315,0,0,0,0.0302013422818792,0.0100671140939597,0,0.0167785234899329,0.506711409395973,0,0.0167785234899329,0,0,0.0134228187919463,0.00671140939597315,0.0167785234899329,0.00671140939597315,0,0,0.00335570469798658,0,0,0.0201342281879195,0,0.0201342281879195,0,0,0,0,0,0.00335570469798658,0,0.0100671140939597,0,0,0,0,0
425,7268,0,0.00887573964497041,0,0.0029585798816568,0.183431952662722,0,0.0266272189349112,0.0029585798816568,0.00887573964497041,0.029585798816568,0.0502958579881657,0.0266272189349112,0.0118343195266272,0,0.0118343195266272,0,0,0,0.0207100591715976,0.0177514792899408,0.0177514792899408,0.00887573964497041,0.464497041420118,0,0.00887573964497041,0,0.00591715976331361,0.00591715976331361,0,0.0443786982248521,0.0118343195266272,0,0,0.0029585798816568,0,0.00591715976331361,0.014792899408284,0,0.0029585798816568,0,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0
450,7680,0,0.00952380952380952,0.00238095238095238,0,0.223809523809524,0.00238095238095238,0.00476190476190476,0.00238095238095238,0.00476190476190476,0.019047619047619,0.0595238095238095,0.05,0,0,0.0142857142857143,0,0,0,0.0404761904761905,0.0214285714285714,0.0142857142857143,0.0119047619047619,0.445238095238095,0,0.00952380952380952,0,0,0.00714285714285714,0,0.030952380952381,0.00714285714285714,0.00238095238095238,0,0,0,0,0.00952380952380952,0,0,0,0.00238095238095238,0,0,0,0,0,0,0.00476190476190476,0,0,0,0
475,8091,0,0,0.0021978021978022,0.00659340659340659,0.116483516483516,0,0.0175824175824176,0.00659340659340659,0.0021978021978022,0.0197802197802198,0.0131868131868132,0.0483516483516484,0,0,0.010989010989011,0.0021978021978022,0,0,0.0131868131868132,0.00879120879120879,0.0021978021978022,0.0153846153846154,0.446153846153846,0,0.00659340659340659,0,0,0,0,0.0175824175824176,0.00879120879120879,0.0021978021978022,0,0,0,0,0.210989010989011,0,0.0021978021978022,0.0021978021978022,0,0,0.0175824175824176,0,0,0,0,0,0,0,0,0
500,8503,0,0,0.00579710144927536,0,0.23768115942029,0,0.00289855072463768,0.00579710144927536,0.0144927536231884,0.107246376811594,0.0405797101449275,0.0376811594202899,0,0,0.00579710144927536,0,0,0,0.0376811594202899,0.00289855072463768,0.00579710144927536,0,0.414492753623188,0,0.0347826086956522,0,0,0.0115942028985507,0.00579710144927536,0.0115942028985507,0.00579710144927536,0,0.00289855072463768,0,0,0.00289855072463768,0.00289855072463768,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0
520,8832,0.00214132762312634,0.00856531049250535,0.0599571734475375,0.00214132762312634,0.274089935760171,0.00428265524625268,0.00856531049250535,0.012847965738758,0.00214132762312634,0.0835117773019272,0.0342612419700214,0.0321199143468951,0.00428265524625268,0.00214132762312634,0.0107066381156317,0,0,0,0.0685224839400428,0.00642398286937901,0.019271948608137,0.0107066381156317,0.222698072805139,0,0.0364025695931477,0,0.00428265524625268,0.0171306209850107,0.019271948608137,0.00428265524625268,0.00642398286937901,0,0.00214132762312634,0,0.00214132762312634,0,0.012847965738758,0,0.00428265524625268,0,0.00214132762312634,0,0,0,0.0149892933618844,0,0,0.00428265524625268,0,0,0,0
540,9161,0,0.00571428571428571,0.0314285714285714,0.00285714285714286,0.197142857142857,0,0,0.00571428571428571,0.0114285714285714,0.148571428571429,0.0428571428571429,0.0542857142857143,0.00571428571428571,0,0.00571428571428571,0.00285714285714286,0,0,0.0457142857142857,0.00571428571428571,0.0114285714285714,0.0428571428571429,0.24,0,0.0485714285714286,0,0.00571428571428571,0,0.00857142857142857,0.0171428571428571,0,0,0,0.00285714285714286,0.00571428571428571,0,0.0457142857142857,0,0.00285714285714286,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0
560,9491,0.00179533213644524,0.00897666068222621,0.0341113105924596,0.00179533213644524,0.21903052064632,0,0,0.0107719928186715,0.0161579892280072,0.132854578096948,0.0287253141831239,0.0682226211849192,0.0143626570915619,0.00179533213644524,0.0107719928186715,0,0,0,0.0197486535008977,0,0.0197486535008977,0.0197486535008977,0.114901256732496,0,0.0610412926391382,0,0.0107719928186715,0.0394973070017953,0.0251346499102334,0.00718132854578097,0.00538599640933573,0,0,0,0.0197486535008977,0,0.0682226211849192,0,0.00359066427289048,0,0.00538599640933573,0,0.00718132854578097,0,0.0161579892280072,0,0,0.00538599640933573,0.00179533213644524,0,0,0
575,9738,0,0.00269541778975741,0.0646900269541779,0,0.247978436657682,0,0,0.00808625336927224,0,0.078167115902965,0.0619946091644205,0.0485175202156334,0.0134770889487871,0.00808625336927224,0.0134770889487871,0.00539083557951483,0.00269541778975741,0,0.00808625336927224,0.00269541778975741,0.0188679245283019,0.0539083557951483,0.0835579514824798,0,0.0566037735849057,0,0,0.00269541778975741,0.00808625336927224,0.00808625336927224,0,0,0,0,0.0107816711590297,0,0.137466307277628,0.00269541778975741,0,0,0.0188679245283019,0,0.00539083557951483,0,0.0215633423180593,0,0,0,0,0.00539083557951483,0,0
590,NA,0,0.00657894736842105,0.0548245614035088,0.0043859649122807,0.208333333333333,0.00219298245614035,0,0.0241228070175439,0.00657894736842105,0.0921052631578947,0.0350877192982456,0.0482456140350877,0.0087719298245614,0.00219298245614035,0.0043859649122807,0,0,0.00219298245614035,0.0394736842105263,0.00219298245614035,0.0219298245614035,0.0460526315789474,0.140350877192982,0,0.0767543859649123,0,0,0.0153508771929825,0.0241228070175439,0.0131578947368421,0,0.00219298245614035,0.00219298245614035,0,0.0153508771929825,0,0.0504385964912281,0,0.00657894736842105,0,0.00657894736842105,0.00219298245614035,0.00219298245614035,0,0.0285087719298246,0,0,0,0,0,0.00219298245614035,0.00219298245614035
