"sample.depths","sample.ages","Acer.negundo","Ambrosia.type","Amorpha.type","Artemisia","Betula","Amaranthaceae.undiff.","Cyperaceae","Fraxinus.nigra.type","Fraxinus.undiff.","Poaceae.undiff.","Iva.xanthifolia.type","Asteraceae.subf..Cichorioideae","Quercus","Rumex","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Pinus","Rubiaceae","Corylus","Thalictrum","Tilia","Urtica.type","Alnus","Ranunculus","Iva.annua.type","Elymus","Juglans.cinerea","Ostrya.Carpinus","Picea","Sarcobatus.vermiculatus","Populus","Dalea.candida","Dalea.purpurea","Abies","Lamiaceae","Cupressaceae","Platanus","Plantago","Rhamnaceae.Vitaceae.undiff.","Acer.saccharum.type","Carya","Ericaceae","Rosaceae","Cornus","Polygonum","Apiaceae","Larix","Humulus","Ephedra","Malvaceae","Parthenocissus","Shepherdia.canadensis","Epilobium.type","Juglans.nigra","Brassicaceae","Fagus","Shepherdia.argentea","Caryophyllaceae"
290,1465,0,0.0830564784053156,0,0.129568106312292,0.00996677740863787,0.053156146179402,0.122923588039867,0,0.00332225913621262,0.222591362126246,0,0,0.12624584717608,0,0.00664451827242525,0.0431893687707641,0.0299003322259136,0.129568106312292,0,0.00332225913621262,0,0.00332225913621262,0,0.0166112956810631,0,0,0.00332225913621262,0,0,0,0.00332225913621262,0,0,0.00332225913621262,0,0,0.00332225913621262,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1612,0.00333333333333333,0.1,0,0.18,0.00666666666666667,0.04,0.0933333333333333,0.00666666666666667,0,0.183333333333333,0,0,0.12,0,0.0333333333333333,0.0366666666666667,0.0166666666666667,0.13,0,0.00333333333333333,0,0.00666666666666667,0.01,0.0133333333333333,0,0,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1758,0,0.143333333333333,0,0.186666666666667,0.0233333333333333,0.04,0.1,0,0.0133333333333333,0.16,0,0,0.113333333333333,0,0.00666666666666667,0.0333333333333333,0.04,0.1,0.00333333333333333,0.00333333333333333,0,0.0133333333333333,0,0.00666666666666667,0,0,0,0,0,0.00333333333333333,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1905,0,0.115131578947368,0.00657894736842105,0.144736842105263,0.0164473684210526,0.0526315789473684,0.0822368421052632,0.00657894736842105,0.00328947368421053,0.223684210526316,0.00328947368421053,0,0.111842105263158,0,0.00657894736842105,0.0328947368421053,0.0328947368421053,0.111842105263158,0,0,0.00328947368421053,0.00986842105263158,0,0.00986842105263158,0.00657894736842105,0.00328947368421053,0.00328947368421053,0,0.00328947368421053,0.00328947368421053,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0
330,2051,0,0.146179401993355,0.00664451827242525,0.142857142857143,0.0132890365448505,0.0498338870431894,0.122923588039867,0,0.00996677740863787,0.182724252491694,0,0,0.0730897009966777,0,0.0166112956810631,0.0631229235880399,0.0232558139534884,0.0764119601328904,0,0,0,0.0132890365448505,0,0.0199335548172757,0,0.00664451827242525,0,0,0.00332225913621262,0.00996677740863787,0.00664451827242525,0,0,0.00332225913621262,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0.00332225913621262,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0
340,2198,0,0.111842105263158,0,0.230263157894737,0.00657894736842105,0.0526315789473684,0.0723684210526316,0,0,0.171052631578947,0.00657894736842105,0,0.0756578947368421,0,0.0328947368421053,0.0460526315789474,0.0263157894736842,0.108552631578947,0,0,0,0.00328947368421053,0,0.00986842105263158,0.0131578947368421,0,0,0,0.00986842105263158,0.00328947368421053,0,0,0,0.00657894736842105,0.00986842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0
350,2344,0,0.0363036303630363,0,0.128712871287129,0.0066006600660066,0.0396039603960396,0.108910891089109,0.0033003300330033,0.0132013201320132,0.29042904290429,0,0,0.0825082508250825,0.0033003300330033,0.0297029702970297,0.0231023102310231,0.0231023102310231,0.168316831683168,0,0,0.0033003300330033,0,0,0.0033003300330033,0.0099009900990099,0.0066006600660066,0.0033003300330033,0,0,0.0066006600660066,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066006600660066,0,0,0,0,0,0,0,0,0,0
360,2491,0,0.0764119601328904,0.00332225913621262,0.205980066445183,0.00996677740863787,0.0431893687707641,0.0996677740863787,0.00332225913621262,0.00664451827242525,0.225913621262458,0.00664451827242525,0,0.0930232558139535,0,0.0232558139534884,0.053156146179402,0.0232558139534884,0.0897009966777409,0,0.00332225913621262,0,0,0,0.00664451827242525,0.00332225913621262,0.00664451827242525,0,0,0,0,0.00332225913621262,0,0,0.00664451827242525,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0
370,2637,0,0.0267558528428094,0,0.157190635451505,0.00668896321070234,0.0334448160535117,0.140468227424749,0,0.00334448160535117,0.267558528428094,0.00334448160535117,0,0.0769230769230769,0.00334448160535117,0.0334448160535117,0.0133779264214047,0.0501672240802676,0.137123745819398,0,0,0,0,0,0.0167224080267559,0,0.00668896321070234,0.00334448160535117,0,0.00334448160535117,0.00334448160535117,0.00668896321070234,0,0,0,0,0,0,0.00334448160535117,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2784,0,0.053156146179402,0.00996677740863787,0.162790697674419,0.00664451827242525,0.0764119601328904,0.116279069767442,0,0.00996677740863787,0.20265780730897,0,0,0.0631229235880399,0,0.0365448504983389,0.0431893687707641,0.0365448504983389,0.119601328903654,0,0.00332225913621262,0.00996677740863787,0,0,0.026578073089701,0,0,0,0,0,0.00332225913621262,0.00332225913621262,0,0,0,0.00664451827242525,0,0,0.00332225913621262,0,0.00332225913621262,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2930,0,0.0466666666666667,0.00333333333333333,0.173333333333333,0,0.0633333333333333,0.0833333333333333,0,0.0133333333333333,0.24,0.00333333333333333,0,0.06,0.00333333333333333,0.03,0.02,0.0233333333333333,0.176666666666667,0,0,0,0,0.00333333333333333,0.0166666666666667,0,0.00333333333333333,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.00666666666666667,0,0,0,0,0,0.00333333333333333,0,0,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
400,3076,0,0.0993377483443709,0.00993377483443709,0.175496688741722,0.00662251655629139,0.0562913907284768,0.105960264900662,0.00662251655629139,0.00662251655629139,0.119205298013245,0.0033112582781457,0.0033112582781457,0.109271523178808,0,0.00993377483443709,0.033112582781457,0.0264900662251656,0.165562913907285,0,0.0033112582781457,0,0,0,0.0165562913907285,0.0033112582781457,0,0.0033112582781457,0,0.0033112582781457,0.0033112582781457,0.00993377483443709,0.0033112582781457,0.00662251655629139,0.00662251655629139,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,3223,0.00332225913621262,0.122923588039867,0,0.179401993355482,0,0.0863787375415282,0.0963455149501661,0,0.00332225913621262,0.199335548172757,0,0.00332225913621262,0.0398671096345515,0.00332225913621262,0.0299003322259136,0.0398671096345515,0.0132890365448505,0.152823920265781,0,0,0,0,0,0.00332225913621262,0.00332225913621262,0,0.00332225913621262,0,0.00332225913621262,0.00664451827242525,0.00664451827242525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,3369,0,0.112582781456954,0.0033112582781457,0.235099337748344,0.00993377483443709,0.0927152317880795,0.0562913907284768,0,0.0033112582781457,0.172185430463576,0,0.0033112582781457,0.0695364238410596,0,0.0231788079470199,0.033112582781457,0.0132450331125828,0.145695364238411,0,0.0033112582781457,0,0,0,0.00662251655629139,0.0033112582781457,0.0033112582781457,0,0,0,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0
430,3516,0,0.0996677740863787,0,0.172757475083056,0,0.0897009966777409,0.159468438538206,0,0.00664451827242525,0.166112956810631,0,0,0.0498338870431894,0,0.0199335548172757,0.0332225913621262,0.0166112956810631,0.132890365448505,0,0,0,0,0,0.0166112956810631,0.00332225913621262,0.00332225913621262,0,0,0,0.00996677740863787,0.00664451827242525,0.00332225913621262,0,0.00332225913621262,0.00332225913621262,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,3662,0,0.120805369127517,0.0100671140939597,0.171140939597315,0.00671140939597315,0.087248322147651,0.10738255033557,0,0,0.208053691275168,0.00671140939597315,0,0.0302013422818792,0.00671140939597315,0.0268456375838926,0.0302013422818792,0.0167785234899329,0.10738255033557,0,0.00335570469798658,0.00671140939597315,0,0,0.0134228187919463,0,0,0.00335570469798658,0,0.00335570469798658,0.0100671140939597,0,0,0,0.00671140939597315,0.00335570469798658,0,0.00335570469798658,0,0,0.00335570469798658,0,0.00335570469798658,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0
450,3809,0,0.0822368421052632,0.00328947368421053,0.210526315789474,0.00328947368421053,0.0625,0.0921052631578947,0,0,0.148026315789474,0,0,0.0822368421052632,0,0.00986842105263158,0.0296052631578947,0.0263157894736842,0.194078947368421,0,0.00328947368421053,0.00328947368421053,0,0,0.00657894736842105,0.00986842105263158,0,0,0,0,0.0131578947368421,0,0,0,0.00986842105263158,0,0.00328947368421053,0,0,0,0,0.00328947368421053,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,3955,0,0.19205298013245,0.0033112582781457,0.221854304635762,0.00662251655629139,0.0629139072847682,0.0728476821192053,0,0,0.0827814569536424,0,0,0.0927152317880795,0,0.0033112582781457,0.0496688741721854,0.0364238410596026,0.139072847682119,0,0,0,0,0,0.00662251655629139,0,0,0.0033112582781457,0.0033112582781457,0,0.00662251655629139,0.00662251655629139,0.0033112582781457,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0
470,4102,0,0.244224422442244,0.0033003300330033,0.161716171617162,0.0066006600660066,0.0924092409240924,0.0495049504950495,0.0033003300330033,0,0.0891089108910891,0.0066006600660066,0,0.099009900990099,0,0.0165016501650165,0.0495049504950495,0.0264026402640264,0.0957095709570957,0,0,0,0,0,0.0198019801980198,0.0033003300330033,0.0132013201320132,0.0066006600660066,0,0,0.0066006600660066,0.0033003300330033,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,4248,0,0.114754098360656,0,0.19344262295082,0.0229508196721311,0.078688524590164,0.0950819672131148,0,0,0.163934426229508,0.00327868852459016,0.00327868852459016,0.0688524590163934,0,0.00327868852459016,0.059016393442623,0.00655737704918033,0.124590163934426,0,0,0.00327868852459016,0,0,0.0098360655737705,0.00327868852459016,0,0.00327868852459016,0,0,0.00327868852459016,0.00327868852459016,0,0.00655737704918033,0.00655737704918033,0.00327868852459016,0,0.0131147540983607,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0
490,4395,0,0.122516556291391,0,0.165562913907285,0.033112582781457,0.0860927152317881,0.0728476821192053,0,0,0.0960264900662252,0.0033112582781457,0,0.0927152317880795,0,0.00993377483443709,0.0529801324503311,0.0298013245033113,0.165562913907285,0,0,0.0033112582781457,0,0,0.0231788079470199,0.0033112582781457,0,0.0033112582781457,0,0,0.0198675496688742,0.00662251655629139,0,0,0,0,0,0.0033112582781457,0,0,0.0033112582781457,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0
500,4541,0.00333333333333333,0.203333333333333,0,0.126666666666667,0.00333333333333333,0.1,0.08,0.0166666666666667,0,0.146666666666667,0.00333333333333333,0.00333333333333333,0.0666666666666667,0,0.0133333333333333,0.03,0.04,0.11,0,0.00333333333333333,0,0,0.00333333333333333,0.0166666666666667,0,0.00333333333333333,0.00666666666666667,0,0,0,0.00333333333333333,0,0,0,0,0.00666666666666667,0,0,0,0,0.00333333333333333,0,0,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
510,4688,0,0.186046511627907,0.00332225913621262,0.166112956810631,0.00996677740863787,0.0664451827242525,0.0830564784053156,0.00332225913621262,0,0.162790697674419,0.00332225913621262,0,0.0730897009966777,0,0.00996677740863787,0.0431893687707641,0.0232558139534884,0.102990033222591,0,0,0,0,0,0.00664451827242525,0.00664451827242525,0.00664451827242525,0,0,0,0.0398671096345515,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,4834,0,0.12,0.00333333333333333,0.163333333333333,0.00333333333333333,0.09,0.0766666666666667,0,0.00666666666666667,0.146666666666667,0,0,0.103333333333333,0,0,0.0433333333333333,0.0366666666666667,0.16,0,0.00333333333333333,0,0,0,0.0133333333333333,0,0,0,0,0,0.0166666666666667,0.00333333333333333,0.00333333333333333,0,0,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,4981,0,0.213815789473684,0.00328947368421053,0.161184210526316,0.0296052631578947,0.0953947368421053,0.118421052631579,0,0,0.0756578947368421,0,0,0.0427631578947368,0,0.0164473684210526,0.0361842105263158,0.0164473684210526,0.0921052631578947,0,0.00657894736842105,0.00328947368421053,0,0,0.00986842105263158,0,0,0.0164473684210526,0,0.00328947368421053,0.0526315789473684,0.00328947368421053,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,5127,0,0.180921052631579,0,0.213815789473684,0,0.0888157894736842,0.138157894736842,0,0.00328947368421053,0.154605263157895,0.00328947368421053,0,0.0296052631578947,0,0.00328947368421053,0.0296052631578947,0.0361842105263158,0.0690789473684211,0,0,0,0,0,0.0131578947368421,0,0.00986842105263158,0.00986842105263158,0,0,0.00657894736842105,0.00328947368421053,0,0,0.00328947368421053,0,0,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,5274,0,0.242524916943522,0.00332225913621262,0.205980066445183,0.00664451827242525,0.0564784053156146,0.0830564784053156,0,0.00332225913621262,0.112956810631229,0,0,0.0564784053156146,0,0.0166112956810631,0.0365448504983389,0.0299003322259136,0.119601328903654,0,0,0,0,0,0.00332225913621262,0,0,0.00332225913621262,0,0,0.00664451827242525,0.00664451827242525,0,0,0,0.00332225913621262,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,5420,0,0.439739413680782,0,0.146579804560261,0,0.0553745928338762,0.0293159609120521,0,0,0.0977198697068404,0,0,0.0521172638436482,0.00651465798045603,0,0.0293159609120521,0.0325732899022801,0.0651465798045603,0,0,0,0,0,0.00325732899022801,0,0.00651465798045603,0.0195439739413681,0,0,0.00325732899022801,0.00325732899022801,0,0,0,0.00325732899022801,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0
570,5567,0,0.136054421768707,0,0.23469387755102,0.0102040816326531,0.0816326530612245,0.0578231292517007,0,0.00680272108843537,0.183673469387755,0,0,0.0306122448979592,0.00340136054421769,0.0170068027210884,0.0136054421768707,0.0714285714285714,0.0952380952380952,0,0,0,0,0,0.00680272108843537,0.00340136054421769,0.00340136054421769,0.0102040816326531,0,0.00340136054421769,0.0272108843537415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0
580,5713,0,0.13953488372093,0,0.229235880398671,0.00332225913621262,0.0730897009966777,0.0897009966777409,0,0.00664451827242525,0.205980066445183,0,0,0.0664451827242525,0,0.00664451827242525,0.0299003322259136,0.0498338870431894,0.0631229235880399,0,0.00332225913621262,0,0,0,0.00664451827242525,0.00664451827242525,0.00996677740863787,0,0,0,0.00996677740863787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,5860,0,0.156146179401993,0,0.196013289036545,0.00996677740863787,0.0631229235880399,0.0764119601328904,0,0.00664451827242525,0.215946843853821,0,0.00332225913621262,0.0863787375415282,0,0.026578073089701,0.0332225913621262,0.0132890365448505,0.0764119601328904,0,0,0,0,0,0.00664451827242525,0,0.00664451827242525,0.00332225913621262,0,0.00664451827242525,0.00332225913621262,0.00332225913621262,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0
600,6006,0,0.518518518518518,0,0.117845117845118,0,0.0673400673400673,0.0606060606060606,0,0,0.0437710437710438,0,0,0.0202020202020202,0,0,0.0673400673400673,0.00336700336700337,0.0673400673400673,0,0,0.00336700336700337,0,0,0,0,0.00336700336700337,0.00336700336700337,0,0,0.0134680134680135,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336700336700337,0.00336700336700337,0,0,0,0,0
610,6153,0,0.104575163398693,0.00326797385620915,0.124183006535948,0.00980392156862745,0.166666666666667,0.0849673202614379,0.00326797385620915,0,0.147058823529412,0,0,0.0718954248366013,0,0,0.0261437908496732,0.0196078431372549,0.166666666666667,0,0.00326797385620915,0.00326797385620915,0,0,0.00980392156862745,0.00980392156862745,0,0.00980392156862745,0,0,0.0261437908496732,0.00326797385620915,0,0,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,6299,0,0.227722772277228,0,0.141914191419142,0.0033003300330033,0.135313531353135,0.0561056105610561,0,0.0099009900990099,0.188118811881188,0.0033003300330033,0,0.0693069306930693,0,0,0.0231023102310231,0.0165016501650165,0.0924092409240924,0,0.0033003300330033,0,0,0,0,0.0132013201320132,0.0033003300330033,0,0,0,0.0066006600660066,0,0,0,0,0.0033003300330033,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,6446,0,0.152027027027027,0.00675675675675676,0.189189189189189,0.0337837837837838,0.0675675675675676,0.0506756756756757,0,0.00675675675675676,0.158783783783784,0,0,0.125,0,0,0.0168918918918919,0.070945945945946,0.070945945945946,0,0.00337837837837838,0,0,0,0.0101351351351351,0,0.00675675675675676,0,0,0,0.0135135135135135,0.00337837837837838,0,0,0.00675675675675676,0,0,0,0,0,0,0.00337837837837838,0.00337837837837838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,6592,0,0.182432432432432,0.00337837837837838,0.199324324324324,0.0236486486486486,0.0574324324324324,0.0777027027027027,0,0,0.118243243243243,0,0,0.0878378378378378,0,0,0.0337837837837838,0.0675675675675676,0.070945945945946,0,0.00337837837837838,0.00337837837837838,0.00337837837837838,0,0.00337837837837838,0,0.00675675675675676,0,0,0,0.0472972972972973,0.00337837837837838,0,0,0,0,0,0,0,0,0,0.00337837837837838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337837837837838,0,0,0,0
650,6739,0,0.142372881355932,0,0.16271186440678,0.0203389830508475,0.0915254237288136,0.0745762711864407,0.00338983050847458,0,0.138983050847458,0,0,0.16271186440678,0,0,0.023728813559322,0.0508474576271186,0.0474576271186441,0,0.00338983050847458,0.0101694915254237,0,0,0.00338983050847458,0.00338983050847458,0,0,0,0,0.0372881355932203,0,0,0,0.00338983050847458,0.00338983050847458,0,0,0,0,0,0.00338983050847458,0.0101694915254237,0,0,0,0,0,0,0,0,0,0,0,0,0.00338983050847458,0,0,0,0
660,6885,0,0.133333333333333,0,0.243333333333333,0.0233333333333333,0.11,0.06,0,0,0.176666666666667,0.00333333333333333,0.00333333333333333,0.0766666666666667,0.00333333333333333,0,0.02,0.0466666666666667,0.0366666666666667,0,0.0133333333333333,0,0,0,0.0133333333333333,0.01,0,0,0,0,0.0233333333333333,0,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,7032,0,0.152027027027027,0.00337837837837838,0.202702702702703,0.0236486486486486,0.101351351351351,0.0777027027027027,0,0,0.14527027027027,0,0,0.070945945945946,0.00675675675675676,0,0.0304054054054054,0.027027027027027,0.0777027027027027,0,0.00337837837837838,0.00675675675675676,0,0,0.0135135135135135,0.00675675675675676,0.00337837837837838,0,0,0,0.0439189189189189,0,0,0,0,0,0,0.00337837837837838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
