"sample.depths","sample.ages","Acer.saccharum.type","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Carya","Iva.annua.type","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.nigra","Nyssa","Ostrya.Carpinus","Picea","Platanus","Quercus","Rhamnaceae","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Rosaceae.undiff.","Myrica","Pinus","Caprifoliaceae","Poaceae","Plantago","Castanea","Corylus","Juglans.cinerea","Asteraceae.subf..Cichorioideae","Liquidambar","Amaranthaceae","Thalictrum","Lamiaceae","Cupressaceae","Tilia","Apiaceae","Urtica.type","Ilex","Brassicaceae","Salix","Herbs.undiff.","Abies","Anacardiaceae","Polygonum","Onagraceae","Ranunculus","Caryophyllaceae","Sanguisorba"
182,3990,0.00955414012738853,0,0.00636942675159236,0.00318471337579618,0.25796178343949,0.035031847133758,0,0.00955414012738853,0,0.0923566878980892,0,0.0127388535031847,0,0.00318471337579618,0.00636942675159236,0.0573248407643312,0.00636942675159236,0.321656050955414,0,0,0.0191082802547771,0.00318471337579618,0.00955414012738853,0.0382165605095541,0,0,0.0700636942675159,0,0.00318471337579618,0,0.0127388535031847,0,0.00318471337579618,0,0,0,0.00318471337579618,0,0,0,0.0159235668789809,0,0,0,0,0,0,0,0,0,0,0,0
202,4457,0.0125391849529781,0,0.00626959247648903,0,0.235109717868339,0.0564263322884013,0.00313479623824451,0.0282131661442006,0.00626959247648903,0.0532915360501567,0,0.0219435736677116,0.00313479623824451,0,0.00313479623824451,0.0595611285266458,0.00313479623824451,0.304075235109718,0,0,0.00313479623824451,0,0.00313479623824451,0.0376175548589342,0,0,0.115987460815047,0,0.00626959247648903,0,0.00626959247648903,0.00313479623824451,0,0,0.00313479623824451,0,0.00940438871473354,0,0,0.00313479623824451,0.0125391849529781,0,0,0,0,0,0,0,0,0,0,0,0
222,4924,0.0116959064327485,0,0.00292397660818713,0,0.239766081871345,0.0614035087719298,0,0.0321637426900585,0.0321637426900585,0.0526315789473684,0,0.00584795321637427,0,0,0.00584795321637427,0.0380116959064327,0.00292397660818713,0.318713450292398,0.00292397660818713,0,0.00292397660818713,0,0.00292397660818713,0.064327485380117,0,0,0.0730994152046784,0,0,0,0.0233918128654971,0,0.00584795321637427,0,0,0.00292397660818713,0.00292397660818713,0,0,0.00584795321637427,0.00584795321637427,0,0,0,0.00292397660818713,0,0,0,0,0,0,0,0
227,5040,0,0,0.00589970501474926,0.0088495575221239,0.253687315634218,0.0589970501474926,0,0.0088495575221239,0.0589970501474926,0.079646017699115,0,0,0,0,0,0.0383480825958702,0,0.303834808259587,0.00294985250737463,0,0.0265486725663717,0,0.0176991150442478,0.0501474926253687,0,0,0.0619469026548673,0,0,0,0.0117994100294985,0.00294985250737463,0.00294985250737463,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0.00294985250737463,0,0,0,0,0,0,0
232,5157,0.00802139037433155,0,0.0106951871657754,0,0.205882352941176,0.0481283422459893,0,0.00802139037433155,0.157754010695187,0.0561497326203209,0,0,0,0.00802139037433155,0,0.0401069518716578,0,0.259358288770053,0,0,0.0641711229946524,0,0.00267379679144385,0.0320855614973262,0,0.00267379679144385,0.0668449197860963,0.00267379679144385,0,0,0.0160427807486631,0,0.00267379679144385,0,0.0053475935828877,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,5391,0.0157232704402516,0,0,0,0.160377358490566,0.0471698113207547,0,0.00943396226415094,0.0345911949685535,0.0723270440251572,0,0.00628930817610063,0,0,0.00628930817610063,0.0283018867924528,0.0157232704402516,0.29874213836478,0,0,0.125786163522013,0,0.00943396226415094,0.0283018867924528,0,0,0.0911949685534591,0.00628930817610063,0,0,0.0283018867924528,0,0,0,0.00628930817610063,0,0.00314465408805031,0,0,0.00314465408805031,0,0,0,0,0.00314465408805031,0,0,0,0,0,0,0,0
252,5624,0.00833333333333333,0.00555555555555556,0.00555555555555556,0.00277777777777778,0.147222222222222,0.0333333333333333,0,0.0222222222222222,0.0277777777777778,0.05,0,0.0138888888888889,0.00277777777777778,0,0.00555555555555556,0.0111111111111111,0.00555555555555556,0.252777777777778,0,0,0.138888888888889,0.00277777777777778,0.00833333333333333,0.1,0,0,0.0722222222222222,0.0416666666666667,0.00555555555555556,0,0.0277777777777778,0,0,0,0,0,0,0,0,0.00277777777777778,0.00277777777777778,0,0,0,0.00277777777777778,0,0,0,0,0,0,0,0
262,5951,0.00216919739696312,0,0.0086767895878525,0,0.0997830802603037,0.0281995661605206,0.00216919739696312,0.0151843817787419,0.0368763557483731,0.0629067245119306,0.00433839479392625,0.0108459869848156,0.00216919739696312,0.00216919739696312,0.00216919739696312,0.0086767895878525,0.00216919739696312,0.247288503253796,0,0,0.0802603036876356,0.00216919739696312,0.00433839479392625,0.190889370932755,0.0260303687635575,0,0.0281995661605206,0.0824295010845987,0.00216919739696312,0,0.017353579175705,0,0.00433839479392625,0,0.00433839479392625,0.00216919739696312,0.00650759219088937,0,0,0.00216919739696312,0,0.00216919739696312,0,0,0,0,0.00216919739696312,0.00433839479392625,0.00216919739696312,0,0,0,0
282,6625,0.00210970464135021,0,0,0,0.111814345991561,0.0253164556962025,0,0.00632911392405063,0.29746835443038,0.0675105485232067,0,0.00210970464135021,0,0.00210970464135021,0.00210970464135021,0.0105485232067511,0.00421940928270042,0.232067510548523,0,0,0.0822784810126582,0.00210970464135021,0.0126582278481013,0.0654008438818565,0,0,0.0189873417721519,0.00843881856540084,0.00210970464135021,0,0.0358649789029536,0,0.00421940928270042,0,0,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210970464135021,0,0,0
302,7300,0.00255102040816327,0,0.00255102040816327,0,0.076530612244898,0.0280612244897959,0.00255102040816327,0.076530612244898,0,0.038265306122449,0,0.0076530612244898,0,0,0.00255102040816327,0.00510204081632653,0.00255102040816327,0.278061224489796,0,0,0.196428571428571,0.00255102040816327,0.0102040816326531,0.150510204081633,0.00255102040816327,0,0.0306122448979592,0.00255102040816327,0,0,0.038265306122449,0.00255102040816327,0.00510204081632653,0,0,0.00255102040816327,0.0153061224489796,0,0,0.00255102040816327,0.00255102040816327,0,0.00255102040816327,0,0.00255102040816327,0.00510204081632653,0,0.00255102040816327,0,0,0,0,0
322,7974,0.003690036900369,0.007380073800738,0.0018450184501845,0,0.105166051660517,0.0055350553505535,0,0.116236162361624,0.007380073800738,0.025830258302583,0,0.0092250922509225,0.003690036900369,0,0.0129151291512915,0.0129151291512915,0.0018450184501845,0.20479704797048,0,0,0.062730627306273,0,0.003690036900369,0.33210332103321,0,0,0.0166051660516605,0,0.0092250922509225,0,0.0387453874538745,0,0.0055350553505535,0,0,0,0.003690036900369,0,0,0.007380073800738,0,0.0018450184501845,0,0,0,0,0,0,0,0,0,0,0
332,9006,0.00217391304347826,0,0,0,0.11304347826087,0.0195652173913043,0,0.0782608695652174,0,0.0282608695652174,0,0.00217391304347826,0.00217391304347826,0,0.0108695652173913,0.00869565217391304,0.0108695652173913,0.245652173913043,0,0,0.104347826086957,0.00434782608695652,0.00434782608695652,0.260869565217391,0,0,0.0195652173913043,0,0.00217391304347826,0,0.0521739130434783,0.00434782608695652,0.00652173913043478,0,0.00217391304347826,0,0.00217391304347826,0.00217391304347826,0,0,0,0,0,0,0.00652173913043478,0.00434782608695652,0,0,0,0.00217391304347826,0,0,0
337,9869,0.00140449438202247,0.00140449438202247,0.00421348314606742,0.00280898876404494,0.0421348314606742,0.00842696629213483,0.00140449438202247,0.151685393258427,0,0.00842696629213483,0.00140449438202247,0,0,0,0.00842696629213483,0.0126404494382022,0.00280898876404494,0.134831460674157,0,0,0.106741573033708,0.00421348314606742,0.00140449438202247,0.396067415730337,0,0,0.0182584269662921,0,0.00421348314606742,0,0.0308988764044944,0.00140449438202247,0.00561797752808989,0,0,0.00140449438202247,0.00140449438202247,0.00140449438202247,0,0.00140449438202247,0,0,0,0,0.0337078651685393,0.00561797752808989,0.00140449438202247,0,0.00140449438202247,0,0.00140449438202247,0,0
342,10733,0,0,0.00222222222222222,0,0.0711111111111111,0.0111111111111111,0,0.0488888888888889,0,0.00666666666666667,0,0.00222222222222222,0,0,0.00888888888888889,0.0533333333333333,0.00222222222222222,0.128888888888889,0,0,0.228888888888889,0.00222222222222222,0,0.266666666666667,0,0,0.0444444444444444,0,0.00222222222222222,0,0.0711111111111111,0.00888888888888889,0.00666666666666667,0,0,0.00444444444444444,0.00222222222222222,0,0,0,0,0,0,0,0.0222222222222222,0,0.00222222222222222,0,0,0,0.00222222222222222,0,0
347,11596,0.00210084033613445,0,0.00420168067226891,0,0.0714285714285714,0.023109243697479,0,0.088235294117647,0,0.00210084033613445,0,0,0,0.00210084033613445,0.0105042016806723,0.088235294117647,0,0.0819327731092437,0,0,0.224789915966387,0.0147058823529412,0,0.258403361344538,0,0,0.0483193277310924,0,0.00420168067226891,0,0,0.00210084033613445,0.00630252100840336,0,0,0,0,0,0,0.00630252100840336,0,0,0,0.00210084033613445,0.0252100840336134,0.00630252100840336,0.0210084033613445,0,0,0.00210084033613445,0.00210084033613445,0.00210084033613445,0
352,12459,0,0,0.00247524752475248,0,0.0841584158415842,0.0123762376237624,0,0.0594059405940594,0,0,0,0,0,0,0.0371287128712871,0.099009900990099,0,0.0668316831683168,0,0,0.267326732673267,0.0099009900990099,0,0.222772277227723,0,0,0.056930693069307,0,0.00742574257425743,0,0,0,0.0099009900990099,0,0,0,0.00247524752475248,0,0,0.00742574257425743,0,0,0,0,0.00742574257425743,0,0.047029702970297,0,0,0,0,0,0
362,14185,0.00280898876404494,0,0,0,0.0730337078651685,0.0140449438202247,0,0.0589887640449438,0,0,0.00280898876404494,0,0,0,0.0308988764044944,0.210674157303371,0,0.0589887640449438,0,0,0.22752808988764,0.00842696629213483,0.00561797752808989,0.0926966292134832,0,0,0.123595505617978,0,0.00842696629213483,0,0,0,0.00842696629213483,0,0,0,0.00842696629213483,0,0,0,0.00561797752808989,0,0,0,0.0140449438202247,0.00280898876404494,0.0393258426966292,0,0,0,0,0.00280898876404494,0
363,NA,0,0,0,0.00308641975308642,0.0246913580246914,0.00617283950617284,0,0.0833333333333333,0,0.00308641975308642,0,0,0,0,0.0123456790123457,0.280864197530864,0,0.0771604938271605,0,0,0.0771604938271605,0.00308641975308642,0.00617283950617284,0.0740740740740741,0.00308641975308642,0,0.20679012345679,0,0.0246913580246914,0,0,0,0.00308641975308642,0,0,0,0.0154320987654321,0.00617283950617284,0,0,0,0,0,0,0.0154320987654321,0,0.0740740740740741,0,0,0,0,0,0
364,NA,0,0,0,0.00651465798045603,0.0162866449511401,0,0,0.0977198697068404,0,0,0,0,0,0,0,0.390879478827362,0,0.0260586319218241,0,0,0,0,0.00325732899022801,0.0162866449511401,0,0,0.348534201954397,0,0.0553745928338762,0,0,0,0,0,0,0,0.0162866449511401,0,0,0,0,0,0,0,0.00651465798045603,0,0.00977198697068404,0,0,0,0,0.00325732899022801,0.00325732899022801
368,NA,0,0,0.00324675324675325,0,0.00324675324675325,0,0,0.123376623376623,0,0,0,0,0,0,0.00324675324675325,0.321428571428571,0,0.00974025974025974,0,0,0,0.012987012987013,0,0.0227272727272727,0,0,0.409090909090909,0,0.0292207792207792,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0.0064935064935065,0,0.0487012987012987,0,0,0,0,0,0.00324675324675325
372,NA,0,0,0.00680272108843537,0,0,0,0,0.13265306122449,0,0,0,0,0,0,0.00340136054421769,0.404761904761905,0,0.00680272108843537,0,0,0,0.0102040816326531,0,0.00340136054421769,0,0,0.360544217687075,0,0.0102040816326531,0,0,0,0,0,0,0,0.0170068027210884,0,0,0,0,0,0,0,0.00680272108843537,0,0.0272108843537415,0,0,0,0,0.00680272108843537,0.00340136054421769
382,NA,0,0,0,0.00668896321070234,0.00334448160535117,0,0,0.40133779264214,0,0,0,0,0,0,0.00334448160535117,0.153846153846154,0,0.00334448160535117,0,0,0,0.0167224080267559,0,0,0,0,0.160535117056856,0,0.150501672240803,0,0,0,0,0.00334448160535117,0,0.00668896321070234,0.0133779264214047,0,0,0,0.00668896321070234,0,0,0,0.00334448160535117,0,0.0100334448160535,0,0,0,0,0.0468227424749164,0.0100334448160535
392,NA,0,0,0.00552486187845304,0.00552486187845304,0.0110497237569061,0,0,0.375690607734807,0,0,0,0,0,0,0.0110497237569061,0.121546961325967,0,0.0165745856353591,0,0,0,0.0331491712707182,0,0,0,0,0.160220994475138,0,0.0828729281767956,0,0,0,0,0.00552486187845304,0,0.0110497237569061,0.0276243093922652,0,0,0,0,0,0,0,0.00552486187845304,0,0.0165745856353591,0,0,0,0,0.110497237569061,0
412,NA,0,0,0.00336700336700337,0.0101010101010101,0.0134680134680135,0,0,0.505050505050505,0,0,0,0,0,0,0,0.144781144781145,0,0.00673400673400673,0,0,0,0,0,0,0,0,0.265993265993266,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101010101010101,0,0,0,0,0,0.00336700336700337
432,NA,0,0,0.00335570469798658,0.00335570469798658,0.00335570469798658,0,0,0.409395973154362,0,0,0,0,0,0,0,0.224832214765101,0,0.00335570469798658,0,0,0,0.00335570469798658,0,0.00335570469798658,0,0,0.238255033557047,0,0.0973154362416107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0.00671140939597315,0
452,NA,0,0,0.00833333333333333,0,0.025,0,0,0.183333333333333,0,0,0,0,0,0,0,0.308333333333333,0,0,0,0,0,0,0,0,0,0,0.308333333333333,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00833333333333333,0,0,0,0,0.00833333333333333,0
472,NA,0,0,0,0,0,0.00335570469798658,0,0.523489932885906,0,0,0,0,0,0,0,0.151006711409396,0,0.0134228187919463,0,0,0,0,0,0.00335570469798658,0,0,0.281879194630872,0,0.0134228187919463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0.00671140939597315,0
492,NA,0,0,0,0.00664451827242525,0,0,0,0.518272425249169,0,0,0,0,0.00332225913621262,0,0,0.176079734219269,0,0.00664451827242525,0,0,0,0,0,0.00332225913621262,0,0,0.26578073089701,0,0.0166112956810631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0
502,NA,0,0,0,0.00333333333333333,0,0,0,0.26,0,0,0,0,0,0,0,0.223333333333333,0,0,0,0,0,0,0,0,0,0,0.443333333333333,0,0.06,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0.00333333333333333,0
506,NA,0,0,0.00334448160535117,0.00334448160535117,0.00668896321070234,0,0,0.270903010033445,0,0,0,0,0,0,0,0.230769230769231,0,0,0,0,0,0,0,0,0,0,0.418060200668896,0,0.0602006688963211,0,0,0,0,0,0,0,0.00334448160535117,0,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0
512,NA,0,0,0,0,0.00668896321070234,0.00334448160535117,0,0.307692307692308,0,0,0,0,0,0,0,0.17056856187291,0,0,0,0,0,0,0,0,0,0,0.404682274247492,0,0.0869565217391304,0,0,0,0,0,0,0,0.00668896321070234,0,0,0,0,0,0,0,0,0,0.0133779264214047,0,0,0,0,0,0
562,NA,0,0,0,0.00675675675675676,0,0,0,0.290540540540541,0,0,0,0,0,0,0,0.297297297297297,0,0,0,0,0,0.00675675675675676,0,0,0,0,0.364864864864865,0,0.0135135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135135135135135,0,0,0,0,0.00675675675675676,0
641,NA,0,0,0,0,0,0,0,0.0891089108910891,0,0,0,0,0,0,0,0.435643564356436,0,0,0,0,0.0099009900990099,0.0198019801980198,0,0.0198019801980198,0,0,0,0,0.0396039603960396,0,0,0.0099009900990099,0,0,0,0,0,0,0.376237623762376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
