"sample.depths","sample.ages","Betula","Cyperaceae","Fagus","Larix","Picea","Quercus","Salix","Alnus","Ambrosia","Fraxinus.americana.type","Acer.saccharum","Pinus.strobus","Pinus.banksiana.P..resinosa","Ericales","Abies","Artemisia","Juglans.cinerea","Tsuga","Ulmus","Myrica","Poaceae","Amaranthaceae.undiff.","Ostrya.Carpinus","Fraxinus.nigra","Platanus","Cupressaceae","Asteraceae.subf..Asteroideae.undiff.","Populus","Apiaceae","Carya","Sarcobatus.vermiculatus","Shepherdia.canadensis","Elaeagnus","Celtis"
300,6132,0.029126213592233,0.0145631067961165,0,0.00970873786407767,0.00970873786407767,0.00485436893203883,0,0.00970873786407767,0,0,0,0.679611650485437,0.213592233009709,0,0.00485436893203883,0,0,0,0.00485436893203883,0,0.00485436893203883,0,0,0,0,0.00485436893203883,0,0.00970873786407767,0,0,0,0,0,0
310,6453,0.025,0,0,0,0.005,0.02,0,0,0,0,0,0.66,0.285,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,7121,0.0346534653465347,0,0,0,0.0099009900990099,0.00495049504950495,0,0.00495049504950495,0,0,0,0.658415841584158,0.262376237623762,0,0.00495049504950495,0.00495049504950495,0.00495049504950495,0,0.00495049504950495,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0
330,7788,0.0245098039215686,0.00490196078431373,0.00490196078431373,0.0294117647058824,0.00490196078431373,0.00490196078431373,0,0.00490196078431373,0,0,0,0.553921568627451,0.348039215686274,0,0,0,0,0,0.00490196078431373,0,0.00490196078431373,0,0.00490196078431373,0,0,0,0.00490196078431373,0,0,0,0,0,0,0
340,8456,0.0497512437810945,0,0,0.0099502487562189,0.0199004975124378,0.0149253731343284,0,0,0,0,0,0.577114427860697,0.298507462686567,0,0.0099502487562189,0,0,0,0.0099502487562189,0,0,0,0.00497512437810945,0,0,0.00497512437810945,0,0,0,0,0,0,0,0
350,9124,0.058252427184466,0,0,0.029126213592233,0.0485436893203883,0.00970873786407767,0,0.00485436893203883,0,0,0,0.145631067961165,0.631067961165049,0,0.0194174757281553,0.0194174757281553,0,0,0.0194174757281553,0,0,0.00485436893203883,0.00485436893203883,0,0.00485436893203883,0,0,0,0,0,0,0,0,0
360,9791,0.117370892018779,0,0,0.00938967136150235,0.0469483568075117,0.00469483568075117,0,0.0469483568075117,0,0,0,0,0.690140845070423,0,0.0516431924882629,0.00469483568075117,0,0,0.00469483568075117,0,0,0.00469483568075117,0.0140845070422535,0,0,0,0,0,0.00469483568075117,0,0,0,0,0
370,10459,0.0585365853658537,0.0048780487804878,0,0.0097560975609756,0.0439024390243902,0.0292682926829268,0,0.0097560975609756,0,0,0.0048780487804878,0.0146341463414634,0.795121951219512,0,0.0097560975609756,0.0048780487804878,0,0,0,0,0,0.0048780487804878,0.0097560975609756,0,0,0,0,0,0,0,0,0,0,0
380,11127,0.0289017341040462,0.00578034682080925,0,0,0.069364161849711,0.0115606936416185,0,0.0115606936416185,0,0,0,0,0.84971098265896,0,0,0,0,0,0,0,0,0,0.0173410404624277,0,0,0,0,0,0,0.00578034682080925,0,0,0,0
390,NA,0.135922330097087,0,0,0.00485436893203883,0.242718446601942,0.00485436893203883,0,0,0.00970873786407767,0,0,0.029126213592233,0.543689320388349,0,0,0.00970873786407767,0,0,0,0.00485436893203883,0,0.00485436893203883,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0
400,NA,0.105769230769231,0.00961538461538462,0,0.0288461538461538,0.331730769230769,0.0528846153846154,0,0,0.00961538461538462,0,0,0.0673076923076923,0.326923076923077,0,0,0.0144230769230769,0,0,0.0144230769230769,0.00480769230769231,0,0,0.0144230769230769,0,0,0.0144230769230769,0,0.00480769230769231,0,0,0,0,0,0
410,NA,0.101851851851852,0.00925925925925926,0,0.00925925925925926,0.37962962962963,0.0509259259259259,0.00462962962962963,0.00462962962962963,0.0185185185185185,0,0,0,0.356481481481481,0.00462962962962963,0,0.0138888888888889,0,0,0.0138888888888889,0.00462962962962963,0,0.00462962962962963,0.0138888888888889,0,0,0.00925925925925926,0,0,0,0,0,0,0,0
420,NA,0.0625,0,0,0.00961538461538462,0.610576923076923,0.0192307692307692,0.00480769230769231,0,0,0,0,0.00961538461538462,0.182692307692308,0,0.00480769230769231,0.00961538461538462,0,0,0.0240384615384615,0.00480769230769231,0,0.00480769230769231,0.00480769230769231,0,0,0.0144230769230769,0.0144230769230769,0.0192307692307692,0,0,0,0,0,0
430,NA,0.0430622009569378,0.00478468899521531,0.00478468899521531,0,0.559808612440191,0.0669856459330144,0.00478468899521531,0.00956937799043062,0.00956937799043062,0,0.00478468899521531,0.0143540669856459,0.22488038277512,0,0,0.00956937799043062,0,0,0.0239234449760766,0.00478468899521531,0,0,0,0,0.00478468899521531,0.00956937799043062,0,0,0,0,0,0,0,0
440,NA,0.0504587155963303,0.036697247706422,0,0,0.477064220183486,0.055045871559633,0.0091743119266055,0,0.00458715596330275,0,0.00458715596330275,0.0321100917431193,0.247706422018349,0,0,0.0229357798165138,0,0,0.0091743119266055,0.00458715596330275,0,0,0,0,0,0.0275229357798165,0,0.0091743119266055,0,0,0.00458715596330275,0.00458715596330275,0,0
450,NA,0.0779220779220779,0.00432900432900433,0,0,0.112554112554113,0.16017316017316,0.0303030303030303,0.00865800865800866,0.0216450216450216,0,0.00432900432900433,0.012987012987013,0.329004329004329,0,0,0.025974025974026,0.00432900432900433,0,0.0562770562770563,0.00432900432900433,0.00432900432900433,0.012987012987013,0.0216450216450216,0.00432900432900433,0,0.0216450216450216,0.012987012987013,0.0476190476190476,0,0.012987012987013,0,0.00432900432900433,0.00432900432900433,0
460,NA,0.079295154185022,0.026431718061674,0,0.00440528634361234,0.105726872246696,0.0220264317180617,0.0176211453744493,0,0.00881057268722467,0,0.00440528634361234,0.039647577092511,0.511013215859031,0,0.00881057268722467,0.0220264317180617,0,0,0.079295154185022,0.00440528634361234,0.0176211453744493,0.013215859030837,0,0,0,0.0220264317180617,0.00440528634361234,0,0,0,0.00440528634361234,0,0,0.00440528634361234
