"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Corylus","Cupressaceae","Cyperaceae","Picea","Quercus","Rumex","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Pinus","Amaranthaceae","Poaceae","Ericaceae","Polygonaceae.undiff.","Thalictrum","Fraxinus","Myrica","Acer.negundo","Larix","Ostrya.Carpinus","Shepherdia","Populus"
105,5969,0.00728078505856284,0.0345045900601456,0.0731244064577398,0.0253244697689142,0.0253244697689142,0.00981323203545426,0.0557138334916113,0.0411522633744856,0.000316555872111428,0.0601456157011713,0.00538144982589427,0.00316555872111428,0.316555872111428,0.290281734726179,0.0107628996517885,0.0307059195948085,0,0,0.00284900284900285,0.00316555872111428,0.000633111744222855,0,0,0.00316555872111428,0.000633111744222855,0
115,6325,0.0196185286103542,0.0866485013623978,0.136784741144414,0.00544959128065395,0.00817438692098093,0.0653950953678474,0.113351498637602,0.00708446866485014,0.00108991825613079,0.0256130790190736,0.0163487738419619,0.00163487738419619,0.0850136239782016,0.300272479564033,0.0250681198910082,0.093732970027248,0,0,0.00217983651226158,0.00163487738419619,0.00108991825613079,0,0,0.00163487738419619,0.000544959128065395,0.00163487738419619
125,6680,0.0325,0.10875,0.11625,0.00875,0.01875,0.07875,0.135,0.00875,0.00125,0.05125,0.01,0,0.095,0.18375,0.04375,0.10375,0,0,0.0025,0,0,0,0,0,0.00125,0
135,7036,0.0480404551201011,0.11251580278129,0.11378002528445,0.00505689001264223,0.0151706700379267,0.065739570164349,0.146649810366625,0.00379266750948167,0.00126422250316056,0.0391908975979772,0.0164348925410872,0.00126422250316056,0.0632111251580278,0.183312262958281,0.0581542351453856,0.116308470290771,0,0,0,0.00126422250316056,0.00505689001264223,0.00126422250316056,0,0.00126422250316056,0.00126422250316056,0
145,7182,0.0564053537284895,0.136711281070746,0.111854684512428,0.00669216061185468,0.0133843212237094,0.0382409177820268,0.122370936902486,0.0133843212237094,0.00095602294455067,0.0372848948374761,0.0219885277246654,0.00191204588910134,0.0764818355640535,0.165391969407266,0.0478011472275335,0.131931166347992,0,0,0.00382409177820268,0.00095602294455067,0.00191204588910134,0,0,0.00573613766730402,0.00286806883365201,0.00191204588910134
155,7327,0.07248322147651,0.151677852348993,0.0832214765100671,0.00402684563758389,0.0402684563758389,0.108724832214765,0.0805369127516778,0.00536912751677852,0,0.0241610738255034,0.0268456375838926,0.00536912751677852,0.0778523489932886,0.111409395973154,0.0604026845637584,0.116778523489933,0,0.00134228187919463,0,0.00134228187919463,0.00402684563758389,0.00134228187919463,0,0.00671140939597315,0.00134228187919463,0.0147651006711409
165,7473,0.0632911392405063,0.151898734177215,0.0870253164556962,0.00316455696202532,0.0474683544303797,0.115506329113924,0.0585443037974684,0.00949367088607595,0,0.0332278481012658,0.0158227848101266,0.00474683544303797,0.0727848101265823,0.0664556962025316,0.0854430379746835,0.169303797468354,0,0.00158227848101266,0.00316455696202532,0,0.00474683544303797,0,0,0.00316455696202532,0.00316455696202532,0
175,7618,0.0557575757575758,0.134545454545455,0.096969696969697,0.00363636363636364,0.0424242424242424,0.117575757575758,0.0787878787878788,0.00484848484848485,0,0.0303030303030303,0.016969696969697,0.00363636363636364,0.0581818181818182,0.0787878787878788,0.0606060606060606,0.196363636363636,0,0.00121212121212121,0,0,0.00484848484848485,0.00484848484848485,0,0.00363636363636364,0.00363636363636364,0.00242424242424242
185,7764,0.07196261682243,0.124299065420561,0.102803738317757,0.00186915887850467,0.0626168224299065,0.137383177570093,0.114018691588785,0.00747663551401869,0.000934579439252336,0.0448598130841121,0.0177570093457944,0.000934579439252336,0.0495327102803738,0.0654205607476635,0.0747663551401869,0.103738317757009,0,0,0.00186915887850467,0.000934579439252336,0.00467289719626168,0.000934579439252336,0,0.00467289719626168,0.00186915887850467,0.00467289719626168
195,7910,0.0328441649196366,0.12858141160028,0.142557651991614,0.00279524807826695,0.0621942697414396,0.189378057302586,0.123689727463312,0.00349406009783368,0.00139762403913347,0.0419287211740042,0.0167714884696017,0.000698812019566737,0.0258560447239693,0.090146750524109,0.0489168413696716,0.0761705101327743,0,0,0.00349406009783368,0,0.00349406009783368,0,0.000698812019566737,0.000698812019566737,0.00209643605870021,0.00209643605870021
200,7982,0.0767494356659142,0.209932279909707,0.09255079006772,0,0.09255079006772,0.0586907449209932,0.171557562076749,0.00225733634311512,0,0.036117381489842,0.0090293453724605,0,0.0158013544018059,0.119638826185102,0.0632054176072235,0.036117381489842,0,0.00451467268623025,0.00451467268623025,0,0,0,0,0,0.00677200902934537,0
205,8055,0.0693069306930693,0.191419141914191,0.102310231023102,0.0033003300330033,0.0726072607260726,0.0924092409240924,0.108910891089109,0,0,0.033003300330033,0.0099009900990099,0.0066006600660066,0.0132013201320132,0.0924092409240924,0.0858085808580858,0.0792079207920792,0,0.0066006600660066,0,0.0033003300330033,0.0033003300330033,0,0.0033003300330033,0.0066006600660066,0.0033003300330033,0.0132013201320132
210,NA,0.135593220338983,0.217917675544794,0.062953995157385,0.00242130750605327,0.0605326876513317,0.0460048426150121,0.108958837772397,0.00242130750605327,0,0.0217917675544794,0.0145278450363196,0,0.00242130750605327,0.162227602905569,0.11864406779661,0.0217917675544794,0,0.00484261501210654,0.00484261501210654,0.00242130750605327,0,0,0,0.00242130750605327,0.00726392251815981,0
215,NA,0.0407608695652174,0.114130434782609,0.0597826086956522,0.00271739130434783,0.0706521739130435,0.125,0.190217391304348,0.00271739130434783,0,0.0434782608695652,0.0190217391304348,0,0.0108695652173913,0.133152173913043,0.0625,0.0896739130434783,0,0.00543478260869565,0,0,0.00271739130434783,0,0.00271739130434783,0.00543478260869565,0,0.0190217391304348
220,NA,0.0128205128205128,0.132478632478632,0.0170940170940171,0,0.0128205128205128,0.0982905982905983,0.0982905982905983,0,0,0.00854700854700855,0.0128205128205128,0,0,0.423076923076923,0.0769230769230769,0.0854700854700855,0,0.00854700854700855,0,0,0,0,0,0,0.0128205128205128,0
