"sample.depths","sample.ages","upland.sum","Betula","Corylus","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Ostrya.Carpinus","Picea","Pinus.undiff.","Populus.undiff.","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Amaranthaceae","Brassicaceae","Ilex.Nemopanthus","Pinus.strobus","Pinus.banksiana.P..resinosa","Acer.negundo","Acer.rubrum","Acer.undiff.","Carya","Celtis","Liquidambar","Tilia","Salix","Rosaceae.undiff.","Cerealia","Acer.saccharum","Ranunculus.acris.type","Myrica","Castanea","Juglans.cinerea","Nyssa","Populus.balsamifera.type","Artemisia","Cupressaceae","Fraxinus.undiff.","Rhamnus","Abies","Cephalanthus","Caryophyllaceae.undiff.","Thalictrum","Iva.annua","Dalea","Alnus.undiff.","Juglans.undiff.","Prunus.type.undiff.","Populus.tremuloides.type","Larix","Eupatorium.type","Apiaceae","Liliaceae","Alnus.viridis","Melampyrum","Sambucus","Lamiaceae","Urtica.type","Prunus.cf..P..serotina","Humulus","Platanus","Dryas","Polygonum.lapathifolium.type","Campanula","Arenaria"
1290,1384,329,61,1,0,0,48,0,0,0,0,1,5,1,18,0,134,0,2,6,0,0,0,2,39,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1706,337,68,2,0,0,79,1,5,0,2,2,7,1,18,0,105,0,1,4,1,0,0,1,18,0,0,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,2029,372,64,2,0,0,64,0,0,0,1,2,13,0,14,0,142,0,1,2,0,0,0,0,52,0,0,6,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,2351,380,63,2,0,0,55,0,1,0,2,1,13,1,20,0,154,1,5,0,0,0,0,1,27,9,0,13,0,2,0,0,1,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,2673,402,106,3,0,0,82,0,0,0,1,0,37,2,26,0,73,1,4,1,0,0,0,1,39,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,2996,333,78,1,0,0,80,0,0,0,1,0,4,0,61,0,52,0,1,6,0,0,0,1,37,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,3318,363,92,0,0,1,55,0,0,0,1,0,19,0,89,0,37,0,4,6,0,0,0,0,48,0,0,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,3641,360,75,1,1,0,69,0,1,0,3,0,25,0,66,0,25,1,4,5,0,1,0,3,45,0,0,15,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,3899,444,126,34,1,0,60,0,0,0,6,1,1,0,58,0,10,0,5,3,1,0,0,1,113,2,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,7,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,3963,291,93,41,0,0,18,0,0,0,1,0,43,0,46,0,6,0,4,2,0,0,0,1,22,0,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,4415,417,107,19,1,0,44,0,0,3,2,5,2,0,98,0,16,2,5,7,1,0,0,4,89,0,0,0,0,2,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,NA,339,68,1,0,0,76,0,0,0,5,1,6,1,18,0,98,1,3,4,0,1,0,1,28,0,0,15,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,NA,346,82,0,0,0,76,0,0,0,2,1,4,1,19,0,90,0,2,4,0,0,0,1,37,4,0,11,3,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,NA,352,70,1,1,0,10,0,1,0,3,2,0,0,57,0,44,1,3,1,0,1,0,1,150,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,NA,380,148,0,0,0,11,0,1,0,4,0,0,0,62,0,72,2,3,7,0,1,0,0,47,9,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,NA,357,90,0,2,0,14,2,11,0,1,3,4,8,86,0,55,0,4,6,2,0,0,0,55,5,0,3,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,NA,395,66,3,0,0,50,0,0,0,0,0,9,0,36,0,127,0,2,8,0,0,0,1,70,0,0,9,4,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,NA,363,46,2,0,0,46,0,0,0,0,1,12,0,40,0,81,2,5,1,0,0,0,5,99,5,0,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,NA,338,96,5,1,0,37,0,0,0,3,0,6,0,72,0,65,2,3,9,0,0,0,0,25,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,NA,451,62,1,0,0,75,0,0,0,0,7,9,0,23,0,219,1,5,7,0,0,0,0,29,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,NA,328,52,2,0,0,59,0,0,0,2,0,0,0,38,0,95,2,12,3,0,0,0,0,31,0,0,19,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,NA,402,129,3,1,0,15,0,0,0,2,4,32,0,48,0,93,0,1,4,0,0,0,0,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,NA,349,90,2,1,0,72,1,5,1,3,0,10,3,41,0,41,0,4,5,0,1,0,4,27,8,0,19,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1510,NA,370,78,5,0,0,0,0,0,0,0,6,33,4,66,0,4,0,5,2,0,0,0,1,106,47,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1520,NA,359,110,2,0,0,2,0,2,2,7,8,0,6,81,0,13,3,4,7,0,1,1,0,76,15,0,2,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,NA,356,74,2,0,0,2,0,0,3,7,0,0,1,83,0,22,2,4,9,0,0,0,1,105,25,0,4,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,NA,396,66,1,2,0,3,0,0,1,4,3,13,3,99,0,44,1,5,6,0,0,0,2,89,29,0,7,3,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,NA,444,80,14,1,0,0,0,0,3,5,2,0,6,124,0,19,1,6,16,4,1,0,1,105,36,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1560,NA,437,60,14,4,0,0,1,5,5,9,2,0,4,76,0,11,6,4,6,1,0,0,0,171,47,0,3,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,NA,363,83,30,4,0,0,3,9,5,4,0,24,5,93,0,2,4,5,9,0,0,0,0,39,28,0,3,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1580,NA,398,93,5,0,0,3,0,0,6,3,4,15,12,76,0,3,1,5,2,0,0,0,1,110,37,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
1590,NA,420,72,5,2,0,4,0,0,0,0,6,26,0,76,0,49,2,5,2,1,0,0,0,104,44,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
1600,NA,458,116,1,4,0,0,0,0,4,1,40,14,8,46,0,1,0,3,6,0,1,0,1,116,47,0,2,3,1,0,0,0,1,0,0,0,0,0,2,1,0,2,0,1,7,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
1607,NA,326,108,4,0,3,0,0,0,3,7,33,2,13,21,0,1,1,1,15,0,0,0,0,24,10,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,25,0,0,0,9,0,0,0,25,0,0,0,1,1,0,0,0,0,0,0
1610,NA,309,75,4,0,2,1,0,0,4,0,45,17,7,15,0,3,1,2,2,0,1,0,0,28,22,0,0,2,0,0,0,0,8,1,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
1613,NA,305,43,4,0,2,0,0,0,3,6,77,8,14,17,0,2,0,0,11,0,0,0,0,19,16,0,0,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,1,1,6,0,10,0,0,0,0,0,25,0,0,0,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
1617,NA,338,50,0,3,3,0,0,0,6,5,56,16,14,16,0,7,4,0,1,0,0,0,0,14,35,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,1,2,12,0,7,0,0,0,0,0,12,0,0,0,9,0,0,0,53,0,0,0,0,0,1,0,0,0,0,0
1620,NA,315,74,5,7,0,0,0,0,14,0,130,4,1,1,0,3,1,3,0,0,0,0,0,8,23,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
1623,NA,325,82,6,15,0,0,0,0,17,10,97,12,4,0,0,2,2,0,4,0,1,0,0,7,18,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,3,0,0,0,1,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0
1627,NA,326,42,1,25,0,0,0,0,22,3,135,5,2,3,0,0,1,0,2,0,0,0,0,8,38,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
1630,NA,350,27,1,11,1,0,0,0,5,0,220,0,4,0,0,0,2,1,0,0,0,1,3,0,60,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1633,NA,309,8,1,8,0,0,0,0,3,6,214,4,0,8,0,0,2,1,0,2,0,0,0,1,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1635,NA,351,34,0,19,0,0,0,0,6,0,187,0,4,10,0,0,2,3,0,0,0,0,0,0,58,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
1640,NA,138,20,0,2,0,0,0,0,0,0,42,0,19,7,0,0,5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1650,NA,44,3,1,7,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
