"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Chamaedaphne.calyculata","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Juglans.cinerea","Kalmia","Larix","Asteraceae.subf..Cichorioideae","Picea.mariana.type","Pinus.undiff.","Plantago.undiff.","Quercus","Rubiaceae.undiff.","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Rosaceae","Abies.balsamea","Acer.saccharinum","Acer.saccharum","Carya.ovata","Corylus.cornuta","Diervilla.lonicera","Ilex.Nemopanthus","Pinus.banksiana.type","Pinus.strobus","Rhamnus.alnifolia.R..frangula","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Vaccinium.oxycoccos","Picea.undiff.","Ericaceae.undiff.","Vaccinium.undiff.","Ostrya.Carpinus","Plantago.major","Tilia","Amaranthaceae","Castanea.dentata","Pinus.resinosa.type","Caryophyllaceae","Ledum.Chamaedaphne.calyculata","Salix","Platanus.occidentalis","Pyrola","Sambucus","Vaccinium.macrocarpon.type","Viburnum.nudum","Acer.pensylvanicum","Fabaceae","Rhododendron.canadense","Arceuthobium.pusillum","Cephalanthus.occidentalis","Taxus","Elymus.type","Rumex.type","Brassicaceae","Viburnum.alnifolium","Saxifragaceae","Viburnum.edule","Thalictrum","Liliaceae","Moneses.uniflora","Myrica.gale"
200,4929,0,0.0174563591022444,0.00249376558603491,0.00997506234413965,0,0.201995012468828,0.0448877805486284,0.214463840399002,0.0249376558603491,0.00997506234413965,0,0.00997506234413965,0,0.00249376558603491,0.0598503740648379,0,0.00249376558603491,0.109725685785536,0,0.0224438902743142,0,0.00249376558603491,0.0174563591022444,0,0.00249376558603491,0.00997506234413965,0.00997506234413965,0,0.00249376558603491,0,0,0.0174563591022444,0.112219451371571,0,0,0.057356608478803,0.00748129675810474,0.00249376558603491,0.0124688279301746,0,0.00498753117206983,0,0.00249376558603491,0,0,0,0,0,0.00498753117206983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,5203,0.00195121951219512,0.00585365853658537,0,0,0.00195121951219512,0.0702439024390244,0.0117073170731707,0.071219512195122,0.00585365853658537,0.00682926829268293,0,0.00195121951219512,0.00097560975609756,0,0.124878048780488,0,0.00780487804878049,0.143414634146341,0,0.0117073170731707,0,0.00195121951219512,0.00682926829268293,0,0.00878048780487805,0,0.00292682926829268,0,0.00390243902439024,0,0,0.0117073170731707,0.342439024390244,0,0,0.143414634146341,0,0,0.00682926829268293,0,0,0,0.00390243902439024,0,0,0,0,0,0.00097560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,5390,0,0.00956284153005465,0.00136612021857923,0.00273224043715847,0,0.25,0.00273224043715847,0.168032786885246,0.023224043715847,0.0163934426229508,0,0.00683060109289617,0.0109289617486339,0,0.0382513661202186,0,0.00546448087431694,0.150273224043716,0,0.0368852459016393,0,0.00136612021857923,0.0150273224043716,0,0.00683060109289617,0.00409836065573771,0.0150273224043716,0,0.00136612021857923,0,0,0.00136612021857923,0.144808743169399,0.00136612021857923,0.00136612021857923,0.0655737704918033,0,0.00409836065573771,0.00136612021857923,0,0.00136612021857923,0,0.00409836065573771,0,0,0.00136612021857923,0,0,0,0,0,0,0,0,0.00136612021857923,0.00136612021857923,0.00136612021857923,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0,0
260,5526,0,0.00883838383838384,0,0.00126262626262626,0.00126262626262626,0.262626262626263,0.00126262626262626,0.106060606060606,0.0378787878787879,0.0214646464646465,0,0.00252525252525253,0.00631313131313131,0,0.0214646464646465,0,0.00378787878787879,0.0997474747474748,0,0.0833333333333333,0,0,0.0189393939393939,0,0.00378787878787879,0.0101010101010101,0.0138888888888889,0.00252525252525253,0,0,0.00252525252525253,0.00252525252525253,0.127525252525253,0,0,0.142676767676768,0.00378787878787879,0,0.00252525252525253,0,0.00252525252525253,0,0.00378787878787879,0,0,0,0,0,0,0,0,0.00126262626262626,0,0,0,0,0.00126262626262626,0,0.00126262626262626,0.00126262626262626,0,0,0,0,0,0,0,0,0,0
280,NA,0.00382409177820268,0.00573613766730402,0,0.00382409177820268,0,0.189292543021033,0.00191204588910134,0.0420650095602294,0.0305927342256214,0.0305927342256214,0.00191204588910134,0.0650095602294455,0.0095602294455067,0,0.011472275334608,0,0.00382409177820268,0.0497131931166348,0,0.177820267686424,0,0.00191204588910134,0.0210325047801147,0,0.0229445506692161,0.0133843212237094,0.0133843212237094,0,0,0,0.00191204588910134,0,0.118546845124283,0,0,0.137667304015296,0,0.00191204588910134,0,0,0.00191204588910134,0,0.00764818355640535,0.00191204588910134,0,0.00573613766730402,0,0,0.00191204588910134,0.00382409177820268,0,0.00191204588910134,0,0,0,0,0,0,0,0.00191204588910134,0.00764818355640535,0.00573613766730402,0,0,0,0,0,0,0,0
300,NA,0,0.0030441400304414,0,0,0,0.124809741248097,0,0.0167427701674277,0.0060882800608828,0.0243531202435312,0.0015220700152207,0.322678843226788,0.0045662100456621,0,0.0045662100456621,0,0.0045662100456621,0.0380517503805175,0,0.0974124809741248,0,0.0015220700152207,0.015220700152207,0.0015220700152207,0.0030441400304414,0,0.0182648401826484,0,0.0015220700152207,0,0.0030441400304414,0,0.136986301369863,0,0,0.111111111111111,0,0,0.0015220700152207,0,0,0,0.0243531202435312,0,0,0,0,0,0,0,0,0.0060882800608828,0,0,0.0167427701674277,0,0,0,0,0.0015220700152207,0.0045662100456621,0,0.0015220700152207,0.0030441400304414,0,0,0,0,0,0
320,NA,0,0.00418410041841004,0,0,0,0.177824267782427,0,0.0125523012552301,0.00627615062761506,0.0313807531380753,0.00627615062761506,0.209205020920502,0.00418410041841004,0,0.00418410041841004,0,0.00209205020920502,0.0606694560669456,0,0.129707112970711,0,0,0.0188284518828452,0,0.00627615062761506,0,0.0125523012552301,0,0,0,0.00627615062761506,0.00209205020920502,0.140167364016736,0,0,0.121338912133891,0,0.00209205020920502,0,0,0,0,0.00836820083682008,0,0,0,0,0,0,0,0,0.00209205020920502,0,0,0.0167364016736402,0,0,0,0,0.00418410041841004,0,0,0.00418410041841004,0.00209205020920502,0.00209205020920502,0.00209205020920502,0,0,0,0
340,NA,0,0.00435729847494553,0,0.00435729847494553,0.00435729847494553,0.224400871459695,0.00435729847494553,0.0261437908496732,0.0217864923747277,0.0239651416122004,0.00217864923747277,0.00871459694989107,0.00871459694989107,0.00217864923747277,0.00217864923747277,0,0.0108932461873638,0.0522875816993464,0,0.185185185185185,0,0.00217864923747277,0.0196078431372549,0,0.0130718954248366,0.0174291938997821,0.0217864923747277,0.00435729847494553,0,0,0.00217864923747277,0,0.143790849673203,0,0,0.115468409586057,0.00217864923747277,0.00217864923747277,0.00435729847494553,0,0,0,0.0152505446623094,0,0,0,0,0,0,0.00435729847494553,0,0.0065359477124183,0,0,0.0174291938997821,0,0,0,0,0,0,0,0,0,0.0152505446623094,0,0.00217864923747277,0.00217864923747277,0.00217864923747277,0
360,NA,0,0.00930232558139535,0.00232558139534884,0.00465116279069767,0.00465116279069767,0.155813953488372,0,0.0348837209302326,0.013953488372093,0.0232558139534884,0.00232558139534884,0.0465116279069767,0.00697674418604651,0,0.00697674418604651,0,0.00465116279069767,0.116279069767442,0,0.130232558139535,0,0.00465116279069767,0.00930232558139535,0.013953488372093,0.00465116279069767,0.00697674418604651,0.00465116279069767,0.00232558139534884,0.00232558139534884,0,0,0.0162790697674419,0,0,0,0.288372093023256,0,0,0,0,0,0,0.0232558139534884,0.00232558139534884,0,0,0,0,0,0,0,0.013953488372093,0,0,0.0116279069767442,0,0,0,0,0.00697674418604651,0,0.00232558139534884,0,0,0.0232558139534884,0,0,0,0,0
380,NA,0.00128369704749679,0.0154043645699615,0,0.00385109114249037,0.00128369704749679,0.0770218228498075,0,0.00128369704749679,0,0.00641848523748395,0,0.00385109114249037,0.00256739409499358,0,0,0,0.00128369704749679,0.214377406931964,0,0.0154043645699615,0,0,0.0154043645699615,0.00256739409499358,0.00385109114249037,0.00128369704749679,0.00513478818998716,0.00641848523748395,0.00513478818998716,0,0.00128369704749679,0.0128369704749679,0.459563543003851,0,0,0.0821566110397946,0,0.00128369704749679,0,0,0,0,0.0577663671373556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128369704749679
400,NA,0.00684931506849315,0.00684931506849315,0,0.0136986301369863,0,0.10958904109589,0,0,0,0,0,0.0136986301369863,0.0136986301369863,0,0,0.00684931506849315,0.00684931506849315,0.178082191780822,0,0,0,0.0273972602739726,0.0205479452054795,0,0.00684931506849315,0,0.0273972602739726,0,0,0,0,0.0205479452054795,0.321917808219178,0,0,0.0684931506849315,0,0,0,0,0.00684931506849315,0,0.102739726027397,0.0205479452054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205479452054795
