"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum.type","Acer.saccharum.type","Adiantum","Alisma","Allium","Alnus.incana.type","Alnus.undiff.","Alnus.viridis.type","Amaranthaceae.undiff.","Ambrosia.type","Amelanchier.type","Amorpha.type","Anemone.canadensis.type","Anemone.quinquefolia.type","Apiaceae","Aquilapollenites","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Athyrium","Avena.type","Betula","Botrychium","Brasenia.schreberi","Brassica","Brassicaceae.undiff.","Campanula.aparinoides.type","Campanula.rotundifolia.type","Cannabis.sativa.type","Carya","Caryophyllaceae","Castanea","Ceanothus","Celtis","Comandra","Cornus.sericea.type","Corylus","Cupressaceae","Cyperaceae","Dalea.candida.type","Dalea.purpurea.type","Diphasiastrum.complanatum.type","Dryopteris.type.undiff.","Dryopteris.carthusiana.type","Ephedra.trifurca.type","Ephedra.viridis.type","Epilobium","Equisetum","Ericaceae","Eriogonum","Euphorbia","Fabaceae.undiff.","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Galium","Humulus.type","Huperzia.lucidula","Hydrophyllum","Hypoxis","Impatiens","Indeterminable","Iva.annua.type","Iva.xanthifolia.type","Juglans.cinerea","Juglans.nigra","Laportea.type","Larix","Lemna","Lilium.philadelphicum.type","Liquidambar","Lycopodium.annotinum","Lycopodium.clavatum","Lycopus.type","Lysimachia.quadriflora.type","Lysimachia.thyrsiflora","Lythrum","Maclura.pomifera.type","Matteuccia","Medicago","Melilotus.type","Morus","Myricaceae","Myriophyllum","Nuphar","Nymphaea","Nyssa","Onoclea.sensibilis","Osmunda","Ostrya.Carpinus","Parietaria","Pedicularis","Phlox","Picea","Pilea.type","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantago","Platanus","Poaceae.undiff.","Polygonum.amphibium","Polygonum.lapathifolium.type","Populus.balsamifera.type","Populus.tremuloides.type","Populus.undiff.","Potamogeton","Pteridium.type","Quercus","Ranunculaceae..tricolpate..undiff.","Ranunculaceae.undiff.","Rhus","Ribes","Rosaceae.undiff.","Rumex","Sagittaria","Salix","Salsola","Sambucus","Sarcobatus.vermiculatus","Secale.type","Selaginella.densa.type","Shepherdia.argentea","Shepherdia.canadensis","Sisyrinchium","Solanum.rostratum","Sparganium.type","Sphagnum","Stachys.type","Stuckenia","Thalictrum","Thelypteris.palustris.type","Tidestromia.type","Tilia","Trifolium.pratense","Trifolium.repens.type","Triticum.type","Tsuga","Typha.latifolia","Ulmus","Unknown","Unknown..trilete.","Unknown.undiff.","Urtica.type","Utricularia","Viburnum.opulus.type","Viburnum.rafinesquianum.type","Vitis","Xanthium","Zanthoxylum.type","Zea.mays","Zigadenus"
738,211,2,4,0,0,12,2,0,0,24,0,2,6,24,0,0,0,0,0,0,40,22,0,2,0,66,0,0,0,0,0,0,0,10,0,0,0,4,0,0,16,62,120,2,0,0,0,12,0,0,0,6,0,0,0,0,0,16,10,0,0,0,0,0,0,0,24,8,0,2,2,0,4,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,4,0,0,2,336,0,2,0,3,0,17,29,43,0,6,166,0,0,0,48,0,50,0,548,0,0,0,0,2,0,2,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,54,0,0,0,4,6,132,4,0,0,8,0,0,0,0,0,0,0,0
742,228,2,4,0,0,8,2,0,0,20,0,2,22,56,0,0,0,0,0,0,42,28,0,2,0,56,0,4,0,0,0,0,0,4,0,0,2,2,0,0,38,14,126,0,0,0,0,22,0,0,0,2,0,0,0,0,0,6,4,2,0,2,0,0,0,0,26,2,2,6,2,0,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,358,0,0,0,5,0,27,44,37,0,10,172,0,0,2,48,0,76,4,476,0,2,0,0,2,0,12,10,0,0,0,0,0,0,0,0,0,2,2,0,0,4,4,2,34,0,0,0,5,0,76,0,0,0,8,0,0,0,4,0,0,0,0
750,266,0,2,2,0,2,0,0,0,20,0,2,8,52,0,2,0,0,2,0,40,24,0,0,0,26,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,14,114,0,0,0,0,6,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,2,40,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,140,0,0,0,8,0,17,20,27,0,10,156,0,0,4,36,0,36,2,656,0,2,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,12,0,0,0,4,4,32,4,0,0,6,0,0,2,0,2,0,0,0
754,285,0,8,2,4,2,0,0,0,28,0,2,18,34,0,0,0,0,0,0,52,18,0,2,0,56,0,6,0,0,0,0,0,4,0,2,0,0,0,0,26,22,114,0,0,0,2,2,0,0,0,4,0,0,0,0,0,6,8,2,0,2,0,0,0,0,32,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,110,0,0,0,0,0,9,20,19,0,10,146,0,0,0,42,0,64,0,990,0,0,0,0,6,0,8,10,0,0,2,0,0,0,0,0,2,6,0,0,0,0,0,0,28,0,0,0,0,2,34,4,0,0,6,0,0,0,0,2,0,0,0
762,324,0,2,0,0,4,0,0,0,12,0,0,12,22,0,2,0,0,2,0,38,22,0,0,0,44,0,0,0,0,0,0,0,10,0,0,0,0,0,0,34,30,102,0,0,0,0,6,0,0,0,2,0,0,0,0,0,4,2,0,0,2,0,0,0,0,14,0,2,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,8,0,2,0,44,0,0,0,3,0,29,32,48,0,10,156,0,0,0,70,0,52,0,884,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,6,0,0,0,6,4,14,4,0,0,2,0,0,0,4,0,0,0,0
770,366,0,4,0,2,4,0,0,0,32,0,4,18,62,0,0,0,0,0,0,52,24,0,0,0,54,2,0,0,0,0,0,0,6,0,0,0,0,0,0,12,30,74,0,0,0,2,2,2,0,0,4,0,0,0,0,2,12,2,2,0,0,0,0,0,0,24,0,0,8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,36,0,0,0,3,0,28,50,40,0,6,182,0,2,0,20,0,32,2,868,0,0,0,0,4,0,0,12,0,0,4,0,2,0,0,0,0,2,4,0,0,2,0,0,6,0,0,0,0,2,18,2,0,0,4,0,0,0,2,0,0,0,0
778,410,0,0,0,0,5,0,0,0,38,2,0,14,44,0,0,0,0,0,0,52,22,0,0,0,74,0,2,0,0,0,0,0,4,0,0,2,0,0,0,18,40,122,0,0,0,4,2,2,0,0,6,0,0,0,0,0,2,2,2,2,0,0,0,0,0,34,0,2,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,6,0,2,6,32,0,0,2,11,0,15,72,91,0,8,300,0,0,0,30,0,28,4,734,0,0,0,0,4,4,4,12,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,6,0,0,0,0,2,26,0,0,0,2,0,0,2,0,0,0,0,0
786,457,0,0,0,2,6,0,0,0,26,4,2,14,42,0,8,0,0,2,0,56,18,0,0,0,72,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,36,116,0,0,0,0,2,0,0,0,4,0,0,4,0,0,8,0,0,2,0,0,0,0,0,14,2,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,26,0,0,2,6,0,18,31,88,0,6,402,0,0,0,12,0,10,0,634,0,2,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,2,14,2,0,0,0,0,0,0,2,2,0,0,0
790,481,1,2,2,0,0,0,0,0,44,0,0,20,50,0,2,0,0,2,0,46,24,0,2,0,56,0,0,0,0,0,0,0,2,0,0,2,4,2,0,8,34,116,0,0,0,0,4,2,0,0,12,0,0,0,0,0,6,2,10,2,4,0,0,0,0,34,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,46,0,0,0,14,0,14,24,37,0,8,446,0,0,0,24,0,12,0,644,0,2,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,8,0,0,0,4,6,10,2,0,0,0,0,0,0,0,0,0,0,0
803,567,0,2,0,2,2,0,0,0,30,0,2,12,48,0,6,0,0,0,0,62,36,0,0,0,60,0,0,0,0,0,0,0,1,2,0,4,2,0,0,4,48,108,0,0,0,2,0,0,0,0,10,0,0,0,0,0,4,2,0,2,0,0,0,0,2,8,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,12,12,0,0,0,54,0,0,2,11,0,24,79,65,0,4,446,0,0,0,16,0,8,2,712,0,2,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,2,0,0,0,3,10,22,4,0,0,6,0,0,0,0,2,0,0,0
810,616,0,4,0,0,2,0,0,0,12,2,2,38,42,0,8,0,0,2,0,64,14,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,32,108,0,0,0,2,2,0,0,0,4,0,0,0,0,0,4,0,2,0,0,0,0,0,0,28,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,6,20,0,0,0,7,0,35,89,82,0,0,382,0,0,0,8,0,32,2,514,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,2,14,2,0,0,4,2,0,6,0,0,0,2,28,18,0,0,0,4,0,0,0,2,2,0,0,0
830,769,0,2,0,0,13,0,0,0,34,0,2,10,52,0,2,0,0,0,0,80,16,0,0,0,56,0,0,0,0,0,0,0,2,0,0,4,2,0,0,8,18,102,0,0,0,0,2,0,0,0,4,0,0,0,0,0,4,2,4,0,0,0,0,2,0,4,6,2,4,2,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,10,24,0,0,2,40,0,0,0,3,0,14,37,47,0,4,490,0,0,0,22,0,14,0,736,0,0,0,0,0,0,2,12,0,0,2,0,2,0,0,0,0,0,2,0,0,2,2,0,6,0,0,0,4,8,26,0,0,0,0,0,0,0,0,0,0,0,0
850,938,0,2,2,0,6,0,0,0,36,0,6,10,20,0,4,0,0,0,0,44,24,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,96,0,0,0,0,0,0,0,0,4,0,0,0,0,2,4,4,4,0,0,2,0,2,0,32,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,60,0,0,0,5,0,16,29,37,0,8,396,0,0,0,14,0,18,2,542,0,0,0,0,4,0,2,32,0,0,2,0,0,0,0,0,0,0,0,0,0,8,4,0,16,0,0,0,4,12,18,0,0,0,8,0,0,0,0,0,0,0,0
870,1123,0,6,0,0,7,0,0,0,24,0,0,16,32,0,0,0,2,0,0,36,34,0,0,0,44,0,2,0,2,0,0,0,2,0,0,4,2,0,0,14,26,120,0,2,0,0,0,0,0,0,8,0,0,0,0,0,6,8,4,2,0,0,0,0,0,12,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,84,0,0,0,7,0,18,31,70,0,2,594,0,0,0,20,0,22,0,564,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,18,0,0,0,6,0,38,6,0,0,2,0,0,0,0,0,0,0,0
890,1321,0,2,0,0,6,0,0,0,24,0,4,18,44,0,6,0,0,0,0,32,24,2,2,0,42,0,0,0,4,2,0,0,12,0,0,0,2,0,0,16,14,70,0,0,2,0,2,0,0,0,4,0,0,0,0,2,14,6,8,0,2,0,0,0,0,4,2,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,11,2,0,0,0,46,0,0,2,5,0,21,29,32,0,8,838,0,0,0,10,0,10,4,726,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,28,0,0,0,1,4,28,0,0,0,2,0,0,0,0,0,0,0,0
910,1532,2,0,0,2,6,0,0,0,36,2,6,8,40,0,6,0,0,0,0,44,12,0,0,0,52,0,0,0,0,0,0,0,4,0,0,4,0,0,0,2,22,80,0,0,0,0,2,0,0,0,0,0,0,0,2,0,12,4,0,0,2,0,0,0,0,12,2,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,6,0,0,0,40,0,0,0,6,0,14,36,20,0,14,680,0,0,2,6,0,14,2,680,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,2,0,4,0,2,0,4,0,0,10,0,0,0,2,10,36,2,0,0,2,0,0,0,0,0,0,0,0
930,1754,0,0,0,0,7,0,0,0,18,0,2,22,56,0,0,0,0,0,0,66,20,0,0,0,46,0,0,0,2,0,0,0,4,0,0,2,2,0,0,8,20,58,0,0,0,0,6,0,0,0,8,0,0,0,0,0,20,8,2,2,0,0,0,2,2,12,0,4,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,74,0,0,0,2,0,8,35,45,0,8,454,0,0,0,6,0,14,6,626,0,0,0,0,0,0,6,10,0,0,2,0,0,0,0,2,0,6,2,0,0,2,0,0,32,0,0,0,0,4,34,0,0,0,2,0,0,0,0,0,0,0,0
950,1986,0,0,0,2,12,0,0,0,12,0,0,10,28,0,0,0,2,2,0,32,4,2,0,0,20,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,20,66,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,4,4,0,0,0,0,0,0,18,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,50,0,0,0,1,0,25,34,21,0,4,538,0,2,0,4,0,8,2,470,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,2,0,0,2,2,0,2,0,0,0,0,0,50,4,0,0,8,0,0,0,0,0,0,0,0
970,2226,0,2,0,0,13,2,0,0,18,0,4,24,64,0,4,0,2,0,0,46,22,0,0,0,50,0,0,0,0,0,0,0,2,0,0,4,0,0,0,10,32,80,0,0,0,0,0,2,0,0,2,0,0,0,0,0,10,6,8,2,0,0,0,0,0,8,6,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,11,4,0,0,0,64,0,0,0,0,0,6,55,27,0,6,502,0,0,2,28,0,8,2,842,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,12,0,0,0,0,2,46,4,0,0,0,0,0,0,4,0,0,0,0
990,2471,0,4,0,0,16,0,0,0,32,2,4,20,70,0,6,0,0,0,0,64,32,0,0,0,38,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,44,82,0,2,0,0,0,2,0,0,4,0,0,0,0,0,10,4,4,0,0,0,0,0,0,30,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,2,0,48,2,0,0,0,0,11,28,51,0,14,312,0,0,0,18,0,18,2,598,0,0,0,0,6,0,6,8,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,22,0,0,0,0,6,26,2,0,0,4,0,0,0,0,2,0,0,2
1010,2717,2,2,0,2,14,0,0,0,8,0,2,8,78,0,2,0,0,0,0,44,10,0,2,0,40,0,4,0,2,0,0,0,8,0,2,0,4,0,0,8,24,76,0,0,0,2,4,2,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,2,10,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,9,2,0,0,0,74,0,0,0,3,0,14,33,29,0,8,424,0,0,4,30,0,24,4,596,0,0,0,0,2,0,6,22,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,14,0,0,0,0,0,32,0,0,0,2,0,0,0,0,0,0,0,0
1030,2953,0,2,2,6,10,0,0,0,32,0,2,26,82,0,4,0,0,0,0,68,36,0,0,0,36,0,0,0,0,0,0,0,4,0,0,4,0,0,0,6,40,92,0,0,2,0,2,2,0,0,4,0,0,0,0,0,10,6,0,0,0,0,0,0,2,10,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,4,7,2,0,0,2,80,0,0,0,2,0,22,40,67,0,2,408,0,0,0,16,0,14,6,674,0,0,0,0,0,0,14,26,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,36,0,0,0,0,8,50,2,0,0,0,0,0,0,0,0,0,0,0
1050,3172,1,8,0,2,12,0,0,0,20,0,10,64,88,0,2,0,0,2,0,50,28,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,40,68,0,0,0,0,0,4,0,0,4,0,0,0,0,0,18,2,2,0,0,0,0,0,2,52,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,8,2,0,0,4,82,0,0,0,19,0,20,23,41,0,14,354,0,0,0,14,0,28,2,564,0,0,0,0,2,4,4,12,0,0,2,0,0,0,0,0,0,10,6,0,0,0,0,0,34,0,0,0,0,14,32,4,0,0,8,0,0,0,2,2,0,0,0
1070,3364,0,0,0,4,0,0,0,0,20,0,0,26,104,0,2,0,0,0,2,70,32,0,0,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,26,110,0,2,0,0,4,0,2,0,2,0,0,2,0,0,8,6,0,4,0,0,0,0,0,18,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,48,0,0,0,4,0,16,32,44,0,8,472,0,0,0,20,0,62,0,580,0,0,0,0,6,0,4,22,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,24,0,0,0,2,10,22,0,0,0,2,0,0,0,2,0,0,0,0
1083,3473,0,0,0,0,2,0,0,0,18,0,2,14,62,0,8,0,0,4,0,56,24,2,2,0,14,0,0,0,0,0,0,0,8,0,0,2,0,0,0,4,26,70,0,2,0,0,2,0,0,0,2,0,0,2,0,0,6,6,0,0,0,0,0,0,0,26,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,52,2,0,0,2,6,8,10,35,0,4,260,0,4,0,4,0,82,0,682,0,4,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,34,0,0,0,0,8,20,4,0,0,6,2,0,0,0,0,0,0,0
