"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Alnus.incana","Betula","Carya","Castanea","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Galium","Iva.annua.type","Plantago","Poaceae","Polygonaceae.undiff.","Portulaca","Rosaceae","Rumex","Thalictrum","Xanthium"
89,1024,0.0018348623853211,0.0036697247706422,0.0165137614678899,0.0036697247706422,0.26605504587156,0.0055045871559633,0,0,0,0,0.0036697247706422,0,0.159633027522936,0.0036697247706422,0,0,0,0.0036697247706422,0.0018348623853211,0,0,0,0,0,0,0.0055045871559633,0.0036697247706422,0.0091743119266055,0.036697247706422,0.0697247706422018,0.0036697247706422,0,0.0972477064220184,0,0,0.0073394495412844,0.273394495412844,0.0091743119266055,0,0.0091743119266055,0,0,0,0,0,0,0,0,0.0055045871559633,0,0,0,0,0,0
91,1050,0,0.0143626570915619,0.00897666068222621,0.0107719928186715,0.215439856373429,0.00538599640933573,0.0107719928186715,0,0,0.00179533213644524,0,0.0125673249551167,0.186714542190305,0.00538599640933573,0,0.00359066427289048,0.00359066427289048,0.00897666068222621,0,0,0,0,0,0.00359066427289048,0.00179533213644524,0.00538599640933573,0.0107719928186715,0.0107719928186715,0.0233393177737881,0.0502692998204668,0.00359066427289048,0,0.149012567324955,0,0,0,0.240574506283662,0,0,0.00538599640933573,0,0,0,0,0,0,0,0,0.00359066427289048,0,0,0,0.00359066427289048,0,0
93,1077,0,0.00371057513914657,0.00556586270871985,0.00371057513914657,0.205936920222635,0.00927643784786642,0.00927643784786642,0,0,0,0,0.00371057513914657,0.187384044526902,0.00556586270871985,0.0148423005565863,0,0,0,0,0,0,0,0,0,0,0,0,0.00927643784786642,0.0204081632653061,0.0742115027829314,0,0,0.128014842300557,0,0,0.00371057513914657,0.306122448979592,0.00371057513914657,0,0.00185528756957328,0,0,0,0,0,0,0,0,0.00371057513914657,0,0,0,0,0,0
95,1088,0,0.00359066427289048,0.00538599640933573,0.00359066427289048,0.247755834829443,0.00897666068222621,0.0107719928186715,0.00179533213644524,0,0,0,0,0.163375224416517,0.0143626570915619,0,0,0.00179533213644524,0.00359066427289048,0,0,0,0,0,0.00538599640933573,0,0.00359066427289048,0,0.00538599640933573,0.0197486535008977,0.0718132854578097,0.00359066427289048,0,0.134649910233393,0,0,0.00359066427289048,0.280071813285458,0,0,0.00359066427289048,0.00179533213644524,0,0,0,0,0.00179533213644524,0,0,0,0,0,0,0,0,0
97,1099,0,0.0184162062615101,0.0184162062615101,0.00920810313075507,0.156537753222836,0.00552486187845304,0.0110497237569061,0,0,0,0,0,0.209944751381215,0.00920810313075507,0.00184162062615101,0,0,0.0147329650092081,0,0,0,0.00184162062615101,0,0.00552486187845304,0,0.00368324125230203,0.00184162062615101,0.00368324125230203,0.0441988950276243,0.0552486187845304,0,0,0.132596685082873,0,0,0.00184162062615101,0.279926335174954,0.00552486187845304,0,0,0.00184162062615101,0,0,0,0.00552486187845304,0,0,0,0.00184162062615101,0,0,0,0,0,0
99,1111,0,0,0.0192307692307692,0.00769230769230769,0.205769230769231,0.00961538461538462,0.00192307692307692,0,0,0,0.00384615384615385,0,0.180769230769231,0.00961538461538462,0.00384615384615385,0,0.00192307692307692,0.00961538461538462,0,0,0,0,0,0.00384615384615385,0,0.00384615384615385,0.00384615384615385,0.00576923076923077,0.05,0.0269230769230769,0,0,0.142307692307692,0,0,0.00384615384615385,0.288461538461538,0.00384615384615385,0.00192307692307692,0,0.00192307692307692,0,0,0,0.00576923076923077,0,0,0,0.00384615384615385,0,0,0,0,0,0
101,1122,0,0.0107334525939177,0.0178890876565295,0.0035778175313059,0.254025044722719,0.00536672629695885,0.0178890876565295,0.00178890876565295,0,0,0,0,0.16994633273703,0.0232558139534884,0.00536672629695885,0,0.00178890876565295,0.0035778175313059,0,0,0,0,0,0.00536672629695885,0,0.0035778175313059,0,0.00894454382826476,0.0196779964221825,0.075134168157424,0,0,0.118067978533095,0,0,0,0.241502683363148,0.0035778175313059,0,0.00536672629695885,0,0,0,0,0,0,0,0,0.0035778175313059,0,0,0,0,0,0
103,1133,0,0.0145985401459854,0.00547445255474453,0,0.25,0.0109489051094891,0.0145985401459854,0.00182481751824818,0,0.00364963503649635,0,0,0.153284671532847,0.0127737226277372,0,0,0.00364963503649635,0.00912408759124088,0.00364963503649635,0,0,0,0,0.0145985401459854,0,0.00547445255474453,0.0072992700729927,0,0.00912408759124088,0.0602189781021898,0,0,0.0912408759124088,0,0,0.00364963503649635,0.301094890510949,0.0072992700729927,0,0,0,0,0,0,0.0109489051094891,0,0,0,0.00364963503649635,0,0.00182481751824818,0,0,0,0
105,1145,0,0.0112781954887218,0.0112781954887218,0.0112781954887218,0.25,0,0.0093984962406015,0.0037593984962406,0,0,0.0037593984962406,0.0056390977443609,0.214285714285714,0.0075187969924812,0.0056390977443609,0,0,0,0,0,0,0,0,0.0093984962406015,0,0.0037593984962406,0,0.0037593984962406,0.0263157894736842,0.0620300751879699,0.0037593984962406,0,0.129699248120301,0,0.0018796992481203,0.0037593984962406,0.216165413533835,0,0,0,0,0,0,0,0.0056390977443609,0,0,0,0,0,0,0,0,0,0
107,1156,0,0.00909090909090909,0.02,0.0109090909090909,0.241818181818182,0.00545454545454545,0.00363636363636364,0.00727272727272727,0,0,0.00363636363636364,0,0.18,0.00363636363636364,0.00363636363636364,0,0.00181818181818182,0.00909090909090909,0.00181818181818182,0,0,0,0,0.00181818181818182,0,0.00363636363636364,0.00181818181818182,0.00363636363636364,0.02,0.0836363636363636,0.00545454545454545,0,0.112727272727273,0,0,0,0.249090909090909,0.00545454545454545,0,0,0,0.00363636363636364,0,0,0.00545454545454545,0,0,0,0.00181818181818182,0,0,0,0,0,0
109,1167,0.00182815356489945,0.00914076782449726,0.0109689213893967,0.0036563071297989,0.259597806215722,0.00548446069469835,0.00548446069469835,0.00548446069469835,0,0,0,0.00914076782449726,0.193784277879342,0.0182815356489945,0.00182815356489945,0,0.00548446069469835,0.00548446069469835,0,0,0,0,0,0.0182815356489945,0,0.00548446069469835,0.0109689213893967,0.0036563071297989,0.0237659963436929,0.0402193784277879,0.0036563071297989,0,0.122486288848263,0,0,0.00182815356489945,0.210237659963437,0.00548446069469835,0,0.00731261425959781,0.00182815356489945,0,0,0,0.0036563071297989,0,0,0,0.00182815356489945,0,0,0,0.0036563071297989,0,0
111,1178,0.00173310225303293,0.0155979202772964,0.00866551126516464,0,0.239168110918544,0.00519930675909879,0.0138648180242634,0.00346620450606586,0,0,0,0,0.194107452339688,0.0103986135181976,0,0,0,0.00346620450606586,0,0.00346620450606586,0.00346620450606586,0,0,0.0103986135181976,0.00173310225303293,0.00519930675909879,0.00173310225303293,0.00519930675909879,0.0173310225303293,0.0450606585788562,0.00346620450606586,0,0.149046793760832,0,0.00346620450606586,0,0.240901213171577,0.00519930675909879,0,0.00346620450606586,0.00173310225303293,0,0,0,0.00346620450606586,0,0,0,0,0,0,0,0,0,0
113,1190,0.00190839694656489,0.00954198473282443,0.00763358778625954,0,0.25,0.00381679389312977,0.0190839694656489,0,0,0,0.00381679389312977,0,0.209923664122137,0.0114503816793893,0,0,0.00190839694656489,0.00572519083969466,0,0,0,0,0,0,0,0.00381679389312977,0.00381679389312977,0.00572519083969466,0.0248091603053435,0.0458015267175573,0.00572519083969466,0,0.133587786259542,0,0,0.00381679389312977,0.244274809160305,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1201,0,0.00571428571428571,0.0114285714285714,0.0114285714285714,0.222857142857143,0.00571428571428571,0.0114285714285714,0.00571428571428571,0,0,0,0.00380952380952381,0.186666666666667,0.0304761904761905,0,0.0019047619047619,0.00571428571428571,0,0.00380952380952381,0,0,0,0,0.00380952380952381,0,0.019047619047619,0.00380952380952381,0.00571428571428571,0.0114285714285714,0.0571428571428571,0.00380952380952381,0,0.112380952380952,0,0,0,0.255238095238095,0.00952380952380952,0,0,0,0,0,0,0.00761904761904762,0,0,0,0.0019047619047619,0,0,0,0.0019047619047619,0,0
117,1212,0,0.00368324125230203,0.00368324125230203,0.00552486187845304,0.283609576427256,0,0.00920810313075507,0,0,0,0.00368324125230203,0,0.173112338858195,0.00920810313075507,0.00368324125230203,0.00184162062615101,0.00552486187845304,0.00368324125230203,0,0,0,0.00184162062615101,0,0.00552486187845304,0,0.00368324125230203,0.00368324125230203,0.00184162062615101,0.0239410681399632,0.0552486187845304,0,0,0.151012891344383,0,0,0,0.239410681399632,0.00552486187845304,0.00184162062615101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1224,0,0.0109090909090909,0.0254545454545455,0,0.205454545454545,0.00909090909090909,0.0145454545454545,0.00181818181818182,0,0,0,0,0.183636363636364,0.0181818181818182,0.00909090909090909,0,0.00545454545454545,0,0,0,0,0,0,0.0109090909090909,0,0.00545454545454545,0.00363636363636364,0.00727272727272727,0.0236363636363636,0.0636363636363636,0.00545454545454545,0,0.136363636363636,0,0,0,0.243636363636364,0.0109090909090909,0,0.00363636363636364,0,0,0,0,0,0,0,0,0,0.00181818181818182,0,0,0,0,0
121,1235,0,0.00920810313075507,0.0110497237569061,0.00552486187845304,0.232044198895028,0.00368324125230203,0.0147329650092081,0.00552486187845304,0,0,0,0,0.224677716390424,0.00920810313075507,0.00368324125230203,0,0.00184162062615101,0,0.00736648250460405,0,0,0,0,0.00736648250460405,0,0.0110497237569061,0.00184162062615101,0.00920810313075507,0.0331491712707182,0.0478821362799263,0.00184162062615101,0,0.0920810313075506,0,0,0.00368324125230203,0.25414364640884,0.00368324125230203,0.00184162062615101,0,0,0,0,0,0.00368324125230203,0,0,0,0,0,0,0,0,0,0
