"sample.depths","sample.ages","Ambrosia.type","Asteraceae.undiff.","Cupressaceae","Cyperaceae","Nyssa","Pinus.subg..Pinus","Quercus","Apiaceae","Fraxinus","Poaceae","Artemisia","Ulmus","Populus","Amaranthaceae","Plantago","Alnus","Celtis","Salix","Herbs.undiff.","Corylus","Asteraceae.subf..Cichorioideae","Ericaceae","Cornus","Ephedra","Betula","Rhus","Ilex","Juglans","Castanea","Liliaceae","Onagraceae","Pinus.subg..Strobus","Malvaceae","Acer","Myrica","Picea","Ostrya.Carpinus","Tilia"
165,8163,0.0529100529100529,0.164021164021164,0,0.116402116402116,0.00529100529100529,0.0211640211640212,0.105820105820106,0.037037037037037,0.0105820105820106,0.423280423280423,0.0158730158730159,0,0.0158730158730159,0,0,0,0,0,0,0,0,0.0264550264550265,0.00529100529100529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,8506,0.0612244897959184,0.153061224489796,0,0.13265306122449,0.00510204081632653,0.0102040816326531,0.112244897959184,0.0459183673469388,0.0204081632653061,0.321428571428571,0.00510204081632653,0,0.0357142857142857,0,0,0.086734693877551,0,0,0,0,0,0,0,0,0.00510204081632653,0.00510204081632653,0,0,0,0,0,0,0,0,0,0,0,0
185,8848,0.0612244897959184,0.127551020408163,0,0.0459183673469388,0.0204081632653061,0.0357142857142857,0.122448979591837,0.214285714285714,0.00510204081632653,0.270408163265306,0.00510204081632653,0,0.0153061224489796,0.00510204081632653,0,0.0459183673469388,0,0,0,0,0.00510204081632653,0.0204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,9191,0.0555555555555556,0.121212121212121,0,0.0656565656565657,0.0303030303030303,0.0202020202020202,0.186868686868687,0.217171717171717,0.00505050505050505,0.207070707070707,0.0101010101010101,0,0.0101010101010101,0.0101010101010101,0,0,0,0.00505050505050505,0,0.0404040404040404,0,0,0,0,0,0,0.0101010101010101,0.00505050505050505,0,0,0,0,0,0,0,0,0,0
205,9533,0.03,0.04,0,0.04,0.01,0.015,0.095,0.025,0,0.095,0,0,0,0,0,0.64,0,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,9875,0.0251256281407035,0.0150753768844221,0,0.0201005025125628,0.0050251256281407,0.0050251256281407,0.0452261306532663,0.0100502512562814,0.0150753768844221,0.0251256281407035,0.0050251256281407,0,0,0,0,0.829145728643216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,10218,0.0404040404040404,0.095959595959596,0,0.121212121212121,0.0202020202020202,0.0202020202020202,0.166666666666667,0.0151515151515152,0.0303030303030303,0.136363636363636,0.00505050505050505,0,0.0151515151515152,0.0101010101010101,0,0.292929292929293,0,0.00505050505050505,0,0,0,0,0,0.00505050505050505,0,0,0.0202020202020202,0,0,0,0,0,0,0,0,0,0,0
235,10560,0.0812182741116751,0.0710659898477157,0,0.17258883248731,0.0050761421319797,0.0203045685279188,0.142131979695431,0.065989847715736,0.0558375634517767,0.0812182741116751,0,0.0101522842639594,0.0203045685279188,0.0101522842639594,0,0.203045685279188,0.0253807106598985,0,0,0,0,0,0,0,0.0253807106598985,0,0,0,0.0101522842639594,0,0,0,0,0,0,0,0,0
245,10903,0.142857142857143,0.36734693877551,0,0.076530612244898,0.00510204081632653,0.0153061224489796,0.0408163265306122,0.122448979591837,0.0153061224489796,0.112244897959184,0.0102040816326531,0.0102040816326531,0,0.0255102040816327,0,0.0102040816326531,0,0.0306122448979592,0,0,0,0,0,0.00510204081632653,0,0.00510204081632653,0,0,0,0.00510204081632653,0,0,0,0,0,0,0,0
255,11205,0.124352331606218,0.16580310880829,0,0.233160621761658,0.0155440414507772,0.0414507772020725,0.0569948186528497,0.103626943005181,0.0259067357512953,0.0621761658031088,0.0207253886010363,0.0259067357512953,0.0362694300518135,0.00518134715025907,0,0.0310880829015544,0.0103626943005181,0.00518134715025907,0,0,0,0,0,0,0.0103626943005181,0.0103626943005181,0,0,0,0.0103626943005181,0.00518134715025907,0,0,0,0,0,0,0
265,11506,0.122448979591837,0.127551020408163,0,0.0816326530612245,0.0153061224489796,0,0.0918367346938776,0.0918367346938776,0.0408163265306122,0.122448979591837,0.0153061224489796,0.0102040816326531,0.0102040816326531,0,0,0.112244897959184,0.0102040816326531,0.0306122448979592,0,0,0,0.0153061224489796,0,0,0,0.0153061224489796,0.0306122448979592,0,0,0,0,0.0561224489795918,0,0,0,0,0,0
275,11808,0.110552763819095,0.120603015075377,0,0.0653266331658292,0.0452261306532663,0,0.0804020100502513,0.14572864321608,0.0904522613065327,0.105527638190955,0,0,0,0.0050251256281407,0.0050251256281407,0.0653266331658292,0.0150753768844221,0.0100502512562814,0.0050251256281407,0,0,0,0,0,0.0402010050251256,0.0201005025125628,0,0,0,0,0,0.0703517587939698,0,0,0,0,0,0
285,12110,0.0954773869346734,0.0201005025125628,0.0301507537688442,0.0301507537688442,0,0,0.0100502512562814,0.0100502512562814,0.0301507537688442,0.105527638190955,0,0,0,0,0,0.64321608040201,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201005025125628,0,0,0,0,0,0
295,12411,0.0603015075376884,0.0753768844221105,0,0.0603015075376884,0,0,0.0804020100502513,0.0351758793969849,0.0452261306532663,0.0552763819095477,0,0,0.0050251256281407,0,0,0.492462311557789,0,0.0301507537688442,0.0100502512562814,0,0,0,0.0050251256281407,0,0.0100502512562814,0.0100502512562814,0,0,0.0050251256281407,0,0,0.0201005025125628,0,0,0,0,0,0
305,12713,0.111675126903553,0.101522842639594,0,0.0710659898477157,0.0050761421319797,0.0203045685279188,0.0304568527918782,0.0406091370558376,0.0558375634517767,0.17258883248731,0.0152284263959391,0,0.0152284263959391,0,0,0.309644670050761,0.0152284263959391,0.0050761421319797,0,0,0,0,0,0,0.0050761421319797,0.0203045685279188,0,0,0.0050761421319797,0,0,0,0,0,0,0,0,0
315,13015,0.0412371134020619,0.0463917525773196,0,0.0515463917525773,0.00515463917525773,0,0.0412371134020619,0,0.0206185567010309,0.0876288659793814,0,0,0.0103092783505155,0,0,0.572164948453608,0.056701030927835,0,0,0,0,0,0,0,0.00515463917525773,0.0618556701030928,0,0,0,0,0,0,0,0,0,0,0,0
325,13316,0.0355329949238579,0.0253807106598985,0,0.0253807106598985,0.0101522842639594,0.0203045685279188,0.0304568527918782,0.0050761421319797,0.0152284263959391,0.050761421319797,0,0,0.0050761421319797,0.0050761421319797,0,0.725888324873096,0,0.0050761421319797,0,0,0,0,0,0,0,0.0355329949238579,0,0.0050761421319797,0,0,0,0,0,0,0,0,0,0
335,13618,0.05,0.055,0,0.025,0.01,0.01,0.02,0,0.035,0.08,0.005,0.01,0,0.01,0,0.67,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
345,13920,0.0824742268041237,0.128865979381443,0,0,0.00515463917525773,0.0154639175257732,0.0206185567010309,0,0.00515463917525773,0.108247422680412,0.00515463917525773,0,0,0,0,0.56701030927835,0,0,0,0,0,0,0,0.00515463917525773,0,0,0,0,0,0,0.0360824742268041,0,0.0206185567010309,0,0,0,0,0
355,14221,0.122448979591837,0.112244897959184,0,0.0357142857142857,0,0.0306122448979592,0.0510204081632653,0,0.0306122448979592,0.086734693877551,0.0153061224489796,0.00510204081632653,0,0.00510204081632653,0,0.48469387755102,0,0,0,0,0,0,0,0,0.00510204081632653,0.0153061224489796,0,0,0,0,0,0,0,0,0,0,0,0
365,14523,0.153061224489796,0.0918367346938776,0,0,0.0204081632653061,0.0459183673469388,0.0357142857142857,0,0.00510204081632653,0.178571428571429,0.0153061224489796,0,0.0102040816326531,0.00510204081632653,0,0.36734693877551,0,0.0204081632653061,0,0,0,0,0,0,0,0.0102040816326531,0,0,0,0,0.0408163265306122,0,0,0,0,0,0,0
375,14825,0.103092783505155,0.077319587628866,0,0.0515463917525773,0,0.0154639175257732,0.0360824742268041,0.0206185567010309,0,0.211340206185567,0.0309278350515464,0,0,0.0103092783505155,0,0.417525773195876,0,0,0,0.00515463917525773,0,0,0,0,0,0.0206185567010309,0,0,0,0,0,0,0,0,0,0,0,0
385,15127,0.0927835051546392,0.097938144329897,0,0.0309278350515464,0,0.0154639175257732,0.0412371134020619,0.0154639175257732,0.0154639175257732,0.154639175257732,0.0257731958762887,0,0,0.0103092783505155,0,0.484536082474227,0,0.00515463917525773,0,0,0,0,0,0,0,0.0103092783505155,0,0,0,0,0,0,0,0,0,0,0,0
395,15428,0.0256410256410256,0.0564102564102564,0,0.0102564102564103,0,0,0.0256410256410256,0.00512820512820513,0,0.0307692307692308,0.0102564102564103,0,0,0,0,0.57948717948718,0,0.225641025641026,0,0,0,0.00512820512820513,0.00512820512820513,0,0,0.0205128205128205,0,0,0,0,0,0,0,0,0,0,0,0
405,15730,0.0251256281407035,0.0603015075376884,0,0.0251256281407035,0.0100502512562814,0.0050251256281407,0.0703517587939698,0.0050251256281407,0,0.085427135678392,0.0050251256281407,0,0.0201005025125628,0,0,0.63819095477387,0,0.0301507537688442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100502512562814,0.0050251256281407,0.0050251256281407,0,0,0
415,16032,0.0406091370558376,0.0761421319796954,0,0,0,0.0203045685279188,0,0.0050761421319797,0,0.101522842639594,0.0203045685279188,0.0050761421319797,0.0050761421319797,0,0,0.609137055837564,0.0304568527918782,0.0406091370558376,0.0203045685279188,0,0,0,0.0050761421319797,0,0,0.0152284263959391,0,0,0.0050761421319797,0,0,0,0,0,0,0,0,0
425,16333,0.137755102040816,0.0561224489795918,0,0.0255102040816327,0.0102040816326531,0.0255102040816327,0.142857142857143,0.0255102040816327,0,0.137755102040816,0.0306122448979592,0,0.0153061224489796,0,0,0.36734693877551,0,0.0153061224489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510204081632653,0.00510204081632653,0,0,0,0
435,16635,0.0703517587939698,0.100502512562814,0,0.0402010050251256,0,0.0050251256281407,0.0351758793969849,0.0050251256281407,0,0.0703517587939698,0.0251256281407035,0,0.0100502512562814,0.0201005025125628,0,0.582914572864322,0,0.0201005025125628,0,0.0050251256281407,0,0,0,0,0,0.0100502512562814,0,0,0,0,0,0,0,0,0,0,0,0
445,16937,0.21,0.135,0,0.03,0.005,0.03,0.12,0,0,0.16,0.03,0,0,0.005,0,0.245,0,0.01,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0.005,0.005,0,0
455,17191,0.0653266331658292,0.0402010050251256,0,0.0452261306532663,0,0.0301507537688442,0.0904522613065327,0.0100502512562814,0,0.0804020100502513,0.0150753768844221,0,0.0100502512562814,0.0100502512562814,0,0.532663316582915,0,0.0452261306532663,0,0.0050251256281407,0,0,0,0.0050251256281407,0,0,0,0,0.0050251256281407,0,0,0,0.0050251256281407,0,0,0,0.0050251256281407,0
465,17445,0.0945273631840796,0.0398009950248756,0,0,0,0.00497512437810945,0.0597014925373134,0.0199004975124378,0,0.0497512437810945,0.0447761194029851,0,0,0.00497512437810945,0,0.427860696517413,0,0.104477611940299,0.0895522388059701,0.0099502487562189,0,0.0099502487562189,0.0199004975124378,0,0,0.00497512437810945,0,0,0,0.0099502487562189,0,0,0,0,0.00497512437810945,0,0,0
475,17700,0.0829015544041451,0.10880829015544,0,0.0362694300518135,0,0.0414507772020725,0.10880829015544,0,0,0.113989637305699,0,0.0103626943005181,0,0,0,0.22279792746114,0,0.170984455958549,0,0.00518134715025907,0.00518134715025907,0,0.00518134715025907,0,0,0.0414507772020725,0,0.00518134715025907,0.0207253886010363,0,0,0,0,0,0.0207253886010363,0,0,0
485,17954,0.0561224489795918,0.0612244897959184,0,0.0459183673469388,0,0,0.0306122448979592,0.0153061224489796,0.0102040816326531,0.0408163265306122,0,0,0.0459183673469388,0,0,0.336734693877551,0.00510204081632653,0.0102040816326531,0.00510204081632653,0.0204081632653061,0,0.0306122448979592,0,0,0.0816326530612245,0.0153061224489796,0,0,0,0,0,0.00510204081632653,0,0,0.183673469387755,0,0,0
495,18208,0.076530612244898,0.0255102040816327,0,0.086734693877551,0.00510204081632653,0.0255102040816327,0.076530612244898,0.209183673469388,0.0204081632653061,0.127551020408163,0.0204081632653061,0,0,0,0.00510204081632653,0.255102040816327,0,0,0,0.00510204081632653,0,0.00510204081632653,0,0.00510204081632653,0.00510204081632653,0,0,0,0,0.00510204081632653,0,0,0,0,0.0357142857142857,0.00510204081632653,0,0
505,18463,0.123076923076923,0.0666666666666667,0,0.0615384615384615,0,0.0974358974358974,0.143589743589744,0,0,0.128205128205128,0.0153846153846154,0.0512820512820513,0.0153846153846154,0,0,0.235897435897436,0,0.00512820512820513,0,0.00512820512820513,0,0,0,0,0.00512820512820513,0,0.041025641025641,0,0,0,0,0,0,0,0,0.00512820512820513,0,0
515,NA,0.0904522613065327,0.0552763819095477,0,0.0603015075376884,0,0.0603015075376884,0.105527638190955,0.0100502512562814,0,0.170854271356784,0,0.0050251256281407,0.0100502512562814,0,0,0.376884422110553,0,0,0,0.0150753768844221,0,0.0050251256281407,0.0150753768844221,0,0,0,0,0,0.0050251256281407,0,0,0,0,0.0100502512562814,0,0,0,0.0050251256281407
525,NA,0.033175355450237,0.042654028436019,0,0.037914691943128,0,0.023696682464455,0.113744075829384,0,0,0.0663507109004739,0,0.014218009478673,0.004739336492891,0,0,0.62085308056872,0,0,0.014218009478673,0.014218009478673,0,0,0,0,0,0,0,0,0.009478672985782,0,0,0,0,0.004739336492891,0,0,0,0
535,NA,0.0606060606060606,0.121212121212121,0,0.156565656565657,0.0202020202020202,0.0757575757575758,0,0,0.0101010101010101,0.267676767676768,0,0,0.00505050505050505,0,0,0.111111111111111,0.0303030303030303,0.0505050505050505,0,0.0101010101010101,0,0.0151515151515152,0,0,0,0,0.00505050505050505,0,0.00505050505050505,0.00505050505050505,0,0,0,0.00505050505050505,0.00505050505050505,0.0151515151515152,0,0.0252525252525253
545,NA,0.0769230769230769,0,0,0.082051282051282,0.0205128205128205,0.0461538461538462,0.0358974358974359,0.0153846153846154,0,0.282051282051282,0.174358974358974,0,0.0102564102564103,0,0,0.2,0,0.0256410256410256,0.00512820512820513,0,0.00512820512820513,0,0,0,0,0,0.00512820512820513,0,0,0,0,0,0.00512820512820513,0,0,0.0102564102564103,0,0
