"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum.type","Alnus","Betula","Carya","Castanea","Celtis","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Juglans.cinerea","Juglans.nigra","Larix","Morus","Ostrya.Carpinus","Picea","Pinus","Platanus","Populus","Quercus","Salix","Sarcobatus.vermiculatus","Shepherdia.argentea","Shepherdia.canadensis","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiineae.undiff.","Cyperaceae","Humulus","Iva.annua.type","Iva.xanthifolia","Plantago","Poaceae.undiff.","Ranunculus.subg..Batrachium","Rosaceae.undiff.","Rumex","Sanguisorba","Thalictrum","Urtica","Xanthium","Zea.mays"
185,621,0.00166112956810631,0,0,0.0215946843853821,0.00332225913621262,0.0448504983388704,0.00664451827242525,0,0,0,0.0813953488372093,0,0.0149501661129568,0.0116279069767442,0.00332225913621262,0,0.0315614617940199,0,0.0149501661129568,0.00332225913621262,0.134551495016611,0.00332225913621262,0,0.0897009966777409,0,0,0,0,0.00830564784053156,0.0431893687707641,0.0232558139534884,0,0.00332225913621262,0,0.00166112956810631,0,0,0,0,0.448504983388704,0,0,0,0,0.00498338870431894,0,0,0,0,0,0,0,0
205,690,0,0,0.00210970464135021,0.0379746835443038,0.00421940928270042,0.0864978902953586,0.0147679324894515,0,0,0,0.0527426160337553,0,0.0738396624472574,0.0253164556962025,0.0126582278481013,0.00210970464135021,0.0337552742616034,0,0.040084388185654,0,0.080168776371308,0.00210970464135021,0,0.122362869198312,0.00210970464135021,0,0,0,0.00421940928270042,0.0274261603375527,0.0527426160337553,0,0.00843881856540084,0,0,0,0,0,0.00210970464135021,0.30168776371308,0,0,0,0,0.00632911392405063,0,0.00421940928270042,0,0,0,0,0,0
220,742,0,0,0,0.0478359908883827,0,0.125284738041002,0.020501138952164,0,0,0.00227790432801822,0.0546697038724374,0,0.0523917995444191,0.0341685649202733,0.00683371298405467,0.00227790432801822,0.0432801822323462,0,0.0569476082004556,0,0.0592255125284738,0.00227790432801822,0.00227790432801822,0.120728929384966,0.00911161731207289,0,0,0,0.00455580865603645,0.0227790432801822,0.0501138952164009,0.00455580865603645,0.0136674259681093,0,0,0.00227790432801822,0,0,0,0.255125284738041,0,0,0,0,0.00227790432801822,0,0,0,0,0.00455580865603645,0,0,0
240,812,0,0,0,0.0583333333333333,0.00416666666666667,0.0770833333333333,0.00833333333333333,0,0,0,0.0541666666666667,0.00208333333333333,0.0729166666666667,0.0291666666666667,0.00208333333333333,0,0.0541666666666667,0,0.05625,0.00208333333333333,0.0729166666666667,0.00416666666666667,0,0.1125,0.00833333333333333,0,0,0,0.0229166666666667,0.0375,0.05625,0,0.00625,0,0.00208333333333333,0.00625,0,0,0,0.24375,0,0,0,0,0.00416666666666667,0,0,0,0,0.00208333333333333,0,0,0
260,881,0,0,0,0.0653950953678474,0.00544959128065395,0.119891008174387,0.00817438692098093,0,0,0,0.0190735694822888,0,0.152588555858311,0.0463215258855586,0.00272479564032698,0,0.100817438692098,0,0.0735694822888283,0.00272479564032698,0.0735694822888283,0,0,0.0735694822888283,0.00544959128065395,0,0,0,0.0354223433242507,0.0517711171662125,0.0653950953678474,0,0,0,0,0.00272479564032698,0,0,0,0.0926430517711172,0,0,0,0,0.00272479564032698,0,0,0,0,0,0,0,0
280,951,0,0,0.0105263157894737,0.0421052631578947,0.00350877192982456,0.150877192982456,0.0245614035087719,0,0,0,0.0105263157894737,0,0.150877192982456,0.0631578947368421,0.0210526315789474,0,0.0350877192982456,0,0.0456140350877193,0,0.0491228070175439,0,0,0.0421052631578947,0.0140350877192982,0,0,0,0.0280701754385965,0.0175438596491228,0.087719298245614,0,0,0,0,0.00350877192982456,0,0,0,0.196491228070175,0,0,0,0,0.00350877192982456,0,0,0,0,0,0,0,0
300,1020,0,0,0,0.092391304347826,0.00271739130434783,0.127717391304348,0.0190217391304348,0,0,0,0.0244565217391304,0,0.10054347826087,0.0434782608695652,0.00815217391304348,0,0.0706521739130435,0,0.0380434782608696,0,0.0652173913043478,0,0.00271739130434783,0.0869565217391304,0,0,0,0,0.0217391304347826,0.0217391304347826,0.0597826086956522,0,0,0.00271739130434783,0.00543478260869565,0,0,0,0,0.195652173913043,0,0,0,0,0.00815217391304348,0.00271739130434783,0,0,0,0,0,0,0
320,1089,0,0,0,0.0656779661016949,0,0.165254237288136,0.0148305084745763,0,0,0,0.00847457627118644,0,0.101694915254237,0.0254237288135593,0.0148305084745763,0,0.0211864406779661,0,0.0254237288135593,0,0.0360169491525424,0,0,0.0995762711864407,0,0,0,0,0.0296610169491525,0.0148305084745763,0.0572033898305085,0,0.00423728813559322,0,0,0,0,0,0,0.313559322033898,0,0,0,0,0.00211864406779661,0,0,0,0,0,0,0,0
340,1159,0,0,0,0.0765171503957784,0,0.110817941952507,0.0237467018469657,0,0,0,0.0158311345646438,0,0.192612137203166,0.0237467018469657,0.029023746701847,0,0.0184696569920844,0,0.0079155672823219,0,0.0554089709762533,0.00527704485488127,0,0.0738786279683377,0.00263852242744063,0,0,0,0.0158311345646438,0.0158311345646438,0.105540897097625,0.00263852242744063,0,0,0,0,0,0,0.00263852242744063,0.221635883905013,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1228,0,0.0031055900621118,0,0.0807453416149068,0.0031055900621118,0.12111801242236,0.0217391304347826,0,0,0,0.0062111801242236,0,0.12111801242236,0.0341614906832298,0.0031055900621118,0,0.0248447204968944,0,0.124223602484472,0.0031055900621118,0.0434782608695652,0,0.0062111801242236,0.093167701863354,0,0,0,0,0.031055900621118,0.0341614906832298,0.0869565217391304,0,0.0031055900621118,0,0.0031055900621118,0,0,0,0,0.142857142857143,0,0,0,0,0.0093167701863354,0,0,0,0,0,0,0,0
380,1298,0,0,0,0.0814814814814815,0.0037037037037037,0.118518518518519,0.00740740740740741,0,0,0,0.0111111111111111,0,0.107407407407407,0.0333333333333333,0.0111111111111111,0,0.0296296296296296,0,0.0222222222222222,0,0.0666666666666667,0,0,0.0814814814814815,0,0,0,0,0.0111111111111111,0.0555555555555556,0.0851851851851852,0,0,0,0.0037037037037037,0.0037037037037037,0,0,0,0.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1367,0,0,0.00251889168765743,0.0453400503778338,0,0.10831234256927,0.0100755667506297,0,0,0,0.0151133501259446,0,0.0806045340050378,0.0654911838790932,0.0100755667506297,0,0.0201511335012594,0,0.0277078085642317,0,0.0201511335012594,0,0,0.0428211586901763,0,0,0,0,0.0201511335012594,0.0579345088161209,0.10831234256927,0,0,0,0,0.00251889168765743,0,0,0,0.36272040302267,0,0,0,0,0,0,0,0,0,0,0,0,0
420,1436,0,0,0.0029673590504451,0.0593471810089021,0.00890207715133531,0.121661721068249,0,0,0,0,0,0,0.142433234421365,0.0504451038575668,0.00593471810089021,0,0.0326409495548961,0,0.0118694362017804,0,0.103857566765579,0,0,0.178041543026706,0,0,0,0,0.0237388724035608,0.0949554896142433,0.13353115727003,0,0.00593471810089021,0,0,0,0,0,0,0.0237388724035608,0,0,0,0,0,0,0,0,0,0,0,0,0
440,1506,0,0,0,0.0403458213256484,0.00576368876080692,0.219020172910663,0.0144092219020173,0,0,0.00288184438040346,0.031700288184438,0,0.181556195965418,0.0115273775216138,0.00288184438040346,0,0.0403458213256484,0,0.0432276657060519,0,0.0461095100864553,0.00576368876080692,0,0.112391930835735,0,0,0,0,0.0144092219020173,0.0662824207492795,0.121037463976945,0,0,0,0,0.00576368876080692,0,0,0,0.031700288184438,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0
460,1575,0,0,0,0.0704960835509138,0.00522193211488251,0.117493472584856,0.010443864229765,0,0,0,0.0130548302872063,0,0.190600522193211,0.0182767624020888,0.00783289817232376,0,0.0417754569190601,0,0.0234986945169713,0.00261096605744125,0.0704960835509138,0.00261096605744125,0,0.12532637075718,0,0,0,0,0.010443864229765,0.0835509138381201,0.0757180156657963,0,0.00783289817232376,0,0,0.00261096605744125,0,0,0,0.114882506527415,0,0,0,0,0.00261096605744125,0.00261096605744125,0,0,0,0,0,0,0
480,1645,0,0,0,0.109195402298851,0.00862068965517241,0.114942528735632,0,0,0,0,0.014367816091954,0,0.198275862068966,0.0114942528735632,0,0.00574712643678161,0.0459770114942529,0,0.028735632183908,0.00574712643678161,0.0660919540229885,0,0,0.10632183908046,0.0229885057471264,0,0,0,0.0201149425287356,0.0344827586206897,0.0919540229885057,0,0,0,0.00862068965517241,0,0,0,0,0.10632183908046,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1714,0,0,0,0.0694736842105263,0.00631578947368421,0.0336842105263158,0.0126315789473684,0,0,0,0.0315789473684211,0,0.132631578947368,0.0568421052631579,0.00421052631578947,0,0.0147368421052632,0,0.0505263157894737,0,0.0463157894736842,0.00421052631578947,0,0.147368421052632,0.00210526315789474,0,0,0,0.0189473684210526,0.0252631578947368,0.0652631578947368,0,0.00210526315789474,0,0,0.00210526315789474,0,0,0,0.265263157894737,0,0.00210526315789474,0,0,0.00210526315789474,0,0,0,0,0.00421052631578947,0,0,0
520,1783,0,0,0,0.13905325443787,0.00591715976331361,0.0739644970414201,0.0118343195266272,0,0,0,0.0177514792899408,0,0.144970414201183,0.0562130177514793,0.0236686390532544,0,0.0236686390532544,0,0.0739644970414201,0,0.0591715976331361,0.0029585798816568,0,0.0946745562130177,0,0,0,0,0.0355029585798817,0.0325443786982249,0.0976331360946746,0,0,0,0,0.00591715976331361,0,0,0,0.100591715976331,0,0,0,0,0,0,0,0,0,0,0,0,0
540,1853,0,0,0,0.0344827586206897,0.0028735632183908,0.155172413793103,0.014367816091954,0,0,0,0.00574712643678161,0,0.201149425287356,0.0488505747126437,0.014367816091954,0,0.0229885057471264,0,0.0373563218390805,0,0.100574712643678,0,0,0.0862068965517241,0.0028735632183908,0,0,0,0.0316091954022989,0.0373563218390805,0.0948275862068965,0,0.00574712643678161,0.0028735632183908,0,0.0028735632183908,0,0,0,0.0977011494252874,0,0,0,0,0,0,0,0,0,0,0,0,0
560,1922,0,0,0,0.142480211081794,0.00527704485488127,0.0633245382585752,0,0,0,0,0.0237467018469657,0,0.261213720316623,0.0474934036939314,0,0,0.0158311345646438,0,0.0369393139841689,0.00263852242744063,0.0343007915567282,0.00263852242744063,0,0.0369393139841689,0,0,0,0,0.0105540897097625,0.0395778364116095,0.0712401055408971,0,0.00263852242744063,0,0,0,0,0,0,0.200527704485488,0,0,0,0,0,0,0,0,0,0.00263852242744063,0,0,0
580,1992,0,0,0.00313479623824451,0.0407523510971787,0.00313479623824451,0.0752351097178683,0.0156739811912226,0,0,0.00313479623824451,0.0156739811912226,0,0.244514106583072,0.0282131661442006,0.0125391849529781,0,0.0188087774294671,0,0.0282131661442006,0,0.0501567398119122,0,0,0.0877742946708464,0.00313479623824451,0,0,0,0.0156739811912226,0.0376175548589342,0.206896551724138,0,0,0,0,0,0,0,0,0.106583072100313,0,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0
600,2061,0,0,0,0.0669856459330144,0.00478468899521531,0.110047846889952,0.0334928229665072,0,0,0,0.0382775119617225,0,0.258373205741627,0.0239234449760766,0.0143540669856459,0,0.0287081339712919,0,0.0478468899521531,0,0.062200956937799,0,0.00956937799043062,0.0717703349282297,0,0,0,0,0.0287081339712919,0.0430622009569378,0.124401913875598,0,0,0,0,0,0,0,0,0.0239234449760766,0,0,0,0,0.00478468899521531,0,0,0,0,0.00478468899521531,0,0,0
610,2096,0,0,0,0.055045871559633,0.00458715596330275,0.13302752293578,0.0321100917431193,0.00458715596330275,0,0,0.0321100917431193,0,0.215596330275229,0.0596330275229358,0.0275229357798165,0,0,0,0.036697247706422,0,0.0596330275229358,0,0,0.0596330275229358,0,0,0,0,0.0458715596330275,0.036697247706422,0.119266055045872,0,0,0,0,0,0,0,0.00458715596330275,0.073394495412844,0,0,0,0,0,0,0,0,0,0,0,0,0
620,2130,0,0,0,0.0829493087557604,0,0.101382488479263,0.0276497695852535,0,0,0,0.087557603686636,0,0.165898617511521,0.0460829493087558,0.0184331797235023,0,0.0368663594470046,0,0.0184331797235023,0,0.0599078341013825,0,0.00921658986175115,0.087557603686636,0,0,0,0,0.0138248847926267,0.0691244239631336,0.0967741935483871,0,0,0,0.00460829493087558,0.00460829493087558,0,0,0.00460829493087558,0.0599078341013825,0,0,0,0,0,0,0,0,0,0,0.00460829493087558,0,0
630,2165,0,0,0,0.0476190476190476,0.00476190476190476,0.171428571428571,0.019047619047619,0.00476190476190476,0,0,0.0571428571428571,0,0.242857142857143,0.0333333333333333,0.0142857142857143,0,0.00952380952380952,0,0.0333333333333333,0,0.0523809523809524,0,0,0.0904761904761905,0,0.00476190476190476,0,0,0.0285714285714286,0.0428571428571429,0.10952380952381,0,0,0,0,0,0,0,0,0.0238095238095238,0,0,0,0,0.00952380952380952,0,0,0,0,0,0,0,0
640,2200,0.00469483568075117,0,0,0.107981220657277,0,0.140845070422535,0.0187793427230047,0,0,0,0.028169014084507,0,0.248826291079812,0.0704225352112676,0.0187793427230047,0,0.00938967136150235,0,0.0469483568075117,0,0.0563380281690141,0,0,0.0516431924882629,0,0,0,0,0.0140845070422535,0.0422535211267606,0.0845070422535211,0,0.00938967136150235,0,0,0.00469483568075117,0,0,0,0.0422535211267606,0,0,0,0,0,0,0,0,0,0,0,0,0
660,2269,0,0,0,0.0683760683760684,0,0.136752136752137,0.0128205128205128,0,0,0,0.0128205128205128,0,0.158119658119658,0.0854700854700855,0.0170940170940171,0,0.047008547008547,0,0.0299145299145299,0,0.0256410256410256,0,0,0.0811965811965812,0,0,0,0,0.0213675213675214,0.0170940170940171,0.102564102564103,0,0,0,0,0,0,0,0,0.170940170940171,0,0,0,0,0.00854700854700855,0,0,0,0,0.00427350427350427,0,0,0
680,2339,0,0,0,0.0702247191011236,0.00842696629213483,0.117977528089888,0.0224719101123595,0.00280898876404494,0,0,0.050561797752809,0,0.157303370786517,0.050561797752809,0.00842696629213483,0,0.0252808988764045,0,0.0421348314606742,0.00280898876404494,0.047752808988764,0.00842696629213483,0,0.0449438202247191,0.00561797752808989,0,0,0,0.0337078651685393,0.0308988764044944,0.123595505617978,0,0.00280898876404494,0,0.00561797752808989,0,0,0,0,0.134831460674157,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0
700,2408,0,0,0,0.104265402843602,0.0165876777251185,0.132701421800948,0.033175355450237,0,0,0,0.009478672985782,0,0.116113744075829,0.0616113744075829,0.028436018957346,0,0.009478672985782,0,0.037914691943128,0,0.0260663507109005,0.0023696682464455,0,0.0900473933649289,0.009478672985782,0,0,0,0.0260663507109005,0.018957345971564,0.218009478672986,0,0.0023696682464455,0,0,0,0,0,0,0.0497630331753555,0,0,0,0,0.00710900473933649,0,0,0,0,0,0,0,0
720,2477,0,0,0,0.154320987654321,0,0.0679012345679012,0.00925925925925926,0,0.00308641975308642,0,0.00617283950617284,0,0.407407407407407,0.0154320987654321,0,0,0.0123456790123457,0,0.0432098765432099,0.00308641975308642,0.0339506172839506,0.00617283950617284,0,0.0462962962962963,0,0,0,0,0.00925925925925926,0.00308641975308642,0.132716049382716,0,0,0,0,0,0,0,0,0.0401234567901235,0,0,0.00308641975308642,0,0.00308641975308642,0,0,0,0,0,0,0,0
740,2547,0,0,0,0.097130242825607,0,0.194260485651214,0.00662251655629139,0,0,0.00441501103752759,0.0309050772626932,0,0.183222958057395,0.0838852097130243,0.0154525386313466,0,0.0242825607064018,0,0.0264900662251656,0.00441501103752759,0.033112582781457,0.00662251655629139,0,0.0640176600441501,0,0,0,0,0.022075055187638,0.0485651214128035,0.0860927152317881,0,0.00441501103752759,0,0,0.0022075055187638,0,0,0,0.0596026490066225,0,0,0,0,0.0022075055187638,0,0,0,0,0,0,0,0
760,2616,0.00301204819277108,0,0.0271084337349398,0.102409638554217,0,0.0753012048192771,0.0210843373493976,0,0,0,0.0120481927710843,0,0.355421686746988,0.0301204819277108,0.0240963855421687,0,0.0180722891566265,0,0.0451807228915663,0,0.0542168674698795,0.0150602409638554,0,0.0572289156626506,0,0,0,0,0.0210843373493976,0.0120481927710843,0.0572289156626506,0,0,0,0,0,0,0,0,0.0602409638554217,0,0,0,0,0.00602409638554217,0.00301204819277108,0,0,0,0,0,0,0
780,2686,0,0,0,0.0688622754491018,0.0029940119760479,0.095808383233533,0.0269461077844311,0,0,0,0.0119760479041916,0,0.18562874251497,0.0718562874251497,0.0149700598802395,0.0029940119760479,0.0119760479041916,0.0029940119760479,0.0119760479041916,0,0.0778443113772455,0.00898203592814371,0,0.12874251497006,0,0.0029940119760479,0,0,0.0209580838323353,0.0209580838323353,0.161676646706587,0,0.0029940119760479,0,0,0,0,0,0,0.0598802395209581,0,0,0,0,0.0029940119760479,0,0,0,0,0.0029940119760479,0,0,0
800,2755,0,0,0,0.063063063063063,0,0.13963963963964,0.027027027027027,0,0,0,0.0315315315315315,0,0.234234234234234,0.045045045045045,0.0045045045045045,0,0.0495495495495495,0,0.0585585585585586,0,0.0405405405405405,0,0.0045045045045045,0.0585585585585586,0,0.0045045045045045,0,0,0.018018018018018,0.009009009009009,0.117117117117117,0,0,0,0.009009009009009,0,0,0,0,0.0810810810810811,0,0,0,0,0.0045045045045045,0,0,0,0,0,0,0,0
820,2824,0,0,0,0.158119658119658,0.00427350427350427,0.128205128205128,0.00854700854700855,0.00427350427350427,0,0,0.0427350427350427,0,0.0811965811965812,0.0341880341880342,0,0,0,0,0.0555555555555556,0.00427350427350427,0.0427350427350427,0,0,0.192307692307692,0,0,0,0,0.00427350427350427,0.0555555555555556,0.0427350427350427,0,0.00427350427350427,0,0.00427350427350427,0,0,0,0.00427350427350427,0.128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0
830,2859,0,0,0,0.0972222222222222,0,0.0972222222222222,0.0416666666666667,0,0,0,0.115740740740741,0,0.087962962962963,0.0416666666666667,0.0185185185185185,0,0,0,0.138888888888889,0,0.0509259259259259,0,0,0.0833333333333333,0,0,0,0,0,0.037037037037037,0.115740740740741,0,0.00462962962962963,0,0,0,0,0,0,0.0694444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0
840,2894,0.00483091787439614,0,0,0.072463768115942,0,0.115942028985507,0.072463768115942,0.00483091787439614,0,0,0.0434782608695652,0,0.193236714975845,0.0579710144927536,0.0193236714975845,0,0.0144927536231884,0,0.0434782608695652,0,0.0531400966183575,0,0,0.120772946859903,0,0,0,0,0.0483091787439614,0.0144927536231884,0.0869565217391304,0,0.00966183574879227,0,0,0.00966183574879227,0,0,0,0.00966183574879227,0,0,0,0,0.00483091787439614,0,0,0,0,0,0,0,0
850,2928,0,0,0,0.0483091787439614,0,0.140096618357488,0.0434782608695652,0,0,0,0.0386473429951691,0,0.193236714975845,0.0241545893719807,0.00966183574879227,0,0.00483091787439614,0,0.0676328502415459,0.00483091787439614,0.0579710144927536,0,0,0.120772946859903,0,0,0,0,0.0386473429951691,0.0289855072463768,0.144927536231884,0,0,0,0.0144927536231884,0,0,0,0.00483091787439614,0.00966183574879227,0,0,0,0,0.00483091787439614,0,0,0,0,0,0,0,0
855,2946,0,0,0,0.0637254901960784,0.00490196078431373,0.25,0.0392156862745098,0,0,0,0.0441176470588235,0,0.127450980392157,0.0392156862745098,0.0392156862745098,0,0.00490196078431373,0,0.0392156862745098,0,0.0294117647058824,0,0,0.132352941176471,0,0,0,0,0.0686274509803922,0.0147058823529412,0.088235294117647,0,0,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0
857,2953,0,0,0,0.0895522388059701,0,0.203980099502488,0.0199004975124378,0,0,0,0.0398009950248756,0,0.194029850746269,0.0348258706467662,0.0248756218905473,0,0.0099502487562189,0,0.0199004975124378,0,0.0447761194029851,0,0,0.0945273631840796,0,0,0,0,0.0348258706467662,0.0696517412935323,0.114427860696517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0
860,2963,0,0,0,0.0669856459330144,0,0.15311004784689,0.0239234449760766,0,0,0,0.0717703349282297,0,0.23444976076555,0.0526315789473684,0.0143540669856459,0,0.0143540669856459,0,0.0430622009569378,0,0.0574162679425837,0,0,0.0382775119617225,0.0191387559808612,0,0,0,0.0239234449760766,0.0861244019138756,0.076555023923445,0,0,0,0,0,0,0,0,0.0191387559808612,0,0,0,0,0.00478468899521531,0,0,0,0,0,0,0,0
865,2980,0,0,0,0.0964467005076142,0,0.157360406091371,0.0203045685279188,0,0,0,0.0253807106598985,0,0.187817258883249,0.0761421319796954,0.0152284263959391,0,0.0050761421319797,0,0.0304568527918782,0.0050761421319797,0.0812182741116751,0,0,0.0913705583756345,0,0,0,0,0.0152284263959391,0.0710659898477157,0.0862944162436548,0,0.0050761421319797,0,0.0101522842639594,0,0,0,0,0.0152284263959391,0,0,0,0,0.0050761421319797,0,0,0,0,0,0,0,0
