"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Corylus","Cyperaceae","Fagus","Larix","Ostrya.Carpinus","Picea","Quercus","Tsuga","Ulmus","Alnus","Acer","Pinus","Poaceae","Platanus","Salix","Tilia","Fraxinus","Populus","Polygonum","Asteraceae.undiff.","Juglans","Myrica","Abies","Ericaceae","Cornus","Rosaceae","Thalictrum","Lamiaceae","Cephalanthus","Rhamnaceae.Vitaceae","Sarcobatus.vermiculatus","Fabaceae","Saxifragaceae","Caryophyllaceae","Urtica.type","Galium"
61,842,0.00578034682080925,0.00289017341040462,0.0578034682080925,0,0,0.00578034682080925,0.00289017341040462,0.106936416184971,0.00289017341040462,0.00578034682080925,0.00289017341040462,0.0606936416184971,0.210982658959538,0.0491329479768786,0.00289017341040462,0.0433526011560694,0.433526011560694,0,0,0,0,0,0,0,0,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,885,0.00557620817843866,0.00743494423791822,0.115241635687732,0.00557620817843866,0,0.00557620817843866,0,0.070631970260223,0,0.0111524163568773,0,0.070631970260223,0.224907063197026,0.0427509293680297,0.0130111524163569,0.0557620817843866,0.364312267657993,0.00185873605947955,0,0,0,0.00185873605947955,0,0,0.00185873605947955,0,0,0.00185873605947955,0,0,0,0,0,0,0,0,0,0,0,0,0
81,921,0.00594059405940594,0,0.134653465346535,0.00396039603960396,0,0.00198019801980198,0,0.0693069306930693,0.00396039603960396,0.00594059405940594,0,0.0752475247524752,0.223762376237624,0.0415841584158416,0.00594059405940594,0.0792079207920792,0.338613861386139,0.00198019801980198,0,0,0.00396039603960396,0.00198019801980198,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,980,0,0.00549450549450549,0.0714285714285714,0,0.00274725274725275,0.0137362637362637,0,0.0879120879120879,0,0.021978021978022,0.00274725274725275,0.0631868131868132,0.269230769230769,0.0137362637362637,0.010989010989011,0.0521978021978022,0.354395604395604,0,0,0.00274725274725275,0.00824175824175824,0.0137362637362637,0.00274725274725275,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0
106,1019,0.00374531835205993,0,0.0636704119850187,0.00374531835205993,0,0.00374531835205993,0,0.127340823970037,0.00749063670411985,0,0,0.0449438202247191,0.310861423220974,0.0112359550561798,0.0149812734082397,0.0898876404494382,0.288389513108614,0.00374531835205993,0,0,0,0.0112359550561798,0.0112359550561798,0,0,0.00374531835205993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1058,0.00415800415800416,0,0.0831600831600832,0.00623700623700624,0.00415800415800416,0.00623700623700624,0.00207900207900208,0.133056133056133,0.00415800415800416,0.0166320166320166,0.00207900207900208,0.0644490644490645,0.330561330561331,0.00415800415800416,0.0103950103950104,0.051975051975052,0.241164241164241,0,0,0.00207900207900208,0.00415800415800416,0.0166320166320166,0.00207900207900208,0,0,0,0,0,0.0103950103950104,0,0,0,0,0,0,0,0,0,0,0,0
126,1133,0.00256410256410256,0.0102564102564103,0.0769230769230769,0,0,0.00256410256410256,0.00256410256410256,0.125641025641026,0,0.00256410256410256,0,0.058974358974359,0.384615384615385,0.0307692307692308,0.00769230769230769,0.0256410256410256,0.256410256410256,0.00256410256410256,0,0,0,0.00512820512820513,0,0,0,0,0,0,0,0,0,0.00256410256410256,0.00256410256410256,0,0,0,0,0,0,0,0
136,1314,0.0022075055187638,0.00441501103752759,0.0551876379690949,0.0022075055187638,0.0022075055187638,0.00883002207505519,0.0022075055187638,0.0860927152317881,0.0022075055187638,0.00662251655629139,0.0022075055187638,0.0551876379690949,0.282560706401766,0.022075055187638,0.0132450331125828,0.0529801324503311,0.384105960264901,0,0,0,0.0022075055187638,0.0022075055187638,0.0022075055187638,0,0.0022075055187638,0.0022075055187638,0,0,0.0022075055187638,0.0022075055187638,0,0,0,0,0,0,0,0,0,0,0
146,1496,0,0.0027027027027027,0.0378378378378378,0,0,0.00810810810810811,0.0027027027027027,0.0810810810810811,0.0027027027027027,0.0108108108108108,0,0.0810810810810811,0.254054054054054,0.0297297297297297,0.0108108108108108,0.0594594594594595,0.413513513513514,0.0027027027027027,0,0,0,0,0,0,0,0,0,0.0027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1677,0.00664451827242525,0,0.0631229235880399,0.00664451827242525,0,0.0166112956810631,0,0.0930232558139535,0.0199335548172757,0.00996677740863787,0,0.0730897009966777,0.169435215946844,0.0564784053156146,0.0232558139534884,0.0697674418604651,0.338870431893688,0.00332225913621262,0,0.00332225913621262,0.00332225913621262,0.0199335548172757,0,0,0,0.00332225913621262,0.00664451827242525,0,0,0,0.00332225913621262,0,0,0.00996677740863787,0,0,0,0,0,0,0
161,1768,0.00847457627118644,0.00564971751412429,0.0649717514124294,0.00282485875706215,0,0.00282485875706215,0,0.124293785310734,0.00847457627118644,0.00847457627118644,0.00282485875706215,0.0508474576271186,0.259887005649718,0.0225988700564972,0.00564971751412429,0.0395480225988701,0.364406779661017,0.00282485875706215,0,0,0.00847457627118644,0.00847457627118644,0.00564971751412429,0,0,0,0,0,0,0,0,0,0,0,0.00282485875706215,0,0,0,0,0,0
166,1859,0.00399201596806387,0.00199600798403194,0.0678642714570858,0.00598802395209581,0,0,0.00199600798403194,0.129740518962076,0.0119760479041916,0.00598802395209581,0.00199600798403194,0.063872255489022,0.25748502994012,0.0339321357285429,0.00399201596806387,0.0479041916167665,0.349301397205589,0,0,0,0.00199600798403194,0.00199600798403194,0.00199600798403194,0,0,0.00199600798403194,0.00199600798403194,0,0,0,0.00199600798403194,0,0,0,0,0,0,0,0,0,0
175,2022,0.00549450549450549,0.00274725274725275,0.0412087912087912,0.00274725274725275,0,0.00549450549450549,0,0.098901098901099,0,0.00549450549450549,0.00824175824175824,0.0384615384615385,0.217032967032967,0.0192307692307692,0.00549450549450549,0.043956043956044,0.472527472527473,0.00274725274725275,0,0,0.010989010989011,0.0137362637362637,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0
183,2167,0.0036231884057971,0.0072463768115942,0.0489130434782609,0.00543478260869565,0.00181159420289855,0.0036231884057971,0,0.088768115942029,0.00543478260869565,0.0072463768115942,0.00543478260869565,0.0597826086956522,0.11231884057971,0.0126811594202899,0.0144927536231884,0.0416666666666667,0.548913043478261,0,0,0.00181159420289855,0.0036231884057971,0.0199275362318841,0,0,0,0.00181159420289855,0.00181159420289855,0,0,0,0,0,0.00181159420289855,0,0,0.00181159420289855,0,0,0,0,0
193,2349,0.00306278713629403,0.00612557427258806,0.0459418070444104,0.00153139356814701,0,0.00459418070444104,0.00153139356814701,0.0643185298621746,0.00306278713629403,0,0,0.0459418070444104,0.11791730474732,0.0107197549770291,0.00459418070444104,0.0214395099540582,0.649310872894334,0.00459418070444104,0,0.00153139356814701,0.00306278713629403,0.00765696784073507,0,0,0,0.00153139356814701,0,0,0,0,0,0,0,0,0,0,0.00153139356814701,0,0,0,0
203,2530,0.0135922330097087,0.0116504854368932,0.054368932038835,0.00194174757281553,0,0.00776699029126214,0,0.0640776699029126,0.00776699029126214,0.0116504854368932,0.0058252427184466,0.0776699029126214,0.112621359223301,0.0310679611650485,0.0058252427184466,0.029126213592233,0.551456310679612,0,0,0,0.00388349514563107,0.0058252427184466,0,0,0.00194174757281553,0,0,0,0,0,0,0,0,0,0.00194174757281553,0,0,0,0,0,0
213,2695,0,0,0.0381165919282511,0.00224215246636771,0,0.00448430493273543,0.00224215246636771,0.0426008968609865,0.00448430493273543,0.00896860986547085,0.00896860986547085,0.0426008968609865,0.114349775784753,0.0179372197309417,0.00224215246636771,0.0426008968609865,0.661434977578475,0,0,0,0.00224215246636771,0.00448430493273543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,2777,0.00257731958762887,0,0.0515463917525773,0.0077319587628866,0,0,0,0.103092783505155,0.00257731958762887,0.00515463917525773,0,0.0644329896907216,0.095360824742268,0.0103092783505155,0.00257731958762887,0.0360824742268041,0.595360824742268,0,0,0.00257731958762887,0.00515463917525773,0.0103092783505155,0.00515463917525773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,2860,0,0.0026525198938992,0.0344827586206897,0,0.0026525198938992,0.0026525198938992,0,0.0344827586206897,0.0026525198938992,0.013262599469496,0.00530503978779841,0.0477453580901857,0.0981432360742706,0.026525198938992,0.00795755968169761,0.026525198938992,0.673740053050398,0.0026525198938992,0,0.0026525198938992,0.00795755968169761,0,0,0,0,0.0026525198938992,0.0026525198938992,0,0,0,0,0,0,0,0.0026525198938992,0,0,0,0,0,0
228,2942,0.00586510263929619,0.00733137829912024,0.0381231671554252,0.00439882697947214,0.00439882697947214,0.00439882697947214,0,0.0586510263929619,0,0.00586510263929619,0,0.0381231671554252,0.064516129032258,0.00879765395894428,0.0190615835777126,0.0249266862170088,0.705278592375367,0.00586510263929619,0,0,0,0.00146627565982405,0.00146627565982405,0,0,0.00146627565982405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,3025,0.00601684717208183,0.00481347773766546,0.0324909747292419,0.00120336943441637,0.00120336943441637,0.00120336943441637,0,0.0577617328519856,0.00240673886883273,0.0108303249097473,0.00240673886883273,0.0469314079422383,0.0938628158844765,0.0156438026474128,0.0036101083032491,0.022864019253911,0.681107099879663,0,0,0.00120336943441637,0.0036101083032491,0.0072202166064982,0,0,0,0.00120336943441637,0,0,0,0,0,0,0,0,0,0,0.00120336943441637,0.00120336943441637,0,0,0
238,3107,0.00808080808080808,0.00404040404040404,0.0343434343434343,0.00404040404040404,0,0,0,0.0444444444444444,0.00202020202020202,0.00606060606060606,0,0.0444444444444444,0.0727272727272727,0.0222222222222222,0.0101010101010101,0.0424242424242424,0.688888888888889,0.00404040404040404,0,0,0.00202020202020202,0.00606060606060606,0,0,0.00202020202020202,0,0,0,0,0,0,0,0,0,0,0.00202020202020202,0,0,0,0,0
243,3189,0.00854700854700855,0.00427350427350427,0.0363247863247863,0,0.00213675213675214,0.0128205128205128,0,0.0363247863247863,0.00213675213675214,0.00641025641025641,0.00427350427350427,0.0534188034188034,0.0534188034188034,0.0235042735042735,0.00854700854700855,0.0598290598290598,0.664529914529915,0,0,0,0.0128205128205128,0.00854700854700855,0,0,0,0,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,3354,0.00215982721382289,0.00215982721382289,0.0259179265658747,0.00431965442764579,0,0.00215982721382289,0,0.0302375809935205,0,0.00863930885529158,0,0.0561555075593952,0.0431965442764579,0.0215982721382289,0.00647948164146868,0.0302375809935205,0.749460043196544,0.00215982721382289,0,0,0,0.00863930885529158,0,0,0.00215982721382289,0,0,0.00431965442764579,0,0,0,0,0,0,0,0,0,0,0,0,0
263,3519,0.0101010101010101,0.00336700336700337,0.0168350168350168,0,0.00336700336700337,0.0134680134680135,0,0.0269360269360269,0,0.0168350168350168,0.00336700336700337,0.0538720538720539,0.037037037037037,0.0235690235690236,0.00336700336700337,0.0336700336700337,0.740740740740741,0,0,0,0,0,0.00336700336700337,0,0.00336700336700337,0,0.00673400673400673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,3701,0.0023696682464455,0,0.023696682464455,0.0023696682464455,0.004739336492891,0.004739336492891,0,0.0497630331753555,0,0.0023696682464455,0,0.04739336492891,0.0545023696682464,0.0118483412322275,0.0118483412322275,0.018957345971564,0.751184834123223,0.0023696682464455,0,0,0.0023696682464455,0.0023696682464455,0.0023696682464455,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,3866,0.00866551126516464,0.00693240901213172,0.0225303292894281,0.00173310225303293,0,0.0138648180242634,0.00346620450606586,0.0502599653379549,0.00173310225303293,0.0103986135181976,0.00173310225303293,0.0935875216637782,0.0433275563258232,0.0190641247833622,0,0.0121317157712305,0.69844020797227,0,0,0,0.00346620450606586,0.00519930675909879,0.00173310225303293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173310225303293,0,0
294,4030,0.00511945392491468,0.00853242320819113,0.0238907849829352,0.00341296928327645,0,0.00170648464163823,0,0.0477815699658703,0.00341296928327645,0.0068259385665529,0,0.068259385665529,0.0255972696245734,0.0170648464163823,0.00170648464163823,0,0.773037542662116,0.00341296928327645,0,0,0,0.00511945392491468,0,0,0,0,0,0,0,0.00170648464163823,0.00170648464163823,0,0,0,0,0,0,0,0,0.00170648464163823,0
304,4195,0.0078125,0.00390625,0.01171875,0.001953125,0,0.001953125,0,0.033203125,0.00390625,0.005859375,0,0.05078125,0.025390625,0.017578125,0,0.021484375,0.8046875,0.001953125,0,0,0.001953125,0.00390625,0,0,0,0.001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,4360,0.0023696682464455,0.00710900473933649,0.014218009478673,0.004739336492891,0,0.004739336492891,0,0.042654028436019,0.004739336492891,0.0118483412322275,0.004739336492891,0.0781990521327014,0.042654028436019,0.028436018957346,0.004739336492891,0.0118483412322275,0.706161137440758,0.00710900473933649,0,0,0.004739336492891,0.009478672985782,0.0023696682464455,0,0.004739336492891,0,0,0,0,0.0023696682464455,0,0,0,0,0,0,0,0,0,0,0
324,4525,0.00595238095238095,0,0.0238095238095238,0.00297619047619048,0.00148809523809524,0.00595238095238095,0.00148809523809524,0.0625,0.00148809523809524,0.00744047619047619,0,0.0625,0.0654761904761905,0.0208333333333333,0.00595238095238095,0.0461309523809524,0.675595238095238,0,0,0,0.00595238095238095,0.00297619047619048,0,0,0,0,0,0,0,0.00148809523809524,0,0,0,0,0,0,0,0,0,0,0
329,4736,0.0045766590389016,0.0022883295194508,0.0068649885583524,0,0.0022883295194508,0.0022883295194508,0,0.148741418764302,0,0.0045766590389016,0,0.05720823798627,0.0297482837528604,0.034324942791762,0.0022883295194508,0.0137299771167048,0.679633867276888,0,0,0,0.0022883295194508,0.0045766590389016,0,0,0.0022883295194508,0.0022883295194508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4978,0.00310077519379845,0.0108527131782946,0.0232558139534884,0.0062015503875969,0.00310077519379845,0.00465116279069767,0,0.0945736434108527,0.00310077519379845,0.00930232558139535,0.00310077519379845,0.062015503875969,0.0372093023255814,0.0310077519379845,0.00775193798449612,0.0310077519379845,0.652713178294574,0,0,0.00155038759689922,0.00310077519379845,0.00465116279069767,0.00155038759689922,0,0.00155038759689922,0,0,0.00155038759689922,0,0.00310077519379845,0,0,0,0,0,0,0,0,0,0,0
339,5221,0.0078125,0.00390625,0.013671875,0.005859375,0.001953125,0.005859375,0,0.0859375,0.00390625,0.00390625,0,0.08203125,0.046875,0.03125,0.00390625,0.0234375,0.666015625,0,0,0,0.00390625,0.001953125,0.00390625,0,0,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,5463,0,0.00778816199376947,0.0155763239875389,0.00155763239875389,0,0.00778816199376947,0,0.0327102803738318,0.00155763239875389,0.00311526479750779,0.00155763239875389,0.0389408099688473,0.126168224299065,0.00778816199376947,0.00311526479750779,0.00778816199376947,0.7398753894081,0,0,0,0,0.00155763239875389,0.00155763239875389,0,0,0,0,0.00155763239875389,0,0,0,0,0,0,0,0,0,0,0,0,0
349,5706,0,0.00759013282732448,0.00189753320683112,0,0,0,0.00189753320683112,0.0246679316888046,0.00189753320683112,0.00189753320683112,0.00189753320683112,0.0455407969639469,0.0759013282732448,0.0170777988614801,0.00569259962049336,0.00759013282732448,0.79696394686907,0.00189753320683112,0,0,0.00189753320683112,0.00189753320683112,0.00189753320683112,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,5949,0.0109204368174727,0.0015600624024961,0.0093603744149766,0,0,0.0015600624024961,0.0015600624024961,0.0109204368174727,0.0046801872074883,0.0124804992199688,0,0.0702028081123245,0.0483619344773791,0.0187207488299532,0.0062402496099844,0,0.790951638065523,0.0015600624024961,0,0,0.0046801872074883,0,0,0,0.0015600624024961,0,0,0.0031201248049922,0,0.0015600624024961,0,0,0,0,0,0,0,0,0,0,0
359,6191,0.0091743119266055,0.00262123197903014,0.0091743119266055,0.0104849279161206,0.00131061598951507,0.00786369593709043,0,0.0131061598951507,0.00262123197903014,0.00393184796854522,0,0.0838794233289646,0.0471821756225426,0.0288335517693316,0.00262123197903014,0.00655307994757536,0.760157273918742,0,0,0.00131061598951507,0.00131061598951507,0.00655307994757536,0,0,0.00131061598951507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,6579,0.00434153400868307,0.00723589001447178,0.00144717800289436,0.00144717800289436,0,0.00578871201157742,0,0.00723589001447178,0.00144717800289436,0.0101302460202605,0.00144717800289436,0.085383502170767,0.0115774240231548,0.0274963820549928,0.00578871201157742,0.00578871201157742,0.808972503617945,0.00144717800289436,0,0,0.00144717800289436,0.00434153400868307,0.00289435600578871,0,0.00144717800289436,0.00144717800289436,0,0,0,0.00144717800289436,0,0,0,0,0,0,0,0,0,0,0
372,6822,0.00886262924667651,0.00590841949778434,0.0103397341211226,0.0103397341211226,0.00147710487444609,0.00886262924667651,0,0.00886262924667651,0,0.00590841949778434,0,0.131462333825702,0.0192023633677991,0.0295420974889217,0,0.0103397341211226,0.716395864106352,0.00590841949778434,0,0.00295420974889217,0.00147710487444609,0.0147710487444609,0.00295420974889217,0,0.00147710487444609,0.00295420974889217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,7307,0.00934579439252336,0.00934579439252336,0.00934579439252336,0.0130841121495327,0,0.00186915887850467,0,0.00934579439252336,0,0.00747663551401869,0.00186915887850467,0.091588785046729,0.00747663551401869,0.0317757009345794,0,0.0130841121495327,0.790654205607477,0,0,0,0,0.00373831775700935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,7550,0.0159189580318379,0.00144717800289436,0.0144717800289436,0.00434153400868307,0.00289435600578871,0.00868306801736614,0,0.00144717800289436,0.00144717800289436,0.0217076700434153,0.0115774240231548,0.0882778581765557,0,0.0144717800289436,0.00144717800289436,0.00723589001447178,0.782923299565847,0.00144717800289436,0,0.00144717800289436,0.00144717800289436,0.0144717800289436,0,0,0,0.00144717800289436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144717800289436
392,7792,0.0088495575221239,0.00442477876106195,0.0154867256637168,0.00442477876106195,0.00442477876106195,0.00442477876106195,0,0,0,0.0110619469026549,0.00221238938053097,0.0730088495575221,0,0.0331858407079646,0,0,0.811946902654867,0.00442477876106195,0,0,0,0.0132743362831858,0.00221238938053097,0,0.00442477876106195,0,0,0.00221238938053097,0,0,0,0,0,0,0,0,0,0,0,0,0
397,8035,0.00836820083682008,0.00836820083682008,0.0104602510460251,0.00209205020920502,0.00627615062761506,0,0.00418410041841004,0,0,0.00836820083682008,0,0.0878661087866109,0,0.0146443514644351,0.00209205020920502,0.00209205020920502,0.834728033472803,0,0,0,0.00209205020920502,0.00209205020920502,0.00418410041841004,0,0.00209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,8278,0.01669449081803,0.00500834724540901,0.01669449081803,0.00333889816360601,0.00166944908180301,0.00333889816360601,0,0,0.00333889816360601,0.013355592654424,0.00333889816360601,0.0350584307178631,0,0.0217028380634391,0,0.00500834724540901,0.86143572621035,0,0,0,0,0.00834724540901502,0,0,0.00166944908180301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,8763,0.00668896321070234,0.0100334448160535,0.0183946488294314,0.00668896321070234,0.00167224080267559,0.00167224080267559,0,0,0.00167224080267559,0.0167224080267559,0.00334448160535117,0.0468227424749164,0,0.0167224080267559,0,0.00167224080267559,0.84448160535117,0.00501672240802676,0,0.00167224080267559,0,0.00836120401337793,0,0,0.00334448160535117,0,0,0.00334448160535117,0,0,0,0.00167224080267559,0,0,0,0,0,0,0,0,0
422,NA,0.00447427293064877,0.0134228187919463,0.0134228187919463,0.0223713646532438,0,0.00223713646532438,0,0.00223713646532438,0.0111856823266219,0.0134228187919463,0.00447427293064877,0.0469798657718121,0,0.029082774049217,0,0,0.825503355704698,0,0,0.00223713646532438,0,0,0.00223713646532438,0,0.00223713646532438,0.00223713646532438,0,0.00223713646532438,0,0,0,0,0,0,0,0,0,0,0,0,0
427,NA,0.00905562742561449,0.0103492884864166,0.00905562742561449,0.00388098318240621,0.00517464424320828,0.00258732212160414,0.00129366106080207,0,0.00258732212160414,0.00646830530401035,0.00776196636481242,0.0595084087968952,0,0.0155239327296248,0.00258732212160414,0.00129366106080207,0.855109961190168,0,0,0,0,0.00388098318240621,0,0,0,0,0,0.00388098318240621,0,0,0,0,0,0,0,0,0,0,0,0,0
432,NA,0.0060790273556231,0.0121580547112462,0.0151975683890578,0.00303951367781155,0,0.00303951367781155,0,0,0.00303951367781155,0.0106382978723404,0.0151975683890578,0.0623100303951368,0.00151975683890578,0.0151975683890578,0,0.00303951367781155,0.832826747720365,0.00303951367781155,0,0,0.00151975683890578,0.00911854103343465,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,NA,0.0103359173126615,0.0310077519379845,0.0180878552971576,0.0155038759689922,0,0,0,0,0.0103359173126615,0.0155038759689922,0.27906976744186,0.0568475452196382,0,0.0335917312661499,0,0.00516795865633075,0.475452196382429,0,0,0.0103359173126615,0,0.0129198966408269,0,0,0.00258397932816537,0.0129198966408269,0,0.00775193798449612,0,0,0.00258397932816537,0,0,0,0,0,0,0,0,0,0
442,NA,0.00423728813559322,0.101694915254237,0.0211864406779661,0,0.00847457627118644,0,0.00423728813559322,0,0,0.00847457627118644,0.703389830508475,0.038135593220339,0,0,0,0,0.105932203389831,0.00423728813559322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,NA,0.0612244897959184,0.0408163265306122,0.0204081632653061,0,0,0,0,0,0,0.0204081632653061,0.73469387755102,0.0612244897959184,0,0,0,0,0.0612244897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
