"sample.depths","sample.ages","Artemisia","Betula","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Larix","Asteraceae.subf..Cichorioideae","Picea","Quercus","Ranunculaceae.undiff.","Salix","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Alnus","Ambrosia","Rosaceae.undiff.","Fraxinus","Myrica","Pinus","Populus","Amorpha","Poaceae","Saxifragaceae.undiff.","Abies","Corylus","Fabaceae.undiff.","Apiaceae","Sedum","Ulmus","Juglans","Thalictrum","Carpinus","Ericaceae","Epilobium","Acer","Rubiaceae","Carya","Brassicaceae","Elaeagnus","Shepherdia.canadensis","Urticaceae","Lamiaceae","Rumex","Campanulaceae","Caryophyllaceae","Parnassia","Shepherdia.argentea","Menispermum","Plantago","Solanaceae","Rubus","Caprifoliaceae"
100,2129,0.0146310432569975,0.166666666666667,0.000636132315521629,0.00508905852417303,0.0318066157760814,0.0089058524173028,0,0.13676844783715,0.000636132315521629,0.00127226463104326,0.0241730279898219,0.00127226463104326,0.00127226463104326,0.19910941475827,0.00190839694656489,0.00318066157760814,0.000636132315521629,0.00381679389312977,0.349236641221374,0.0114503816793893,0,0.0318066157760814,0,0,0.00190839694656489,0,0.000636132315521629,0,0,0,0.000636132315521629,0.000636132315521629,0,0,0.00127226463104326,0.000636132315521629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2345,0.0109140518417462,0.128240109140518,0.00409276944065484,0.00136425648021828,0.0163710777626194,0,0,0.193724420190996,0.00136425648021828,0,0.0218281036834925,0,0,0.143246930422919,0,0.00136425648021828,0.00136425648021828,0,0.447476125511596,0.00545702592087312,0,0.0163710777626194,0,0,0.00136425648021828,0,0.00136425648021828,0,0.00136425648021828,0,0.00136425648021828,0,0,0,0,0,0.00136425648021828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2668,0.026774595267746,0.0990037359900374,0.0024906600249066,0.00062266500622665,0.0298879202988792,0.00560398505603985,0,0.169364881693649,0.00062266500622665,0,0.0168119551681196,0.0012453300124533,0.0024906600249066,0.184931506849315,0.0012453300124533,0,0.0012453300124533,0.00186799501867995,0.414072229140722,0.0049813200498132,0,0.0286425902864259,0,0.0024906600249066,0.00435865504358655,0.00062266500622665,0,0,0.00062266500622665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2992,0.0164917541229385,0.130434782608696,0.00199900049975012,0.00299850074962519,0.0164917541229385,0.0104947526236882,0,0.155422288855572,0.000499750124937531,0,0.0294852573713143,0,0.00349825087456272,0.184907546226887,0.00149925037481259,0.000999500249875062,0,0,0.414292853573213,0.00249875062468766,0,0.0224887556221889,0,0.000499750124937531,0.00199900049975012,0,0.000499750124937531,0,0.00149925037481259,0,0.000499750124937531,0,0,0,0.000499750124937531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3207,0.0179558011049724,0.163328729281768,0.0024171270718232,0.00448895027624309,0.0276243093922652,0.00759668508287293,0.000345303867403315,0.0897790055248619,0.00069060773480663,0.000345303867403315,0.0386740331491713,0.00103591160220994,0.00759668508287293,0.263121546961326,0,0.00138121546961326,0.00172651933701657,0.00172651933701657,0.332872928176796,0.00656077348066298,0,0.0234806629834254,0.00069060773480663,0.000345303867403315,0.00276243093922652,0,0.00103591160220994,0,0.00103591160220994,0,0,0,0,0,0,0.00103591160220994,0,0.000345303867403315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,3507,0.024416135881104,0.174097664543524,0.00530785562632696,0.00318471337579618,0.0233545647558386,0.00212314225053079,0,0.10828025477707,0.00106157112526539,0,0.0169851380042463,0,0.00424628450106157,0.220806794055202,0.00106157112526539,0,0.00106157112526539,0,0.37791932059448,0.00849256900212314,0,0.0201698513800425,0.00106157112526539,0,0.00424628450106157,0,0,0,0.00106157112526539,0,0,0,0,0,0,0.00106157112526539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,3704,0.0340709518791711,0.135932560590095,0.00561995082543028,0.000702493853178785,0.0133473832103969,0.00526870389884088,0.000351246926589392,0.0979978925184405,0.000351246926589392,0.000351246926589392,0.0316122233930453,0,0.00526870389884088,0.16157358623112,0.00175623463294696,0.000702493853178785,0,0.00140498770635757,0.46821215314366,0.00842992623814542,0,0.0193185809624166,0,0.000702493853178785,0.00175623463294696,0,0.00175623463294696,0,0.00140498770635757,0,0.000351246926589392,0.000351246926589392,0,0,0.000351246926589392,0.000702493853178785,0,0,0.000351246926589392,0,0,0,0,0,0,0,0,0,0,0,0,0
185,3900,0.0219922380336352,0.195342820181113,0.00258732212160414,0.00258732212160414,0.00776196636481242,0,0,0.152652005174644,0.00129366106080207,0,0.00905562742561449,0,0.00258732212160414,0.160413971539457,0.00517464424320828,0.00129366106080207,0,0,0.408796895213454,0.0129366106080207,0,0.0116429495472186,0,0.00129366106080207,0,0,0,0,0,0.00129366106080207,0,0.00129366106080207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,4097,0.0225653206650831,0.112232779097387,0.00653206650831354,0.00237529691211401,0.0178147268408551,0.00890736342042755,0,0.168052256532067,0.000593824228028504,0,0.0166270783847981,0,0.00356294536817102,0.17458432304038,0.000593824228028504,0,0,0.00118764845605701,0.422802850356295,0.00831353919239905,0,0.0261282660332542,0.000593824228028504,0.00178147268408551,0.00118764845605701,0,0.000593824228028504,0,0.000593824228028504,0,0,0,0.000593824228028504,0,0.00118764845605701,0.000593824228028504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4392,0.0168776371308017,0.176511954992968,0.00351617440225035,0.00281293952180028,0.0133614627285513,0.00210970464135021,0,0.090014064697609,0.00281293952180028,0,0.0232067510548523,0.00070323488045007,0.00281293952180028,0.155414908579466,0.00281293952180028,0.00140646976090014,0.00210970464135021,0.00070323488045007,0.466947960618847,0.00984528832630099,0,0.0168776371308017,0.00140646976090014,0.00070323488045007,0.00070323488045007,0,0.00210970464135021,0,0.00210970464135021,0,0.00070323488045007,0,0,0.00070323488045007,0,0,0,0,0,0.00070323488045007,0,0,0,0,0,0,0,0,0,0,0,0
220,4589,0.0339168490153173,0.107221006564551,0.00656455142231947,0.00164113785557987,0.0300875273522976,0.00328227571115974,0,0.075492341356674,0.00382932166301969,0.000547045951859956,0.0284463894967177,0,0.00382932166301969,0.289934354485777,0.000547045951859956,0.00218818380743982,0.00109409190371991,0.00109409190371991,0.356126914660832,0.00547045951859956,0,0.037199124726477,0.00109409190371991,0.000547045951859956,0.00164113785557987,0,0.00273522975929978,0,0.00218818380743982,0,0.000547045951859956,0,0,0,0.00218818380743982,0,0,0,0,0.000547045951859956,0,0,0,0,0,0,0,0,0,0,0,0
230,4785,0.0316946959896507,0.136481241914618,0.00970245795601552,0.00452781371280724,0.0200517464424321,0.0019404915912031,0,0.111254851228978,0,0,0.0206985769728331,0,0.00452781371280724,0.130659767141009,0.0019404915912031,0.000646830530401035,0,0.00258732212160414,0.480595084087969,0.00258732212160414,0,0.0291073738680466,0.000646830530401035,0.00258732212160414,0.00388098318240621,0,0.000646830530401035,0,0.000646830530401035,0,0.00129366106080207,0,0,0,0,0.000646830530401035,0,0,0,0,0.000646830530401035,0,0,0,0,0,0,0,0,0,0,0
240,4982,0.0266412940057088,0.188392007611798,0.00761179828734539,0.00761179828734539,0.021883920076118,0.00475737392959087,0,0.108468125594672,0,0,0.0190294957183635,0.000951474785918173,0.00380589914367269,0.147478591817317,0.000951474785918173,0.000951474785918173,0,0.00190294957183635,0.421503330161751,0.00856327307326356,0,0.0228353948620362,0.000951474785918173,0,0.000951474785918173,0,0,0,0.00190294957183635,0,0.000951474785918173,0,0.000951474785918173,0,0,0,0,0,0,0.000951474785918173,0,0,0,0,0,0,0,0,0,0,0,0
250,5179,0.031470777135517,0.170841361592807,0.00385356454720617,0.0122029543994862,0.0333975594091201,0.00513808606294155,0,0.105330764290302,0.00449582530507386,0.00128452151573539,0.0256904303147078,0.000642260757867694,0.00642260757867694,0.150931278098908,0.000642260757867694,0.00192678227360308,0.00128452151573539,0.0109184328837508,0.384071933204881,0.000642260757867694,0,0.0353243416827232,0.000642260757867694,0.00256904303147078,0.00321130378933847,0.00128452151573539,0.000642260757867694,0,0.000642260757867694,0,0.00192678227360308,0,0.000642260757867694,0,0,0.000642260757867694,0,0,0,0.000642260757867694,0,0.000642260757867694,0,0,0,0,0,0,0,0,0,0
260,5375,0.0425531914893617,0.167311411992263,0.00676982591876209,0.00580270793036751,0.02321083172147,0,0,0.109284332688588,0.000967117988394584,0,0.0145067698259188,0,0.00773694390715667,0.112185686653772,0.00580270793036751,0.00386847195357834,0,0.00483558994197292,0.461315280464217,0.00290135396518375,0,0.0212765957446809,0,0.00193423597678917,0.00290135396518375,0,0.00193423597678917,0,0.00193423597678917,0,0.000967117988394584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,5572,0.029291553133515,0.311307901907357,0.0122615803814714,0.0211171662125341,0.0333787465940054,0.00749318801089918,0,0.0919618528610354,0.00408719346049046,0,0.0149863760217984,0.000681198910081744,0.00544959128065395,0.0974114441416894,0.000681198910081744,0.00136239782016349,0.00136239782016349,0.00817438692098093,0.307901907356948,0.0143051771117166,0,0.026566757493188,0.000681198910081744,0.000681198910081744,0.00544959128065395,0,0.000681198910081744,0,0.000681198910081744,0,0.00136239782016349,0,0,0,0.000681198910081744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,5867,0.0294573643410853,0.190697674418605,0.0155038759689922,0.0263565891472868,0.0341085271317829,0.0062015503875969,0,0.0589147286821705,0,0,0.00930232558139535,0,0,0.082170542635659,0.00775193798449612,0,0,0,0.511627906976744,0.00465116279069767,0,0.0186046511627907,0,0.00155038759689922,0.00310077519379845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,5966,0.0408163265306122,0.219591836734694,0.0102040816326531,0.0138775510204082,0.0277551020408163,0.00326530612244898,0,0.0706122448979592,0.00122448979591837,0.000408163265306122,0.0273469387755102,0,0.0073469387755102,0.131836734693878,0.00244897959183673,0.00122448979591837,0.000408163265306122,0.0110204081632653,0.38734693877551,0.0179591836734694,0.000408163265306122,0.0187755102040816,0.000816326530612245,0.000408163265306122,0.00122448979591837,0.000408163265306122,0.000408163265306122,0,0,0,0.000816326530612245,0,0.000408163265306122,0,0.000408163265306122,0.000408163265306122,0,0,0,0,0,0,0.000408163265306122,0.000408163265306122,0,0,0,0,0,0,0,0
300,6162,0.0138613861386139,0.205940594059406,0.0138613861386139,0.0099009900990099,0.0495049504950495,0.00396039603960396,0,0.146534653465347,0.00198019801980198,0,0.0257425742574257,0,0.0099009900990099,0.148514851485149,0,0.00792079207920792,0,0.00396039603960396,0.308910891089109,0.00396039603960396,0,0.0356435643564356,0,0.00198019801980198,0.00198019801980198,0,0.00396039603960396,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,6359,0.0181430096051227,0.114194236926361,0.00533617929562433,0.00586979722518677,0.0245464247598719,0.0016008537886873,0,0.0992529348986126,0.00106723585912487,0,0.0240128068303095,0.000533617929562433,0.0048025613660619,0.270544290288154,0.00747065101387407,0,0.00213447171824973,0.00907150480256137,0.374066168623266,0.0048025613660619,0.00106723585912487,0.0256136606189968,0,0.000533617929562433,0.0016008537886873,0.000533617929562433,0.000533617929562433,0,0,0,0.000533617929562433,0,0,0,0,0.00106723585912487,0,0,0,0.00106723585912487,0,0,0,0,0,0,0,0,0,0,0,0
320,6556,0.0377833753148615,0.232997481108312,0.0201511335012594,0.0491183879093199,0.0289672544080605,0.0151133501259446,0,0.0516372795969773,0.00251889168765743,0,0.0314861460957179,0,0.00251889168765743,0.151133501259446,0.0125944584382872,0,0,0.0163727959697733,0.307304785894207,0.0138539042821159,0,0.0226700251889169,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0
325,6654,0.0216486261448793,0.140716069941715,0.0099916736053289,0.0099916736053289,0.025811823480433,0.00416319733555371,0,0.108243130724396,0.00166527893422148,0,0.0241465445462115,0.000832639467110741,0.00749375520399667,0.0766028309741882,0.00166527893422148,0.00416319733555371,0,0.0141548709408826,0.510407993338884,0.00166527893422148,0,0.0274771024146545,0,0,0.00499583680266445,0,0,0,0,0,0,0,0,0,0.000832639467110741,0,0,0,0,0.00249791840133222,0,0,0,0.000832639467110741,0,0,0,0,0,0,0,0
335,6863,0.075330396475771,0.185903083700441,0.0101321585903084,0.018942731277533,0.0211453744493392,0.0026431718061674,0,0.175770925110132,0.0013215859030837,0,0.0400881057268722,0.0013215859030837,0.00484581497797357,0.138766519823789,0.0242290748898678,0.0039647577092511,0.00308370044052863,0.0140969162995595,0.215418502202643,0.0233480176211454,0,0.0299559471365639,0.000881057268722467,0.000881057268722467,0.00352422907488987,0.0013215859030837,0,0,0,0,0.000881057268722467,0,0,0,0,0.000440528634361233,0,0,0,0.000440528634361233,0,0,0.000440528634361233,0,0.000440528634361233,0.000440528634361233,0,0,0,0,0,0
350,7236,0.096728307254623,0.231863442389758,0.0327169274537696,0.0369843527738265,0.0384068278805121,0.0085348506401138,0,0.137980085348506,0.00142247510668563,0.00568990042674253,0.0440967283072546,0.00284495021337127,0.0128022759601707,0.19203413940256,0.015647226173542,0.00284495021337127,0,0.0327169274537696,0.0341394025604552,0.0042674253200569,0.00142247510668563,0.0597439544807966,0.00284495021337127,0,0.00142247510668563,0,0,0,0,0,0,0,0,0,0.00142247510668563,0,0,0,0,0.00142247510668563,0,0,0,0,0,0,0,0,0,0,0,0
360,7484,0.0287907869481766,0.410748560460653,0.0249520153550864,0.0844529750479846,0.0191938579654511,0.00767754318618042,0,0.201535508637236,0,0,0.0326295585412668,0.00191938579654511,0.00959692898272553,0.0710172744721689,0.00959692898272553,0.00191938579654511,0,0.00767754318618042,0.0345489443378119,0.0153550863723608,0,0.0326295585412668,0,0.00191938579654511,0.00191938579654511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191938579654511,0,0,0,0,0,0,0,0,0,0,0,0
370,7732,0.0300333704115684,0.417130144605117,0.0266963292547275,0.0233592880978865,0.0444938820912125,0.0100111234705228,0,0.18020022246941,0.00111234705228031,0.00333704115684093,0.0622914349276974,0,0.00667408231368187,0.0545050055617353,0.00556173526140156,0.00333704115684093,0,0.00556173526140156,0.0333704115684093,0.0389321468298109,0,0.0389321468298109,0,0,0.00556173526140156,0,0,0,0,0,0.00333704115684093,0,0,0,0,0,0.00111234705228031,0,0.00111234705228031,0.00222469410456062,0,0,0,0,0,0,0.00111234705228031,0,0,0,0,0
380,7980,0.100169779286927,0.297113752122241,0.0271646859083192,0.0254668930390492,0.0882852292020374,0,0,0.185059422750424,0.00169779286926995,0,0.0594227504244482,0.00509337860780985,0,0.0492359932088285,0.0101867572156197,0.00509337860780985,0,0.00169779286926995,0.0271646859083192,0.0271646859083192,0,0.0764006791171477,0.0033955857385399,0,0.0033955857385399,0,0.00169779286926995,0,0.00169779286926995,0,0.00169779286926995,0,0,0,0,0,0,0,0,0.00169779286926995,0,0,0,0,0,0,0,0,0,0,0,0
390,8228,0.0297176820208024,0.393759286775631,0.0267459138187221,0.0356612184249629,0.0549777117384844,0.0074294205052006,0,0.144130757800892,0.00148588410104012,0.00148588410104012,0.0564635958395245,0.00445765230312036,0.00891530460624071,0.0861812778603269,0.00891530460624071,0.00594353640416048,0.00445765230312036,0.0133729569093611,0.0222882615156018,0.025260029717682,0,0.0564635958395245,0,0,0.00297176820208024,0.00148588410104012,0.00594353640416048,0,0,0,0,0,0,0.00148588410104012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,NA,0.0621669626998224,0.0603907637655417,0.0159857904085258,0.0781527531083481,0.0568383658969805,0.0124333925399645,0,0.477797513321492,0,0,0.0532859680284192,0.00177619893428064,0.0142095914742451,0.0177619893428064,0.0159857904085258,0.00710479573712256,0,0.00177619893428064,0.0408525754884547,0.0124333925399645,0,0.0515097690941385,0,0.00355239786856128,0,0.00355239786856128,0,0,0.00177619893428064,0,0.00177619893428064,0,0,0,0,0.00177619893428064,0,0,0,0.00710479573712256,0,0,0,0,0,0,0,0,0,0,0,0
410,NA,0.0915492957746479,0.125,0.0387323943661972,0.0457746478873239,0.0774647887323944,0.0105633802816901,0,0.34330985915493,0,0.00704225352112676,0.0809859154929577,0.00176056338028169,0.00880281690140845,0.0193661971830986,0.022887323943662,0.00528169014084507,0.00176056338028169,0.00176056338028169,0.0299295774647887,0,0,0.0651408450704225,0,0,0,0.00176056338028169,0.00176056338028169,0,0.00352112676056338,0,0.00176056338028169,0,0,0,0,0,0,0,0.0105633802816901,0,0,0,0,0,0,0.00176056338028169,0,0.00176056338028169,0,0,0,0
425,NA,0.0769230769230769,0.0590339892665474,0.0500894454382826,0.0536672629695885,0.0769230769230769,0,0,0.364937388193202,0.0071556350626118,0,0.0983899821109123,0.00178890876565295,0.0125223613595707,0.0107334525939177,0.0125223613595707,0.0143112701252236,0,0.00178890876565295,0.0787119856887299,0.00536672629695885,0,0.0518783542039356,0.00178890876565295,0,0.00536672629695885,0.00536672629695885,0,0,0,0.00178890876565295,0,0,0,0,0,0,0,0,0.00536672629695885,0,0,0.0035778175313059,0,0,0,0,0,0,0,0,0,0
435,NA,0.0870646766169154,0.0671641791044776,0.0472636815920398,0.0696517412935323,0.114427860696517,0,0,0.368159203980099,0.00248756218905473,0,0.0472636815920398,0,0.00248756218905473,0.00497512437810945,0.0298507462686567,0,0,0.00248756218905473,0.027363184079602,0.0522388059701493,0,0.0621890547263682,0.00248756218905473,0,0.0099502487562189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248756218905473,0,0,0,0,0,0,0,0,0,0,0,0
450,NA,0.12589928057554,0.0701438848920863,0.0953237410071942,0.0827338129496403,0.0629496402877698,0,0,0.29136690647482,0.00539568345323741,0.00179856115107914,0.100719424460432,0.00719424460431655,0.0107913669064748,0.0161870503597122,0.012589928057554,0.0107913669064748,0,0,0.0323741007194245,0,0.00179856115107914,0.0539568345323741,0,0,0.00359712230215827,0.00179856115107914,0,0,0,0,0,0,0.00179856115107914,0,0,0,0,0,0,0.00899280575539568,0,0,0,0,0,0,0,0.00179856115107914,0,0,0,0
455,NA,0.0796178343949045,0.127388535031847,0.0509554140127389,0.0286624203821656,0.035031847133758,0.00318471337579618,0,0.321656050955414,0.0191082802547771,0.00955414012738853,0.0573248407643312,0.00318471337579618,0.0191082802547771,0.0127388535031847,0.0127388535031847,0.00955414012738853,0.00318471337579618,0.00318471337579618,0.0796178343949045,0.00318471337579618,0,0.0573248407643312,0.00318471337579618,0.00318471337579618,0.00636942675159236,0.00955414012738853,0.00955414012738853,0,0,0,0,0,0,0,0,0,0,0,0.00318471337579618,0.0222929936305732,0,0,0,0,0,0,0,0,0.00318471337579618,0.00318471337579618,0,0
465,NA,0.0883838383838384,0.0757575757575758,0.0732323232323232,0.0202020202020202,0.0782828282828283,0,0,0.353535353535354,0.00757575757575758,0.00252525252525253,0.0631313131313131,0,0.0202020202020202,0.0151515151515152,0.00505050505050505,0.0151515151515152,0,0,0.0580808080808081,0,0,0.0858585858585859,0,0.00252525252525253,0.00505050505050505,0.00757575757575758,0.00252525252525253,0,0.00252525252525253,0,0,0,0,0,0,0.00252525252525253,0,0,0,0.0126262626262626,0,0,0,0,0,0,0,0.00252525252525253,0,0,0,0
470,NA,0.202797202797203,0.06993006993007,0.062937062937063,0.034965034965035,0.041958041958042,0.006993006993007,0,0.307692307692308,0,0,0.06993006993007,0.0034965034965035,0.0174825174825175,0.020979020979021,0.0174825174825175,0.006993006993007,0.0034965034965035,0,0.0559440559440559,0,0,0.0454545454545455,0,0,0,0.006993006993007,0.0034965034965035,0,0.0034965034965035,0,0,0,0,0,0,0,0,0,0,0.013986013986014,0,0,0,0,0,0,0,0,0.0034965034965035,0,0,0
480,NA,0.102678571428571,0.0714285714285714,0.0580357142857143,0.0357142857142857,0.0491071428571429,0,0,0.375,0,0,0.0535714285714286,0.00446428571428571,0.0178571428571429,0.0223214285714286,0,0.03125,0,0,0.0669642857142857,0.00892857142857143,0,0.0491071428571429,0,0,0,0.00446428571428571,0,0,0.00446428571428571,0,0,0,0,0.00446428571428571,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0.00446428571428571,0
490,NA,0.103015075376884,0.085427135678392,0.0703517587939698,0.0125628140703518,0.0552763819095477,0,0,0.462311557788945,0,0,0.0402010050251256,0.00753768844221105,0.0150753768844221,0.0125628140703518,0.0150753768844221,0.0150753768844221,0,0,0.0351758793969849,0.0226130653266332,0,0.0351758793969849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125628140703518,0,0,0,0,0,0,0,0,0,0,0,0
500,NA,0.0781563126252505,0.030060120240481,0.032064128256513,0.0400801603206413,0.0541082164328657,0,0,0.545090180360721,0,0,0.0501002004008016,0.00200400801603206,0.0140280561122244,0.00801603206412826,0.00601202404809619,0,0.00200400801603206,0.00200400801603206,0.0160320641282565,0.0480961923847695,0,0.0420841683366733,0,0,0.00200400801603206,0.00200400801603206,0,0,0.00601202404809619,0,0,0,0,0,0,0,0,0,0,0.0160320641282565,0,0,0.00400801603206413,0,0,0,0,0,0,0,0,0
505,NA,0.162337662337662,0.0584415584415584,0.100649350649351,0.0292207792207792,0.123376623376623,0,0,0.152597402597403,0,0,0.0714285714285714,0,0.0064935064935065,0.0162337662337662,0.0227272727272727,0.0064935064935065,0,0,0.025974025974026,0.0746753246753247,0,0.107142857142857,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0.00324675324675325,0,0,0,0,0,0.0324675324675325,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0
510,NA,0.206225680933852,0.066147859922179,0.0739299610894942,0.0311284046692607,0.159533073929961,0,0,0.120622568093385,0.00389105058365759,0,0.066147859922179,0,0.0194552529182879,0.0194552529182879,0.0194552529182879,0,0,0.00389105058365759,0.0155642023346304,0.0544747081712062,0,0.105058365758755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272373540856031,0,0,0,0,0,0,0.00778210116731518,0,0,0,0,0
