"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Cupressaceae","Cyperaceae","Picea","Asteraceae.subf..Asteroideae.undiff.","Fraxinus","Pinus","Amaranthaceae","Poaceae","Quercus","Salix","Alnus","Populus","Polygonaceae","Abies","Thalictrum","Apiaceae","Larix","Ranunculaceae.undiff.","Malvaceae","Ulmus","Onagraceae","Ostrya.Carpinus","Portulacaceae","Liliaceae","Ribes","Rosaceae","Polemoniaceae","Fabaceae","Carya","Juglans","Caryophyllaceae","Corylus"
550,25114,0.023728813559322,0.0101694915254237,0.0101694915254237,0.0203389830508475,0.193220338983051,0.0711864406779661,0.0847457627118644,0,0.467796610169492,0.0372881355932203,0.0271186440677966,0.00677966101694915,0,0,0.00677966101694915,0,0,0.00338983050847458,0.0101694915254237,0,0.0271186440677966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,25490,0.0206185567010309,0.0103092783505155,0.0103092783505155,0.0378006872852234,0.18213058419244,0.0206185567010309,0.0996563573883162,0,0.357388316151203,0.168384879725086,0.0309278350515464,0.00343642611683849,0.00343642611683849,0,0.013745704467354,0,0,0,0.0206185567010309,0,0,0,0,0,0.00687285223367698,0.0103092783505155,0.00343642611683849,0,0,0,0,0,0,0,0
566,25715,0.00675675675675676,0.00337837837837838,0.0304054054054054,0.0371621621621622,0.209459459459459,0.0202702702702703,0.0878378378378378,0,0.283783783783784,0.246621621621622,0.00675675675675676,0.0135135135135135,0.00337837837837838,0,0,0,0,0.00675675675675676,0.0135135135135135,0,0.0135135135135135,0,0,0,0.00675675675675676,0,0.00337837837837838,0.00337837837837838,0.00337837837837838,0,0,0,0,0,0
578,26167,0.0068259385665529,0.00341296928327645,0.0307167235494881,0.0170648464163823,0.238907849829352,0.0068259385665529,0.098976109215017,0,0.307167235494881,0.21160409556314,0.0170648464163823,0.0068259385665529,0.0068259385665529,0.00341296928327645,0,0.00341296928327645,0,0.00341296928327645,0.0102389078498294,0,0.0102389078498294,0,0,0,0.0170648464163823,0,0,0,0,0,0,0,0,0,0
589,26580,0,0,0.00325732899022801,0.00651465798045603,0.286644951140065,0.0130293159609121,0.0325732899022801,0,0.332247557003257,0.267100977198697,0.0130293159609121,0.0195439739413681,0.00651465798045603,0.00325732899022801,0.00325732899022801,0,0,0,0.00977198697068404,0,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0
600,26993,0.0133333333333333,0,0.00666666666666667,0.00333333333333333,0.36,0,0.0333333333333333,0,0.353333333333333,0.17,0.02,0.00666666666666667,0,0,0,0,0,0,0.02,0,0,0,0,0,0.00333333333333333,0,0,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0,0,0,0
610,27369,0.00668896321070234,0.0100334448160535,0.00668896321070234,0.00668896321070234,0.337792642140468,0.0100334448160535,0.0936454849498328,0,0.254180602006689,0.197324414715719,0.0167224080267559,0.0167224080267559,0.00668896321070234,0,0,0.00334448160535117,0,0,0.020066889632107,0.00334448160535117,0,0,0,0,0,0,0,0,0.00334448160535117,0,0,0.00334448160535117,0.00334448160535117,0,0
620,28094,0.00337837837837838,0.00337837837837838,0.0135135135135135,0.00675675675675676,0.351351351351351,0.0337837837837838,0.0304054054054054,0.00337837837837838,0.341216216216216,0.128378378378378,0.0304054054054054,0.0135135135135135,0.00337837837837838,0.00337837837837838,0.00337837837837838,0,0,0.00337837837837838,0.0135135135135135,0.00337837837837838,0,0,0,0,0.00337837837837838,0,0,0,0.00337837837837838,0,0,0,0.00337837837837838,0,0
630,28820,0.00337837837837838,0,0.027027027027027,0.0202702702702703,0.320945945945946,0.00675675675675676,0.0506756756756757,0,0.331081081081081,0.152027027027027,0.0135135135135135,0.0101351351351351,0.0135135135135135,0,0,0,0,0.00337837837837838,0.0337837837837838,0,0,0,0,0,0.00675675675675676,0,0,0,0.00675675675675676,0,0,0,0,0,0
640,29545,0.0135593220338983,0.00677966101694915,0.0101694915254237,0.0271186440677966,0.342372881355932,0.0135593220338983,0.064406779661017,0.00338983050847458,0.284745762711864,0.132203389830508,0.0406779661016949,0.0101694915254237,0.0101694915254237,0,0.0203389830508475,0,0,0.00338983050847458,0.0101694915254237,0.00338983050847458,0,0,0,0,0,0,0,0,0.00338983050847458,0,0,0,0,0,0
650,30270,0.0174825174825175,0.020979020979021,0.06993006993007,0.0034965034965035,0.307692307692308,0,0.0559440559440559,0,0.199300699300699,0.174825174825175,0.0314685314685315,0.06993006993007,0.0104895104895105,0.0034965034965035,0,0.0034965034965035,0,0.006993006993007,0.0104895104895105,0,0,0,0,0,0.0034965034965035,0,0,0,0.0034965034965035,0,0.006993006993007,0,0,0,0
661,31067,0.0309278350515464,0.00343642611683849,0.0446735395189003,0.0240549828178694,0.347079037800687,0,0.0549828178694158,0,0.147766323024055,0.216494845360825,0.0446735395189003,0.0412371134020619,0.00343642611683849,0.00687285223367698,0.013745704467354,0.00343642611683849,0,0,0.00343642611683849,0,0,0,0,0,0.0103092783505155,0,0,0,0,0,0,0,0,0.00343642611683849,0
670,31581,0.111111111111111,0.0037037037037037,0.233333333333333,0.0111111111111111,0.314814814814815,0,0.12962962962963,0,0.0888888888888889,0.062962962962963,0.0037037037037037,0.0111111111111111,0.0037037037037037,0.0037037037037037,0,0,0,0,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0
680,32153,0.0537634408602151,0.014336917562724,0.258064516129032,0,0.243727598566308,0.003584229390681,0.132616487455197,0.003584229390681,0.132616487455197,0.0537634408602151,0.039426523297491,0.017921146953405,0,0.003584229390681,0,0,0,0.003584229390681,0.003584229390681,0,0.003584229390681,0,0,0,0.007168458781362,0,0,0,0,0.003584229390681,0,0,0,0,0.021505376344086
691,32781,0.0421052631578947,0.00350877192982456,0.0982456140350877,0.0245614035087719,0.378947368421053,0.00350877192982456,0.0736842105263158,0.0175438596491228,0.150877192982456,0.0666666666666667,0.0421052631578947,0.0315789473684211,0.00350877192982456,0,0.0280701754385965,0,0,0.00701754385964912,0.00350877192982456,0,0,0,0,0,0.0210526315789474,0,0,0,0,0.00350877192982456,0,0,0,0,0
710,33866,0.0277777777777778,0.0104166666666667,0.00694444444444444,0.0138888888888889,0.40625,0.00347222222222222,0.104166666666667,0.00347222222222222,0.302083333333333,0.0243055555555556,0.0416666666666667,0.0277777777777778,0.00347222222222222,0.00347222222222222,0.0104166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694444444444444,0.00347222222222222,0,0,0,0
730,NA,0.0170648464163823,0.0068259385665529,0.00341296928327645,0.0238907849829352,0.477815699658703,0.0068259385665529,0.0307167235494881,0.0102389078498294,0.354948805460751,0.0136518771331058,0.0136518771331058,0.0136518771331058,0.0102389078498294,0,0.0102389078498294,0,0.00341296928327645,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0
