"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum.type","Acer.saccharum.type","Adiantum","Alnus.incana.type","Alnus.viridis.type","Amaranthaceae.undiff.","Ambrosia.type","Amorpha.type","Apiaceae","Aquatics.undiff.","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.undiff.","Athyrium","Betula","Bidens.type","Boraginaceae","Botrychium","Brasenia.schreberi","Brassicaceae","Bryopsida","Cannabaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cornus","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Diphasiastrum.complanatum.type","Dryas.type","Dryopteris.type","Ephedra","Epilobium","Equisetum","Ericaceae.undiff.","Fabaceae.undiff.","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Galium","Gentianaceae","Geum.type","Herbs.undiff.","Hydrophyllum","Hypericum","Indeterminable","Isoëtes","Iva.annua.type","Iva.xanthifolia.type","Juglans.cinerea","Juglans.nigra","Juglans.undiff.","Koenigia.islandica","Laportea.type","Larix","Liliaceae","Lycopodiaceae.undiff.","Lycopodiella.inundata","Lycopodium.annotinum","Lycopodium.clavatum","Lycopus.type","Maclura.pomifera.type","Morus","Myrica","Myriophyllum","Nuphar","Nymphaea","Osmunda","Ostrya.Carpinus","Oxyria.digyna","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantago.major","Plantago.undiff.","Platanus","Poaceae","Polemoniaceae","Polygonum","Polypodiaceae","Populus.balsamifera.type","Populus.tremuloides.type","Potamogetonaceae","Potentilla.type","Prunus.Sorbus","Pteridium.type","Pteridophyta.undiff.","Pterocarya","Pyrus.type","Quercus","Ranunculaceae.undiff.","Ranunculus","Rosaceae.trees","Rosaceae.undiff.","Rubus","Rumex","Salix","Sarcobatus.vermiculatus","Sarracenia","Saxifraga.type","Saxifragaceae.undiff.","Scrophulariaceae","Selaginella","Shepherdia.argentea","Shepherdia.canadensis","Shrubs.undiff.","Sparganium.type","Sphagnum","Spiraea.type","Stachys.type","Taxus","Thalictrum","Tilia","Tsuga","Typha.latifolia","Ulmus","Unknown","Unknown.undiff.","Urtica.type","Vaccinium","Viburnum","Vitis","Woodsia","Xanthium"
840,11135,3,3,0,0,3,0,3,2,8,9,0,0,0,51,5,0,0,0,34,0,0,0,0,0,0,7,3,0,0,1,0,5,0,19,34,1,0,4,1,1,6,0,0,0,20,4,0,1,0,0,0,1,38,0,1,0,2,2,1,0,1,30,0,0,0,0,2,0,1,0,0,1,8,0,0,10,0,286,12,0,194,0,0,1,13,0,0,0,7,30,7,1,0,6,0,0,0,56,0,1,0,0,0,0,13,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,69,0,1,4,0,0,0,0,2
850,11534,2,0,0,0,2,0,0,1,2,13,0,0,0,31,1,0,0,0,27,0,0,0,0,0,0,4,4,0,0,1,0,3,0,10,43,0,0,4,0,0,3,0,0,0,30,0,0,0,0,1,0,0,29,0,0,0,3,0,0,0,1,24,0,1,0,0,0,0,0,1,0,1,3,0,0,13,0,229,32,0,155,0,0,0,16,0,0,0,13,54,24,0,0,5,0,0,0,31,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,1,45,1,0,4,0,0,1,0,1
860,11797,7,1,0,1,4,0,4,2,4,11,0,1,0,34,3,0,0,0,47,0,0,0,0,0,0,4,0,0,0,0,0,4,0,33,35,3,0,3,0,0,3,0,0,0,40,4,0,0,0,0,0,0,29,0,0,0,0,0,2,0,1,21,0,1,0,1,0,0,0,0,0,0,2,0,0,6,0,344,8,0,191,0,0,0,11,0,0,1,12,42,12,1,0,2,1,0,0,34,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,44,2,0,6,0,0,0,0,1
870,12026,2,0,0,1,4,0,2,1,1,5,0,0,0,42,8,0,0,0,61,1,0,0,0,1,0,1,0,0,0,1,0,4,0,19,44,0,0,3,0,0,5,0,0,0,33,3,1,0,0,0,0,0,32,0,1,0,1,0,1,0,2,13,0,1,0,0,2,0,0,0,0,2,4,0,0,10,0,245,16,0,97,0,0,0,21,0,0,1,10,37,10,2,0,1,0,0,0,18,0,1,0,1,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,44,0,0,3,0,0,0,0,0
875,12141,5,1,0,0,0,0,5,4,9,11,0,0,0,56,8,0,1,0,133,0,0,0,0,0,0,13,0,0,0,0,0,7,0,24,117,1,0,3,0,0,11,0,0,1,36,3,0,0,0,0,0,0,34,1,0,1,0,0,0,0,3,32,0,1,0,1,1,0,0,0,0,1,7,0,0,6,0,389,8,0,143,0,0,2,29,0,0,1,27,89,16,1,2,1,0,0,0,60,0,4,0,0,0,0,42,0,0,0,0,0,0,1,1,0,4,6,1,0,0,1,0,0,0,57,1,0,6,0,0,0,0,1
880,12255,3,2,0,0,3,0,9,3,8,8,0,0,0,50,5,0,4,0,139,1,0,0,0,0,1,8,0,0,0,1,0,2,0,19,76,1,0,3,0,0,6,0,0,0,45,3,1,0,0,0,0,0,23,0,1,0,1,0,0,0,5,16,0,1,0,0,3,0,0,0,0,0,5,0,0,5,0,256,13,0,67,0,0,0,27,0,0,0,25,31,17,1,2,2,0,0,0,45,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,46,0,0,12,1,0,0,0,1
885,12491,3,0,0,0,0,0,10,2,7,9,0,1,0,56,4,0,0,0,202,1,0,0,0,1,0,5,0,0,0,0,1,1,0,14,69,2,0,6,0,0,4,0,1,0,21,1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,2,13,0,1,0,0,1,0,0,0,0,0,0,0,0,9,0,260,2,0,40,0,0,0,16,0,0,0,26,38,7,0,0,1,0,0,0,24,0,1,0,2,0,0,22,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,2,35,3,0,6,0,0,0,0,3
890,12866,3,5,0,0,1,0,5,3,4,5,0,0,0,52,6,1,2,0,347,1,0,1,0,0,0,7,0,0,0,0,0,7,0,17,113,1,0,2,0,0,5,0,1,0,25,2,0,0,0,0,0,0,21,0,1,0,0,0,0,0,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,244,4,0,23,0,0,0,12,0,0,0,25,19,5,0,0,1,0,0,0,27,0,6,0,0,0,0,33,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,1,12,1,0,11,0,0,0,0,0
895,13467,2,1,0,0,0,0,4,5,6,7,1,0,0,104,7,0,0,0,272,0,0,0,0,0,0,2,0,0,0,1,0,1,0,20,179,0,0,2,0,0,3,1,0,0,10,1,0,0,0,0,0,0,32,0,0,1,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,175,1,0,21,0,0,0,19,0,0,0,10,21,0,1,0,0,0,0,0,21,0,4,0,0,0,0,19,0,0,0,0,0,0,0,2,1,0,7,0,0,1,2,0,0,0,8,1,0,10,0,0,0,0,1
900,14069,1,2,0,0,1,0,2,0,9,38,0,0,0,95,10,0,1,4,101,1,0,0,0,1,12,13,1,1,0,0,0,2,0,19,226,0,0,13,0,0,2,0,0,0,49,6,0,0,0,0,0,0,38,0,3,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,251,3,0,6,0,0,1,23,0,0,0,23,7,4,0,1,0,0,0,0,29,0,11,0,0,1,1,57,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,6,2,1,17,0,0,3,0,3
905,14553,1,1,0,0,0,1,1,1,9,72,0,0,0,125,17,0,0,8,19,0,0,0,0,0,3,8,0,0,0,0,0,2,0,17,242,0,4,11,0,0,5,1,1,0,66,1,1,0,0,0,0,0,37,0,2,1,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,271,0,0,3,0,0,0,23,1,0,4,15,11,1,1,0,0,0,0,0,31,0,2,1,0,0,1,58,0,0,0,0,0,1,0,1,0,1,2,0,0,2,3,0,0,0,2,2,0,10,0,0,0,2,0
910,14765,1,6,0,0,0,0,4,4,9,54,0,0,1,115,13,0,0,3,14,1,0,0,0,0,4,9,0,0,0,0,0,8,0,13,173,0,1,16,0,0,2,0,1,0,52,2,0,1,1,0,0,0,58,0,0,0,0,0,0,0,7,1,0,2,1,0,0,0,0,1,0,0,0,0,0,5,0,214,3,1,13,0,0,0,33,0,0,0,22,13,2,1,0,0,0,0,0,33,0,0,1,1,1,0,36,2,0,0,0,1,0,0,1,0,1,1,0,0,0,5,0,0,0,10,3,9,27,1,1,0,0,2
920,15189,1,8,0,0,0,0,4,3,3,60,0,0,0,99,9,0,0,4,13,0,0,0,0,0,6,15,1,1,1,0,0,1,0,14,126,0,2,14,0,0,1,0,2,0,27,2,0,0,0,0,0,0,58,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,228,1,0,11,0,0,0,27,0,0,0,14,11,2,0,1,0,0,0,1,10,0,0,0,1,1,0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,2,2,2,10,0,0,0,0,0
930,15613,0,7,0,0,0,0,1,2,2,57,1,1,0,93,19,0,0,8,14,0,0,0,0,1,4,6,1,1,0,0,0,2,0,20,97,0,5,8,0,0,2,0,4,0,19,2,0,0,0,0,0,0,63,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,335,3,0,7,1,0,0,31,0,1,0,14,13,5,1,0,0,0,0,1,26,0,1,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,4,5,3,14,0,1,0,0,2
940,16037,3,10,0,0,2,0,2,10,5,102,2,0,0,146,20,0,2,18,30,0,0,1,0,0,15,11,0,2,1,1,0,3,0,30,99,0,8,16,0,0,3,0,9,0,28,1,0,0,0,0,1,0,124,0,2,0,0,1,0,0,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,189,1,0,14,0,0,0,40,0,1,0,14,14,2,2,0,0,0,0,0,18,0,2,0,1,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,4,3,52,0,0,0,0,0
950,16348,0,4,0,0,0,0,7,4,1,19,0,0,0,70,13,0,1,2,6,1,1,0,0,2,45,9,0,1,0,0,0,0,1,17,109,0,5,5,0,0,5,1,6,0,16,3,0,0,1,0,0,0,113,0,0,1,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,114,1,0,11,0,0,0,34,0,0,0,12,5,11,0,0,0,0,0,0,6,0,0,0,2,0,1,19,2,0,1,2,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,4,3,75,0,1,0,0,0
960,16546,0,1,0,0,0,0,3,4,3,8,0,0,0,173,8,0,0,4,3,0,0,0,0,2,4,3,0,3,0,0,0,2,1,3,51,0,5,6,0,1,0,0,3,0,17,3,1,0,0,0,0,0,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2,0,10,0,0,0,33,0,0,0,1,6,0,2,0,0,0,0,0,5,1,1,0,2,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,8,7,0,0,0,0,1
970,16744,0,3,0,0,0,0,2,0,6,7,1,0,0,132,15,0,1,0,5,0,0,0,0,2,5,4,0,4,0,0,0,3,0,4,43,0,4,3,0,0,2,0,1,0,3,0,2,0,0,0,0,0,112,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,3,0,14,0,0,1,22,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,1,0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,9,17,0,0,0,0,1
980,16941,0,0,0,0,0,0,2,6,2,13,0,0,0,126,9,0,1,3,2,0,0,1,0,0,36,2,0,1,0,0,0,3,0,11,94,0,1,3,0,0,1,0,1,0,2,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,11,0,0,0,30,0,4,0,2,1,2,0,1,0,0,0,0,5,0,0,0,1,2,0,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,12,33,0,0,0,0,1
990,17139,0,0,0,0,0,0,2,2,4,9,0,0,0,99,3,0,1,1,25,0,0,0,0,3,1,2,0,2,0,0,0,3,0,7,70,0,1,8,0,0,0,7,1,0,9,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,63,2,0,23,0,0,0,15,0,0,0,2,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,6,3,0,0,0,0,2
1000,17337,0,1,0,0,0,0,8,2,3,5,0,0,0,81,11,0,0,2,5,0,0,1,0,1,1,2,0,0,0,0,0,2,0,10,51,0,1,10,0,0,0,0,0,0,19,1,0,1,0,0,1,0,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,137,2,0,14,0,0,0,19,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,8,4,0,0,0,0,0
1010,17534,0,3,0,0,0,0,3,6,7,8,0,0,0,101,11,0,0,0,6,0,0,0,0,0,29,2,0,1,0,0,0,1,0,15,108,0,1,8,0,0,3,0,0,0,9,1,0,0,0,0,0,0,460,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,120,0,0,11,0,0,0,36,0,0,0,8,1,7,0,0,0,0,0,0,4,0,0,0,0,1,1,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,28,16,0,1,0,0,1
1020,17732,0,0,0,0,0,0,2,2,3,6,0,0,0,52,7,0,1,1,6,0,0,1,0,0,9,1,0,1,0,0,0,1,0,7,48,0,1,5,1,0,0,0,4,0,5,0,0,0,0,0,1,0,216,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,1,0,11,0,1,0,19,0,0,1,2,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,14,3,0,0,0,0,0
1030,17930,0,2,0,0,0,0,1,4,3,9,0,1,0,59,5,0,0,0,7,0,0,0,0,1,1,2,0,2,0,0,0,1,0,10,115,0,1,9,0,0,1,0,4,0,14,0,0,1,0,0,0,0,221,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,5,0,9,0,0,0,18,0,0,0,13,12,5,0,0,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,9,4,0,0,0,1,0
1040,18127,0,0,0,0,0,0,6,4,0,8,0,0,0,108,4,0,0,1,2,0,0,0,0,0,2,0,0,2,0,0,0,2,0,20,66,0,4,8,0,0,0,0,3,0,14,1,0,0,0,1,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,26,0,0,0,32,0,0,0,4,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,16,0,0,0,0,1
1050,18325,1,1,0,0,0,0,5,8,3,10,0,1,0,57,10,0,0,0,12,1,0,0,0,1,10,7,0,0,0,0,0,2,0,5,72,0,1,5,0,1,3,0,0,0,2,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130,2,0,13,0,0,0,40,0,0,0,12,3,8,0,0,0,0,1,0,1,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,16,0,0,0,0,0
1060,18522,0,0,0,0,0,0,1,4,4,4,0,0,0,68,4,0,0,0,6,0,0,0,0,0,2,1,0,2,0,0,0,2,0,2,69,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,22,0,0,0,27,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,12,6,0,0,0,0,0
1070,18720,0,0,0,0,0,0,1,1,1,4,0,0,0,66,8,1,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,2,0,2,55,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,143,1,0,16,0,0,0,38,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1,0,2,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,4,2,19,10,0,0,0,0,1
1080,18918,0,0,0,0,0,0,3,3,2,7,0,1,0,91,12,0,0,0,7,0,0,0,0,1,2,1,0,1,0,0,0,0,0,3,31,0,1,5,0,0,2,0,0,0,1,1,0,1,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,113,1,0,16,0,0,0,22,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,9,7,0,0,0,0,0
1090,NA,0,0,0,0,0,0,15,3,3,7,0,0,0,55,7,0,0,0,6,1,0,2,0,2,13,3,0,0,0,0,0,0,0,8,55,0,4,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,232,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,23,0,0,0,17,0,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,28,8,0,0,0,0,0
