"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Alnus.incana","Alnus.viridis.subsp..crispa","Aquifoliaceae","Betula","Carya","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Juglans.cinerea","Juglans.nigra","Larix","Myricaceae","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Salix","Tilia","Tsuga","Ulmus","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Caryophyllaceae","Chenopodiaceae.Amaranthaceae","Cyperaceae","Plantago.lanceolata","Poaceae","Polygonum"
26,194,0.0158227848101266,0,0,0.0506329113924051,0,0,0.212025316455696,0.00316455696202532,0,0.00316455696202532,0,0,0,0,0,0,0,0,0,0.0886075949367089,0.0632911392405063,0.0379746835443038,0.392405063291139,0.0379746835443038,0,0,0.0632911392405063,0.0126582278481013,0.00632911392405063,0.00316455696202532,0.00316455696202532,0,0,0,0,0.00632911392405063,0
40,383,0.0206185567010309,0.00343642611683849,0.00687285223367698,0.0274914089347079,0,0,0.264604810996564,0,0.00343642611683849,0.0103092783505155,0.00343642611683849,0,0,0,0,0,0,0.00687285223367698,0.00343642611683849,0.0515463917525773,0.0549828178694158,0.247422680412371,0.178694158075601,0.0412371134020619,0,0,0.0309278350515464,0.00343642611683849,0.0103092783505155,0.0206185567010309,0,0,0,0,0,0.0103092783505155,0
54,572,0.0106007067137809,0,0.00353356890459364,0.0106007067137809,0,0,0.204946996466431,0,0.00353356890459364,0,0,0,0,0,0,0,0,0.00353356890459364,0,0.03886925795053,0.049469964664311,0.303886925795053,0.247349823321555,0.0247349823321555,0,0,0.0600706713780919,0.00353356890459364,0.00706713780918728,0.00706713780918728,0.00353356890459364,0,0,0.0106007067137809,0,0.00706713780918728,0
68,761,0.0220588235294118,0,0.00367647058823529,0.0147058823529412,0,0,0.191176470588235,0,0,0.00367647058823529,0,0,0,0,0,0,0,0,0,0.0661764705882353,0.0404411764705882,0.224264705882353,0.3125,0.0183823529411765,0,0,0.0772058823529412,0,0.00367647058823529,0.0110294117647059,0,0,0.00735294117647059,0,0,0.00367647058823529,0
82,950,0.0183150183150183,0,0.00366300366300366,0.0183150183150183,0.00366300366300366,0.00732600732600733,0.197802197802198,0.00366300366300366,0,0.00732600732600733,0,0,0,0,0,0,0,0.00366300366300366,0,0.0476190476190476,0.098901098901099,0.249084249084249,0.208791208791209,0.00732600732600733,0,0,0.0915750915750916,0.00732600732600733,0.00366300366300366,0.00366300366300366,0.00366300366300366,0,0,0.00732600732600733,0,0.00732600732600733,0
96,1138,0.0197368421052632,0.00986842105263158,0,0.00986842105263158,0,0,0.177631578947368,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0.0625,0.0657894736842105,0.269736842105263,0.243421052631579,0.0131578947368421,0.00328947368421053,0,0.101973684210526,0.00657894736842105,0,0.00657894736842105,0,0,0.00328947368421053,0,0,0.00328947368421053,0
110,1330,0.029520295202952,0,0.007380073800738,0.007380073800738,0.007380073800738,0.003690036900369,0.236162361623616,0,0,0,0.003690036900369,0,0,0.003690036900369,0,0,0,0,0,0.03690036900369,0.047970479704797,0.306273062730627,0.177121771217712,0.011070110701107,0,0,0.095940959409594,0.014760147601476,0,0.003690036900369,0,0,0.003690036900369,0,0,0.003690036900369,0
124,1566,0,0,0.0115384615384615,0.00384615384615385,0,0,0.296153846153846,0,0,0.0153846153846154,0,0,0,0.00384615384615385,0,0,0,0,0,0.0153846153846154,0.05,0.357692307692308,0.165384615384615,0.0192307692307692,0,0,0.0384615384615385,0.0115384615384615,0,0.00384615384615385,0,0,0,0,0,0.00769230769230769,0
130,1666,0.0148148148148148,0,0.0148148148148148,0.0148148148148148,0.0037037037037037,0,0.244444444444444,0,0,0,0,0,0,0,0,0,0,0.0037037037037037,0,0.0481481481481481,0.0185185185185185,0.307407407407407,0.262962962962963,0.00740740740740741,0,0,0.0444444444444444,0.0037037037037037,0,0.0037037037037037,0.0037037037037037,0,0,0.0037037037037037,0,0,0
137,1784,0.0319148936170213,0,0.0141843971631206,0.0177304964539007,0,0,0.184397163120567,0.00354609929078014,0,0.00354609929078014,0.00354609929078014,0,0,0.00354609929078014,0,0,0,0,0,0.0460992907801418,0.0780141843971631,0.336879432624113,0.166666666666667,0.0283687943262411,0,0,0.0283687943262411,0,0.0141843971631206,0.0177304964539007,0.00354609929078014,0,0,0.00354609929078014,0,0.0141843971631206,0
151,2019,0.0252707581227437,0,0.0072202166064982,0.0108303249097473,0.0036101083032491,0,0.256317689530686,0,0,0.0072202166064982,0,0,0,0,0,0,0,0,0,0.0216606498194946,0.0541516245487365,0.368231046931408,0.166064981949458,0.0072202166064982,0,0,0.0577617328519856,0.0072202166064982,0,0,0.0036101083032491,0,0,0.0036101083032491,0,0,0
165,2254,0.0246478873239437,0,0.00352112676056338,0.00704225352112676,0,0,0.26056338028169,0.00352112676056338,0,0.00352112676056338,0,0,0,0.00352112676056338,0,0,0,0.00704225352112676,0,0.00704225352112676,0.0528169014084507,0.341549295774648,0.169014084507042,0.0140845070422535,0,0,0.073943661971831,0,0.00704225352112676,0.0140845070422535,0,0,0.00352112676056338,0,0,0.00352112676056338,0
179,2490,0.00709219858156028,0.00354609929078014,0.00709219858156028,0,0,0,0.287234042553192,0.00354609929078014,0,0,0,0,0,0.00354609929078014,0,0,0,0.00354609929078014,0,0.0141843971631206,0.0531914893617021,0.25177304964539,0.25886524822695,0.0319148936170213,0,0,0.0460992907801418,0.00354609929078014,0.0106382978723404,0,0,0,0.00354609929078014,0.00354609929078014,0,0.00709219858156028,0
193,2792,0.0108695652173913,0.0036231884057971,0.0181159420289855,0.0108695652173913,0.0036231884057971,0,0.195652173913043,0,0,0.0072463768115942,0,0,0,0.0036231884057971,0,0,0,0,0,0.0253623188405797,0.0579710144927536,0.384057971014493,0.221014492753623,0.0181159420289855,0,0,0.0326086956521739,0,0,0.0036231884057971,0,0,0,0,0,0.0036231884057971,0
207,3146,0.0115384615384615,0.00769230769230769,0.0153846153846154,0.0153846153846154,0.00384615384615385,0,0.169230769230769,0,0,0.00769230769230769,0,0,0,0,0,0,0,0.00769230769230769,0,0.0346153846153846,0.0923076923076923,0.392307692307692,0.173076923076923,0.0192307692307692,0,0,0.0153846153846154,0.0115384615384615,0.00384615384615385,0.00384615384615385,0.00384615384615385,0,0.00769230769230769,0,0,0.00384615384615385,0
213,3297,0.0107913669064748,0,0.0107913669064748,0.0143884892086331,0,0,0.237410071942446,0,0,0.0143884892086331,0,0,0,0.00359712230215827,0,0,0,0,0,0.0251798561151079,0.0899280575539568,0.287769784172662,0.20863309352518,0.039568345323741,0,0,0.0287769784172662,0.00359712230215827,0.0143884892086331,0.00719424460431655,0,0,0,0,0,0.00359712230215827,0
221,3499,0.0113207547169811,0,0.00377358490566038,0.0188679245283019,0,0,0.162264150943396,0.00377358490566038,0.00377358490566038,0.00754716981132075,0,0,0,0,0,0.00377358490566038,0,0.00377358490566038,0,0.0264150943396226,0.120754716981132,0.343396226415094,0.211320754716981,0.0490566037735849,0,0,0.00377358490566038,0.0150943396226415,0.00754716981132075,0,0,0,0,0,0,0.00377358490566038,0
227,3651,0.011070110701107,0,0.022140221402214,0.018450184501845,0,0,0.173431734317343,0.003690036900369,0,0.03690036900369,0,0,0,0,0,0,0,0,0,0.003690036900369,0.084870848708487,0.3690036900369,0.206642066420664,0.040590405904059,0.003690036900369,0.003690036900369,0.003690036900369,0,0.011070110701107,0.007380073800738,0,0,0,0,0,0,0
241,4004,0.0173010380622837,0,0.0103806228373702,0.0207612456747405,0,0,0.107266435986159,0.00346020761245675,0,0,0,0,0,0.0069204152249135,0,0,0,0,0,0.0103806228373702,0.0830449826989619,0.404844290657439,0.262975778546713,0.0311418685121107,0,0.00346020761245675,0.00346020761245675,0.013840830449827,0,0.0069204152249135,0.00346020761245675,0,0.0069204152249135,0,0,0.00346020761245675,0
255,4357,0.00743494423791822,0,0.00743494423791822,0.0185873605947955,0,0,0.189591078066914,0,0,0.0260223048327138,0,0,0,0.0111524163568773,0,0,0,0,0,0.0111524163568773,0.141263940520446,0.312267657992565,0.204460966542751,0.0371747211895911,0,0,0.0111524163568773,0.0148698884758364,0.00743494423791822,0,0,0,0,0,0,0,0
269,4711,0.0227272727272727,0.00378787878787879,0.0151515151515152,0.0227272727272727,0,0,0.113636363636364,0,0,0.00757575757575758,0,0,0,0.00378787878787879,0,0.00378787878787879,0,0.00378787878787879,0.00378787878787879,0.0303030303030303,0.0833333333333333,0.416666666666667,0.204545454545455,0.0378787878787879,0,0,0.0113636363636364,0.00378787878787879,0.00378787878787879,0.00378787878787879,0,0,0,0,0,0.00378787878787879,0
283,5064,0.0411985018726592,0,0.0112359550561798,0.0112359550561798,0,0,0.0374531835205993,0.00374531835205993,0,0.00374531835205993,0,0,0,0,0,0,0,0,0.00374531835205993,0.0187265917602996,0.112359550561798,0.408239700374532,0.284644194756554,0.0187265917602996,0,0,0.0374531835205993,0,0,0,0.00749063670411985,0,0,0,0,0,0
290,5241,0.0185185185185185,0,0,0.00740740740740741,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0.0148148148148148,0.125925925925926,0.444444444444444,0.251851851851852,0.0148148148148148,0,0,0.0592592592592593,0.0037037037037037,0.00740740740740741,0,0.0037037037037037,0,0,0.0111111111111111,0,0,0
304,5629,0.0215827338129496,0,0.0143884892086331,0.0107913669064748,0,0,0.0575539568345324,0,0,0,0,0,0,0.00359712230215827,0,0,0,0,0,0.0179856115107914,0.0899280575539568,0.388489208633094,0.330935251798561,0.0143884892086331,0,0.00359712230215827,0.0215827338129496,0.0143884892086331,0,0.00719424460431655,0,0,0,0.00359712230215827,0,0,0
318,6043,0.0036101083032491,0,0,0,0,0,0.0216606498194946,0.0036101083032491,0,0,0,0,0,0,0,0,0,0,0,0.0216606498194946,0.0541516245487365,0.537906137184116,0.303249097472924,0.0252707581227437,0,0,0.0216606498194946,0.0036101083032491,0,0,0,0,0,0,0,0.0036101083032491,0
332,6457,0.006993006993007,0,0,0,0,0,0.013986013986014,0,0,0,0,0,0,0,0,0,0,0,0.0034965034965035,0.0104895104895105,0.195804195804196,0.174825174825175,0.56993006993007,0.0104895104895105,0,0,0,0.0034965034965035,0.0034965034965035,0,0.0034965034965035,0,0,0,0,0.0034965034965035,0
346,6798,0,0,0.00357142857142857,0.00357142857142857,0,0,0.0464285714285714,0,0.00357142857142857,0.00357142857142857,0,0,0,0.00357142857142857,0,0,0,0,0.00357142857142857,0.00714285714285714,0.075,0.428571428571429,0.360714285714286,0.0285714285714286,0,0,0,0,0.00357142857142857,0.00714285714285714,0.00714285714285714,0,0.00357142857142857,0.00714285714285714,0,0.00357142857142857,0
360,7086,0.00378787878787879,0,0,0.00757575757575758,0,0,0.0795454545454545,0.00378787878787879,0.00757575757575758,0.00378787878787879,0,0,0,0.00378787878787879,0,0,0,0,0,0,0.125,0.424242424242424,0.303030303030303,0.0303030303030303,0,0,0,0.00757575757575758,0,0,0,0,0,0,0,0,0
368,7250,0.00315457413249211,0,0.00315457413249211,0,0.00630914826498423,0,0.0220820189274448,0,0,0.00630914826498423,0.0347003154574132,0,0,0,0,0,0,0,0,0.0126182965299685,0.110410094637224,0.422712933753943,0.359621451104101,0.00946372239747634,0,0,0.00630914826498423,0.00315457413249211,0,0,0,0,0,0,0,0,0
382,7537,0.00378787878787879,0,0,0,0,0,0.0265151515151515,0,0,0,0,0,0,0,0,0,0.00378787878787879,0,0,0.00757575757575758,0.162878787878788,0.492424242424242,0.295454545454545,0,0,0,0,0.00757575757575758,0,0,0,0,0,0,0,0,0
389,7681,0.0155642023346304,0,0.00389105058365759,0.00389105058365759,0,0,0.0155642023346304,0,0,0,0,0,0,0,0,0,0,0,0,0.0155642023346304,0.143968871595331,0.365758754863813,0.412451361867704,0.0155642023346304,0,0,0,0,0,0.00389105058365759,0,0,0.00389105058365759,0,0,0,0
403,7900,0.0136054421768707,0,0,0.00340136054421769,0.00680272108843537,0,0.064625850340136,0,0.00680272108843537,0.0102040816326531,0,0,0,0,0,0,0.00340136054421769,0,0,0.0272108843537415,0.142857142857143,0.442176870748299,0.238095238095238,0.00340136054421769,0.00340136054421769,0,0,0.00680272108843537,0.00340136054421769,0,0.0136054421768707,0,0.00340136054421769,0.00680272108843537,0,0,0
417,8051,0.03515625,0,0,0.00390625,0,0,0.015625,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0.04296875,0.26171875,0.3203125,0.2890625,0,0,0,0.0078125,0.00390625,0.00390625,0,0,0,0.00390625,0.00390625,0,0,0
431,8202,0.0206611570247934,0,0.00413223140495868,0.00413223140495868,0,0,0.0371900826446281,0,0,0.00413223140495868,0.0165289256198347,0,0,0.00413223140495868,0,0,0,0,0,0.0578512396694215,0.260330578512397,0.289256198347107,0.260330578512397,0,0,0,0,0.00826446280991736,0.00413223140495868,0,0.00413223140495868,0,0.00413223140495868,0.0206611570247934,0,0,0
438,8278,0.0178571428571429,0,0,0,0,0,0.0491071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0.325892857142857,0.223214285714286,0.316964285714286,0,0,0,0,0,0,0,0.00446428571428571,0,0.00446428571428571,0.0223214285714286,0,0.00446428571428571,0
451,8384,0.0532212885154062,0,0,0.00840336134453781,0.00280112044817927,0,0.103641456582633,0,0,0.00560224089635854,0,0,0,0,0,0,0,0.0112044817927171,0.00280112044817927,0.0700280112044818,0.204481792717087,0.103641456582633,0.322128851540616,0.0112044817927171,0,0,0,0.0140056022408964,0.0112044817927171,0.00280112044817927,0.00560224089635854,0,0.00840336134453781,0.0532212885154062,0,0.00560224089635854,0
464,8490,0.0545454545454545,0,0.00363636363636364,0.0181818181818182,0,0,0.170909090909091,0,0.00363636363636364,0,0,0,0,0.00727272727272727,0,0,0,0.00727272727272727,0.00363636363636364,0.0763636363636364,0.24,0.12,0.207272727272727,0.0145454545454545,0,0,0,0.0145454545454545,0.0145454545454545,0.00363636363636364,0.00363636363636364,0,0,0.0327272727272727,0,0.00363636363636364,0
478,8605,0.00357142857142857,0,0,0.0142857142857143,0,0,0.117857142857143,0,0,0,0,0,0,0,0,0,0,0.00714285714285714,0,0.0857142857142857,0.417857142857143,0.0857142857142857,0.235714285714286,0,0,0,0,0.00357142857142857,0,0.00357142857142857,0,0,0.00714285714285714,0.0107142857142857,0,0.00714285714285714,0
499,8776,0.0222841225626741,0,0,0.0194986072423398,0.0139275766016713,0,0.175487465181058,0,0,0.00557103064066852,0,0,0.00278551532033426,0.00557103064066852,0,0,0,0,0,0.0668523676880223,0.214484679665738,0.0724233983286908,0.348189415041783,0.00835654596100279,0,0,0,0.011142061281337,0.00557103064066852,0.00557103064066852,0.00278551532033426,0,0.00557103064066852,0.011142061281337,0,0.00278551532033426,0
513,8891,0.0135593220338983,0,0,0.0305084745762712,0.00677966101694915,0,0.189830508474576,0,0.00338983050847458,0,0,0,0,0.00338983050847458,0,0,0,0.00338983050847458,0.00338983050847458,0.088135593220339,0.189830508474576,0.0847457627118644,0.315254237288136,0.0169491525423729,0,0,0,0.00677966101694915,0.023728813559322,0,0,0,0.00677966101694915,0.0101694915254237,0,0.00338983050847458,0
527,9005,0.0142450142450142,0,0.0056980056980057,0.0313390313390313,0.0170940170940171,0,0.170940170940171,0,0,0.0142450142450142,0,0,0.00284900284900285,0.00284900284900285,0.00284900284900285,0,0.00284900284900285,0.0142450142450142,0.0056980056980057,0.128205128205128,0.242165242165242,0.0541310541310541,0.227920227920228,0.0113960113960114,0.00284900284900285,0,0,0.0056980056980057,0.00854700854700855,0.0113960113960114,0.00284900284900285,0,0.00854700854700855,0.00284900284900285,0,0.00854700854700855,0
540,9111,0.0308880308880309,0,0,0,0.00386100386100386,0,0.0463320463320463,0,0,0,0,0,0,0,0,0.00386100386100386,0,0,0,0.135135135135135,0.274131274131274,0.162162162162162,0.285714285714286,0.00772200772200772,0,0,0.0347490347490347,0,0,0.00386100386100386,0,0,0.00386100386100386,0,0,0.00772200772200772,0
546,9160,0.0416666666666667,0,0,0.00595238095238095,0.0178571428571429,0,0.160714285714286,0,0,0.0297619047619048,0,0,0,0,0,0,0,0,0.00595238095238095,0.0892857142857143,0.125,0.202380952380952,0.255952380952381,0.0148809523809524,0,0,0.0119047619047619,0.00297619047619048,0.00595238095238095,0.00595238095238095,0,0.00297619047619048,0.00595238095238095,0.00892857142857143,0,0.00595238095238095,0
558,9258,0.0534591194968553,0,0.00314465408805031,0.0125786163522013,0,0,0.0786163522012579,0.00314465408805031,0.00314465408805031,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.179245283018868,0.380503144654088,0.0345911949685535,0.19496855345912,0.0125786163522013,0,0,0,0.00943396226415094,0.00943396226415094,0.00314465408805031,0.00943396226415094,0,0,0.00628930817610063,0,0.00314465408805031,0
570,9356,0.0546075085324232,0,0,0.0068259385665529,0,0,0.0546075085324232,0,0,0,0,0,0,0.00341296928327645,0,0,0,0.0102389078498294,0,0.16382252559727,0.402730375426621,0.0170648464163823,0.201365187713311,0.0204778156996587,0,0,0,0.0102389078498294,0.0170648464163823,0.0102389078498294,0,0,0.0102389078498294,0.0102389078498294,0,0.0068259385665529,0
582,9454,0.00967741935483871,0,0,0,0.0064516129032258,0,0.125806451612903,0.0064516129032258,0.0064516129032258,0.0193548387096774,0,0,0,0.0032258064516129,0,0,0.0032258064516129,0.00967741935483871,0.0129032258064516,0.167741935483871,0.258064516129032,0.0709677419354839,0.203225806451613,0.0064516129032258,0.0032258064516129,0.0064516129032258,0.0032258064516129,0.0161290322580645,0.0129032258064516,0.0161290322580645,0.0032258064516129,0,0.0129032258064516,0.00967741935483871,0,0.0064516129032258,0
594,9770,0.0337837837837838,0,0,0.00675675675675676,0,0,0.0777027027027027,0.00337837837837838,0,0.0101351351351351,0,0,0,0.0168918918918919,0,0,0,0.00675675675675676,0.00337837837837838,0.199324324324324,0.233108108108108,0.101351351351351,0.168918918918919,0.0236486486486486,0.00337837837837838,0,0,0.0574324324324324,0.00337837837837838,0.00337837837837838,0.0101351351351351,0,0.0101351351351351,0.0236486486486486,0,0.00337837837837838,0
