"sample.depths","sample.ages","Acer.saccharinum.type","Ambrosia.type","Artemisia","Betula","Cannabaceae","Amaranthaceae.undiff.","Cyperaceae","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Juglans.cinerea","Juglans.undiff.","Ostrya.Carpinus","Pinus.undiff.","Platanus","Quercus","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Brassicaceae","Rosaceae","Carya","Iva.xanthifolia.type","Picea","Celtis","Asteraceae.undiff.","Iva.annua.type","Fabaceae.undiff.","Ranunculaceae.undiff.","Tilia","Populus","Rumex","Amorpha.type","Pinus.subg..Strobus","Apiaceae","Cerealia","Lamiaceae","Cupressaceae","Acer.negundo","Corylus","Sarcobatus.vermiculatus","Fraxinus.nigra.type","Polemoniaceae","Abies","Asteraceae.subf..Cichorioideae","Dalea","Impatiens","Ephedra","Liliaceae","Pinus.subg..Pinus","Caryophyllaceae","Iva.undiff.","Malvaceae","Polygonaceae.undiff.","Larix","Acer.saccharum.type","Liquidambar","Tsuga","Morus","Plantago","Herbs.undiff.","Trees.undiff.","Acer.rubrum","Rhamnaceae.Vitaceae","Shepherdia","Fraxinus.undiff.","Ericaceae"
900,9711,0.0064935064935065,0.188311688311688,0.103896103896104,0.00324675324675325,0,0.0227272727272727,0.0616883116883117,0.0194805194805195,0.133116883116883,0,0,0.025974025974026,0.051948051948052,0,0.133116883116883,0.0194805194805195,0,0.0551948051948052,0.12012987012987,0.0064935064935065,0,0,0.0064935064935065,0,0.0194805194805195,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324675324675325,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0
910,9863,0.00323624595469256,0.12621359223301,0.103559870550162,0.029126213592233,0,0.0355987055016181,0.0647249190938511,0.0161812297734628,0.142394822006472,0,0.0129449838187702,0.00970873786407767,0.0420711974110032,0.00323624595469256,0.0970873786407767,0.0129449838187702,0,0.0226537216828479,0.116504854368932,0.0129449838187702,0,0,0.00647249190938511,0.0161812297734628,0.0614886731391586,0,0,0,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0.0161812297734628,0.00323624595469256,0.0161812297734628,0,0.00323624595469256,0,0,0,0,0,0,0,0,0.00323624595469256,0,0.00323624595469256,0.0161812297734628,0,0,0,0,0,0,0,0,0,0,0
920,10015,0.00284900284900285,0.11965811965812,0.0398860398860399,0.0113960113960114,0,0.00854700854700855,0.0341880341880342,0.0113960113960114,0.176638176638177,0,0.0056980056980057,0.0341880341880342,0.0313390313390313,0,0.128205128205128,0.0056980056980057,0,0.0170940170940171,0.219373219373219,0.00854700854700855,0.00284900284900285,0,0.0199430199430199,0.0142450142450142,0.0170940170940171,0,0,0.00854700854700855,0.0056980056980057,0,0.0113960113960114,0,0,0,0.00284900284900285,0,0,0,0,0,0.0142450142450142,0,0.0113960113960114,0.00284900284900285,0.0056980056980057,0,0.00284900284900285,0,0,0,0.0056980056980057,0,0,0,0,0,0.0142450142450142,0,0,0,0,0.00284900284900285,0,0.00284900284900285,0,0,0,0
930,10168,0,0.13855421686747,0.036144578313253,0.00602409638554217,0,0.0240963855421687,0.0150602409638554,0.00602409638554217,0.177710843373494,0,0.0180722891566265,0.036144578313253,0.0572289156626506,0.00301204819277108,0.174698795180723,0.0120481927710843,0.0331325301204819,0.0180722891566265,0.159638554216867,0.00602409638554217,0,0,0.0180722891566265,0.0120481927710843,0.00602409638554217,0.00301204819277108,0,0.00301204819277108,0,0,0.00301204819277108,0,0,0,0,0.00602409638554217,0,0,0,0,0.00602409638554217,0,0.00602409638554217,0,0,0,0,0,0,0,0.00301204819277108,0,0,0,0,0,0.00903614457831325,0,0,0,0,0,0.00301204819277108,0,0,0,0,0
940,10270,0,0.144736842105263,0.0131578947368421,0.0197368421052632,0,0.0197368421052632,0.0197368421052632,0.0131578947368421,0.101973684210526,0,0,0.0526315789473684,0.0296052631578947,0,0.164473684210526,0,0,0.00986842105263158,0.309210526315789,0,0,0,0.0263157894736842,0.00328947368421053,0.00657894736842105,0.00328947368421053,0,0,0,0,0.00657894736842105,0,0.00328947368421053,0,0,0,0,0,0,0,0.0197368421052632,0,0.0197368421052632,0,0.00328947368421053,0,0,0,0,0,0.00328947368421053,0,0,0,0,0,0.00657894736842105,0,0,0,0,0,0,0,0,0,0,0
950,10324,0,0.130872483221477,0.0100671140939597,0.0369127516778524,0,0.023489932885906,0.023489932885906,0.0100671140939597,0.0704697986577181,0,0,0.0570469798657718,0.0436241610738255,0,0.0939597315436242,0.00335570469798658,0.00335570469798658,0.0268456375838926,0.379194630872483,0.00671140939597315,0,0,0.0201342281879195,0,0.0134228187919463,0.00335570469798658,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0.00335570469798658,0,0.0167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201342281879195,0,0,0,0,0,0,0,0,0,0,0
960,10377,0,0.0701219512195122,0.0335365853658537,0.00609756097560976,0,0.0182926829268293,0.00914634146341463,0.0121951219512195,0.0640243902439024,0,0.0304878048780488,0.0518292682926829,0.0274390243902439,0,0.170731707317073,0,0.00304878048780488,0.0121951219512195,0.393292682926829,0.0213414634146341,0,0,0.0182926829268293,0.00304878048780488,0.0152439024390244,0.00609756097560976,0,0.00304878048780488,0,0,0.00609756097560976,0,0,0,0,0.00304878048780488,0,0,0,0,0.00304878048780488,0,0.00914634146341463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609756097560976,0,0,0,0,0,0,0,0.00304878048780488,0,0,0
970,10430,0.00305810397553517,0.036697247706422,0.0214067278287462,0.00305810397553517,0,0.00611620795107034,0.0122324159021407,0.00305810397553517,0.0825688073394495,0,0.00611620795107034,0.0519877675840979,0.0336391437308868,0,0.207951070336391,0,0,0.0122324159021407,0.425076452599388,0.00611620795107034,0,0,0.0305810397553517,0,0.00305810397553517,0.0122324159021407,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0.0152905198776758,0,0.00305810397553517,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0.018348623853211,0,0,0,0,0,0,0,0,0,0,0
990,10537,0.00611620795107034,0.0305810397553517,0.00611620795107034,0.00611620795107034,0,0.0244648318042813,0,0.0091743119266055,0.055045871559633,0,0.00611620795107034,0.110091743119266,0.0428134556574924,0,0.232415902140673,0.0122324159021407,0,0.00611620795107034,0.299694189602446,0.0091743119266055,0.00305810397553517,0,0.0275229357798165,0,0.00611620795107034,0.018348623853211,0,0.00305810397553517,0,0,0.0122324159021407,0,0,0,0.00305810397553517,0,0,0,0,0,0.0122324159021407,0,0.0305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018348623853211,0,0,0,0,0.00305810397553517,0,0.00611620795107034,0,0,0,0
1000,10590,0.00593471810089021,0.0118694362017804,0.0178041543026706,0.0623145400593472,0,0.00593471810089021,0.00593471810089021,0.0326409495548961,0.0118694362017804,0,0.0118694362017804,0.0415430267062315,0.0326409495548961,0,0.302670623145401,0.00593471810089021,0,0,0.29673590504451,0.00890207715133531,0.0029673590504451,0,0.0237388724035608,0,0.0118694362017804,0.0029673590504451,0,0,0,0,0.00890207715133531,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0.0682492581602374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207715133531157,0,0,0,0,0.0029673590504451,0,0,0,0,0,0
1010,10644,0,0.0136612021857923,0.0136612021857923,0.0819672131147541,0,0.00273224043715847,0.00273224043715847,0.0273224043715847,0.0191256830601093,0,0.0218579234972678,0.0846994535519126,0.0245901639344262,0,0.248633879781421,0.0109289617486339,0,0.00819672131147541,0.292349726775956,0.00819672131147541,0,0,0.0163934426229508,0,0.00819672131147541,0.00546448087431694,0,0.00273224043715847,0,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0.040983606557377,0,0.0300546448087432,0,0.00273224043715847,0,0,0,0,0,0.0109289617486339,0,0,0,0,0,0.0191256830601093,0,0,0,0,0,0,0,0,0,0,0
1020,10697,0,0.0123076923076923,0.00307692307692308,0.0923076923076923,0,0.00615384615384615,0.0123076923076923,0.0307692307692308,0.0215384615384615,0,0.0123076923076923,0.0215384615384615,0.0215384615384615,0,0.246153846153846,0.00615384615384615,0,0.00307692307692308,0.307692307692308,0.00615384615384615,0,0,0.0123076923076923,0,0.0153846153846154,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.00307692307692308,0,0.0184615384615385,0,0.0984615384615385,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0.00615384615384615,0.0246153846153846,0,0,0,0,0,0,0,0,0,0,0
1030,11874,0.006006006006006,0.003003003003003,0.015015015015015,0.186186186186186,0,0.006006006006006,0,0.024024024024024,0.021021021021021,0,0.006006006006006,0.012012012012012,0.015015015015015,0,0.0990990990990991,0.009009009009009,0.006006006006006,0.006006006006006,0.27027027027027,0.027027027027027,0,0.009009009009009,0,0.003003003003003,0.063063063063063,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0.042042042042042,0,0.147147147147147,0,0.009009009009009,0,0,0,0,0,0,0,0,0,0,0.006006006006006,0.003003003003003,0,0,0,0,0,0,0,0,0.003003003003003,0,0
1040,13051,0,0.00588235294117647,0.0470588235294118,0.232352941176471,0,0.0117647058823529,0.0264705882352941,0.00294117647058824,0.0382352941176471,0,0,0.0382352941176471,0.0117647058823529,0,0.0352941176470588,0,0,0.0147058823529412,0.0529411764705882,0.179411764705882,0,0.00294117647058824,0,0,0.161764705882353,0.0088235294117647,0,0.00294117647058824,0,0,0.00588235294117647,0,0,0,0,0,0,0,0.00294117647058824,0,0.0382352941176471,0,0.0441176470588235,0,0.0205882352941176,0,0,0,0,0,0.00294117647058824,0,0,0,0,0.0088235294117647,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0
1050,13886,0,0.00307692307692308,0.0430769230769231,0.175384615384615,0,0.00923076923076923,0.0123076923076923,0,0.0276923076923077,0,0,0.0153846153846154,0.0246153846153846,0,0.04,0,0,0.00615384615384615,0.0584615384615385,0.153846153846154,0,0,0,0.00307692307692308,0.338461538461538,0,0,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.00923076923076923,0,0.0246153846153846,0,0.0492307692307692,0,0,0,0,0,0,0,0,0,0,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0
1060,14380,0,0.0356083086053412,0.0741839762611276,0.0741839762611276,0.0118694362017804,0.00890207715133531,0.029673590504451,0.00593471810089021,0.0593471810089021,0,0,0.0385756676557863,0.00593471810089021,0,0.0415430267062315,0.0118694362017804,0.00593471810089021,0.0118694362017804,0.0267062314540059,0.0979228486646884,0,0,0.0029673590504451,0.00890207715133531,0.359050445103858,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0.00890207715133531,0.0029673590504451,0.0534124629080119,0,0.0029673590504451,0.0029673590504451,0,0,0,0,0,0.0029673590504451,0,0,0,0.0118694362017804,0,0,0,0,0,0,0,0,0,0,0,0
1070,14874,0,0.0701219512195122,0.073170731707317,0.0121951219512195,0.00609756097560976,0.00609756097560976,0.0213414634146341,0.00914634146341463,0.0365853658536585,0,0,0.0457317073170732,0.0121951219512195,0,0.024390243902439,0.0121951219512195,0.0121951219512195,0.00914634146341463,0.0182926829268293,0.00914634146341463,0,0,0,0.00609756097560976,0.442073170731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609756097560976,0.00304878048780488,0.149390243902439,0,0.0152439024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,15862,0,0.114942528735632,0.0402298850574713,0.0028735632183908,0.00862068965517241,0.00574712643678161,0.0431034482758621,0.00574712643678161,0.0545977011494253,0,0,0.0172413793103448,0,0,0.0632183908045977,0,0,0.0172413793103448,0.0172413793103448,0.00574712643678161,0,0.0028735632183908,0,0.0114942528735632,0.46264367816092,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0.0114942528735632,0,0.074712643678161,0,0.0229885057471264,0,0,0,0,0,0,0,0,0,0,0.014367816091954,0,0,0,0,0,0,0,0,0,0,0,0
1100,16357,0,0.139393939393939,0.0484848484848485,0.0454545454545455,0.0121212121212121,0.00606060606060606,0.0636363636363636,0.0121212121212121,0.0393939393939394,0,0,0.0454545454545455,0.0121212121212121,0,0.0333333333333333,0.00303030303030303,0.00606060606060606,0.0121212121212121,0.0121212121212121,0.00909090909090909,0,0.00303030303030303,0,0,0.363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606060606060606,0,0.0121212121212121,0.00909090909090909,0.0545454545454545,0,0.0121212121212121,0,0,0,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0.0212121212121212,0
1110,16851,0,0.0709876543209877,0.0339506172839506,0.0401234567901235,0.00617283950617284,0.00617283950617284,0.00308641975308642,0.00308641975308642,0.0185185185185185,0,0,0.0123456790123457,0,0,0.0709876543209877,0,0.00308641975308642,0.0123456790123457,0.0154320987654321,0.0154320987654321,0,0.00308641975308642,0,0.00308641975308642,0.518518518518518,0,0,0.00308641975308642,0.00308641975308642,0,0,0,0,0,0,0.00308641975308642,0,0,0,0,0.00617283950617284,0,0.0925925925925926,0,0.0246913580246914,0,0,0,0,0,0.00308641975308642,0,0,0,0,0.0216049382716049,0.00617283950617284,0,0,0,0,0,0,0,0,0,0,0
1120,NA,0,0.0354838709677419,0.0290322580645161,0,0.0064516129032258,0,0.032258064516129,0.0064516129032258,0.0161290322580645,0,0,0.0193548387096774,0,0,0.0193548387096774,0.00967741935483871,0.0032258064516129,0,0.0032258064516129,0.0129032258064516,0,0,0,0.0064516129032258,0.696774193548387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032258064516129,0,0.0548387096774194,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0.032258064516129,0.0064516129032258,0,0,0,0,0.0032258064516129,0,0,0,0,0,0
1130,NA,0,0.0396341463414634,0.0274390243902439,0.0609756097560976,0,0,0.0121951219512195,0.00304878048780488,0.0335365853658537,0.00304878048780488,0,0.00609756097560976,0.00609756097560976,0,0.0274390243902439,0,0,0,0.048780487804878,0.00914634146341463,0,0,0,0,0.646341463414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304878048780488,0,0.024390243902439,0,0.0304878048780488,0,0,0,0,0,0,0,0,0,0,0.0121951219512195,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0
1140,NA,0,0.00961538461538462,0.0769230769230769,0.00320512820512821,0,0.00641025641025641,0.0512820512820513,0,0.00961538461538462,0,0,0.0128205128205128,0.0128205128205128,0,0.0192307692307692,0.016025641025641,0.00641025641025641,0.0128205128205128,0,0.00641025641025641,0,0,0,0,0.650641025641026,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0.00641025641025641,0.00320512820512821,0,0,0.00320512820512821,0.0192307692307692,0,0.00641025641025641,0,0,0,0,0,0.00641025641025641,0.00320512820512821,0,0,0,0.0480769230769231,0.00320512820512821,0,0,0,0,0,0,0,0,0.00320512820512821,0,0
1150,NA,0,0.0165562913907285,0.115894039735099,0.0033112582781457,0,0.00662251655629139,0.0596026490066225,0,0.0794701986754967,0,0,0.0033112582781457,0.00993377483443709,0,0.0198675496688742,0.0033112582781457,0,0.0231788079470199,0.0033112582781457,0.0033112582781457,0.0033112582781457,0.0033112582781457,0,0,0.589403973509934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662251655629139,0,0,0,0.00662251655629139,0,0.0033112582781457,0,0,0,0,0,0.00993377483443709,0,0,0,0,0.0298013245033113,0,0,0,0,0,0,0,0,0,0,0,0
1160,NA,0,0.00977198697068404,0.0814332247557003,0.00977198697068404,0.00325732899022801,0,0.0944625407166124,0,0.0846905537459283,0,0,0.0162866449511401,0.0195439739413681,0,0.00325732899022801,0.00977198697068404,0.0162866449511401,0.0293159609120521,0.00325732899022801,0.0195439739413681,0.00325732899022801,0,0,0,0.534201954397394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977198697068404,0,0,0,0.00325732899022801,0,0.00651465798045603,0.00325732899022801,0,0,0,0,0,0,0,0,0,0.0195439739413681,0,0,0,0,0,0.00325732899022801,0,0,0,0.0130293159609121,0,0.00325732899022801
