"sample.depths","sample.ages","Acer.saccharinum.type","Ambrosia.type","Artemisia","Betula","Cannabaceae","Amaranthaceae.undiff.","Cyperaceae","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Juglans.cinerea","Juglans.undiff.","Ostrya.Carpinus","Pinus.undiff.","Platanus","Quercus","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Brassicaceae","Rosaceae","Carya","Iva.xanthifolia.type","Picea","Celtis","Asteraceae.undiff.","Iva.annua.type","Fabaceae.undiff.","Ranunculaceae.undiff.","Tilia","Populus","Rumex","Amorpha.type","Pinus.subg..Strobus","Apiaceae","Cerealia","Lamiaceae","Cupressaceae","Acer.negundo","Corylus","Sarcobatus.vermiculatus","Fraxinus.nigra.type","Polemoniaceae","Abies","Asteraceae.subf..Cichorioideae","Dalea","Impatiens","Ephedra","Liliaceae","Pinus.subg..Pinus","Caryophyllaceae","Iva.undiff.","Malvaceae","Polygonaceae.undiff.","Larix","Acer.saccharum.type","Liquidambar","Tsuga","Morus","Plantago","Herbs.undiff.","Trees.undiff.","Acer.rubrum","Rhamnaceae.Vitaceae","Shepherdia","Fraxinus.undiff.","Ericaceae"
150,1271,0,0.141643059490085,0.0793201133144476,0.0056657223796034,0,0.0141643059490085,0.107648725212465,0.0113314447592068,0.155807365439093,0.0028328611898017,0,0.0198300283286119,0.0764872521246459,0.0056657223796034,0.169971671388102,0.0198300283286119,0.0028328611898017,0.0736543909348442,0.0169971671388102,0.0056657223796034,0.0056657223796034,0,0.0141643059490085,0,0.0113314447592068,0.0028328611898017,0,0.0028328611898017,0.0113314447592068,0.0056657223796034,0.0141643059490085,0,0,0.0028328611898017,0.0084985835694051,0,0,0,0,0,0,0,0,0.0056657223796034,0,0,0,0,0.0028328611898017,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1422,0,0.198170731707317,0.076219512195122,0.0182926829268293,0,0.0213414634146341,0.0518292682926829,0.00609756097560976,0.192073170731707,0.00304878048780488,0,0.0152439024390244,0.0579268292682927,0.00914634146341463,0.152439024390244,0.00914634146341463,0.00609756097560976,0.0609756097560976,0.0152439024390244,0.00609756097560976,0.00304878048780488,0,0.0152439024390244,0,0.0304878048780488,0,0,0,0.00609756097560976,0.00609756097560976,0.0152439024390244,0,0,0.00304878048780488,0.00304878048780488,0,0,0.00304878048780488,0,0,0.00304878048780488,0,0,0,0,0,0.00304878048780488,0,0.00304878048780488,0.00304878048780488,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,1573,0,0.253822629969419,0.0856269113149847,0.0122324159021407,0,0.0244648318042813,0.0336391437308868,0.0091743119266055,0.155963302752294,0,0,0.0305810397553517,0.0397553516819572,0.00611620795107034,0.174311926605505,0.0091743119266055,0.00305810397553517,0.0611620795107034,0.0122324159021407,0.0091743119266055,0,0,0.0152905198776758,0,0.0336391437308868,0,0,0.00611620795107034,0.00611620795107034,0.00305810397553517,0,0,0,0.00305810397553517,0,0.00305810397553517,0,0.00305810397553517,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1724,0.00298507462686567,0.211940298507463,0.0746268656716418,0.017910447761194,0,0.00597014925373134,0.0895522388059701,0.00298507462686567,0.2,0.00597014925373134,0,0.017910447761194,0.026865671641791,0.00298507462686567,0.164179104477612,0.00895522388059702,0.00597014925373134,0,0.0328358208955224,0.00597014925373134,0,0.00298507462686567,0.00597014925373134,0,0.0388059701492537,0,0.0507462686567164,0.00298507462686567,0,0,0.00895522388059702,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0.00298507462686567,0,0,0,0.00298507462686567,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1875,0.00284900284900285,0.150997150997151,0.0854700854700855,0.0170940170940171,0,0.0341880341880342,0.0712250712250712,0.00854700854700855,0.170940170940171,0.0056980056980057,0.0056980056980057,0.0113960113960114,0.0313390313390313,0,0.239316239316239,0.0199430199430199,0.00284900284900285,0.0541310541310541,0.0199430199430199,0,0,0,0.00854700854700855,0,0.0256410256410256,0.00284900284900285,0,0.00284900284900285,0.00284900284900285,0.00854700854700855,0.00284900284900285,0,0,0,0.00284900284900285,0.00284900284900285,0,0.00284900284900285,0,0,0,0,0,0.00284900284900285,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2026,0.0029585798816568,0.180473372781065,0.0798816568047337,0.0118343195266272,0,0.0177514792899408,0.0857988165680473,0.0118343195266272,0.180473372781065,0,0.00591715976331361,0.0207100591715976,0.0473372781065089,0,0.174556213017751,0.0355029585798817,0.00591715976331361,0.0414201183431953,0.0207100591715976,0.00887573964497041,0,0.00591715976331361,0.0029585798816568,0,0.0118343195266272,0.00591715976331361,0,0,0,0.00591715976331361,0.00887573964497041,0.0029585798816568,0,0.0029585798816568,0.00887573964497041,0,0,0,0,0,0,0.0029585798816568,0,0,0,0,0.0029585798816568,0,0,0,0,0,0.00591715976331361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2177,0.00311526479750779,0.171339563862928,0.0903426791277259,0.0218068535825545,0,0.0218068535825545,0.043613707165109,0.0124610591900312,0.152647975077882,0.00311526479750779,0.00623052959501558,0.0218068535825545,0.0747663551401869,0.00311526479750779,0.193146417445483,0.0218068535825545,0.00311526479750779,0.0654205607476635,0.0218068535825545,0.0155763239875389,0,0,0.00311526479750779,0,0.00623052959501558,0,0,0.00623052959501558,0.00311526479750779,0.00623052959501558,0.00934579439252336,0,0,0,0.00623052959501558,0,0,0,0.00311526479750779,0,0,0.00311526479750779,0,0.00311526479750779,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2328,0,0.192546583850932,0.105590062111801,0.015527950310559,0,0.0372670807453416,0.0527950310559006,0.0062111801242236,0.167701863354037,0.0062111801242236,0,0.0217391304347826,0.0434782608695652,0.015527950310559,0.180124223602484,0.0124223602484472,0.0062111801242236,0,0.0372670807453416,0.0093167701863354,0,0,0.0062111801242236,0,0.0186335403726708,0.0062111801242236,0.0403726708074534,0,0,0,0.0124223602484472,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2479,0.00306748466257669,0.217791411042945,0.104294478527607,0.0153374233128834,0,0.0122699386503067,0.0521472392638037,0.00306748466257669,0.159509202453988,0.00613496932515337,0.0122699386503067,0.00920245398773006,0.0613496932515337,0.00613496932515337,0.190184049079755,0.0214723926380368,0.00306748466257669,0.0276073619631902,0.0245398773006135,0.0153374233128834,0,0.00306748466257669,0.00306748466257669,0,0.0306748466257669,0,0,0.00306748466257669,0.00306748466257669,0,0.00613496932515337,0,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,2630,0.00317460317460317,0.228571428571429,0.0857142857142857,0.0158730158730159,0,0.0222222222222222,0.0380952380952381,0.00952380952380952,0.155555555555556,0.00952380952380952,0.00634920634920635,0.00952380952380952,0.053968253968254,0.00634920634920635,0.212698412698413,0.0222222222222222,0.00952380952380952,0.0603174603174603,0.0158730158730159,0,0,0,0.00634920634920635,0,0.00952380952380952,0,0,0.00317460317460317,0,0,0.00634920634920635,0,0,0,0,0,0,0,0,0,0.00634920634920635,0,0,0,0,0,0,0,0,0,0,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2781,0,0.219814241486068,0.102167182662539,0.0154798761609907,0,0.0247678018575851,0.0464396284829721,0.00309597523219814,0.160990712074303,0,0,0.00309597523219814,0.0743034055727554,0.00309597523219814,0.176470588235294,0.0402476780185759,0.00619195046439629,0,0.00928792569659443,0.00619195046439629,0,0,0,0,0.0185758513931889,0,0.0402476780185759,0.00619195046439629,0,0.00309597523219814,0.0123839009287926,0,0,0.00619195046439629,0.00309597523219814,0,0,0.00619195046439629,0,0,0,0.00309597523219814,0.00309597523219814,0.00309597523219814,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,2897,0,0.224358974358974,0.0673076923076923,0.0224358974358974,0,0.032051282051282,0.0352564102564103,0.00641025641025641,0.243589743589744,0,0,0,0.0608974358974359,0.00320512820512821,0.108974358974359,0.0192307692307692,0.0128205128205128,0.0384615384615385,0.0544871794871795,0.0128205128205128,0,0,0.00320512820512821,0,0.0192307692307692,0,0,0.00641025641025641,0.00320512820512821,0.00641025641025641,0.00641025641025641,0,0,0,0,0.00320512820512821,0,0,0,0,0,0.00320512820512821,0.00320512820512821,0,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2980,0.0031055900621118,0.201863354037267,0.0993788819875776,0.015527950310559,0,0.015527950310559,0.0403726708074534,0.0093167701863354,0.217391304347826,0.0031055900621118,0,0.0062111801242236,0.0403726708074534,0.0031055900621118,0.170807453416149,0.046583850931677,0.0031055900621118,0,0.0279503105590062,0.0031055900621118,0,0,0.0093167701863354,0,0.015527950310559,0,0.0403726708074534,0,0,0,0.0124223602484472,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0.0093167701863354,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,3062,0.00595238095238095,0.163690476190476,0.0535714285714286,0.0119047619047619,0,0.0178571428571429,0.0714285714285714,0.0238095238095238,0.226190476190476,0.00595238095238095,0.00595238095238095,0.00595238095238095,0.056547619047619,0.0119047619047619,0.130952380952381,0.0357142857142857,0,0.0535714285714286,0.0476190476190476,0.00595238095238095,0.00297619047619048,0.00297619047619048,0.00595238095238095,0,0.00595238095238095,0.00297619047619048,0,0.00297619047619048,0,0.00892857142857143,0.0119047619047619,0,0,0.00297619047619048,0.00297619047619048,0.00297619047619048,0,0.00297619047619048,0.00297619047619048,0,0,0,0,0.00297619047619048,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,3145,0,0.273584905660377,0.10377358490566,0.00943396226415094,0,0.0377358490566038,0.0440251572327044,0,0.185534591194969,0.00628930817610063,0,0.00628930817610063,0.0534591194968553,0,0.141509433962264,0.0220125786163522,0,0.0408805031446541,0.0251572327044025,0.0157232704402516,0,0.00314465408805031,0,0,0.0188679245283019,0,0,0.00943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,3227,0.00314465408805031,0.270440251572327,0.0880503144654088,0.00628930817610063,0,0.0188679245283019,0.0251572327044025,0.00943396226415094,0.19811320754717,0.00314465408805031,0,0.00314465408805031,0.059748427672956,0,0.144654088050314,0.0345911949685535,0,0.0408805031446541,0.0314465408805031,0.00314465408805031,0,0,0,0,0.0157232704402516,0,0,0.00628930817610063,0.00314465408805031,0,0.00943396226415094,0,0,0.00314465408805031,0.00943396226415094,0.00314465408805031,0,0.00314465408805031,0,0,0,0,0,0.00314465408805031,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,3309,0,0.1875,0.0595238095238095,0.0148809523809524,0,0.0327380952380952,0.0863095238095238,0.0119047619047619,0.19047619047619,0,0.0119047619047619,0.0119047619047619,0.056547619047619,0.00297619047619048,0.178571428571429,0.0208333333333333,0,0.0416666666666667,0.0238095238095238,0.00595238095238095,0,0,0.0119047619047619,0.00297619047619048,0.0178571428571429,0,0,0.00892857142857143,0,0.00297619047619048,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0.00297619047619048,0.00595238095238095,0,0,0,0.00297619047619048,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,3392,0.00303951367781155,0.161094224924012,0.103343465045593,0.0121580547112462,0,0.0212765957446809,0.0759878419452888,0.0060790273556231,0.155015197568389,0.00303951367781155,0,0.00911854103343465,0.0699088145896656,0,0.206686930091185,0.027355623100304,0,0,0.0243161094224924,0.0182370820668693,0,0,0.00303951367781155,0,0.0121580547112462,0.00303951367781155,0.0547112462006079,0,0,0.00303951367781155,0.00911854103343465,0,0,0.00303951367781155,0,0,0,0,0,0,0.00303951367781155,0.0060790273556231,0.00303951367781155,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,3474,0,0.178247734138973,0.081570996978852,0,0,0.0241691842900302,0.0422960725075529,0.0151057401812689,0.199395770392749,0,0.00604229607250755,0,0.0664652567975831,0,0.202416918429003,0.0211480362537764,0,0.0422960725075529,0.0332326283987915,0.00906344410876133,0,0.00604229607250755,0.0151057401812689,0,0.0151057401812689,0.00604229607250755,0,0.00906344410876133,0.00302114803625378,0.00302114803625378,0.0120845921450151,0,0,0,0,0.00302114803625378,0,0,0,0,0.00302114803625378,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,3675,0.0031055900621118,0.267080745341615,0.0683229813664596,0.0031055900621118,0,0.0279503105590062,0.0434782608695652,0.0124223602484472,0.149068322981366,0,0,0.0093167701863354,0.0683229813664596,0,0.158385093167702,0.0434782608695652,0.0062111801242236,0.0807453416149068,0.0186335403726708,0.0031055900621118,0.0062111801242236,0.0031055900621118,0,0,0.0124223602484472,0,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0.0031055900621118,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,3876,0,0.333333333333333,0.0566037735849057,0.0157232704402516,0,0.0408805031446541,0.0314465408805031,0.00943396226415094,0.157232704402516,0.00314465408805031,0,0,0.0440251572327044,0,0.163522012578616,0.0157232704402516,0.00628930817610063,0.0566037735849057,0.0283018867924528,0,0,0,0.00314465408805031,0,0.0125786163522013,0,0,0,0.00314465408805031,0.00628930817610063,0.00314465408805031,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,4077,0,0.312883435582822,0.049079754601227,0.00613496932515337,0,0.0276073619631902,0.0674846625766871,0.0122699386503067,0.184049079754601,0.00306748466257669,0.00613496932515337,0,0.0214723926380368,0,0.125766871165644,0.0214723926380368,0.00920245398773006,0.0766871165644172,0.0245398773006135,0.00306748466257669,0,0,0.00306748466257669,0,0.0122699386503067,0,0,0,0.00306748466257669,0.00613496932515337,0,0,0,0.00306748466257669,0,0.00613496932515337,0,0,0,0,0,0,0.00920245398773006,0,0.00306748466257669,0,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
