"sample.depths","sample.ages","Acer.pensylvanicum","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Tilia","Ulmus","Juniperus.type","Fraxinus.americana.type","Poaceae","Urticaceae","Abies.balsamea","Acer.saccharum","Castanea.dentata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Populus.balsamifera.type","Pinus.resinosa.type","Viburnum.edule","Salix.undiff.","Polygonaceae.undiff.","Taxus","Cornus","Carya.ovata","Nemopanthus.mucronatus","Asteraceae.subf..Asteroideae.undiff.","Rhamnus.alnifolia.R..frangula","Viburnum.lentago","Juglans.nigra","Saxifraga","Viburnum.opulus","Rosaceae.undiff.","Amaranthaceae","Salix.herbacea.type","Thalictrum","Saxifraga.oppositifolia.type","Acer.spicatum","Viburnum.undiff.","Sambucus","Lamiaceae","Acer.saccharinum","Saxifraga.cernua.type","cf..Sarcobatus.vermiculatus","Liliaceae","Onagraceae","Populus.deltoides.type","Caryophyllaceae","Hypericum","Fabaceae.undiff.","Shepherdia.canadensis","Polygonum.convolvulus.type","Celtis.occidentalis","Linnaea.borealis","Potentilla.palustris.type","Oxytropis.maydelliana.type","Viburnum.nudum","Prunus","Asteraceae.subf..Cichorioideae","Ranunculaceae.undiff.","cf..Oxyria.digyna","Rubiaceae","Salix.vestita.type","Viburnum.alnifolium","Brassicaceae","Armeria.maritima","Saxifragaceae.undiff."
515,6223,0,0,0.0133779264214047,0.00501672240802676,0,0,0.40133779264214,0,0.00167224080267559,0.0167224080267559,0.0167224080267559,0,0.00167224080267559,0,0.0100334448160535,0,0.00501672240802676,0.0217391304347826,0.00167224080267559,0.0535117056856187,0,0.0183946488294314,0.00501672240802676,0.00501672240802676,0,0,0.00167224080267559,0.0167224080267559,0,0.00167224080267559,0.00501672240802676,0.0234113712374582,0.197324414715719,0,0.157190635451505,0.00167224080267559,0.00167224080267559,0,0,0.00167224080267559,0,0.0100334448160535,0,0,0.00501672240802676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,6384,0,0.00394477317554241,0.00986193293885602,0.00394477317554241,0.00394477317554241,0,0.323471400394477,0.0019723865877712,0,0.00394477317554241,0.019723865877712,0.00394477317554241,0,0,0.0118343195266272,0,0.0019723865877712,0.019723865877712,0,0.0571992110453649,0,0.0138067061143984,0,0,0,0,0.0019723865877712,0.019723865877712,0.00394477317554241,0,0.00394477317554241,0,0.331360946745562,0.0019723865877712,0.145956607495069,0,0,0,0,0,0,0.00788954635108481,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,6626,0,0,0.00875656742556918,0,0,0,0.148861646234676,0.00175131348511384,0,0.00525394045534151,0.0175131348511384,0,0,0.00175131348511384,0.00525394045534151,0,0.00875656742556918,0.0718038528896672,0.00350262697022767,0.0700525394045534,0,0.0157618213660245,0.00175131348511384,0,0.00175131348511384,0,0.00875656742556918,0.00875656742556918,0,0.00175131348511384,0.00525394045534151,0.0227670753064799,0.45183887915937,0,0.10507880910683,0.00175131348511384,0,0.0227670753064799,0,0,0,0.00875656742556918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,6786,0,0.00334448160535117,0.0183946488294314,0.00167224080267559,0,0.00167224080267559,0.153846153846154,0,0,0.00836120401337793,0.0234113712374582,0.00836120401337793,0,0,0.00501672240802676,0,0.0117056856187291,0.100334448160535,0,0.0903010033444816,0,0.0167224080267559,0,0.00167224080267559,0,0,0.0117056856187291,0.0150501672240803,0,0.00334448160535117,0,0.0367892976588629,0.448160535117057,0,0.0250836120401338,0,0,0.00836120401337793,0,0.00167224080267559,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0.00167224080267559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,6947,0,0.00342465753424658,0.011986301369863,0.00856164383561644,0.00513698630136986,0,0.166095890410959,0.0102739726027397,0,0.00856164383561644,0.011986301369863,0.00342465753424658,0,0,0.00856164383561644,0.00342465753424658,0.0205479452054795,0.0428082191780822,0.011986301369863,0.0599315068493151,0,0.023972602739726,0.00684931506849315,0.00171232876712329,0,0,0.0136986301369863,0.00684931506849315,0,0.00513698630136986,0.00342465753424658,0.0513698630136986,0.476027397260274,0,0.0102739726027397,0.00171232876712329,0,0.00171232876712329,0,0,0,0.0154109589041096,0,0.00171232876712329,0,0,0.00171232876712329,0,0,0,0,0,0,0,0,0,0,0,0.00171232876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,7188,0,0,0.0117252931323283,0.0485762144053601,0.0016750418760469,0.0050251256281407,0.21105527638191,0.0050251256281407,0,0.0033500837520938,0.0117252931323283,0,0,0.0050251256281407,0.0050251256281407,0,0.0217755443886097,0.0619765494137353,0.0184254606365159,0.0284757118927973,0,0.0134003350083752,0.0016750418760469,0.0033500837520938,0.0050251256281407,0,0.0117252931323283,0.0033500837520938,0,0.0083752093802345,0.0083752093802345,0.175879396984925,0.293132328308208,0,0,0.0067001675041876,0,0.0134003350083752,0,0.0033500837520938,0,0.0100502512562814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016750418760469,0,0,0,0,0,0.0016750418760469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,7349,0,0,0,0.0351288056206089,0.00234192037470726,0.00468384074941452,0.175644028103044,0.00702576112412178,0,0,0.00936768149882904,0,0,0.00234192037470726,0,0,0.00468384074941452,0.110070257611241,0.00468384074941452,0.0257611241217799,0,0.0257611241217799,0.00234192037470726,0,0,0,0.0187353629976581,0,0,0.00468384074941452,0.0140515222482436,0.0960187353629977,0.428571428571429,0.00234192037470726,0.00702576112412178,0,0,0.00936768149882904,0,0.00234192037470726,0,0.00234192037470726,0,0.00468384074941452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,7590,0,0,0.00158982511923688,0.0540540540540541,0.00317965023847377,0,0.273449920508744,0.00317965023847377,0,0.00158982511923688,0.0158982511923688,0.00158982511923688,0,0.00317965023847377,0.0158982511923688,0.00158982511923688,0.0127186009538951,0.0747217806041336,0.0174880763116057,0.0333863275039746,0,0.0190779014308426,0.00317965023847377,0.00158982511923688,0.00635930047694754,0,0.014308426073132,0.00476947535771065,0,0.00317965023847377,0.0095389507154213,0.26550079491256,0.111287758346582,0,0.00476947535771065,0.00476947535771065,0.00158982511923688,0.014308426073132,0,0.00635930047694754,0,0.00794912559618442,0,0,0,0.00158982511923688,0,0,0,0,0,0,0.00476947535771065,0,0,0,0.00158982511923688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,7751,0,0,0,0.033195020746888,0.004149377593361,0,0.217842323651452,0.004149377593361,0,0,0.012448132780083,0,0,0,0.00829875518672199,0,0.024896265560166,0.0933609958506224,0.00829875518672199,0.033195020746888,0,0.016597510373444,0,0.004149377593361,0,0,0.012448132780083,0.004149377593361,0,0.0020746887966805,0.0103734439834025,0.309128630705394,0.161825726141079,0,0.012448132780083,0.0020746887966805,0,0.0145228215767635,0,0.0020746887966805,0,0.004149377593361,0,0,0,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,7993,0,0,0,0.0961262553802009,0,0,0.200860832137733,0.00430416068866571,0.00143472022955524,0.00143472022955524,0.00860832137733142,0.00143472022955524,0,0.0100430416068867,0,0.00143472022955524,0.0143472022955524,0.0329985652797704,0.0186513629842181,0.0344332855093257,0,0.024390243902439,0.00430416068866571,0,0.00717360114777618,0,0.0100430416068867,0,0,0.00430416068866571,0.0114777618364419,0.473457675753228,0.0272596843615495,0,0,0.00286944045911047,0.00143472022955524,0.00143472022955524,0,0.00143472022955524,0,0.00143472022955524,0,0,0,0.00143472022955524,0,0,0,0,0,0,0.00143472022955524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,8234,0,0,0,0.0403669724770642,0,0,0.315596330275229,0.0073394495412844,0,0.0018348623853211,0.0073394495412844,0.0018348623853211,0,0.0165137614678899,0.0036697247706422,0,0.0165137614678899,0.0752293577981651,0.0275229357798165,0.0532110091743119,0,0.0091743119266055,0.0018348623853211,0.0018348623853211,0.0073394495412844,0,0.018348623853211,0.0091743119266055,0,0.0055045871559633,0.0146788990825688,0.231192660550459,0.110091743119266,0,0.0036697247706422,0.0018348623853211,0.0036697247706422,0.0018348623853211,0,0.0073394495412844,0,0.0036697247706422,0,0,0,0,0,0,0,0,0,0,0.0018348623853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,8380,0,0,0.00347222222222222,0.0954861111111111,0.00173611111111111,0.00173611111111111,0.338541666666667,0.00694444444444444,0,0,0.00520833333333333,0.00347222222222222,0.00173611111111111,0,0.00694444444444444,0.0104166666666667,0.0190972222222222,0.0138888888888889,0.046875,0.0225694444444444,0,0.0121527777777778,0.00694444444444444,0,0.0173611111111111,0,0.0104166666666667,0.00347222222222222,0,0.00868055555555556,0.0364583333333333,0.112847222222222,0.1875,0,0.00347222222222222,0.00347222222222222,0.00347222222222222,0,0,0.00694444444444444,0,0.00347222222222222,0,0,0,0,0,0,0,0,0,0,0.00347222222222222,0,0,0,0.00173611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,8484,0,0,0,0.0644007155635063,0,0,0.438282647584973,0.0035778175313059,0,0,0.00894454382826476,0,0,0.00894454382826476,0,0.00178890876565295,0.035778175313059,0.0232558139534884,0.0393559928443649,0.0232558139534884,0,0,0.00894454382826476,0,0.00894454382826476,0,0.00536672629695885,0.00178890876565295,0,0.0035778175313059,0.0214669051878354,0.191413237924866,0.071556350626118,0,0,0.0071556350626118,0.00894454382826476,0.0071556350626118,0,0.0035778175313059,0,0.0035778175313059,0,0,0,0,0,0,0,0,0,0,0.0035778175313059,0,0,0,0.0035778175313059,0,0,0,0,0,0,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,8588,0,0,0,0.181003584229391,0,0.007168458781362,0.449820788530466,0.007168458781362,0,0,0.003584229390681,0,0,0.0017921146953405,0.00537634408602151,0.00537634408602151,0.025089605734767,0.003584229390681,0.0304659498207885,0.0232974910394265,0,0.00537634408602151,0.0197132616487455,0,0.010752688172043,0,0.0017921146953405,0,0,0,0.028673835125448,0.0197132616487455,0.137992831541219,0,0.0017921146953405,0.00537634408602151,0.007168458781362,0,0,0.007168458781362,0,0,0,0,0,0.00537634408602151,0,0,0,0,0,0.0017921146953405,0.0017921146953405,0,0,0,0.0017921146953405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,8640,0,0,0,0.305061559507524,0,0.00136798905608755,0.331053351573187,0.00957592339261286,0,0,0.0082079343365253,0,0,0.00683994528043776,0.0054719562243502,0.0259917920656635,0.00957592339261286,0.00136798905608755,0.0341997264021888,0.0328317373461012,0,0.0082079343365253,0.0054719562243502,0,0.00136798905608755,0,0.00136798905608755,0.00136798905608755,0,0.00136798905608755,0.0383036935704514,0,0.121751025991792,0.0054719562243502,0.0054719562243502,0.0027359781121751,0.0150478796169631,0,0.00136798905608755,0.0054719562243502,0,0.0027359781121751,0,0,0,0.0054719562243502,0,0,0,0,0,0.00136798905608755,0,0,0,0,0,0,0,0,0,0,0,0,0.00136798905608755,0.0027359781121751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,8744,0,0,0,0.00982800982800983,0.00245700245700246,0.00491400491400491,0.185503685503686,0.0368550368550369,0,0,0.00368550368550369,0.00368550368550369,0.00122850122850123,0.00122850122850123,0.015970515970516,0.0085995085995086,0.0896805896805897,0.00368550368550369,0.151105651105651,0.0515970515970516,0,0.00614250614250614,0.0675675675675676,0,0.00737100737100737,0,0.00245700245700246,0.00368550368550369,0,0.00122850122850123,0.176904176904177,0.0466830466830467,0.027027027027027,0,0.00368550368550369,0.0147420147420147,0.0147420147420147,0,0,0.0307125307125307,0,0.00122850122850123,0,0,0,0.0147420147420147,0,0,0,0,0,0.00122850122850123,0,0,0.00122850122850123,0,0,0.00245700245700246,0,0,0,0,0,0,0,0,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0.00122850122850123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,8796,0,0,0.00136986301369863,0.00821917808219178,0.00273972602739726,0.0123287671232877,0.132876712328767,0.0246575342465753,0,0,0.00684931506849315,0.00136986301369863,0,0.00136986301369863,0.010958904109589,0.0178082191780822,0.102739726027397,0.00821917808219178,0.208219178082192,0.0410958904109589,0,0.0123287671232877,0.0917808219178082,0.00136986301369863,0.010958904109589,0.00136986301369863,0.00136986301369863,0.00273972602739726,0,0,0.120547945205479,0.0315068493150685,0.0643835616438356,0,0.00410958904109589,0.0150684931506849,0.0328767123287671,0,0,0.0178082191780822,0,0.00136986301369863,0,0,0,0.00547945205479452,0,0,0,0,0,0.00136986301369863,0.00136986301369863,0,0,0,0.00136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,8848,0,0,0.00330578512396694,0.00495867768595041,0.00165289256198347,0.00495867768595041,0.175206611570248,0.0214876033057851,0,0,0.00661157024793388,0,0,0,0.00495867768595041,0.00495867768595041,0.0710743801652893,0.00330578512396694,0.262809917355372,0.0413223140495868,0,0.00165289256198347,0.155371900826446,0,0.0132231404958678,0,0.00330578512396694,0,0.00330578512396694,0.00165289256198347,0.0826446280991736,0.0181818181818182,0.0446280991735537,0,0,0.00495867768595041,0.0214876033057851,0,0,0.0115702479338843,0,0.0132231404958678,0,0,0,0.0115702479338843,0,0,0,0,0,0,0,0,0,0,0,0.00661157024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,8900,0,0,0.00225733634311512,0.0101580135440181,0.00338600451467269,0.00790067720090293,0.146726862302483,0.018058690744921,0,0.00225733634311512,0.00677200902934537,0,0,0,0.0124153498871332,0.018058690744921,0.0112866817155756,0.00225733634311512,0.300225733634311,0.0395033860045147,0,0.00564334085778781,0.110609480812641,0,0.0090293453724605,0,0,0.00112866817155756,0,0,0.118510158013544,0.00112866817155756,0.0869074492099323,0,0,0.00338600451467269,0.0293453724604966,0,0.00112866817155756,0.0293453724604966,0,0,0,0.00112866817155756,0,0.00790067720090293,0,0,0,0,0,0,0,0,0,0,0,0.00112866817155756,0.00225733634311512,0,0,0,0,0,0.00112866817155756,0.00564334085778781,0,0,0,0,0,0.00112866817155756,0.00112866817155756,0.00112866817155756,0,0,0,0,0,0,0,0,0,0,0,0
705,9052,0,0,0,0.0146561443066516,0.00450958286358512,0.0101465614430665,0.326944757609921,0.0214205186020293,0.00112739571589628,0,0.0124013528748591,0,0,0,0.00789177001127396,0.00112739571589628,0.0101465614430665,0.00112739571589628,0.243517474633596,0.0326944757609921,0,0.00338218714768884,0.0958286358511838,0,0.0157835400225479,0,0,0.00112739571589628,0,0.00225479143179256,0.0822998872604284,0.00676437429537768,0.0450958286358512,0,0.00225479143179256,0.00112739571589628,0.0236753100338219,0,0,0.0157835400225479,0,0,0,0,0,0.0124013528748591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112739571589628,0,0,0.00112739571589628,0,0,0,0,0.00112739571589628,0.00112739571589628,0,0,0,0,0,0,0,0,0,0
710,9303,0,0,0,0.013840830449827,0,0.0242214532871972,0.280276816608997,0.0346020761245675,0,0,0.00461361014994233,0,0.00115340253748558,0,0.00230680507497117,0,0.0149942329873126,0.00461361014994233,0.265282583621684,0.0357554786620531,0,0.00576701268742791,0.0841983852364475,0,0.00230680507497117,0,0.00115340253748558,0.00346020761245675,0,0,0.0807381776239908,0.0449826989619377,0.041522491349481,0,0.00346020761245675,0.00346020761245675,0.0149942329873126,0.00346020761245675,0.00115340253748558,0.013840830449827,0,0,0.00115340253748558,0.00115340253748558,0,0.00922722029988466,0,0,0,0,0,0.00115340253748558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115340253748558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,9555,0,0,0.00327332242225859,0.0212765957446809,0,0.027823240589198,0.304418985270049,0.00981996726677578,0.00490998363338789,0,0.00981996726677578,0,0,0.0016366612111293,0.00654664484451719,0,0.00981996726677578,0.00327332242225859,0.346972176759411,0.0294599018003273,0,0.0130932896890344,0.027823240589198,0,0.00981996726677578,0,0.0016366612111293,0.00818330605564648,0,0.0016366612111293,0.00490998363338789,0.0229132569558101,0.0327332242225859,0.00818330605564648,0.00327332242225859,0.0016366612111293,0.0229132569558101,0,0,0.0360065466448445,0,0,0,0.00654664484451719,0,0.016366612111293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327332242225859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,9806,0,0,0.00697350069735007,0.0320781032078103,0.0139470013947001,0.0348675034867503,0.131101813110181,0.174337517433752,0.00278940027894003,0,0.00139470013947001,0,0.00278940027894003,0.00278940027894003,0.00139470013947001,0,0.0139470013947001,0.0153417015341702,0.0348675034867503,0.0292887029288703,0,0.0181311018131102,0.0195258019525802,0,0.0739191073919107,0.00139470013947001,0.00139470013947001,0,0.00139470013947001,0.00139470013947001,0,0.0529986052998605,0.0585774058577406,0.00557880055788006,0.00557880055788006,0.00697350069735007,0.00418410041841004,0,0,0.220362622036262,0,0.00139470013947001,0,0,0.00278940027894003,0.00697350069735007,0,0,0,0,0,0.00139470013947001,0,0,0,0.00418410041841004,0,0,0.00697350069735007,0,0,0,0.00139470013947001,0,0,0,0.00278940027894003,0,0.00139470013947001,0,0,0,0,0,0,0,0.00139470013947001,0,0,0,0,0,0,0,0,0
725,10058,0,0.000958772770853308,0.0115052732502397,0.0421860019175455,0.000958772770853308,0.0613614573346117,0.074784276126558,0.277085330776606,0.00575263662511985,0,0.00479386385426654,0,0.000958772770853308,0,0.00575263662511985,0.00191754554170662,0.0258868648130393,0.00958772770853308,0.000958772770853308,0.012464046021093,0,0.00862895493767977,0.00862895493767977,0,0.162032598274209,0,0.000958772770853308,0,0,0.000958772770853308,0.000958772770853308,0.0297219558964525,0.0527325023969319,0,0.00191754554170662,0.00671140939597315,0,0,0,0.14189837008629,0,0,0,0,0,0.0115052732502397,0,0,0,0,0,0.00767018216682646,0.000958772770853308,0.00287631831255992,0.00383509108341323,0,0,0,0,0,0,0,0,0,0,0,0.00191754554170662,0,0.000958772770853308,0,0,0,0,0,0.00671140939597315,0,0,0.000958772770853308,0.00383509108341323,0.00575263662511985,0.000958772770853308,0,0,0,0,0
730,NA,0,0,0.0144508670520231,0.0375722543352601,0.00578034682080925,0.163294797687861,0.0780346820809249,0.219653179190751,0.00144508670520231,0,0.00433526011560694,0,0,0,0,0,0.0419075144508671,0.0245664739884393,0.00144508670520231,0.0115606936416185,0,0,0,0,0.130057803468208,0,0.00144508670520231,0,0,0,0,0.0895953757225433,0.00867052023121387,0,0.00289017341040462,0.00722543352601156,0,0,0,0.092485549132948,0,0,0,0,0.00289017341040462,0.00433526011560694,0,0,0,0,0,0.0158959537572254,0.00144508670520231,0.00289017341040462,0.00144508670520231,0,0,0,0,0,0,0,0,0,0.00144508670520231,0,0.00722543352601156,0,0,0,0,0,0,0,0.00578034682080925,0,0,0,0,0.00578034682080925,0,0.0130057803468208,0.00144508670520231,0,0,0
735,NA,0,0,0.0155339805825243,0.0504854368932039,0.00194174757281553,0.029126213592233,0.0388349514563107,0.223300970873786,0,0,0.00194174757281553,0,0,0,0.00194174757281553,0.00388349514563107,0.0213592233009709,0.0330097087378641,0,0.0155339805825243,0,0.0058252427184466,0.00970873786407767,0,0.201941747572816,0,0,0,0,0.00388349514563107,0.00194174757281553,0.00388349514563107,0.054368932038835,0,0.00388349514563107,0.00970873786407767,0,0,0,0.0699029126213592,0,0,0,0,0,0.0058252427184466,0,0,0,0,0,0.0466019417475728,0.00194174757281553,0,0,0,0,0,0,0,0,0,0,0.00194174757281553,0.00194174757281553,0,0.0135922330097087,0,0.0621359223300971,0.00194174757281553,0,0,0,0,0.0310679611650485,0,0,0.00194174757281553,0,0,0,0.0194174757281553,0,0.00194174757281553,0.00194174757281553,0.0058252427184466
740,NA,0,0,0.023094688221709,0.0508083140877598,0.0046189376443418,0.0415704387990762,0.18013856812933,0.0669745958429561,0,0,0,0.0046189376443418,0,0,0.0161662817551963,0.0161662817551963,0.0554272517321016,0.0092378752886836,0.0092378752886836,0.0438799076212471,0,0.0600461893764434,0.0046189376443418,0,0.0300230946882217,0,0,0.0023094688221709,0,0.0023094688221709,0,0.0831408775981524,0.233256351039261,0,0.0023094688221709,0.0069284064665127,0.0023094688221709,0,0,0.0138568129330254,0,0,0,0.0023094688221709,0,0.0138568129330254,0,0,0,0,0,0.0046189376443418,0,0,0,0,0,0,0,0,0,0.0023094688221709,0,0,0.0069284064665127,0,0.0023094688221709,0,0.0023094688221709,0,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0
