"sample.depths","sample.ages","Abies","Betula","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Fagus","Larix","Picea","Platanus","Quercus","Rumex","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Populus","Poaceae","Plantago","Acer.saccharum","Ilex.Nemopanthus","Pinus.strobus","Pinus.banksiana.P..resinosa","Ostrya","Fraxinus.nigra","Fraxinus.americana","Acer.rubrum","Artemisia","Carya","Juglans.nigra","Juglans.cinerea","Ericaceae","Tilia","Corylus","Sarcobatus.vermiculatus","Myrica","Apiaceae","Caryophyllaceae","Asteraceae.subf..Cichorioideae","Thalictrum","Ephedra.nevadensis.type"
300,4411,0.00483091787439614,0.227053140096618,0,0.00966183574879227,0.00483091787439614,0.0289855072463768,0,0.00483091787439614,0.00483091787439614,0.0628019323671498,0,0,0.0193236714975845,0,0.0483091787439614,0.00966183574879227,0.00966183574879227,0,0.00483091787439614,0,0.0338164251207729,0.00483091787439614,0.458937198067633,0.0289855072463768,0.0193236714975845,0.00483091787439614,0.00483091787439614,0,0,0,0,0.00483091787439614,0,0,0,0,0,0,0,0,0,0
320,4707,0,0.260869565217391,0,0.00483091787439614,0.0144927536231884,0.0193236714975845,0.00483091787439614,0.0144927536231884,0,0.0917874396135266,0,0,0.0193236714975845,0,0.0289855072463768,0.00966183574879227,0,0,0.00483091787439614,0,0.0338164251207729,0,0.42512077294686,0.0338164251207729,0.00483091787439614,0.00483091787439614,0.00483091787439614,0,0.00483091787439614,0.00483091787439614,0,0,0,0.00966183574879227,0,0,0,0,0,0,0,0
340,5003,0.00478468899521531,0.258373205741627,0,0.00478468899521531,0,0.0287081339712919,0,0.00478468899521531,0,0.0574162679425837,0,0,0.0430622009569378,0,0.0191387559808612,0.00956937799043062,0,0,0,0,0.0143540669856459,0.00478468899521531,0.483253588516746,0.0430622009569378,0.00478468899521531,0.00478468899521531,0.00478468899521531,0,0,0,0,0,0,0.00478468899521531,0.00478468899521531,0,0,0,0,0,0,0
360,5299,0.0048780487804878,0.317073170731707,0,0,0.0048780487804878,0.0146341463414634,0,0.0048780487804878,0,0.097560975609756,0,0,0.024390243902439,0,0.0292682926829268,0.0048780487804878,0,0,0,0,0.0195121951219512,0,0.380487804878049,0.0439024390243902,0.0097560975609756,0.0146341463414634,0.0146341463414634,0,0.0146341463414634,0,0,0,0,0,0,0,0,0,0,0,0,0
380,5628,0,0.215686274509804,0,0,0,0.0147058823529412,0.00490196078431373,0.0294117647058824,0,0.0441176470588235,0,0,0.137254901960784,0,0.0294117647058824,0,0.00980392156862745,0,0.00490196078431373,0,0.0196078431372549,0.00490196078431373,0.42156862745098,0.053921568627451,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,6013,0,0.229665071770335,0.00478468899521531,0.00478468899521531,0.00478468899521531,0.0287081339712919,0.00478468899521531,0,0.00478468899521531,0.0861244019138756,0,0,0.0813397129186603,0,0.0143540669856459,0.0143540669856459,0.00478468899521531,0,0,0,0.0430622009569378,0.00956937799043062,0.37799043062201,0.0526315789473684,0.0191387559808612,0.00956937799043062,0,0,0.00478468899521531,0,0,0,0,0,0,0,0,0,0,0,0,0
420,6398,0,0.118226600985222,0,0.00492610837438424,0,0.0394088669950739,0,0.00492610837438424,0,0.0886699507389163,0,0,0.118226600985222,0,0.0147783251231527,0.00985221674876847,0,0,0.00492610837438424,0,0.0197044334975369,0,0.502463054187192,0.0689655172413793,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,6782,0,0.0490196078431373,0,0,0.00490196078431373,0.00490196078431373,0.00490196078431373,0.00490196078431373,0,0.0686274509803922,0,0,0.0735294117647059,0,0.0196078431372549,0.00490196078431373,0,0,0.00490196078431373,0,0.0245098039215686,0,0.661764705882353,0.0588235294117647,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,0
460,7167,0,0.0447761194029851,0,0,0,0.0149253731343284,0,0,0,0.0348258706467662,0,0,0.0348258706467662,0,0,0,0,0,0.00497512437810945,0,0.00497512437810945,0,0.786069651741294,0.054726368159204,0.0099502487562189,0.00497512437810945,0,0,0,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0
480,7552,0.00495049504950495,0.0346534653465347,0,0.0099009900990099,0.00495049504950495,0.0148514851485149,0.00495049504950495,0,0,0.123762376237624,0,0,0.0148514851485149,0,0.0099009900990099,0,0,0,0,0,0.0099009900990099,0,0.608910891089109,0.148514851485149,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0
500,7937,0.00980392156862745,0.0196078431372549,0,0,0,0.0147058823529412,0,0.00980392156862745,0,0.102941176470588,0,0,0.0196078431372549,0,0.0196078431372549,0.00490196078431373,0.00490196078431373,0,0.00490196078431373,0,0.0147058823529412,0.00490196078431373,0.65686274509804,0.102941176470588,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,8441,0.0199004975124378,0.0696517412935323,0,0,0,0,0,0.0199004975124378,0.00497512437810945,0.0497512437810945,0,0,0,0,0.0248756218905473,0,0.00497512437810945,0,0,0,0,0,0.63681592039801,0.159203980099502,0.00497512437810945,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0
540,8984,0,0.0585365853658537,0.0048780487804878,0,0.0048780487804878,0.0048780487804878,0.0146341463414634,0.0195121951219512,0.0048780487804878,0.0390243902439024,0,0,0.0048780487804878,0,0.0097560975609756,0,0.0048780487804878,0,0,0,0,0,0.458536585365854,0.35609756097561,0,0.0048780487804878,0,0,0.0097560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0
560,9528,0.0147783251231527,0.142857142857143,0,0,0.00985221674876847,0.00492610837438424,0,0.0197044334975369,0,0.0788177339901478,0,0,0,0,0.0147783251231527,0,0,0,0,0,0,0,0.142857142857143,0.566502463054187,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0
580,10072,0.0196078431372549,0.102941176470588,0,0.00980392156862745,0.00980392156862745,0,0.00980392156862745,0.0343137254901961,0,0.0637254901960784,0,0,0,0,0.0147058823529412,0.00980392156862745,0,0,0,0,0,0,0.0294117647058824,0.681372549019608,0,0.00490196078431373,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0
600,10616,0.00485436893203883,0.111650485436893,0.00485436893203883,0.00485436893203883,0.0145631067961165,0,0,0.0242718446601942,0,0.0533980582524272,0,0.00485436893203883,0.0145631067961165,0.00485436893203883,0.0436893203883495,0,0,0,0,0,0,0,0.0485436893203883,0.650485436893204,0,0,0,0,0.00485436893203883,0.00485436893203883,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0
620,11159,0,0.0780487804878049,0,0.0097560975609756,0.0097560975609756,0,0.0097560975609756,0.048780487804878,0,0.0634146341463415,0,0.0048780487804878,0,0,0.0048780487804878,0,0,0,0,0,0,0,0.0292682926829268,0.707317073170732,0.0048780487804878,0.0195121951219512,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0.0048780487804878,0,0,0,0
640,NA,0,0.080188679245283,0,0.00471698113207547,0.0424528301886792,0,0,0.372641509433962,0,0.099056603773585,0,0,0,0,0.0283018867924528,0.00471698113207547,0.00471698113207547,0,0,0,0,0,0.0330188679245283,0.320754716981132,0,0,0,0,0,0.00471698113207547,0,0,0,0,0,0,0.00471698113207547,0,0,0,0,0
660,NA,0.00432900432900433,0.0606060606060606,0,0.00865800865800866,0.0735930735930736,0,0,0.142857142857143,0,0.0735930735930736,0,0.0303030303030303,0.00865800865800866,0.00432900432900433,0.0303030303030303,0.00865800865800866,0.00865800865800866,0.00432900432900433,0.00865800865800866,0,0,0,0.0779220779220779,0.441558441558442,0.00432900432900433,0.00432900432900433,0,0,0,0,0,0.00432900432900433,0,0,0,0,0,0,0,0,0,0
680,NA,0,0.29047619047619,0.00476190476190476,0.00476190476190476,0.0857142857142857,0,0.00952380952380952,0.0523809523809524,0,0.0619047619047619,0,0.0142857142857143,0.00952380952380952,0.00476190476190476,0.0523809523809524,0.0428571428571429,0,0.0238095238095238,0.0142857142857143,0,0.00952380952380952,0,0.0142857142857143,0.166666666666667,0,0.0619047619047619,0,0,0.0619047619047619,0.00476190476190476,0,0,0,0,0,0,0,0,0.00952380952380952,0,0,0
700,NA,0,0.0897832817337461,0.00309597523219814,0.00619195046439629,0.148606811145511,0,0,0.0712074303405573,0,0.0712074303405573,0,0.0340557275541796,0.0123839009287926,0.00619195046439629,0.043343653250774,0.0278637770897833,0.0123839009287926,0.00309597523219814,0.0371517027863777,0,0,0,0.00619195046439629,0.343653250773994,0,0,0,0,0.0557275541795666,0.00309597523219814,0,0,0.0123839009287926,0,0,0,0,0,0.00928792569659443,0.00309597523219814,0,0
720,NA,0,0.139455782312925,0,0.00680272108843537,0.166666666666667,0,0.00340136054421769,0.0850340136054422,0,0.0680272108843537,0,0.0306122448979592,0.0136054421768707,0.0136054421768707,0.0306122448979592,0.0238095238095238,0.0136054421768707,0.0102040816326531,0.0272108843537415,0,0.00340136054421769,0,0.0578231292517007,0.197278911564626,0.00340136054421769,0.00340136054421769,0,0,0.0782312925170068,0,0,0,0.0136054421768707,0,0,0,0,0,0.00340136054421769,0,0.00340136054421769,0.00340136054421769
