"sample.depths","sample.ages","Bumelia","Carya","Asteraceae.undiff.","Corylus","Cyperaceae","Fabaceae.undiff.","Quercus","Ambrosia","Myrica","Pinus","Amaranthaceae","Betula","Cephalanthus","Liquidambar","Salix","Alnus","Juglans","Poaceae","Euphorbiaceae","Polygonaceae","Casuarina","Ericaceae","Cupressaceae.Taxaceae","Ilex","Magnolia","Fraxinus","Celtis","Ulmus","Melastomataceae","Polygalaceae","Apiaceae","Cornus","Sophora","Cyrilla.racemiflora","Ostrya.Carpinus"
21,288,0,0.0115830115830116,0.0154440154440154,0.0579150579150579,0.0772200772200772,0.00772200772200772,0.0308880308880309,0,0.0463320463320463,0.33976833976834,0.33976833976834,0.0347490347490347,0,0.00386100386100386,0,0.00772200772200772,0,0.00772200772200772,0,0,0,0,0.00772200772200772,0,0,0,0,0,0,0,0.0115830115830116,0,0,0,0
23,335,0,0.00613496932515337,0.0122699386503067,0.0920245398773006,0.122699386503067,0.00613496932515337,0.0674846625766871,0,0.0122699386503067,0.429447852760736,0.202453987730061,0,0,0,0,0,0,0,0,0,0,0.0184049079754601,0.00613496932515337,0,0,0.00613496932515337,0.00613496932515337,0,0,0,0.00613496932515337,0,0,0.00613496932515337,0
25,383,0,0,0.0229885057471264,0,0.160919540229885,0,0.0344827586206897,0.0114942528735632,0.137931034482759,0.298850574712644,0.298850574712644,0,0,0.0114942528735632,0,0,0,0.0114942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0.0114942528735632,0,0,0,0
27,430,0,0,0.00763358778625954,0,0.0610687022900763,0.00763358778625954,0.0305343511450382,0,0.33587786259542,0.404580152671756,0.099236641221374,0,0,0,0,0.00763358778625954,0,0.0229007633587786,0,0.00763358778625954,0,0.00763358778625954,0,0,0,0,0,0,0,0,0,0,0,0,0.00763358778625954
29,499,0,0,0,0,0,0,0,0,0.222222222222222,0.444444444444444,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,568,0,0,0,0,0.0898876404494382,0,0.0449438202247191,0,0.191011235955056,0.426966292134831,0.146067415730337,0,0,0,0,0,0,0.0112359550561798,0,0.0674157303370786,0,0.0112359550561798,0,0,0,0,0,0,0.0112359550561798,0,0,0,0,0,0
33,636,0,0,0.0115606936416185,0,0.127167630057803,0.0115606936416185,0.0751445086705202,0,0.121387283236994,0.329479768786127,0.254335260115607,0,0.00578034682080925,0,0,0.00578034682080925,0,0,0,0.0346820809248555,0,0,0,0,0,0,0,0,0,0,0.0173410404624277,0,0,0,0.00578034682080925
35,705,0,0,0.024390243902439,0,0.130081300813008,0,0.032520325203252,0,0.056910569105691,0.59349593495935,0.130081300813008,0,0,0,0,0,0,0,0,0,0,0.016260162601626,0,0,0,0,0,0,0,0,0.008130081300813,0,0,0,0.008130081300813
37,774,0,0,0,0,0.0153061224489796,0.00510204081632653,0.0255102040816327,0.0102040816326531,0.0306122448979592,0.795918367346939,0.102040816326531,0,0,0,0,0.00510204081632653,0,0.00510204081632653,0,0,0,0.00510204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0
39,843,0,0,0,0,0.0337078651685393,0,0.0112359550561798,0,0.0112359550561798,0.865168539325843,0.0561797752808989,0,0,0,0,0,0,0,0,0.0224719101123595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,971,0,0,0.0112359550561798,0,0.0337078651685393,0,0.0337078651685393,0,0.0337078651685393,0.741573033707865,0.134831460674157,0,0,0,0,0,0,0,0,0,0,0.0112359550561798,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1100,0,0,0,0,0.0206185567010309,0,0,0.0103092783505155,0.0309278350515464,0.742268041237113,0.164948453608247,0,0,0,0,0,0,0,0,0,0,0.0206185567010309,0,0,0,0,0,0.0103092783505155,0,0,0,0,0,0,0
45,1228,0,0,0,0,0.0260869565217391,0.00869565217391304,0.00869565217391304,0,0.00869565217391304,0.469565217391304,0.460869565217391,0,0,0,0,0,0.00869565217391304,0.00869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1356,0,0,0,0,0.0119760479041916,0.00598802395209581,0.0239520958083832,0,0.0119760479041916,0.311377245508982,0.610778443113772,0,0,0,0,0,0,0.0179640718562874,0,0,0,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1485,0,0,0.00315457413249211,0,0.0315457413249211,0,0.0126182965299685,0,0.00315457413249211,0.0694006309148265,0.823343848580442,0,0,0,0,0,0,0.00946372239747634,0,0.0441640378548896,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0
51,1613,0,0,0.00628930817610063,0,0.0628930817610063,0,0.0251572327044025,0,0.0125786163522013,0.283018867924528,0.578616352201258,0,0,0,0,0,0,0.0125786163522013,0,0.0125786163522013,0,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1675,0,0,0.00793650793650794,0,0.0158730158730159,0,0.0238095238095238,0,0.0396825396825397,0.325396825396825,0.523809523809524,0,0,0,0,0.00793650793650794,0,0.0158730158730159,0,0.00793650793650794,0,0.0158730158730159,0,0,0,0.00793650793650794,0,0,0.00793650793650794,0,0,0,0,0,0
55,1737,0,0,0.0352941176470588,0,0.0352941176470588,0,0.0470588235294118,0,0.0235294117647059,0.482352941176471,0.341176470588235,0,0,0,0,0,0,0,0,0.0352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1798,0,0,0.0212765957446809,0,0.0159574468085106,0,0,0,0.0159574468085106,0.542553191489362,0.372340425531915,0.00531914893617021,0,0,0,0.00531914893617021,0,0.0106382978723404,0,0.00531914893617021,0,0.00531914893617021,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1860,0,0,0,0,0.0196078431372549,0,0.00980392156862745,0,0.0196078431372549,0.382352941176471,0.558823529411765,0,0,0,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1921,0,0,0.0105263157894737,0,0.0105263157894737,0,0.0210526315789474,0,0.0105263157894737,0.452631578947368,0.484210526315789,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1983,0,0,0.0188679245283019,0,0.0188679245283019,0,0.0188679245283019,0,0,0.283018867924528,0.660377358490566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2045,0,0,0,0,0,0,0.0434782608695652,0,0.0434782608695652,0.391304347826087,0.521739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,NA,0,0.0099009900990099,0,0.0099009900990099,0.0198019801980198,0,0.0198019801980198,0,0,0.435643564356436,0.485148514851485,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0
