"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Adiantum","Alisma","Allium","Alnus.incana.type","Alnus.viridis.type","Amaranthaceae.undiff.","Ambrosia.type","Amelanchier.type","Amorpha.type","Anemone.canadensis.type","Apiaceae","Aquilapollenites","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.tribe.Cynareae","Athyrium.filix.femina","Avena.type","Avena.Triticum","Betula","Brasenia.schreberi","Brassica","Brassicaceae.undiff.","Campanula.rotundifolia.type","Carya","Caryophyllaceae.undiff.","Ceanothus","Celtis","Cephalanthus","Cerealia.undiff.","cf..Parnassia","Corylus","Cupressaceae","Cyperaceae","Dalea.candida","Dalea.purpurea.type","Dalea.undiff.","Dryopteris.type","Engelhardtia.type","Ephedra.trifurca.type","Ephedra.viridis.type","Equisetum","Ericaceae","Euphorbia","Fabaceae.undiff.","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica","Fraxinus.undiff.","Galium","Gaura","Humulus","Huperzia.lucidula","Indeterminable","Isoëtes","Iva.annua.type","Iva.xanthifolia.type","Juglans.cinerea","Juglans.nigra","Juglans.undiff.","Larix","Lemna","Liliaceae.undiff.","Lycopodiaceae.undiff.","Lycopus.type","Morus","Myriophyllum","Nuphar","Nymphaea","Osmunda","Ostrya.Carpinus","Parthenocissus","Pediomelum.type","Phlox","Picea","Pinaceae..vesiculate..undiff.","Pinaceae.undiff.","Pinus.edulis.type","Pinus.subg..Pinus","Pinus.subg..Strobus.undiff.","Pinus.undiff.","Plantago.major.type","Plantago.undiff.","Platanus","Poaceae.undiff.","Polygonum.amphibium","Polygonum.aviculare.type","Polygonum.bistortoides.type","Polygonum.lapathifolium.type","Populus.balsamifera.type","Populus.tremuloides.type","Potamogeton","Prunus.type","Pteridium.type","Quercus","Ranunculaceae..pericolpate.","Ranunculaceae..tricolpate..undiff.","Ranunculaceae.undiff.","Rhus","Rosaceae.undiff.","Rumex","Ruppia.maritima","Sagittaria","Salix","Salsola","Sanguisorba","Sarcobatus.vermiculatus","Secale.type","Selaginella.densa.type","Shepherdia.argentea","Shepherdia.canadensis","Sparganium.type","Sphaeralcea","Sphagnum","Stellaria","Stuckenia","Symphoricarpos.type","Thalictrum","Tidestromia.type","Tilia","Triticum.type","Tsuga","Typha.latifolia","Ulmus","Unknown","Unknown..monolete..undiff.","Unknown..trilete..undiff.","Unknown.undiff.","Urtica.type","Utricularia","Viburnum.lentago","Vitis","Xanthium","Zea.mays","Zigadenus"
1296,-32,0,3,0,0,0,0,0,0,6,1,71,97,0,0,0,0,0,55.5,8,4,1,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,4,1,22,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,2,0,2,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.5,0,0,1,88,0,0,0,0,0,4,1,0,0,17,0,0,0,0,2,0,12,0,7,12,0,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,2,0,0
1304,-16,0,6,0,0,0,0,0,0,2,1,55,123,0,0,0,0,0,37.5,8,1,0,0,0,0,5,0,0,4,0,0,0,1,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,1,0,3,7,0,0,0,1,0,2,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,47,0,0,0,71,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,3,1,0,4,21,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,1,0,0
1312,1,0,5,0,0,0,0,0,0,8,1,24,73,0,0,0,0,0,46.5,14,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,2,0,12,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,1,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,36,4,0,0,52,0,0,0,0,0,1,0,0,0,15,0,0,0,0,6,1,13.5,0,4,62,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,7,0,0,1,0,1,0,0,0,1,0,0
1320,18,1,3,0,0,1,0,0,0,10,0,117,163,0,0,0,3,0,76,21,2,0,0,5,0,6,0,4,5,0,0,0,0,0,0,0,0,2,4,45,0,1,0,1,0,0,0,0,0,0,1,0,6,2,0,0,0,0,0,8,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,1,2,38,0,0,0,100,0,0,0,0,0,0,3,0,0,23,0,0,0,0,8,1,10,0,1,45,0,1,0,3,0,0,3,0,0,0,1,0,0,0,0,10,0,4,4,0,0,0,0,0,0,0,0,18,1,0
1324,26,0,3,0,0,0,0,0,0,23,0,44,122,0,0,0,0,0,71,20,0,0,0,6,3,4,0,2.5,1,0,0,0,0,0,0,2,0,2,5,36,0,0,0,3,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,2,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.5,0,1,0,60,0,2,0,0,0,1,0,0,0,19,0,1,0,0,0,2,11,1,2,62,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,7,2,0,3,0,0,0,0,0,1,2.5,0
1328,35,0,2,0,1,0,0,0,0,4,0,33,55,0,1,0,0,0,73,6,0,0,0,6,3,3,0,2,2.5,0,0,0,0,0,0,1,0,0,5,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,41,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,17,0,1,0,57,0,0,0,0,0,1,0,0,0,9,0,0,0,0,3,1,1,0,0,43,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,3,0
1332,43,0,1,0,0,0,0,0,1,9,0,52,73.5,0,1,0,0,0,86.5,26,0,0,0,4,1,10,0,0,1,0,0,0,0,0,0,0,0,0,7,36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,51,0,1,0,87,0,1,0,0,0,0,0,0,0,15,0,2,0,0,0,4,6.5,0,8,25,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,9,2,0,2,0,0,0,0,0,3,2,0
1336,51,0,0,0,0,0,0,0,0,3,5,49,52,0,1,0,0,1,130,24,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,1,0,4,2,29,2,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,62,0,0,1,89,0,0,0,0,0,1,1,0,1,20,0,0,0,0,1,1,2,0,3,19,0,3,0,0,0,0,2,0,0,0,0,0,7,0,0,15,0,0,2,0,0,1,0,0,0,0,0,0,0,0
1340,60,0,1,0,0,0,0,0,0,13,1,20,25,0,2,0,0,0,87.5,16,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,56,0,0,0,9,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.5,0,0,0,1,1,35.5,0,0,0,116,0,0,0,0,0,0,1,0,0,13,0,1.5,0,0,0,1,65.5,1,3,1,0,2,1,0,0,0,1,0,0,0,9,0,0,0,0,1,0,0,5,0,0,4,0,0,0,0,0,0,1,0
1344,78,0,0,0,0,0,0,0,0,11,0,12,20,0,0,0,0,0,103,14,0,0,0,0,0,11,1,0,4,0,0,0,0,1,0,0,0,1,1,26,0,2,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,2,2,32,0,0,0,134,0,0,0,0,0,1,0,0,0,13,0,0,0,0,2,1,56,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,2,0,0,5,1,0,0,0,0,1,0,0
1348,97,1,1,0,0,0,0,0,0,8,0,9,24,0,3,0,0,0,104,18,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,5,33,0,0,0,11,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,1,34,0,0,0,112,0,1,0,0,0,1,0,0,0,18,0,0,0,0,2,0,29.5,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0
1352,116,1,0,0,0,0,0,0,0,5,5,15,26,0,2,0,0,0,94,39,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1,59,0,0,0,3,0,0,0,0,0,0,0,1,4,2,0,0,0,0,1,5,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0,6.5,0,0,0,11,5,66,0,0,0,166,0,0,0,0,0,0,0,0,0,37,0,0,0,0,2,0,14,2,3,1,0,1,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0
1356,134,0,2,0,0,0,0,0,0,10,0,17,39,0,0,0,0,0,109.5,47.5,0,0,0,0,0,17.5,0,0,0.5,0,0,0,2,0,0,0,0,1,5,48.5,0,2,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,9,0,0,0,2.5,0,0,0,4,1,48,0,0,0,193,0,0,0,0,1,2,1,0,0,21,1,0,0,0,0,2,31,0,4,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,0,4,0,0,0,0,1,0,0,0
1360,153,1.5,0,0,0,0,0,0,0,3,0,8,39,0,1,0,0,0,93.5,16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,1,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.5,0,0,0,2,2,50,0,1,0,133,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,8,1,6,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,7,3,0,0,0,0,0,0,1,1,0,2
1368,190,4,3,0,0,0,0,0,0,5,6,20,60,0,3,0,0,0,206,37,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,3,46,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,1,6,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,2,3,49.5,0,1,1,139,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,30,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0
1376,227,1.5,1,0,0,0,0,0,0,3,0,9,53,0,2,0,0,0,98,32,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,2,1,50,0,2,2,74,0,0,0,0,0,0,0,0,0,26,1,0,0,0,2,1,24.5,1,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0
1384,265,1,0,0,0,0,0,0,0,4,7,26,42,0,0,0,0,0,106,45,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,74,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,7,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,4.5,0,0,0,3,3,73.5,0,0,0,131,0,0,1,0,0,0,0,0,0,25,1,2,0,0,1,2,8,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0
1392,302,1.5,0,0,0,0,0,0,0,14,0,10,33,0,2,0,0,0,121,29.5,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,49.5,0,1,1,106,0,1,0,0,0,0,0,0,0,17,3,2,0,0,4,0,4,1,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,2,0,0
1400,339,4.5,1,0,0,0,0,0,0,3,4,8,18,0,4,0,0,0,96,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6.5,0,0,0,2,0,30.5,0,0,0,115,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1408,376,0,2,0,0,0,0,0,0,3,1,9,52,0,1,0,1,0,113.5,16,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,40,0,0,0,82,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1416,413,1,0,0,0,0,0,0,0,10,1,18,37.5,0,3,0,0,0,71,15,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,1,1,33,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,4,1,48.5,0,0,1,102,0,0,0,0,0,1,0,0,0,13,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0
1424.3,452,2,1,0,0,0,0,0,0,4,1,15,42,0,1,0,0,0,103,19,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,3,44,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,4,1,55.5,0,0,1,96,0,0,0,0,1,0,2,0,0,17,0,2,0,0,2,0,3,4,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0
1432.8,491,1.5,4,0,1,0,0,0,0,9,1,9,40,0,3,0,0,0,79,23,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,3,1,63.5,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,5,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,6.5,2.5,0,0,2,1,42,0,0,0,111,0,0,0,0,2,5,0,0,0,15,0,1,0,0,1,3,2,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0
1441.3,519,1.5,1,3,0,0,0,0,0,3,3,12,48,0,0,0,0,0,87,16,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,3,0,43,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,3,4,36,0,0,0,110,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,3,0,0
1449.8,547,0,0,0,0,0,0,0,0,9,0,6,32,0,1,0,0,1,94.5,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,30,0,0,0,127,0,0,0,0,0,1,0,0,0,11,0,1,0,0,1,0,4,3,4,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,1,0,0,0,0,2,0,0
1458.3,575,1,2,0,0,0,0,0,1,12,1,12,80,0,1,0,0,0,110,44,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,14,2,45,0,0,0,150,0,0,0,0,0,1,1,0,0,14,0,0,0,0,0,0,1,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,1,0,0
1466.8,603,4,0,0,0,0,0,0,1,7,0,14,90,0,0,0,0,0,80,37,1,0,0,0,0,7.5,0,1,1,0,0,0,0,0,0,0,0,1,1,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2.5,2,0,0,0,0,20.5,0,0,0,102.5,0,0,0,0,2,0,0,0,0,12,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0
1475.3,631,4,0,0,1,1,0,1,2,10,2,19,68,0,0,0,0,0,150,53,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,2,49,1,1,0,1,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11.5,0,0,0,5,1,41,0,0,1,123,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,11,1,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,0,0,0,6,0,0
1483.8,659,0,3,0,0,0,0,0,0,12,0,20,43,0,0,0,0,0,140,29.5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,44.5,0,1,0,62,0,2,0,0,0,0,0,0,0,10,1,1,0,0,1,0,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,6,0,0,1,0,0,0,0,0,3,0,0
1492.3,687,0,1,0,0,0,0,1,0,11,5,11,14,0,1,0,0,0,118,22,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,1,0,52,0,2,0,5,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15.5,1,2,0,2,1,25.5,0,0,2,126,0,0,0,0,2,2,1,0,0,15,1,0,0,0,1,0,3,0,6,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,0,0,0,0,1,0,0
1500.8,716,3,0,0,0,0,0,1,0,7,0,8,52,0,2,0,0,0,96,21,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,3,0,3,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,3,0,2,4,5,52.5,0,0,0,109,0,3,0,0,2,0,0,0,0,17,0,4,0,0,0,4,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0
1509.4,744,3,0,0,0,0,0,0,1,11,1,25,18,0,1,0,0,0,92,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,43,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,0,0,0,1,0,16.5,0,0,0,189,0,0,0,0,0,0,1,0,0,10,1,0,0,0,3,0,21,0,7,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
1517.9,775,2,0,0,0,0,0,0,0,5,0,19,24,0,5,0,0,0,104,20,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,6.5,1,0,0,1,2,27.5,0,0,0,113,0,0,0,0,0,0,0,0,0,7,0,2,0,0,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1520,785,3,2,0,0,1,0,0,0,3,3,15,28,0,2,0,1,0,108,29,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,2,44,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,21,0,2,0,3,0,26.5,0,0,0,98,0,0,0,0,0,0,1,0,0,7,1,0,1,0,1,0,10,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
1528,824,3,0,0,0,0,0,0,0,8,0,10,26,0,2,1,0,0,89,19,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,1,36,0,2,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,5.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0.5,0,0,0,0,33,0,0,0,117,0,0,0,0,0,1,0,0,0,12,1,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0
1536,863,0,0,0,0,0,0,0,0,0,4,16,51,0,3,0,0,0,123,32,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,5,75,0,4,0,11,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,5,1,59.5,0,0,0,217,0,0,0,0,0,2,2,0,0,29,1,0,0,0,2,1,35,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0
1544,901,0,0,0,0,0,0,0,0,12,0,10,38,0,4,0,0,0,106.5,35,0,0,0,0,0,7,0,0,1,0,1,1,0,0,0,0,0,1,0,31.5,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.5,0,0,0,0,1,29.5,0,0,0,116,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,20,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1552,940,2,0,0,0,0,0,0,0,10,0,26,75,0,7,0,0,0,288,38.5,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,2,114,0,2,0,92,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,9,0,2,6,0,0,0,14,0,0,0,1,0,0,0,0,0,4,1,0,0,30.5,0,2,0,3,4,66,0,0,0,244,0,0,0,0,0,2,3,0,0,50,0,0,1,0,1,4,45.5,0,5,0,0,1,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,5,6,3,0,1,0,0,0,0,0,3,0,0
1560,979,0,1,0,0,0,0,0,0,15,0,11,32,0,0,1,0,0,103.5,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,2,31,0,0,0,181,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,21.5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0
1568,1045,2,0,0,0,1,0,0,0,14,0,18,24,0,0,0,1,0,142,13,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,55,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,3.5,0,0,0,1,1,42.5,0,0,0,140,0,0,0,0,1,2,0,0,0,11,0,0,0,0,0,0,16,0,3,0,0,4,0,0,0,0,2,0,0,0,5,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0
1576,1147,0,1,0,0,0,0,0,1,12,1,17,26,0,1,5,0,0,112.5,37,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,45,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5,0,0,0,1,18,63.5,0,0,0,85,0,0,0,0,1,1,0,1,0,19,2,0,0,0,0,1,4,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0
1584,1249,8,1,0,0,0,0,0,0,5,7,14,25,0,1,0,0,0,78.5,24,1,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,1,1,45,3,5,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,7,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,13.5,0,0,1,0,37,0,0,0,221,0,0,0,0,0,0,1,0,0,17,0,0,0,0,1,2,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,0,0
1592,1350,1,1,0,0,0,0,0,0,6,0,28,56,0,1,0,0,0,87.5,22,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,2,53,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,1,0,36.5,0,0,1,88,0,0,0,0,0,0,0,0,0,10,3,0,0,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
