"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.pennsylvanica.type","Larix","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Poaceae","Rosaceae","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Pinus.banksiana.type","Pinus.strobus","Tsuga.canadensis","Picea.undiff.","Acer.pensylvanicum","Acer.spicatum","Juglans.cinerea","Populus.tremuloides.type","Amaranthaceae","Carya.ovata","Castanea.dentata","Juniperus.communis.Thuja.occidentalis.type","Acer.rubrum","Fraxinus.nigra.type","Salix","Myrica.gale","Ilex.Nemopanthus","Acer.saccharinum","Tilia","Taxus","Campanula.type","Thalictrum","Liliaceae","Arceuthobium.pusillum","Populus.balsamifera.type","Polygonum","Viburnum.undiff.","cf..Oxyria.digyna","Caryophyllaceae","Rhus","Onagraceae.undiff.","Shepherdia.canadensis","Viburnum.edule","Brassicaceae","Saxifraga.oppositifolia.type","Fabaceae","Plantago","Ranunculaceae.undiff.","Epilobium","Impatiens"
50,4900,0.00551470588235294,0.0441176470588235,0,0.00367647058823529,0.470588235294118,0.00183823529411765,0.00183823529411765,0,0,0.00183823529411765,0.00183823529411765,0,0.102941176470588,0.0919117647058824,0.0128676470588235,0,0.00735294117647059,0.00183823529411765,0.00367647058823529,0,0.0275735294117647,0.00367647058823529,0,0.0110294117647059,0.0569852941176471,0.00551470588235294,0.128676470588235,0,0.00183823529411765,0,0,0,0,0.00183823529411765,0,0.00183823529411765,0.00735294117647059,0,0,0,0,0,0,0,0.00183823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,5479,0.00701754385964912,0.087719298245614,0,0,0.536842105263158,0.00350877192982456,0.00350877192982456,0.00350877192982456,0.00350877192982456,0.00350877192982456,0,0,0.108771929824561,0.0385964912280702,0.0210526315789474,0,0.00350877192982456,0.00701754385964912,0,0,0.0245614035087719,0.00350877192982456,0.00350877192982456,0.00701754385964912,0.0491228070175439,0.00350877192982456,0.0596491228070175,0,0.00701754385964912,0,0,0,0,0.00350877192982456,0,0.00350877192982456,0.00701754385964912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,6058,0.00566037735849057,0.10188679245283,0.00188679245283019,0.00377358490566038,0.516981132075472,0.00377358490566038,0.00188679245283019,0.00377358490566038,0,0.00377358490566038,0,0,0.0924528301886792,0.0433962264150943,0.00943396226415094,0,0.00377358490566038,0,0,0.00188679245283019,0.0150943396226415,0.00754716981132075,0.00188679245283019,0.0132075471698113,0.0509433962264151,0.00188679245283019,0.105660377358491,0,0.00188679245283019,0,0.00188679245283019,0,0.00188679245283019,0.00188679245283019,0,0,0.00188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,6636,0.0014903129657228,0.0745156482861401,0.00745156482861401,0.0014903129657228,0.511177347242921,0.00596125186289121,0,0.0014903129657228,0.0014903129657228,0.0029806259314456,0,0,0.11177347242921,0.0476900149031297,0.0134128166915052,0,0.0029806259314456,0,0,0,0.0119225037257824,0.00596125186289121,0,0.029806259314456,0.0789865871833085,0,0.0760059612518629,0,0,0,0,0.0014903129657228,0,0,0,0,0,0.0014903129657228,0,0.0014903129657228,0,0.0014903129657228,0.00447093889716841,0,0,0.0014903129657228,0.0014903129657228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,7215,0.0061633281972265,0.0785824345146379,0.0061633281972265,0,0.604006163328197,0.00462249614791988,0,0.00308166409861325,0,0,0,0.00154083204930663,0.0554699537750385,0.0585516178736518,0.0107858243451464,0,0.0061633281972265,0.00154083204930663,0,0,0.0169491525423729,0.00154083204930663,0.00154083204930663,0.00770416024653313,0.036979969183359,0.00154083204930663,0.0878274268104777,0,0,0,0,0,0,0.00154083204930663,0,0,0,0,0,0,0,0,0.00770416024653313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,7794,0,0.360876897133221,0.00168634064080944,0.00505902192242833,0.463743676222597,0,0,0,0,0.00168634064080944,0,0.00337268128161889,0.045531197301855,0.015177065767285,0.00843170320404722,0.00168634064080944,0.00168634064080944,0,0,0,0.0269814502529511,0,0,0.00674536256323777,0.0202360876897133,0.00168634064080944,0.0236087689713322,0,0,0.00168634064080944,0.00168634064080944,0,0,0,0,0.00168634064080944,0.00168634064080944,0,0.00168634064080944,0,0,0,0.00168634064080944,0,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,8415,0.024,0.5216,0.0016,0.0048,0.2704,0.0016,0,0,0,0,0,0,0.0368,0.0208,0.0224,0.0032,0.0032,0,0.0032,0,0.0016,0.0016,0,0.0032,0.016,0,0.0384,0,0,0,0.016,0,0,0,0,0,0.0016,0.0064,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,9036,0.00890207715133531,0.477744807121662,0.00890207715133531,0,0.329376854599407,0.0029673590504451,0,0.00593471810089021,0,0,0,0,0.0652818991097923,0.00593471810089021,0.0237388724035608,0,0.0029673590504451,0,0,0,0,0,0,0,0.0207715133531157,0,0.0326409495548961,0,0.0029673590504451,0,0.00593471810089021,0,0,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,9658,0.0163934426229508,0.344262295081967,0.00447093889716841,0.0014903129657228,0.338301043219076,0.00447093889716841,0,0,0,0.0014903129657228,0.0014903129657228,0,0.0640834575260805,0.0461997019374069,0.0208643815201192,0.00447093889716841,0.0014903129657228,0.0014903129657228,0.0014903129657228,0.0014903129657228,0.00596125186289121,0.0029806259314456,0,0.0119225037257824,0.022354694485842,0.0029806259314456,0.0715350223546945,0,0,0,0.0134128166915052,0,0,0.0014903129657228,0,0,0.0029806259314456,0.00447093889716841,0.0014903129657228,0,0,0,0.0029806259314456,0,0,0,0,0,0,0.0014903129657228,0,0,0,0,0,0,0,0,0,0,0,0,0
95,10279,0,0.399602385685885,0.00198807157057654,0.00198807157057654,0.355864811133201,0.00795228628230616,0,0,0,0,0,0.00397614314115308,0.0536779324055666,0.0178926441351889,0.0337972166998012,0.00198807157057654,0,0,0.00795228628230616,0.00397614314115308,0.00397614314115308,0.00198807157057654,0,0.0198807157057654,0.0099403578528827,0.00198807157057654,0.0417495029821074,0,0,0,0.0119284294234592,0.00397614314115308,0,0,0,0.00198807157057654,0,0.0099403578528827,0,0,0,0,0,0,0,0,0,0,0,0,0.00198807157057654,0,0,0,0,0,0,0,0,0,0,0,0
100,10900,0.00576036866359447,0.261520737327189,0,0.00230414746543779,0.32258064516129,0.00460829493087558,0,0.00115207373271889,0,0.00115207373271889,0.00345622119815668,0.00345622119815668,0.0783410138248848,0.0691244239631336,0.0264976958525346,0.00230414746543779,0.00115207373271889,0.01036866359447,0.00345622119815668,0.00230414746543779,0.00806451612903226,0.00115207373271889,0,0.0161290322580645,0.0414746543778802,0.00230414746543779,0.1036866359447,0,0.00115207373271889,0,0.00806451612903226,0.00115207373271889,0.00115207373271889,0,0.00115207373271889,0.00115207373271889,0,0.00576036866359447,0.00460829493087558,0,0,0,0.00115207373271889,0,0,0,0,0,0,0.00115207373271889,0,0.00115207373271889,0,0,0,0,0,0,0,0,0,0,0
105,11521,0,0.19758064516129,0.00403225806451613,0.00806451612903226,0.298387096774194,0.0241935483870968,0,0,0,0,0,0.00806451612903226,0.141129032258065,0.0443548387096774,0.0524193548387097,0.00403225806451613,0,0,0.0120967741935484,0,0,0,0,0.0524193548387097,0.0120967741935484,0,0.100806451612903,0,0,0,0.00403225806451613,0,0,0,0,0,0.00403225806451613,0.0120967741935484,0.00806451612903226,0,0,0,0,0,0.00806451612903226,0,0,0,0,0,0,0,0.00403225806451613,0,0,0,0,0,0,0,0,0,0
110,11774,0.00395256916996047,0.210803689064559,0.00131752305665349,0.00790513833992095,0.223978919631094,0.00527009222661397,0,0,0.00131752305665349,0,0.00263504611330698,0,0.168642951251647,0.0645586297760211,0.0237154150197628,0.00658761528326746,0.00395256916996047,0.00263504611330698,0.00658761528326746,0,0.00131752305665349,0,0.00527009222661397,0.0289855072463768,0.0289855072463768,0.00131752305665349,0.159420289855072,0,0,0,0.0237154150197628,0.00131752305665349,0,0,0,0,0,0.00790513833992095,0.00395256916996047,0,0,0,0,0,0,0,0,0,0,0.00131752305665349,0,0,0,0.00131752305665349,0.00131752305665349,0,0,0,0,0,0,0,0
115,12027,0.00267379679144385,0.179144385026738,0.00267379679144385,0.018716577540107,0.411764705882353,0.0133689839572193,0,0,0,0,0,0.00267379679144385,0.0935828877005348,0.0240641711229947,0.0267379679144385,0.00267379679144385,0.0053475935828877,0,0.00267379679144385,0,0.00267379679144385,0.00267379679144385,0.00267379679144385,0.0294117647058824,0.0053475935828877,0.00267379679144385,0.0989304812834225,0,0,0,0.0213903743315508,0.00267379679144385,0.00802139037433155,0,0,0,0.00267379679144385,0.018716577540107,0.0053475935828877,0,0,0,0,0,0,0,0,0.0053475935828877,0,0,0,0,0,0,0.00267379679144385,0.00267379679144385,0,0,0,0,0,0,0
120,12280,0.00224719101123596,0.096629213483146,0.00449438202247191,0.0247191011235955,0.433707865168539,0.0337078651685393,0,0,0,0,0.00674157303370787,0,0.0741573033707865,0.049438202247191,0.0269662921348315,0.00449438202247191,0,0.0224719101123595,0.00898876404494382,0,0.00674157303370787,0,0.00449438202247191,0.0179775280898876,0.0202247191011236,0.00224719101123596,0.0741573033707865,0,0,0,0.0674157303370786,0,0,0,0,0,0.00224719101123596,0.00898876404494382,0.00449438202247191,0,0,0,0,0,0,0,0,0.00224719101123596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,12532,0,0.0426287744227353,0.00177619893428064,0.0319715808170515,0.66607460035524,0.0408525754884547,0,0,0,0,0,0,0.0159857904085258,0.0373001776198934,0.0408525754884547,0.00532859680284192,0.00177619893428064,0.00532859680284192,0.00532859680284192,0,0,0,0,0.0213143872113677,0,0.00177619893428064,0.0213143872113677,0,0,0,0.0319715808170515,0,0,0,0.00177619893428064,0,0,0.0088809946714032,0.0088809946714032,0,0,0,0,0,0,0,0,0.00532859680284192,0,0,0,0,0,0,0.00355239786856128,0,0,0,0,0,0,0,0
130,NA,0.00185185185185185,0.0277777777777778,0.00185185185185185,0.0333333333333333,0.453703703703704,0.0851851851851852,0.0037037037037037,0,0.00185185185185185,0,0,0.00185185185185185,0.0222222222222222,0.0759259259259259,0.0685185185185185,0.0037037037037037,0.00555555555555556,0.0111111111111111,0.0037037037037037,0,0,0.00185185185185185,0,0.0148148148148148,0.0166666666666667,0.00555555555555556,0.0685185185185185,0.00185185185185185,0,0,0.0259259259259259,0.00185185185185185,0,0,0,0,0.00185185185185185,0.0148148148148148,0.0111111111111111,0,0,0,0,0.00185185185185185,0,0,0,0.0111111111111111,0,0,0,0.00185185185185185,0,0,0.012962962962963,0,0.0037037037037037,0.00185185185185185,0,0,0,0,0
140,NA,0.00137174211248285,0.0781893004115226,0.00960219478737997,0.0740740740740741,0.401920438957476,0.0864197530864197,0.00137174211248285,0,0.00274348422496571,0,0.00137174211248285,0,0.037037037037037,0.0644718792866941,0.0274348422496571,0.00685871056241427,0.00137174211248285,0.00274348422496571,0.0164609053497942,0.00411522633744856,0,0.00137174211248285,0,0.0411522633744856,0.0150891632373114,0.00274348422496571,0.0274348422496571,0,0.00137174211248285,0,0.00137174211248285,0,0,0,0,0,0.00137174211248285,0.0631001371742112,0.0123456790123457,0,0,0,0,0,0.00137174211248285,0,0,0,0,0,0.00137174211248285,0.00137174211248285,0,0,0.00960219478737997,0,0,0,0.00137174211248285,0,0,0,0
145,NA,0,0.0576923076923077,0.0192307692307692,0.0384615384615385,0.451923076923077,0.153846153846154,0,0,0,0,0,0,0.0192307692307692,0.0480769230769231,0.0192307692307692,0,0,0,0.00961538461538462,0,0,0,0,0.0288461538461538,0,0,0.0288461538461538,0,0,0,0,0,0,0,0,0,0,0.0961538461538462,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0,0.00961538461538462,0,0,0,0,0,0,0,0,0.00961538461538462,0,0,0
152,NA,0,0.0582191780821918,0.0102739726027397,0.0684931506849315,0.527397260273973,0.089041095890411,0,0,0,0,0,0,0.00684931506849315,0.0616438356164384,0.00684931506849315,0.00684931506849315,0,0,0.0171232876712329,0.0171232876712329,0,0,0,0.0342465753424658,0.00684931506849315,0,0.0273972602739726,0,0,0,0.00342465753424658,0,0,0,0,0,0,0.0445205479452055,0.00342465753424658,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0.00342465753424658,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0
160,NA,0.00404858299595142,0.0242914979757085,0.0202429149797571,0.0323886639676113,0.421052631578947,0.101214574898785,0,0,0,0,0,0,0.00404858299595142,0.125506072874494,0.0161943319838057,0.0283400809716599,0,0,0.0283400809716599,0,0,0,0,0.0728744939271255,0.0242914979757085,0.00404858299595142,0.00809716599190283,0,0,0,0.00809716599190283,0,0.00404858299595142,0,0,0,0.00404858299595142,0.0445344129554656,0.0161943319838057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00404858299595142,0,0,0.00404858299595142,0,0
180,NA,0.00211416490486258,0.0930232558139535,0.00211416490486258,0.0634249471458774,0.133192389006343,0.215644820295983,0,0,0,0,0,0,0.0211416490486258,0.101479915433404,0.00845665961945032,0.0169133192389006,0.00845665961945032,0.00211416490486258,0.0422832980972516,0.00211416490486258,0,0,0,0.150105708245243,0.0147991543340381,0,0.0169133192389006,0,0,0,0.00845665961945032,0.00211416490486258,0,0,0,0,0,0.0105708245243129,0,0,0,0,0,0,0.0147991543340381,0,0,0,0,0,0.0613107822410148,0.00845665961945032,0,0,0,0,0,0,0,0,0,0,0
195,NA,0,0.007168458781362,0.003584229390681,0.0537634408602151,0.139784946236559,0.218637992831541,0,0,0,0,0,0.003584229390681,0.0681003584229391,0.132616487455197,0.014336917562724,0.028673835125448,0.010752688172043,0,0.0752688172043011,0,0,0,0,0.146953405017921,0.017921146953405,0.003584229390681,0.057347670250896,0,0,0,0,0,0,0,0,0,0.003584229390681,0.003584229390681,0.003584229390681,0,0,0,0,0,0,0,0,0,0,0,0.007168458781362,0,0,0,0,0,0,0,0,0,0,0,0
215,NA,0,0.0033003300330033,0.0198019801980198,0.115511551155116,0.099009900990099,0.194719471947195,0,0,0,0,0,0,0.0165016501650165,0.099009900990099,0.0231023102310231,0.0165016501650165,0.0132013201320132,0,0.0495049504950495,0.0066006600660066,0,0,0,0.145214521452145,0.0033003300330033,0,0.0495049504950495,0,0,0,0.0231023102310231,0,0.0033003300330033,0,0,0,0.0033003300330033,0.0924092409240924,0,0,0,0,0,0,0,0,0,0,0,0,0.0066006600660066,0.0066006600660066,0,0.0033003300330033,0.0033003300330033,0,0,0.0033003300330033,0,0,0,0,0
230,NA,0,0,0.00704225352112676,0.0140845070422535,0.0774647887323944,0.225352112676056,0,0,0,0,0,0,0.0211267605633803,0.183098591549296,0.0211267605633803,0.028169014084507,0,0,0.0845070422535211,0,0,0,0,0.204225352112676,0,0,0.0563380281690141,0,0,0,0,0,0,0,0,0,0.0140845070422535,0.028169014084507,0.00704225352112676,0,0,0,0,0,0,0,0,0,0,0,0.00704225352112676,0,0,0,0.00704225352112676,0,0,0,0,0,0,0.00704225352112676,0.00704225352112676
