"sample.depths","sample.ages","Acer.saccharum.type","Acer.rubrum","Ambrosia.type","Betula","Carya","Castanea","Cephalanthus","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Ilex","Ostrya.Carpinus","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Fabaceae","Rosaceae.undiff.","Juglans","Myrica","Pinus","Poaceae","Polygonum","Asteraceae.subf..Cichorioideae","Picea","Thalictrum","Fraxinus","Populus","Amaranthaceae","Rhamnaceae.Vitaceae.undiff.","Salix","Tilia","Nyssa","Viburnum","Impatiens","Platanus","Liriodendron","Abies","Acer.undiff.","Potentilla.type","Ranunculaceae.undiff.","Trees.undiff.","Rhamnaceae","Corylus","Artemisia","Apiaceae","Caryophyllaceae","Celtis","Larix","Liliaceae","Onagraceae","Galium","Plantago","Shepherdia.canadensis","Dryas.type"
100,1371,0.00286259541984733,0.00572519083969466,0.00286259541984733,0.0954198473282443,0.0400763358778626,0.0276717557251908,0,0.00572519083969466,0.0114503816793893,0.00286259541984733,0.0276717557251908,0,0,0.545801526717557,0,0.00572519083969466,0.00572519083969466,0.00286259541984733,0.107824427480916,0,0.00572519083969466,0,0.00286259541984733,0.090648854961832,0.00286259541984733,0,0,0,0,0.00572519083969466,0,0,0,0,0,0,0,0,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.6,1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157.5,2101,0.00108459869848156,0.017353579175705,0,0.0770065075921909,0.0412147505422994,0.0108459869848156,0.00108459869848156,0,0.0379609544468547,0.00325379609544469,0.0422993492407809,0.00325379609544469,0.0140997830802603,0.521691973969631,0,0.0238611713665944,0.00325379609544469,0,0.123644251626898,0,0.00108459869848156,0,0,0.0563991323210412,0.00650759219088937,0,0,0,0,0.0140997830802603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.5,2238,0.00603015075376884,0.00904522613065327,0,0.112562814070352,0.0452261306532663,0.0150753768844221,0.00301507537688442,0,0.0582914572864322,0,0.0582914572864322,0,0,0.484422110552764,0,0.00904522613065327,0.00301507537688442,0.00603015075376884,0.103517587939698,0.00301507537688442,0.00201005025125628,0.00301507537688442,0.00301507537688442,0.0301507537688442,0.0180904522613065,0,0,0.00301507537688442,0,0.0120603015075377,0.00301507537688442,0.00301507537688442,0,0.00301507537688442,0,0,0,0,0,0,0.00301507537688442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197.5,2464,0.0216049382716049,0,0.00308641975308642,0.0524691358024691,0.00925925925925926,0.00925925925925926,0,0.00617283950617284,0.0432098765432099,0.00308641975308642,0.0833333333333333,0,0.00617283950617284,0.530864197530864,0,0.0216049382716049,0.00308641975308642,0.00925925925925926,0.0987654320987654,0,0.00308641975308642,0.00617283950617284,0.00308641975308642,0.0617283950617284,0.00308641975308642,0,0,0,0,0.00925925925925926,0.00617283950617284,0,0,0.00308641975308642,0,0,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222.2,2707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.5,3268.5,0.00608519269776876,0.0111561866125761,0.00608519269776876,0.065922920892495,0.0486815415821501,0.0111561866125761,0.00304259634888438,0.00304259634888438,0.0283975659229209,0,0.037525354969574,0,0,0.520283975659229,0,0.0253549695740365,0.00608519269776876,0.0172413793103448,0.117647058823529,0,0.00912778904665314,0,0.00304259634888438,0.0304259634888438,0.0141987829614604,0,0,0,0,0.0111561866125761,0.00608519269776876,0,0,0.00304259634888438,0.00304259634888438,0.00304259634888438,0,0,0.00304259634888438,0,0,0,0.00304259634888438,0.00304259634888438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,3503,0.011144883485309,0.011144883485309,0,0.0405268490374873,0.0486322188449848,0,0,0,0.0141843971631206,0.00810536980749747,0.0405268490374873,0.00303951367781155,0,0.603850050658561,0,0.00303951367781155,0,0,0.146909827760892,0,0,0.00303951367781155,0,0.0314083080040527,0.00303951367781155,0,0,0.0060790273556231,0,0.011144883485309,0.00810536980749747,0,0,0,0,0.0060790273556231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320.5,3681,0.00305188199389624,0.0142421159715158,0.00305188199389624,0.0447609359104781,0.034587995930824,0,0,0,0.0244150559511699,0,0.0315361139369278,0,0.00305188199389624,0.587995930824008,0,0.00305188199389624,0,0.00305188199389624,0.131230925737538,0,0.00712105798575788,0,0.00305188199389624,0.0620549338758901,0.0101729399796541,0,0,0,0,0.0274669379450661,0,0,0,0,0,0.00305188199389624,0,0,0,0,0,0,0,0,0.00305188199389624,0,0,0,0,0,0,0,0,0,0,0,0,0
354.5,3976,0.0132788559754852,0.0132788559754852,0,0.0490296220633299,0.0357507660878447,0,0.00408580183861083,0.00408580183861083,0.0183861082737487,0.00408580183861083,0.0183861082737487,0,0,0.598569969356486,0,0.00919305413687436,0,0.0183861082737487,0.116445352400409,0,0,0,0.00408580183861083,0.0449438202247191,0.00919305413687436,0,0,0,0,0.0265577119509704,0.00408580183861083,0,0,0,0,0.00408580183861083,0,0,0.00408580183861083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384.5,4361,0.00711382113821138,0.0223577235772358,0,0.0345528455284553,0.048780487804878,0.00711382113821138,0,0,0.0152439024390244,0,0.0193089430894309,0.0040650406504065,0,0.588414634146341,0,0,0.0111788617886179,0,0.152439024390244,0,0,0,0,0.032520325203252,0.0152439024390244,0,0,0,0.0040650406504065,0.0264227642276423,0,0,0,0.00711382113821138,0,0,0,0,0,0,0,0,0,0,0,0.0040650406504065,0,0,0,0,0,0,0,0,0,0,0,0
409.5,4672.5,0.00505050505050505,0.00202020202020202,0.00202020202020202,0.0585858585858586,0.0696969696969697,0,0.00808080808080808,0,0.0282828282828283,0.00202020202020202,0.0333333333333333,0.00202020202020202,0.0101010101010101,0.561616161616162,0.00202020202020202,0.00808080808080808,0.0131313131313131,0.0101010101010101,0.094949494949495,0,0.00505050505050505,0,0,0.0424242424242424,0.00808080808080808,0,0,0.00202020202020202,0,0.0252525252525253,0,0,0,0,0.00202020202020202,0.00202020202020202,0,0,0.00202020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424.5,4823,0.00510725229826353,0.0112359550561798,0,0.0531154239019408,0.0582226762002043,0,0,0.00510725229826353,0.0112359550561798,0,0.0337078651685393,0.00510725229826353,0.00510725229826353,0.610827374872319,0.00306435137895812,0.0163432073544433,0.00817160367722165,0.0143003064351379,0.0858018386108274,0,0.00510725229826353,0,0.00510725229826353,0.0316649642492339,0.00817160367722165,0,0,0,0,0.0112359550561798,0.00306435137895812,0,0,0,0.00306435137895812,0.00306435137895812,0,0,0,0,0,0,0,0,0.00306435137895812,0,0,0,0,0,0,0,0,0,0,0,0,0
461.5,5135,0.0111675126903553,0.0111675126903553,0,0.0436548223350254,0.0406091370558376,0.00304568527918782,0.00304568527918782,0.00304568527918782,0.00812182741116751,0.00304568527918782,0.0467005076142132,0.00304568527918782,0.00304568527918782,0.590862944162437,0.0111675126903553,0.00812182741116751,0,0.0131979695431472,0.0873096446700508,0.00304568527918782,0,0.00304568527918782,0.00304568527918782,0.0345177664974619,0.0213197969543147,0,0,0,0.00304568527918782,0.0324873096446701,0.00304568527918782,0,0,0,0,0,0,0,0.00304568527918782,0,0,0,0,0,0,0,0.00304568527918782,0,0,0,0,0,0,0,0,0,0,0
486.5,5367,0.014014014014014,0.008008008008008,0.003003003003003,0.0650650650650651,0.0760760760760761,0.003003003003003,0,0,0.003003003003003,0,0.0540540540540541,0.003003003003003,0.005005005005005,0.497497497497497,0,0.038038038038038,0.003003003003003,0.011011011011011,0.094094094094094,0.003003003003003,0,0.005005005005005,0.003003003003003,0.043043043043043,0.03003003003003,0,0,0.003003003003003,0.008008008008008,0.011011011011011,0.008008008008008,0,0,0,0.003003003003003,0.005005005005005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511.5,5622,0.00205549845837616,0.0154162384378212,0.00205549845837616,0.0380267214799589,0.0359712230215827,0.00616649537512847,0.00719424460431655,0,0.00616649537512847,0,0.0318602261048304,0,0.00205549845837616,0.606372045220966,0,0.0298047276464543,0.00411099691675231,0.0113052415210689,0.122302158273381,0,0,0.00411099691675231,0,0.0421377183967112,0.00616649537512847,0,0,0,0,0.00719424460431655,0,0,0,0,0,0.00719424460431655,0,0,0.00616649537512847,0.00616649537512847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542.5,5918,0.00503524672708963,0.0241691842900302,0,0.0553877139979859,0.0312185297079557,0.0161127895266868,0.00302114803625378,0,0.00704934541792548,0.00201409869083585,0.0433031218529708,0,0.0100704934541793,0.518630412890232,0,0.0362537764350453,0.00201409869083585,0.00201409869083585,0.138972809667674,0,0,0.00201409869083585,0.00503524672708963,0.040281973816717,0.00704934541792548,0,0,0.00100704934541793,0,0.0412890231621349,0.00201409869083585,0,0,0,0.00201409869083585,0.00201409869083585,0.00201409869083585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566.5,6097.5,0.0155601659751037,0.0103734439834025,0,0.0321576763485477,0.0269709543568465,0.00518672199170124,0.0020746887966805,0.00518672199170124,0.00518672199170124,0,0.0560165975103734,0,0.0020746887966805,0.522821576763486,0,0.0238589211618257,0.00518672199170124,0.0134854771784232,0.152489626556017,0,0,0,0.00726141078838174,0.0425311203319502,0.00726141078838174,0,0,0,0.0020746887966805,0.0134854771784232,0.0020746887966805,0.0020746887966805,0.0020746887966805,0,0,0.0103734439834025,0,0,0.029045643153527,0,0,0,0,0,0,0,0,0.00311203319502075,0,0,0,0,0,0,0,0,0,0
585.5,6194,0.0177453027139875,0,0,0.0396659707724426,0.00313152400835073,0.00313152400835073,0.00313152400835073,0,0,0,0.0323590814196242,0,0.00730688935281837,0.68580375782881,0,0.046972860125261,0.00313152400835073,0.00730688935281837,0.10125260960334,0,0,0,0,0.0313152400835073,0,0,0,0,0,0.00313152400835073,0,0,0.00730688935281837,0,0,0.00730688935281837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,6293,0.00303951367781155,0.00810536980749747,0.00911854103343465,0.0618034447821682,0.0172239108409321,0.00202634245187437,0.00810536980749747,0.0060790273556231,0.00506585612968592,0,0.0476190476190476,0.00202634245187437,0.00810536980749747,0.513677811550152,0,0.0344478216818642,0.00506585612968592,0.0283687943262411,0.139817629179331,0,0,0.00506585612968592,0.00202634245187437,0.0303951367781155,0.00810536980749747,0,0,0,0.00303951367781155,0.0263424518743668,0,0,0.00202634245187437,0.00506585612968592,0.00202634245187437,0.0060790273556231,0,0,0.00506585612968592,0.00202634245187437,0,0,0,0,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0
627.5,6506,0.00733752620545073,0.0146750524109015,0.00209643605870021,0.0429769392033543,0.00733752620545073,0.00314465408805031,0,0.010482180293501,0.00524109014675052,0,0.0450733752620545,0.00209643605870021,0.010482180293501,0.550314465408805,0,0.00733752620545073,0.00733752620545073,0.00733752620545073,0.156184486373166,0,0,0,0,0.0534591194968553,0.010482180293501,0,0,0,0,0.0251572327044025,0,0.00209643605870021,0.00419287211740042,0,0,0.00733752620545073,0,0,0.0125786163522013,0,0,0,0,0,0,0,0,0.00524109014675052,0,0,0,0,0,0,0,0,0,0
637.5,6592,0.00827300930713547,0.0165460186142709,0.0103412616339193,0.047569803516029,0.00413650465356774,0,0.00413650465356774,0.00206825232678387,0.0103412616339193,0.00413650465356774,0.0692864529472596,0.00413650465356774,0.0124095139607032,0.486039296794209,0,0.0517063081695967,0.0062047569803516,0.0227507755946225,0.112719751809721,0,0,0.00206825232678387,0,0.0589451913133402,0.0103412616339193,0,0,0.0031023784901758,0,0.0351602895553257,0.00103412616339193,0,0.00413650465356774,0,0,0.0062047569803516,0,0,0,0,0,0,0,0.00206825232678387,0,0,0,0.00413650465356774,0,0,0,0,0,0,0,0,0,0
643.8,6640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669.5,6830.5,0.00102564102564103,0.0174358974358974,0.00615384615384615,0.038974358974359,0.0153846153846154,0.00205128205128205,0.00615384615384615,0.0041025641025641,0.00615384615384615,0,0.0492307692307692,0,0.0194871794871795,0.558974358974359,0,0.0430769230769231,0,0.0082051282051282,0.118974358974359,0,0,0.0041025641025641,0,0.0420512820512821,0.0133333333333333,0,0,0,0,0.0256410256410256,0.0041025641025641,0.00205128205128205,0,0,0,0.0102564102564103,0,0,0.00102564102564103,0,0,0.00205128205128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680.5,6993.5,0.007007007007007,0.004004004004004,0.011011011011011,0.024024024024024,0.004004004004004,0,0.007007007007007,0,0.004004004004004,0,0.043043043043043,0.004004004004004,0.014014014014014,0.565565565565566,0,0.05005005005005,0,0,0.137137137137137,0.004004004004004,0,0,0.004004004004004,0.047047047047047,0.014014014014014,0,0,0.004004004004004,0,0.022022022022022,0.004004004004004,0,0,0,0,0.004004004004004,0,0,0.018018018018018,0,0,0,0,0,0,0,0,0.004004004004004,0,0,0,0,0,0,0,0,0,0
692.5,7227,0,0.0199203187250996,0,0.0398406374501992,0.0159362549800797,0,0.00398406374501992,0,0.0159362549800797,0,0.0647410358565737,0.00398406374501992,0.0239043824701195,0.585657370517928,0,0.0398406374501992,0.0119521912350598,0.00398406374501992,0.0727091633466136,0,0.00398406374501992,0,0.00796812749003984,0.0338645418326693,0.0199203187250996,0,0.0119521912350598,0,0,0.00796812749003984,0.00199203187250996,0,0.00199203187250996,0.00398406374501992,0,0,0,0,0,0,0,0,0,0,0,0.00199203187250996,0.00199203187250996,0,0,0,0,0,0,0,0,0,0,0
702,7421,0.00814663951120163,0.0274949083503055,0.00610997963340122,0.0376782077393075,0.00203665987780041,0.00203665987780041,0.00203665987780041,0.00203665987780041,0.00610997963340122,0,0.0529531568228106,0,0.00814663951120163,0.563136456211813,0.00203665987780041,0.0437881873727088,0.00407331975560081,0.0213849287169043,0.0926680244399185,0,0,0,0,0.0407331975560081,0.0162932790224033,0,0,0,0,0.0274949083503055,0,0,0,0,0,0.00407331975560081,0,0,0.0234215885947047,0,0,0,0,0,0,0.00203665987780041,0.00407331975560081,0,0,0,0,0,0,0,0,0,0,0
705,7475,0.00101729399796541,0.00712105798575788,0.00610376398779247,0.074262461851475,0.00203458799593082,0.00508646998982706,0.00406917599186165,0.00101729399796541,0.00610376398779247,0,0.0254323499491353,0.00101729399796541,0.0203458799593082,0.599186164801628,0.00203458799593082,0.0274669379450661,0.00406917599186165,0.0111902339776195,0.0681586978636826,0,0,0,0.00610376398779247,0.0925737538148525,0.0101729399796541,0,0,0.00406917599186165,0.00101729399796541,0.0111902339776195,0.00203458799593082,0.00101729399796541,0,0.00101729399796541,0,0.00203458799593082,0,0,0.00101729399796541,0,0.00101729399796541,0,0,0,0,0,0.00101729399796541,0,0,0,0,0,0,0,0,0,0,0
712.8,7591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,7628,0.00509164969450102,0.00712830957230143,0.00814663951120163,0.0580448065173116,0.00509164969450102,0.00814663951120163,0.00814663951120163,0.00712830957230143,0.0122199592668024,0,0.0386965376782077,0,0.0142566191446029,0.568228105906314,0,0.0417515274949083,0,0.0173116089613035,0.0814663951120163,0,0,0.0010183299389002,0.00305498981670061,0.0539714867617108,0.010183299389002,0,0,0.0010183299389002,0,0.0264765784114053,0.0010183299389002,0,0,0,0.00305498981670061,0.00509164969450102,0,0,0.00916496945010183,0,0,0,0,0,0,0,0.00305498981670061,0.00203665987780041,0,0,0,0,0,0,0,0,0,0
719.5,7716,0.00201816347124117,0.00908173562058527,0.0110998990918264,0.0554994954591322,0.00605449041372351,0.00201816347124117,0.00403632694248234,0.00605449041372351,0.00605449041372351,0,0.0383451059535822,0,0.00908173562058527,0.594349142280525,0,0.0363269424823411,0.00605449041372351,0.0211907164480323,0.0645812310797175,0,0,0.00403632694248234,0,0.0554994954591322,0.00908173562058527,0,0,0.00100908173562059,0,0.0332996972754793,0.00201816347124117,0,0.00201816347124117,0,0,0.00201816347124117,0,0,0.0171543895055499,0,0,0,0,0,0,0,0.00201816347124117,0,0,0,0,0,0,0,0,0,0,0
724.5,7835.5,0.0112244897959184,0.00714285714285714,0.0142857142857143,0.0530612244897959,0.00918367346938776,0,0,0.00408163265306122,0.00408163265306122,0,0.036734693877551,0,0.00408163265306122,0.608163265306122,0,0.0326530612244898,0.00510204081632653,0.0142857142857143,0.0693877551020408,0,0,0,0.00204081632653061,0.0357142857142857,0.00408163265306122,0,0,0.00306122448979592,0,0.0275510204081633,0,0,0,0.00204081632653061,0,0.00408163265306122,0,0,0.0418367346938776,0,0,0,0,0,0,0.00204081632653061,0.00204081632653061,0,0.00204081632653061,0,0,0,0,0,0,0,0,0
725,7848,0.00712105798575788,0.00610376398779247,0.0152594099694812,0.051881993896236,0.00203458799593082,0.00101729399796541,0.0101729399796541,0.00305188199389624,0.00610376398779247,0.00101729399796541,0.0305188199389624,0.00203458799593082,0.0081383519837233,0.573753814852492,0,0.0427263479145473,0.00203458799593082,0.0101729399796541,0.107833163784334,0.00101729399796541,0,0.00203458799593082,0.00406917599186165,0.0457782299084435,0.0091556459816887,0,0,0.00203458799593082,0.00203458799593082,0.0233977619532045,0.00203458799593082,0,0,0.00305188199389624,0.00203458799593082,0.00203458799593082,0,0.00101729399796541,0.0142421159715158,0,0,0.00101729399796541,0,0,0,0,0.00101729399796541,0.00305188199389624,0,0,0,0,0,0,0,0,0,0
734.5,8126,0.0101522842639594,0.00203045685279188,0.0203045685279188,0.049746192893401,0.00101522842639594,0.00609137055837563,0.0111675126903553,0.00203045685279188,0.00203045685279188,0,0.0284263959390863,0.00203045685279188,0.016243654822335,0.58984771573604,0.00203045685279188,0.0446700507614213,0.00406091370558376,0.0152284263959391,0.0812182741116751,0,0.00203045685279188,0.00101522842639594,0,0.0710659898477157,0.0050761421319797,0,0,0.00101522842639594,0,0.0213197969543147,0.00101522842639594,0.00101522842639594,0,0,0,0.00203045685279188,0,0,0.0050761421319797,0,0,0.00101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,8267,0.00408163265306122,0.00408163265306122,0.00714285714285714,0.0571428571428571,0,0.00306122448979592,0.00918367346938776,0.00408163265306122,0.0122448979591837,0,0.0193877551020408,0.00306122448979592,0.0183673469387755,0.56530612244898,0.00102040816326531,0.0346938775510204,0.00306122448979592,0.0102040816326531,0.0653061224489796,0,0,0.00408163265306122,0.0102040816326531,0.109183673469388,0.013265306122449,0.00102040816326531,0,0.00102040816326531,0,0.0326530612244898,0,0,0,0,0.00306122448979592,0.00102040816326531,0,0,0.00102040816326531,0,0,0,0,0,0,0,0.00102040816326531,0,0,0.00102040816326531,0,0,0,0,0,0,0,0
759,8908,0.00204290091930541,0.00612870275791624,0.024514811031665,0.0715015321756895,0.00510725229826353,0.00204290091930541,0.00612870275791624,0.00204290091930541,0.00510725229826353,0,0.0112359550561798,0.00102145045965271,0.0204290091930541,0.598569969356486,0,0.0306435137895812,0.0102145045965271,0.0112359550561798,0.0551583248212462,0,0,0,0.00612870275791624,0.0858018386108274,0.0112359550561798,0,0,0.00408580183861083,0,0.0234933605720123,0.00102145045965271,0,0,0,0,0.00204290091930541,0,0,0.00102145045965271,0,0,0,0,0,0,0,0.00102145045965271,0.00102145045965271,0,0,0,0,0,0,0,0,0,0
779,9503,0,0.0101729399796541,0.0335707019328586,0.0528992878942014,0.00101729399796541,0.00101729399796541,0.00203458799593082,0.00101729399796541,0.0111902339776195,0.00101729399796541,0.00203458799593082,0.00203458799593082,0.00610376398779247,0.516785350966429,0,0.034587995930824,0.00203458799593082,0.0193285859613428,0.0793489318413021,0,0,0.00101729399796541,0.0122075279755849,0.150559511698881,0.0203458799593082,0,0,0.00203458799593082,0,0.0244150559511699,0.00101729399796541,0.00203458799593082,0,0.00305188199389624,0.00203458799593082,0.00203458799593082,0.00101729399796541,0,0,0,0,0.00101729399796541,0,0,0,0,0,0,0,0,0.00101729399796541,0,0,0,0,0,0,0
