"sample.depths","sample.ages","Acer.negundo","Ambrosia.type","Artemisia","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Ephedra.trifurca.type","Euphorbia","Iva.xanthifolia.type","Fabaceae.undiff.","Lycopus.type","Dalea.candida.type","Dalea.purpurea.type","Picea","Pinus.undiff.","Populus.tremuloides.type","Quercus","Rhus","Rumex","Salix","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Alnus","Fraxinus","Poaceae","Brassicaceae","Rosaceae","Ephedra.viridis.type","Pinus.subg..Strobus","Thalictrum","Abies","Corylus","Ostrya.Carpinus","Pseudotsuga","Scrophulariaceae","Plantago.major","Allium","Amorpha.type","Phacelia","Apiaceae","Caryophyllaceae","Iva.annua.type","Geranium","Urtica.type","Cannabaceae","Eriogonum","Polygonum.amphibium","Liliaceae","Impatiens","Polygonum.bistortoides.type","Ranunculaceae.undiff.","Comandra","Pinus.subg..Pinus","Asteraceae.subf..Cichorioideae","Epilobium","Lysimachia"
672,3134,0,0.0375,0.267857142857143,0.0678571428571429,0.0357142857142857,0.105357142857143,0,0.00178571428571429,0.00535714285714286,0,0,0.00357142857142857,0.00178571428571429,0.00535714285714286,0.139285714285714,0.0107142857142857,0.0142857142857143,0,0,0.00535714285714286,0.00892857142857143,0.0642857142857143,0,0.00892857142857143,0.00178571428571429,0.00357142857142857,0.191071428571429,0.00178571428571429,0.00357142857142857,0,0,0,0,0,0.00178571428571429,0,0,0,0,0,0,0.00357142857142857,0,0.00178571428571429,0,0.00178571428571429,0,0.00178571428571429,0.00178571428571429,0.00178571428571429,0,0,0,0,0,0,0,0
768,3751,0,0.214990138067061,0.266272189349112,0.0571992110453649,0.0355029585798817,0.0414201183431953,0,0.00986193293885602,0,0,0,0,0,0.00591715976331361,0.116370808678501,0.0236686390532544,0.0118343195266272,0,0,0,0.0019723865877712,0.0788954635108481,0,0.0019723865877712,0.00591715976331361,0,0.112426035502959,0.0019723865877712,0,0,0,0,0,0,0,0,0,0.0019723865877712,0,0,0.0019723865877712,0.00788954635108481,0,0,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0
818,4093,0.00229357798165138,0.114678899082569,0.277522935779817,0.073394495412844,0.0252293577981651,0.18348623853211,0.00229357798165138,0.00688073394495413,0.00688073394495413,0,0,0.00229357798165138,0.00688073394495413,0.00458715596330275,0.0802752293577982,0.0091743119266055,0.0114678899082569,0,0.00229357798165138,0.00688073394495413,0.00688073394495413,0.0756880733944954,0,0.00229357798165138,0,0.00229357798165138,0.073394495412844,0,0,0,0,0,0.00229357798165138,0,0,0,0,0,0,0,0,0.00229357798165138,0,0,0,0.00229357798165138,0,0.00229357798165138,0.00229357798165138,0,0.00229357798165138,0.00688073394495413,0.00229357798165138,0,0,0,0,0
828,4183,0,0.0315315315315315,0.148648648648649,0.0585585585585586,0.0045045045045045,0.261261261261261,0,0,0,0,0,0,0,0.009009009009009,0.27027027027027,0,0.009009009009009,0,0,0.009009009009009,0.0045045045045045,0.0855855855855856,0,0,0.0045045045045045,0,0.09009009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135135135135135,0,0,0,0,0,0,0,0,0,0,0,0
838,4273,0,0.0531400966183575,0.144927536231884,0.0628019323671498,0.0193236714975845,0.48792270531401,0.00966183574879227,0,0.0241545893719807,0,0,0,0,0,0.0676328502415459,0,0.00966183574879227,0,0.00483091787439614,0,0.00483091787439614,0.0241545893719807,0,0,0.00483091787439614,0.00483091787439614,0.0579710144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193236714975845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,4786,0,0.0113207547169811,0.0415094339622641,0.030188679245283,0.0113207547169811,0.690566037735849,0,0,0,0,0,0,0,0.00754716981132075,0.0377358490566038,0.00377358490566038,0.00754716981132075,0,0,0,0,0.0150943396226415,0,0,0,0,0.113207547169811,0,0,0,0.00377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377358490566038,0.0226415094339623,0,0,0
990,5641,0,0.03125,0.0572916666666667,0.104166666666667,0.0104166666666667,0.473958333333333,0,0.00520833333333333,0.00520833333333333,0.00520833333333333,0,0,0.00520833333333333,0.00520833333333333,0.114583333333333,0.0104166666666667,0.00520833333333333,0,0,0,0.00520833333333333,0.0260416666666667,0,0,0,0,0.119791666666667,0,0,0,0.00520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104166666666667,0,0,0
1048,6163,0,0.00543478260869565,0.0380434782608696,0.0326086956521739,0.0326086956521739,0.592391304347826,0,0,0,0,0,0,0.00543478260869565,0.016304347826087,0.0978260869565217,0,0.0108695652173913,0,0,0,0,0.00543478260869565,0,0,0,0,0.141304347826087,0,0,0,0.00543478260869565,0,0,0,0,0,0,0,0,0,0,0.0108695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0.00543478260869565,0,0,0
1138,6972,0,0.0943738656987296,0.108892921960073,0.0907441016333938,0.00907441016333938,0.401088929219601,0,0.00181488203266788,0.0127041742286751,0,0,0.00362976406533575,0,0.0108892921960073,0.0653357531760436,0,0.00181488203266788,0,0,0,0.00181488203266788,0.0508166969147005,0,0,0,0,0.101633393829401,0.00181488203266788,0,0.00181488203266788,0,0,0,0,0,0,0,0,0,0,0,0.0399274047186933,0,0,0,0.00181488203266788,0,0,0,0,0,0,0,0,0,0,0,0
1178,7332,0,0.116379310344828,0.0991379310344828,0.0948275862068965,0.00431034482758621,0.392241379310345,0,0,0.00862068965517241,0,0,0,0,0.00431034482758621,0.0344827586206897,0,0.00431034482758621,0,0,0,0.00431034482758621,0.0646551724137931,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474137931034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,7908,0.002710027100271,0.002710027100271,0.024390243902439,0.040650406504065,0.008130081300813,0.761517615176152,0,0,0.002710027100271,0.002710027100271,0,0,0,0.008130081300813,0.040650406504065,0,0.002710027100271,0,0,0,0,0.00542005420054201,0,0,0,0,0.0867208672086721,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008130081300813,0,0,0
1325,8655,0,0.00673400673400673,0.0841750841750842,0.104377104377104,0.00336700336700337,0.579124579124579,0,0.00336700336700337,0.00336700336700337,0,0,0,0,0.0134680134680135,0.0606060606060606,0.00336700336700337,0.0101010101010101,0,0,0,0,0.0202020202020202,0,0,0,0,0.0976430976430976,0,0,0,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673400673400673,0,0,0
1378,9132,0,0.0217391304347826,0.0434782608695652,0.28695652173913,0.00434782608695652,0.373913043478261,0,0,0,0,0,0.0217391304347826,0,0.00869565217391304,0.0695652173913043,0.00434782608695652,0.00434782608695652,0,0,0,0,0.0304347826086957,0,0,0,0,0.126086956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434782608695652,0,0
1472,9978,0,0.0164835164835165,0.0604395604395604,0.115384615384615,0.00549450549450549,0.357142857142857,0,0,0.010989010989011,0,0,0,0,0.010989010989011,0.0714285714285714,0,0.00549450549450549,0.00549450549450549,0.00549450549450549,0,0,0.021978021978022,0,0,0,0,0.252747252747253,0,0,0.010989010989011,0,0,0,0,0.00549450549450549,0,0,0,0,0,0,0,0,0,0,0.021978021978022,0,0,0.00549450549450549,0,0.0164835164835165,0,0,0,0,0,0,0
1492,NA,0,0.0383141762452107,0.10727969348659,0.0996168582375479,0,0.367816091954023,0,0,0.00383141762452107,0,0,0,0,0.00383141762452107,0.0498084291187739,0,0.00383141762452107,0,0,0.00766283524904215,0.00383141762452107,0.0229885057471264,0.00383141762452107,0,0,0,0.268199233716475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191570881226054,0,0,0,0,0,0,0,0,0,0,0,0
1509,NA,0.00493827160493827,0.0617283950617284,0.138271604938272,0.0790123456790123,0.0148148148148148,0.377777777777778,0,0.00246913580246914,0.0172839506172839,0,0,0,0,0.00493827160493827,0.101234567901235,0,0.00493827160493827,0,0,0,0.00246913580246914,0.0296296296296296,0,0,0.00246913580246914,0,0.123456790123457,0.00246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271604938271605,0,0,0,0,0,0,0.00246913580246914,0,0,0,0,0,0,0,0.00246913580246914,0
1529,NA,0,0.021021021021021,0.138138138138138,0.144144144144144,0.006006006006006,0.402402402402402,0,0,0.021021021021021,0,0.003003003003003,0,0,0.003003003003003,0.06006006006006,0,0.012012012012012,0,0.006006006006006,0.003003003003003,0,0.051051051051051,0,0,0,0,0.108108108108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009009009009009,0,0.003003003003003,0,0.003003003003003,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0.003003003003003
