"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.undiff.","Aquifoliaceae.undiff.","Betula","Carya","Castanea","Celtis","Cupressaceae","Fagus","Fraxinus.undiff.","Fraxinus.pennsylvanica.F..americana.type","Ilex","Juglans.cinerea","Juglans.undiff.","Larix","Morus","Nyssa","Ostrya.Carpinus","Picea","Pinus.undiff.","Pinus.subg..Strobus","Pinus.subg..Pinus","Populus.undiff.","Populus.balsamifera.type","Prunus.Sorbus","Quercus","Salix","Tilia","Tsuga","Ulmus","Alnus.viridis.subsp..crispa","Alnus.incana","Alnus.undiff.","Anacardiaceae.undiff.","Cephalanthus","Cornus","Corylus","Ericaceae","Myrica","Parthenocissus","Rhus","Rubus","Sambucus","Viburnum","Vitis","Ambrosia","Apiaceae","Arceuthobium","Artemisia","Asteraceae..high.spine.","Asteraceae..low.spine.","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Berberidaceae","Brassicaceae","Caryophyllaceae","Chenopodiaceae.Amaranthaceae","Cyperaceae","Epilobium","Galium","Hypericum","Impatiens","Plantago","Poaceae","Polygonum","Potentilla","Ranunculaceae.undiff.","Rosaceae.trees","Saxifragaceae","Thalictrum","Urtica"
360,9015,0,0,0,0,0,0,0,0.0573394495412844,0,0.00229357798165138,0,0.00688073394495413,0.00229357798165138,0.00688073394495413,0,0,0,0.00229357798165138,0,0,0,0.00458715596330275,0.00229357798165138,0,0.364678899082569,0.302752293577982,0,0,0,0.121559633027523,0,0,0.0596330275229358,0.00229357798165138,0,0,0.00229357798165138,0,0,0,0.00458715596330275,0.0114678899082569,0.0114678899082569,0,0,0.00229357798165138,0,0,0,0.00229357798165138,0.00229357798165138,0,0,0,0,0,0,0,0,0,0.00229357798165138,0.0091743119266055,0,0,0.00229357798165138,0,0,0.0137614678899083,0,0,0,0,0,0,0
370.5,9497,0,0,0.0022271714922049,0,0,0.0022271714922049,0,0.146993318485523,0,0.0022271714922049,0.0022271714922049,0,0.0022271714922049,0.0066815144766147,0.0022271714922049,0,0,0,0,0,0,0.0066815144766147,0.0022271714922049,0,0.33630289532294,0.135857461024499,0,0,0,0.11804008908686,0,0,0.0467706013363029,0.0111358574610245,0.0133630289532294,0.0089086859688196,0.0044543429844098,0,0,0,0.0267260579064588,0.0556792873051225,0.0111358574610245,0,0.0022271714922049,0,0,0,0,0,0,0,0,0,0,0.0244988864142539,0,0,0,0,0,0.0066815144766147,0,0,0,0,0,0.022271714922049,0,0,0,0,0,0,0
380.5,9957,0,0,0,0,0,0.00591715976331361,0,0.0857988165680473,0,0,0,0,0,0,0,0,0,0.0029585798816568,0,0.0029585798816568,0.00887573964497041,0.00887573964497041,0,0,0.464497041420118,0.100591715976331,0,0,0,0.150887573964497,0.0029585798816568,0,0.0118343195266272,0.00591715976331361,0,0,0.0325443786982249,0,0.0029585798816568,0,0.0207100591715976,0.0384615384615385,0.00887573964497041,0,0.0029585798816568,0,0,0,0,0.00887573964497041,0,0,0,0,0,0.00591715976331361,0,0,0.0029585798816568,0,0,0.00591715976331361,0,0,0,0,0,0.0177514792899408,0,0,0,0,0,0,0
394.5,10600,0.00216919739696312,0,0.00216919739696312,0,0,0.0086767895878525,0,0.169197396963124,0.00216919739696312,0.00216919739696312,0,0.00433839479392625,0.00216919739696312,0,0,0,0,0.00216919739696312,0.00216919739696312,0.00433839479392625,0,0.0086767895878525,0.0086767895878525,0,0.425162689804772,0.0477223427331887,0.00216919739696312,0,0,0.121475054229935,0.00216919739696312,0,0.0130151843817787,0.00216919739696312,0.0216919739696312,0.00433839479392625,0,0,0.00216919739696312,0,0.00216919739696312,0.017353579175705,0.0086767895878525,0,0,0,0.00433839479392625,0.00216919739696312,0,0.00216919739696312,0,0,0,0,0,0.00433839479392625,0,0,0,0,0,0.0542299349240781,0,0,0.0108459869848156,0,0,0.0325379609544469,0,0,0,0,0,0,0
405.5,11088,0.00604229607250755,0,0,0,0,0.00604229607250755,0,0.11178247734139,0,0,0,0,0,0.00604229607250755,0,0.00302114803625378,0,0,0,0.00604229607250755,0.00302114803625378,0.0151057401812689,0.00604229607250755,0,0.552870090634441,0.157099697885196,0,0,0,0.0634441087613293,0,0,0.00302114803625378,0,0.00302114803625378,0.00604229607250755,0.00604229607250755,0,0,0,0,0.00604229607250755,0.00906344410876133,0,0,0,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211480362537764,0,0,0,0,0,0.00604229607250755,0,0,0,0,0,0,0
417,11236,0.00886917960088692,0,0,0,0,0.00221729490022173,0,0.139689578713969,0,0,0.00221729490022173,0,0.00443458980044346,0.00443458980044346,0,0.00221729490022173,0,0.00443458980044346,0,0,0,0.00221729490022173,0.0465631929046563,0,0.356984478935698,0.248337028824834,0,0,0,0.0620842572062084,0.00221729490022173,0,0.0110864745011086,0.00665188470066519,0,0,0.024390243902439,0,0,0,0.00443458980044346,0.00665188470066519,0.0133037694013304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266075388026608,0,0.00221729490022173,0,0,0,0.0177383592017738,0,0,0,0,0,0,0
425,11338,0.00285714285714286,0,0,0,0,0,0,0.168571428571429,0.00285714285714286,0,0,0.00571428571428571,0.00285714285714286,0.00571428571428571,0,0.00857142857142857,0,0.00285714285714286,0.00285714285714286,0,0,0.00571428571428571,0.0485714285714286,0,0.365714285714286,0.171428571428571,0,0,0,0.04,0.00571428571428571,0,0.00285714285714286,0.00285714285714286,0,0,0.0485714285714286,0,0,0,0.00857142857142857,0.00571428571428571,0.0114285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0.04,0,0,0,0,0,0.0371428571428571,0,0,0,0,0,0,0
430,11403,0.0274725274725275,0,0,0,0,0.00549450549450549,0,0.208791208791209,0,0,0,0,0.00274725274725275,0.00549450549450549,0,0.00549450549450549,0,0.00274725274725275,0.0137362637362637,0,0,0.00824175824175824,0.0604395604395604,0,0.120879120879121,0.285714285714286,0,0,0,0.0412087912087912,0,0,0,0.00274725274725275,0,0,0.104395604395604,0.00274725274725275,0,0,0.0164835164835165,0.00274725274725275,0.0137362637362637,0,0,0,0,0,0,0.00549450549450549,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0.0247252747252747,0,0,0,0,0,0,0
440,11531,0.0257731958762887,0,0,0,0.00257731958762887,0,0,0.0876288659793814,0.00257731958762887,0,0,0.0154639175257732,0,0.0206185567010309,0,0.00515463917525773,0,0,0.00257731958762887,0,0,0.0077319587628866,0.20360824742268,0,0.0309278350515464,0.229381443298969,0.0128865979381443,0,0,0.0592783505154639,0,0,0.0180412371134021,0.00515463917525773,0,0,0.128865979381443,0,0,0,0.0077319587628866,0.0103092783505155,0.0206185567010309,0,0,0,0,0,0,0.0077319587628866,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0.0798969072164948,0,0,0,0,0,0.0077319587628866,0,0,0,0,0,0,0.00515463917525773
452.5,11801,0.0117924528301887,0,0.00235849056603774,0,0,0.00471698113207547,0,0.106132075471698,0,0,0,0,0,0.0141509433962264,0,0.00471698113207547,0,0,0,0,0,0.00471698113207547,0.363207547169811,0,0.0141509433962264,0.238207547169811,0.00471698113207547,0,0,0.0377358490566038,0.00471698113207547,0,0.0165094339622642,0.00235849056603774,0,0,0.0518867924528302,0,0,0,0.0165094339622642,0.0070754716981132,0.0471698113207547,0,0,0,0,0,0,0.00235849056603774,0,0,0,0,0,0.00235849056603774,0.00235849056603774,0,0,0,0,0.0330188679245283,0,0,0,0,0,0.0070754716981132,0,0,0,0,0,0,0
472.5,12198,0.0427553444180523,0,0,0,0,0,0,0.0973871733966746,0,0,0,0.00237529691211401,0,0,0,0,0,0,0,0,0,0.00475059382422803,0.565320665083135,0,0.0237529691211401,0.142517814726841,0.00237529691211401,0,0,0.00950118764845606,0.00237529691211401,0,0.00950118764845606,0,0,0,0.0475059382422803,0,0,0,0.00237529691211401,0,0.0237529691211401,0,0,0,0,0,0,0.00475059382422803,0,0,0,0,0,0,0,0,0,0,0,0.0142517814726841,0,0,0,0,0,0.00475059382422803,0,0,0,0,0,0,0
480,12329,0.0213219616204691,0,0,0,0,0,0,0.0383795309168444,0,0,0,0,0,0,0,0,0,0,0.00213219616204691,0,0,0.00213219616204691,0.590618336886994,0,0,0.138592750533049,0,0,0,0.0106609808102345,0.00213219616204691,0,0.00213219616204691,0,0,0,0.0255863539445629,0,0,0,0.00852878464818763,0.00213219616204691,0.0213219616204691,0,0,0,0,0,0,0.00426439232409382,0,0,0,0,0,0,0,0,0,0,0,0.00852878464818763,0,0,0,0,0,0.00639658848614072,0,0,0.115138592750533,0,0,0,0
492.5,12547,0.0321100917431193,0,0,0,0,0,0,0.0206422018348624,0,0,0,0,0.00229357798165138,0,0,0,0,0,0.00229357798165138,0,0,0.0091743119266055,0.61697247706422,0.222477064220183,0,0,0,0,0,0.0137614678899083,0,0,0.0091743119266055,0,0,0,0.0114678899082569,0,0,0,0.00458715596330275,0,0.0344036697247706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114678899082569,0,0,0,0,0,0.00688073394495413,0,0,0,0,0,0,0.00229357798165138
512.5,12896,0.0216919739696312,0,0,0,0,0,0,0.0260303687635575,0,0,0.0086767895878525,0,0.0086767895878525,0.0130151843817787,0,0,0,0,0,0,0,0.0216919739696312,0.288503253796095,0,0,0.453362255965293,0.00216919739696312,0,0,0.03470715835141,0.00216919739696312,0,0,0.00216919739696312,0,0,0.00650759219088937,0,0,0,0.00216919739696312,0.00433839479392625,0.0281995661605206,0,0,0,0,0,0,0.0108459869848156,0,0,0,0,0,0,0.00216919739696312,0,0,0,0,0.0260303687635575,0,0,0,0,0.00216919739696312,0.0325379609544469,0.00216919739696312,0,0,0,0,0,0
530,12942,0.0338600451467269,0,0,0,0,0,0,0.036117381489842,0.00225733634311512,0,0,0.00225733634311512,0.00451467268623025,0.0112866817155756,0,0,0,0,0,0,0,0.018058690744921,0.494356659142212,0.243792325056433,0,0,0,0,0,0.0496613995485327,0,0,0,0,0,0,0,0,0,0,0.00225733634311512,0,0.0293453724604966,0,0,0,0,0,0,0.00451467268623025,0,0,0,0,0,0.00225733634311512,0,0,0,0,0,0.0316027088036117,0,0,0,0,0,0.0338600451467269,0,0,0,0,0,0,0
542.5,12974,0.0528735632183908,0,0,0,0,0,0,0.0298850574712644,0.00229885057471264,0,0.00459770114942529,0,0.00689655172413793,0.0160919540229885,0,0,0,0,0,0,0,0.0114942528735632,0.51264367816092,0.209195402298851,0,0,0.00229885057471264,0,0,0.0505747126436782,0,0,0,0.00459770114942529,0,0,0.00459770114942529,0,0,0,0.00919540229885057,0.00229885057471264,0.0275862068965517,0,0,0,0,0,0,0.00459770114942529,0,0,0,0,0,0.00459770114942529,0,0,0,0,0.00689655172413793,0.0137931034482759,0,0,0,0,0,0.0229885057471264,0,0,0,0,0,0,0
570.5,13047,0.010840108401084,0,0,0,0,0,0,0.02710027100271,0,0,0.010840108401084,0,0.002710027100271,0.010840108401084,0,0,0,0.002710027100271,0.002710027100271,0,0,0.018970189701897,0.482384823848238,0.165311653116531,0,0,0.008130081300813,0,0,0.043360433604336,0,0,0,0.002710027100271,0,0,0.013550135501355,0,0,0,0.002710027100271,0.00542005420054201,0.046070460704607,0,0,0,0.002710027100271,0,0,0.018970189701897,0,0,0.002710027100271,0,0,0.010840108401084,0,0,0,0,0,0.043360433604336,0,0,0,0,0,0.065040650406504,0,0,0,0,0,0,0
612.5,13156,0.0140056022408964,0,0,0,0,0,0,0.0224089635854342,0,0,0.00280112044817927,0,0,0.0112044817927171,0,0,0,0,0,0,0,0.0140056022408964,0.638655462184874,0.120448179271709,0,0,0.00280112044817927,0,0,0.030812324929972,0.00280112044817927,0,0,0,0,0,0,0,0,0,0.00840336134453781,0,0.0224089635854342,0,0,0,0,0,0,0.00840336134453781,0,0,0,0,0,0.0112044817927171,0,0,0,0,0,0.0336134453781513,0.00280112044817927,0,0,0,0,0.0504201680672269,0,0,0,0.00280112044817927,0,0,0
632.5,13208,0.00278551532033426,0,0,0,0,0,0,0.0696378830083565,0,0,0.00278551532033426,0,0,0.0222841225626741,0.00278551532033426,0,0,0,0,0,0,0.0167130919220056,0.484679665738162,0.153203342618384,0,0,0.00557103064066852,0,0.00278551532033426,0.0501392757660167,0.00557103064066852,0,0,0.00278551532033426,0,0,0.00557103064066852,0,0,0,0.0139275766016713,0,0.0334261838440111,0,0.00278551532033426,0,0,0,0,0.00278551532033426,0,0,0.00278551532033426,0,0,0.00278551532033426,0,0,0,0.00278551532033426,0,0.0222841225626741,0,0,0,0,0.00278551532033426,0.0835654596100279,0,0,0,0,0,0,0.00278551532033426
670.5,13307,0.00298507462686567,0,0,0,0,0,0,0.0477611940298507,0.00298507462686567,0,0,0,0,0.0149253731343284,0.00298507462686567,0,0,0,0,0,0,0.0119402985074627,0.576119402985075,0,0,0.0985074626865672,0.00298507462686567,0,0,0.0388059701492537,0.00895522388059702,0,0,0,0,0,0.00298507462686567,0,0,0,0.00597014925373134,0,0.0626865671641791,0,0,0,0,0,0,0,0.00298507462686567,0,0.00597014925373134,0,0,0.00597014925373134,0,0,0,0.00298507462686567,0,0.0208955223880597,0.00298507462686567,0,0,0,0,0.0686567164179104,0,0,0,0,0.00298507462686567,0,0.00597014925373134
722.5,13442,0,0,0,0,0,0,0,0.0482233502538071,0,0,0.00761421319796954,0,0,0.0050761421319797,0.00253807106598985,0,0,0,0,0.00253807106598985,0,0.0126903553299492,0.586294416243655,0,0,0.0609137055837563,0.00761421319796954,0,0,0.0177664974619289,0.0203045685279188,0,0,0.0050761421319797,0,0,0,0,0,0,0.0152284263959391,0,0.0964467005076142,0,0,0,0,0,0,0.00761421319796954,0,0,0.00253807106598985,0,0,0.0203045685279188,0,0,0,0,0.00253807106598985,0.0253807106598985,0,0,0,0,0,0.0456852791878173,0,0,0,0.00761421319796954,0,0,0
