"sample.depths","sample.ages","Acer.rubrum","Acer.saccharinum.type","Acer.undiff.","Alnus.incana.type","Ambrosia.type","Betula","Carya","Corylus","Cyperaceae","Fagus","Fraxinus..tetracolpate.","Ilex","Juglans.nigra","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Quercus","Rumex","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Fabaceae","Rosaceae.undiff.","Populus","Amaranthaceae","Viburnum","Poaceae","Plantago","Artemisia","Juglans.cinerea","Nyssa","Platanus","Tilia","Abies","Castanea","Fraxinus..tricolpate.","Thalictrum","Rhus","Polygalaceae","Ceanothus","Alnus.viridis.type","Cupressaceae","Larix","Myrica","Iva.annua.type","Fraxinus.undiff.","Liliaceae","Liquidambar","Potentilla.type","Celtis","Vitis","Ericaceae","Taxus","Apiaceae","Sanguisorba","Polygonum","Caryophyllaceae"
400,3414,0,0.0279898218829517,0.00254452926208651,0.0229007633587786,0,0.101781170483461,0.0407124681933842,0,0.00254452926208651,0.099236641221374,0.00254452926208651,0,0,0.0178117048346056,0,0.251908396946565,0.32824427480916,0,0,0.0508905852417303,0.00254452926208651,0.00763358778625954,0,0,0,0,0,0,0,0.00254452926208651,0.00254452926208651,0,0.00508905852417303,0.00254452926208651,0,0.00254452926208651,0.0127226463104326,0.00254452926208651,0,0,0.00254452926208651,0.00254452926208651,0.00508905852417303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,4089,0.00533333333333333,0.0186666666666667,0,0.0266666666666667,0.00266666666666667,0.0506666666666667,0.0506666666666667,0,0.00533333333333333,0.072,0.0133333333333333,0,0,0.0213333333333333,0,0.301333333333333,0.352,0,0,0.0346666666666667,0,0.0213333333333333,0,0,0,0,0,0.00266666666666667,0,0.00266666666666667,0,0,0.00533333333333333,0.00266666666666667,0,0,0.00533333333333333,0,0,0,0,0,0,0.00266666666666667,0.00266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
480,4829,0,0.0271739130434783,0,0.00815217391304348,0,0.0489130434782609,0.0326086956521739,0,0.00543478260869565,0.0570652173913043,0.0135869565217391,0,0.00271739130434783,0.00815217391304348,0,0.407608695652174,0.252717391304348,0,0,0.0815217391304348,0.00543478260869565,0.0108695652173913,0,0,0,0,0,0.00543478260869565,0,0.00271739130434783,0,0.00271739130434783,0.00543478260869565,0,0,0,0.0190217391304348,0,0,0,0,0,0,0.00271739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,5223,0,0.0198300283286119,0,0.0169971671388102,0,0.0991501416430595,0.0453257790368272,0,0,0.135977337110482,0.0141643059490085,0,0,0.0056657223796034,0,0.169971671388102,0.286118980169972,0,0,0.127478753541076,0.0028328611898017,0.0226628895184136,0,0,0,0,0,0.0056657223796034,0,0.0028328611898017,0.0056657223796034,0,0.0028328611898017,0.0198300283286119,0,0,0.0113314447592068,0,0,0,0.0028328611898017,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0
520,5632,0,0.02710027100271,0,0.002710027100271,0,0.046070460704607,0.021680216802168,0,0.002710027100271,0.102981029810298,0,0,0,0.002710027100271,0,0.195121951219512,0.192411924119241,0,0,0.365853658536585,0,0.010840108401084,0,0,0,0,0,0.002710027100271,0,0.002710027100271,0.008130081300813,0,0.00542005420054201,0,0,0.002710027100271,0.002710027100271,0,0,0,0,0,0,0,0,0.002710027100271,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0
540,6053,0,0.0166204986149584,0.00277008310249307,0.00277008310249307,0,0.0166204986149584,0.03601108033241,0,0,0.0886426592797784,0.00831024930747922,0,0,0.0193905817174515,0,0.113573407202216,0.25207756232687,0,0,0.379501385041551,0,0.0249307479224377,0,0,0,0.00277008310249307,0,0.00277008310249307,0,0,0.0138504155124654,0,0,0.00831024930747922,0,0,0.00831024930747922,0,0,0,0,0,0,0,0,0,0,0.00277008310249307,0,0,0,0,0,0,0,0,0,0
560,6481,0,0.0262529832935561,0,0,0.00238663484486874,0.0429594272076372,0.0190930787589499,0,0.00477326968973747,0.100238663484487,0.0167064439140811,0,0,0.0143198090692124,0.00238663484486874,0.0787589498806683,0.274463007159905,0,0,0.35799522673031,0.00238663484486874,0.0143198090692124,0,0,0,0.00238663484486874,0,0,0,0,0.0119331742243437,0,0.00954653937947494,0.0119331742243437,0,0,0.00477326968973747,0,0,0,0,0,0.00238663484486874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,6911,0,0.0220994475138122,0,0.00828729281767956,0,0.0497237569060773,0.0303867403314917,0,0.0138121546961326,0.11878453038674,0.00552486187845304,0,0.00276243093922652,0.0138121546961326,0,0.193370165745856,0.256906077348066,0,0.00276243093922652,0.198895027624309,0,0.0386740331491713,0,0,0.00276243093922652,0,0,0.00276243093922652,0,0,0,0,0.00552486187845304,0,0,0.00276243093922652,0.0220994475138122,0,0,0,0,0,0.00276243093922652,0,0,0,0,0,0.00276243093922652,0.00276243093922652,0,0,0,0,0,0,0,0
600,7339,0.00313479623824451,0.0250783699059561,0,0.00626959247648903,0.00313479623824451,0.0313479623824451,0.0125391849529781,0.00313479623824451,0.00626959247648903,0.109717868338558,0.00626959247648903,0,0.00313479623824451,0.00626959247648903,0,0.090909090909091,0.282131661442006,0,0,0.344827586206897,0,0.0219435736677116,0,0,0,0.00626959247648903,0,0.00313479623824451,0,0,0.00313479623824451,0,0.00940438871473354,0.00940438871473354,0,0,0.00626959247648903,0.00313479623824451,0,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,7760,0,0.0221729490022173,0,0.00665188470066519,0,0.0554323725055432,0.0199556541019956,0,0.00443458980044346,0.144124168514412,0.00665188470066519,0,0,0.0155210643015521,0,0.0354767184035477,0.447893569844789,0,0,0.184035476718404,0,0.0199556541019956,0,0,0,0,0,0.00443458980044346,0,0.00221729490022173,0.00443458980044346,0,0.00665188470066519,0.00886917960088692,0,0.00221729490022173,0.00221729490022173,0,0,0,0,0.00221729490022173,0.00221729490022173,0,0,0,0,0,0.00221729490022173,0,0,0,0,0,0,0,0,0
640,8170,0.0050125313283208,0.0200501253132832,0,0.0200501253132832,0,0.0401002506265664,0.0200501253132832,0.0025062656641604,0.0050125313283208,0.12781954887218,0.0050125313283208,0,0,0.0150375939849624,0,0.0676691729323308,0.471177944862155,0,0,0.152882205513784,0,0.0225563909774436,0,0,0,0,0,0,0,0,0.0100250626566416,0,0.0050125313283208,0.0075187969924812,0,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,8563,0,0.0237467018469657,0,0.00527704485488127,0,0.0633245382585752,0.0263852242744063,0,0,0.079155672823219,0.00527704485488127,0,0,0.0158311345646438,0,0.0686015831134565,0.33509234828496,0,0,0.316622691292876,0,0.0316622691292876,0,0,0,0,0,0.00263852242744063,0,0,0.00527704485488127,0,0.00263852242744063,0.0079155672823219,0,0,0.0105540897097625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,8936,0.00223214285714286,0.0223214285714286,0,0.00892857142857143,0,0.0602678571428571,0.015625,0.00223214285714286,0.00446428571428571,0.138392857142857,0.00446428571428571,0,0,0.0200892857142857,0,0.142857142857143,0.296875,0,0,0.229910714285714,0.00223214285714286,0.0178571428571429,0,0,0,0.00223214285714286,0,0,0,0,0.00892857142857143,0.00223214285714286,0.00446428571428571,0.00446428571428571,0,0,0.00446428571428571,0,0,0,0,0,0,0,0,0,0,0,0.00446428571428571,0,0,0,0,0,0,0,0,0
700,9283,0,0.0224438902743142,0,0.00498753117206983,0,0.0473815461346633,0.00997506234413965,0,0.00748129675810474,0.0723192019950125,0.0149625935162095,0,0,0.0224438902743142,0,0.169576059850374,0.371571072319202,0,0,0.219451371571072,0.00249376558603491,0.0124688279301746,0,0,0,0,0,0,0,0,0.0149625935162095,0,0.00498753117206983,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,9600,0.00268096514745308,0.0348525469168901,0,0.00804289544235925,0,0.0294906166219839,0.00536193029490617,0,0.00268096514745308,0.032171581769437,0.00268096514745308,0,0,0.0294906166219839,0.00268096514745308,0.214477211796247,0.431635388739946,0,0,0.17426273458445,0,0.0107238605898123,0,0,0,0,0,0,0,0.00268096514745308,0.00536193029490617,0,0.00804289544235925,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,9882,0,0.0128205128205128,0,0.0128205128205128,0,0.0333333333333333,0.00256410256410256,0,0.0102564102564103,0.0358974358974359,0.00256410256410256,0,0,0.0230769230769231,0.00769230769230769,0.282051282051282,0.397435897435897,0,0,0.146153846153846,0,0.00512820512820513,0,0,0,0,0,0.00769230769230769,0,0,0.00512820512820513,0,0,0.00256410256410256,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,10125,0,0.0053475935828877,0,0.0106951871657754,0.00267379679144385,0.018716577540107,0.00267379679144385,0.00267379679144385,0.0133689839572193,0.0160427807486631,0.00267379679144385,0,0,0.018716577540107,0.018716577540107,0.355614973262032,0.358288770053476,0,0,0.141711229946524,0.00802139037433155,0.0106951871657754,0,0,0,0,0,0.0053475935828877,0,0,0,0,0,0,0,0,0.0053475935828877,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,10324,0,0.0102040816326531,0,0,0.00255102040816327,0.0357142857142857,0.0255102040816327,0.00510204081632653,0,0.0561224489795918,0.00255102040816327,0,0,0.0102040816326531,0.0076530612244898,0.306122448979592,0.252551020408163,0,0,0.25,0.00255102040816327,0.00510204081632653,0,0,0,0,0,0,0,0,0.00255102040816327,0,0.00255102040816327,0.0076530612244898,0.00255102040816327,0,0.00510204081632653,0,0,0,0,0,0,0.00510204081632653,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0,0
800,10475,0,0.00557103064066852,0,0.0167130919220056,0.00557103064066852,0.0557103064066852,0,0,0.00557103064066852,0.0139275766016713,0.00835654596100279,0,0,0.0194986072423398,0.0501392757660167,0.409470752089136,0.270194986072423,0,0,0.103064066852368,0.00278551532033426,0.00557103064066852,0,0,0.00278551532033426,0,0,0.00278551532033426,0,0,0.00557103064066852,0,0.00278551532033426,0.00278551532033426,0.00278551532033426,0,0.00278551532033426,0,0,0,0,0,0,0.00278551532033426,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0,0
820,10581,0,0.0028735632183908,0,0.00862068965517241,0,0.0258620689655172,0,0.00862068965517241,0.00574712643678161,0.00862068965517241,0.0028735632183908,0,0,0.0114942528735632,0.0316091954022989,0.390804597701149,0.281609195402299,0,0.0028735632183908,0.14367816091954,0,0.0229885057471264,0,0,0.0028735632183908,0,0,0.00574712643678161,0,0,0.0028735632183908,0,0.0028735632183908,0,0.0172413793103448,0,0.00862068965517241,0.0028735632183908,0,0,0,0.0028735632183908,0,0,0,0,0,0,0.0028735632183908,0,0.0028735632183908,0,0,0,0,0,0,0
840,10657,0,0.00737100737100737,0,0.00982800982800983,0,0.0368550368550369,0,0,0.00737100737100737,0.00245700245700246,0.00245700245700246,0,0,0.0122850122850123,0.0393120393120393,0.383292383292383,0.334152334152334,0,0,0.122850122850123,0,0.00982800982800983,0,0,0.00245700245700246,0,0,0,0,0.00491400491400491,0,0,0.00245700245700246,0,0.00982800982800983,0,0.00245700245700246,0,0,0,0,0.00245700245700246,0,0.00737100737100737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,10714,0,0.00433839479392625,0,0.00650759219088937,0.00216919739696312,0.0303687635574837,0.00216919739696312,0.00216919739696312,0.00216919739696312,0,0.00650759219088937,0,0,0.0260303687635575,0.0151843817787419,0.418655097613883,0.318872017353579,0,0,0.123644251626898,0,0.0151843817787419,0,0,0,0.00216919739696312,0,0.00216919739696312,0,0,0,0,0.00433839479392625,0.00433839479392625,0.00216919739696312,0,0.00216919739696312,0,0,0,0,0.00216919739696312,0,0.00216919739696312,0,0,0.00216919739696312,0,0.00216919739696312,0,0,0,0,0,0,0,0,0
880,10766,0,0,0,0.00247524752475248,0,0.0272277227722772,0.00495049504950495,0.00495049504950495,0.00742574257425743,0.00495049504950495,0,0,0,0.0594059405940594,0.0099009900990099,0.378712871287129,0.299504950495049,0,0,0.175742574257426,0.00247524752475248,0.00247524752475248,0,0,0.00247524752475248,0,0,0,0,0.00247524752475248,0,0,0,0.00247524752475248,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0.00247524752475248,0,0,0,0,0,0,0,0,0,0,0
900,10825,0,0.0102880658436214,0,0.00411522633744856,0,0.01440329218107,0,0.00205761316872428,0.00411522633744856,0.00205761316872428,0.00823045267489712,0,0,0.0452674897119342,0.00411522633744856,0.407407407407407,0.267489711934156,0,0.00205761316872428,0.191358024691358,0.00205761316872428,0.0102880658436214,0,0,0,0,0,0,0,0.00205761316872428,0,0,0.00205761316872428,0,0.00411522633744856,0,0.0102880658436214,0,0,0,0,0.00205761316872428,0,0.00411522633744856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,10905,0.00226244343891403,0.00226244343891403,0,0.0135746606334842,0.00226244343891403,0.0316742081447964,0.00226244343891403,0.00678733031674208,0.00452488687782805,0.00904977375565611,0.00226244343891403,0,0,0.0384615384615385,0.00678733031674208,0.427601809954751,0.321266968325792,0,0.00226244343891403,0.090497737556561,0,0.00904977375565611,0,0,0.00452488687782805,0.00226244343891403,0,0,0,0,0,0,0.00226244343891403,0.00226244343891403,0,0,0.0135746606334842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226244343891403,0,0,0,0,0,0
940,11020,0,0.00248756218905473,0,0.00497512437810945,0,0.027363184079602,0,0,0.00497512437810945,0.00746268656716418,0.00248756218905473,0,0,0.0497512437810945,0.00497512437810945,0.532338308457711,0.286069651741294,0,0,0.0398009950248756,0.00497512437810945,0.0248756218905473,0,0,0,0,0,0,0,0,0,0,0.00248756218905473,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,11181,0,0,0,0,0,0.0153061224489796,0.00255102040816327,0,0.0153061224489796,0,0.0076530612244898,0,0,0.0178571428571429,0.00255102040816327,0.64030612244898,0.137755102040816,0,0,0.142857142857143,0.00255102040816327,0.00255102040816327,0,0,0,0,0,0.00255102040816327,0,0.00255102040816327,0,0,0,0,0.00510204081632653,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,11402,0,0.010840108401084,0,0.010840108401084,0,0.016260162601626,0.002710027100271,0.002710027100271,0,0,0,0,0,0.032520325203252,0.002710027100271,0.655826558265583,0.143631436314363,0,0.002710027100271,0.105691056910569,0,0.00542005420054201,0,0,0,0,0,0,0,0,0,0,0.002710027100271,0,0.00542005420054201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,11694,0,0,0,0.0111317254174397,0,0.0593692022263451,0,0.00185528756957328,0.00185528756957328,0,0.00371057513914657,0,0,0.00556586270871985,0.0482374768089054,0.677179962894249,0.051948051948052,0,0,0.0296846011131725,0,0.0111317254174397,0,0,0,0,0,0.00185528756957328,0,0.00185528756957328,0.00185528756957328,0,0,0,0.0649350649350649,0,0.00371057513914657,0.00185528756957328,0,0,0,0,0,0.0222634508348794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,12086,0,0,0,0.0778894472361809,0,0.0954773869346734,0,0,0.0251256281407035,0.0050251256281407,0,0,0,0.00251256281407035,0.226130653266332,0.394472361809045,0.0175879396984925,0,0,0.0125628140703518,0,0.00753768844221105,0,0,0.0452261306532663,0,0,0.00753768844221105,0,0,0,0,0,0,0.0201005025125628,0,0,0,0,0,0,0.0326633165829146,0.00251256281407035,0.0201005025125628,0,0,0,0,0,0,0,0,0.00251256281407035,0.0050251256281407,0,0,0,0
1040,12575,0,0,0,0.0415584415584416,0,0.0207792207792208,0,0.0025974025974026,0.00779220779220779,0,0,0,0,0.0181818181818182,0.166233766233766,0.615584415584416,0.0233766233766234,0,0,0.00779220779220779,0.00519480519480519,0,0,0,0.0025974025974026,0,0,0,0,0.0025974025974026,0,0,0,0,0.0363636363636364,0,0.0025974025974026,0,0,0,0,0.0441558441558442,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,13138,0,0,0,0,0,0.00488997555012225,0,0.00244498777506112,0.019559902200489,0.0097799511002445,0,0,0,0.0440097799511002,0.097799511002445,0.726161369193154,0.039119804400978,0,0,0,0,0,0,0.00244498777506112,0.00488997555012225,0,0,0.00488997555012225,0,0.00488997555012225,0,0,0,0,0.0220048899755501,0,0.0097799511002445,0,0,0,0,0.00488997555012225,0,0,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0
1080,13755,0,0,0,0,0,0.00249376558603491,0,0,0.00997506234413965,0.00249376558603491,0,0,0,0.0199501246882793,0.122194513715711,0.758104738154613,0.027431421446384,0,0,0.0124688279301746,0,0.00498753117206983,0,0,0,0,0,0.00498753117206983,0,0,0,0,0.00249376558603491,0,0.0199501246882793,0,0.00997506234413965,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,14405,0,0,0,0.0025974025974026,0,0.0181818181818182,0,0,0.0467532467532468,0,0,0,0,0.051948051948052,0.316883116883117,0.4,0.0597402597402597,0,0,0.0025974025974026,0.0025974025974026,0.0025974025974026,0,0,0,0,0,0.025974025974026,0,0,0.0025974025974026,0,0,0,0.038961038961039,0,0.0207792207792208,0,0,0,0,0,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0.00519480519480519,0,0,0
1120,NA,0,0.00189035916824197,0,0.00378071833648393,0,0.0151228733459357,0,0,0.0472589792060491,0.00189035916824197,0.00189035916824197,0,0,0.0207939508506616,0.633270321361059,0.0982986767485822,0.0434782608695652,0,0.0226843100189036,0,0.0113421550094518,0.00189035916824197,0,0.00378071833648393,0.00756143667296786,0,0,0.0491493383742911,0,0.00189035916824197,0,0,0,0,0,0,0.0151228733459357,0,0,0,0,0.00189035916824197,0.0113421550094518,0.00189035916824197,0,0,0,0,0,0,0,0,0,0,0,0.00189035916824197,0.00189035916824197,0
1140,NA,0,0,0,0.0189274447949527,0,0.0410094637223975,0,0.00315457413249211,0.22397476340694,0,0,0,0,0.0220820189274448,0.26813880126183,0.280757097791798,0.0220820189274448,0,0.0126182965299685,0,0.00630914826498423,0.00315457413249211,0,0.00315457413249211,0,0,0,0.0441640378548896,0,0.0157728706624606,0,0,0,0,0.0157728706624606,0,0.00315457413249211,0.00630914826498423,0.00315457413249211,0,0,0,0.00630914826498423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,NA,0,0,0,0.0157232704402516,0,0,0,0,0.320754716981132,0,0,0,0,0.00314465408805031,0.20125786163522,0.336477987421384,0.0314465408805031,0.00314465408805031,0.00943396226415094,0,0.00628930817610063,0.00628930817610063,0,0,0,0,0,0.0283018867924528,0,0,0,0,0,0,0.00628930817610063,0,0,0.00628930817610063,0,0,0,0.00628930817610063,0.00943396226415094,0.00314465408805031,0,0,0,0,0,0,0,0,0.00314465408805031,0,0,0,0,0.00314465408805031
