"sample.depths","sample.ages","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Carya","Iva.annua.type","Corylus","Cyperaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Iva.xanthifolia.type","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Rumex","Salix","Salsola","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Urtica.type","Vitis","Xanthium","Alnus","Juniperus.Thuja","Populus","Cannabis.sativa.type","Tilia.americana","Chenopodium.type","Pinus.banksiana.P..resinosa","Brassicaceae.cf..Brassica","Juglans.cf..J..nigra","Larix.laricina","Acer.negundo","Acer.saccharinum.type","Pinus.subg..Strobus","Tsuga","Cerealia","Rosaceae","Abies.balsamea","Acer.saccharum","Platanus.occidentalis","Euphorbia.subg..Chamaesyce","Juglans.cf..J..cinerea","Sarcobatus.vermiculatus","Amorpha","Onosmodium","Celtis.occidentalis","Ephedra.trifurca.type","Dalea.candida.type","Rhamnus.alnifolia","Prosopis","Dalea.purpurea","Humulus.lupulus","Phlox","Zanthoxylum.americanum","Laportea.type","Pilea.type","Brassicaceae.undiff.","Thalictrum","Caltha.type","Morus.rubra","Ephedra.viridis.type","Cirsium","Fraxinus.undiff.","Rumex.type.undiff.","Polygonum.lapathifolium.type","Cornus","Caryophyllaceae","Juglans.undiff.","Polygonum.amphibium.type","Viburnum.lentago","Ephedra.undiff.","Galium","Epilobium","Ericaceae","Shepherdia.canadensis"
470,5150,0,0.0570866141732283,0.0708661417322835,0.0216535433070866,0,0.00196850393700787,0.00393700787401575,0.228346456692913,0.0078740157480315,0,0.149606299212598,0.00196850393700787,0,0,0.0118110236220472,0.00196850393700787,0.108267716535433,0.139763779527559,0,0.0137795275590551,0,0.0295275590551181,0.0216535433070866,0,0.00196850393700787,0.00196850393700787,0,0.0216535433070866,0.00590551181102362,0.00196850393700787,0,0.00393700787401575,0.0177165354330709,0.00393700787401575,0,0,0,0,0.00196850393700787,0.0196850393700787,0,0,0,0,0,0.00196850393700787,0,0,0.00393700787401575,0.00196850393700787,0,0,0,0.00393700787401575,0,0,0.00196850393700787,0,0,0,0.00590551181102362,0.0216535433070866,0.00196850393700787,0.00196850393700787,0.00196850393700787,0.00196850393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,5452,0,0.03584229390681,0.07168458781362,0.021505376344086,0.003584229390681,0,0.010752688172043,0.121863799283154,0,0,0.175627240143369,0,0,0,0.025089605734767,0.003584229390681,0.07168458781362,0.189964157706093,0,0.003584229390681,0,0.021505376344086,0.017921146953405,0.003584229390681,0.003584229390681,0,0,0.010752688172043,0.025089605734767,0,0,0.014336917562724,0.057347670250896,0.007168458781362,0,0,0,0.007168458781362,0,0.014336917562724,0,0,0.003584229390681,0,0.007168458781362,0.003584229390681,0,0,0,0,0,0.014336917562724,0,0.003584229390681,0,0,0,0,0,0,0,0.043010752688172,0,0.003584229390681,0,0,0.003584229390681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,5754,0,0.0604534005037783,0.18639798488665,0.017632241813602,0,0.00503778337531486,0.0075566750629723,0.105793450881612,0.00503778337531486,0.00503778337531486,0.181360201511335,0,0.00251889168765743,0,0.0151133501259446,0.00251889168765743,0.0629722921914358,0.125944584382872,0,0.0100755667506297,0,0.0151133501259446,0.0377833753148615,0,0.00503778337531486,0.00251889168765743,0,0.0125944584382872,0.0251889168765743,0,0,0.0100755667506297,0.0554156171284635,0.00503778337531486,0,0,0,0,0.00251889168765743,0.00251889168765743,0,0,0,0,0.0075566750629723,0,0,0,0.00251889168765743,0.00251889168765743,0,0.00251889168765743,0,0.0075566750629723,0,0,0,0,0,0,0.00251889168765743,0.00251889168765743,0,0,0,0.00503778337531486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,6057,0,0.056140350877193,0.129824561403509,0.00701754385964912,0,0,0.00701754385964912,0.0947368421052632,0.00350877192982456,0,0.217543859649123,0.00350877192982456,0,0,0.0210526315789474,0,0.0912280701754386,0.143859649122807,0,0,0,0.00701754385964912,0.0385964912280702,0,0,0,0,0.0210526315789474,0.0385964912280702,0,0,0.00701754385964912,0.0350877192982456,0.00701754385964912,0,0,0.00350877192982456,0,0,0.0245614035087719,0,0,0,0,0.00350877192982456,0,0,0.00350877192982456,0,0.00701754385964912,0,0.00350877192982456,0,0,0,0,0,0,0,0,0.0175438596491228,0.00350877192982456,0,0,0,0,0,0.00350877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0
630,6359,0,0.0691927512355848,0.0823723228995058,0.0115321252059308,0,0.00164744645799012,0.00329489291598023,0.0510708401976936,0,0,0.321252059308072,0,0,0,0.0214168039538715,0,0.128500823723229,0.151565074135091,0,0.00658978583196046,0,0.0115321252059308,0.0461285008237232,0,0.00329489291598023,0.00164744645799012,0,0.0181219110378913,0.00164744645799012,0.00494233937397035,0,0.0164744645799012,0.0197693574958814,0,0,0,0,0.00164744645799012,0,0,0,0,0,0,0.00164744645799012,0.00164744645799012,0,0.00164744645799012,0,0,0.00164744645799012,0.00658978583196046,0.00164744645799012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115321252059308,0,0,0,0,0,0,0,0,0,0,0,0
670,6662,0,0.0649350649350649,0.125974025974026,0.0194805194805195,0.0012987012987013,0.0038961038961039,0.0025974025974026,0.0545454545454545,0,0,0.257142857142857,0,0,0,0.0350649350649351,0.0012987012987013,0.0922077922077922,0.15974025974026,0.0012987012987013,0.0064935064935065,0,0.0116883116883117,0.0506493506493507,0,0.0012987012987013,0,0,0.0168831168831169,0,0.0064935064935065,0,0.0324675324675325,0.0181818181818182,0,0,0,0,0.0064935064935065,0,0,0,0,0.0025974025974026,0,0.012987012987013,0.0012987012987013,0,0,0.0025974025974026,0.0025974025974026,0,0.0012987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064935064935065,0,0,0,0,0,0,0,0,0,0,0,0
710,6964,0,0.0557377049180328,0.131147540983607,0.0163934426229508,0,0,0.00327868852459016,0.0459016393442623,0,0,0.222950819672131,0,0,0,0.0098360655737705,0,0.167213114754098,0.180327868852459,0.00327868852459016,0.00327868852459016,0,0.0131147540983607,0.0295081967213115,0.00327868852459016,0,0,0,0.00327868852459016,0,0,0,0.0459016393442623,0.0360655737704918,0,0,0.00327868852459016,0.00327868852459016,0,0,0,0,0,0,0,0.0098360655737705,0,0,0,0,0.00327868852459016,0,0.00327868852459016,0,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0
750,7267,0,0.0528169014084507,0.102112676056338,0.028169014084507,0.00352112676056338,0,0,0.102112676056338,0,0,0.147887323943662,0,0,0,0.0211267605633803,0.00352112676056338,0.119718309859155,0.23943661971831,0.00352112676056338,0,0,0.0316901408450704,0.0246478873239437,0,0,0.00352112676056338,0,0.0211267605633803,0,0.00352112676056338,0,0.0246478873239437,0.0352112676056338,0,0,0,0,0,0,0,0,0,0,0,0.0176056338028169,0,0,0.00352112676056338,0,0.00352112676056338,0,0,0,0,0,0,0,0,0,0,0,0.00352112676056338,0.00352112676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,7569,0,0.104536489151874,0.0986193293885602,0.0118343195266272,0.0019723865877712,0.0138067061143984,0.00394477317554241,0.0887573964497041,0,0,0.124260355029586,0,0,0,0.019723865877712,0,0.14792899408284,0.234714003944773,0,0.00394477317554241,0,0.0157790927021696,0.0335305719921105,0,0,0.00394477317554241,0,0.00591715976331361,0,0.019723865877712,0,0.0216962524654832,0.0315581854043393,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0.00394477317554241,0,0,0.0019723865877712,0,0,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0.0019723865877712,0,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0
830,7871,0,0.115848007414272,0.183503243744208,0.0111214087117702,0.00370713623725672,0.00834105653382762,0.0046339202965709,0.0778498609823911,0,0,0.134383688600556,0,0,0,0.0185356811862836,0.00092678405931418,0.107506950880445,0.180722891566265,0,0.00834105653382762,0,0.0240963855421687,0.0268767377201112,0.00185356811862836,0.00185356811862836,0.00185356811862836,0,0.0111214087117702,0.00648748841519926,0.0120481927710843,0,0.010194624652456,0.0268767377201112,0,0,0.00092678405931418,0.00092678405931418,0,0,0,0,0,0,0.00092678405931418,0.0120481927710843,0,0.00092678405931418,0,0,0,0,0.00092678405931418,0,0.00092678405931418,0,0,0,0,0,0,0,0,0,0.00185356811862836,0,0,0,0,0,0,0.00092678405931418,0.00092678405931418,0,0,0,0,0,0,0,0,0
870,8174,0,0.0739795918367347,0.0637755102040816,0.0153061224489796,0.00255102040816327,0.00255102040816327,0.00255102040816327,0.076530612244898,0,0,0.0994897959183673,0,0,0,0.0255102040816327,0.0408163265306122,0.352040816326531,0.107142857142857,0,0.00255102040816327,0,0.0102040816326531,0.0408163265306122,0,0,0,0,0.0178571428571429,0,0.0076530612244898,0,0.0102040816326531,0.0153061224489796,0,0,0,0.00510204081632653,0,0,0,0,0,0,0.0076530612244898,0.0102040816326531,0,0,0.00510204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255102040816327,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0
910,8476,0,0.096885813148789,0.0449826989619377,0.0242214532871972,0.013840830449827,0.00346020761245675,0.0069204152249135,0.0795847750865052,0,0,0.0865051903114187,0,0,0,0.0069204152249135,0.0207612456747405,0.346020761245675,0.134948096885813,0,0.0069204152249135,0,0.0380622837370242,0.027681660899654,0,0,0,0,0.0069204152249135,0.0069204152249135,0.00346020761245675,0,0.00346020761245675,0.013840830449827,0,0,0,0.0069204152249135,0,0,0,0,0,0.0069204152249135,0.0069204152249135,0.0069204152249135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,8745,0,0.104129263913824,0.059245960502693,0.0251346499102334,0.00718132854578097,0.00718132854578097,0.00897666068222621,0.0825852782764812,0,0,0.0897666068222621,0,0,0,0.00179533213644524,0.0430879712746858,0.346499102333932,0.123877917414722,0,0.00718132854578097,0,0.00538599640933573,0.0287253141831239,0,0,0,0,0.00897666068222621,0,0.00359066427289048,0,0.00359066427289048,0.0179533213644524,0,0,0,0.00718132854578097,0,0,0,0,0,0,0,0.0107719928186715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00359066427289048,0,0,0,0,0.00179533213644524,0.00179533213644524,0,0,0,0,0,0
990,8782,0,0.0728155339805825,0.058252427184466,0.0194174757281553,0,0,0.00970873786407767,0.184466019417476,0,0,0.106796116504854,0,0,0,0,0,0.320388349514563,0.0776699029126214,0,0.0194174757281553,0,0.0242718446601942,0.00485436893203883,0,0,0,0,0.00485436893203883,0.00485436893203883,0.00970873786407767,0,0,0.0631067961165049,0,0,0,0,0,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0
1030,8818,0,0,0.196157735085945,0.0212335692618807,0,0.00101112234580384,0.0182002022244692,0.0616784630940344,0,0,0.125379170879676,0,0,0,0.00910010111223458,0.0141557128412538,0.120323559150657,0.150657229524773,0,0.0151668351870576,0,0.111223458038423,0.0333670374115268,0,0.00101112234580384,0,0,0.0101112234580384,0.00606673407482305,0.019211324570273,0,0,0.038422649140546,0,0,0,0.00202224469160768,0,0,0,0,0,0,0.00101112234580384,0.00404448938321537,0.00101112234580384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101112234580384,0,0,0,0,0.0364004044489383,0,0,0,0,0.00202224469160768,0,0,0,0,0,0,0
1070,8854,0,0,0.115942028985507,0.0225442834138486,0.00161030595813205,0,0.00483091787439614,0.0853462157809984,0,0,0.138486312399356,0,0,0,0.0225442834138486,0.0193236714975845,0.178743961352657,0.136876006441224,0,0.00644122383252818,0,0.0885668276972625,0.07085346215781,0,0,0,0,0.0144927536231884,0.00322061191626409,0.0241545893719807,0,0,0.0402576489533011,0,0,0,0.00161030595813205,0,0,0,0,0,0,0.00161030595813205,0.00161030595813205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193236714975845,0,0,0,0,0.00161030595813205,0,0,0,0,0,0,0
1110,8890,0,0,0.14828897338403,0.0152091254752852,0.00380228136882129,0,0.0190114068441065,0.0532319391634981,0,0,0.129277566539924,0,0,0,0.0152091254752852,0.0418250950570342,0.258555133079848,0.0988593155893536,0,0.0152091254752852,0,0.102661596958175,0.0190114068441065,0,0,0,0,0.00760456273764259,0,0.0228136882129278,0,0,0.0228136882129278,0,0,0,0,0,0,0,0,0,0,0.00380228136882129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380228136882129,0,0,0,0,0.0190114068441065,0,0,0,0,0,0,0,0,0,0,0,0
1150,9082,0,0,0.0936374549819928,0.0204081632653061,0.00480192076830732,0,0.0108043217286915,0.0732292917166867,0,0,0.135654261704682,0,0,0,0.0180072028811525,0.0192076830732293,0.139255702280912,0.165666266506603,0,0.00600240096038415,0,0.0720288115246098,0.106842737094838,0,0,0,0,0.0156062424969988,0.00600240096038415,0.0156062424969988,0,0.00240096038415366,0.0372148859543818,0,0,0,0.00120048019207683,0,0,0,0,0,0,0,0.0228091236494598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276110444177671,0,0,0,0.00240096038415366,0.00360144057623049,0,0,0,0,0,0,0
1190,9273,0,0,0.126331811263318,0.0076103500761035,0.0045662100456621,0,0.0045662100456621,0.10806697108067,0,0,0.144596651445967,0,0,0,0.0182648401826484,0.0015220700152207,0.191780821917808,0.095890410958904,0,0.0045662100456621,0,0.0624048706240487,0.071537290715373,0,0,0,0,0.0441400304414003,0.0091324200913242,0.0365296803652968,0,0,0.0243531202435312,0,0,0,0.0060882800608828,0,0,0,0,0,0,0,0.0091324200913242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030441400304414,0,0,0,0,0.0136986301369863,0,0,0,0,0.0106544901065449,0,0.0015220700152207,0,0,0,0,0
1230,9465,0,0,0.1,0.0342105263157895,0.0131578947368421,0,0.00789473684210526,0.102631578947368,0,0,0.1,0,0,0,0.0421052631578947,0.00263157894736842,0.181578947368421,0.105263157894737,0,0.0105263157894737,0,0.0736842105263158,0.0763157894736842,0,0,0.00263157894736842,0,0.0473684210526316,0,0.0157894736842105,0,0.00263157894736842,0.0342105263157895,0,0,0,0.00263157894736842,0,0,0,0,0,0,0.00263157894736842,0.00789473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263157894736842,0,0.0289473684210526,0,0,0,0,0.00263157894736842,0,0,0,0,0,0,0
1270,9656,0,0,0.083623693379791,0.0400696864111498,0.00696864111498258,0,0.00522648083623693,0.0766550522648084,0,0,0.0801393728222996,0,0,0,0.0191637630662021,0.00174216027874564,0.334494773519164,0.144599303135889,0,0.0174216027874564,0,0.0400696864111498,0.048780487804878,0,0.00174216027874564,0,0,0.0331010452961672,0,0.0139372822299652,0,0.00174216027874564,0.0209059233449477,0,0,0,0.00174216027874564,0,0,0,0,0,0,0.00174216027874564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261324041811847,0,0,0,0,0,0,0,0,0,0,0,0
1308,9838,0,0,0.0721153846153846,0.0264423076923077,0,0,0.0120192307692308,0.0336538461538462,0,0,0.0985576923076923,0,0,0,0.0336538461538462,0.00240384615384615,0.399038461538462,0.0817307692307692,0,0.00721153846153846,0,0.03125,0.108173076923077,0,0,0,0,0.0216346153846154,0,0.00721153846153846,0,0.00240384615384615,0.0168269230769231,0,0,0,0.00240384615384615,0,0,0,0,0,0,0.00240384615384615,0.00240384615384615,0,0,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360576923076923,0,0,0,0,0,0,0,0,0,0,0,0
1347,10025,0,0,0.0417310664605873,0.0463678516228748,0.00154559505409583,0,0.00618238021638331,0.0340030911901082,0,0,0.035548686244204,0,0,0,0.0170015455950541,0.00309119010819165,0.482225656877898,0.0973724884080371,0,0.00618238021638331,0,0.0200927357032458,0.0973724884080371,0,0,0,0,0.0386398763523957,0.00154559505409583,0.0185471406491499,0,0.00154559505409583,0.00927357032457496,0,0,0,0.00927357032457496,0,0,0,0,0,0,0.00154559505409583,0.00618238021638331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154559505409583,0,0,0,0,0.0185471406491499,0,0,0,0,0.00463678516228748,0,0,0,0,0,0,0
1387,10216,0,0,0.0172413793103448,0.0383141762452107,0,0,0.0172413793103448,0.0498084291187739,0,0,0.0440613026819923,0,0,0,0.0114942528735632,0.00957854406130268,0.513409961685824,0.0727969348659004,0,0.00383141762452107,0,0.0114942528735632,0.0996168582375479,0,0,0,0,0.0191570881226054,0.00383141762452107,0.0344827586206897,0,0,0.00383141762452107,0,0,0,0.00766283524904215,0,0,0,0,0,0,0.00574712643678161,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268199233716475,0,0,0,0,0.00766283524904215,0,0,0,0,0,0,0
1427,10408,0,0,0.0088495575221239,0.192920353982301,0.0088495575221239,0,0.0106194690265487,0.031858407079646,0,0,0.0176991150442478,0,0,0,0.0300884955752212,0.00707964601769911,0.338053097345133,0.0619469026548673,0,0.00353982300884956,0,0.0088495575221239,0.106194690265487,0,0.00176991150442478,0,0,0.0300884955752212,0.00176991150442478,0.0442477876106195,0,0,0.0088495575221239,0,0,0,0.00530973451327434,0,0,0,0,0,0,0.0141592920353982,0.00353982300884956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513274336283186,0,0,0,0,0.0088495575221239,0,0,0.00353982300884956,0,0,0,0
