"sample.depths","sample.ages","Abies","Acer.negundo","Acer.pensylvanicum","Acer.rubrum","Acer.saccharum","Acer.spicatum","Alnus.incana.type","Arceuthobium","Betula","Carya","Celtis.Maclura.type","Cornus.undiff.","Cornus.canadensis.type","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica.F..americana.type","Fraxinus.undiff.","Ilex.type","Ilex.Nemopanthus.undiff.","Juglans.cinerea","Juglans.undiff.","Larix","Morus","Myrica.type","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera","Populus.tremuloides","Prunus","Quercus","Salix","Sarcobatus.vermiculatus","Taxus.canadensis","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Bidens.type","Brassicaceae","Caryophyllaceae","Chenopodiaceae.Amaranthaceae.undiff.","Cyperaceae","Humulus","Iva.annua.type","Mentha","Phlox","Plantago","Poaceae","Potentilla","Primula.farinosa.type","Thalictrum","Urtica","Xanthium"
158,4047,0.00389863547758285,0,0.00974658869395711,0.00194931773879142,0.00779727095516569,0,0.0175438596491228,0,0.387914230019493,0,0,0,0,0.00974658869395711,0.120857699805068,0,0.01364522417154,0.00194931773879142,0.00194931773879142,0.00389863547758285,0,0,0.00194931773879142,0,0.00194931773879142,0,0,0.00974658869395711,0.00389863547758285,0.0448343079922027,0.120857699805068,0.0974658869395711,0,0,0,0,0.0545808966861598,0,0.00194931773879142,0,0,0.0409356725146199,0.0214424951267057,0,0,0,0.00194931773879142,0,0,0,0.00194931773879142,0.00584795321637427,0,0,0,0,0,0.00779727095516569,0,0.00194931773879142,0,0,0
170,4537,0.00557620817843866,0,0.00557620817843866,0.00185873605947955,0.0241635687732342,0,0.0315985130111524,0,0.263940520446097,0.00185873605947955,0,0,0,0.0111524163568773,0.0855018587360595,0,0.00557620817843866,0.00371747211895911,0.00557620817843866,0,0,0,0,0,0.00185873605947955,0,0,0.0148698884758364,0.0111524163568773,0.087360594795539,0.130111524163569,0.104089219330855,0,0,0,0,0.107806691449814,0,0,0,0.00185873605947955,0.0297397769516729,0.00929368029739777,0.00185873605947955,0.00557620817843866,0.00929368029739777,0.00371747211895911,0.00371747211895911,0,0,0.00185873605947955,0.0204460966542751,0,0,0,0,0,0.00743494423791822,0,0.00185873605947955,0,0,0
174,4739,0.00792079207920792,0.00198019801980198,0.00792079207920792,0.00396039603960396,0.0158415841584158,0.00198019801980198,0.0118811881188119,0,0.269306930693069,0.00396039603960396,0,0,0,0.00594059405940594,0.0356435643564356,0,0.0118811881188119,0,0.00594059405940594,0.00396039603960396,0,0,0,0,0.00198019801980198,0,0,0.00792079207920792,0.00198019801980198,0.0752475247524752,0.106930693069307,0.17029702970297,0.00198019801980198,0,0.00198019801980198,0,0.136633663366337,0.00198019801980198,0,0,0.00396039603960396,0.0297029702970297,0.0099009900990099,0.00198019801980198,0.00594059405940594,0.00594059405940594,0,0.00198019801980198,0,0,0,0.0277227722772277,0,0.00198019801980198,0,0,0,0.0138613861386139,0,0,0,0,0.00198019801980198
182,5142,0.00189753320683112,0,0.00569259962049336,0.00189753320683112,0.0170777988614801,0,0.0189753320683112,0,0.246679316888046,0,0.00189753320683112,0,0,0.00569259962049336,0.108159392789374,0,0,0,0.0132827324478178,0.00189753320683112,0,0.00189753320683112,0,0,0,0,0,0.0132827324478178,0.0132827324478178,0.0777988614800759,0.166982922201139,0.125237191650854,0.00379506641366224,0,0,0.104364326375712,0,0,0,0,0,0.0303605313092979,0.00759013282732448,0.00189753320683112,0.00759013282732448,0.00759013282732448,0.00189753320683112,0,0,0,0,0.0132827324478178,0,0,0,0,0,0,0,0,0,0,0
186,5344,0.0078740157480315,0,0.00984251968503937,0.00196850393700787,0.0118110236220472,0,0.0137795275590551,0,0.127952755905512,0.00196850393700787,0,0,0,0,0.143700787401575,0,0.0177165354330709,0,0.00984251968503937,0.00196850393700787,0,0.00196850393700787,0,0,0.00393700787401575,0,0,0.0295275590551181,0.0118110236220472,0.0433070866141732,0.196850393700787,0.173228346456693,0.00196850393700787,0,0,0.00393700787401575,0.12007874015748,0.00196850393700787,0,0,0,0.0137795275590551,0.0118110236220472,0.0078740157480315,0.00196850393700787,0.0118110236220472,0,0,0,0,0.00196850393700787,0.0137795275590551,0,0,0,0,0,0,0,0,0,0,0
194,5747,0.00202020202020202,0.00202020202020202,0,0.00202020202020202,0.0121212121212121,0.00404040404040404,0.0141414141414141,0,0.0727272727272727,0.00202020202020202,0,0,0.00202020202020202,0.00404040404040404,0.0424242424242424,0,0.00606060606060606,0,0.00606060606060606,0.00202020202020202,0,0,0.00202020202020202,0,0.00404040404040404,0,0,0.0101010101010101,0.00808080808080808,0.0646464646464646,0.206060606060606,0.282828282828283,0.00202020202020202,0,0,0,0.119191919191919,0.00606060606060606,0,0,0,0.0626262626262626,0.0141414141414141,0.00606060606060606,0.00202020202020202,0,0.00404040404040404,0,0,0,0.00404040404040404,0.0262626262626263,0,0,0,0,0,0.00202020202020202,0,0,0,0,0
198,5949,0,0,0.00187265917602996,0,0.00749063670411985,0,0.00936329588014981,0,0.0805243445692884,0,0.00187265917602996,0,0,0.00374531835205993,0.0823970037453183,0,0.00374531835205993,0.00187265917602996,0.00187265917602996,0.00936329588014981,0,0,0,0.00374531835205993,0.00374531835205993,0,0.00374531835205993,0.0131086142322097,0.00749063670411985,0.119850187265918,0.0917602996254682,0.310861423220974,0.00561797752808989,0,0.00187265917602996,0,0.0917602996254682,0,0,0,0,0.0430711610486891,0.0205992509363296,0.00187265917602996,0.0168539325842697,0.00749063670411985,0,0,0,0,0.00561797752808989,0.0299625468164794,0,0,0,0,0,0.0168539325842697,0,0,0,0,0
202,6151,0.00590551181102362,0.00196850393700787,0,0.00196850393700787,0.00984251968503937,0,0.015748031496063,0,0.100393700787402,0,0,0,0,0.00196850393700787,0.0275590551181102,0,0.00393700787401575,0.00196850393700787,0.0078740157480315,0.00196850393700787,0,0,0,0.00196850393700787,0.00393700787401575,0,0,0.0216535433070866,0.00196850393700787,0.163385826771654,0.149606299212598,0.281496062992126,0,0,0,0,0.0846456692913386,0.00196850393700787,0,0,0.00393700787401575,0.00984251968503937,0.031496062992126,0,0.0137795275590551,0.00393700787401575,0.0137795275590551,0,0,0,0.00393700787401575,0.0137795275590551,0,0,0,0,0,0.0118110236220472,0,0.00196850393700787,0,0,0
206,6352,0,0,0.00179856115107914,0,0.00359712230215827,0,0.0107913669064748,0,0.0755395683453237,0.00539568345323741,0,0,0,0.00359712230215827,0.0863309352517986,0,0,0.00359712230215827,0.00899280575539568,0.00539568345323741,0,0,0,0,0.00179856115107914,0,0,0.0233812949640288,0.00359712230215827,0.0935251798561151,0.14568345323741,0.316546762589928,0,0,0,0,0.0899280575539568,0.00359712230215827,0,0,0,0.00899280575539568,0.0449640287769784,0,0,0.00359712230215827,0.00179856115107914,0.00359712230215827,0,0,0.00179856115107914,0.039568345323741,0,0.00359712230215827,0,0,0,0.00899280575539568,0,0,0,0,0
210,6727,0.00377358490566038,0,0,0.00188679245283019,0.00754716981132075,0,0.00377358490566038,0,0.060377358490566,0.00377358490566038,0,0,0,0.00188679245283019,0.0283018867924528,0,0,0.00188679245283019,0.00754716981132075,0.00188679245283019,0,0,0,0.00188679245283019,0,0,0,0.00943396226415094,0.00754716981132075,0.060377358490566,0.0849056603773585,0.518867924528302,0,0,0.00188679245283019,0,0.0849056603773585,0.00754716981132075,0,0,0,0.00188679245283019,0.0226415094339623,0.00188679245283019,0.00754716981132075,0.00377358490566038,0.00754716981132075,0,0,0,0,0.0452830188679245,0,0,0,0,0,0.00943396226415094,0,0,0,0,0
214,7126,0.00209205020920502,0,0,0.00209205020920502,0.0104602510460251,0,0,0,0.0690376569037657,0.00627615062761506,0,0,0.00627615062761506,0.00418410041841004,0.0502092050209205,0,0,0,0.00418410041841004,0.00836820083682008,0,0.00209205020920502,0,0.00418410041841004,0,0,0,0.0271966527196653,0.00418410041841004,0.0564853556485356,0.121338912133891,0.468619246861925,0,0,0,0,0.0543933054393305,0,0,0.00418410041841004,0,0,0.0104602510460251,0.00209205020920502,0.0104602510460251,0.00209205020920502,0.0104602510460251,0,0,0,0.00209205020920502,0.0418410041841004,0,0,0,0,0,0.0125523012552301,0,0.00209205020920502,0,0,0
218,7526,0.0018796992481203,0,0,0,0.0018796992481203,0,0.018796992481203,0,0.037593984962406,0,0,0,0,0.0131578947368421,0.0808270676691729,0,0,0,0.0037593984962406,0.0093984962406015,0,0,0,0,0.0018796992481203,0,0,0.0093984962406015,0.0093984962406015,0.0338345864661654,0.0338345864661654,0.578947368421053,0,0,0,0,0.056390977443609,0,0,0,0,0,0.0225563909774436,0,0.0075187969924812,0.0056390977443609,0.0131578947368421,0,0,0,0,0.0451127819548872,0,0,0,0,0,0.0150375939849624,0,0,0,0,0
222,NA,0,0,0,0,0.014,0,0.016,0,0.026,0,0,0,0.004,0,0.506,0,0,0.002,0.008,0.016,0,0,0,0.002,0.002,0,0,0.008,0.004,0.002,0.002,0.094,0,0,0,0,0.094,0.002,0,0,0,0.002,0.012,0,0,0.016,0.018,0,0,0,0.002,0.102,0,0,0,0,0.002,0.044,0,0,0,0,0
