"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Castanea","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Ilex.Nemopanthus","Juglans","Larix","Moraceae","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Ambrosia","Artemisia","Asteraceae.undiff.","Chenopodiaceae","Cyperaceae","Poaceae","Ranunculaceae","Rosaceae","Rumex"
50,382,0.015015015015015,0.021021021021021,0.018018018018018,0.24024024024024,0,0,0,0.021021021021021,0,0.003003003003003,0.003003003003003,0.003003003003003,0.003003003003003,0.003003003003003,0,0.006006006006006,0.015015015015015,0.006006006006006,0.144144144144144,0.234234234234234,0.003003003003003,0.012012012012012,0.03003003003003,0,0,0.189189189189189,0.006006006006006,0.012012012012012,0.012012012012012,0,0,0,0,0,0,0
65,506,0.00846262341325811,0.0225669957686883,0.00846262341325811,0.338504936530324,0.00282087447108604,0,0.00282087447108604,0,0,0,0.00282087447108604,0.00423131170662906,0,0,0,0,0.0183356840620592,0.0521861777150917,0.346967559943583,0,0,0,0.0394922425952045,0.00141043723554302,0,0.0930888575458392,0.0253878702397743,0.00987306064880113,0.00846262341325811,0.00564174894217207,0.00141043723554302,0,0.00705218617771509,0,0,0
80,631,0,0.011015911872705,0.00856793145654835,0.304773561811506,0.00122399020807834,0,0,0,0,0,0.00244798041615667,0,0,0,0,0.00734394124847001,0.00734394124847001,0.0244798041615667,0.225214198286414,0.252141982864137,0.00244798041615667,0,0.0379436964504284,0,0,0.0673194614443084,0.0171358629130967,0.00856793145654835,0.00979192166462668,0.00489596083231334,0.00244798041615667,0.00244798041615667,0.00244798041615667,0,0,0
115,921,0.00102564102564103,0.0184615384615385,0.0235897435897436,0.292307692307692,0,0,0.0041025641025641,0.00102564102564103,0,0,0.00512820512820513,0.00307692307692308,0.00205128205128205,0,0,0.00205128205128205,0.00307692307692308,0.0338461538461538,0.188717948717949,0.267692307692308,0.00205128205128205,0.00102564102564103,0.0328205128205128,0,0.00615384615384615,0.0615384615384615,0.0194871794871795,0.00923076923076923,0.00717948717948718,0.00205128205128205,0.00512820512820513,0.00102564102564103,0.0041025641025641,0,0.00205128205128205,0
185,1502,0.00589101620029455,0.0265095729013255,0.01620029455081,0.34020618556701,0,0,0.00294550810014728,0,0,0,0.00883652430044183,0.00147275405007364,0,0,0,0.00736377025036819,0.00883652430044183,0.00736377025036819,0.203240058910162,0.238586156111929,0.00147275405007364,0,0.0147275405007364,0.00147275405007364,0,0.0736377025036819,0.0191458026509573,0.00147275405007364,0.0117820324005891,0.00441826215022091,0.00147275405007364,0.00147275405007364,0.00147275405007364,0,0,0
215,1751,0.0048780487804878,0.0276422764227642,0.0130081300813008,0.315447154471545,0.0016260162601626,0,0.0016260162601626,0,0,0,0.0113821138211382,0.0032520325203252,0,0,0.0032520325203252,0,0.0032520325203252,0.0439024390243902,0.178861788617886,0.229268292682927,0,0,0.0439024390243902,0.0032520325203252,0.0032520325203252,0.065040650406504,0.024390243902439,0.0065040650406504,0.008130081300813,0.0032520325203252,0.0032520325203252,0,0.0016260162601626,0,0,0
240,1958,0.00244200244200244,0.010989010989011,0.0244200244200244,0.264957264957265,0.00366300366300366,0,0.00122100122100122,0,0,0,0.00122100122100122,0,0,0.00732600732600733,0,0.00854700854700855,0.00488400488400488,0.0244200244200244,0.285714285714286,0.195360195360195,0.00122100122100122,0,0.0341880341880342,0,0,0.0842490842490843,0.0170940170940171,0.00732600732600733,0.0122100122100122,0.00244200244200244,0.00366300366300366,0.00122100122100122,0.00122100122100122,0,0,0
260,2124,0.00234741784037559,0.0129107981220657,0.0152582159624413,0.183098591549296,0,0,0.00469483568075117,0,0,0,0.00117370892018779,0,0,0.00117370892018779,0,0.00352112676056338,0.00352112676056338,0.0246478873239437,0.21830985915493,0.444835680751174,0,0,0.039906103286385,0,0,0.0211267605633803,0.00586854460093897,0.00586854460093897,0.00704225352112676,0.00117370892018779,0.00117370892018779,0,0.00234741784037559,0,0,0
270,2207,0.00623052959501558,0.014018691588785,0.0280373831775701,0.205607476635514,0.00311526479750779,0,0.00155763239875389,0,0,0,0.00778816199376947,0,0,0,0,0.00778816199376947,0.00623052959501558,0.0280373831775701,0.233644859813084,0.364485981308411,0.00155763239875389,0,0.0451713395638629,0,0,0.00623052959501558,0.00778816199376947,0.00778816199376947,0.00934579439252336,0.00467289719626168,0.00311526479750779,0.00155763239875389,0.00467289719626168,0.00155763239875389,0,0
280,2290,0.00601684717208183,0.02647412755716,0.0276774969915764,0.137184115523466,0.00240673886883273,0,0.00481347773766546,0.00120336943441637,0,0,0.0036101083032491,0.00120336943441637,0.00120336943441637,0,0,0.0120336943441637,0.00240673886883273,0.0348977135980746,0.341756919374248,0.30806257521059,0,0,0.0373044524669073,0.00120336943441637,0.00240673886883273,0,0.0204572803850782,0.00601684717208183,0.01323706377858,0,0.00240673886883273,0.0036101083032491,0.00240673886883273,0,0,0
290,2373,0.0103448275862069,0.0206896551724138,0.0172413793103448,0.122413793103448,0,0,0.00344827586206897,0,0,0,0.0103448275862069,0,0.00344827586206897,0,0,0.00517241379310345,0.00689655172413793,0.0344827586206897,0.208620689655172,0.453448275862069,0,0,0.0517241379310345,0,0.00172413793103448,0.00862068965517241,0.0103448275862069,0.00517241379310345,0.0155172413793103,0.00172413793103448,0.00344827586206897,0.00344827586206897,0.00172413793103448,0,0,0
300,2456,0.00425531914893617,0.0156028368794326,0.049645390070922,0.0865248226950355,0.00141843971631206,0,0.00283687943262411,0,0,0,0.00567375886524823,0.00141843971631206,0.00141843971631206,0,0,0.00709219858156028,0.00283687943262411,0.11063829787234,0.205673758865248,0.373049645390071,0.00283687943262411,0,0.0652482269503546,0,0.00283687943262411,0.00425531914893617,0.0212765957446809,0.00851063829787234,0.0156028368794326,0.00283687943262411,0.00425531914893617,0.00283687943262411,0.00141843971631206,0,0,0
320,2622,0.00218102508178844,0.0207197382769902,0.0261723009814613,0.089422028353326,0,0,0.00327153762268266,0,0.00109051254089422,0,0.00327153762268266,0.00327153762268266,0,0.00218102508178844,0,0.0272628135223555,0.00109051254089422,0.0861504907306434,0.282442748091603,0.341330425299891,0,0,0.054525627044711,0,0,0.00872410032715376,0.0239912758996728,0.0054525627044711,0.00763358778625954,0.00327153762268266,0,0,0.00654307524536532,0,0,0
330,2705,0,0.012448132780083,0.0235131396957123,0.0608575380359613,0.00138312586445367,0,0,0,0,0,0.0110650069156293,0,0,0,0,0.00276625172890733,0,0.0235131396957123,0.27939142461964,0.398340248962656,0,0,0.0497925311203319,0,0.004149377593361,0.0926694329183956,0.012448132780083,0.00691562932226833,0.012448132780083,0.00276625172890733,0.00276625172890733,0,0.00276625172890733,0,0,0
340,2788,0,0.0110192837465565,0.0275482093663912,0.0964187327823691,0.00137741046831956,0,0.00275482093663912,0,0,0,0.00826446280991736,0,0,0,0.00137741046831956,0.00550964187327824,0,0.00964187327823691,0.21900826446281,0.484848484848485,0,0,0.0426997245179063,0.00137741046831956,0,0.0426997245179063,0.0206611570247934,0.0110192837465565,0.00550964187327824,0.00413223140495868,0,0,0.00413223140495868,0,0,0
350,2871,0,0.0124223602484472,0.015527950310559,0.0496894409937888,0,0,0,0,0,0,0.0170807453416149,0,0,0,0,0.0046583850931677,0,0.0263975155279503,0.299689440993789,0.296583850931677,0,0,0.046583850931677,0.0015527950310559,0.0015527950310559,0.184782608695652,0.015527950310559,0.0124223602484472,0.0062111801242236,0.0031055900621118,0,0.0015527950310559,0.0046583850931677,0,0,0
360,2954,0,0.015748031496063,0.0170603674540682,0.0721784776902887,0.00131233595800525,0,0.00131233595800525,0,0,0,0.0078740157480315,0,0.005249343832021,0.00393700787401575,0,0.0131233595800525,0,0.0538057742782152,0.263779527559055,0.383202099737533,0,0,0.05249343832021,0,0.0026246719160105,0.0433070866141732,0.0223097112860892,0.0144356955380577,0.0118110236220472,0.0026246719160105,0.005249343832021,0.00131233595800525,0.005249343832021,0,0,0
365,2995,0.00168634064080944,0.00843170320404722,0.0168634064080944,0.0826306913996627,0.00337268128161889,0,0.00505902192242833,0,0.00168634064080944,0,0.0118043844856661,0,0,0,0,0.0168634064080944,0.00168634064080944,0.0421585160202361,0.197301854974705,0.470489038785835,0,0,0.0505902192242833,0.00337268128161889,0,0.0252951096121417,0.0269814502529511,0,0.0118043844856661,0.00674536256323777,0.0101180438448567,0.00505902192242833,0,0,0,0
370,3037,0.0014265335235378,0.00855920114122682,0.021398002853067,0.0513552068473609,0,0,0.00285306704707561,0,0,0.0014265335235378,0.00998573466476462,0,0.0014265335235378,0,0,0.00998573466476462,0,0.0527817403708987,0.30527817403709,0.459343794579173,0,0,0.0328102710413695,0.00285306704707561,0,0.00713266761768902,0.00855920114122682,0.00855920114122682,0.00427960057061341,0.00713266761768902,0.0014265335235378,0,0.0014265335235378,0,0,0
375,3078,0,0.0157367668097282,0.0271816881258941,0.0515021459227468,0.00143061516452074,0,0.00572246065808298,0,0,0,0.011444921316166,0,0,0,0,0.00858369098712446,0,0.0858369098712446,0.294706723891273,0.373390557939914,0.00286123032904149,0,0.0600858369098712,0.00429184549356223,0.00143061516452074,0.00572246065808298,0.0171673819742489,0.0143061516452074,0.00858369098712446,0,0.00858369098712446,0.00143061516452074,0,0,0,0
380,3120,0.0031104199066874,0.0062208398133748,0.0108864696734059,0.0590979782270607,0.0031104199066874,0,0.0015552099533437,0,0,0,0.0108864696734059,0,0,0,0,0.0139968895800933,0,0.0513219284603421,0.346811819595645,0.404354587869362,0,0,0.0451010886469673,0.0015552099533437,0,0.0015552099533437,0.0124416796267496,0.0077760497667185,0.0139968895800933,0.0015552099533437,0.0015552099533437,0,0.0031104199066874,0,0,0
385,3161,0,0.0117416829745597,0.0313111545988258,0.0626223091976517,0,0,0.00782778864970646,0,0,0,0.0176125244618395,0,0.00391389432485323,0,0,0.0136986301369863,0,0.0919765166340509,0.209393346379648,0.448140900195695,0,0,0.050880626223092,0.00195694716242661,0,0.00391389432485323,0.0136986301369863,0.00978473581213307,0.00587084148727984,0,0.00782778864970646,0.00195694716242661,0.00587084148727984,0,0,0
390,3203,0,0.00711743772241993,0.0195729537366548,0.0373665480427046,0,0,0.00533807829181495,0,0,0,0.00533807829181495,0,0,0,0,0.0106761565836299,0,0.0249110320284698,0.241992882562278,0.604982206405694,0,0,0.0177935943060498,0,0,0,0.0142348754448399,0.00533807829181495,0.00355871886120996,0,0.00177935943060498,0,0,0,0,0
395,3244,0,0.00457317073170732,0.0640243902439024,0.0640243902439024,0,0,0.00152439024390244,0,0,0,0.0106707317073171,0,0,0,0,0.00914634146341463,0,0.0396341463414634,0.341463414634146,0.359756097560976,0.00304878048780488,0,0.0503048780487805,0.00152439024390244,0.00304878048780488,0.00152439024390244,0.0182926829268293,0.00304878048780488,0.0152439024390244,0.00304878048780488,0.00304878048780488,0,0.00304878048780488,0,0,0
400,3286,0,0.0117899249732047,0.0257234726688103,0.0632368703108253,0.00107181136120043,0,0,0,0,0,0.007502679528403,0,0,0.00107181136120043,0,0.0257234726688103,0.00107181136120043,0.0385852090032154,0.331189710610932,0.37406216505895,0,0,0.0471596998928189,0.00428724544480171,0.00107181136120043,0.00428724544480171,0.0267952840300107,0.0117899249732047,0.0107181136120043,0.00214362272240086,0.00535905680600214,0.00214362272240086,0.00214362272240086,0,0.00107181136120043,0
415,3413,0,0.0103626943005181,0.0276338514680484,0.113989637305699,0,0,0.00518134715025907,0,0,0,0.00345423143350604,0,0.00172711571675302,0,0,0.0103626943005181,0.00172711571675302,0.0569948186528497,0.215889464594128,0.430051813471503,0.00172711571675302,0,0.0569948186528497,0.00172711571675302,0,0,0.0224525043177893,0.0120898100172712,0.00518134715025907,0,0.0103626943005181,0.00518134715025907,0.00690846286701209,0,0,0
420,3457,0.00504413619167718,0.0252206809583859,0.0315258511979823,0.0907944514501892,0,0,0.0138713745271122,0,0.00252206809583859,0,0.00882723833543506,0,0,0,0,0.0176544766708701,0,0.0100882723833544,0.185372005044136,0.496847414880202,0.00126103404791929,0,0.0365699873896595,0.00126103404791929,0.00126103404791929,0,0.0340479192938209,0.0100882723833544,0.00882723833543506,0.00252206809583859,0.00882723833543506,0.00252206809583859,0.00504413619167718,0,0,0
425,3501,0.00295420974889217,0.0206794682422452,0.0295420974889217,0.0635155096011817,0,0,0.00147710487444609,0,0,0,0.00886262924667651,0,0.00147710487444609,0,0,0.0147710487444609,0,0.0192023633677991,0.227474150664697,0.508124076809453,0,0,0.051698670605613,0.00147710487444609,0.00295420974889217,0,0.0251107828655835,0.00738552437223043,0.00443131462333826,0.00590841949778434,0.00147710487444609,0.00147710487444609,0,0,0,0
480,3987,0.00235571260306243,0,0.0259128386336867,0.0812720848056537,0,0,0.00235571260306243,0,0,0,0.00353356890459364,0,0.00235571260306243,0.00235571260306243,0.00117785630153121,0.00588928150765607,0.0094228504122497,0.102473498233216,0.136631330977621,0.526501766784452,0,0,0.0176678445229682,0.00117785630153121,0,0,0.0306242638398115,0.0106007067137809,0.0117785630153121,0.00471142520612485,0.00824499411071849,0.00588928150765607,0.00588928150765607,0.00117785630153121,0,0
498,4147,0.00408580183861083,0.00510725229826353,0.0500510725229826,0.0602655771195097,0.00510725229826353,0,0,0,0,0,0.00817160367722165,0,0.00306435137895812,0.00204290091930541,0.00102145045965271,0.00817160367722165,0.0275791624106231,0.149131767109295,0.0388151174668029,0.533197139938713,0,0.00102145045965271,0.0367722165474974,0,0,0,0.024514811031665,0.00612870275791624,0.0112359550561798,0.00408580183861083,0.00715015321756895,0.00715015321756895,0.00612870275791624,0,0,0
520,4341,0.00240673886883273,0.00120336943441637,0.0697954271961492,0.085439229843562,0.00120336943441637,0,0.00120336943441637,0,0,0,0.0072202166064982,0,0.00120336943441637,0.00240673886883273,0,0.0072202166064982,0.0144404332129964,0.0782190132370638,0.0156438026474128,0.576413959085439,0.00120336943441637,0,0.0312876052948255,0.00240673886883273,0,0,0.0469314079422383,0.0192539109506619,0.0108303249097473,0.00842358604091456,0.00481347773766546,0.0072202166064982,0.0036101083032491,0,0,0
560,4815,0.00412087912087912,0,0,0.0576923076923077,0.00549450549450549,0.00137362637362637,0.00686813186813187,0.00137362637362637,0.00137362637362637,0.00137362637362637,0.0206043956043956,0,0.00686813186813187,0,0.00137362637362637,0.0151098901098901,0.306318681318681,0.00137362637362637,0.00824175824175824,0.0302197802197802,0,0,0.0714285714285714,0.032967032967033,0,0,0.010989010989011,0,0.125,0.032967032967033,0.00824175824175824,0.230769230769231,0.0137362637362637,0.00274725274725275,0.00137362637362637,0
600,6131,0,0.0133779264214047,0.0133779264214047,0.096989966555184,0,0,0,0.00334448160535117,0,0,0.0133779264214047,0.00334448160535117,0,0,0,0.0167224080267559,0.0735785953177258,0.0334448160535117,0.0334448160535117,0.307692307692308,0,0,0.0468227424749164,0.0468227424749164,0,0,0.020066889632107,0.0468227424749164,0.0702341137123746,0.0133779264214047,0.00334448160535117,0.103678929765886,0.0367892976588629,0.00334448160535117,0,0
