"sample.depths","sample.ages","Abies","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Fagus","Poaceae.undiff.","Larix","Ostrya.Carpinus","Picea","Pinus.undiff.","Plantago.major","Platanus","Quercus","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Zea.mays","Alnus","Ambrosia","Fraxinus","Populus","Brassicaceae","Iva.xanthifolia","Acer.saccharum","Pinus.strobus","Castanea","Cephalanthus","Juglans.cinerea","Fabaceae","Ilex.Nemopanthus","Apiaceae","Juglans.nigra","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Corylus","Thalictrum","Acer.rubrum","Rumex","Sambucus","Vitis","Acer.negundo","Rhus","Ericaceae","Cornus.canadensis","Sarcobatus.vermiculatus","Iva.annua","Lamiaceae","Dryas","Morus","Urtica","Shepherdia.canadensis"
100,1884,0.00666666666666667,0,0.115555555555556,0.00444444444444444,0,0,0,0.146666666666667,0.00222222222222222,0.00444444444444444,0.0111111111111111,0.0155555555555556,0.0133333333333333,0,0.00666666666666667,0.171111111111111,0,0.0177777777777778,0.0622222222222222,0.00444444444444444,0.06,0,0.0222222222222222,0,0.0311111111111111,0,0,0,0.0822222222222222,0.215555555555556,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2203,0.0023696682464455,0,0.154028436018957,0.0165876777251185,0,0,0.00710900473933649,0.113744075829384,0,0.00710900473933649,0.0308056872037915,0.00710900473933649,0.014218009478673,0,0.00710900473933649,0.218009478672986,0,0.009478672985782,0.0805687203791469,0.0023696682464455,0.0687203791469194,0,0.009478672985782,0.0023696682464455,0.0497630331753555,0,0,0,0.042654028436019,0.156398104265403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2522,0.00221729490022173,0.00221729490022173,0.152993348115299,0.0266075388026608,0,0.00221729490022173,0.00886917960088692,0.106430155210643,0.00221729490022173,0.00221729490022173,0.0399113082039911,0.00665188470066519,0.00443458980044346,0,0.00665188470066519,0.286031042128603,0,0.0155210643015521,0.073170731707317,0.00221729490022173,0.0598669623059867,0,0.00443458980044346,0.00443458980044346,0.0288248337028825,0,0,0.00221729490022173,0.0620842572062084,0.0864745011086474,0.00221729490022173,0,0.00443458980044346,0,0,0,0,0,0,0,0,0,0.00221729490022173,0,0,0.00221729490022173,0,0,0,0,0,0,0,0,0,0
130,2841,0,0,0.154411764705882,0.00980392156862745,0,0,0.00245098039215686,0.188725490196078,0,0,0.0367647058823529,0,0.00980392156862745,0,0.00245098039215686,0.240196078431373,0,0.0147058823529412,0.0612745098039216,0,0.090686274509804,0,0.00735294117647059,0.00490196078431373,0.0269607843137255,0,0,0,0.0686274509803922,0.071078431372549,0,0,0,0,0,0,0.00245098039215686,0,0,0,0,0.00245098039215686,0.00245098039215686,0,0,0,0.00245098039215686,0,0,0,0,0,0,0,0,0
140,3160,0,0.00245098039215686,0.142156862745098,0.0196078431372549,0,0,0.00490196078431373,0.166666666666667,0,0.00245098039215686,0.0392156862745098,0.00735294117647059,0.0196078431372549,0,0.00980392156862745,0.149509803921569,0,0.0220588235294118,0.0759803921568627,0,0.0955882352941176,0,0.0220588235294118,0,0.0367647058823529,0,0,0,0.0490196078431373,0.120098039215686,0,0,0,0,0,0,0,0,0,0.00490196078431373,0,0,0.00490196078431373,0,0,0,0,0.00245098039215686,0.00245098039215686,0,0,0,0,0,0,0
150,3479,0.00471698113207547,0.0070754716981132,0.172169811320755,0.00471698113207547,0.00235849056603774,0,0.00235849056603774,0.238207547169811,0.00235849056603774,0.00471698113207547,0.044811320754717,0,0.0165094339622642,0,0.00235849056603774,0.115566037735849,0.00235849056603774,0.0330188679245283,0.035377358490566,0,0.113207547169811,0,0.0165094339622642,0.00471698113207547,0.0259433962264151,0,0,0,0.0778301886792453,0.0683962264150943,0,0,0.00235849056603774,0,0,0,0,0,0,0,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,3798,0.0025,0.0025,0.2075,0.0075,0.0025,0,0.0025,0.215,0,0.0025,0.035,0.0025,0.0125,0,0.005,0.1375,0.0025,0.0175,0.0775,0,0.06,0,0.01,0,0.0325,0,0.0025,0,0.0575,0.0825,0,0,0.0025,0,0,0,0,0,0,0.0025,0,0.0025,0.0075,0,0.0025,0.0025,0,0,0,0.0025,0,0,0,0,0,0
170,4117,0,0.00242718446601942,0.152912621359223,0.0121359223300971,0.00242718446601942,0,0.00485436893203883,0.20631067961165,0,0.00485436893203883,0.0339805825242718,0.00728155339805825,0.0145631067961165,0,0.00485436893203883,0.128640776699029,0.00242718446601942,0.0218446601941748,0.0655339805825243,0,0.0631067961165049,0,0.0145631067961165,0.00242718446601942,0.0679611650485437,0,0,0.00242718446601942,0.087378640776699,0.0922330097087379,0,0,0,0,0,0,0,0,0,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0
180,4436,0.0021551724137931,0.00646551724137931,0.142241379310345,0.021551724137931,0,0.00431034482758621,0.0021551724137931,0.181034482758621,0.0021551724137931,0.0021551724137931,0.0237068965517241,0.00862068965517241,0.0150862068965517,0,0,0.165948275862069,0,0.0280172413793103,0.0603448275862069,0.0021551724137931,0.0926724137931035,0,0.0129310344827586,0.00646551724137931,0.0280172413793103,0.00431034482758621,0,0,0.0775862068965517,0.0991379310344828,0,0,0.00431034482758621,0,0,0,0.0021551724137931,0,0,0,0,0.0021551724137931,0.0021551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0
195,4914,0,0.00205761316872428,0.139917695473251,0.01440329218107,0,0.0102880658436214,0.00205761316872428,0.164609053497942,0,0.00205761316872428,0.0267489711934156,0.00205761316872428,0.0185185185185185,0,0.00205761316872428,0.199588477366255,0,0.0246913580246914,0.0473251028806584,0,0.0925925925925926,0,0.0123456790123457,0,0.0185185185185185,0,0,0,0.0967078189300412,0.11522633744856,0,0,0.00411522633744856,0,0,0,0,0,0,0,0,0.00205761316872428,0,0,0,0.00205761316872428,0,0,0,0,0,0,0,0,0,0
200,5074,0,0,0.161662817551963,0.0161662817551963,0.0046189376443418,0.0023094688221709,0,0.136258660508083,0,0,0.0554272517321016,0.0069284064665127,0.0184757505773672,0,0.0069284064665127,0.224018475750577,0,0.0277136258660508,0.046189376443418,0,0.0715935334872979,0,0.0092378752886836,0.0046189376443418,0.0346420323325635,0,0,0.0023094688221709,0.0623556581986143,0.0785219399538106,0,0.0046189376443418,0.0138568129330254,0,0,0,0,0,0,0,0.0046189376443418,0.0023094688221709,0,0,0.0046189376443418,0,0,0,0,0,0,0,0,0,0,0
210,5319,0,0.00201207243460765,0.108651911468813,0.0140845070422535,0.00201207243460765,0,0.00201207243460765,0.140845070422535,0,0.00603621730382294,0.0221327967806841,0.00603621730382294,0.00402414486921529,0,0.0120724346076459,0.100603621730382,0,0.03420523138833,0.243460764587525,0.00201207243460765,0.0845070422535211,0,0.00804828973843058,0.00201207243460765,0.0503018108651912,0,0,0,0.062374245472837,0.0804828973843058,0,0,0.00804828973843058,0,0.00201207243460765,0,0,0,0,0,0,0,0.00201207243460765,0,0,0,0,0,0,0,0,0,0,0,0,0
220,5565,0,0.00421052631578947,0.132631578947368,0.0252631578947368,0,0.00210526315789474,0.00210526315789474,0.136842105263158,0,0.00631578947368421,0.0147368421052632,0.00631578947368421,0.0126315789473684,0,0.0126315789473684,0.153684210526316,0,0.0231578947368421,0.178947368421053,0.00210526315789474,0.0547368421052632,0,0.00631578947368421,0.00421052631578947,0.0442105263157895,0,0,0,0.0821052631578947,0.0842105263157895,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,5811,0,0,0.0793319415448852,0.022964509394572,0.00208768267223382,0,0,0.164926931106472,0,0.0104384133611691,0.0250521920668058,0.00626304801670146,0.0125260960334029,0,0.00626304801670146,0.156576200417537,0,0.0208768267223382,0.167014613778706,0,0.0751565762004175,0,0.0104384133611691,0.00417536534446764,0.0605427974947808,0,0,0.00208768267223382,0.0751565762004175,0.068893528183716,0,0,0.0167014613778706,0,0,0,0.00208768267223382,0,0,0,0,0.00208768267223382,0.00417536534446764,0,0,0.00417536534446764,0,0,0,0,0,0,0,0,0,0
240,6056,0,0.00460829493087558,0.087557603686636,0.00460829493087558,0,0,0.00691244239631336,0.133640552995392,0,0.00230414746543779,0.0276497695852535,0.00691244239631336,0.0161290322580645,0,0.0230414746543779,0.147465437788018,0.00230414746543779,0.0391705069124424,0.17741935483871,0,0.0921658986175115,0,0.00460829493087558,0,0.0345622119815668,0,0,0,0.0737327188940092,0.1036866359447,0,0,0.00230414746543779,0,0,0,0,0,0,0.00230414746543779,0,0.00230414746543779,0,0,0,0.00460829493087558,0,0,0,0,0,0,0,0,0,0
250,6302,0,0,0.0833333333333333,0.00476190476190476,0,0,0,0.147619047619048,0,0.00476190476190476,0.0285714285714286,0.00238095238095238,0.00714285714285714,0,0.0166666666666667,0.119047619047619,0.00238095238095238,0.0166666666666667,0.228571428571429,0,0.0761904761904762,0,0.0142857142857143,0,0.0285714285714286,0,0,0,0.0880952380952381,0.126190476190476,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238095238095238,0,0,0,0,0
260,6547,0.0022883295194508,0,0.0869565217391304,0.0045766590389016,0,0,0,0.121281464530892,0,0.0045766590389016,0.034324942791762,0.0068649885583524,0.0274599542334096,0,0.022883295194508,0.1441647597254,0,0.0274599542334096,0.14187643020595,0.0022883295194508,0.0778032036613272,0,0.011441647597254,0,0.045766590389016,0,0,0,0.100686498855835,0.128146453089245,0.0022883295194508,0,0,0,0,0,0,0,0,0.0022883295194508,0,0,0.0022883295194508,0,0,0,0,0,0,0,0,0.0022883295194508,0,0,0,0
270,6793,0,0,0.0772727272727273,0.00681818181818182,0.00227272727272727,0.00454545454545455,0.0113636363636364,0.165909090909091,0,0,0.0340909090909091,0.00681818181818182,0.0340909090909091,0,0.025,0.159090909090909,0.00454545454545455,0.0204545454545455,0.134090909090909,0,0.0522727272727273,0,0,0,0.0181818181818182,0,0,0,0.05,0.181818181818182,0,0,0.00227272727272727,0,0,0,0,0,0,0.00681818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.00227272727272727,0,0,0
280,7038,0,0,0.080188679245283,0.0070754716981132,0,0.00235849056603774,0.00471698113207547,0.127358490566038,0.00471698113207547,0,0.0188679245283019,0.00471698113207547,0.0306603773584906,0,0.00471698113207547,0.160377358490566,0,0.035377358490566,0.0778301886792453,0,0.0778301886792453,0,0.00471698113207547,0,0.0259433962264151,0.00235849056603774,0,0,0.0754716981132075,0.245283018867925,0,0,0.00471698113207547,0,0,0,0,0,0,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0.00235849056603774,0,0,0,0,0
290,7284,0,0.0046189376443418,0.124711316397229,0.0046189376443418,0.0046189376443418,0.0023094688221709,0.0023094688221709,0.0900692840646651,0,0.0023094688221709,0.0531177829099307,0.0069284064665127,0.0346420323325635,0,0.0138568129330254,0.15473441108545,0.0046189376443418,0.0115473441108545,0.138568129330254,0,0.0739030023094688,0,0.0023094688221709,0,0.0369515011547344,0,0,0,0.0785219399538106,0.140877598152425,0,0,0.0046189376443418,0,0,0,0.0023094688221709,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0,0.0023094688221709,0,0,0.0023094688221709,0,0,0
300,7529,0.00561797752808989,0.00187265917602996,0.0880149812734082,0.00374531835205993,0,0,0.00187265917602996,0.0243445692883895,0,0.00374531835205993,0.0393258426966292,0.00936329588014981,0.0243445692883895,0,0.00749063670411985,0.174157303370787,0,0.00561797752808989,0.0337078651685393,0,0.0355805243445693,0,0.00187265917602996,0.00561797752808989,0.0299625468164794,0,0,0.00187265917602996,0.0468164794007491,0.453183520599251,0,0,0,0,0,0,0,0,0,0.00187265917602996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,7775,0.00416666666666667,0,0.14375,0,0,0.00208333333333333,0.00625,0.01875,0,0.00416666666666667,0.0583333333333333,0.00208333333333333,0.0458333333333333,0,0.00416666666666667,0.154166666666667,0,0.0104166666666667,0.0145833333333333,0,0.0416666666666667,0,0.0166666666666667,0,0.0166666666666667,0,0,0,0.0229166666666667,0.422916666666667,0.00208333333333333,0,0.00208333333333333,0,0,0,0,0,0,0.00416666666666667,0,0,0,0,0,0,0,0,0,0,0.00208333333333333,0,0,0,0,0
320,8021,0.00478468899521531,0.00239234449760766,0.143540669856459,0.00956937799043062,0.00239234449760766,0,0.0119617224880383,0.0191387559808612,0.00478468899521531,0.00717703349282297,0.0430622009569378,0.0119617224880383,0.0478468899521531,0,0.00239234449760766,0.162679425837321,0,0.00478468899521531,0.0215311004784689,0,0.0478468899521531,0,0.00239234449760766,0.00239234449760766,0.0358851674641148,0,0,0,0.0574162679425837,0.349282296650718,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0
330,8266,0.00217864923747277,0.00217864923747277,0.172113289760349,0.00435729847494553,0,0.00871459694989107,0.00871459694989107,0.0152505446623094,0.00217864923747277,0.00871459694989107,0.0457516339869281,0.0065359477124183,0.106753812636166,0,0.0065359477124183,0.163398692810458,0,0,0.0108932461873638,0.00217864923747277,0.0348583877995643,0,0.00435729847494553,0.00435729847494553,0.037037037037037,0.00435729847494553,0,0,0.00435729847494553,0.342047930283224,0,0,0,0,0,0,0,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,8512,0.00192307692307692,0.00192307692307692,0.130769230769231,0.00192307692307692,0.00384615384615385,0.00192307692307692,0.00576923076923077,0.00961538461538462,0,0.00192307692307692,0.0288461538461538,0.00192307692307692,0.107692307692308,0,0.00961538461538462,0.2,0.00192307692307692,0.00192307692307692,0.00769230769230769,0.00192307692307692,0.0288461538461538,0,0.00961538461538462,0.00384615384615385,0.0346153846153846,0.00384615384615385,0,0,0.00961538461538462,0.382692307692308,0,0,0,0,0,0,0,0,0,0.00384615384615385,0,0,0.00192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0
350,8757,0.0055350553505535,0.007380073800738,0.0940959409594096,0.0018450184501845,0.0055350553505535,0.0092250922509225,0.018450184501845,0.003690036900369,0,0.011070110701107,0.0276752767527675,0.0018450184501845,0.309963099630996,0,0.011070110701107,0.154981549815498,0.003690036900369,0,0.011070110701107,0,0.0313653136531365,0,0.007380073800738,0.003690036900369,0.025830258302583,0.0129151291512915,0,0,0.0055350553505535,0.228782287822878,0,0,0.0018450184501845,0,0,0,0,0,0,0.003690036900369,0,0,0,0,0,0,0.0018450184501845,0,0,0,0,0,0,0,0,0
360,9003,0.00196463654223969,0.00392927308447937,0.102161100196464,0.00785854616895874,0,0.00196463654223969,0.00392927308447937,0.00589390962671906,0.00589390962671906,0.00982318271119843,0.0196463654223969,0.00392927308447937,0.194499017681729,0,0.00589390962671906,0.168958742632613,0,0.00196463654223969,0.00785854616895874,0.00196463654223969,0.031434184675835,0,0.00785854616895874,0.00196463654223969,0.0176817288801572,0.00392927308447937,0,0,0.00589390962671906,0.37721021611002,0,0,0,0,0,0,0,0,0,0.00392927308447937,0,0.00196463654223969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,9248,0.0043010752688172,0,0.0731182795698925,0.0021505376344086,0.0043010752688172,0.0129032258064516,0.0043010752688172,0.0043010752688172,0.0021505376344086,0.0064516129032258,0.010752688172043,0.010752688172043,0.520430107526882,0,0.0043010752688172,0.0817204301075269,0.0021505376344086,0.0021505376344086,0.010752688172043,0.0021505376344086,0.0236559139784946,0,0.010752688172043,0.0021505376344086,0.0193548387096774,0.00860215053763441,0,0,0.0064516129032258,0.165591397849462,0,0,0,0,0,0,0,0,0,0.0021505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021505376344086,0
380,9494,0.0126050420168067,0.00420168067226891,0.0777310924369748,0,0,0.00420168067226891,0.00630252100840336,0.00630252100840336,0.00420168067226891,0.00840336134453781,0.0168067226890756,0.00840336134453781,0.478991596638655,0,0.00210084033613445,0.092436974789916,0,0,0.0126050420168067,0.00210084033613445,0.0252100840336134,0,0.00630252100840336,0.00630252100840336,0.0126050420168067,0,0,0,0.00210084033613445,0.207983193277311,0,0,0,0,0,0,0,0,0,0.00210084033613445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,9740,0.00627615062761506,0.00209205020920502,0.0753138075313808,0.00418410041841004,0,0.00418410041841004,0.00836820083682008,0,0.00836820083682008,0.00836820083682008,0.0334728033472803,0.00836820083682008,0.577405857740586,0,0.00418410041841004,0.0774058577405858,0.00418410041841004,0,0.0209205020920502,0,0.0313807531380753,0,0.0146443514644351,0,0.0125523012552301,0.00209205020920502,0,0,0.00627615062761506,0.0899581589958159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,9985,0.0120481927710843,0.00803212851405622,0.0582329317269076,0,0,0.00200803212851406,0.00401606425702811,0,0.00803212851405622,0.0160642570281124,0.0281124497991968,0.0140562248995984,0.590361445783133,0,0.00401606425702811,0.0622489959839357,0.00401606425702811,0,0.0200803212851406,0,0.0301204819277108,0,0.00602409638554217,0.00200803212851406,0.0160642570281124,0.00803212851405622,0,0,0.00401606425702811,0.0963855421686747,0,0,0,0,0,0,0,0,0,0.00602409638554217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,10231,0.011037527593819,0,0.097130242825607,0,0,0.00883002207505519,0.011037527593819,0.00441501103752759,0.011037527593819,0.00662251655629139,0.0242825607064018,0.0132450331125828,0.496688741721854,0,0.00883002207505519,0.0706401766004415,0.00441501103752759,0.0022075055187638,0.00883002207505519,0,0.0242825607064018,0,0.0132450331125828,0.0022075055187638,0.0154525386313466,0.011037527593819,0,0,0.00441501103752759,0.141280353200883,0,0,0,0,0,0,0,0,0,0.00883002207505519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,10476,0.00466200466200466,0.00466200466200466,0.0815850815850816,0.00466200466200466,0,0.006993006993007,0.0186480186480186,0.00932400932400932,0.006993006993007,0.006993006993007,0.034965034965035,0.00932400932400932,0.435897435897436,0,0.0116550116550117,0.0885780885780886,0.00466200466200466,0,0.013986013986014,0,0.041958041958042,0,0.0116550116550117,0,0.00932400932400932,0.00466200466200466,0,0,0.00233100233100233,0.177156177156177,0,0,0,0,0,0,0,0,0,0,0.00233100233100233,0.00233100233100233,0,0,0.00466200466200466,0,0,0,0,0,0,0,0,0,0,0
430,10722,0.00898876404494382,0.00449438202247191,0.0943820224719101,0.00224719101123596,0,0.00224719101123596,0.00224719101123596,0.00674157303370787,0.00449438202247191,0.0134831460674157,0.0202247191011236,0.00898876404494382,0.579775280898876,0,0.00224719101123596,0.0921348314606742,0,0,0.0179775280898876,0.00449438202247191,0.0292134831460674,0,0.00449438202247191,0,0.00674157303370787,0.00674157303370787,0,0,0.00674157303370787,0.0786516853932584,0,0,0,0,0,0,0,0,0,0.00224719101123596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,10967,0.0203619909502262,0.00226244343891403,0.110859728506787,0,0.00226244343891403,0.00452488687782805,0.00678733031674208,0.00678733031674208,0.00678733031674208,0.0158371040723982,0.0203619909502262,0.0180995475113122,0.502262443438914,0,0.00452488687782805,0.0769230769230769,0.00452488687782805,0,0.0180995475113122,0,0.0452488687782805,0,0,0.00678733031674208,0.0135746606334842,0.00678733031674208,0,0,0.00226244343891403,0.0972850678733032,0,0,0.00226244343891403,0,0,0,0,0,0,0.00452488687782805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,NA,0.0373626373626374,0.0043956043956044,0.140659340659341,0.0043956043956044,0,0.0131868131868132,0.0131868131868132,0,0.010989010989011,0.0131868131868132,0.0395604395604396,0.0417582417582418,0.435164835164835,0,0.0043956043956044,0.101098901098901,0.00879120879120879,0.0021978021978022,0.010989010989011,0,0.0175824175824176,0,0,0.0021978021978022,0.010989010989011,0.0131868131868132,0,0,0.0043956043956044,0.0527472527472527,0,0,0.0021978021978022,0,0.0021978021978022,0,0,0,0,0.0131868131868132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,NA,0.0149253731343284,0.0170575692963753,0.0767590618336887,0.00852878464818763,0.00213219616204691,0.0362473347547974,0.0341151385927505,0,0.0255863539445629,0.0298507462686567,0.0426439232409382,0.100213219616205,0.26226012793177,0,0.00213219616204691,0.153518123667377,0.00852878464818763,0,0.00852878464818763,0.00639658848614072,0.0298507462686567,0,0.00213219616204691,0.00213219616204691,0.0383795309168444,0.0383795309168444,0,0,0.00213219616204691,0.0405117270788913,0,0,0.00213219616204691,0,0,0,0,0,0,0.0127931769722814,0,0,0,0,0.00213219616204691,0,0,0,0,0,0,0,0,0,0,0
