"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Corylus","Fraxinus","Juglans","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Salix","Tilia","Tsuga","Ulmus","Ambrosia","Artemisia","Asteraceae.undiff.","Chenopodiaceae","Cyperaceae","Poaceae"
100,1581,0,0.00928792569659443,0.0495356037151703,0.18266253869969,0,0.00619195046439629,0.00309597523219814,0,0,0.0464396284829721,0,0.0464396284829721,0.229102167182663,0.30030959752322,0.0557275541795666,0,0.00309597523219814,0,0.0309597523219814,0.021671826625387,0.00309597523219814,0.00309597523219814,0.00309597523219814,0.00309597523219814,0.00309597523219814
110,1742,0.00453514739229025,0.0226757369614512,0.0294784580498866,0.108843537414966,0,0.00453514739229025,0.00226757369614512,0.00226757369614512,0.00680272108843537,0.0453514739229025,0,0.0113378684807256,0.238095238095238,0.349206349206349,0.0702947845804989,0.00226757369614512,0.00226757369614512,0,0.054421768707483,0.018140589569161,0.0113378684807256,0,0.0136054421768707,0,0.00226757369614512
120,1904,0.0138121546961326,0.00276243093922652,0.0359116022099447,0.104972375690608,0.00276243093922652,0,0,0.00276243093922652,0,0.0331491712707182,0,0.0441988950276243,0.220994475138122,0.375690607734807,0.0662983425414365,0.00276243093922652,0.00276243093922652,0,0.0469613259668508,0.0248618784530387,0.00828729281767956,0,0.00276243093922652,0.00552486187845304,0.00276243093922652
130,2065,0.00529100529100529,0.00793650793650794,0.0634920634920635,0.156084656084656,0.00529100529100529,0.00793650793650794,0.00529100529100529,0,0,0.0264550264550265,0,0.0291005291005291,0.227513227513228,0.325396825396825,0.0502645502645503,0,0,0,0.044973544973545,0.0211640211640212,0.00793650793650794,0,0.0105820105820106,0.00529100529100529,0
140,2226,0.0056980056980057,0.0056980056980057,0.0484330484330484,0.15954415954416,0.0056980056980057,0.0056980056980057,0.00284900284900285,0,0.00284900284900285,0.0170940170940171,0.00284900284900285,0.0911680911680912,0.136752136752137,0.413105413105413,0.0256410256410256,0,0,0,0.0313390313390313,0.0227920227920228,0.0056980056980057,0,0.0113960113960114,0.00284900284900285,0.00284900284900285
150,2388,0.00952380952380952,0.00317460317460317,0.0634920634920635,0.177777777777778,0.00634920634920635,0.00634920634920635,0.0158730158730159,0,0.00634920634920635,0.0126984126984127,0.00317460317460317,0.146031746031746,0.0158730158730159,0.387301587301587,0.0412698412698413,0.0126984126984127,0,0,0.0285714285714286,0.0285714285714286,0.00952380952380952,0,0.0222222222222222,0,0.00317460317460317
160,2549,0.0157068062827225,0,0.0523560209424084,0.191099476439791,0,0.0130890052356021,0.0104712041884817,0,0.00523560209424084,0.0183246073298429,0.0287958115183246,0.0523560209424084,0.0104712041884817,0.473821989528796,0.0261780104712042,0.00261780104712042,0.00261780104712042,0,0.0340314136125654,0.0183246073298429,0.0261780104712042,0,0.0104712041884817,0.00523560209424084,0.00261780104712042
170,2711,0.00783289817232376,0,0.0391644908616188,0.127937336814621,0.00261096605744125,0.00261096605744125,0.00783289817232376,0,0,0.0156657963446475,0.0417754569190601,0.0261096605744125,0.00783289817232376,0.62402088772846,0.0339425587467363,0,0,0,0.0443864229765013,0.00261096605744125,0.010443864229765,0,0.00522193211488251,0,0
180,2872,0.014367816091954,0.00574712643678161,0.00574712643678161,0.028735632183908,0.00574712643678161,0.00574712643678161,0,0.00862068965517241,0.0028735632183908,0.0114942528735632,0.0948275862068965,0.0201149425287356,0.0114942528735632,0.663793103448276,0.0517241379310345,0,0.0028735632183908,0,0.0459770114942529,0.0028735632183908,0.014367816091954,0,0.0028735632183908,0,0
190,3033,0,0,0.00271739130434783,0.0326086956521739,0.00815217391304348,0.00543478260869565,0.0135869565217391,0.00543478260869565,0.0108695652173913,0.00543478260869565,0.35054347826087,0.0108695652173913,0.00815217391304348,0.394021739130435,0.046195652173913,0,0,0,0.078804347826087,0.00543478260869565,0.0135869565217391,0,0.00543478260869565,0.00271739130434783,0
195,3151,0,0.00606060606060606,0.00303030303030303,0.0515151515151515,0.00909090909090909,0.00606060606060606,0.00909090909090909,0.00909090909090909,0.00606060606060606,0.0151515151515152,0.118181818181818,0.0333333333333333,0.0151515151515152,0.636363636363636,0.0484848484848485,0,0,0,0.0181818181818182,0.00303030303030303,0.00606060606060606,0.00303030303030303,0.00303030303030303,0,0
200,3268,0,0.00317460317460317,0,0.0476190476190476,0.00317460317460317,0.00634920634920635,0.00317460317460317,0.00317460317460317,0.0158730158730159,0.00952380952380952,0.203174603174603,0.019047619047619,0.0158730158730159,0.587301587301587,0.0349206349206349,0,0,0,0.0222222222222222,0.00952380952380952,0.0126984126984127,0,0.00317460317460317,0,0
205,3385,0.00949367088607595,0,0.00316455696202532,0.0284810126582278,0.00949367088607595,0.00632911392405063,0.00316455696202532,0,0.0189873417721519,0.0158227848101266,0.430379746835443,0.0284810126582278,0.0189873417721519,0.338607594936709,0.0284810126582278,0.00316455696202532,0,0,0.0189873417721519,0.0126582278481013,0.00949367088607595,0,0,0,0.0158227848101266
210,3502,0.00263157894736842,0,0.00789473684210526,0.0447368421052632,0.00263157894736842,0.00789473684210526,0.0184210526315789,0.00263157894736842,0.0236842105263158,0,0.3,0.0289473684210526,0.00526315789473684,0.378947368421053,0.0552631578947368,0,0,0,0.0894736842105263,0.00789473684210526,0.0184210526315789,0,0.00526315789473684,0,0
215,3619,0,0.00537634408602151,0,0.0537634408602151,0,0.00268817204301075,0.00537634408602151,0,0.0134408602150538,0.00537634408602151,0.201612903225806,0.0672043010752688,0.00268817204301075,0.551075268817204,0.0376344086021505,0,0,0,0.0403225806451613,0.00268817204301075,0.00537634408602151,0.00268817204301075,0,0.00268817204301075,0
225,3854,0,0.00242718446601942,0.00242718446601942,0.0461165048543689,0.00242718446601942,0.00970873786407767,0.0121359223300971,0.0121359223300971,0.00728155339805825,0.0145631067961165,0.364077669902913,0.075242718446602,0.00970873786407767,0.254854368932039,0.0728155339805825,0,0,0,0.0970873786407767,0,0.0121359223300971,0,0,0.00242718446601942,0.00242718446601942
235,4088,0.0026246719160105,0.0026246719160105,0.0026246719160105,0.062992125984252,0,0.005249343832021,0.010498687664042,0.0131233595800525,0.020997375328084,0.0078740157480315,0.417322834645669,0.0551181102362205,0.0026246719160105,0.254593175853018,0.062992125984252,0.0183727034120735,0,0,0.0288713910761155,0,0.0183727034120735,0.005249343832021,0.0026246719160105,0.0026246719160105,0.0026246719160105
245,4322,0.0119760479041916,0.00598802395209581,0.0029940119760479,0.0389221556886228,0,0.0149700598802395,0.0209580838323353,0.0029940119760479,0.029940119760479,0.0329341317365269,0.473053892215569,0.0449101796407186,0.0029940119760479,0.104790419161677,0.062874251497006,0.00898203592814371,0,0,0.062874251497006,0.00898203592814371,0.029940119760479,0,0.0029940119760479,0.00598802395209581,0.029940119760479
