"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.undiff.","Achillea.type","Adiantum","Alnus.incana","Alnus.viridis","Amaranthaceae.undiff.","Ambrosia.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Betula","Botrychium.virginianum","Brasenia.schreberi","Brassicaceae","Butomus.umbellatus","Callitriche","Caltha","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cyperaceae","Diphasiastrum.complanatum","Drosera","Ephedra","Equisetum","Ericales","Eriocaulon","Fabaceae","Fagus","Filicopsida.undiff.","Fraxinus.nigra.type","Fraxinus.undiff.","Huperzia.lucidula","Huperzia.selago","Ilex.Nemopanthus","Indeterminable","Juglans.cinerea","Juglans.nigra","Juniperus.Thuja","Lamiaceae","Larix","Liquidambar","Lycopodiaceae.undiff.","Lycopodiella.inundata","Lycopodium.annotinum","Lycopodium.clavatum","Menyanthes.trifoliata","Myrica","Myriophyllum","Nuphar","Nymphaea","Ophioglossum","Osmunda.cinnamomea","Osmunda.regalis","Ostrya.Carpinus","Picea","Pinus.strobus","Pinus.undiff.","Plantago","Platanus","Poaceae","Polypodium","Populus","Potamogetonaceae","Pteridium","Quercus","Ranunculaceae.undiff.","Rosaceae","Rubiaceae.undiff.","Rumex","Sagittaria","Salix","Sarcobatus.vermiculatus","Shepherdia.canadensis","Sparganium.type","Sphagnum","Taxus","Thalictrum","Tilia","Tsuga","Typha.latifolia","Ulmus","Unknown"
860,1485,4,61,3,0,0,8,0,1,0,0,4,0,0,355,0,1,0,0,0,0,7,0,0,0,0,0,1,4,0,0,0,0,1,2,0,134,3,13,9,3,0,0,0,3,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13,7,87,92,0,7,5,0,2,0,3,61,0,0,0,0,0,1,1,0,0,3,4,1,7,219,0,38,0
868,1629,0,59,7,0,0,17,0,3,3,0,2,4,0,282,0,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,2,2,0,102,5,12,15,0,0,0,4,2,0,4,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,20,6,128,143,0,6,4,1,2,0,0,52,0,2,0,0,0,2,0,0,1,3,0,0,3,178,0,41,0
876,1774,6,50,15,0,0,17,0,1,2,0,1,1,0,204,0,0,0,0,1,0,3,0,0,0,0,0,0,10,0,0,0,0,0,1,0,167,8,5,0,1,0,0,0,1,0,1,0,5,0,1,0,0,3,0,0,0,0,0,0,0,0,23,5,132,149,0,5,6,1,2,0,6,46,0,0,0,0,0,2,0,0,1,3,1,0,3,249,0,42,0
884,1921,1,49,3,0,0,11,0,0,2,0,4,2,0,191,0,0,0,0,0,0,3,0,0,0,0,0,1,10,0,0,0,0,1,1,0,112,6,5,4,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,14,6,119,114,0,6,5,0,3,0,2,44,0,0,0,0,0,0,1,1,0,1,2,0,3,184,0,21,0
892,2069,6,55,4,0,0,14,0,0,1,1,2,2,0,208,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,114,5,7,5,2,0,0,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,24,3,59,178,0,6,4,1,0,0,0,61,0,0,0,0,0,0,0,0,0,1,3,0,4,134,0,34,0
900,2218,6,54,2,0,0,14,1,0,1,0,1,2,0,248,0,0,0,0,0,0,4,0,0,0,0,0,1,12,0,0,0,0,0,0,0,146,8,7,8,0,0,1,1,0,0,11,0,6,0,1,1,1,1,0,1,0,0,0,0,0,0,10,5,86,100,0,3,4,0,5,0,0,43,0,0,0,0,0,1,0,0,0,0,1,0,3,178,1,38,1
908,2369,5,32,25,0,0,5,2,0,1,0,1,1,0,229,0,0,1,0,0,0,4,0,1,0,0,0,2,8,0,0,0,0,0,0,0,133,8,8,14,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,0,1,0,0,0,0,18,11,96,122,0,2,5,1,0,0,1,41,0,1,0,0,0,1,0,0,1,1,0,0,8,292,0,47,1
916,2520,1,42,3,0,0,15,1,1,0,0,3,3,0,288,0,0,0,0,0,0,3,0,1,0,0,0,1,9,0,0,0,0,2,0,0,99,11,22,11,1,0,0,1,0,0,2,0,4,0,0,0,1,1,0,1,0,0,1,0,1,1,13,5,87,188,0,6,3,0,0,0,0,85,0,1,0,0,0,0,0,0,2,3,6,0,2,177,0,37,1
924,2673,0,71,3,0,0,16,0,1,2,0,1,2,0,299,0,0,0,0,0,0,9,0,1,0,0,0,0,6,0,0,1,1,2,0,0,152,10,19,8,1,0,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,16,5,51,237,0,5,1,0,2,0,2,89,0,0,0,0,0,0,0,0,1,0,2,1,2,152,0,51,1
932,2828,4,43,1,0,0,8,0,0,3,0,2,0,0,225,0,0,0,0,0,0,5,0,0,0,0,0,2,11,0,0,0,0,1,0,0,137,14,3,7,0,0,1,1,0,0,4,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,17,9,103,177,0,4,2,0,1,0,0,70,0,0,0,0,0,2,0,0,0,4,4,0,8,140,0,39,0
940,2983,3,41,32,0,0,5,1,2,2,0,2,0,0,265,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,147,4,8,4,0,0,0,5,1,0,4,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,13,10,125,172,0,1,4,0,0,0,3,60,0,0,1,0,0,2,0,0,3,1,3,2,4,135,0,28,0
956,3298,4,67,1,0,0,12,0,0,1,0,4,4,0,182,1,0,0,0,0,0,2,0,0,0,0,0,3,5,0,0,0,0,1,1,0,110,5,9,3,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,1,1,0,0,0,20,6,110,278,0,4,5,0,1,0,2,67,1,0,0,0,0,0,0,0,0,2,2,0,8,126,0,35,0
964,3457,2,80,4,0,0,7,1,1,0,0,3,4,0,266,0,1,0,0,0,0,2,0,0,0,0,0,3,1,0,0,1,1,0,0,0,133,2,19,10,0,0,0,1,1,0,7,0,2,0,0,0,0,1,0,2,0,0,0,0,0,1,18,4,166,152,0,5,3,0,2,0,2,71,0,0,0,0,0,3,0,0,1,1,1,0,2,94,0,36,0
972,3618,5,38,10,0,0,10,0,1,3,0,0,1,0,228,0,0,1,0,0,0,3,0,1,0,0,0,2,9,0,0,0,0,1,0,1,125,2,9,11,0,0,0,2,0,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,140,160,0,3,5,1,0,0,1,66,0,0,0,0,0,0,0,0,0,0,1,0,3,82,0,24,0
980,3780,8,74,4,0,0,12,0,1,2,0,3,2,0,269,0,0,2,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,1,0,0,99,7,5,4,0,0,0,0,0,0,27,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,19,1,227,138,0,11,9,0,0,0,3,57,1,0,0,0,0,1,0,0,0,3,2,0,8,62,0,47,0
988,3943,5,45,1,0,0,8,0,0,0,0,5,3,0,225,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,2,0,0,153,1,11,11,2,0,0,2,0,1,8,0,1,0,0,1,0,2,0,2,0,0,2,0,0,0,32,4,97,174,0,3,3,0,0,1,2,78,0,0,0,0,0,0,0,0,1,2,4,0,8,37,0,41,2
996,4107,3,48,5,0,1,5,0,2,0,0,2,3,0,264,1,2,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,104,6,14,6,0,0,0,1,1,0,14,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,20,8,174,129,0,11,1,0,1,1,0,77,0,1,0,0,0,1,0,0,0,2,1,0,2,41,0,39,0
1004,4273,1,23,13,0,0,14,0,0,4,0,2,0,0,313,0,0,0,0,0,0,2,0,0,0,0,0,2,5,0,0,0,0,4,0,0,123,6,11,8,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,25,3,139,172,0,8,5,0,0,0,2,113,0,0,0,0,0,0,0,0,0,3,5,0,4,44,0,34,1
1012,4440,3,64,2,0,0,15,0,1,1,0,1,2,0,242,0,0,0,0,0,0,2,0,0,0,0,0,2,8,0,0,0,0,0,0,0,148,8,8,6,0,0,1,0,0,0,13,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,24,4,193,136,0,5,7,0,5,0,1,91,0,1,0,0,0,2,0,0,0,2,2,0,5,30,0,47,0
1020,4608,0,42,4,0,0,15,0,0,0,0,1,1,0,299,0,0,0,0,0,0,3,0,0,0,0,0,2,5,0,1,0,0,1,0,0,81,9,9,10,2,0,3,0,0,0,10,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,20,4,60,315,0,7,4,0,0,0,2,107,0,0,0,0,0,0,0,0,1,5,4,0,14,28,1,19,1
1028,4778,2,46,3,0,1,20,0,0,4,0,5,2,0,326,0,1,0,0,0,0,2,0,1,0,1,0,1,4,0,0,0,0,0,0,0,71,4,9,8,0,0,2,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,16,2,146,206,0,8,0,0,1,0,6,97,0,0,0,0,0,1,0,0,0,0,7,0,7,34,0,46,0
1036,4948,1,43,14,0,0,23,0,1,3,0,1,1,0,398,0,0,0,0,0,0,1,0,0,0,0,0,7,3,0,0,0,0,0,0,0,155,3,17,15,0,0,0,2,1,0,14,0,1,0,0,0,1,0,0,3,0,0,2,0,0,0,35,1,93,141,0,4,3,0,2,0,7,104,0,0,0,0,0,6,0,0,0,0,6,0,11,57,0,33,0
1059,5446,0,29,5,0,0,19,0,0,1,0,3,0,0,171,0,0,0,0,0,0,4,0,0,0,0,0,1,4,0,0,0,0,0,0,0,75,2,9,4,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,15,4,78,173,0,1,2,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,2,0,5,336,0,27,0
1068,5644,0,26,7,0,0,6,0,3,3,0,1,0,0,266,0,0,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,1,0,38,5,13,4,0,0,0,2,1,0,2,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,6,2,131,228,0,8,1,0,0,0,0,56,0,2,0,0,0,2,0,0,0,0,0,1,7,281,0,28,1
1076,5821,1,40,3,0,0,5,1,3,6,1,3,2,0,375,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,32,5,15,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,88,218,0,0,1,0,0,0,5,71,0,1,0,0,0,0,0,0,0,0,4,0,6,223,0,38,1
1080,5910,0,37,1,0,0,8,0,1,5,0,4,0,0,218,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,26,3,4,5,0,0,0,1,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,98,166,0,5,2,0,0,0,3,91,0,0,0,0,0,1,0,0,0,0,1,1,1,327,0,32,0
1084,5999,0,52,5,0,0,10,0,2,3,0,4,5,0,236,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,4,12,9,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,14,2,42,180,0,13,0,0,4,0,2,109,0,0,0,0,0,0,0,0,0,0,3,1,4,277,0,29,0
1088,6089,2,43,1,0,0,7,0,2,4,0,2,0,0,157,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0,27,7,10,11,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,1,161,193,0,11,1,0,0,0,3,73,0,0,0,0,0,0,0,0,0,0,2,0,3,257,0,36,0
1092,6179,0,35,0,0,0,7,0,0,2,0,1,0,0,164,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,31,2,3,4,0,0,1,0,1,0,6,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,8,2,117,163,0,15,2,0,0,0,0,114,0,1,0,0,0,1,0,0,0,0,0,0,5,318,0,29,1
1094,6224,0,47,2,0,0,14,0,3,5,0,10,0,0,141,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,3,0,28,3,7,5,0,0,1,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,20,0,156,193,0,7,3,0,2,0,12,145,0,0,0,0,0,0,0,0,0,1,3,0,3,223,1,29,0
1096,6269,0,24,0,0,0,17,0,1,3,0,3,0,0,149,0,0,0,0,0,0,4,0,1,0,0,0,2,3,0,0,0,0,0,0,0,32,10,15,8,0,0,0,0,2,0,4,0,2,0,0,0,0,2,0,0,0,1,2,0,2,0,27,10,162,247,0,6,2,0,0,0,5,101,0,0,0,0,0,1,0,0,0,0,1,0,4,141,0,43,0
1098,6314,0,41,1,0,0,10,0,0,1,0,6,0,0,122,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,10,10,4,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,13,2,161,246,0,4,1,0,0,0,5,78,0,0,0,0,0,0,0,0,1,2,1,0,1,254,0,29,0
1100,6360,1,26,5,0,0,4,0,0,5,0,4,2,0,75,0,0,0,0,0,0,5,0,0,0,0,0,2,8,0,0,0,0,3,0,0,26,7,8,6,0,0,0,2,1,1,8,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10,1,130,234,0,14,3,0,1,0,1,94,0,1,0,1,0,1,0,0,0,0,0,0,3,400,1,46,1
1104,6451,1,24,1,0,0,9,0,0,6,0,4,0,0,59,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,32,5,9,4,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,24,2,172,400,0,11,3,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,1,0,2,214,2,31,1
1108,6542,0,18,2,0,0,8,0,0,0,0,4,2,0,54,0,0,1,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,25,9,4,7,0,0,0,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,157,250,0,11,5,0,0,0,2,81,0,0,0,0,0,0,0,1,0,0,3,0,5,351,1,22,0
1112,6633,1,13,0,0,0,1,0,2,2,0,0,3,0,37,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,19,7,7,3,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,4,330,440,0,4,1,0,0,0,6,67,0,0,0,0,0,1,0,0,0,2,1,0,1,107,0,21,1
1116,6725,3,21,3,0,0,7,0,0,2,0,2,4,0,68,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37,8,8,8,0,0,0,1,0,0,2,0,5,1,0,0,0,1,0,3,0,2,0,0,0,0,16,0,179,389,0,7,2,0,1,0,2,119,0,0,0,0,0,1,1,0,0,1,3,0,2,85,0,21,2
1120,6817,1,25,1,0,0,7,0,1,3,0,3,2,0,97,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,32,12,13,3,0,0,0,1,3,1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,20,3,225,420,0,6,3,0,2,0,3,98,0,0,0,0,0,1,0,2,0,1,1,0,1,61,0,33,0
1122,6864,2,20,1,0,0,5,0,0,1,0,2,1,0,50,0,0,0,0,0,0,7,0,0,1,0,0,1,4,1,0,0,0,0,0,0,23,14,10,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,17,1,358,340,0,10,2,0,0,0,29,80,0,0,0,0,0,2,0,0,0,1,5,0,1,37,0,43,0
1124,6910,1,29,0,0,0,5,0,0,2,0,2,1,0,64,0,0,0,0,0,1,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,19,2,4,9,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,138,287,0,7,5,0,0,0,2,130,0,0,0,0,0,0,0,0,0,0,1,0,1,209,0,50,0
1126,6956,3,28,2,0,0,3,0,4,4,0,3,2,0,52,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,24,3,8,1,0,0,1,0,3,1,12,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,24,1,270,295,0,12,2,0,0,0,10,125,0,0,0,0,0,2,0,0,0,0,7,0,2,171,0,34,1
1128,7003,1,17,1,0,1,9,0,1,3,0,2,0,0,43,0,1,0,0,0,0,4,0,0,0,1,0,1,2,0,0,0,0,0,0,0,15,7,14,9,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,0,203,383,0,21,2,0,0,0,4,113,0,0,0,0,0,0,0,0,0,0,8,0,2,57,1,60,0
1130,7049,5,17,0,0,0,4,0,1,5,0,2,0,0,38,0,2,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,12,7,6,4,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,2,276,353,0,3,1,0,0,0,1,68,0,0,0,0,0,1,0,0,0,3,6,0,2,118,0,27,0
1132,7096,2,16,2,0,0,12,1,5,4,0,6,1,0,53,1,0,1,0,0,0,1,0,1,0,0,0,2,4,0,0,0,0,1,0,0,19,8,12,6,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,25,3,306,323,0,16,3,0,2,0,4,79,0,0,0,0,0,0,0,1,0,0,3,0,2,187,1,41,1
1136,7189,4,19,0,0,0,2,0,5,4,0,3,1,0,38,0,1,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,30,2,8,10,0,0,1,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,220,451,0,12,1,0,0,0,2,105,0,0,0,0,0,1,0,0,0,2,0,0,0,99,0,39,0
1140,7283,0,16,3,0,0,5,0,0,5,0,1,3,0,115,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,11,9,6,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,36,2,160,407,0,11,2,0,0,0,6,146,0,0,0,0,0,0,0,0,0,1,3,0,1,32,0,31,0
1144,7377,0,5,3,0,0,2,0,2,3,0,1,0,0,45,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,5,6,3,0,0,0,1,2,0,7,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,22,2,270,440,0,3,0,0,3,0,7,91,0,0,0,0,0,1,0,0,0,0,3,0,1,39,0,19,0
1148,7472,4,13,1,0,0,7,1,0,1,0,2,5,0,51,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,4,2,7,0,0,3,1,0,0,10,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,20,1,131,529,0,4,3,0,4,0,2,132,0,0,0,0,0,0,0,0,0,1,4,0,1,27,1,32,0
1152,7566,1,18,0,0,0,2,0,0,4,0,1,1,0,39,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,11,5,5,2,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,28,3,172,582,0,5,0,0,3,0,5,162,0,0,0,0,0,0,0,0,0,0,2,0,0,34,0,21,0
1156,7661,5,15,0,0,0,5,0,1,4,0,1,0,0,75,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,21,1,214,639,0,3,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,27,0
1160,7757,4,10,1,0,0,6,0,4,9,0,0,0,0,67,0,1,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,1,0,0,0,10,6,5,9,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,2,312,457,0,2,1,0,1,0,4,135,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,24,0
1164,7852,4,10,0,0,0,0,0,1,6,0,3,0,0,46,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,3,13,11,7,0,0,0,2,1,0,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,20,2,299,574,0,6,2,0,1,0,2,114,0,0,0,0,0,2,0,0,0,1,0,0,1,12,0,20,0
1168,7948,2,19,1,0,0,7,0,3,4,0,3,0,0,64,0,0,0,0,0,0,7,0,0,0,0,0,3,2,0,0,0,0,0,0,0,6,2,4,5,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,1,0,0,1,0,0,2,31,4,189,383,0,11,2,0,7,0,7,201,0,0,0,0,0,0,0,0,0,1,8,0,0,16,1,34,2
1172,8044,2,14,1,0,0,3,3,2,4,0,3,2,0,68,0,0,1,0,0,0,1,0,0,1,0,0,8,2,0,0,0,0,0,0,0,10,5,16,1,0,0,0,2,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,28,2,331,494,0,1,2,0,1,0,10,150,0,1,0,0,0,2,1,0,0,0,3,0,0,7,1,24,0
1176,8141,6,10,1,0,0,4,0,7,4,0,3,0,0,38,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,3,8,2,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,20,1,332,487,0,0,3,0,0,0,16,144,0,0,0,0,0,0,0,1,0,0,6,0,1,8,0,32,0
1180,8238,4,11,1,0,0,1,1,5,5,0,1,3,0,54,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,7,2,7,1,0,0,0,1,1,0,6,0,2,0,0,0,0,0,0,6,0,0,1,0,0,0,20,0,265,429,0,5,3,0,3,0,15,117,0,0,0,0,0,4,0,0,0,0,1,1,1,7,0,42,2
1182,8287,4,12,0,0,0,1,0,1,7,0,2,0,0,98,0,0,0,0,0,0,5,0,0,0,0,0,3,2,0,0,0,0,0,1,0,7,4,11,2,0,0,0,1,1,0,4,0,3,0,0,0,1,2,0,0,0,1,0,0,0,0,11,5,435,350,0,4,4,0,2,0,6,79,0,0,0,0,0,2,0,0,0,0,3,0,2,12,0,31,0
