"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Betula","Cyperaceae","Fagus","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Castanea.dentata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Artemisia","Caryophyllaceae","Ericaceae","Fraxinus.nigra.type","Apiaceae","Rosaceae.undiff.","Acer.saccharum","Carya.ovata","Fraxinus.pennsylvanica.type","Acer.spicatum","Ambrosia.type","Juglans.nigra","Larix","Populus.balsamifera.type","Sambucus","Taxus","Polygonum","Tilia","Juglans.cinerea","Saxifraga.oppositifolia.type","Potentilla.palustris.type","Viburnum.undiff.","Amaranthaceae","Viburnum.edule","Urticaceae","Shepherdia.canadensis"
120,5392,0,0.00195694716242661,0.0371819960861057,0.524461839530333,0.00195694716242661,0,0,0,0.0684931506849315,0.0313111545988258,0,0.00978473581213307,0,0,0.00195694716242661,0,0,0.0528375733855186,0,0,0,0.00782778864970646,0.201565557729941,0,0.0136986301369863,0.0176125244618395,0,0.00195694716242661,0,0.00978473581213307,0,0.00195694716242661,0.00587084148727984,0,0,0.00195694716242661,0,0,0.00195694716242661,0,0,0.00195694716242661,0,0,0,0,0.00391389432485323,0,0,0,0,0
135,6065,0.00189035916824197,0.00756143667296786,0.0604914933837429,0.493383742911153,0.0056710775047259,0.00189035916824197,0.00945179584120983,0.0226843100189036,0.0888468809073724,0.00945179584120983,0.0132325141776938,0.00756143667296786,0,0,0.00378071833648393,0.0207939508506616,0.00945179584120983,0.0302457466918715,0,0.0056710775047259,0.0132325141776938,0.00378071833648393,0.120982986767486,0.00945179584120983,0.00945179584120983,0.0340264650283554,0.00189035916824197,0,0,0,0,0,0.00189035916824197,0,0.00189035916824197,0.00189035916824197,0.00189035916824197,0,0,0.00189035916824197,0,0.00378071833648393,0,0,0,0,0,0.00189035916824197,0,0,0,0
145,6515,0,0.00187617260787992,0.0600375234521576,0.604127579737336,0.0112570356472795,0,0,0,0.0450281425891182,0.024390243902439,0.00562851782363977,0.0187617260787993,0.00187617260787992,0,0.00187617260787992,0,0,0.0318949343339587,0,0,0.00187617260787992,0.00187617260787992,0.161350844277674,0,0.00562851782363977,0.00938086303939963,0,0,0,0.00938086303939963,0,0.00187617260787992,0.00187617260787992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,7144,0,0,0.0702005730659026,0.5,0.0128939828080229,0,0.0200573065902579,0.0143266475644699,0.0601719197707736,0.0243553008595989,0.0157593123209169,0.0100286532951289,0.00429799426934097,0,0.00429799426934097,0.0186246418338109,0.00143266475644699,0.0200573065902579,0.00143266475644699,0.0100286532951289,0.0128939828080229,0,0.121776504297994,0.00429799426934097,0.0128939828080229,0.0372492836676218,0.00286532951289398,0,0.00143266475644699,0,0,0,0,0,0,0.00286532951289398,0.00286532951289398,0,0,0.00429799426934097,0,0.00573065902578797,0,0,0.00143266475644699,0,0,0.00143266475644699,0,0,0,0
175,7863,0,0.00920810313075507,0.0607734806629834,0.550644567219153,0.00736648250460405,0.00184162062615101,0,0.00368324125230203,0.0239410681399632,0.0534069981583794,0.00736648250460405,0.0184162062615101,0.0110497237569061,0.00368324125230203,0.00184162062615101,0,0.00184162062615101,0.0368324125230203,0,0.00184162062615101,0,0.0202578268876611,0.128913443830571,0,0.00368324125230203,0.0257826887661142,0.00552486187845304,0.00184162062615101,0,0.00736648250460405,0,0.00184162062615101,0.00368324125230203,0,0,0.00368324125230203,0,0.00184162062615101,0,0.00184162062615101,0,0,0,0,0,0,0,0,0,0,0,0
185,8312,0,0.0110619469026549,0.0685840707964602,0.515486725663717,0.00442477876106195,0.00221238938053097,0,0.00663716814159292,0.0641592920353982,0.0353982300884956,0.00221238938053097,0.0132743362831858,0.00663716814159292,0,0,0.00221238938053097,0.00221238938053097,0.0995575221238938,0,0.00221238938053097,0,0.00442477876106195,0.119469026548673,0,0.00442477876106195,0.0132743362831858,0,0,0.00221238938053097,0.00442477876106195,0,0,0,0,0.00221238938053097,0.00221238938053097,0.00221238938053097,0,0.00221238938053097,0,0,0,0,0,0.00221238938053097,0,0.00221238938053097,0,0.00221238938053097,0,0,0
195,8761,0,0.00175131348511384,0.124343257443082,0.563922942206655,0.00525394045534151,0,0,0.00525394045534151,0.0455341506129597,0.0192644483362522,0.00350262697022767,0.0192644483362522,0.00175131348511384,0,0.00525394045534151,0.00175131348511384,0.0140105078809107,0.0262697022767075,0.00350262697022767,0,0,0,0.122591943957968,0.00350262697022767,0,0.00700525394045534,0.00175131348511384,0.00350262697022767,0,0.0122591943957968,0,0,0,0,0.00175131348511384,0,0.00175131348511384,0,0,0,0,0.00175131348511384,0.00175131348511384,0,0,0,0,0,0.00175131348511384,0,0,0
210,9435,0,0,0.302658486707566,0.415132924335378,0.0102249488752556,0,0,0.0102249488752556,0.0368098159509202,0.0306748466257669,0.00204498977505112,0.016359918200409,0.0122699386503067,0.00204498977505112,0,0,0.0122699386503067,0.0306748466257669,0,0,0,0.00204498977505112,0.081799591002045,0,0,0.0184049079754601,0,0.00204498977505112,0,0,0,0.00204498977505112,0.00204498977505112,0,0.00408997955010225,0.00204498977505112,0,0,0,0.00204498977505112,0,0.00204498977505112,0,0,0,0,0,0,0,0,0,0
225,10109,0,0.00201207243460765,0.434607645875252,0.283702213279678,0,0,0,0.00402414486921529,0.0321931589537223,0.0362173038229376,0.00402414486921529,0.00201207243460765,0.00201207243460765,0.00201207243460765,0,0.00402414486921529,0.00402414486921529,0.0704225352112676,0,0,0,0.0140845070422535,0.0462776659959759,0,0.00201207243460765,0.0442655935613682,0.00402414486921529,0,0,0,0,0,0.00201207243460765,0,0,0,0.00201207243460765,0,0,0,0,0.00201207243460765,0,0,0,0,0,0,0,0.00201207243460765,0,0
235,10558,0,0,0.572340425531915,0.202127659574468,0.00638297872340425,0,0,0.0191489361702128,0.0191489361702128,0.0191489361702128,0.0106382978723404,0.0191489361702128,0.00425531914893617,0.00212765957446809,0.00212765957446809,0.00638297872340425,0.00851063829787234,0.00425531914893617,0,0.00212765957446809,0,0,0.0659574468085106,0,0.00212765957446809,0.0148936170212766,0.00425531914893617,0,0.00212765957446809,0.00212765957446809,0,0,0.00212765957446809,0,0.00212765957446809,0,0.00212765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0.00425531914893617,0,0
240,10783,0,0.00723327305605787,0.511754068716094,0.144665461121157,0.0108499095840868,0,0.0054249547920434,0.0126582278481013,0.0488245931283906,0.0235081374321881,0.0198915009041591,0.00723327305605787,0.0054249547920434,0,0.0054249547920434,0.0289330922242315,0.00904159132007233,0.0126582278481013,0,0.00361663652802893,0.00180831826401447,0.0054249547920434,0.081374321880651,0.0108499095840868,0.00361663652802893,0.0289330922242315,0.0054249547920434,0,0,0,0,0,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361663652802893,0
245,11008,0,0.00631911532385466,0.423380726698262,0.200631911532385,0.014218009478673,0,0.004739336492891,0.009478672985782,0.075829383886256,0.009478672985782,0.0110584518167457,0.0126382306477093,0.009478672985782,0.00789889415481832,0,0.0315955766192733,0.0110584518167457,0.0173775671406003,0,0,0.00157977883096367,0.00789889415481832,0.042654028436019,0.033175355450237,0,0.0537124802527646,0.00789889415481832,0.00157977883096367,0,0.00157977883096367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157977883096367,0,0.00157977883096367,0,0,0.00157977883096367
250,11232,0,0.00350877192982456,0.333333333333333,0.215789473684211,0.0315789473684211,0,0,0.0263157894736842,0.0947368421052632,0.0280701754385965,0.00526315789473684,0.0175438596491228,0.00701754385964912,0.0140350877192982,0,0.0368421052631579,0.00701754385964912,0.00350877192982456,0.00175438596491228,0,0,0.00701754385964912,0.068421052631579,0,0.00175438596491228,0.0842105263157895,0.00701754385964912,0,0,0,0,0,0,0,0,0,0.00175438596491228,0,0,0,0,0.00175438596491228,0,0,0,0.00175438596491228,0,0,0,0,0,0
