"sample.depths","sample.ages","Abies","Acer.saccharum","Alnus","Betula","Carya","Cephalanthus","Corylus","Eucalyptus","Fraxinus","Juglans","Juniperus","Larix","Ostrya.Carpinus","Other.shrubs","Other.trees","Picea","Pinus","Platanus","Populus","Quercus","Salix","Tilia","Ulmus","Ambrosia.Iva","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiineae","Cyperaceae","Other.herbs","Poaceae","Lycopodium","Polypodiaceae","Pteridium","Nuphar","Other.aquatics","Typha.angustifolia","Typha.latifolia","Indeterminable"
1915.5,3366,0,1,13,20,1,0,3,297,4,3,2,0,5,1,2,0,30,1,1,109,3,20,7,29,18,6,3,5,2,30,0,3,0,6,0,1,1,1
1920.5,3400,0,3,3,8,2,0,1,361,9,2,1,0,34,0,0,0,26,1,0,243,8,8,10,33,19,9,4,26,3,76,0,0,1,7,0,0,1,3
1925.5,3434,1,3,4,16,3,0,6,365,1,4,0,0,26,2,0,1,33,1,1,180,1,32,28,57,13,19,10,11,0,50,0,1,0,5,1,1,4,2
1930.5,3468,0,1,6,12,5,0,3,428,3,0,0,0,28,2,0,2,36,1,0,221,0,9,14,33,36,11,10,15,1,54,0,1,0,0,0,2,4,2
1935.5,3502,0,2,3,6,2,1,1,423,4,0,2,0,14,1,0,1,14,3,1,77,3,5,10,27,33,7,16,12,3,61,0,1,0,0,1,1,0,1
1940.5,3536,0,0,4,11,0,1,2,563,7,0,2,0,16,0,0,0,20,5,0,63,0,12,17,31,14,6,12,11,1,67,0,0,0,1,1,2,0,2
1955.5,3638,0,2,6,3,2,0,2,335,5,1,5,0,11,0,0,0,16,0,0,80,1,9,9,31,14,2,7,29,1,77,0,2,0,0,1,1,0,1
1960.5,3672,0,2,4,3,1,0,0,259,6,0,1,0,20,2,1,0,22,1,0,73,0,13,10,37,26,10,12,9,2,83,0,2,0,0,3,4,1,5
1965.5,3706,0,0,8,8,1,0,2,715,1,0,0,0,5,3,1,0,28,0,2,129,0,14,9,20,17,5,2,7,1,40,0,0,0,3,0,4,0,0
1970.5,3740,0,0,6,5,4,0,5,305,6,3,1,0,15,4,1,0,36,2,0,84,0,22,14,41,10,14,6,18,1,59,0,4,0,1,1,3,2,3
1975.5,3774,0,1,4,7,1,0,1,404,3,0,3,0,9,0,0,0,34,0,2,61,2,11,12,41,16,6,5,30,0,55,0,4,0,1,1,0,0,5
1980.5,3808,0,0,6,16,6,1,2,630,6,3,0,0,31,2,1,1,47,1,0,163,1,20,19,63,32,14,5,26,1,105,0,7,0,3,6,0,1,4
1985.5,3842,0,0,3,5,0,0,4,652,9,0,4,0,26,0,0,2,67,0,0,123,2,19,11,46,32,3,7,35,1,143,1,8,0,0,1,2,4,1
1990.5,3876,0,1,0,4,2,0,2,398,4,2,1,0,21,0,0,2,34,0,0,118,0,21,8,45,21,9,3,11,3,58,0,5,0,2,4,1,2,0
1995.5,3910,0,2,5,0,1,1,3,619,4,0,5,0,11,1,3,2,23,1,2,73,3,5,21,26,11,6,9,35,0,81,0,3,1,2,0,0,0,2
2000.5,3944,0,0,4,2,4,0,3,392,3,2,0,0,9,0,0,0,18,0,1,68,0,35,6,45,17,11,2,15,0,55,0,10,0,6,5,2,0,3
2005.5,3967,0,2,4,6,2,1,1,701,7,1,0,0,18,0,0,2,40,2,1,93,0,8,12,52,25,13,9,27,0,88,0,9,0,1,2,0,0,1
2010.5,3988,0,1,2,1,1,0,0,357,2,4,1,0,10,0,1,2,30,2,1,73,1,27,9,53,23,11,8,16,0,75,0,5,1,1,8,0,2,3
2015.5,4009,0,1,2,6,1,0,1,252,2,2,1,0,6,1,0,2,41,0,1,71,2,6,12,50,8,11,7,16,1,55,0,9,0,0,2,2,1,0
2020.5,4030,0,1,2,7,3,0,1,323,5,3,0,0,11,2,1,1,23,2,0,91,0,9,10,55,12,10,11,10,1,82,0,14,0,1,7,1,3,1
2025.5,4050,0,1,8,3,1,0,2,395,5,0,4,0,8,0,0,0,24,1,0,86,0,4,8,31,27,14,5,18,1,63,0,4,0,3,1,4,3,2
2030.5,4071,0,0,4,2,1,1,2,285,2,1,1,0,5,0,1,0,30,1,0,77,2,19,7,88,22,12,3,10,0,96,0,7,0,0,6,5,3,3
2035.5,4092,0,0,5,17,1,0,0,397,4,1,2,0,1,0,0,0,22,2,0,71,1,8,1,35,28,8,3,13,1,93,1,1,0,0,1,1,2,1
2040.5,4113,0,1,1,2,3,1,3,399,7,1,0,0,15,0,0,0,19,0,0,77,0,20,15,58,18,9,9,5,2,78,0,0,0,1,5,1,1,1
2046.5,4137,0,0,2,9,0,0,2,662,4,1,0,0,12,1,0,2,24,1,2,115,3,7,40,39,11,10,9,18,0,107,0,3,0,0,16,0,3,1
2055.5,4175,0,5,7,14,3,0,0,629,5,0,2,0,14,4,1,0,26,5,1,170,0,9,11,56,85,14,6,14,1,107,0,3,1,0,12,0,5,2
2060.5,4196,0,1,6,4,0,0,1,820,6,0,0,0,14,1,0,0,8,0,1,271,1,12,10,44,32,3,2,4,1,87,0,0,0,0,7,2,0,0
2065.5,4216,0,2,4,17,4,0,2,799,5,3,1,0,5,0,0,0,30,0,1,102,3,11,11,29,14,11,6,6,0,65,1,0,1,2,0,0,3,1
2070.5,4237,0,0,4,13,0,2,3,318,2,1,1,0,13,2,0,0,30,0,0,75,4,12,6,31,26,11,7,16,0,85,0,2,0,1,4,1,3,1
2075.5,4258,0,0,3,6,2,0,2,266,1,1,1,0,7,0,0,2,21,0,1,49,1,23,7,62,10,1,6,11,1,81,0,1,0,0,1,4,1,3
2080.5,4279,0,5,6,6,1,0,1,354,2,1,1,0,9,0,0,0,16,2,0,53,1,13,12,57,19,12,6,12,0,73,0,1,0,1,1,3,0,2
2085.5,4299,0,0,1,11,2,0,2,309,3,1,2,0,13,0,0,2,26,0,0,41,2,30,7,38,19,8,8,12,0,67,0,9,1,2,6,3,1,4
2090.5,4320,0,0,5,10,1,0,1,330,0,0,0,0,20,0,0,0,26,1,1,104,2,13,12,51,28,9,6,6,3,53,0,4,1,1,6,3,1,2
2095.5,4341,0,0,3,9,3,0,2,251,7,1,1,0,11,2,0,4,20,0,1,98,1,21,5,50,13,5,7,13,0,81,0,0,1,2,2,0,1,5
2100.5,4362,0,0,7,14,1,0,1,456,6,1,1,0,30,2,0,1,28,2,0,190,1,11,12,50,32,17,8,17,0,89,1,1,0,0,1,0,2,3
2105.5,4382,0,0,18,21,2,0,3,834,8,3,3,0,18,2,0,0,44,3,1,167,3,28,19,86,31,11,8,25,2,128,1,0,0,0,3,1,2,5
2115.5,4424,0,1,5,7,1,0,2,548,6,3,0,0,2,0,0,1,37,0,1,74,3,11,12,27,23,1,10,19,0,55,0,0,0,0,1,1,3,2
2125.5,4465,1,0,7,8,4,0,0,610,3,1,2,0,17,0,1,0,42,0,1,130,7,4,21,53,36,18,11,25,0,136,0,0,1,0,1,4,4,1
2135.5,4507,0,2,1,7,3,0,0,476,12,0,2,0,20,1,1,0,50,2,0,105,1,10,12,34,31,22,14,23,0,114,0,0,0,0,1,1,5,0
2145.5,4548,0,0,5,9,1,0,1,182,2,2,0,0,17,3,0,0,18,0,0,81,1,18,10,41,20,10,9,9,2,65,0,0,0,0,1,1,18,0
2165.5,4631,0,0,1,6,3,0,0,548,6,1,1,0,0,0,0,0,40,1,3,88,5,7,7,39,18,3,17,15,2,72,0,0,0,0,0,2,1,0
2215.5,4839,0,0,2,5,3,0,0,446,6,0,1,0,4,0,0,2,41,2,0,47,2,17,13,50,29,8,9,14,2,118,0,0,0,0,10,1,6,3
2265.5,5046,0,1,6,4,2,0,1,718,6,2,2,0,2,0,0,0,36,2,1,61,17,4,6,26,24,3,6,33,0,70,1,0,0,0,1,5,2,2
2315.5,5254,0,1,2,6,2,0,2,773,8,0,0,0,3,1,0,0,14,3,3,75,3,8,4,42,39,6,4,23,0,56,1,0,0,0,1,3,7,2
2365.5,5462,0,2,2,5,6,0,2,615,3,1,2,0,2,1,0,0,18,2,1,56,7,5,5,43,27,7,13,15,0,80,0,0,0,0,1,4,1,5
2415.5,5733,0,4,6,2,5,0,2,753,4,3,2,0,15,0,1,1,51,1,0,73,5,8,25,85,54,17,25,24,0,122,1,0,0,0,3,2,11,3
2465.5,6005,0,5,6,11,3,0,1,765,3,0,2,0,14,2,1,0,45,4,1,83,4,4,27,80,56,14,32,16,1,133,0,0,1,0,8,0,5,4
2490.5,6141,0,3,3,4,5,0,1,337,7,1,0,0,11,3,0,1,16,3,0,53,3,27,27,73,22,5,7,15,3,57,0,0,0,0,1,1,5,2
2515.5,6277,0,1,5,8,3,0,0,421,3,0,1,0,12,1,0,0,20,3,0,52,7,4,23,23,38,9,9,12,1,74,0,0,0,0,5,5,8,8
2565.5,6548,0,0,4,5,4,7,3,787,2,1,0,0,20,1,0,4,66,1,0,93,3,10,41,102,47,13,46,52,1,164,0,1,0,0,7,4,13,5
2615.5,6820,0,2,1,11,2,0,5,443,7,0,1,0,3,0,0,0,28,2,2,40,8,2,33,44,26,1,14,14,2,52,0,1,0,0,0,2,4,10
2638.5,6945,0,0,1,5,6,0,0,466,5,3,0,0,9,1,0,1,24,0,0,63,1,0,18,65,11,7,19,5,1,81,0,0,0,0,1,1,7,6
2665.5,7091,0,1,2,2,2,0,3,472,2,0,0,0,19,0,0,0,24,2,1,61,5,2,21,88,49,8,24,25,0,112,1,0,2,0,3,11,1,1
2670.5,7119,0,1,3,0,8,0,1,497,4,3,0,0,23,3,0,2,28,2,0,74,1,1,30,119,55,16,15,19,1,109,0,0,0,0,1,12,3,3
2675.5,7146,0,2,3,1,3,0,5,643,6,2,1,0,17,1,0,2,48,1,0,56,0,4,24,131,37,12,44,32,1,163,0,3,0,0,4,1,5,3
2680.5,7173,0,3,4,2,3,0,2,504,6,1,0,0,25,0,0,3,30,0,0,67,0,4,38,132,31,16,26,23,1,100,0,2,1,0,6,2,4,1
2685.5,7200,0,1,1,0,5,0,2,545,4,1,1,0,18,2,0,2,30,1,0,82,2,3,23,118,36,11,24,28,3,146,0,1,0,1,3,2,3,1
2690.5,7227,0,7,0,1,8,0,1,409,4,1,1,0,31,1,1,2,36,1,0,66,0,2,32,123,36,12,17,24,2,121,0,1,0,0,2,2,1,3
2695.5,7254,0,7,2,5,1,0,2,597,5,1,0,0,13,2,0,1,53,0,0,84,2,4,114,31,34,9,33,14,1,125,0,1,3,0,5,6,5,4
2700.5,7282,0,1,2,3,3,0,3,401,4,0,1,0,14,2,1,1,54,2,0,89,2,7,43,165,28,11,21,14,1,100,0,1,1,0,1,0,3,0
2705.5,7309,0,1,1,3,0,0,0,316,3,0,3,0,10,1,0,0,15,3,1,56,0,1,19,56,40,0,9,26,0,60,0,2,1,0,0,4,1,2
2710.5,7336,0,5,10,5,11,3,6,1134,23,2,2,0,32,2,1,1,88,1,0,277,3,10,175,195,79,33,31,25,1,180,0,5,0,0,2,11,10,5
2715.5,7363,0,1,4,1,2,0,2,496,0,1,3,0,3,1,1,0,14,1,0,48,1,3,33,73,23,5,23,12,0,54,0,0,0,1,5,4,3,4
2720.5,7390,0,1,1,4,4,0,1,451,2,1,0,0,13,2,1,0,31,1,0,77,1,2,38,70,21,8,5,10,5,72,0,3,0,0,4,9,1,2
2725.5,7417,0,1,2,0,3,0,2,605,3,0,3,0,17,1,0,1,12,1,2,63,1,1,32,29,40,3,4,20,0,86,1,1,1,0,0,9,0,1
2730.5,7445,0,5,0,1,3,0,1,260,4,1,0,0,21,0,1,2,32,1,0,74,1,3,38,103,16,14,14,27,3,94,0,1,0,0,2,0,1,1
2735.5,7453,0,1,0,9,1,0,6,451,3,2,1,0,14,1,2,2,14,0,1,63,2,1,50,96,3,1,10,6,2,62,0,2,0,0,2,4,0,6
2740.5,7462,0,2,2,0,2,0,5,607,5,0,1,0,35,0,0,1,37,0,1,72,1,9,44,157,35,15,26,25,2,101,0,2,0,0,2,5,3,0
2745.5,7470,0,10,2,5,5,0,4,723,3,0,1,0,24,0,1,1,36,1,2,70,8,0,46,136,43,4,25,15,2,98,0,0,0,0,6,9,2,3
2751.5,7481,0,5,1,1,2,0,0,355,9,0,0,0,27,2,0,0,31,0,0,75,2,2,63,198,20,8,19,20,1,85,0,0,0,0,0,2,1,4
2755.5,7487,0,2,3,6,5,0,1,575,2,1,1,0,9,0,1,0,11,0,0,48,10,0,32,87,31,4,8,9,1,47,0,0,1,1,0,5,2,3
2760.5,7496,0,3,0,4,3,0,0,390,4,2,1,0,20,0,0,1,34,1,0,97,3,1,66,99,17,10,28,16,3,125,0,0,0,0,7,8,3,1
2765.5,7505,0,0,0,3,10,0,0,294,5,1,0,0,11,0,1,0,11,0,0,57,2,6,30,109,15,6,21,7,1,71,0,1,0,0,5,4,5,2
2770.5,7513,0,3,1,4,6,0,1,682,3,2,0,0,14,0,0,4,33,1,0,57,1,0,36,182,7,8,5,16,1,51,0,1,2,0,13,7,0,3
2775.5,7522,0,2,1,3,2,3,6,751,5,0,4,0,11,0,0,0,12,1,0,40,15,2,16,58,33,4,16,9,0,59,0,2,1,0,4,4,1,0
2780.5,7530,0,2,1,6,5,0,0,612,2,0,3,0,22,0,1,13,39,0,0,72,4,4,52,97,39,4,33,11,2,97,0,0,0,0,7,7,6,0
2785.5,7539,0,3,2,15,4,0,2,625,3,0,3,0,12,1,0,1,32,1,0,59,13,0,31,67,61,9,23,18,1,81,0,0,1,0,2,1,4,4
2790.5,7547,1,1,2,10,3,2,7,394,6,1,1,0,14,2,0,17,59,0,0,75,2,5,63,126,30,6,38,12,0,103,0,5,0,0,3,1,7,3
2795.5,7556,0,9,0,10,12,0,3,549,6,0,0,0,38,1,0,17,93,0,0,97,3,2,82,95,40,8,31,20,2,74,0,7,2,0,7,2,7,4
2795.51,NA,0,2,2,11,11,0,4,471,1,2,0,0,35,0,2,4,30,0,0,66,2,5,87,130,18,7,31,14,3,74,0,3,0,0,5,2,6,4
2800.5,7565,0,0,5,6,15,0,2,449,3,0,3,0,18,3,2,4,40,1,0,76,5,4,76,99,24,7,25,8,2,96,0,3,1,0,0,3,11,6
2805.5,7573,2,1,6,15,5,1,2,423,5,0,7,0,15,0,0,4,45,1,0,105,13,8,51,66,50,1,46,24,0,63,0,0,1,0,0,2,6,6
2810.5,7582,0,4,3,11,5,0,0,393,6,1,2,0,27,1,1,8,52,0,0,129,24,2,122,85,42,12,23,13,0,98,0,7,0,0,0,4,19,1
2815.5,7590,0,1,2,3,4,0,11,284,2,0,0,0,5,0,0,1,46,0,5,56,5,1,20,45,28,6,14,2,1,51,0,1,1,0,0,2,1,4
2820.5,7599,0,1,5,3,3,0,1,338,0,3,2,0,14,0,1,2,62,4,0,79,3,5,48,37,26,8,12,7,1,60,0,1,2,0,1,1,0,4
2825.5,7607,0,0,2,11,7,0,2,242,1,1,1,0,21,0,0,1,20,0,0,73,7,7,26,63,29,11,10,9,0,61,0,1,0,0,5,1,4,4
2830.5,7616,0,6,4,6,8,0,8,239,10,2,0,0,27,3,0,0,41,0,0,174,6,3,148,39,25,5,14,7,2,51,0,2,1,0,0,0,5,1
2835.5,7625,1,3,7,4,5,0,3,151,5,3,0,0,23,0,0,1,28,4,0,131,1,7,121,43,22,7,13,15,3,89,0,2,0,0,0,2,6,5
2840.5,7633,0,0,5,12,9,1,4,425,5,3,0,0,41,1,1,8,59,0,0,87,1,4,109,55,25,9,20,20,2,74,0,6,0,0,0,0,5,0
2843.5,7638,0,0,3,13,18,0,6,386,1,1,1,0,25,1,0,10,88,0,0,77,1,12,134,102,23,13,41,27,1,124,0,6,1,1,7,4,9,3
2851.5,7652,0,1,3,9,6,0,2,230,4,7,0,0,23,0,0,2,48,0,0,175,1,3,85,52,9,2,13,21,2,71,0,0,0,0,1,2,5,0
2853,7655,0,1,3,5,10,0,1,178,0,1,0,0,29,1,1,0,42,0,0,141,2,7,75,37,16,4,12,10,4,43,0,1,1,0,0,0,6,2
2855.5,7659,0,3,5,40,16,0,2,54,13,6,1,0,38,0,0,2,27,0,1,111,0,26,264,5,5,3,4,6,3,5,0,1,2,0,1,0,1,0
2858,7663,0,0,1,4,17,0,11,223,6,3,0,0,20,2,1,0,24,0,0,90,1,6,67,53,20,2,17,11,1,36,0,0,2,0,2,1,8,4
2860.5,7667,0,1,7,12,15,0,3,240,4,1,0,0,32,0,0,17,45,2,0,77,2,3,95,62,42,14,22,30,4,74,0,0,0,0,1,0,8,1
2863,7672,0,2,2,7,13,0,5,302,4,2,1,0,26,1,0,2,33,2,0,75,5,1,121,104,43,8,28,11,3,67,1,3,0,0,2,2,16,4
2865.5,7676,0,0,1,5,6,0,1,413,10,0,0,0,13,1,0,2,36,0,1,48,7,1,36,31,37,12,9,30,0,33,0,6,1,0,1,1,2,4
2868,7710,0,2,3,6,6,1,5,287,4,4,2,0,30,1,1,2,52,0,1,73,2,4,71,34,16,21,16,24,3,63,0,5,0,0,1,0,7,2
2870.5,7745,0,6,6,11,8,1,3,390,12,10,1,0,58,3,0,8,66,2,0,153,4,3,95,65,40,5,25,24,3,103,0,5,1,0,0,3,3,0
2873,7779,0,1,6,7,4,0,4,352,3,6,0,0,25,2,0,4,84,1,0,62,2,2,107,63,10,14,27,16,4,51,0,4,0,0,0,1,10,2
2875.5,7813,1,2,1,9,19,0,3,573,12,8,1,0,19,3,1,2,57,0,3,99,1,3,31,50,21,10,16,15,0,86,0,4,0,0,3,0,4,1
2878,7848,0,3,2,8,2,0,2,274,6,4,0,0,22,0,0,1,54,2,0,81,2,8,107,47,19,11,21,6,4,64,0,4,0,0,2,0,6,5
2880.5,7882,0,0,3,6,4,0,6,376,6,1,2,0,33,2,0,3,79,0,0,95,4,3,107,48,36,8,11,17,2,73,0,3,0,0,1,0,5,1
2883,7917,0,1,1,7,5,0,2,156,1,1,0,0,16,2,0,4,28,1,0,61,0,4,79,79,15,3,19,9,2,56,0,1,4,0,0,0,8,6
2885.5,7951,6,4,15,23,18,0,9,506,7,3,3,0,74,0,1,15,98,1,0,206,0,12,150,82,40,14,26,36,2,156,0,5,3,0,0,0,17,10
2888,7985,0,3,3,3,10,0,3,268,5,3,0,0,32,1,0,3,34,1,0,126,0,2,155,49,8,6,15,11,0,44,0,2,0,0,0,1,13,1
2890.5,8020,0,3,1,19,20,0,14,460,1,2,1,0,44,1,1,9,131,2,0,201,1,2,208,65,31,9,18,18,4,127,0,6,0,1,1,1,21,3
2893,8054,0,6,0,18,12,0,3,295,1,6,0,0,30,0,1,6,58,0,1,109,2,6,143,65,26,10,16,14,2,93,0,4,2,0,1,0,19,4
2895.5,8088,9,2,11,60,18,0,9,515,19,3,2,0,54,0,0,33,127,1,0,230,5,21,225,124,43,12,68,33,4,152,0,11,6,0,1,0,12,7
2898,8123,0,0,2,6,19,0,1,150,4,2,0,0,15,1,1,2,32,0,0,86,1,9,113,37,11,8,11,5,1,61,0,6,0,0,0,0,4,5
2900.5,8157,1,1,1,12,9,1,8,138,7,4,0,0,21,2,1,5,59,0,0,91,1,6,116,64,19,4,21,23,0,88,0,3,0,1,1,1,5,1
2903,8191,0,2,6,12,19,0,4,278,1,6,0,0,38,0,2,2,34,0,0,149,0,8,106,112,19,6,21,8,1,92,0,2,1,0,1,0,3,8
2905.5,8226,0,5,7,31,35,0,21,411,11,13,1,1,102,0,2,10,138,6,0,541,4,25,477,152,53,24,66,28,4,184,0,11,5,1,0,0,11,7
2907.5,8253,0,1,4,6,10,0,2,135,3,6,1,0,33,0,0,1,18,0,0,338,2,7,245,32,10,5,14,8,0,43,0,7,0,0,0,0,2,5
2910.5,8294,0,5,1,3,26,0,9,172,0,2,2,0,26,0,0,0,59,0,0,169,0,7,185,58,5,5,19,15,0,78,0,3,1,0,0,0,1,2
2913,8329,0,4,2,2,12,0,4,150,5,3,0,0,37,0,0,2,32,1,0,136,0,4,129,81,16,6,15,8,0,78,0,3,0,0,0,0,2,6
2915.5,8363,1,1,5,4,11,0,7,182,7,2,1,0,26,1,0,2,70,0,0,249,1,12,115,39,7,6,7,8,0,53,0,1,0,0,0,0,0,2
2940.5,9078,0,8,6,17,14,0,9,95,2,6,0,0,54,1,3,0,38,5,0,106,0,9,261,7,2,2,3,4,3,17,0,7,0,0,0,1,1,3
2965.5,10144,3,2,0,134,7,0,6,24,38,0,2,0,4,0,1,1,22,0,0,160,3,9,166,3,4,0,1,2,0,6,0,4,1,0,0,0,0,2
2975.5,10629,6,0,4,524,2,0,9,39,18,2,0,0,4,0,0,20,20,0,0,15,0,3,135,3,5,1,3,1,1,6,0,3,0,0,1,1,2,1
