"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Herbs.undiff.","Juglans.nigra","Ostrya.Carpinus","Picea","Platanus","Polygonum.lapathifolium.type","Quercus","Sarcobatus.vermiculatus","Scrophulariaceae","Thalictrum","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Urtica.type","Vitis","Alnus","Acer","Fraxinus","Pinus","Poaceae","Brassicaceae","Amorpha.type","Fabaceae.undiff.","Salix","Saxifragaceae","Trees.undiff.","Populus","Rosaceae","Solanaceae","Juglans.cinerea","Celtis","Parthenocissus","Dalea","Larix","Rumex","Galium","Ilex","Abies","Apiaceae"
140,8623,0.150882825040128,0.0176565008025682,0.00481540930979133,0,0.502407704654896,0,0.00160513643659711,0.0609951845906902,0,0,0.00481540930979133,0.0465489566613162,0,0.00160513643659711,0.0481540930979133,0,0,0,0,0.0513643659711075,0.00802568218298555,0,0,0.00481540930979133,0.00642054574638844,0,0.0369181380417336,0.0385232744783307,0,0.00481540930979133,0,0,0,0,0,0,0,0,0.00160513643659711,0,0,0.00160513643659711,0.00321027287319422,0,0,0.00160513643659711,0.00160513643659711
150,9517,0.124555160142349,0.0142348754448399,0.00355871886120996,0.00177935943060498,0.565836298932384,0.00177935943060498,0,0.0711743772241993,0.00177935943060498,0.00177935943060498,0.00177935943060498,0.0391459074733096,0,0,0.0516014234875445,0,0,0,0,0.0249110320284698,0.0106761565836299,0,0,0.00355871886120996,0.00355871886120996,0,0.0355871886120996,0.0391459074733096,0,0,0,0.00177935943060498,0,0,0,0,0,0,0.00177935943060498,0,0,0,0,0,0,0,0
160,10410,0.035036496350365,0.0160583941605839,0.00145985401459854,0,0.795620437956204,0,0.00145985401459854,0.0335766423357664,0,0,0.00291970802919708,0.0291970802919708,0,0,0.0233576642335766,0,0,0,0,0.0145985401459854,0.00291970802919708,0,0,0.00291970802919708,0,0,0.00875912408759124,0.0321167883211679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,NA,0.0439932318104907,0.0338409475465313,0.00846023688663283,0,0.473773265651438,0,0,0.0761421319796954,0.00169204737732657,0.00169204737732657,0.00676818950930626,0.143824027072758,0,0,0.065989847715736,0,0,0,0.00338409475465313,0.0321489001692047,0.00846023688663283,0,0.00338409475465313,0.0219966159052453,0.00169204737732657,0.0050761421319797,0.027072758037225,0.0304568527918782,0,0,0.00169204737732657,0.00338409475465313,0,0.00169204737732657,0,0,0,0,0.00338409475465313,0,0,0,0,0,0,0,0
180,NA,0.054006968641115,0.0226480836236934,0.00348432055749129,0,0.557491289198606,0.00174216027874564,0,0.0557491289198606,0,0,0.00348432055749129,0.13588850174216,0.00174216027874564,0.00696864111498258,0.0383275261324042,0,0,0.00174216027874564,0.00348432055749129,0.054006968641115,0.00522648083623693,0,0,0.00348432055749129,0.00174216027874564,0,0.0209059233449477,0.0226480836236934,0,0,0,0,0,0.00174216027874564,0,0,0.00174216027874564,0,0,0,0,0,0,0,0,0.00174216027874564,0
190,NA,0.0629770992366412,0.0324427480916031,0.00572519083969466,0.00190839694656489,0.511450381679389,0,0,0.0381679389312977,0,0.00190839694656489,0.00381679389312977,0.198473282442748,0.00381679389312977,0,0.0362595419847328,0.00190839694656489,0,0,0,0.0209923664122137,0.00190839694656489,0,0,0.00572519083969466,0.00381679389312977,0.00763358778625954,0.0190839694656489,0.0305343511450382,0,0,0,0,0,0,0.00190839694656489,0,0,0,0,0,0,0,0.00381679389312977,0,0,0.00572519083969466,0
195,NA,0.0407079646017699,0.0761061946902655,0.0247787610619469,0,0.0353982300884956,0.00707964601769911,0.00353982300884956,0.0654867256637168,0,0.00176991150442478,0.0230088495575221,0.385840707964602,0.00176991150442478,0,0.0619469026548673,0,0,0.00530973451327434,0,0.00353982300884956,0.0247787610619469,0.0123893805309735,0,0.0389380530973451,0.00707964601769911,0.0761061946902655,0.0141592920353982,0.031858407079646,0,0,0,0.00176991150442478,0,0.00176991150442478,0,0,0,0,0.00176991150442478,0,0,0.0176991150442478,0,0,0,0.0336283185840708,0.00176991150442478
200,NA,0.0544464609800363,0.0308529945553539,0.0181488203266788,0,0.217785843920145,0.0108892921960073,0.00181488203266788,0.0689655172413793,0,0.00181488203266788,0.0308529945553539,0.237749546279492,0,0,0.0925589836660617,0,0,0.00362976406533575,0,0.014519056261343,0.0235934664246824,0,0.00181488203266788,0.0308529945553539,0.00362976406533575,0.072595281306715,0.0108892921960073,0.043557168784029,0,0,0,0,0,0,0,0,0,0,0.00907441016333938,0,0,0.00362976406533575,0,0,0,0.0163339382940109,0
205,NA,0.0355871886120996,0.0551601423487545,0.0177935943060498,0,0.0266903914590747,0.00711743772241993,0.00711743772241993,0.0480427046263345,0.00533807829181495,0,0.0284697508896797,0.430604982206406,0,0,0.0444839857651246,0,0.00177935943060498,0,0,0.0142348754448399,0.0427046263345196,0.00889679715302491,0,0.0355871886120996,0.00355871886120996,0.0409252669039146,0.0551601423487545,0.0338078291814947,0,0,0,0.00711743772241993,0,0.00177935943060498,0,0,0,0,0,0,0,0.0124555160142349,0,0,0,0.0355871886120996,0
210,NA,0.0956937799043062,0.0382775119617225,0.0143540669856459,0,0.00956937799043062,0.00797448165869218,0.00159489633173844,0.0350877192982456,0,0,0.0462519936204147,0.196172248803828,0,0,0.0797448165869219,0,0,0.00159489633173844,0,0.0127591706539075,0.0414673046251994,0.0127591706539075,0,0.0382775119617225,0.00318979266347687,0.303030303030303,0.0111642743221691,0.0175438596491228,0,0,0,0,0,0,0,0,0,0,0.00797448165869218,0,0,0.00318979266347687,0,0,0,0.0223285486443381,0
215,NA,0.0664819944598338,0.0263157894736842,0.00831024930747922,0,0.00277008310249307,0.00692520775623269,0.00138504155124654,0.0498614958448753,0.00415512465373961,0,0.0249307479224377,0.380886426592798,0.00554016620498615,0,0.0650969529085873,0,0,0.0110803324099723,0,0.0110803324099723,0.0221606648199446,0.0110803324099723,0,0.0290858725761773,0.0124653739612188,0.200831024930748,0.00554016620498615,0.0263157894736842,0,0,0,0.00138504155124654,0,0,0,0,0,0.00138504155124654,0.00138504155124654,0,0,0.0124653739612188,0,0,0,0.0110803324099723,0
220,NA,0.0141442715700141,0.0792079207920792,0.00565770862800566,0.00141442715700141,0.00282885431400283,0.00282885431400283,0.00707213578500707,0.057991513437058,0.00141442715700141,0,0.00565770862800566,0.637906647807638,0.00141442715700141,0,0.0367751060820368,0,0,0.00565770862800566,0,0.00848656294200849,0.00424328147100424,0,0,0.0141442715700141,0.00282885431400283,0.0198019801980198,0.0183875530410184,0.0325318246110325,0.00282885431400283,0,0.00141442715700141,0.00141442715700141,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0.00282885431400283,0,0.0113154172560113,0
225,NA,0.0795454545454545,0.0113636363636364,0.00568181818181818,0.00142045454545455,0.00284090909090909,0.00284090909090909,0.00426136363636364,0.0397727272727273,0.00142045454545455,0,0.0127840909090909,0.542613636363636,0,0,0.0539772727272727,0,0,0.00426136363636364,0,0.0142045454545455,0.00852272727272727,0.00710227272727273,0,0.0113636363636364,0.03125,0.0625,0.00710227272727273,0.0255681818181818,0.00142045454545455,0,0,0.00142045454545455,0,0.00142045454545455,0,0,0,0,0.00142045454545455,0,0,0.0525568181818182,0,0,0,0.00852272727272727,0.00284090909090909
230,NA,0.0414878397711016,0.0271816881258941,0.0271816881258941,0.00143061516452074,0.00858369098712446,0.00572246065808298,0.00715307582260372,0.0515021459227468,0.00286123032904149,0,0.0100143061516452,0.4620886981402,0,0,0.0743919885550787,0,0,0.011444921316166,0,0.0143061516452074,0.00572246065808298,0.0128755364806867,0.00143061516452074,0.0185979971387697,0.0157367668097282,0.107296137339056,0.00429184549356223,0.0543633762517883,0,0,0,0.00572246065808298,0,0,0,0.00143061516452074,0,0,0.00286123032904149,0,0,0.0171673819742489,0,0,0,0.00715307582260372,0
235,NA,0.0075187969924812,0.0736842105263158,0.00902255639097744,0.00150375939849624,0.00150375939849624,0.00300751879699248,0.00451127819548872,0.0451127819548872,0,0,0.0075187969924812,0.682706766917293,0,0,0.0240601503759399,0,0,0.00451127819548872,0,0.0135338345864662,0.00150375939849624,0.00150375939849624,0,0.0180451127819549,0.00451127819548872,0.0360902255639098,0.00451127819548872,0.0225563909774436,0,0,0,0.0075187969924812,0,0,0,0,0,0,0,0,0,0.0195488721804511,0,0,0,0.00451127819548872,0.00150375939849624
240,NA,0.00894454382826476,0.073345259391771,0.0125223613595707,0.00178890876565295,0,0.00536672629695885,0.00536672629695885,0.0769230769230769,0.0035778175313059,0,0.0035778175313059,0.661896243291592,0,0,0.0268336314847943,0,0,0.0071556350626118,0,0.0107334525939177,0,0,0,0.0143112701252236,0.00178890876565295,0.0178890876565295,0.0035778175313059,0.0214669051878354,0,0,0.00178890876565295,0.00894454382826476,0,0,0.00178890876565295,0,0,0,0,0,0,0.0250447227191413,0,0.00178890876565295,0,0.0035778175313059,0
245,NA,0.00843170320404722,0.0741989881956155,0.0101180438448567,0,0.00505902192242833,0,0.00337268128161889,0.0370994940978078,0,0,0.0134907251264755,0.672849915682968,0,0,0.0354131534569983,0,0,0,0,0.00843170320404722,0,0.00337268128161889,0,0.0185497470489039,0,0.0185497470489039,0.0134907251264755,0.015177065767285,0,0,0,0.00168634064080944,0,0.00168634064080944,0,0,0,0,0,0,0,0.0472175379426644,0,0.00337268128161889,0,0.00843170320404722,0
255,NA,0.0429338103756708,0.0608228980322004,0.0250447227191413,0,0.0196779964221825,0.0035778175313059,0.00178890876565295,0.0411449016100179,0.00536672629695885,0,0.0107334525939177,0.57602862254025,0,0,0.035778175313059,0,0,0.00894454382826476,0,0.00894454382826476,0.00536672629695885,0.00178890876565295,0,0.0178890876565295,0.0071556350626118,0.0483005366726297,0.00894454382826476,0.0268336314847943,0,0,0.00178890876565295,0,0,0,0,0.00178890876565295,0,0.00178890876565295,0,0,0,0.0286225402504472,0,0,0,0.0071556350626118,0.00178890876565295
260,NA,0.0137693631669535,0.0912220309810671,0.00860585197934595,0,0.00172117039586919,0.00516351118760757,0.00172117039586919,0.0636833046471601,0.00344234079173838,0,0.00344234079173838,0.597246127366609,0,0,0.0223752151462995,0,0,0.00516351118760757,0,0.00860585197934595,0,0.0103270223752151,0,0.0223752151462995,0.00516351118760757,0.0516351118760757,0.0120481927710843,0.0275387263339071,0.00172117039586919,0,0,0.00344234079173838,0,0,0,0,0,0,0,0,0,0.0309810671256454,0.00172117039586919,0.00172117039586919,0,0.00516351118760757,0
266,NA,0.00840336134453781,0.0907563025210084,0.00504201680672269,0,0.0100840336134454,0,0.00336134453781513,0.0621848739495798,0,0,0.0117647058823529,0.630252100840336,0,0,0.0352941176470588,0,0,0.00336134453781513,0,0.00504201680672269,0.00168067226890756,0.00168067226890756,0,0.0201680672268908,0.00336134453781513,0.0218487394957983,0.00840336134453781,0.0134453781512605,0.00168067226890756,0,0.00168067226890756,0.00504201680672269,0,0,0,0,0,0,0,0,0,0.038655462184874,0,0,0,0.0168067226890756,0
