"sample.depths","sample.ages","Acer.rubrum","Acer.undiff.","Betula","Carya","Caryophyllaceae","Cupressaceae","Cyperaceae","Ericaceae","Juglans.cinerea","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Fraxinus","Myricaceae","Amaranthaceae","Poaceae","Plantago","Polygonum","Castanea.dentata","Tsuga.canadensis","Fagus.grandifolia","Artemisia","Ilex","Tilia.americana","Salix","Asteraceae.subf..Cichorioideae","Larix.laricina","Thalictrum","Liquidambar.styraciflua","Corylus","Populus","Abies","Apiaceae","Sanguisorba"
730,10210,0,0.0183823529411765,0.0661764705882353,0,0,0,0.0147058823529412,0,0,0.0330882352941176,0.00367647058823529,0.0183823529411765,0.143382352941176,0.591911764705882,0,0.00735294117647059,0.0257352941176471,0.0330882352941176,0,0.0147058823529412,0,0,0.00367647058823529,0,0,0,0.00735294117647059,0.00367647058823529,0.00367647058823529,0.00367647058823529,0,0.00367647058823529,0,0,0,0,0.00367647058823529,0,0,0,0
735,10294,0.0029673590504451,0.00890207715133531,0.0682492581602374,0,0,0,0.0029673590504451,0,0,0.0207715133531157,0,0.0504451038575668,0.183976261127596,0.551928783382789,0,0.0118694362017804,0.0178041543026706,0.029673590504451,0,0.0237388724035608,0,0,0.0118694362017804,0,0,0,0.0118694362017804,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0
740,10378,0,0.0123076923076923,0.0707692307692308,0.00307692307692308,0,0,0.00615384615384615,0,0,0.00923076923076923,0,0.0246153846153846,0.276923076923077,0.492307692307692,0,0.00307692307692308,0.00923076923076923,0.0430769230769231,0,0.0153846153846154,0,0,0.00307692307692308,0,0,0,0.0153846153846154,0.00615384615384615,0,0.00307692307692308,0,0.00615384615384615,0,0,0,0,0,0,0,0,0
745,10461,0.003003003003003,0.003003003003003,0.0750750750750751,0.003003003003003,0,0,0,0,0,0.033033033033033,0,0.036036036036036,0.243243243243243,0.51051051051051,0,0.006006006006006,0.009009009009009,0.021021021021021,0,0.012012012012012,0,0,0.003003003003003,0,0,0.003003003003003,0.036036036036036,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0
750,10545,0.00557103064066852,0.00557103064066852,0.0835654596100279,0,0,0,0.00278551532033426,0,0,0.0250696378830084,0,0.011142061281337,0.164345403899721,0.554317548746518,0,0.0139275766016713,0.0278551532033426,0.0306406685236769,0,0.00835654596100279,0.00278551532033426,0,0.0139275766016713,0,0,0,0.0389972144846797,0.00278551532033426,0,0.00278551532033426,0,0.00278551532033426,0,0,0,0,0.00278551532033426,0,0,0,0
755,10629,0.00576368876080692,0,0.0951008645533141,0,0,0,0,0,0.00288184438040346,0.0230547550432277,0,0.0432276657060519,0.161383285302594,0.501440922190202,0,0.0115273775216138,0.0288184438040346,0.0634005763688761,0,0.0230547550432277,0,0.00288184438040346,0.00576368876080692,0,0,0,0.0172910662824208,0.00864553314121038,0.00288184438040346,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0
760,10713,0,0,0.0898203592814371,0,0,0,0,0,0.0029940119760479,0.0329341317365269,0.0029940119760479,0.0209580838323353,0.119760479041916,0.57185628742515,0,0.00598802395209581,0.0149700598802395,0.0329341317365269,0,0.0329341317365269,0.00898203592814371,0,0.00598802395209581,0,0,0,0.0389221556886228,0.0029940119760479,0,0.00598802395209581,0,0,0,0,0,0,0,0,0.00898203592814371,0,0
765,10797,0,0.00272479564032698,0.0463215258855586,0.00272479564032698,0,0,0,0,0,0.0354223433242507,0.00272479564032698,0.0326975476839237,0.171662125340599,0.517711171662125,0,0.0108991825613079,0.0190735694822888,0.0653950953678474,0,0.0190735694822888,0,0,0.00272479564032698,0,0,0,0.0681198910081744,0,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0,0
770,10881,0,0.00925925925925926,0.0493827160493827,0,0,0,0,0,0,0.0185185185185185,0,0.0246913580246914,0.216049382716049,0.546296296296296,0,0,0.0154320987654321,0.0216049382716049,0,0.0185185185185185,0.00308641975308642,0,0,0,0,0.00617283950617284,0.0679012345679012,0,0,0,0.00308641975308642,0,0,0,0,0,0,0,0,0,0
775,10965,0,0.00593471810089021,0.100890207715134,0.0029673590504451,0,0,0.0029673590504451,0,0,0.029673590504451,0,0.056379821958457,0.15727002967359,0.492581602373887,0,0.00593471810089021,0.029673590504451,0.0178041543026706,0,0.0445103857566766,0.0029673590504451,0,0.0029673590504451,0,0,0,0.0445103857566766,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0
780,11049,0,0.0144927536231884,0.107246376811594,0.00289855072463768,0,0,0,0,0.00289855072463768,0.0173913043478261,0,0.0666666666666667,0.255072463768116,0.431884057971014,0,0.00579710144927536,0.00869565217391304,0.0173913043478261,0,0.0202898550724638,0,0,0,0,0,0,0.0434782608695652,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0.00289855072463768,0,0
785,11133,0,0.0118694362017804,0.0712166172106825,0,0.0029673590504451,0,0,0,0,0.0356083086053412,0,0.0534124629080119,0.320474777448071,0.382789317507418,0,0.0029673590504451,0.00890207715133531,0.0326409495548961,0,0.0148367952522255,0.0029673590504451,0,0,0,0,0,0.0534124629080119,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0.0029673590504451,0,0
790,11225,0,0.00313479623824451,0.0940438871473354,0,0,0,0,0,0,0.0532915360501567,0,0.0376175548589342,0.376175548589342,0.366771159874608,0,0.00313479623824451,0.0156739811912226,0.00940438871473354,0,0.0219435736677116,0,0,0,0,0,0,0.0125391849529781,0,0,0.00626959247648903,0,0,0,0,0,0,0,0,0,0,0
795,11317,0,0.0173913043478261,0.0927536231884058,0,0,0,0,0,0,0.0550724637681159,0,0.0782608695652174,0.284057971014493,0.4,0,0.00579710144927536,0.00289855072463768,0.0173913043478261,0,0.0260869565217391,0.00289855072463768,0,0,0,0,0,0.0115942028985507,0,0,0,0,0,0,0,0,0,0,0,0.00579710144927536,0,0
800,11633,0,0.0104166666666667,0.1171875,0.00260416666666667,0,0,0.0234375,0,0,0.0364583333333333,0.0182291666666667,0.0859375,0.283854166666667,0.276041666666667,0,0.0104166666666667,0.0182291666666667,0.0651041666666667,0,0.03125,0,0,0.00520833333333333,0,0,0,0.00260416666666667,0.00260416666666667,0,0,0,0.00260416666666667,0,0,0,0,0,0,0.0078125,0,0
805,11949,0,0.0114285714285714,0.151428571428571,0,0,0,0.00857142857142857,0,0,0.04,0.0314285714285714,0.0685714285714286,0.288571428571429,0.185714285714286,0,0.00285714285714286,0.0114285714285714,0.08,0,0.0571428571428571,0,0,0.0114285714285714,0,0,0,0.02,0,0,0,0,0.00857142857142857,0,0,0.00285714285714286,0,0,0,0.02,0,0
810,12088,0,0,0.312820512820513,0,0,0,0.0230769230769231,0,0,0.0692307692307692,0.0128205128205128,0,0.0666666666666667,0.0948717948717949,0,0.0102564102564103,0.00256410256410256,0.28974358974359,0,0.0769230769230769,0.00769230769230769,0,0.00512820512820513,0,0,0,0.00512820512820513,0,0.0102564102564103,0,0,0.00256410256410256,0,0,0.00512820512820513,0,0,0,0.00512820512820513,0,0
815,12226,0,0.00268817204301075,0.198924731182796,0,0,0,0.0403225806451613,0.00537634408602151,0,0.032258064516129,0.0161290322580645,0,0.137096774193548,0.064516129032258,0,0.00806451612903226,0.010752688172043,0.397849462365591,0,0.0161290322580645,0.0456989247311828,0,0.00268817204301075,0,0,0,0,0,0.00537634408602151,0,0,0.00806451612903226,0,0,0.00268817204301075,0,0,0,0.00537634408602151,0,0
820,12365,0,0,0.217765042979943,0,0,0,0.0515759312320917,0,0.00286532951289398,0.0286532951289398,0.0888252148997135,0,0.214899713467049,0.0458452722063037,0,0.00859598853868195,0.00859598853868195,0.229226361031519,0,0.0257879656160458,0.0315186246418338,0.00286532951289398,0,0,0,0,0.00286532951289398,0,0.00286532951289398,0,0,0,0,0.00286532951289398,0,0,0,0,0.0343839541547278,0,0
825,12503,0,0,0.229850746268657,0.00298507462686567,0,0,0.0656716417910448,0.00298507462686567,0,0.0328358208955224,0.0656716417910448,0,0.205970149253731,0.0298507462686567,0,0.00895522388059702,0.00597014925373134,0.274626865671642,0,0.0238805970149254,0.0119402985074627,0,0.00298507462686567,0,0,0,0.00298507462686567,0,0.0119402985074627,0,0,0.00298507462686567,0,0,0.00298507462686567,0,0,0,0.0149253731343284,0,0
830,12642,0,0,0.150259067357513,0.00259067357512953,0.00259067357512953,0,0.0699481865284974,0.00259067357512953,0.00518134715025907,0.0569948186528497,0.038860103626943,0,0.246113989637306,0.0466321243523316,0,0.00259067357512953,0.00518134715025907,0.284974093264249,0,0.0414507772020725,0.0129533678756477,0,0.0129533678756477,0,0,0,0,0,0.00518134715025907,0,0,0.00259067357512953,0,0,0,0,0.00259067357512953,0,0.0077720207253886,0,0
835,13109,0,0,0.0962732919254658,0,0,0,0.077639751552795,0,0,0.0279503105590062,0.031055900621118,0,0.329192546583851,0.102484472049689,0,0.0093167701863354,0.0093167701863354,0.211180124223602,0,0.046583850931677,0.0062111801242236,0,0.0124223602484472,0,0,0,0,0,0.0062111801242236,0,0,0.0062111801242236,0,0,0.0124223602484472,0,0,0,0.015527950310559,0,0
840,13576,0,0.00263852242744063,0.0554089709762533,0.00527704485488127,0,0,0.12401055408971,0.00527704485488127,0,0.0633245382585752,0.0369393139841689,0,0.337730870712401,0.108179419525066,0,0.029023746701847,0.00263852242744063,0.108179419525066,0,0.0817941952506596,0.0079155672823219,0,0.0079155672823219,0,0,0,0,0.00527704485488127,0,0,0,0,0,0.00527704485488127,0,0,0.00527704485488127,0,0.0079155672823219,0,0
845,14043,0,0.00321543408360129,0.0803858520900322,0.00321543408360129,0,0,0.0546623794212219,0.00643086816720257,0,0.0707395498392283,0.067524115755627,0,0.260450160771704,0.135048231511254,0,0.022508038585209,0,0.135048231511254,0,0.0932475884244373,0.0192926045016077,0.00321543408360129,0.00964630225080386,0,0,0,0,0.00643086816720257,0.00321543408360129,0,0,0.0192926045016077,0,0,0,0,0,0,0.00643086816720257,0,0
850,14510,0,0,0.139318885448916,0.00309597523219814,0,0,0.0526315789473684,0.00309597523219814,0,0.123839009287926,0.0804953560371517,0,0.281733746130031,0.111455108359133,0,0.021671826625387,0,0.0278637770897833,0,0.0743034055727554,0.0123839009287926,0,0.0309597523219814,0,0,0,0,0,0.0123839009287926,0,0,0.0154798761609907,0,0.00309597523219814,0,0,0,0.00619195046439629,0,0,0
855,NA,0,0,0.14985590778098,0,0,0,0.167146974063401,0.0144092219020173,0,0.0605187319884726,0.0922190201729107,0,0.172910662824208,0.0979827089337176,0,0.0432276657060519,0.00288184438040346,0.0288184438040346,0,0.0489913544668588,0.00288184438040346,0,0.069164265129683,0,0,0,0,0.00288184438040346,0.00576368876080692,0,0,0.031700288184438,0,0,0.00288184438040346,0,0,0,0.00576368876080692,0,0
860,NA,0,0,0.116847826086957,0.00271739130434783,0,0,0.220108695652174,0.0135869565217391,0,0.0271739130434783,0.046195652173913,0,0.198369565217391,0.0516304347826087,0,0.0380434782608696,0,0.105978260869565,0,0.0135869565217391,0.0108695652173913,0,0.0353260869565217,0,0,0,0,0,0.016304347826087,0,0,0.078804347826087,0,0,0.0190217391304348,0,0,0,0.00543478260869565,0,0
865,NA,0,0,0.100278551532033,0,0,0,0.253481894150418,0.0167130919220056,0,0.011142061281337,0.0306406685236769,0,0.20891364902507,0.0389972144846797,0,0.0194986072423398,0,0.153203342618384,0,0.00835654596100279,0.00557103064066852,0.00278551532033426,0.0334261838440111,0,0,0,0,0,0.0194986072423398,0,0,0.0696378830083565,0,0.00557103064066852,0.0167130919220056,0,0,0.00278551532033426,0,0.00278551532033426,0
870,NA,0,0,0.133484162895928,0,0,0,0.300904977375566,0.0113122171945701,0,0.0135746606334842,0.0113122171945701,0,0.1289592760181,0.0384615384615385,0,0.00904977375565611,0,0.15158371040724,0,0.00904977375565611,0.00452488687782805,0.00226244343891403,0.0701357466063348,0,0,0,0,0,0.0135746606334842,0,0,0.0701357466063348,0,0,0.0271493212669683,0,0,0,0,0.00452488687782805,0
875,NA,0,0,0.0415704387990762,0.0023094688221709,0.0023094688221709,0.0046189376443418,0.302540415704388,0.0092378752886836,0,0.0138568129330254,0.0184757505773672,0,0.0808314087759815,0.0207852193995381,0,0.0254041570438799,0,0.166281755196305,0,0.0023094688221709,0.0138568129330254,0,0.0785219399538106,0,0,0,0,0,0.023094688221709,0,0,0.173210161662818,0,0,0.0161662817551963,0,0.0023094688221709,0,0.0023094688221709,0,0
880,NA,0,0,0.0491452991452991,0,0,0,0.337606837606838,0.00641025641025641,0,0.00641025641025641,0.0341880341880342,0,0.138888888888889,0.0213675213675214,0,0.0235042735042735,0.00213675213675214,0.123931623931624,0,0,0.0213675213675214,0,0.0598290598290598,0,0,0,0,0,0.0277777777777778,0,0,0.117521367521368,0,0,0.0299145299145299,0,0,0,0,0,0
885,NA,0,0,0.0511727078891258,0,0.00213219616204691,0,0.347547974413646,0.00639658848614072,0,0.00213219616204691,0.0127931769722814,0,0.127931769722815,0.0149253731343284,0,0.0213219616204691,0,0.153518123667377,0,0,0.0170575692963753,0,0.0597014925373134,0,0,0,0,0,0.0255863539445629,0,0,0.110874200426439,0,0,0.0426439232409382,0,0,0,0,0.00426439232409382,0
890,NA,0,0,0.0253164556962025,0,0.00210970464135021,0,0.324894514767932,0.00210970464135021,0,0.00632911392405063,0.0189873417721519,0,0.179324894514768,0.0126582278481013,0,0.069620253164557,0.00210970464135021,0.122362869198312,0,0,0.0105485232067511,0,0.0738396624472574,0,0,0,0,0,0.029535864978903,0,0,0.0886075949367089,0,0,0.029535864978903,0,0,0,0.00210970464135021,0,0
895,NA,0,0,0.0139165009940358,0,0.00397614314115308,0,0.399602385685885,0.00596421471172962,0,0.00397614314115308,0.0198807157057654,0.00198807157057654,0.131212723658052,0.0218687872763419,0,0.0397614314115308,0,0.151093439363817,0,0.00198807157057654,0.00198807157057654,0,0.0596421471172962,0,0,0,0,0,0.0377733598409543,0,0,0.0596421471172962,0,0,0.0437375745526839,0,0,0,0.00198807157057654,0,0
900,NA,0,0,0.032258064516129,0,0.0064516129032258,0,0.346236559139785,0.0043010752688172,0,0.0043010752688172,0.021505376344086,0,0.150537634408602,0.0129032258064516,0,0.0666666666666667,0,0.139784946236559,0,0,0.010752688172043,0,0.0774193548387097,0,0,0,0,0,0.0258064516129032,0,0,0.043010752688172,0,0,0.0494623655913978,0,0,0,0,0.00860215053763441,0
910,NA,0,0,0.0296442687747036,0,0.00395256916996047,0,0.391304347826087,0.00790513833992095,0,0.00988142292490119,0.0138339920948617,0,0.142292490118577,0.0138339920948617,0,0.0454545454545455,0.00197628458498024,0.108695652173913,0,0,0.0138339920948617,0,0.0849802371541502,0,0,0,0,0,0.0494071146245059,0,0,0.0375494071146245,0,0,0.041501976284585,0,0.00197628458498024,0,0,0,0.00197628458498024
920,NA,0,0,0.0294117647058824,0,0.0378151260504202,0.0168067226890756,0.30672268907563,0,0,0,0.00420168067226891,0,0.189075630252101,0.0126050420168067,0,0.100840336134454,0.00840336134453781,0.180672268907563,0,0,0,0,0.0630252100840336,0,0,0,0,0,0.0336134453781513,0,0,0.0126050420168067,0,0,0,0,0,0,0,0.00420168067226891,0
930,NA,0,0,0.021505376344086,0,0.0161290322580645,0.00537634408602151,0.360215053763441,0,0,0,0.00537634408602151,0,0.387096774193548,0.00537634408602151,0,0.0752688172043011,0,0.043010752688172,0,0,0,0,0.0591397849462366,0,0,0,0,0,0.021505376344086,0,0,0,0,0,0,0,0,0,0,0,0
940,NA,0,0,0.025974025974026,0,0.012987012987013,0.00324675324675325,0.288961038961039,0,0,0,0.0064935064935065,0,0.37987012987013,0.0162337662337662,0,0.0876623376623377,0,0.0779220779220779,0,0,0,0,0.0681818181818182,0,0,0,0,0,0.0324675324675325,0,0,0,0,0,0,0,0,0,0,0,0
950,NA,0,0,0.0241379310344828,0,0.0103448275862069,0.0103448275862069,0.26551724137931,0,0,0,0.00689655172413793,0,0.203448275862069,0.0137931034482759,0,0.231034482758621,0,0.120689655172414,0,0,0,0,0.0517241379310345,0,0,0,0,0,0.0206896551724138,0,0,0.0344827586206897,0,0,0,0,0,0,0,0.00689655172413793,0
960,NA,0,0,0.0127388535031847,0,0.00636942675159236,0.0159235668789809,0.251592356687898,0.00318471337579618,0,0,0.00318471337579618,0,0.455414012738854,0.00318471337579618,0,0.124203821656051,0,0.0414012738853503,0,0,0,0,0.0382165605095541,0,0,0,0,0,0.0318471337579618,0,0,0.0127388535031847,0,0,0,0,0,0,0,0,0
970,NA,0,0,0.00949367088607595,0,0.00632911392405063,0,0.275316455696203,0,0,0,0.00316455696202532,0,0.465189873417722,0,0,0.126582278481013,0,0.0284810126582278,0,0,0,0,0.0443037974683544,0,0,0,0,0,0.0158227848101266,0,0,0.0253164556962025,0,0,0,0,0,0,0,0,0
980,NA,0,0,0.0186335403726708,0,0,0.0031055900621118,0.229813664596273,0,0,0,0.0062111801242236,0,0.419254658385093,0.0031055900621118,0,0.149068322981366,0,0.0714285714285714,0,0,0,0,0.0403726708074534,0,0,0,0,0,0.0341614906832298,0,0,0.0248447204968944,0,0,0,0,0,0,0,0,0
990,NA,0,0,0.0576923076923077,0,0.0115384615384615,0.0115384615384615,0.25,0,0,0,0.0115384615384615,0,0.15,0.0115384615384615,0,0.253846153846154,0,0.0730769230769231,0,0,0,0,0.0884615384615385,0,0,0,0,0,0.0230769230769231,0,0,0.0576923076923077,0,0,0,0,0,0,0,0,0
1000,NA,0,0,0.00632911392405063,0,0.00949367088607595,0.00632911392405063,0.348101265822785,0,0,0,0.00316455696202532,0,0.215189873417722,0.0126582278481013,0,0.218354430379747,0,0.060126582278481,0,0,0,0,0.0727848101265823,0,0,0,0,0,0.0221518987341772,0,0,0.0253164556962025,0,0,0,0,0,0,0,0,0
1010,NA,0,0,0.0203488372093023,0,0.0174418604651163,0.00872093023255814,0.276162790697674,0,0,0,0.00290697674418605,0,0.232558139534884,0.0145348837209302,0,0.151162790697674,0,0.116279069767442,0,0,0,0,0.0523255813953488,0,0,0,0,0,0.0377906976744186,0,0,0.0697674418604651,0,0,0,0,0,0,0,0,0
