"sample.depths","sample.ages","Acer.rubrum","Acer.undiff.","Betula","Carya","Caryophyllaceae","Cupressaceae","Cyperaceae","Ericaceae","Juglans.cinerea","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Fraxinus","Myricaceae","Amaranthaceae","Poaceae","Plantago","Polygonum","Castanea.dentata","Tsuga.canadensis","Fagus.grandifolia","Artemisia","Ilex","Tilia.americana","Salix","Asteraceae.subf..Cichorioideae","Larix.laricina","Thalictrum","Liquidambar.styraciflua","Corylus","Populus","Abies","Apiaceae","Sanguisorba"
65,777,0.00311526479750779,0.00623052959501558,0.115264797507788,0.0311526479750779,0,0,0.00311526479750779,0,0,0.00934579439252336,0,0.0186915887850467,0.0841121495327103,0.566978193146417,0,0,0.00311526479750779,0.0186915887850467,0.0155763239875389,0.00623052959501558,0,0,0,0,0,0.0249221183800623,0.0529595015576324,0.0342679127725857,0,0.00311526479750779,0.00311526479750779,0,0,0,0,0,0,0,0,0,0
70,837,0,0.0147058823529412,0.111764705882353,0.0264705882352941,0,0,0.00294117647058824,0.00294117647058824,0.00294117647058824,0.00588235294117647,0,0.00294117647058824,0.0647058823529412,0.623529411764706,0,0,0.00588235294117647,0.0117647058823529,0.00588235294117647,0.0117647058823529,0.00294117647058824,0,0.00294117647058824,0,0,0.0088235294117647,0.0264705882352941,0.0617647058823529,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0
75,897,0,0.0199430199430199,0.111111111111111,0.0484330484330484,0,0,0.00854700854700855,0.00284900284900285,0,0.037037037037037,0.00284900284900285,0,0.0427350427350427,0.524216524216524,0,0,0.00854700854700855,0.0227920227920228,0,0.0284900284900285,0,0.00284900284900285,0,0,0,0.037037037037037,0.0427350427350427,0.0541310541310541,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0
80,956,0,0.00943396226415094,0.113207547169811,0.059748427672956,0,0.00943396226415094,0.00314465408805031,0,0.00314465408805031,0.0314465408805031,0,0.00314465408805031,0.0220125786163522,0.60062893081761,0,0.00314465408805031,0.0125786163522013,0.00628930817610063,0,0.0125786163522013,0,0,0,0,0,0.0377358490566038,0.0283018867924528,0.0377358490566038,0,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,0
85,1016,0,0.0180722891566265,0.126506024096386,0.0421686746987952,0,0,0.00301204819277108,0.00602409638554217,0.00301204819277108,0.0120481927710843,0,0,0.0632530120481928,0.55421686746988,0,0,0.0120481927710843,0.0120481927710843,0,0.0180722891566265,0,0,0,0,0,0.0512048192771084,0.0391566265060241,0.0391566265060241,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1076,0,0.0141242937853107,0.132768361581921,0.0847457627118644,0.00282485875706215,0,0.00282485875706215,0,0.00282485875706215,0.00847457627118644,0,0.00564971751412429,0.0367231638418079,0.53954802259887,0,0,0.0112994350282486,0.0141242937853107,0.00282485875706215,0.0282485875706215,0,0,0,0,0,0.019774011299435,0.0480225988700565,0.0423728813559322,0,0,0,0.00282485875706215,0,0,0,0,0,0,0,0,0
95,1136,0,0.009375,0.1125,0.0625,0,0.003125,0.009375,0,0.00625,0.0125,0,0.015625,0.0625,0.540625,0.003125,0.003125,0.0125,0.028125,0,0.021875,0.003125,0,0,0,0,0.015625,0.040625,0.034375,0.003125,0,0,0,0,0,0,0,0,0,0,0,0
100,1196,0,0.0133333333333333,0.122666666666667,0.0746666666666667,0.00266666666666667,0,0.00266666666666667,0,0.00266666666666667,0.0133333333333333,0.00266666666666667,0.0133333333333333,0.048,0.512,0,0,0.0133333333333333,0.016,0.008,0.0186666666666667,0,0,0.00266666666666667,0,0,0.0293333333333333,0.0746666666666667,0.0186666666666667,0.00533333333333333,0,0.00266666666666667,0.00266666666666667,0,0,0,0,0,0,0,0,0
105,1255,0,0.00315457413249211,0.116719242902208,0.0473186119873817,0,0,0,0,0,0.0189274447949527,0,0.00630914826498423,0.0630914826498423,0.580441640378549,0,0.00630914826498423,0.00315457413249211,0.00946372239747634,0,0.0157728706624606,0.00315457413249211,0,0,0.00315457413249211,0,0.0347003154574132,0.0410094637223975,0.0441640378548896,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0
110,1315,0,0.00634920634920635,0.111111111111111,0.0888888888888889,0,0,0,0,0.00317460317460317,0.0126984126984127,0.00317460317460317,0.00317460317460317,0.0603174603174603,0.520634920634921,0,0.00317460317460317,0.0158730158730159,0.00952380952380952,0,0.0317460317460317,0,0,0,0,0,0.0222222222222222,0.0634920634920635,0.0412698412698413,0,0,0.00317460317460317,0,0,0,0,0,0,0,0,0,0
115,1375,0,0.00625,0.121875,0.034375,0.003125,0,0.00625,0,0,0.009375,0,0.00625,0.05625,0.609375,0,0.009375,0.0125,0.015625,0,0.015625,0,0,0,0,0,0.021875,0.03125,0.040625,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1435,0,0.0164473684210526,0.111842105263158,0.0526315789473684,0,0,0.00986842105263158,0,0.00328947368421053,0.0131578947368421,0,0.00657894736842105,0.0427631578947368,0.546052631578947,0,0.00986842105263158,0.0296052631578947,0.0164473684210526,0,0.0197368421052632,0,0,0,0,0,0.0361842105263158,0.0427631578947368,0.0361842105263158,0.00328947368421053,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0
125,1495,0.009375,0,0.109375,0.06875,0,0,0.00625,0,0,0.009375,0.003125,0.009375,0.0375,0.60625,0,0,0.015625,0.015625,0,0.021875,0,0,0,0,0,0.00625,0.040625,0.0375,0,0,0.003125,0,0,0,0,0,0,0,0,0,0
130,1554,0,0.0060790273556231,0.0972644376899696,0.0790273556231003,0,0,0,0,0,0.0182370820668693,0,0.00911854103343465,0.033434650455927,0.547112462006079,0,0.0060790273556231,0,0.0243161094224924,0,0.0182370820668693,0.0060790273556231,0,0.0060790273556231,0,0,0.0212765957446809,0.0699088145896656,0.0516717325227964,0.00303951367781155,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0
135,1614,0.0062111801242236,0.031055900621118,0.118012422360248,0.0590062111801242,0,0,0.0124223602484472,0,0,0.0217391304347826,0,0.0031055900621118,0.0403726708074534,0.53416149068323,0,0.0031055900621118,0.015527950310559,0.0186335403726708,0,0.0341614906832298,0,0,0.0062111801242236,0,0,0.0279503105590062,0.031055900621118,0.0372670807453416,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1674,0,0.0148367952522255,0.130563798219585,0.0356083086053412,0,0,0.0148367952522255,0,0.00890207715133531,0.0148367952522255,0,0,0.0474777448071217,0.554896142433234,0,0,0.0207715133531157,0.00890207715133531,0,0.0148367952522255,0.00593471810089021,0,0,0,0,0.0178041543026706,0.0385756676557863,0.0712166172106825,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1734,0,0.003003003003003,0.102102102102102,0.066066066066066,0,0,0.012012012012012,0.003003003003003,0.003003003003003,0.006006006006006,0,0,0.039039039039039,0.60960960960961,0,0.003003003003003,0.015015015015015,0.015015015015015,0,0.021021021021021,0,0,0,0,0,0.027027027027027,0.021021021021021,0.0540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1793,0,0.0121580547112462,0.0820668693009119,0.0395136778115502,0,0,0.0060790273556231,0,0,0.0212765957446809,0,0.0121580547112462,0.0455927051671733,0.620060790273556,0,0,0.0121580547112462,0.0212765957446809,0,0.0212765957446809,0,0,0,0,0,0.027355623100304,0.027355623100304,0.0486322188449848,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0
155,1853,0,0.0112994350282486,0.0988700564971751,0.0480225988700565,0,0,0.00847457627118644,0,0.00282485875706215,0.0169491525423729,0,0.00282485875706215,0.0564971751412429,0.581920903954802,0,0.0141242937853107,0.0112994350282486,0.0338983050847458,0,0.019774011299435,0,0,0,0,0,0.0141242937853107,0.0141242937853107,0.0564971751412429,0,0,0.00847457627118644,0,0,0,0,0,0,0,0,0,0
160,1913,0,0.0304878048780488,0.100609756097561,0.0670731707317073,0.00304878048780488,0,0.00609756097560976,0,0.00609756097560976,0.0152439024390244,0,0.0121951219512195,0.0365853658536585,0.591463414634146,0,0.00609756097560976,0.00609756097560976,0.0213414634146341,0,0.0304878048780488,0,0,0,0,0,0.0335365853658537,0.0152439024390244,0.0182926829268293,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1973,0,0.0145348837209302,0.125,0.0494186046511628,0,0,0.00872093023255814,0,0,0.0116279069767442,0,0.00290697674418605,0.0494186046511628,0.587209302325581,0,0,0.0116279069767442,0.0203488372093023,0,0.0232558139534884,0,0.00290697674418605,0,0,0,0.0116279069767442,0.0203488372093023,0.0581395348837209,0,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0
170,2033,0,0.0088495575221239,0.0766961651917404,0.0737463126843658,0,0,0.0147492625368732,0,0.0088495575221239,0.023598820058997,0,0.0117994100294985,0.0589970501474926,0.554572271386431,0,0.00589970501474926,0.0147492625368732,0.0176991150442478,0,0.0294985250737463,0,0,0,0,0,0.0353982300884956,0.0383480825958702,0.0265486725663717,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2092,0,0.00636942675159236,0.105095541401274,0.0636942675159236,0,0,0.00955414012738853,0,0.00636942675159236,0.00636942675159236,0,0,0.0732484076433121,0.585987261146497,0,0.00636942675159236,0.0127388535031847,0.0159235668789809,0,0.0127388535031847,0,0,0,0,0,0.0127388535031847,0.0318471337579618,0.0509554140127389,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2168,0,0.00666666666666667,0.12,0.07,0,0,0.0133333333333333,0,0.00666666666666667,0.0166666666666667,0,0.0133333333333333,0.07,0.543333333333333,0,0.00333333333333333,0.0133333333333333,0.0133333333333333,0,0.01,0.00666666666666667,0,0.00666666666666667,0,0,0.0133333333333333,0.02,0.0533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2545,0,0.00604229607250755,0.0755287009063444,0.0574018126888218,0,0,0.00604229607250755,0,0,0.0151057401812689,0,0.00302114803625378,0.0453172205438066,0.640483383685801,0,0.00302114803625378,0.0181268882175227,0.0151057401812689,0,0.0211480362537764,0,0,0,0,0,0.0151057401812689,0.027190332326284,0.0513595166163142,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2621,0,0.0128617363344051,0.0868167202572347,0.0964630225080386,0,0,0,0,0.00321543408360129,0.0160771704180064,0,0.00321543408360129,0.0418006430868167,0.614147909967846,0,0.00964630225080386,0.00321543408360129,0,0,0.0353697749196141,0,0,0,0,0,0,0.0192926045016077,0.0578778135048231,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2696,0.00303030303030303,0.00606060606060606,0.103030303030303,0.0696969696969697,0,0,0,0,0,0.0333333333333333,0,0.00606060606060606,0.0696969696969697,0.503030303030303,0,0.00303030303030303,0.0212121212121212,0.00909090909090909,0,0.0333333333333333,0.00303030303030303,0,0,0,0,0.0242424242424242,0.00606060606060606,0.1,0.00303030303030303,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0
220,2771,0,0.0065359477124183,0.124183006535948,0.0915032679738562,0,0,0.00326797385620915,0,0.0065359477124183,0.0163398692810458,0,0.00980392156862745,0.0686274509803922,0.545751633986928,0,0.0065359477124183,0.0130718954248366,0.0261437908496732,0,0.0130718954248366,0,0,0,0,0,0.0228758169934641,0.0196078431372549,0.0261437908496732,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2847,0,0,0.0885245901639344,0.098360655737705,0,0,0.0163934426229508,0,0.00327868852459016,0.00655737704918033,0,0,0.0819672131147541,0.540983606557377,0,0,0.0131147540983607,0.0229508196721311,0,0.0262295081967213,0,0.00327868852459016,0,0,0,0.0131147540983607,0.0327868852459016,0.0524590163934426,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2922,0,0.023121387283237,0.115606936416185,0.0982658959537572,0,0,0.00289017341040462,0,0.0144508670520231,0.0289017341040462,0,0.00578034682080925,0.0491329479768786,0.459537572254335,0,0.00578034682080925,0.0346820809248555,0.0173410404624277,0,0.0260115606936416,0,0.00289017341040462,0,0,0,0.0115606936416185,0.023121387283237,0.0780346820809249,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0
235,2998,0,0.0135593220338983,0.0983050847457627,0.0745762711864407,0.00677966101694915,0,0.0135593220338983,0,0.00677966101694915,0.0169491525423729,0,0,0.0779661016949153,0.552542372881356,0,0,0.0271186440677966,0.0305084745762712,0,0.023728813559322,0,0,0,0,0,0.0135593220338983,0.0135593220338983,0.0305084745762712,0,0,0,0,0,0,0,0,0,0,0,0,0
240,3073,0,0.0159744408945687,0.0926517571884984,0.0575079872204473,0.00319488817891374,0,0.00638977635782748,0,0.00638977635782748,0.012779552715655,0,0.00319488817891374,0.073482428115016,0.568690095846645,0,0.00958466453674121,0.00958466453674121,0.0223642172523962,0,0.0287539936102236,0,0.00319488817891374,0,0,0,0.0255591054313099,0.0159744408945687,0.0351437699680511,0.00638977635782748,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0
245,3149,0,0.0121951219512195,0.128048780487805,0.073170731707317,0.00304878048780488,0,0,0,0.00304878048780488,0.0152439024390244,0,0,0.0701219512195122,0.515243902439024,0,0.00609756097560976,0.0152439024390244,0.0213414634146341,0,0.024390243902439,0.00304878048780488,0,0,0.00304878048780488,0,0,0.0213414634146341,0.076219512195122,0,0.00304878048780488,0.00609756097560976,0,0,0,0,0,0,0,0,0,0
250,3224,0,0.0257142857142857,0.117142857142857,0.0685714285714286,0,0,0.00285714285714286,0.00571428571428571,0,0.0171428571428571,0,0.0257142857142857,0.0257142857142857,0.548571428571429,0,0.00285714285714286,0.0171428571428571,0.0285714285714286,0,0.0428571428571429,0,0,0,0,0,0.0142857142857143,0.00571428571428571,0.0514285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0
255,3300,0,0.0128617363344051,0.0996784565916399,0.067524115755627,0,0,0.00321543408360129,0,0,0.0418006430868167,0,0.00643086816720257,0.0418006430868167,0.598070739549839,0,0,0.00643086816720257,0.0192926045016077,0,0.0160771704180064,0,0,0,0,0,0.00643086816720257,0.00964630225080386,0.0643086816720257,0,0.00321543408360129,0.00321543408360129,0,0,0,0,0,0,0,0,0,0
260,3375,0,0.00892857142857143,0.136904761904762,0.107142857142857,0,0,0.00297619047619048,0,0.00297619047619048,0.0148809523809524,0.00297619047619048,0.00892857142857143,0.0714285714285714,0.488095238095238,0,0.0148809523809524,0.00892857142857143,0.0178571428571429,0,0.0178571428571429,0,0,0,0,0,0.0327380952380952,0.00595238095238095,0.0535714285714286,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0
265,3450,0,0.0129449838187702,0.161812297734628,0.058252427184466,0.00323624595469256,0,0.00647249190938511,0,0,0.0161812297734628,0,0.00970873786407767,0.058252427184466,0.521035598705502,0,0.00323624595469256,0.029126213592233,0.0194174757281553,0,0.0161812297734628,0,0,0,0,0,0.00323624595469256,0.00970873786407767,0.0711974110032362,0,0,0,0,0,0,0,0,0,0,0,0,0
270,3526,0,0.00857142857142857,0.125714285714286,0.0171428571428571,0,0,0.00285714285714286,0,0.0114285714285714,0.0371428571428571,0,0.00571428571428571,0.0485714285714286,0.591428571428571,0,0,0.0114285714285714,0.0285714285714286,0,0.0342857142857143,0,0,0,0,0,0.0285714285714286,0.00285714285714286,0.0457142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0
275,3601,0,0.0099009900990099,0.0726072607260726,0.0627062706270627,0,0,0.0099009900990099,0,0.0066006600660066,0.0231023102310231,0,0.0132013201320132,0.0429042904290429,0.663366336633663,0,0.0033003300330033,0.0066006600660066,0.0066006600660066,0,0.0231023102310231,0,0,0,0,0,0.0099009900990099,0,0.0396039603960396,0,0,0.0066006600660066,0,0,0,0,0,0,0,0,0,0
280,3677,0,0.0119047619047619,0.0892857142857143,0.133928571428571,0,0,0,0,0.00297619047619048,0.0178571428571429,0,0.00892857142857143,0.0625,0.55952380952381,0,0,0.0119047619047619,0.0178571428571429,0,0.0238095238095238,0.00297619047619048,0,0,0,0,0.0119047619047619,0.00595238095238095,0.0297619047619048,0.00297619047619048,0,0.00595238095238095,0,0,0,0,0,0,0,0,0,0
285,3752,0,0.00641025641025641,0.0833333333333333,0.0865384615384615,0.00320512820512821,0,0.016025641025641,0,0.0128205128205128,0.0256410256410256,0,0.00320512820512821,0.0416666666666667,0.567307692307692,0,0,0.0192307692307692,0.0256410256410256,0,0.0256410256410256,0,0,0,0,0,0,0.0288461538461538,0.0480769230769231,0,0,0.00641025641025641,0,0,0,0,0,0,0,0,0,0
290,3828,0,0.00662251655629139,0.105960264900662,0.076158940397351,0,0,0.00993377483443709,0,0.00662251655629139,0.0132450331125828,0.0033112582781457,0.00993377483443709,0.0364238410596026,0.562913907284768,0,0,0.0198675496688742,0.0463576158940397,0,0.00662251655629139,0,0.0033112582781457,0.0033112582781457,0,0,0.0364238410596026,0.0165562913907285,0.033112582781457,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0
305,4199,0,0.00906344410876133,0.0483383685800604,0.081570996978852,0.00302114803625378,0,0,0,0.00302114803625378,0.0332326283987915,0,0.00302114803625378,0.0302114803625378,0.546827794561934,0,0.00302114803625378,0.0211480362537764,0.027190332326284,0,0.0302114803625378,0,0,0.00302114803625378,0,0,0,0.0966767371601208,0.0422960725075529,0.00604229607250755,0.00604229607250755,0.00604229607250755,0,0,0,0,0,0,0,0,0,0
310,4323,0,0.00923076923076923,0.0430769230769231,0.0892307692307692,0,0,0,0,0.00615384615384615,0.0123076923076923,0,0.0153846153846154,0.0369230769230769,0.569230769230769,0,0.00923076923076923,0.0307692307692308,0.0153846153846154,0,0.04,0,0,0,0,0,0,0.0769230769230769,0.0430769230769231,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0
315,4447,0,0.00595238095238095,0.0267857142857143,0.0773809523809524,0.00595238095238095,0,0.00297619047619048,0,0.00892857142857143,0.0267857142857143,0,0,0.0476190476190476,0.5625,0,0.0119047619047619,0.0238095238095238,0.0178571428571429,0,0.0148809523809524,0,0,0,0,0,0.00297619047619048,0.113095238095238,0.0446428571428571,0,0.00297619047619048,0.00297619047619048,0,0,0,0,0,0,0,0,0,0
320,4571,0,0.00964630225080386,0.0578778135048231,0.0964630225080386,0,0,0.00321543408360129,0,0.00321543408360129,0.0128617363344051,0,0,0.0546623794212219,0.508038585209003,0,0.0128617363344051,0.0289389067524116,0.0128617363344051,0,0.022508038585209,0,0,0.00643086816720257,0,0,0,0.0964630225080386,0.0707395498392283,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0
325,4695,0,0.0118343195266272,0.0591715976331361,0.0414201183431953,0.0029585798816568,0,0.0029585798816568,0.0029585798816568,0.0029585798816568,0.0207100591715976,0,0,0.0236686390532544,0.609467455621302,0,0.0029585798816568,0.0207100591715976,0.0266272189349112,0,0.0591715976331361,0,0,0,0,0,0,0.0680473372781065,0.0414201183431953,0,0,0.0029585798816568,0,0,0,0,0,0,0,0,0,0
330,4819,0,0.00643086816720257,0.0257234726688103,0.0482315112540193,0.00321543408360129,0,0.00643086816720257,0.00321543408360129,0.00321543408360129,0.0192926045016077,0,0,0.0385852090032154,0.62379421221865,0,0.00321543408360129,0.0192926045016077,0.0257234726688103,0,0.045016077170418,0,0,0,0,0,0,0.0836012861736334,0.0418006430868167,0,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0
335,4943,0,0.0191693290734824,0.0543130990415335,0.0447284345047923,0,0,0.00319488817891374,0.00319488817891374,0.00319488817891374,0.0223642172523962,0,0,0.0223642172523962,0.594249201277955,0,0.012779552715655,0.0191693290734824,0.0319488817891374,0,0.0255591054313099,0,0,0,0,0,0,0.0830670926517572,0.0575079872204473,0,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0
340,5067,0,0.00619195046439629,0.0495356037151703,0.0154798761609907,0.00309597523219814,0,0.00309597523219814,0,0.00619195046439629,0.0154798761609907,0,0.00309597523219814,0.021671826625387,0.68421052631579,0,0.00928792569659443,0.00619195046439629,0.043343653250774,0,0.021671826625387,0,0,0.00619195046439629,0,0,0,0.0464396284829721,0.0557275541795666,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0
345,5191,0,0.0149253731343284,0.0388059701492537,0.0805970149253731,0,0,0.00895522388059702,0,0.00597014925373134,0.0149253731343284,0,0,0.0238805970149254,0.605970149253731,0,0.0119402985074627,0.0238805970149254,0.0149253731343284,0,0.0208955223880597,0,0.00298507462686567,0.00298507462686567,0.00298507462686567,0,0.00597014925373134,0.0716417910447761,0.0447761194029851,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0
350,5315,0,0.0198019801980198,0.0396039603960396,0.0561056105610561,0,0,0.0066006600660066,0,0.0066006600660066,0.0165016501650165,0,0.0099009900990099,0.033003300330033,0.580858085808581,0,0.0066006600660066,0.0297029702970297,0.0198019801980198,0,0.0066006600660066,0,0,0.0033003300330033,0,0,0,0.0858085808580858,0.0792079207920792,0,0,0,0,0,0,0,0,0,0,0,0,0
355,5438,0,0.0144508670520231,0.0260115606936416,0.046242774566474,0.00289017341040462,0,0,0.00289017341040462,0.0144508670520231,0.00867052023121387,0,0.00289017341040462,0.0317919075144509,0.65606936416185,0,0.00289017341040462,0.0115606936416185,0.0260115606936416,0,0.023121387283237,0,0,0.00289017341040462,0,0,0,0.0635838150289017,0.0606936416184971,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0
360,5562,0,0.0122699386503067,0.0460122699386503,0.0368098159509202,0.00613496932515337,0,0.0122699386503067,0,0.00306748466257669,0.0214723926380368,0,0.00613496932515337,0.0398773006134969,0.598159509202454,0,0.00613496932515337,0.0214723926380368,0.0429447852760736,0,0.0306748466257669,0,0,0,0,0,0,0.0797546012269939,0.0306748466257669,0,0,0.00613496932515337,0,0,0,0,0,0,0,0,0,0
365,5686,0,0.0166112956810631,0.0232558139534884,0.0598006644518272,0,0,0,0,0.00332225913621262,0.0232558139534884,0,0,0.0299003322259136,0.674418604651163,0,0.00332225913621262,0.0132890365448505,0.0132890365448505,0,0.0132890365448505,0,0,0,0,0,0.00332225913621262,0.0697674418604651,0.0465116279069767,0,0.00332225913621262,0.00332225913621262,0,0,0,0,0,0,0,0,0,0
