"sample.depths","sample.ages","Betula","Carya","Celtis","Corylus","Cyperaceae","Fagus","Herbs.undiff.","Larix","Picea","Quercus","Salix","Tilia","Tsuga","Ulmus","Alnus","Acer","Ambrosia","Cornus","Fraxinus","Juglans","Populus","Poaceae","Juniperus","Pinus.det..P..banksiana.P..resinosa","Pinus.det..P..strobus","Ostrya","Artemisia","Amaranthaceae.undiff.","Asteraceae.undiff.","Platanus","Thalictrum","Brassicaceae","Urtica","Ericaceae","Trees.undiff.","Abies","Sarcobatus.vermiculatus","Ranunculaceae.undiff.","Nyssa","Rubus","Ephedra","Humulus"
230,1285,0.100649350649351,0.00324675324675325,0.00324675324675325,0,0.00974025974025974,0.038961038961039,0,0.025974025974026,0.00974025974025974,0.224025974025974,0,0.00324675324675325,0.025974025974026,0.0357142857142857,0.0194805194805195,0.0227272727272727,0.0194805194805195,0,0.0551948051948052,0.0064935064935065,0,0.012987012987013,0.0064935064935065,0.0324675324675325,0.279220779220779,0.0357142857142857,0.0064935064935065,0.00324675324675325,0,0.00324675324675325,0.00324675324675325,0.00974025974025974,0,0,0.00324675324675325,0,0,0,0,0,0,0
240,1342,0.117647058823529,0.00326797385620915,0,0,0.0294117647058824,0.0392156862745098,0.0065359477124183,0.00326797385620915,0.00326797385620915,0.26797385620915,0,0.0065359477124183,0.0228758169934641,0.042483660130719,0.0228758169934641,0.0196078431372549,0.00980392156862745,0,0.0294117647058824,0.0065359477124183,0,0.0065359477124183,0.00326797385620915,0.0294117647058824,0.258169934640523,0.0392156862745098,0.0065359477124183,0,0,0.0065359477124183,0.00326797385620915,0.0065359477124183,0,0,0,0,0.00326797385620915,0,0.00326797385620915,0,0.00326797385620915,0
260,1456,0.0769230769230769,0.00641025641025641,0,0.00320512820512821,0.0512820512820513,0.0352564102564103,0.00320512820512821,0.00641025641025641,0,0.310897435897436,0.00961538461538462,0.00641025641025641,0.0256410256410256,0.0801282051282051,0.0224358974358974,0.0192307692307692,0.016025641025641,0,0.016025641025641,0,0,0.00961538461538462,0,0.0224358974358974,0.221153846153846,0.0416666666666667,0.00641025641025641,0.00320512820512821,0,0,0.00320512820512821,0.00320512820512821,0,0,0,0,0,0,0,0,0,0
280,1570,0.0883280757097792,0.00630914826498423,0,0.00946372239747634,0.0252365930599369,0.0252365930599369,0,0.00630914826498423,0.00946372239747634,0.312302839116719,0.00315457413249211,0.00630914826498423,0.00946372239747634,0.0630914826498423,0.0315457413249211,0.0126182965299685,0.00946372239747634,0,0.0347003154574132,0.00630914826498423,0,0.0189274447949527,0,0.0410094637223975,0.214511041009464,0.0378548895899054,0.00315457413249211,0,0,0,0.00630914826498423,0.00946372239747634,0.00315457413249211,0,0,0,0.00630914826498423,0,0,0,0,0
300,1715,0.088235294117647,0.0147058823529412,0,0.00294117647058824,0.0176470588235294,0.0617647058823529,0,0.00294117647058824,0,0.317647058823529,0.0088235294117647,0.0147058823529412,0.00588235294117647,0.0617647058823529,0.0441176470588235,0.0441176470588235,0.0117647058823529,0.00588235294117647,0.0411764705882353,0.00294117647058824,0,0.0147058823529412,0,0.0441176470588235,0.147058823529412,0.0205882352941176,0.00588235294117647,0.00294117647058824,0,0.0088235294117647,0,0,0,0.00294117647058824,0,0,0,0,0.00588235294117647,0,0,0
340,2189,0.0990415335463259,0.00958466453674121,0.00638977635782748,0,0.0287539936102236,0.0798722044728434,0,0.00958466453674121,0.00638977635782748,0.201277955271566,0.00638977635782748,0.00638977635782748,0.00319488817891374,0.0702875399361022,0.0447284345047923,0.0191693290734824,0.00958466453674121,0,0.0255591054313099,0.00958466453674121,0,0.00958466453674121,0,0.0479233226837061,0.210862619808307,0.060702875399361,0,0.00319488817891374,0.00319488817891374,0,0.00319488817891374,0.0191693290734824,0.00638977635782748,0,0,0,0,0,0,0,0,0
360,2426,0.119741100323625,0.0161812297734628,0,0.00323624595469256,0.0194174757281553,0.0938511326860841,0.00323624595469256,0,0.00323624595469256,0.245954692556634,0.00323624595469256,0.0226537216828479,0.00647249190938511,0.0420711974110032,0.0355987055016181,0.0194174757281553,0.00647249190938511,0,0.0355987055016181,0,0,0.0129449838187702,0.00323624595469256,0.0355987055016181,0.174757281553398,0.0776699029126214,0,0.00647249190938511,0,0.00970873786407767,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0
380,2663,0.0845921450151057,0.0120845921450151,0,0.00604229607250755,0.0120845921450151,0.0906344410876133,0,0.00604229607250755,0.00302114803625378,0.253776435045317,0,0.00906344410876133,0.0120845921450151,0.0332326283987915,0.0151057401812689,0.0302114803625378,0.0151057401812689,0,0.0513595166163142,0.00604229607250755,0,0.0241691842900302,0,0.0302114803625378,0.196374622356495,0.0604229607250755,0.00302114803625378,0.00302114803625378,0,0.0120845921450151,0.00302114803625378,0.0120845921450151,0.00906344410876133,0.00302114803625378,0,0.00302114803625378,0,0,0,0,0,0
400,2900,0.0529595015576324,0.0124610591900312,0,0.00934579439252336,0.0186915887850467,0.0716510903426791,0,0.0124610591900312,0.00623052959501558,0.26791277258567,0.00311526479750779,0.0124610591900312,0,0.0809968847352025,0.0249221183800623,0.0155763239875389,0.00623052959501558,0,0.0186915887850467,0.00311526479750779,0,0.00311526479750779,0.00311526479750779,0.0685358255451713,0.221183800623053,0.0623052959501558,0.00623052959501558,0.00311526479750779,0,0.00934579439252336,0,0,0,0,0,0,0,0,0.00623052959501558,0,0,0
420,3138,0.0836012861736334,0.0128617363344051,0,0,0.0321543408360129,0.045016077170418,0,0.00643086816720257,0.00321543408360129,0.29903536977492,0,0.00643086816720257,0.00643086816720257,0.022508038585209,0.0257234726688103,0.022508038585209,0.0289389067524116,0,0.045016077170418,0.00643086816720257,0,0.0160771704180064,0.00643086816720257,0.0482315112540193,0.186495176848875,0.0707395498392283,0.00321543408360129,0,0,0.00964630225080386,0,0.00643086816720257,0,0,0,0,0,0,0,0,0.00321543408360129,0.00321543408360129
440,3375,0.0522875816993464,0.00326797385620915,0,0.00326797385620915,0.0261437908496732,0.042483660130719,0.00326797385620915,0.0065359477124183,0.0065359477124183,0.294117647058824,0.0065359477124183,0.0130718954248366,0,0.042483660130719,0.0294117647058824,0.0228758169934641,0,0,0.0261437908496732,0.00326797385620915,0,0.0065359477124183,0.00326797385620915,0.0457516339869281,0.271241830065359,0.0849673202614379,0,0.00326797385620915,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0
460,3612,0.0488599348534202,0.00325732899022801,0.00325732899022801,0,0.0390879478827362,0.0260586319218241,0,0,0.00325732899022801,0.345276872964169,0.00325732899022801,0.0130293159609121,0.0130293159609121,0.0684039087947883,0.0423452768729642,0.0586319218241042,0.0162866449511401,0,0.0423452768729642,0,0,0.0293159609120521,0,0.0228013029315961,0.107491856677524,0.0781758957654723,0.00325732899022801,0.0130293159609121,0,0.00325732899022801,0.00651465798045603,0.00977198697068404,0,0,0,0,0,0,0,0,0,0
480,3849,0.0666666666666667,0.00303030303030303,0,0.00303030303030303,0.0515151515151515,0.0151515151515152,0,0.00909090909090909,0.00606060606060606,0.390909090909091,0.00909090909090909,0.0121212121212121,0,0.0454545454545455,0.0242424242424242,0.0151515151515152,0.00303030303030303,0,0.0363636363636364,0,0.00303030303030303,0.00606060606060606,0.00303030303030303,0.0333333333333333,0.166666666666667,0.0696969696969697,0.00606060606060606,0.00303030303030303,0,0.00606060606060606,0,0.00606060606060606,0,0,0.00606060606060606,0,0,0,0,0,0,0
500,4086,0.0412979351032448,0.0117994100294985,0.00589970501474926,0.0088495575221239,0.0088495575221239,0.0412979351032448,0,0.00589970501474926,0.00294985250737463,0.368731563421829,0.00294985250737463,0.0088495575221239,0.00589970501474926,0.0737463126843658,0.023598820058997,0.0088495575221239,0.0088495575221239,0.00294985250737463,0.0530973451327434,0.0088495575221239,0.00294985250737463,0.00589970501474926,0.0088495575221239,0.0383480825958702,0.165191740412979,0.0648967551622419,0.0117994100294985,0.00294985250737463,0,0.00294985250737463,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0
520,4323,0.0225806451612903,0.0193548387096774,0.0032258064516129,0.0032258064516129,0.0129032258064516,0.132258064516129,0,0.0032258064516129,0.0032258064516129,0.287096774193548,0.0032258064516129,0.0193548387096774,0.0032258064516129,0.0903225806451613,0.0161290322580645,0.0548387096774194,0.0032258064516129,0,0.0354838709677419,0.0129032258064516,0,0.0032258064516129,0,0.0451612903225806,0.148387096774194,0.0548387096774194,0,0.0032258064516129,0,0.0032258064516129,0.0032258064516129,0.0032258064516129,0,0,0.0032258064516129,0,0,0,0.0032258064516129,0.0032258064516129,0,0
540,4561,0.0302013422818792,0.0167785234899329,0,0.00671140939597315,0.0100671140939597,0.0939597315436242,0,0,0,0.281879194630872,0,0.0167785234899329,0.00335570469798658,0.0973154362416107,0.023489932885906,0.0369127516778524,0.00671140939597315,0,0.0402684563758389,0.0100671140939597,0,0.0100671140939597,0,0.0469798657718121,0.177852348993289,0.0570469798657718,0.0100671140939597,0.00335570469798658,0,0,0,0.0201342281879195,0,0,0,0,0,0,0,0,0,0
560,4798,0.0425531914893617,0.00911854103343465,0,0.0060790273556231,0.0212765957446809,0.0182370820668693,0,0,0,0.404255319148936,0,0.0060790273556231,0.0060790273556231,0.0972644376899696,0.027355623100304,0.00911854103343465,0.027355623100304,0,0.0182370820668693,0.0060790273556231,0,0.0121580547112462,0,0.0577507598784195,0.142857142857143,0.0668693009118541,0.00303951367781155,0,0.00303951367781155,0,0,0.0151975683890578,0,0,0,0,0,0,0,0,0,0
580,5035,0.0255591054313099,0.012779552715655,0,0,0.00638977635782748,0.0159744408945687,0,0.00638977635782748,0,0.345047923322684,0.00319488817891374,0.00638977635782748,0,0.0830670926517572,0.00638977635782748,0.00958466453674121,0.012779552715655,0,0.0319488817891374,0.00958466453674121,0,0.0223642172523962,0.00319488817891374,0.0447284345047923,0.249201277955272,0.0670926517571885,0.00958466453674121,0,0.00319488817891374,0.00319488817891374,0,0.00638977635782748,0.00638977635782748,0,0.00319488817891374,0.00319488817891374,0,0,0,0,0,0.00319488817891374
600,5344,0.0335195530726257,0.0139664804469274,0.00279329608938547,0.00558659217877095,0.0111731843575419,0.00279329608938547,0,0.0167597765363128,0.00279329608938547,0.388268156424581,0.00837988826815642,0.00279329608938547,0.00279329608938547,0.0782122905027933,0.0251396648044693,0.0335195530726257,0.0223463687150838,0.00279329608938547,0.0418994413407821,0.0279329608938547,0.00837988826815642,0.0251396648044693,0.00558659217877095,0.0502793296089385,0.100558659217877,0.058659217877095,0.0111731843575419,0.00279329608938547,0,0.00558659217877095,0.00279329608938547,0,0.00279329608938547,0,0,0,0,0,0,0,0.00279329608938547,0
625,5760,0.0415335463258786,0.00958466453674121,0,0.00319488817891374,0.0255591054313099,0.00958466453674121,0.00638977635782748,0,0,0.399361022364217,0.012779552715655,0.0159744408945687,0,0.105431309904153,0.0287539936102236,0.0159744408945687,0.0319488817891374,0,0.0319488817891374,0.0223642172523962,0,0.0351437699680511,0,0.0383386581469649,0.0638977635782748,0.0670926517571885,0.00638977635782748,0.00638977635782748,0,0.00319488817891374,0,0,0.00638977635782748,0,0.00319488817891374,0,0,0,0.00638977635782748,0,0.00319488817891374,0
640,6010,0.0321543408360129,0.00321543408360129,0.00321543408360129,0.00643086816720257,0.0192926045016077,0.00643086816720257,0.00321543408360129,0.00643086816720257,0.00321543408360129,0.35048231511254,0.00964630225080386,0.0192926045016077,0.00321543408360129,0.128617363344051,0.022508038585209,0.0482315112540193,0.0192926045016077,0,0.0321543408360129,0.022508038585209,0,0.0257234726688103,0,0.045016077170418,0.067524115755627,0.0996784565916399,0,0.00321543408360129,0.00321543408360129,0.00643086816720257,0,0.00321543408360129,0,0,0,0.00321543408360129,0,0,0,0,0,0.00321543408360129
660,6343,0.0258064516129032,0.0129032258064516,0.0032258064516129,0,0.0290322580645161,0.0064516129032258,0,0,0.0032258064516129,0.316129032258064,0,0.0064516129032258,0.00967741935483871,0.151612903225806,0.0161290322580645,0.0516129032258065,0.0290322580645161,0,0.0290322580645161,0.0290322580645161,0,0.00967741935483871,0.0064516129032258,0.0354838709677419,0.0612903225806452,0.125806451612903,0.00967741935483871,0.0064516129032258,0,0.0129032258064516,0.0064516129032258,0.0032258064516129,0.0032258064516129,0,0,0,0,0,0,0,0,0
685,6759,0.0098360655737705,0.0163934426229508,0,0.00655737704918033,0.0229508196721311,0.0131147540983607,0.00655737704918033,0,0,0.360655737704918,0.00327868852459016,0.00655737704918033,0,0.137704918032787,0,0.0622950819672131,0.0229508196721311,0,0.039344262295082,0.0163934426229508,0,0.0163934426229508,0,0.0426229508196721,0.104918032786885,0.0852459016393443,0.019672131147541,0,0,0,0,0.00327868852459016,0,0,0,0,0.00327868852459016,0,0,0,0,0
700,7009,0.00923076923076923,0.0246153846153846,0.00615384615384615,0.0184615384615385,0.0246153846153846,0,0.00307692307692308,0.00615384615384615,0,0.350769230769231,0.00615384615384615,0.0184615384615385,0,0.181538461538462,0,0.0184615384615385,0.0246153846153846,0,0.0492307692307692,0.00307692307692308,0,0.00615384615384615,0,0.0523076923076923,0.101538461538462,0.0769230769230769,0.00615384615384615,0,0,0.00615384615384615,0,0.00307692307692308,0,0,0,0.00307692307692308,0,0,0,0,0,0
720,7342,0.0227272727272727,0.0357142857142857,0,0.0064935064935065,0.012987012987013,0.00324675324675325,0.00324675324675325,0.00324675324675325,0,0.25974025974026,0,0.0227272727272727,0,0.214285714285714,0.0064935064935065,0.00974025974025974,0.00974025974025974,0,0.0551948051948052,0.0064935064935065,0,0.00324675324675325,0,0.0649350649350649,0.165584415584416,0.0844155844155844,0.00324675324675325,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0.00324675324675325,0
740,7675,0.00925925925925926,0.00308641975308642,0,0,0.0185185185185185,0.00617283950617284,0.00925925925925926,0.00925925925925926,0,0.302469135802469,0,0.0123456790123457,0.00308641975308642,0.225308641975309,0.00308641975308642,0.0524691358024691,0.00925925925925926,0,0.0493827160493827,0.00617283950617284,0,0.00925925925925926,0,0.0493827160493827,0.12037037037037,0.080246913580247,0.00308641975308642,0.00617283950617284,0,0,0,0.00308641975308642,0.00308641975308642,0,0,0,0,0.00308641975308642,0,0,0,0.00308641975308642
760,8008,0.0159235668789809,0.00955414012738853,0,0,0.0191082802547771,0,0,0.00318471337579618,0,0.273885350318471,0,0.0222929936305732,0,0.152866242038217,0.00955414012738853,0.0414012738853503,0,0,0.0286624203821656,0.00636942675159236,0,0.00318471337579618,0,0.0605095541401274,0.171974522292994,0.159235668789809,0,0.00318471337579618,0,0.00955414012738853,0,0.00318471337579618,0.00636942675159236,0,0,0,0,0,0,0,0,0
780,8341,0.00319488817891374,0.012779552715655,0,0.00319488817891374,0.0159744408945687,0,0.00638977635782748,0.00319488817891374,0.00319488817891374,0.335463258785943,0.00319488817891374,0.00638977635782748,0,0.175718849840256,0.012779552715655,0.0447284345047923,0.012779552715655,0,0.0351437699680511,0,0,0.00638977635782748,0,0.0479233226837061,0.162939297124601,0.0830670926517572,0.00638977635782748,0.00638977635782748,0,0.00319488817891374,0,0.00319488817891374,0,0,0,0,0.00319488817891374,0,0,0,0,0.00319488817891374
800,8674,0.0144927536231884,0.00289855072463768,0.00869565217391304,0.00869565217391304,0.0144927536231884,0,0,0.00289855072463768,0.00289855072463768,0.31304347826087,0.00869565217391304,0.0115942028985507,0,0.147826086956522,0.00579710144927536,0.0289855072463768,0.0289855072463768,0,0.0405797101449275,0.00289855072463768,0,0.0173913043478261,0,0.072463768115942,0.142028985507246,0.0927536231884058,0.0115942028985507,0.00869565217391304,0,0,0,0.00869565217391304,0,0.00289855072463768,0,0,0,0,0,0,0,0
815,8924,0.0220820189274448,0.00630914826498423,0.00315457413249211,0,0.0220820189274448,0,0.00315457413249211,0,0.00315457413249211,0.123028391167192,0.00630914826498423,0.0157728706624606,0,0.123028391167192,0.00946372239747634,0.0252365930599369,0.0252365930599369,0.00315457413249211,0.028391167192429,0,0,0.00946372239747634,0,0.0630914826498423,0.264984227129338,0.214511041009464,0.00315457413249211,0.0126182965299685,0,0,0,0.0126182965299685,0,0,0,0,0,0,0,0,0,0
830,9174,0.0205278592375367,0.00293255131964809,0,0,0.00879765395894428,0,0,0.00586510263929619,0.00586510263929619,0.152492668621701,0,0.00879765395894428,0,0.140762463343109,0,0.0439882697947214,0.0146627565982405,0,0.0205278592375367,0.00586510263929619,0,0,0.00293255131964809,0.064516129032258,0.263929618768328,0.205278592375367,0.00586510263929619,0.00586510263929619,0,0.00586510263929619,0,0.00586510263929619,0.00293255131964809,0,0,0,0.00293255131964809,0,0,0,0,0.00293255131964809
850,9507,0.0598006644518272,0.00664451827242525,0,0.00664451827242525,0.0132890365448505,0,0,0.00996677740863787,0.00996677740863787,0.136212624584718,0.00996677740863787,0.00664451827242525,0,0.112956810631229,0.00664451827242525,0.0232558139534884,0.0232558139534884,0,0.0232558139534884,0.00332225913621262,0,0.0132890365448505,0,0.109634551495017,0.262458471760797,0.13953488372093,0.00996677740863787,0.00332225913621262,0,0.00664451827242525,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0
870,9840,0.0597014925373134,0.00597014925373134,0,0.00298507462686567,0.00895522388059702,0,0,0,0.00298507462686567,0.211940298507463,0.00298507462686567,0.017910447761194,0,0.0656716417910448,0.00298507462686567,0.0776119402985075,0.0149253731343284,0,0.017910447761194,0,0,0.00895522388059702,0,0.0805970149253731,0.244776119402985,0.140298507462687,0.00895522388059702,0.00895522388059702,0,0.00597014925373134,0.00298507462686567,0.00298507462686567,0,0,0,0,0.00298507462686567,0,0,0,0,0
890,10173,0.0476190476190476,0.00634920634920635,0,0.00952380952380952,0.00634920634920635,0,0,0.00317460317460317,0.00317460317460317,0.177777777777778,0.00317460317460317,0.00952380952380952,0,0.0793650793650794,0.00317460317460317,0.0476190476190476,0.019047619047619,0,0.0158730158730159,0,0,0.00317460317460317,0,0.13015873015873,0.266666666666667,0.142857142857143,0.019047619047619,0.00317460317460317,0,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0
910,10506,0.102893890675241,0.00321543408360129,0,0.00321543408360129,0.0192926045016077,0,0,0.00321543408360129,0.0128617363344051,0.163987138263666,0.00321543408360129,0.0257234726688103,0,0.0868167202572347,0.00964630225080386,0.0289389067524116,0.0128617363344051,0,0.0257234726688103,0,0,0.00321543408360129,0,0.131832797427653,0.2508038585209,0.0771704180064309,0.0128617363344051,0.00964630225080386,0.00321543408360129,0,0,0.00321543408360129,0,0,0,0.00321543408360129,0,0,0,0,0,0.00321543408360129
930,10839,0.0579268292682927,0,0,0.00914634146341463,0.00609756097560976,0,0,0,0.00609756097560976,0.198170731707317,0.00609756097560976,0.00609756097560976,0,0.0609756097560976,0.00609756097560976,0.0335365853658537,0.00914634146341463,0,0.0396341463414634,0.0121951219512195,0,0.00609756097560976,0,0.164634146341463,0.277439024390244,0.076219512195122,0.00609756097560976,0.00304878048780488,0,0,0,0.00609756097560976,0,0,0,0.00914634146341463,0,0,0,0,0,0
950,11166,0.133136094674556,0.014792899408284,0,0,0.0029585798816568,0,0.0029585798816568,0.0118343195266272,0.0236686390532544,0.109467455621302,0.00591715976331361,0.00591715976331361,0,0.0828402366863905,0,0,0.014792899408284,0,0.00887573964497041,0.0029585798816568,0,0,0,0.281065088757396,0.236686390532544,0.029585798816568,0.00591715976331361,0.0029585798816568,0,0.0029585798816568,0,0.0029585798816568,0,0,0,0.014792899408284,0,0,0,0.0029585798816568,0,0
970,11494,0.201149425287356,0.00574712643678161,0,0.00862068965517241,0.0258620689655172,0,0,0.014367816091954,0.028735632183908,0.198275862068966,0.00574712643678161,0.0028735632183908,0,0.112068965517241,0.0028735632183908,0.0028735632183908,0.00574712643678161,0.0028735632183908,0.0488505747126437,0.0028735632183908,0,0.0114942528735632,0,0.201149425287356,0.0459770114942529,0.0344827586206897,0,0,0,0,0,0.0028735632183908,0.0028735632183908,0,0,0.0316091954022989,0,0,0,0,0,0
980,11658,0.228571428571429,0.00857142857142857,0.00571428571428571,0.00571428571428571,0.0142857142857143,0,0,0.0171428571428571,0.0228571428571429,0.12,0.00285714285714286,0,0,0.0971428571428571,0,0.00857142857142857,0.00571428571428571,0.00571428571428571,0.0685714285714286,0.0114285714285714,0,0.0114285714285714,0.00285714285714286,0.265714285714286,0.0257142857142857,0.0371428571428571,0.00571428571428571,0.00285714285714286,0,0,0,0.00285714285714286,0,0,0,0.02,0,0,0.00285714285714286,0,0,0
990,11822,0.111111111111111,0.0087719298245614,0.00584795321637427,0.0087719298245614,0.0380116959064327,0,0.00584795321637427,0.0292397660818713,0.0409356725146199,0.131578947368421,0.0146198830409357,0,0,0.0935672514619883,0.00292397660818713,0,0.0087719298245614,0,0.0497076023391813,0.0146198830409357,0,0.0175438596491228,0,0.342105263157895,0.0146198830409357,0.0204678362573099,0.0116959064327485,0,0,0,0,0,0,0,0,0.0292397660818713,0,0,0,0,0,0
