"sample.depths","sample.ages","Acer.negundo","Artemisia","Carya","Celtis","Amaranthaceae.undiff.","Asteraceae.undiff.","Iva.annua.type","Cyperaceae","Poaceae.undiff.","Iva.xanthifolia.type","Platanus","Quercus","Sarcobatus.vermiculatus","Ulmus","Apiaceae","Ambrosia","Juniperus.type","Juglans","Pinus","Populus","Brassicaceae","Betula","Cephalanthus","Corylus","Ephedra.trifurca.type","Ostrya.Carpinus","Picea","Rumex","Salix","Urtica.type","Vitis","Xanthium","Zea.mays","Alnus","Humulus.Cannabis.sativa","Fraxinus","Avena.type","Cerealia.undiff.","Plantago","Verbena","Acer.nigrum","Euphorbia.subg..Chamaesyce.type","Caprifoliaceae.undiff.","Geum.type","Cornus","Acer.undiff.","Rhus","Tilia","Rosaceae.undiff.","Amorpha","Trifolium.type","Pinaceae.undiff.","Shepherdia.argentea","Liliaceae.undiff.","Mentha.type","Cuscuta","Ephedra.viridis.type","Lamiaceae.undiff.","Dalea","Rubiaceae.undiff.","Thalictrum","Primula","Alternanthera","Abies","Caltha.type","Pedicularis","Phlox","Stachys.type","Rhamnus","Boraginaceae","Araceae","Lythrum","Larix","Sanguisorba.canadensis","Filipendula.rubra","Caryophyllaceae","Tidestromia","Ranunculus.type","Scrophulariaceae.undiff.","Lilium","Polygonella","Epilobium","Gaura","Campanula","Solanum","Impatiens","Fabaceae.undiff.","Lonicera","Castanea","Potentilla.type","Parthenocissus","Polemonium","Polygonum.persicaria.type","Valeriana"
423,6394,0,0.0163934426229508,0.00327868852459016,0,0.124590163934426,0.111475409836066,0.0163934426229508,0.20983606557377,0.0721311475409836,0.00327868852459016,0,0.0098360655737705,0,0.0098360655737705,0.0163934426229508,0.314754098360656,0.00655737704918033,0,0.0262295081967213,0,0.0360655737704918,0,0.00327868852459016,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131147540983607,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,7155,0,0.0141843971631206,0,0,0.066193853427896,0.137115839243499,0.0378250591016548,0.286052009456265,0.0472813238770686,0.00236406619385343,0,0.0141843971631206,0,0.00709219858156028,0.00236406619385343,0.25531914893617,0.00236406619385343,0,0.0141843971631206,0,0.0709219858156028,0,0,0,0.00236406619385343,0,0.00236406619385343,0,0.00236406619385343,0,0,0.00472813238770686,0,0,0.00236406619385343,0,0,0,0,0,0,0.00236406619385343,0,0,0,0,0,0,0,0.0260047281323877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,7448,0,0.0176125244618395,0,0,0.0704500978473581,0.10958904109589,0.0489236790606654,0.393346379647749,0.0587084148727984,0,0,0.00978473581213307,0,0.00195694716242661,0,0.256360078277886,0,0,0.00782778864970646,0,0.00391389432485323,0,0,0,0,0,0.00195694716242661,0,0.00195694716242661,0,0,0,0,0,0,0.00195694716242661,0,0,0,0,0,0,0,0,0,0.00195694716242661,0,0,0,0.00978473581213307,0,0,0,0,0,0,0,0,0.00195694716242661,0,0,0,0.00195694716242661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,7799,0.0025706940874036,0.0102827763496144,0.0025706940874036,0,0.167095115681234,0.138817480719794,0.0102827763496144,0.233933161953728,0.0462724935732648,0,0.0025706940874036,0.0077120822622108,0,0.0025706940874036,0.0025706940874036,0.316195372750643,0.0077120822622108,0,0.0102827763496144,0,0.0025706940874036,0,0,0,0,0,0,0,0.0025706940874036,0,0,0,0,0,0,0.0025706940874036,0,0,0,0.0025706940874036,0,0,0,0,0,0,0,0,0,0.0154241645244216,0,0,0,0,0,0.0051413881748072,0.0025706940874036,0,0.0025706940874036,0,0.0025706940874036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,8209,0.00647249190938511,0.0226537216828479,0,0,0.307443365695793,0.0679611650485437,0,0.161812297734628,0.0485436893203883,0,0,0.0194174757281553,0.00323624595469256,0,0.00323624595469256,0.258899676375405,0.00970873786407767,0,0.029126213592233,0,0.00970873786407767,0,0,0,0,0,0.00323624595469256,0,0.00970873786407767,0,0,0,0,0,0.00323624595469256,0.0194174757281553,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0.0129449838187702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,8795,0.0116959064327485,0.0146198830409357,0.00584795321637427,0,0.0730994152046784,0.0994152046783626,0.0116959064327485,0.269005847953216,0.087719298245614,0,0.00292397660818713,0.043859649122807,0,0.0116959064327485,0.00584795321637427,0.239766081871345,0.00292397660818713,0.00292397660818713,0.0350877192982456,0.00292397660818713,0.0116959064327485,0,0,0,0,0.00584795321637427,0.00584795321637427,0,0.00584795321637427,0,0,0,0,0,0,0.0087719298245614,0,0,0,0.0175438596491228,0.00584795321637427,0,0,0,0,0,0,0,0,0.0116959064327485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292397660818713,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,9146,0.00357142857142857,0.0107142857142857,0.00714285714285714,0,0.0321428571428571,0.0571428571428571,0,0.503571428571429,0.0607142857142857,0,0.00178571428571429,0.05,0,0.0178571428571429,0.00357142857142857,0.157142857142857,0.00535714285714286,0.00535714285714286,0.0196428571428571,0,0.00357142857142857,0,0,0,0,0.00357142857142857,0,0,0.00178571428571429,0.00357142857142857,0.00178571428571429,0,0,0,0,0.00535714285714286,0,0,0,0.00178571428571429,0,0,0,0,0,0,0,0.00178571428571429,0,0.0285714285714286,0,0,0,0,0,0,0.00178571428571429,0,0,0,0.00178571428571429,0,0,0.00178571428571429,0,0.00178571428571429,0.00178571428571429,0.00178571428571429,0.00178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,9497,0,0.014308426073132,0.00317965023847377,0,0.0397456279809221,0.041335453100159,0.00158982511923688,0.526232114467409,0.0747217806041336,0,0.0095389507154213,0.0238473767885533,0,0.0111287758346582,0.00794912559618442,0.119236883942766,0.00794912559618442,0.00158982511923688,0.0222575516693164,0,0.00158982511923688,0.00158982511923688,0,0.00635930047694754,0,0.00635930047694754,0.0381558028616852,0,0.00476947535771065,0.00158982511923688,0,0.00158982511923688,0,0.00317965023847377,0,0.0111287758346582,0,0,0,0,0.00158982511923688,0,0,0,0,0,0,0,0,0.00794912559618442,0,0,0.00158982511923688,0,0,0,0.00158982511923688,0,0.00158982511923688,0,0.00158982511923688,0,0,0,0,0,0,0,0.00317965023847377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,9790,0.00200400801603206,0.00601202404809619,0.00200400801603206,0,0.0440881763527054,0.0841683366733467,0.00601202404809619,0.422845691382766,0.0741482965931864,0,0.00601202404809619,0.0400801603206413,0.00200400801603206,0.0240480961923848,0.00601202404809619,0.178356713426854,0.0160320641282565,0.00200400801603206,0.0220440881763527,0.00200400801603206,0.00601202404809619,0.00200400801603206,0.00200400801603206,0,0.00200400801603206,0,0.00200400801603206,0,0.00601202404809619,0,0,0.00200400801603206,0,0,0,0.0100200400801603,0,0,0,0.00801603206412826,0.00400801603206413,0.00200400801603206,0,0,0,0,0,0,0,0.00801603206412826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200400801603206,0.00200400801603206,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,10141,0.00471698113207547,0.00786163522012579,0.00471698113207547,0,0.0518867924528302,0.0550314465408805,0,0.501572327044025,0.0408805031446541,0,0.020440251572327,0.0235849056603774,0,0.0220125786163522,0,0.182389937106918,0.00157232704402516,0.0125786163522013,0.0110062893081761,0,0,0,0.00314465408805031,0.00157232704402516,0.00157232704402516,0.00157232704402516,0,0,0.0220125786163522,0.00314465408805031,0,0,0,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00786163522012579,0.00157232704402516,0,0,0,0,0,0,0,0.00157232704402516,0,0,0,0.00157232704402516,0,0.00628930817610063,0,0,0,0,0,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,10258,0.00312989045383412,0.00782472613458529,0.00625978090766823,0,0.0359937402190923,0.0907668231611894,0,0.586854460093897,0.0328638497652582,0,0.00782472613458529,0.0172143974960876,0,0.0140845070422535,0,0.142410015649452,0.00156494522691706,0.00625978090766823,0.00938967136150235,0,0.00625978090766823,0,0,0.00156494522691706,0,0,0.00156494522691706,0,0.00312989045383412,0,0,0.00156494522691706,0,0.00156494522691706,0,0.00156494522691706,0,0,0,0,0.00469483568075117,0,0,0,0,0,0,0.00156494522691706,0,0.00625978090766823,0,0,0,0,0,0,0,0,0.00469483568075117,0,0,0,0,0,0.00156494522691706,0,0,0,0,0,0,0.00156494522691706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,10376,0.00214132762312634,0.0149892933618844,0.00428265524625268,0,0.0299785867237687,0.104925053533191,0,0.404710920770878,0.0513918629550321,0,0.012847965738758,0.0278372591006424,0,0.0342612419700214,0,0.244111349036403,0.0107066381156317,0,0.0171306209850107,0,0.00428265524625268,0,0.00214132762312634,0.00214132762312634,0,0.00214132762312634,0.00214132762312634,0,0,0,0,0,0,0,0,0,0,0,0,0.0107066381156317,0.00214132762312634,0,0,0,0,0,0,0.00214132762312634,0,0.00642398286937901,0,0,0,0,0,0,0,0,0.00642398286937901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,10434,0,0.009765625,0.013671875,0.001953125,0.015625,0.1328125,0,0.412109375,0.052734375,0,0.005859375,0.03125,0,0.029296875,0,0.17578125,0.009765625,0.001953125,0.033203125,0,0.0078125,0,0,0.00390625,0.001953125,0.005859375,0.001953125,0,0.009765625,0.00390625,0,0,0,0.00390625,0.001953125,0.00390625,0,0,0,0,0.001953125,0,0,0,0,0.001953125,0,0,0,0.00390625,0,0,0,0,0,0.001953125,0,0,0.00390625,0,0.001953125,0,0,0,0.001953125,0,0.0078125,0,0,0,0.001953125,0,0.001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,10493,0.00126903553299492,0.016497461928934,0.00380710659898477,0,0.00761421319796954,0.0964467005076142,0,0.576142131979695,0.065989847715736,0,0.00126903553299492,0.0469543147208122,0.00126903553299492,0.0456852791878173,0.00380710659898477,0.0393401015228426,0.00253807106598985,0,0.0291878172588832,0.00126903553299492,0,0,0,0.00761421319796954,0,0.0152284263959391,0.00126903553299492,0,0.00380710659898477,0,0.00126903553299492,0,0,0.00126903553299492,0,0.0152284263959391,0,0,0,0,0.0050761421319797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126903553299492,0,0.00380710659898477,0,0,0,0.00126903553299492,0,0,0,0.00253807106598985,0,0,0.00126903553299492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,10551,0.00465116279069767,0.0263565891472868,0.00310077519379845,0,0.0248062015503876,0.0728682170542636,0,0.458914728682171,0.075968992248062,0,0.00465116279069767,0.0449612403100775,0.00155038759689922,0.0852713178294574,0.00155038759689922,0.0310077519379845,0.00775193798449612,0.00155038759689922,0.0263565891472868,0.00310077519379845,0.00155038759689922,0.00310077519379845,0,0.0124031007751938,0.00155038759689922,0.0170542635658915,0.00775193798449612,0,0.0170542635658915,0.0062015503875969,0,0,0,0.00155038759689922,0.00155038759689922,0.0124031007751938,0,0,0,0,0.0108527131782946,0,0,0,0,0,0.00155038759689922,0.00310077519379845,0.00155038759689922,0.00465116279069767,0,0.00155038759689922,0,0.00155038759689922,0,0,0,0,0.00775193798449612,0,0.00310077519379845,0,0.00155038759689922,0.00155038759689922,0,0.00155038759689922,0,0,0,0,0,0,0,0.00155038759689922,0.00155038759689922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,10610,0.00807537012113055,0.00942126514131898,0.00403768506056528,0,0.0053835800807537,0.0524899057873486,0,0.659488559892328,0.0619111709286676,0,0,0.0269179004037685,0,0.0511440107671602,0.00269179004037685,0.0296096904441454,0.0053835800807537,0,0.0148048452220727,0,0.00134589502018843,0,0,0.0201884253028264,0,0.00807537012113055,0.00672947510094213,0,0.00134589502018843,0.00134589502018843,0,0,0,0.00134589502018843,0,0.00672947510094213,0,0,0,0,0.0053835800807537,0,0,0,0,0,0,0.00134589502018843,0,0,0.00134589502018843,0,0,0.0053835800807537,0,0,0,0,0.00269179004037685,0,0,0,0,0,0,0,0.00134589502018843,0,0,0,0,0,0,0.00269179004037685,0.00134589502018843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,10785,0.00149476831091181,0.0343796711509716,0.00149476831091181,0.00149476831091181,0.0104633781763827,0.0478325859491779,0.00298953662182362,0.49626307922272,0.12406576980568,0,0,0.0448430493273543,0,0.0448430493273543,0,0.0328849028400598,0,0.00298953662182362,0.0134529147982063,0,0,0,0,0.062780269058296,0,0.0119581464872945,0.00149476831091181,0.00149476831091181,0.0134529147982063,0.00149476831091181,0,0,0,0.0119581464872945,0.00149476831091181,0.0149476831091181,0,0,0,0,0,0,0,0,0,0.00298953662182362,0,0,0,0.00298953662182362,0,0,0,0,0,0,0,0,0.00597907324364723,0,0,0,0,0,0.00298953662182362,0,0.00149476831091181,0,0.00149476831091181,0.00149476831091181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,10961,0.00147275405007364,0.0265095729013255,0.00147275405007364,0,0.00441826215022091,0.04860088365243,0,0.58321060382916,0.131075110456554,0,0.00147275405007364,0.0309278350515464,0,0.0294550810014728,0,0.0235640648011782,0.00147275405007364,0,0.0191458026509573,0.00147275405007364,0,0.00147275405007364,0,0.0103092783505155,0,0.0191458026509573,0.00736377025036819,0.00147275405007364,0.00883652430044183,0,0,0,0,0.00294550810014728,0.00147275405007364,0.0132547864506627,0,0,0,0,0.00441826215022091,0.00147275405007364,0,0,0,0,0,0,0,0.00147275405007364,0,0,0,0,0,0,0,0,0.0103092783505155,0,0.00147275405007364,0,0,0.00147275405007364,0.00441826215022091,0,0.00294550810014728,0,0,0,0,0,0,0,0,0.00147275405007364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,11078,0,0.0246913580246914,0.00411522633744856,0,0.0205761316872428,0.037037037037037,0,0.481481481481481,0.139917695473251,0,0,0.037037037037037,0,0.0576131687242798,0,0.0329218106995885,0.00823045267489712,0,0.0288065843621399,0.0123456790123457,0,0.00823045267489712,0.00411522633744856,0.0123456790123457,0,0.0164609053497942,0.00411522633744856,0,0.0164609053497942,0,0,0,0,0.00411522633744856,0,0.0246913580246914,0,0,0,0,0,0,0,0,0,0,0,0.00411522633744856,0,0,0,0,0,0,0,0,0,0,0,0,0.00823045267489712,0,0,0.00411522633744856,0.00823045267489712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,11454,0.00564971751412429,0.0282485875706215,0,0,0.00282485875706215,0.0282485875706215,0,0.556497175141243,0.127118644067797,0.00847457627118644,0,0.0225988700564972,0,0.00564971751412429,0,0.0282485875706215,0.0141242937853107,0,0.00282485875706215,0.0112994350282486,0,0.0112994350282486,0,0.0112994350282486,0,0.0141242937853107,0.0706214689265537,0,0.0169491525423729,0,0,0,0,0.00564971751412429,0,0.00847457627118644,0,0,0,0,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0.00282485875706215,0,0,0,0,0,0,0.00564971751412429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282485875706215,0,0,0,0.00282485875706215,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,11736,0.00389863547758285,0.0155945419103314,0.00194931773879142,0,0.0155945419103314,0.0487329434697856,0.00194931773879142,0.541910331384016,0.113060428849903,0,0.00194931773879142,0.0272904483430799,0,0.0409356725146199,0.00389863547758285,0.0467836257309941,0.00584795321637427,0,0.00974658869395711,0.00194931773879142,0,0.00194931773879142,0,0.00194931773879142,0,0.0214424951267057,0.0175438596491228,0,0.0175438596491228,0.00194931773879142,0,0,0,0.00194931773879142,0.00389863547758285,0.0194931773879142,0,0,0,0,0.00389863547758285,0,0,0,0,0.00194931773879142,0,0,0.00194931773879142,0,0,0,0,0,0,0,0.00194931773879142,0,0,0,0.00389863547758285,0,0,0.00389863547758285,0.00779727095516569,0,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0.00194931773879142,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,12770,0.00191570881226054,0.0153256704980843,0,0,0.00574712643678161,0.028735632183908,0,0.517241379310345,0.0900383141762452,0,0,0.0153256704980843,0,0.0153256704980843,0.00191570881226054,0.0632183908045977,0,0,0.028735632183908,0,0,0.00766283524904215,0,0.0191570881226054,0,0.00574712643678161,0.126436781609195,0.00191570881226054,0.0172413793103448,0,0,0,0,0.00191570881226054,0,0.0134099616858238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191570881226054,0,0.00383141762452107,0,0,0,0,0,0,0,0,0,0.00191570881226054,0,0,0.00766283524904215,0,0,0,0,0,0.00383141762452107,0,0,0,0,0,0,0,0,0.00191570881226054,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0,0,0
