"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Celtis","Cephalanthus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Ilex.Nemopanthus","Juglans","Larix","Liquidambar","Moraceae","Myrica.Comptonia.peregrina","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhus","Salix","Shepherdia","Taxus","Tilia","Tsuga","Ulmus","Vitaceae","Ambrosia","Artemisia","Asteraceae.undiff.","Chenopodiaceae","Cyperaceae","Poaceae","Ranunculaceae","Rosaceae","Rumex","Urticaceae"
745,NA,0,0.0138339920948617,0.00790513833992095,0.0434782608695652,0,0,0,0,0.00988142292490119,0,0.00395256916996047,0.00592885375494071,0,0,0.00197628458498024,0,0,0,0.00395256916996047,0.00790513833992095,0.041501976284585,0.0573122529644269,0.699604743083004,0,0,0.0316205533596838,0,0,0,0,0,0.0395256916996047,0.00592885375494071,0,0.00790513833992095,0.00197628458498024,0.00197628458498024,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.00197628458498024,0,0,0
750,NA,0,0,0.0162271805273834,0.0446247464503043,0,0,0,0,0.0243407707910751,0,0.00405679513184584,0.00405679513184584,0,0,0.00405679513184584,0,0,0.00202839756592292,0.0101419878296146,0.00202839756592292,0.0486815415821501,0.0527383367139959,0.640973630831643,0,0,0.0385395537525355,0,0.00202839756592292,0,0,0.00202839756592292,0.0709939148073022,0.0162271805273834,0,0.00405679513184584,0.00608519269776876,0,0,0.00608519269776876,0,0,0,0,0
755,NA,0.00193050193050193,0.00772200772200772,0.0154440154440154,0.0733590733590734,0.00193050193050193,0,0,0.00193050193050193,0.028957528957529,0,0,0.00579150579150579,0,0.00386100386100386,0,0,0,0.00193050193050193,0.00965250965250965,0.00193050193050193,0.0386100386100386,0.0579150579150579,0.598455598455598,0,0.00386100386100386,0.0386100386100386,0,0.00193050193050193,0,0.00193050193050193,0,0.0463320463320463,0.0212355212355212,0,0.00579150579150579,0.00772200772200772,0.00193050193050193,0.00193050193050193,0.0115830115830116,0.00772200772200772,0,0,0,0
765,NA,0.00194552529182879,0.00389105058365759,0.00778210116731518,0.0369649805447471,0.00194552529182879,0,0,0.00194552529182879,0.0428015564202335,0,0.00194552529182879,0.00583657587548638,0,0.00194552529182879,0,0,0,0,0.00972762645914397,0.00389105058365759,0.0369649805447471,0.0603112840466926,0.657587548638132,0,0,0.0583657587548638,0,0,0,0,0.00194552529182879,0.0272373540856031,0.0116731517509728,0,0.00972762645914397,0.00194552529182879,0,0.00389105058365759,0.00583657587548638,0.00389105058365759,0,0,0,0
785,NA,0.00186219739292365,0.0297951582867784,0.0167597765363128,0.0558659217877095,0,0,0,0,0.0204841713221601,0,0.00186219739292365,0.00558659217877095,0,0.00186219739292365,0.00186219739292365,0,0,0,0.00931098696461825,0.00186219739292365,0.0260707635009311,0.0670391061452514,0.631284916201117,0.00186219739292365,0,0.0540037243947858,0,0.00186219739292365,0,0.00558659217877095,0,0.0130353817504655,0.0130353817504655,0,0.00558659217877095,0.0130353817504655,0.0037243947858473,0.00558659217877095,0.0074487895716946,0.0037243947858473,0,0,0,0
805,NA,0,0.0090293453724605,0,0.0451467268623025,0,0,0,0,0.0248306997742664,0,0.00225733634311512,0.00451467268623025,0,0,0,0,0,0,0.0135440180586907,0.00677200902934537,0.0406320541760722,0.072234762979684,0.63431151241535,0.00451467268623025,0.00225733634311512,0.054176072234763,0,0.0090293453724605,0,0,0,0.0383747178329571,0.0158013544018059,0,0.0112866817155756,0.00677200902934537,0.00225733634311512,0,0.00225733634311512,0,0,0,0,0
825,NA,0,0.01171875,0.00390625,0.05078125,0.00390625,0,0,0.001953125,0.02734375,0,0.001953125,0.017578125,0,0.001953125,0,0,0,0.001953125,0.013671875,0,0.033203125,0.064453125,0.625,0.001953125,0,0.05859375,0,0,0,0,0.001953125,0.02734375,0.021484375,0,0.0078125,0.005859375,0.001953125,0,0.0078125,0.005859375,0,0,0,0
845,NA,0,0.0119453924914676,0.0170648464163823,0.0409556313993174,0.00170648464163823,0,0,0,0.0255972696245734,0,0,0.00511945392491468,0,0,0.00170648464163823,0,0,0,0.00853242320819113,0.00511945392491468,0.0187713310580205,0.0665529010238908,0.691126279863481,0.00511945392491468,0,0.0358361774744027,0.00170648464163823,0,0,0.00341296928327645,0.00170648464163823,0.0119453924914676,0.0119453924914676,0,0.00511945392491468,0.0102389078498294,0.00170648464163823,0.0068259385665529,0.0068259385665529,0.00341296928327645,0,0,0,0
865,NA,0,0.00584795321637427,0.01364522417154,0.0487329434697856,0.00194931773879142,0,0,0.00584795321637427,0.0214424951267057,0,0,0.00779727095516569,0,0.00389863547758285,0.00194931773879142,0,0,0,0.01364522417154,0.00194931773879142,0.0389863547758285,0.0584795321637427,0.610136452241715,0.00389863547758285,0,0.087719298245614,0,0.00194931773879142,0,0.00194931773879142,0.00194931773879142,0.0116959064327485,0.0272904483430799,0,0.00584795321637427,0.00779727095516569,0.00389863547758285,0.00194931773879142,0.00779727095516569,0.00194931773879142,0,0,0,0
885,NA,0.00233644859813084,0.00700934579439252,0.00934579439252336,0.0537383177570093,0,0,0,0.00233644859813084,0.00934579439252336,0,0,0,0,0,0,0,0,0,0.0186915887850467,0.00700934579439252,0.0560747663551402,0.0607476635514019,0.656542056074766,0,0.00233644859813084,0.0654205607476635,0,0,0,0,0,0.00233644859813084,0.00700934579439252,0,0.00934579439252336,0.00934579439252336,0.00467289719626168,0.00233644859813084,0.00700934579439252,0.00700934579439252,0,0,0,0
905,NA,0.00681818181818182,0,0.0136363636363636,0.0568181818181818,0.00227272727272727,0,0,0,0.0227272727272727,0,0.00227272727272727,0.0113636363636364,0,0,0.00227272727272727,0,0,0.00454545454545455,0.0204545454545455,0.00681818181818182,0.0386363636363636,0.075,0.647727272727273,0,0.00227272727272727,0.0295454545454545,0,0.00227272727272727,0,0,0,0,0.0181818181818182,0.00227272727272727,0.00909090909090909,0.00454545454545455,0,0.00454545454545455,0.00909090909090909,0.00681818181818182,0,0,0,0
925,NA,0.00204918032786885,0.00204918032786885,0.00409836065573771,0.0491803278688525,0.00409836065573771,0,0,0,0.00614754098360656,0,0,0.00409836065573771,0,0,0.00409836065573771,0,0,0,0.0122950819672131,0.0204918032786885,0.084016393442623,0.0184426229508197,0.698770491803279,0,0.00204918032786885,0.0348360655737705,0,0,0,0,0.00204918032786885,0,0.0204918032786885,0,0.00409836065573771,0.00409836065573771,0,0.0102459016393443,0.00409836065573771,0.00614754098360656,0.00204918032786885,0,0,0
945,NA,0.00798403193612774,0.00399201596806387,0.00399201596806387,0.0718562874251497,0.00399201596806387,0.00199600798403194,0,0,0.00399201596806387,0,0,0.00798403193612774,0,0.00199600798403194,0.00598802395209581,0,0,0.00199600798403194,0.00798403193612774,0.0479041916167665,0.093812375249501,0.00798403193612774,0.642714570858283,0.00399201596806387,0,0.0399201596806387,0,0.00399201596806387,0,0.00199600798403194,0.00199600798403194,0,0.00798403193612774,0,0.00399201596806387,0,0.00199600798403194,0.00598802395209581,0.00399201596806387,0.00798403193612774,0,0,0,0
965,NA,0.00525394045534151,0.00525394045534151,0.00350262697022767,0.0140105078809107,0.00525394045534151,0,0,0.00175131348511384,0.00175131348511384,0,0,0.00700525394045534,0,0,0.010507880910683,0,0,0,0.0157618213660245,0.0577933450087566,0.0875656742556918,0,0.660245183887916,0.00175131348511384,0,0.0612959719789842,0,0.00175131348511384,0.00175131348511384,0,0,0,0.0350262697022767,0,0.00175131348511384,0.00525394045534151,0.00175131348511384,0.00175131348511384,0.00350262697022767,0.00525394045534151,0,0,0.00175131348511384,0.00175131348511384
985,NA,0,0,0,0.0221774193548387,0,0,0,0,0.0201612903225806,0,0,0.00403225806451613,0,0.00201612903225806,0.0120967741935484,0,0,0,0.0161290322580645,0.0403225806451613,0.100806451612903,0,0.683467741935484,0.00403225806451613,0.00201612903225806,0.0443548387096774,0,0,0,0,0.00201612903225806,0,0.0181451612903226,0,0.00201612903225806,0.0181451612903226,0,0.00403225806451613,0.00403225806451613,0,0,0,0,0
1005,NA,0,0.00505902192242833,0,0.0168634064080944,0.00505902192242833,0.00337268128161889,0,0,0.045531197301855,0,0,0.0236087689713322,0,0.00337268128161889,0.015177065767285,0,0,0,0.0168634064080944,0.168634064080944,0.0843170320404722,0,0.421585160202361,0,0.00674536256323777,0.0809443507588533,0,0.00168634064080944,0,0,0,0,0.0370994940978078,0,0.00505902192242833,0.03035413153457,0.00505902192242833,0.00168634064080944,0.0134907251264755,0.00843170320404722,0,0,0,0
1025,NA,0,0.00398406374501992,0.00597609561752988,0.0318725099601594,0.00398406374501992,0,0,0,0.0139442231075697,0.00199203187250996,0,0.00597609561752988,0,0.00398406374501992,0.00199203187250996,0,0,0,0.0119521912350598,0.270916334661355,0.099601593625498,0,0.268924302788845,0,0,0.117529880478088,0,0.00597609561752988,0.00199203187250996,0,0,0,0.0199203187250996,0.0199203187250996,0.00398406374501992,0.047808764940239,0.00398406374501992,0.00398406374501992,0.0258964143426295,0.00199203187250996,0.00199203187250996,0,0,0.0199203187250996
