"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Acer.spicatum","Ambrosia.type","Artemisia","Betula","Carya","Castanea","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Morus","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.tremuloides.type","Quercus","Rumex","Salix","Tsuga","Ulmus","Vitis","Alnus","Rosaceae.undiff.","Amaranthaceae","Poaceae","Ericaceae","Myrica","Celtis","Taxus","Tilia","Asteraceae.subf..Asteroideae.undiff.","Larix","Thalictrum","Spiraea.type","Acer.undiff.","Liquidambar","Ilex","Juglans.nigra","Pyrus.type","Viburnum","Acer.negundo","Populus.balsamifera.type","Ribes","Shepherdia.canadensis","Urtica.type"
167,5379,0.019774011299435,0.0169491525423729,0,0,0,0.00282485875706215,0.384180790960452,0.00564971751412429,0.00282485875706215,0.00564971751412429,0,0.0112994350282486,0.0819209039548023,0.0112994350282486,0.00847457627118644,0,0,0.00282485875706215,0.0112994350282486,0.00282485875706215,0.0423728813559322,0.0847457627118644,0.00564971751412429,0,0.0564971751412429,0,0,0.192090395480226,0.019774011299435,0,0.0169491525423729,0,0.00282485875706215,0.00282485875706215,0,0,0,0.00282485875706215,0.00282485875706215,0,0,0,0,0,0,0.00282485875706215,0,0,0,0,0,0,0,0
177,5623,0.010989010989011,0.0192307692307692,0.00274725274725275,0,0.00824175824175824,0.00274725274725275,0.354395604395604,0.00274725274725275,0.00549450549450549,0.010989010989011,0,0.00274725274725275,0.0412087912087912,0.010989010989011,0.0192307692307692,0,0,0.00549450549450549,0,0,0.0467032967032967,0.120879120879121,0,0.00824175824175824,0.0741758241758242,0,0,0.14010989010989,0.010989010989011,0,0.0494505494505494,0.0164835164835165,0,0.00274725274725275,0.00274725274725275,0.00274725274725275,0,0,0.00274725274725275,0.00824175824175824,0,0,0.00824175824175824,0,0,0,0.00274725274725275,0.00274725274725275,0.00274725274725275,0,0,0,0,0
192,5990,0.0116822429906542,0.0257009345794393,0.00233644859813084,0,0.00467289719626168,0,0.266355140186916,0,0,0.00233644859813084,0,0.00467289719626168,0.0303738317757009,0.0116822429906542,0.00467289719626168,0.00233644859813084,0,0.00700934579439252,0.00467289719626168,0.00233644859813084,0.088785046728972,0.123831775700935,0,0,0.235981308411215,0,0.00233644859813084,0.121495327102804,0.00934579439252336,0,0.0303738317757009,0,0,0.00233644859813084,0,0,0,0.00233644859813084,0.00233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,6235,0.0155440414507772,0.0207253886010363,0,0,0,0,0.308290155440414,0,0,0.0207253886010363,0,0.00518134715025907,0.0233160621761658,0,0.0077720207253886,0,0,0.0336787564766839,0.0129533678756477,0.00259067357512953,0.0984455958549223,0.142487046632124,0.00259067357512953,0.00259067357512953,0.103626943005181,0,0.00259067357512953,0.106217616580311,0.0155440414507772,0,0.0492227979274611,0,0.00259067357512953,0.00259067357512953,0,0.00259067357512953,0,0,0.00259067357512953,0,0,0.00259067357512953,0.00259067357512953,0,0,0.00518134715025907,0,0,0.00259067357512953,0.00259067357512953,0,0,0,0
217,6602,0.0250696378830084,0.0194986072423398,0,0.00278551532033426,0.00278551532033426,0,0.222841225626741,0,0,0.00557103064066852,0,0.0139275766016713,0.0417827298050139,0.011142061281337,0.0194986072423398,0,0,0.00835654596100279,0.00278551532033426,0,0.0947075208913649,0.11142061281337,0.00278551532033426,0,0.119777158774373,0,0,0.194986072423398,0.0278551532033426,0,0.052924791086351,0.00278551532033426,0,0.00557103064066852,0.00278551532033426,0,0,0,0.00278551532033426,0,0,0.00278551532033426,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0
227,6846,0.0207715133531157,0.0118694362017804,0.0029673590504451,0.0029673590504451,0,0,0.243323442136499,0,0,0,0,0.00890207715133531,0.0237388724035608,0.0029673590504451,0.00890207715133531,0,0,0.0207715133531157,0.0118694362017804,0.00890207715133531,0.100890207715134,0.166172106824926,0,0,0.103857566765579,0,0,0.148367952522255,0.0267062314540059,0,0.0623145400593472,0.0029673590504451,0.0029673590504451,0,0,0.00890207715133531,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0.0029673590504451,0.0029673590504451,0,0,0,0,0
252,7458,0.00606060606060606,0.0363636363636364,0,0,0,0,0.245454545454545,0,0.00303030303030303,0.00606060606060606,0,0.00606060606060606,0.00909090909090909,0.0121212121212121,0.00303030303030303,0.00606060606060606,0,0.0272727272727273,0.00303030303030303,0.00303030303030303,0.124242424242424,0.154545454545455,0.00303030303030303,0.00303030303030303,0.142424242424242,0,0,0.112121212121212,0.0181818181818182,0,0.0424242424242424,0.0121212121212121,0,0.00909090909090909,0,0.00303030303030303,0,0,0.00303030303030303,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0
277,8069,0.0202312138728324,0.0173410404624277,0.00289017341040462,0,0.00289017341040462,0,0.202312138728324,0.00289017341040462,0,0.0144508670520231,0.00578034682080925,0.00289017341040462,0.0260115606936416,0.00578034682080925,0.00867052023121387,0,0,0.0115606936416185,0.00289017341040462,0.00289017341040462,0.147398843930636,0.257225433526012,0,0,0.11849710982659,0,0,0.0404624277456647,0.0115606936416185,0,0.0549132947976879,0,0.00578034682080925,0.0115606936416185,0,0,0,0.00867052023121387,0.00578034682080925,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0
302,8681,0.0117994100294985,0.0117994100294985,0.00294985250737463,0.00294985250737463,0,0,0.182890855457227,0,0,0.0147492625368732,0,0.00294985250737463,0,0.0088495575221239,0.00294985250737463,0,0,0.023598820058997,0.00294985250737463,0.00294985250737463,0.227138643067847,0.224188790560472,0.00589970501474926,0,0.126843657817109,0,0.00294985250737463,0.0825958702064897,0.00294985250737463,0,0.0412979351032448,0.00294985250737463,0,0,0,0.00294985250737463,0,0.00589970501474926,0,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0
327,9097,0.0114942528735632,0.014367816091954,0,0,0.0028735632183908,0.0028735632183908,0.206896551724138,0,0,0.00574712643678161,0.0028735632183908,0.0028735632183908,0.00574712643678161,0.014367816091954,0.0028735632183908,0.0028735632183908,0,0.0229885057471264,0.00862068965517241,0.0028735632183908,0.146551724137931,0.235632183908046,0.0028735632183908,0,0.189655172413793,0,0,0.0545977011494253,0.0172413793103448,0,0.0316091954022989,0,0.0028735632183908,0,0,0.0028735632183908,0,0,0.0028735632183908,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,9514,0.0232558139534884,0.0174418604651163,0,0,0,0,0.165697674418605,0.00290697674418605,0.00290697674418605,0.00581395348837209,0,0.00290697674418605,0,0.0145348837209302,0.00872093023255814,0,0,0.0116279069767442,0,0.00872093023255814,0.206395348837209,0.223837209302326,0,0.00290697674418605,0.186046511627907,0,0,0.0348837209302326,0.0174418604651163,0,0.0552325581395349,0,0,0,0,0.00290697674418605,0,0,0,0,0,0,0.00290697674418605,0,0,0,0,0,0,0,0.00290697674418605,0,0,0
377,9930,0.0028735632183908,0.0028735632183908,0,0,0,0,0.272988505747126,0.0028735632183908,0,0.0201149425287356,0,0,0,0.00862068965517241,0.00574712643678161,0,0,0.0114942528735632,0,0,0.10632183908046,0.247126436781609,0.00862068965517241,0.0028735632183908,0.163793103448276,0,0.0028735632183908,0.0201149425287356,0.0201149425287356,0,0.0775862068965517,0,0,0.00574712643678161,0.0028735632183908,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0.0028735632183908,0,0,0.00862068965517241,0,0,0
402,10347,0.0144230769230769,0.00240384615384615,0.00240384615384615,0,0.00240384615384615,0,0.324519230769231,0,0,0.0120192307692308,0.00240384615384615,0.00240384615384615,0.00240384615384615,0.0120192307692308,0.00721153846153846,0,0,0.0192307692307692,0.00721153846153846,0,0.0817307692307692,0.173076923076923,0,0.00480769230769231,0.262019230769231,0,0.00240384615384615,0.00240384615384615,0.0168269230769231,0,0.03125,0,0,0,0,0.00480769230769231,0,0,0,0.00721153846153846,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0
407,NA,0.00956937799043062,0.00717703349282297,0,0.00239234449760766,0,0,0.38755980861244,0,0,0.00478468899521531,0.00717703349282297,0,0,0.0215311004784689,0,0,0,0.00478468899521531,0.00717703349282297,0.00239234449760766,0.0669856459330144,0.0980861244019139,0,0,0.299043062200957,0,0.00239234449760766,0.00717703349282297,0.0311004784688995,0,0.0239234449760766,0,0,0.00239234449760766,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119617224880383,0,0,0
415,NA,0.00895522388059702,0,0,0,0,0.00298507462686567,0.143283582089552,0.00298507462686567,0,0.026865671641791,0.00298507462686567,0.026865671641791,0,0,0.00298507462686567,0.00597014925373134,0,0.0149253731343284,0.176119402985075,0.0119402985074627,0.0238805970149254,0.149253731343284,0,0.00597014925373134,0.026865671641791,0,0.026865671641791,0.00298507462686567,0.0119402985074627,0,0.238805970149254,0,0,0.0208955223880597,0.00298507462686567,0.00895522388059702,0,0,0,0.0119402985074627,0.00895522388059702,0.00298507462686567,0.00298507462686567,0,0,0,0,0,0,0,0.0149253731343284,0.00298507462686567,0.00298507462686567,0.00597014925373134
