"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Alnus.incana","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Carya","Castanea","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica.F..americana.type","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Shepherdia","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae","Cyperaceae","Fabaceae","Plantago","Poaceae.undiff.","Polygonaceae.undiff.","Ranunculaceae.undiff.","Rosaceae","Rumex","Thalictrum","Zea"
105.5,249,0,0,0.00164473684210526,0,0.0131578947368421,0.00328947368421053,0,0,0.162828947368421,0.0164473684210526,0.00493421052631579,0.00164473684210526,0.00493421052631579,0,0,0.100328947368421,0.0263157894736842,0.00164473684210526,0,0.00164473684210526,0,0,0,0,0.00986842105263158,0,0.00493421052631579,0.0180921052631579,0.0641447368421053,0.0476973684210526,0.0690789473684211,0.00164473684210526,0,0.266447368421053,0,0.00164473684210526,0,0,0.116776315789474,0.0180921052631579,0,0.0164473684210526,0,0.00164473684210526,0.00328947368421053,0,0,0,0.00493421052631579,0,0,0.00328947368421053,0.0131578947368421,0,0,0,0,0
107.5,273,0.00160771704180064,0,0.00160771704180064,0,0.0273311897106109,0.00964630225080386,0,0,0.186495176848875,0.0160771704180064,0.0241157556270096,0,0,0,0,0.085209003215434,0.0192926045016077,0.00160771704180064,0,0.00643086816720257,0,0,0,0,0.0144694533762058,0,0.00160771704180064,0.0160771704180064,0.0482315112540193,0.0643086816720257,0.0610932475884244,0.00321543408360129,0,0.226688102893891,0,0,0,0.00160771704180064,0.131832797427653,0.0176848874598071,0,0.00803858520900321,0,0.00160771704180064,0,0,0,0,0.00321543408360129,0,0,0.00803858520900321,0,0,0.00160771704180064,0.0112540192926045,0,0
112.5,335,0.00344234079173838,0,0,0,0.0206540447504303,0.00344234079173838,0.00172117039586919,0,0.194492254733219,0.0137693631669535,0.0223752151462995,0,0.00344234079173838,0,0,0.0757314974182444,0.0240963855421687,0,0,0,0,0,0,0,0.0103270223752151,0.00516351118760757,0.0103270223752151,0.0154905335628227,0.0464716006884682,0.0740103270223752,0.0843373493975904,0,0,0.21342512908778,0,0,0,0,0.110154905335628,0.0206540447504303,0,0.00516351118760757,0,0,0.00172117039586919,0,0,0,0.0137693631669535,0,0,0.00688468158347676,0,0,0.00172117039586919,0.0172117039586919,0,0
114.5,359,0.00665557404326123,0,0.00166389351081531,0,0.0282861896838602,0.00665557404326123,0,0,0.186356073211314,0.00499168053244592,0.0199667221297837,0.00166389351081531,0.0133111480865225,0,0,0.08153078202995,0.0199667221297837,0.00499168053244592,0,0,0,0,0,0,0.00499168053244592,0.00332778702163062,0.00998336106489185,0.00998336106489185,0.0599001663893511,0.0299500831946755,0.0698835274542429,0.00332778702163062,0,0.277870216306156,0.00166389351081531,0.00332778702163062,0,0.00332778702163062,0.10648918469218,0.0149750415973378,0,0.00166389351081531,0,0.00166389351081531,0.00166389351081531,0,0,0,0.00332778702163062,0,0,0.00665557404326123,0,0,0,0.00998336106489185,0,0
116.5,384,0,0,0,0,0.0140350877192982,0.00350877192982456,0,0,0.180701754385965,0.0087719298245614,0.0263157894736842,0.00175438596491228,0.0105263157894737,0.00175438596491228,0,0.0701754385964912,0.0210526315789474,0.00175438596491228,0,0,0,0,0,0,0.00350877192982456,0,0.0087719298245614,0.0140350877192982,0.068421052631579,0.0701754385964912,0.068421052631579,0,0,0.296491228070175,0,0,0,0.00175438596491228,0.101754385964912,0.00701754385964912,0,0.00175438596491228,0,0.00175438596491228,0.00175438596491228,0,0,0,0,0,0,0.0087719298245614,0,0,0,0.00526315789473684,0,0
118.5,408,0,0,0,0,0.0128205128205128,0.00961538461538462,0,0,0.192307692307692,0.0144230769230769,0.0304487179487179,0,0.0112179487179487,0,0,0.0961538461538462,0.0192307692307692,0.0016025641025641,0,0,0,0,0,0,0.00961538461538462,0.00320512820512821,0.00320512820512821,0.0112179487179487,0.0496794871794872,0.0673076923076923,0.0496794871794872,0.00320512820512821,0,0.243589743589744,0,0,0,0.00320512820512821,0.116987179487179,0.0176282051282051,0,0.00480769230769231,0,0.0016025641025641,0.0016025641025641,0,0,0.0016025641025641,0.00801282051282051,0,0,0.00961538461538462,0,0,0,0.00641025641025641,0,0
121.5,445,0.00342857142857143,0,0,0,0.0262857142857143,0.0102857142857143,0,0,0.189714285714286,0.0262857142857143,0.00457142857142857,0,0.00571428571428571,0,0,0.0902857142857143,0.00914285714285714,0.00342857142857143,0,0.00228571428571429,0,0,0,0,0.008,0.00114285714285714,0.00914285714285714,0.0137142857142857,0.0617142857142857,0.0468571428571429,0.072,0.00228571428571429,0,0.269714285714286,0.00228571428571429,0,0,0.00114285714285714,0.114285714285714,0.00914285714285714,0,0.00228571428571429,0,0.00228571428571429,0,0,0,0,0.00457142857142857,0,0,0.00342857142857143,0,0,0,0.00457142857142857,0,0
123.5,469,0.00267737617135207,0,0,0,0.0200803212851406,0.00803212851405622,0,0,0.157965194109772,0.0174029451137885,0.00535475234270415,0,0.00267737617135207,0,0,0.123159303882195,0.00803212851405622,0.00401606425702811,0,0.00133868808567604,0.00133868808567604,0,0,0,0.00937081659973226,0.00133868808567604,0.00535475234270415,0.0147255689424364,0.0856760374832664,0.0294511378848728,0.0669344042838019,0.00401606425702811,0,0.246318607764391,0.00267737617135207,0,0,0,0.160642570281124,0.00535475234270415,0,0.00535475234270415,0,0.00133868808567604,0.00133868808567604,0,0,0,0.00267737617135207,0,0,0.00535475234270415,0,0,0,0,0,0
126.5,506,0.00310077519379845,0,0,0,0.0248062015503876,0.0108527131782946,0,0,0.175193798449612,0.0232558139534884,0.00930232558139535,0,0.00930232558139535,0,0.00155038759689922,0.111627906976744,0.0170542635658915,0.00155038759689922,0,0.00155038759689922,0,0,0,0,0.00465116279069767,0,0.00465116279069767,0.0108527131782946,0.0837209302325581,0.0589147286821705,0.0651162790697674,0,0,0.215503875968992,0.00310077519379845,0,0,0,0.144186046511628,0.00310077519379845,0,0.00155038759689922,0,0.00155038759689922,0.00310077519379845,0,0,0,0.00310077519379845,0,0,0.0062015503875969,0,0,0,0.00155038759689922,0,0
129.5,543,0.00162866449511401,0,0,0,0.0211726384364821,0.00488599348534202,0,0,0.187296416938111,0.0179153094462541,0.00162866449511401,0,0.00814332247557003,0,0,0.10586319218241,0.0179153094462541,0.00162866449511401,0,0.00488599348534202,0,0,0,0,0.00977198697068404,0.00162866449511401,0.00162866449511401,0.0130293159609121,0.0635179153094463,0.0716612377850163,0.0553745928338762,0.00325732899022801,0,0.218241042345277,0,0,0,0.00162866449511401,0.143322475570033,0.00977198697068404,0,0.00814332247557003,0,0,0,0,0,0,0.00651465798045603,0,0,0.00651465798045603,0,0,0,0.0130293159609121,0,0
132.5,579,0.00315457413249211,0,0.00157728706624606,0,0.0110410094637224,0.00473186119873817,0,0,0.192429022082019,0.0236593059936909,0.0110410094637224,0,0.00157728706624606,0,0,0.0993690851735016,0.00630914826498423,0.00630914826498423,0,0,0,0,0,0,0.00630914826498423,0,0.00630914826498423,0.0220820189274448,0.0662460567823344,0.105678233438486,0.0141955835962145,0.00315457413249211,0,0.22397476340694,0,0,0,0.00315457413249211,0.138801261829653,0.0110410094637224,0,0.00473186119873817,0,0,0,0,0,0,0.00473186119873817,0,0,0.00788643533123028,0,0.00157728706624606,0.00473186119873817,0.0126182965299685,0.00157728706624606,0
134.5,604,0,0,0.00191938579654511,0,0.0134357005758157,0.00575815738963532,0,0,0.18426103646833,0.0230326295585413,0.00959692898272553,0,0.00191938579654511,0,0,0.092130518234165,0.00191938579654511,0.0115163147792706,0,0.00383877159309021,0,0,0,0,0.00383877159309021,0,0.0115163147792706,0.017274472168906,0.0326295585412668,0.0863723608445297,0.0268714011516315,0.00959692898272553,0,0.26679462571977,0.00191938579654511,0,0,0,0.163147792706334,0.0115163147792706,0,0,0,0.00191938579654511,0,0,0,0,0.00383877159309021,0,0,0.00767754318618042,0,0.00191938579654511,0.00191938579654511,0.00191938579654511,0,0
136.5,635,0,0,0,0,0.0121527777777778,0,0,0,0.199652777777778,0.0260416666666667,0.00694444444444444,0,0.00520833333333333,0.00347222222222222,0,0.0972222222222222,0.00694444444444444,0.0121527777777778,0,0,0,0,0,0,0.00520833333333333,0,0.0173611111111111,0.0225694444444444,0.0416666666666667,0.0920138888888889,0.0190972222222222,0.00173611111111111,0,0.262152777777778,0.00347222222222222,0,0,0.00347222222222222,0.133680555555556,0.00520833333333333,0,0,0,0.00173611111111111,0.00173611111111111,0,0,0,0.0104166666666667,0.00173611111111111,0,0.00520833333333333,0,0,0,0.00173611111111111,0,0
138.5,684,0,0,0.00186219739292365,0,0.0204841713221601,0.00558659217877095,0,0,0.217877094972067,0.0204841713221601,0.0037243947858473,0,0.00186219739292365,0,0,0.104283054003724,0,0.0037243947858473,0.00186219739292365,0.0037243947858473,0,0,0,0,0.00186219739292365,0,0.0037243947858473,0.0148975791433892,0.0502793296089385,0.100558659217877,0.0223463687150838,0.00186219739292365,0,0.223463687150838,0,0,0,0.0037243947858473,0.176908752327747,0.00558659217877095,0,0,0,0,0.00186219739292365,0,0,0,0.00558659217877095,0,0,0.00186219739292365,0,0,0,0,0,0
140.5,733,0,0,0.00757575757575758,0,0.0303030303030303,0.00189393939393939,0,0,0.204545454545455,0.0170454545454545,0.0113636363636364,0,0.00757575757575758,0,0,0.0946969696969697,0.0113636363636364,0.00946969696969697,0,0.00189393939393939,0,0,0.00189393939393939,0,0,0,0.00946969696969697,0.0189393939393939,0.0246212121212121,0.0662878787878788,0.0284090909090909,0.00378787878787879,0,0.263257575757576,0,0,0,0.00757575757575758,0.142045454545455,0.00378787878787879,0,0,0,0,0.00189393939393939,0,0.00189393939393939,0,0.0132575757575758,0,0,0.00757575757575758,0,0.00189393939393939,0,0.00378787878787879,0.00189393939393939,0
142.5,783,0.00350877192982456,0,0.00175438596491228,0,0.0228070175438597,0.00701754385964912,0,0,0.2,0.0175438596491228,0.0228070175438597,0,0.00701754385964912,0,0,0.0947368421052632,0.0105263157894737,0.0087719298245614,0,0.0087719298245614,0,0,0,0,0.00701754385964912,0,0.00526315789473684,0.00526315789473684,0.0228070175438597,0.0385964912280702,0.0245614035087719,0.00175438596491228,0,0.280701754385965,0.00175438596491228,0.00350877192982456,0,0.00175438596491228,0.150877192982456,0.0210526315789474,0,0.00350877192982456,0,0,0,0,0,0,0.0105263157894737,0,0,0.0087719298245614,0,0.00175438596491228,0,0.00526315789473684,0,0
144.5,832,0,0,0.00179856115107914,0,0.0197841726618705,0.00719424460431655,0,0,0.224820143884892,0.0161870503597122,0.0179856115107914,0.00179856115107914,0.00539568345323741,0,0,0.0881294964028777,0.00719424460431655,0.0179856115107914,0,0,0,0,0,0,0.00179856115107914,0.00179856115107914,0.00539568345323741,0.0197841726618705,0.0233812949640288,0.0539568345323741,0.0287769784172662,0.00359712230215827,0,0.266187050359712,0,0,0,0,0.143884892086331,0.0161870503597122,0,0,0,0.00179856115107914,0.00359712230215827,0,0,0,0.00179856115107914,0,0,0.00719424460431655,0,0,0,0.012589928057554,0,0
391.5,NA,0,0,0,0,0.0192982456140351,0.00526315789473684,0,0,0.229824561403509,0.0157894736842105,0.0140350877192982,0,0.00175438596491228,0,0,0.115789473684211,0.00701754385964912,0.00701754385964912,0,0.00175438596491228,0,0.00175438596491228,0,0,0,0,0.00526315789473684,0.0087719298245614,0.0298245614035088,0.0649122807017544,0.0578947368421053,0.00701754385964912,0,0.257894736842105,0.00175438596491228,0.00175438596491228,0,0,0.133333333333333,0.00701754385964912,0,0,0,0,0,0,0,0,0.00175438596491228,0,0,0.00350877192982456,0,0,0,0,0,0
393.5,NA,0,0,0,0,0.0247524752475248,0.0066006600660066,0,0,0.202970297029703,0.0165016501650165,0.0214521452145215,0,0.00495049504950495,0,0.0033003300330033,0.100660066006601,0.0066006600660066,0.0115511551155116,0,0,0.00165016501650165,0.0033003300330033,0,0,0.0099009900990099,0.00165016501650165,0.00495049504950495,0.0148514851485149,0.033003300330033,0.0973597359735974,0.0346534653465347,0.0066006600660066,0,0.217821782178218,0.0033003300330033,0.00165016501650165,0,0,0.135313531353135,0.0181518151815182,0,0.00165016501650165,0,0,0.00165016501650165,0,0,0,0.0066006600660066,0.0033003300330033,0,0.00165016501650165,0,0.00165016501650165,0,0,0,0
397.5,NA,0,0,0,0,0.0238473767885533,0.00317965023847377,0,0,0.203497615262321,0.0158982511923688,0.0127186009538951,0,0.00794912559618442,0,0.00158982511923688,0.112877583465819,0.0095389507154213,0.0158982511923688,0,0.00476947535771065,0,0.00158982511923688,0,0,0.0111287758346582,0,0.00317965023847377,0.0127186009538951,0.0238473767885533,0.0874403815580286,0.0429252782193959,0.00476947535771065,0,0.240063593004769,0,0.00158982511923688,0,0,0.128775834658188,0.00794912559618442,0,0.00476947535771065,0.00158982511923688,0.00158982511923688,0,0,0,0,0.0095389507154213,0.00158982511923688,0,0,0,0,0,0.00317965023847377,0,0
