"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Cornus.undiff.","Ericaceae","Fagus","Fraxinus.pennsylvanica.type","Larix","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Tilia","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Castanea.dentata","Myrica.gale","Ilex.Nemopanthus","Pinus.banksiana.type","Pinus.strobus","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Cyperaceae","Fraxinus.nigra.type","Juglans.cinerea","Carya.ovata","Corylus.cornuta","Rumex.type","Viburnum.edule","Acer.spicatum","Artemisia","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Amaranthaceae","Salix.undiff.","Ranunculaceae.undiff.","Pinus.resinosa.type","Populus.balsamifera.type","Taxus","Viburnum.undiff.","Acer.pensylvanicum","Sambucus","Rosaceae.undiff.","Fraxinus.americana.type","Brassicaceae","Viburnum.lentago","Viburnum.nudum","Lamiaceae.undiff.","Rubiaceae.undiff.","Prunus.virginiana","Galium","Apiaceae","Caryophyllaceae","Potentilla.palustris.type","Prunella.type","Viburnum.alnifolium","Prunus.undiff.","Acer.undiff.","Saxifraga.oppositifolia.type","Urtica.type","Acer.cf..A..pensylvanicum","Celtis.occidentalis","Prunus.pensylvanica","Juglans.nigra","Acer.nigrum","Saxifraga.cernua.type","Linnaea.borealis","Cornus.alternifolia","Rhamnus.cathartica","cf..Sarcobatus.vermiculatus","Acer.negundo","cf..Oxyria.digyna","Fabaceae.undiff.","Asteraceae.undiff.","Onagraceae.undiff.","Salix.reticulata.type","Shepherdia.canadensis","Ephedra","Dryas","Salix.herbacea.type","Salix.vestita.type","Oxytropis.maydelliana.type","Rhamnus.alnifolia.R..frangula","Hypericum"
165,1717,0.0015600624024961,0.112324492979719,0.0140405616224649,0.0015600624024961,0.265210608424337,0,0.0031201248049922,0.146645865834633,0.0140405616224649,0.0093603744149766,0,0.0031201248049922,0,0.0109204368174727,0.0124804992199688,0.0031201248049922,0.0109204368174727,0.0046801872074883,0.0249609984399376,0.0031201248049922,0.0062402496099844,0.0078003120124805,0.0436817472698908,0.0015600624024961,0.0046801872074883,0.0015600624024961,0.0046801872074883,0.0592823712948518,0.015600624024961,0.1201248049922,0.0078003120124805,0.0234009360374415,0.0296411856474259,0.0093603744149766,0.0062402496099844,0,0,0.0015600624024961,0.0015600624024961,0,0,0,0,0,0,0,0.0015600624024961,0.0015600624024961,0,0,0,0,0.0015600624024961,0,0,0.0046801872074883,0.0015600624024961,0,0,0.0015600624024961,0.0015600624024961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2181,0,0.0685714285714286,0.00952380952380952,0,0.287619047619048,0,0.00952380952380952,0.127619047619048,0.00571428571428571,0.00571428571428571,0,0.0019047619047619,0,0.00952380952380952,0.0495238095238095,0,0.019047619047619,0.00571428571428571,0,0.0019047619047619,0.00380952380952381,0.00380952380952381,0.0628571428571429,0,0.0171428571428571,0.00571428571428571,0.0133333333333333,0.0723809523809524,0.00380952380952381,0.156190476190476,0.0019047619047619,0.00952380952380952,0.0114285714285714,0.00380952380952381,0.0019047619047619,0.00380952380952381,0,0,0,0.0019047619047619,0.00571428571428571,0.00571428571428571,0,0.0019047619047619,0,0.00952380952380952,0,0,0,0,0,0,0,0,0.0019047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2647,0.00494233937397035,0.0889621087314662,0.00823723228995058,0,0.309719934102142,0,0.0115321252059308,0.0873146622734761,0.00658978583196046,0.0098846787479407,0,0.00658978583196046,0.00329489291598023,0.00823723228995058,0.0181219110378913,0.00658978583196046,0.0296540362438221,0.00164744645799012,0.00823723228995058,0.0098846787479407,0.0131795716639209,0.00494233937397035,0.0675453047775947,0,0.0098846787479407,0.00329489291598023,0,0.0889621087314662,0.0345963756177924,0.0675453047775947,0.00164744645799012,0.0197693574958814,0.014827018121911,0.014827018121911,0,0.00658978583196046,0,0,0,0.00494233937397035,0,0.00329489291598023,0,0,0,0.00494233937397035,0.00164744645799012,0,0,0,0,0.00164744645799012,0,0,0,0.00494233937397035,0,0,0,0.00494233937397035,0,0.00164744645799012,0.00164744645799012,0.00164744645799012,0.00164744645799012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,3019,0.0048780487804878,0.102439024390244,0.008130081300813,0.0016260162601626,0.336585365853659,0,0.0065040650406504,0.0894308943089431,0.0048780487804878,0.0048780487804878,0,0.0032520325203252,0,0.0097560975609756,0.0227642276422764,0,0.0211382113821138,0.0016260162601626,0.0113821138211382,0.0016260162601626,0.0065040650406504,0.0032520325203252,0.0682926829268293,0,0.0146341463414634,0.0016260162601626,0.0097560975609756,0.117073170731707,0,0.0682926829268293,0.0016260162601626,0.016260162601626,0.0292682926829268,0.008130081300813,0.008130081300813,0,0,0.0016260162601626,0,0,0,0.0032520325203252,0,0,0,0.0048780487804878,0,0.0016260162601626,0,0,0,0,0.0016260162601626,0,0,0,0,0,0,0,0,0,0,0,0.0016260162601626,0.0016260162601626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,3618,0.00180831826401447,0.0524412296564195,0.00361663652802893,0.00180831826401447,0.320072332730561,0,0.00180831826401447,0.0759493670886076,0.00723327305605787,0.00361663652802893,0,0,0,0,0.0307414104882459,0.00361663652802893,0.0307414104882459,0.00723327305605787,0.0108499095840868,0,0,0,0.0144665461121157,0,0.200723327305606,0.00180831826401447,0.0198915009041591,0.0650994575045208,0.00361663652802893,0.081374321880651,0.00361663652802893,0.0144665461121157,0.0162748643761302,0.0054249547920434,0,0,0,0,0,0,0,0.0054249547920434,0,0,0,0.0054249547920434,0.00180831826401447,0,0,0,0.00361663652802893,0.00180831826401447,0,0,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4009,0.0042674253200569,0.0796586059743954,0,0.00142247510668563,0.312944523470839,0,0.00568990042674253,0.069701280227596,0.0128022759601707,0.0042674253200569,0,0.00568990042674253,0,0.00284495021337127,0.0227596017069701,0,0.0768136557610242,0.00142247510668563,0.0113798008534851,0.00284495021337127,0.00995732574679943,0.0042674253200569,0.0369843527738265,0.00142247510668563,0.027027027027027,0.00568990042674253,0.0241820768136558,0.126600284495021,0,0.0682788051209104,0.00142247510668563,0.0128022759601707,0.0341394025604552,0.0085348506401138,0,0.00284495021337127,0,0.00142247510668563,0,0,0.00284495021337127,0,0.00142247510668563,0,0,0.00284495021337127,0,0,0,0.00284495021337127,0,0,0.00711237553342817,0,0,0.00142247510668563,0,0,0,0,0,0,0,0,0,0,0,0.00142247510668563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,4360,0.00357142857142857,0.0196428571428571,0.0178571428571429,0.00178571428571429,0.433928571428571,0,0,0.0839285714285714,0.0214285714285714,0,0,0.0107142857142857,0.00178571428571429,0.00357142857142857,0.0535714285714286,0.00178571428571429,0.05,0.00357142857142857,0.0160714285714286,0.00178571428571429,0.00178571428571429,0,0.0178571428571429,0.00178571428571429,0.0107142857142857,0.00178571428571429,0,0.0678571428571429,0,0.103571428571429,0.00178571428571429,0.0232142857142857,0.0160714285714286,0.0178571428571429,0.00178571428571429,0.00178571428571429,0,0,0,0.00178571428571429,0,0,0,0.00357142857142857,0,0,0,0,0,0,0.00178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,4514,0,0.050682261208577,0.0116959064327485,0.00779727095516569,0.434697855750487,0,0,0.115009746588694,0.0155945419103314,0.00194931773879142,0,0.00584795321637427,0,0,0.00974658869395711,0,0.0487329434697856,0.00194931773879142,0.0194931773879142,0.00974658869395711,0.00194931773879142,0.00389863547758285,0.0350877192982456,0,0.00194931773879142,0.00389863547758285,0,0.0779727095516569,0,0.0721247563352826,0.00194931773879142,0.0233918128654971,0.0194931773879142,0.00974658869395711,0.00194931773879142,0.00194931773879142,0,0,0,0,0,0.00194931773879142,0,0.00194931773879142,0,0.00194931773879142,0,0.00194931773879142,0,0,0,0.00194931773879142,0,0,0,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,4882,0.006,0.016,0.002,0.004,0.406,0,0,0.048,0.006,0.002,0,0.004,0,0.004,0.046,0.002,0.044,0.01,0.042,0.002,0.002,0,0.034,0,0.002,0.006,0.032,0.054,0,0.15,0.002,0,0.018,0.004,0.004,0,0,0.002,0,0.002,0,0,0.002,0,0,0.012,0.004,0,0,0,0,0,0.01,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.002,0.008,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,5067,0,0.0298507462686567,0,0.00165837479270315,0.427860696517413,0,0.00165837479270315,0.021558872305141,0.0132669983416252,0.0033167495854063,0,0.0182421227197347,0,0.00497512437810945,0.0165837479270315,0,0.0895522388059701,0.00497512437810945,0.0265339966832504,0,0,0.0033167495854063,0.0165837479270315,0,0,0,0.021558872305141,0.132669983416252,0.0033167495854063,0.126036484245439,0,0,0.0132669983416252,0.00165837479270315,0.00165837479270315,0.0033167495854063,0,0,0,0.00165837479270315,0,0,0.0033167495854063,0,0,0,0,0.00497512437810945,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,5220,0.00464396284829721,0.0325077399380805,0,0,0.371517027863777,0,0.00309597523219814,0.0572755417956656,0.00464396284829721,0.00309597523219814,0,0.00154798761609907,0,0.00154798761609907,0.0619195046439628,0.00154798761609907,0.0541795665634675,0.0154798761609907,0.043343653250774,0.00619195046439629,0,0.00154798761609907,0.0479876160990712,0,0.00309597523219814,0.00309597523219814,0.00773993808049536,0.0294117647058824,0.00154798761609907,0.136222910216718,0.00154798761609907,0.0263157894736842,0.0123839009287926,0.0232198142414861,0.00154798761609907,0,0,0,0,0.00309597523219814,0,0.00154798761609907,0,0.00154798761609907,0,0.0108359133126935,0,0.00928792569659443,0,0,0,0,0.0139318885448916,0,0.00154798761609907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,5423,0.00394477317554241,0.00788954635108481,0.0138067061143984,0.0019723865877712,0.382642998027613,0,0.0019723865877712,0.0946745562130177,0.0118343195266272,0.0019723865877712,0,0.00591715976331361,0,0.00788954635108481,0.0315581854043393,0.00394477317554241,0.0355029585798817,0.00591715976331361,0.00986193293885602,0.00591715976331361,0,0,0.0512820512820513,0,0,0.00394477317554241,0.0118343195266272,0.0453648915187377,0,0.216962524654832,0.00394477317554241,0.0019723865877712,0.00986193293885602,0.0177514792899408,0.00394477317554241,0.00394477317554241,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,5632,0,0.014218009478673,0.00157977883096367,0,0.472353870458136,0,0,0.023696682464455,0.00631911532385466,0.00315955766192733,0,0.014218009478673,0.00157977883096367,0.004739336492891,0.033175355450237,0,0.0537124802527646,0.00631911532385466,0.0268562401263823,0,0.004739336492891,0.00157977883096367,0.037914691943128,0.00157977883096367,0.00315955766192733,0.00157977883096367,0.037914691943128,0.075829383886256,0,0.123222748815166,0.00157977883096367,0.009478672985782,0.0205371248025276,0,0.004739336492891,0,0,0,0,0.00157977883096367,0,0,0,0,0,0.00315955766192733,0.00157977883096367,0,0,0.00315955766192733,0,0,0.00157977883096367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00315955766192733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,5782,0.00513698630136986,0.0222602739726027,0.00171232876712329,0,0.38013698630137,0,0,0.035958904109589,0.0154109589041096,0,0,0.011986301369863,0,0,0.0445205479452055,0.00171232876712329,0.0941780821917808,0.00342465753424658,0.0222602739726027,0.00513698630136986,0.00171232876712329,0.00171232876712329,0.0308219178082192,0,0.00171232876712329,0.00171232876712329,0.00513698630136986,0.13013698630137,0.00171232876712329,0.143835616438356,0.00171232876712329,0.00342465753424658,0.0205479452054795,0.00513698630136986,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,6023,0.00147710487444609,0.017725258493353,0,0.00147710487444609,0.194977843426883,0,0.00147710487444609,0.0118168389955687,0.00443131462333826,0.00147710487444609,0,0.0103397341211226,0,0.00590841949778434,0.0221565731166913,0,0.122599704579025,0.00147710487444609,0.0295420974889217,0,0.00295420974889217,0.00295420974889217,0.0118168389955687,0,0.00147710487444609,0,0.0428360413589365,0.277695716395864,0,0.200886262924668,0.00295420974889217,0.0103397341211226,0.00590841949778434,0,0,0.00147710487444609,0,0,0,0,0,0.00147710487444609,0,0,0,0,0,0.00295420974889217,0,0.00295420974889217,0,0,0.00295420974889217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147710487444609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,6194,0,0.0062111801242236,0.0020703933747412,0,0.124223602484472,0,0,0.0041407867494824,0.010351966873706,0,0,0.0082815734989648,0,0.0020703933747412,0.10351966873706,0,0.107660455486542,0.0020703933747412,0.0248447204968944,0,0,0.0041407867494824,0.020703933747412,0,0,0.0062111801242236,0.0289855072463768,0.242236024844721,0.0041407867494824,0.242236024844721,0,0.0082815734989648,0.0165631469979296,0,0.0020703933747412,0.0041407867494824,0,0,0,0,0,0,0.0041407867494824,0,0,0.0144927536231884,0.0020703933747412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020703933747412,0.0020703933747412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,6375,0.00130548302872063,0.0130548302872063,0,0.00391644908616188,0.225848563968668,0,0,0.00913838120104439,0.00261096605744125,0.00783289817232376,0,0.010443864229765,0,0.00391644908616188,0.0117493472584856,0,0.126631853785901,0,0.0248041775456919,0,0.00130548302872063,0.00522193211488251,0.0195822454308094,0,0.00391644908616188,0,0.0443864229765013,0.387728459530026,0,0.0587467362924282,0,0.00652741514360313,0.0143603133159269,0,0,0.00261096605744125,0,0,0,0.00130548302872063,0,0,0,0.00130548302872063,0,0,0,0.00522193211488251,0,0.00130548302872063,0,0,0.00522193211488251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,6674,0,0.0115830115830116,0.00386100386100386,0.00193050193050193,0.104247104247104,0,0,0,0,0.00193050193050193,0,0.0115830115830116,0,0.00772200772200772,0.121621621621622,0.00193050193050193,0.0752895752895753,0,0.0154440154440154,0,0.00193050193050193,0.0154440154440154,0.0173745173745174,0,0,0.00772200772200772,0.0328185328185328,0.357142857142857,0,0.102316602316602,0.00386100386100386,0.00579150579150579,0.0115830115830116,0,0,0.00193050193050193,0,0,0,0.00193050193050193,0,0,0,0,0,0.0772200772200772,0,0.00193050193050193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193050193050193,0.00193050193050193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,6901,0.00189393939393939,0.00568181818181818,0.00946969696969697,0.00189393939393939,0.130681818181818,0,0,0,0.00568181818181818,0.00189393939393939,0,0.00378787878787879,0,0.00378787878787879,0.130681818181818,0.00378787878787879,0.140151515151515,0,0.0208333333333333,0,0.00378787878787879,0.00757575757575758,0.00378787878787879,0,0.00757575757575758,0.00189393939393939,0.0871212121212121,0.346590909090909,0.00189393939393939,0.0246212121212121,0,0.00189393939393939,0.0170454545454545,0.00189393939393939,0.00189393939393939,0,0,0,0,0,0,0,0,0.00757575757575758,0,0.0208333333333333,0,0.00189393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
