"sample.depths","sample.ages","Abies","Alnus","Betula","Carya","Castanea","Celtis","Cornus","Corylus","Ericaceae","Fagus","Gordonia","Ilex.type","Liquidambar.styraciflua","Liriodendron.tulipifera","Magnolia","Nyssa","Picea","Pinus","Quercus","Rosaceae","Salix","Serenoa","Smilax","Juniperus","Tilia","Toxicodendron","Ulmus","Viburnum.type","cf..Vitis","Apiaceae","Asteraceae","Chenopodiaceae","Cyperaceae","Poaceae","Larix"
161,4740,0,0.00709219858156028,0,0.0189125295508274,0,0.00236406619385343,0.0118203309692671,0,0.00236406619385343,0,0,0.00945626477541371,0.00472813238770686,0,0,0.468085106382979,0,0.0614657210401891,0.312056737588652,0.0260047281323877,0,0,0,0,0.0118203309692671,0,0,0,0.0354609929078014,0,0.00472813238770686,0.00236406619385343,0,0.0212765957446809,0
169,5094,0,0.00888888888888889,0,0,0,0,0.00888888888888889,0.0155555555555556,0,0,0.00222222222222222,0.0222222222222222,0.0133333333333333,0.00444444444444444,0.00666666666666667,0.317777777777778,0,0.108888888888889,0.326666666666667,0,0.0333333333333333,0.02,0,0,0,0,0,0,0.02,0,0,0.00222222222222222,0,0.0888888888888889,0
185,5803,0,0.0276381909547739,0,0.0276381909547739,0,0.00251256281407035,0.0100502512562814,0.0175879396984925,0.00251256281407035,0.00251256281407035,0,0.0100502512562814,0.0050251256281407,0.00251256281407035,0,0.366834170854271,0,0.130653266331658,0.278894472361809,0.0226130653266332,0.0050251256281407,0,0,0.0050251256281407,0.00251256281407035,0,0,0,0.0301507537688442,0.00251256281407035,0.0125628140703518,0,0,0.0351758793969849,0
201,6512,0,0.0526315789473684,0.0022883295194508,0.011441647597254,0,0.0160183066361556,0.0137299771167048,0.011441647597254,0,0,0,0.0022883295194508,0.0045766590389016,0,0,0.302059496567506,0,0.109839816933638,0.34324942791762,0.0183066361556064,0.0183066361556064,0,0,0.0022883295194508,0.0022883295194508,0,0,0.0022883295194508,0.0183066361556064,0.0022883295194508,0.0137299771167048,0,0,0.0526315789473684,0
209,6867,0,0.0263929618768328,0,0.0190615835777126,0,0,0,0.0190615835777126,0.00146627565982405,0,0,0.00293255131964809,0.0234604105571848,0.00733137829912024,0.00146627565982405,0.388563049853372,0,0.0483870967741935,0.303519061583578,0.0381231671554252,0.0249266862170088,0.00293255131964809,0,0.00146627565982405,0,0,0,0,0.0293255131964809,0.00439882697947214,0.0161290322580645,0.00146627565982405,0,0.0395894428152493,0
217,7221,0,0.0378787878787879,0,0.0176767676767677,0,0.00252525252525253,0.0101010101010101,0,0.00505050505050505,0.00252525252525253,0,0.00252525252525253,0.0151515151515152,0,0,0.404040404040404,0,0.141414141414141,0.247474747474747,0,0.0126262626262626,0,0,0,0.00505050505050505,0,0,0,0.0429292929292929,0.00252525252525253,0.0176767676767677,0,0,0.0328282828282828,0
233,7930,0,0.0380952380952381,0,0.019047619047619,0,0,0.00952380952380952,0.00714285714285714,0.00238095238095238,0,0,0.00476190476190476,0.019047619047619,0.00238095238095238,0.00476190476190476,0.376190476190476,0,0.15,0.288095238095238,0,0.00476190476190476,0,0,0.00238095238095238,0.00238095238095238,0,0,0,0.0261904761904762,0,0.0119047619047619,0,0,0.030952380952381,0
249,8639,0,0.0928571428571429,0.00238095238095238,0.0333333333333333,0,0.00952380952380952,0.00714285714285714,0,0.00476190476190476,0,0,0.0142857142857143,0.0119047619047619,0,0.00476190476190476,0.192857142857143,0,0.0952380952380952,0.397619047619048,0.0119047619047619,0.0214285714285714,0.00476190476190476,0,0,0.00714285714285714,0,0,0,0.030952380952381,0,0.0238095238095238,0.00238095238095238,0,0.030952380952381,0
265,9348,0,0.10272536687631,0.00209643605870021,0.0566037735849057,0,0.00419287211740042,0,0.00628930817610063,0.00628930817610063,0.00419287211740042,0,0.00209643605870021,0.0125786163522013,0,0.00419287211740042,0.226415094339623,0,0.10482180293501,0.354297693920335,0,0.00209643605870021,0,0,0,0.00838574423480084,0,0,0,0.0440251572327044,0,0.00628930817610063,0.00419287211740042,0,0.0482180293501048,0
281,10057,0,0.13107822410148,0.00211416490486258,0.0211416490486258,0,0.00422832980972516,0.00422832980972516,0.0211416490486258,0.00634249471458774,0.00422832980972516,0,0,0.00211416490486258,0,0,0.126849894291755,0,0.040169133192389,0.433403805496829,0.00634249471458774,0.0105708245243129,0.00211416490486258,0,0,0,0,0,0,0.133192389006343,0.00211416490486258,0.00845665961945032,0,0,0.040169133192389,0
297,10766,0,0.312,0,0.032,0,0.00533333333333333,0.0133333333333333,0.00533333333333333,0.00533333333333333,0,0,0.00533333333333333,0.008,0,0.00533333333333333,0.088,0,0.0586666666666667,0.354666666666667,0.008,0.008,0.00266666666666667,0,0.00266666666666667,0.008,0,0,0,0.00266666666666667,0,0.016,0,0,0.0586666666666667,0
313,11641,0,0.342431761786601,0,0,0,0.0248138957816377,0,0.00248138957816377,0.00744416873449132,0.00744416873449132,0,0.0248138957816377,0.00248138957816377,0,0,0.00496277915632754,0.0099255583126551,0.0769230769230769,0.240694789081886,0.0148883374689826,0.0148883374689826,0,0,0.00744416873449132,0,0,0,0,0.00248138957816377,0.00496277915632754,0.0521091811414392,0.00496277915632754,0.00248138957816377,0.15136476426799,0
329,12603,0,0.327365728900256,0,0.0537084398976982,0,0.0281329923273657,0,0,0.0153452685421995,0,0,0.0127877237851662,0,0,0.0051150895140665,0.0230179028132992,0.00767263427109974,0.10997442455243,0.260869565217391,0.00255754475703325,0.0051150895140665,0.00255754475703325,0,0,0,0,0,0.0051150895140665,0.00255754475703325,0,0.0588235294117647,0,0,0.0792838874680307,0
345,17476,0,0.207692307692308,0,0.0538461538461538,0,0.00769230769230769,0,0,0,0.00769230769230769,0,0.0128205128205128,0.00256410256410256,0,0,0,0.0128205128205128,0.171794871794872,0.182051282051282,0.00512820512820513,0.0282051282051282,0.00769230769230769,0,0.00512820512820513,0.00256410256410256,0,0,0,0,0.00256410256410256,0.120512820512821,0,0,0.169230769230769,0
353,20564,0.00232018561484919,0.139211136890951,0,0.0580046403712297,0,0.0116009280742459,0,0.00232018561484919,0.00464037122969838,0,0,0.0162412993039443,0.00232018561484919,0,0,0,0.0208816705336427,0.368909512761021,0.197215777262181,0.00232018561484919,0.0116009280742459,0,0,0,0,0,0,0,0.00464037122969838,0.00696055684454756,0.0417633410672854,0,0,0.109048723897912,0
361,23651,0,0.135,0,0.04,0,0,0,0,0.005,0.0025,0,0.005,0.0025,0,0,0,0.0225,0.415,0.1225,0,0.0275,0,0,0,0,0,0,0,0.0025,0.0025,0.045,0.005,0.005,0.16,0.0025
377,25209,0,0.0264227642276423,0,0.0264227642276423,0,0.0040650406504065,0,0,0.0101626016260163,0,0,0,0,0,0,0,0.024390243902439,0.5,0.097560975609756,0,0.0101626016260163,0,0,0.008130081300813,0,0,0,0,0.00609756097560976,0,0.048780487804878,0,0.0142276422764228,0.219512195121951,0.0040650406504065
393,25228,0,0.00735294117647059,0,0.0686274509803922,0,0.00735294117647059,0,0.00245098039215686,0,0,0,0,0.00245098039215686,0,0,0,0.0122549019607843,0.502450980392157,0.090686274509804,0.00245098039215686,0.00980392156862745,0,0,0,0,0,0,0,0,0.00245098039215686,0.0269607843137255,0.00245098039215686,0.00735294117647059,0.254901960784314,0
409,25246,0,0.0202247191011236,0,0.049438202247191,0,0.0202247191011236,0,0.00224719101123596,0.0202247191011236,0,0,0,0.00224719101123596,0,0,0,0.0134831460674157,0.543820224719101,0.128089887640449,0,0.00224719101123596,0,0,0,0,0,0,0,0,0.00224719101123596,0.0853932584269663,0,0,0.110112359550562,0
425,25669,0,0.00721153846153846,0,0.0264423076923077,0,0.00480769230769231,0,0,0,0,0,0,0,0,0,0,0.0408653846153846,0.776442307692308,0.0408653846153846,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0.0168269230769231,0.00240384615384615,0,0.0817307692307692,0
441,26497,0,0.0299539170506912,0,0.00691244239631336,0,0.0138248847926267,0,0,0.0161290322580645,0,0,0.00230414746543779,0,0,0,0,0.0299539170506912,0.587557603686636,0.087557603686636,0,0.0207373271889401,0,0,0.00230414746543779,0,0,0,0,0.00230414746543779,0.00230414746543779,0.043778801843318,0.00921658986175115,0.00230414746543779,0.142857142857143,0
449,26910,0,0.0425531914893617,0,0.0141843971631206,0,0.00945626477541371,0,0.00236406619385343,0.0141843971631206,0,0,0.00236406619385343,0,0,0,0,0.016548463356974,0.619385342789598,0.0851063829787234,0,0.00236406619385343,0,0,0.00472813238770686,0,0,0,0,0.00472813238770686,0.00709219858156028,0.0283687943262411,0.00236406619385343,0.0118203309692671,0.132387706855792,0
457,27324,0,0.0497512437810945,0,0,0,0,0,0,0.00248756218905473,0,0,0,0,0,0,0,0.0149253731343284,0.559701492537313,0.104477611940299,0.00248756218905473,0.0248756218905473,0,0,0,0,0,0,0,0.0149253731343284,0.00746268656716418,0.072139303482587,0.00248756218905473,0.0099502487562189,0.134328358208955,0
473,28151,0,0.0314009661835749,0,0.0120772946859903,0,0,0,0,0.0072463768115942,0,0,0.00241545893719807,0,0,0,0,0.0072463768115942,0.550724637681159,0.0845410628019324,0.00483091787439614,0.0169082125603865,0,0,0.00483091787439614,0,0,0,0,0,0.00966183574879227,0.0772946859903382,0,0,0.190821256038647,0
489,28979,0,0.0404040404040404,0,0.00505050505050505,0.0101010101010101,0.00252525252525253,0,0,0.00505050505050505,0,0,0,0,0,0,0,0.0151515151515152,0.558080808080808,0.0707070707070707,0,0.0202020202020202,0,0,0,0,0,0,0,0,0.0277777777777778,0.0631313131313131,0,0,0.181818181818182,0
505,29806,0,0.078239608801956,0,0.0268948655256724,0,0,0.00733496332518337,0.00244498777506112,0,0,0,0.00488997555012225,0.00244498777506112,0,0,0.0317848410757946,0.00733496332518337,0.432762836185819,0.107579462102689,0,0.019559902200489,0,0,0.00488997555012225,0.00488997555012225,0,0,0,0.00733496332518337,0.019559902200489,0.0464547677261614,0.00733496332518337,0,0.188264058679707,0
521,29957,0.00239234449760766,0.0478468899521531,0,0.00717703349282297,0,0,0,0,0,0,0,0.00478468899521531,0,0,0,0,0.00956937799043062,0.495215311004785,0.069377990430622,0.00478468899521531,0.0311004784688995,0,0,0,0,0,0,0,0,0,0.083732057416268,0.00478468899521531,0.00239234449760766,0.236842105263158,0
537,30011,0,0.0525059665871122,0,0,0,0.00238663484486874,0,0,0.0143198090692124,0,0,0,0,0,0,0,0.00477326968973747,0.45346062052506,0.0978520286396181,0.00477326968973747,0.00238663484486874,0,0,0.0143198090692124,0,0,0,0,0,0.0167064439140811,0.0835322195704057,0,0,0.252983293556086,0
