"sample.depths","sample.ages","Acer.saccharum","Acer.undiff.","Alnus","Betula","Carya","Castanea","Chamaecyparis.thyoides","Corylus","Cupressaceae.Taxaceae.undiff.","Ericaceae","Fagus","Fraxinus","Ilex","Juglans","Liquidambar","Nyssa","Ostrya","Picea","Pinus","Quercus","Salix","Sambucus.type","Sarcobatus.vermiculatus","Tilia","Trema","Tsuga","Ulmus","Vitis","Acalypha","Ambrosia","Apiaceae","Asteraceae..high.spine.","Asteraceae..low.spine.","Chenopodiaceae.Amaranthaceae.undiff.","Cyperaceae","Euphorbiaceae.undiff.","Fabaceae","Iridaceae","Plantago","Poaceae","Polygonum","Primulaceae","Rosaceae","Rubiaceae","Rumex","Saxifragaceae","Thalictrum","Urtica","Violaceae"
145,7944,0,0,0,0.0396039603960396,0,0,0,0,0.0346534653465347,0.0346534653465347,0,0,0.0396039603960396,0,0,0.0495049504950495,0,0,0.272277227722772,0.465346534653465,0,0,0,0,0,0.0099009900990099,0.00495049504950495,0.00495049504950495,0,0,0,0.0099009900990099,0.00495049504950495,0,0.0247524752475248,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0
155,8339,0,0,0.0223463687150838,0.0111731843575419,0.0111731843575419,0,0,0.0335195530726257,0.00558659217877095,0.0391061452513966,0,0,0.0837988826815642,0,0.00558659217877095,0.0893854748603352,0,0,0.0949720670391061,0.46927374301676,0,0,0,0,0,0,0,0.00558659217877095,0.00558659217877095,0,0,0.0223463687150838,0,0,0.0837988826815642,0,0,0,0,0.0111731843575419,0,0,0,0,0,0.00558659217877095,0,0,0
175,9129,0.0144927536231884,0.00579710144927536,0.0231884057971014,0.0260869565217391,0.00579710144927536,0.00289855072463768,0.00289855072463768,0.0173913043478261,0.0289855072463768,0.00869565217391304,0,0,0.0608695652173913,0.00289855072463768,0.00579710144927536,0.133333333333333,0,0,0.104347826086957,0.449275362318841,0.00289855072463768,0,0,0,0,0,0,0.0550724637681159,0,0,0,0.00289855072463768,0.00579710144927536,0,0.0289855072463768,0,0,0.00289855072463768,0,0.00289855072463768,0.00579710144927536,0,0,0,0,0,0,0,0
195,9632,0.00314465408805031,0,0.0345911949685535,0.0471698113207547,0.00943396226415094,0,0,0.00314465408805031,0.0471698113207547,0.00943396226415094,0,0,0.0408805031446541,0,0.00314465408805031,0.106918238993711,0,0,0.154088050314465,0.383647798742138,0,0,0,0,0,0,0.00314465408805031,0.00314465408805031,0,0,0,0,0.00314465408805031,0,0.144654088050314,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0
205,9766,0.00696864111498258,0,0.0801393728222996,0.128919860627178,0,0,0,0.0209059233449477,0.083623693379791,0.0104529616724739,0,0,0.0174216027874564,0,0,0.024390243902439,0,0,0.0940766550522648,0.498257839721254,0,0,0,0,0,0,0,0,0,0,0.0104529616724739,0,0.00348432055749129,0,0.0104529616724739,0,0,0.00696864111498258,0,0.00348432055749129,0,0,0,0,0,0,0,0,0
215,9900,0,0,0.0315789473684211,0.175438596491228,0.0105263157894737,0.00350877192982456,0,0.00701754385964912,0,0.0210526315789474,0,0,0.0701754385964912,0,0,0.0245614035087719,0,0,0.0947368421052632,0.498245614035088,0,0,0,0.00350877192982456,0,0,0,0,0.00701754385964912,0.00350877192982456,0,0.00701754385964912,0.00701754385964912,0,0.0280701754385965,0,0,0,0,0.00350877192982456,0,0,0,0,0,0,0,0.00350877192982456,0
225,10035,0,0.00273972602739726,0.0383561643835616,0.0273972602739726,0.0219178082191781,0,0,0.010958904109589,0.0164383561643836,0,0,0,0.00547945205479452,0,0,0.00273972602739726,0.00547945205479452,0,0.391780821917808,0.389041095890411,0,0,0,0,0,0.00273972602739726,0.00547945205479452,0,0,0,0.00547945205479452,0,0.00273972602739726,0,0.0438356164383562,0,0,0.0136986301369863,0,0.0136986301369863,0,0,0,0,0,0,0,0,0
235,10169,0,0,0.0747663551401869,0.00934579439252336,0.0186915887850467,0.00623052959501558,0,0,0,0.0124610591900312,0,0,0.0186915887850467,0,0.00311526479750779,0.0186915887850467,0,0,0.495327102803738,0.29595015576324,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0.00623052959501558,0,0,0.0311526479750779,0,0,0,0,0.00623052959501558,0,0,0,0,0,0,0,0,0
255,NA,0,0,0.117647058823529,0.0267379679144385,0,0.0133689839572193,0,0,0.00267379679144385,0.0133689839572193,0.00267379679144385,0,0.00267379679144385,0,0.00267379679144385,0.00802139037433155,0,0,0.647058823529412,0.120320855614973,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0.0213903743315508,0,0,0.00267379679144385,0,0,0,0,0.0133689839572193,0.00267379679144385,0,0,0,0,0,0,0,0
265,NA,0,0,0.194070080862534,0.00808625336927224,0.0269541778975741,0,0,0.0161725067385445,0.00808625336927224,0.00808625336927224,0,0,0.0134770889487871,0,0,0.0134770889487871,0,0,0.431266846361186,0.172506738544474,0.00269541778975741,0,0,0.00269541778975741,0,0.00269541778975741,0.00269541778975741,0,0,0,0,0.0377358490566038,0.00539083557951483,0,0.0377358490566038,0.00269541778975741,0,0,0,0.0134770889487871,0,0,0,0,0,0,0,0,0
275,NA,0,0,0.140056022408964,0.0168067226890756,0.0196078431372549,0,0,0.00280112044817927,0,0.0336134453781513,0,0,0.0168067226890756,0,0,0.00840336134453781,0,0.00840336134453781,0.484593837535014,0.210084033613445,0,0,0,0,0,0.0140056022408964,0.00560224089635854,0,0,0,0,0.0224089635854342,0.00280112044817927,0,0.0112044817927171,0,0,0,0,0,0,0,0.00280112044817927,0,0,0,0,0,0
