"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.undiff.","Ambrosia.type","Aquifoliaceae","Artemisia","Betula","Carya","Castanea","Pinaceae.undiff.","Corylus","Cyperaceae","Ericaceae","Fagopyrum","Fagus","Poaceae.undiff.","Juglans.cinerea","Larix","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus","Fabaceae","Fraxinus","Populus","Amaranthaceae","Viburnum","Cerealia","Urticaceae","Plantago","Rosaceae","Caryophyllaceae","Cephalanthus","Juglans.nigra","Rhus","Sambucus","Thalictrum","Myrica","Rhamnaceae.Vitaceae","Galium","Lamiaceae","Ranunculus","Liquidambar","Nyssa","Juglans.undiff.","Ranunculaceae.undiff.","Rubiaceae.undiff.","Gentianaceae","Celtis","Impatiens"
837,9024,0,0,0.0326678765880218,0.014519056261343,0,0,0.0453720508166969,0.0308529945553539,0.00181488203266788,0.0163339382940109,0.0072595281306715,0,0,0,0.141560798548094,0,0,0,0,0.0108892921960073,0,0,0.00181488203266788,0.0490018148820327,0.0254083484573503,0.152450090744102,0,0,0.00362976406533575,0.279491833030853,0,0.072595281306715,0,0.0072595281306715,0,0.0852994555353902,0,0.00362976406533575,0,0,0,0,0,0,0.00181488203266788,0,0,0,0,0,0,0,0,0,0.00181488203266788,0,0.0127041742286751,0,0,0,0.00181488203266788,0
849,9346,0,0,0.0331491712707182,0.00368324125230203,0,0.00368324125230203,0.0534069981583794,0.0257826887661142,0,0.0368324125230203,0.00736648250460405,0.00184162062615101,0,0,0.125230202578269,0.00184162062615101,0,0,0,0.0331491712707182,0,0.00184162062615101,0.00368324125230203,0.0313075506445672,0.0202578268876611,0.149171270718232,0,0,0.0110497237569061,0.314917127071823,0,0.0460405156537753,0,0.00552486187845304,0,0.0607734806629834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184162062615101,0,0,0,0,0.00184162062615101,0,0.0239410681399632,0,0,0,0.00184162062615101,0
861,9681,0,0,0.0288288288288288,0.009009009009009,0,0.0018018018018018,0.115315315315315,0.0234234234234234,0,0.045045045045045,0.0162162162162162,0.0036036036036036,0,0,0.0828828828828829,0,0,0,0,0.0162162162162162,0.0018018018018018,0,0.0018018018018018,0.036036036036036,0.0162162162162162,0.147747747747748,0,0,0.0126126126126126,0.297297297297297,0.0018018018018018,0.072072072072072,0,0.0018018018018018,0,0.045045045045045,0,0.0018018018018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018018018018018,0,0,0,0.0036036036036036,0
873,10027,0,0,0.0477941176470588,0.00367647058823529,0.00183823529411765,0.00367647058823529,0.0625,0.0257352941176471,0,0.0349264705882353,0.00551470588235294,0.00367647058823529,0.00183823529411765,0,0.0716911764705882,0,0,0,0,0.0257352941176471,0,0.00367647058823529,0.00735294117647059,0.0422794117647059,0.00919117647058824,0.148897058823529,0,0.00183823529411765,0.0110294117647059,0.295955882352941,0,0.0698529411764706,0,0.00183823529411765,0,0.0845588235294118,0,0.00183823529411765,0,0,0,0,0,0,0,0,0,0,0.00183823529411765,0,0,0,0,0,0,0,0.03125,0,0,0,0,0
884,10356,0,0,0.0327272727272727,0.00363636363636364,0,0.00545454545454545,0.04,0.0145454545454545,0,0.0363636363636364,0.0127272727272727,0,0,0,0.0327272727272727,0,0,0,0,0.0327272727272727,0.00181818181818182,0,0.0109090909090909,0.0745454545454545,0.0163636363636364,0.132727272727273,0,0,0.0109090909090909,0.350909090909091,0,0.0709090909090909,0,0.00181818181818182,0,0.0818181818181818,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345454545454545,0,0,0,0,0
896,10727,0,0,0.0330882352941176,0.00183823529411765,0,0.00183823529411765,0.0477941176470588,0.00367647058823529,0,0.0459558823529412,0.00183823529411765,0.00183823529411765,0,0,0.03125,0.00367647058823529,0,0,0,0.0294117647058824,0,0.00367647058823529,0.00735294117647059,0.0588235294117647,0.0110294117647059,0.213235294117647,0,0.00183823529411765,0.00735294117647059,0.257352941176471,0.00367647058823529,0.0477941176470588,0,0.00367647058823529,0,0.136029411764706,0,0.00183823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441176470588235,0,0,0,0,0
901,10885,0.00177619893428064,0,0.0337477797513321,0,0,0.00177619893428064,0.044404973357016,0.00710479573712256,0,0.044404973357016,0.00177619893428064,0,0,0,0.0230905861456483,0.00177619893428064,0,0,0,0.0373001776198934,0,0.00355239786856128,0.0106571936056838,0.0728241563055062,0.00177619893428064,0.19360568383659,0,0,0.00532859680284192,0.307282415630551,0,0.0479573712255773,0,0.00177619893428064,0,0.0976909413854352,0,0.00710479573712256,0,0,0,0,0,0,0,0,0,0,0,0.00177619893428064,0,0,0,0,0,0,0.0515097690941385,0,0,0,0,0
907,11078,0,0,0.0218181818181818,0.00909090909090909,0,0.00363636363636364,0.0218181818181818,0.00909090909090909,0,0.0436363636363636,0.00181818181818182,0.00181818181818182,0,0,0.00909090909090909,0.00181818181818182,0,0,0,0.0363636363636364,0,0,0.00727272727272727,0.0763636363636364,0.00545454545454545,0.218181818181818,0,0,0.0109090909090909,0.323636363636364,0.00181818181818182,0.0654545454545455,0,0.00363636363636364,0,0.103636363636364,0,0.00363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
913,11274,0.00357142857142857,0,0.0428571428571429,0.00892857142857143,0,0.00178571428571429,0.0285714285714286,0.00714285714285714,0,0.0553571428571429,0.00178571428571429,0,0,0,0.00178571428571429,0.00178571428571429,0,0,0,0.0625,0,0.00535714285714286,0.0267857142857143,0.216071428571429,0.00357142857142857,0.203571428571429,0,0.00357142857142857,0.00892857142857143,0.183928571428571,0,0.0696428571428571,0,0.00357142857142857,0,0.0571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178571428571429,0,0,0,0,0
919,11474,0.00510204081632653,0,0.0391156462585034,0,0,0.00170068027210884,0.0442176870748299,0.00340136054421769,0,0.0510204081632653,0.00510204081632653,0,0,0,0,0,0,0,0,0.0595238095238095,0,0.0136054421768707,0.0442176870748299,0.253401360544218,0,0.295918367346939,0,0.00170068027210884,0.00340136054421769,0.0425170068027211,0.00340136054421769,0.0663265306122449,0,0,0,0.0595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510204081632653,0,0,0,0,0,0,0.00170068027210884,0,0,0,0,0
925,11677,0.0106761565836299,0,0.0355871886120996,0.00177935943060498,0,0,0.0693950177935943,0.00177935943060498,0,0.0391459074733096,0.00533807829181495,0,0,0,0,0,0,0,0,0.0391459074733096,0.0160142348754448,0.00533807829181495,0.0427046263345196,0.443060498220641,0,0.160142348754448,0,0,0,0.00889679715302491,0.00355871886120996,0.0747330960854092,0,0,0,0.0391459074733096,0,0.00177935943060498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177935943060498,0,0,0,0,0
931,11882,0.019672131147541,0,0,0.00491803278688525,0,0.0131147540983607,0.0213114754098361,0.00163934426229508,0,0.0868852459016393,0.00327868852459016,0.00491803278688525,0,0,0,0.0262295081967213,0,0,0,0.0147540983606557,0.455737704918033,0.00491803278688525,0,0.250819672131148,0,0.0344262295081967,0.00163934426229508,0.00327868852459016,0,0.00655737704918033,0.0131147540983607,0.00327868852459016,0.00163934426229508,0.0114754098360656,0,0.00655737704918033,0,0,0,0,0,0,0,0,0,0,0,0,0.00491803278688525,0,0,0,0,0,0,0,0.00327868852459016,0,0.00163934426229508,0,0,0
941,12227,0.0342679127725857,0,0.00155763239875389,0.00778816199376947,0,0.0109034267912773,0.0109034267912773,0,0,0.0934579439252336,0.00311526479750779,0.0342679127725857,0.00155763239875389,0,0,0.0124610591900312,0,0,0,0.0280373831775701,0.478193146417445,0.00778816199376947,0.00467289719626168,0.126168224299065,0,0.0903426791277259,0.00155763239875389,0.00778816199376947,0,0.00623052959501558,0.00311526479750779,0.00778816199376947,0,0.00467289719626168,0,0.0109034267912773,0.00155763239875389,0.00155763239875389,0,0,0,0,0,0,0,0,0,0,0.00467289719626168,0.00155763239875389,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0
955,12717,0.0255255255255255,0,0.0015015015015015,0.015015015015015,0,0.0165165165165165,0.0105105105105105,0.0045045045045045,0,0.0795795795795796,0.0015015015015015,0.045045045045045,0.0015015015015015,0,0,0.027027027027027,0,0,0,0.0465465465465465,0.503003003003003,0.0135135135135135,0,0.0495495495495495,0,0.103603603603604,0,0.0105105105105105,0,0,0.0105105105105105,0,0,0,0,0.0225225225225225,0.003003003003003,0.0015015015015015,0,0,0,0,0,0,0,0,0,0,0,0.00750750750750751,0,0,0,0,0,0,0,0,0,0,0,0
967,13140,0.0221843003412969,0,0.00170648464163823,0.00853242320819113,0,0.0136518771331058,0.0170648464163823,0.00511945392491468,0,0.0699658703071672,0.00511945392491468,0.0784982935153584,0,0,0.00170648464163823,0.015358361774744,0,0,0,0.0511945392491468,0.460750853242321,0.0068259385665529,0,0.0699658703071672,0,0.0750853242320819,0.00170648464163823,0.00853242320819113,0,0,0.0119453924914676,0,0,0.00511945392491468,0,0.0546075085324232,0,0,0,0,0,0,0,0.00170648464163823,0,0,0,0,0,0.0136518771331058,0,0,0,0,0,0,0,0,0,0,0,0
979,13567,0.0265151515151515,0,0,0.00946969696969697,0,0.0170454545454545,0.0246212121212121,0.00378787878787879,0,0.0473484848484848,0.00568181818181818,0.0359848484848485,0,0,0,0.0189393939393939,0,0,0,0.0359848484848485,0.513257575757576,0.0151515151515152,0.00189393939393939,0.090909090909091,0,0.0776515151515152,0,0.00757575757575758,0,0,0.0113636363636364,0.00568181818181818,0,0.00568181818181818,0,0.0303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0.00189393939393939,0.0113636363636364,0,0,0,0,0,0,0.00189393939393939,0,0,0,0,0
991,NA,0.0223577235772358,0,0.00609756097560976,0.008130081300813,0,0.0223577235772358,0.0345528455284553,0.00609756097560976,0,0.0365853658536585,0.0101626016260163,0.0548780487804878,0,0,0,0.0101626016260163,0,0,0,0.0752032520325203,0.443089430894309,0.0040650406504065,0,0.0447154471544715,0,0.097560975609756,0,0.016260162601626,0,0,0.00609756097560976,0.0101626016260163,0,0.0040650406504065,0,0.0630081300813008,0,0,0,0,0,0,0,0.00203252032520325,0,0,0,0,0,0.0182926829268293,0,0,0,0,0,0,0.0040650406504065,0,0,0,0,0
