"sample.depths","sample.ages","Abies","Ambrosia.type","Betula","Caryophyllaceae","Cyperaceae","Picea","Pinus.undiff.","Quercus","Alnus","Myrica","Populus","Poaceae","Pinus.strobus","Ericales","cf..Myrica","Artemisia","Ranunculaceae.undiff.","Rosaceae.undiff.","Coptis.trifolia","Sanguisorba","Thalictrum","Pinus.banksiana.P..resinosa","Juniperus","Fagus","Asteraceae.subf..Asteroideae.undiff.","Acer","Ulmus","Tilia","Plantago","Potentilla","Corylus","Amaranthaceae","Galium","Fraxinus","Taxus","Tsuga","Salix","Gentianaceae","Nemopanthus","Larix","Linnaea.borealis","Cornus","Epilobium","Polygonaceae.undiff.","Rumex","Shepherdia.canadensis","Apiaceae","Brassicaceae","Fabaceae","Limonium"
90,1877,0.0148809523809524,0,0.333333333333333,0,0,0.238095238095238,0,0.00297619047619048,0.306547619047619,0.0446428571428571,0,0.00892857142857143,0.00297619047619048,0.00595238095238095,0.0208333333333333,0.00297619047619048,0,0.00297619047619048,0,0,0.00595238095238095,0,0.00297619047619048,0,0,0.00297619047619048,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2065,0.0398773006134969,0,0.263803680981595,0,0.00306748466257669,0.257668711656442,0.00306748466257669,0.00920245398773006,0.371165644171779,0.00306748466257669,0,0,0.00613496932515337,0.00306748466257669,0.0245398773006135,0.00306748466257669,0,0.00306748466257669,0,0,0.00306748466257669,0.00613496932515337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2184,0.0486322188449848,0,0.376899696048632,0,0.00303951367781155,0.331306990881459,0.00911854103343465,0.00303951367781155,0.179331306990881,0.0060790273556231,0,0,0.00303951367781155,0,0.0212765957446809,0,0,0,0,0,0.0060790273556231,0,0.00303951367781155,0,0.0060790273556231,0,0,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2303,0.0417910447761194,0,0.367164179104478,0,0,0.322388059701493,0.0119402985074627,0,0.205970149253731,0.0208955223880597,0,0,0.00298507462686567,0,0.0119402985074627,0,0,0,0,0,0.00597014925373134,0,0,0,0.00298507462686567,0.00298507462686567,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2363,0.051980198019802,0.00247524752475248,0.341584158415842,0,0.00247524752475248,0.28960396039604,0.0099009900990099,0.00247524752475248,0.217821782178218,0.0396039603960396,0,0.00495049504950495,0.00495049504950495,0.00495049504950495,0.0247524752475248,0,0,0,0,0,0,0,0,0,0,0,0,0.00247524752475248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2422,0.0967741935483871,0,0.331378299120235,0,0.00586510263929619,0.340175953079179,0.00293255131964809,0,0.158357771260997,0.0175953079178886,0,0,0.00879765395894428,0,0.0293255131964809,0.00293255131964809,0,0.00293255131964809,0,0,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2482,0.0422535211267606,0.0028169014084507,0.408450704225352,0,0.0028169014084507,0.270422535211268,0.0028169014084507,0.0028169014084507,0.202816901408451,0.0140845070422535,0,0.0112676056338028,0,0.0028169014084507,0.0225352112676056,0,0,0.00563380281690141,0,0,0,0,0,0.00563380281690141,0,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2541,0.0491329479768786,0.00289017341040462,0.421965317919075,0,0.00578034682080925,0.300578034682081,0,0.00289017341040462,0.182080924855491,0.0115606936416185,0,0.00578034682080925,0.00289017341040462,0,0.0115606936416185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2660,0.00977198697068404,0.00325732899022801,0.309446254071661,0,0.00325732899022801,0.364820846905537,0.00325732899022801,0,0.260586319218241,0.0130293159609121,0,0,0,0,0.0162866449511401,0,0,0,0,0,0.00651465798045603,0,0,0,0.00977198697068404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2720,0,0,0.306590257879656,0,0.00286532951289398,0.128939828080229,0.00286532951289398,0,0.458452722063037,0.0343839541547278,0,0.00573065902578797,0.00573065902578797,0,0.0401146131805158,0,0,0.00286532951289398,0,0,0.00286532951289398,0,0,0,0.00573065902578797,0,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2779,0.0157728706624606,0,0.293375394321767,0,0,0.141955835962145,0.00630914826498423,0.00315457413249211,0.49211356466877,0.0157728706624606,0,0,0,0.00315457413249211,0.0157728706624606,0,0,0,0,0,0,0,0.00315457413249211,0,0.00315457413249211,0,0,0,0,0,0,0.00315457413249211,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2898,0.0261437908496732,0,0.395424836601307,0,0.00326797385620915,0.336601307189543,0.0065359477124183,0,0.19281045751634,0.00326797385620915,0.00326797385620915,0,0.0065359477124183,0,0.0065359477124183,0,0,0.00326797385620915,0,0,0.0065359477124183,0.00326797385620915,0,0,0.00326797385620915,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3017,0.0481586402266289,0,0.322946175637394,0,0.0028328611898017,0.402266288951841,0.0141643059490085,0,0.15014164305949,0.0198300283286119,0,0,0.0028328611898017,0,0.0198300283286119,0.0028328611898017,0,0,0,0,0,0,0.0028328611898017,0,0.0056657223796034,0.0028328611898017,0,0,0,0,0,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,3136,0.0586510263929619,0,0.32258064516129,0,0.00293255131964809,0.410557184750733,0.00293255131964809,0,0.155425219941349,0.0117302052785924,0,0.00293255131964809,0.00586510263929619,0.00586510263929619,0.0117302052785924,0,0,0.00293255131964809,0,0,0.00293255131964809,0,0,0,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3279,0.033003300330033,0,0.287128712871287,0,0.0033003300330033,0.280528052805281,0.0099009900990099,0.0033003300330033,0.3003300330033,0.0297029702970297,0.0033003300330033,0.0066006600660066,0.0066006600660066,0,0.0297029702970297,0,0,0.0033003300330033,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,3493,0.0557184750733138,0.00293255131964809,0.469208211143695,0,0.00293255131964809,0.328445747800586,0.00293255131964809,0.00879765395894428,0.0733137829912024,0.0205278592375367,0.00293255131964809,0,0.00586510263929619,0,0.00879765395894428,0,0,0,0,0,0,0,0.0117302052785924,0,0,0,0,0,0,0,0,0,0,0.00293255131964809,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,3708,0.0391061452513966,0,0.466480446927374,0,0,0.307262569832402,0.00837988826815642,0,0.142458100558659,0.00837988826815642,0,0.00558659217877095,0.00279329608938547,0,0.00558659217877095,0,0,0.00279329608938547,0,0,0.00279329608938547,0,0.00279329608938547,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0
225,3815,0.0527638190954774,0,0.374371859296482,0,0.00251256281407035,0.394472361809045,0.0150753768844221,0.00251256281407035,0.110552763819095,0.00753768844221105,0,0.0050251256281407,0.00753768844221105,0,0.0175879396984925,0,0,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0.00251256281407035,0,0.00251256281407035,0,0,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,3923,0.0941558441558442,0,0.409090909090909,0,0,0.246753246753247,0.00974025974025974,0,0.175324675324675,0.025974025974026,0,0,0,0.00324675324675325,0.0162337662337662,0,0,0,0,0,0,0.00324675324675325,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0.0064935064935065,0,0,0,0.00324675324675325,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0
235,4030,0.067741935483871,0,0.393548387096774,0,0.0032258064516129,0.319354838709677,0.0032258064516129,0.0032258064516129,0.138709677419355,0.0129032258064516,0,0,0.00967741935483871,0.0032258064516129,0.0193548387096774,0,0,0,0,0,0.0032258064516129,0.0064516129032258,0,0,0,0,0,0,0,0.0032258064516129,0,0.0032258064516129,0,0,0.0064516129032258,0,0,0,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0
240,4137,0.033003300330033,0.0033003300330033,0.429042904290429,0,0.0033003300330033,0.191419141914191,0.0033003300330033,0.0066006600660066,0.267326732673267,0.0132013201320132,0,0.0033003300330033,0.0099009900990099,0,0.0264026402640264,0,0,0.0066006600660066,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,4352,0.0180412371134021,0.00257731958762887,0.530927835051546,0,0.0077319587628866,0.172680412371134,0.00257731958762887,0.00257731958762887,0.193298969072165,0.0257731958762887,0,0,0.0103092783505155,0,0.0180412371134021,0,0,0,0,0,0,0.0077319587628866,0.00257731958762887,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,4567,0.0324483775811209,0,0.56047197640118,0,0.00589970501474926,0.188790560471976,0.00589970501474926,0.00294985250737463,0.129793510324484,0.023598820058997,0,0,0.00589970501474926,0.00589970501474926,0.023598820058997,0,0,0,0,0,0,0,0.00294985250737463,0.00294985250737463,0,0,0,0,0,0,0,0,0,0.00294985250737463,0.00294985250737463,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,4781,0.0296052631578947,0,0.598684210526316,0,0,0.141447368421053,0.00328947368421053,0.00328947368421053,0.164473684210526,0.0164473684210526,0,0,0.0131578947368421,0,0.0164473684210526,0,0,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0.00328947368421053,0.00328947368421053,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0
280,4996,0.0191780821917808,0,0.501369863013699,0,0.00273972602739726,0.271232876712329,0.00547945205479452,0.00547945205479452,0.136986301369863,0.010958904109589,0,0.00273972602739726,0.00273972602739726,0,0.0273972602739726,0,0,0.00273972602739726,0,0,0,0.00273972602739726,0.00273972602739726,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,5211,0.0456026058631922,0,0.625407166123778,0,0.00325732899022801,0.169381107491857,0.00651465798045603,0.00325732899022801,0.0977198697068404,0.00651465798045603,0,0.00325732899022801,0.00651465798045603,0,0.0195439739413681,0,0,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0.00325732899022801,0,0,0,0.00325732899022801,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0
295,5318,0.0372340425531915,0,0.587765957446808,0,0.00531914893617021,0.180851063829787,0.0106382978723404,0,0.13031914893617,0.0106382978723404,0,0,0.00265957446808511,0,0.0265957446808511,0,0,0,0,0,0,0,0,0.00265957446808511,0,0,0.00265957446808511,0,0,0,0,0,0,0,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,5417,0.0555555555555556,0,0.421052631578947,0,0.00584795321637427,0.292397660818713,0.0146198830409357,0.00292397660818713,0.140350877192982,0.0116959064327485,0,0.00292397660818713,0.0116959064327485,0,0.0292397660818713,0.00292397660818713,0,0,0,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292397660818713,0.00292397660818713,0,0,0,0,0,0,0,0,0
310,5597,0.032051282051282,0,0.442307692307692,0,0.00320512820512821,0.147435897435897,0.00320512820512821,0.00320512820512821,0.278846153846154,0.0192307692307692,0,0.00320512820512821,0.0128205128205128,0.00320512820512821,0.032051282051282,0,0,0,0,0,0,0.00641025641025641,0,0,0.00641025641025641,0,0,0,0,0,0.00320512820512821,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,5778,0.0165016501650165,0,0.567656765676568,0,0,0.198019801980198,0.0165016501650165,0,0.132013201320132,0.0132013201320132,0,0,0.0066006600660066,0.0033003300330033,0.0297029702970297,0,0,0.0033003300330033,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,5958,0.0441640378548896,0,0.621451104100946,0,0,0.186119873817035,0.00630914826498423,0,0.0977917981072555,0.0126182965299685,0.00315457413249211,0.00315457413249211,0.00315457413249211,0,0.0126182965299685,0,0,0,0,0,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0.00630914826498423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,6138,0.0275482093663912,0,0.570247933884298,0,0,0.179063360881543,0.00275482093663912,0.00275482093663912,0.154269972451791,0.0165289256198347,0.00275482093663912,0.00275482093663912,0.00275482093663912,0,0.0330578512396694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275482093663912,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,6319,0.0294117647058824,0,0.588235294117647,0,0.0130718954248366,0.196078431372549,0.00326797385620915,0,0.107843137254902,0.0130718954248366,0,0,0.0130718954248366,0,0.0163398692810458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0,0.0130718954248366,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0
360,6499,0.0469208211143695,0,0.510263929618768,0,0.00879765395894428,0.249266862170088,0.0117302052785924,0.00293255131964809,0.131964809384164,0.00293255131964809,0,0.00293255131964809,0.00293255131964809,0,0.0293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,6679,0.0485436893203883,0,0.652912621359223,0,0.00242718446601942,0.128640776699029,0.00728155339805825,0.00485436893203883,0.0849514563106796,0.00970873786407767,0,0.00485436893203883,0.00970873786407767,0.00242718446601942,0.0218446601941748,0,0,0,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0.00485436893203883,0.00242718446601942,0.00242718446601942,0.00728155339805825,0,0,0,0,0,0,0,0,0,0,0,0
380,6860,0.032258064516129,0,0.603225806451613,0,0.0032258064516129,0.203225806451613,0.0064516129032258,0.0032258064516129,0.0903225806451613,0.00967741935483871,0,0,0.00967741935483871,0,0.0290322580645161,0,0,0.0032258064516129,0,0,0,0,0.0064516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,7040,0.0209580838323353,0,0.655688622754491,0,0,0.143712574850299,0.0029940119760479,0.0029940119760479,0.116766467065868,0.0119760479041916,0,0,0.0029940119760479,0,0.029940119760479,0,0,0,0,0,0,0,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0.0029940119760479,0,0,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0
400,7306,0.0257731958762887,0,0.677835051546392,0,0,0.118556701030928,0,0.0103092783505155,0.100515463917526,0.0180412371134021,0.00257731958762887,0.00515463917525773,0.00257731958762887,0,0.0257731958762887,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515463917525773,0,0.00257731958762887,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0
410,7830,0.0177664974619289,0,0.573604060913706,0,0.00253807106598985,0.114213197969543,0.00761421319796954,0.00253807106598985,0.210659898477157,0.0203045685279188,0.00253807106598985,0,0.0050761421319797,0,0.0355329949238579,0,0,0.00253807106598985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253807106598985,0.00253807106598985,0,0,0,0,0,0,0,0,0,0,0,0,0
420,8354,0.0425,0,0.4475,0,0.005,0.1925,0.01,0.0025,0.225,0.02,0.0025,0.005,0.01,0,0.0275,0,0,0,0,0,0.0025,0.0025,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,8616,0.126984126984127,0,0.338624338624339,0,0,0.19047619047619,0.0105820105820106,0.00529100529100529,0.232804232804233,0.0158730158730159,0,0.00264550264550265,0.00529100529100529,0,0.0582010582010582,0,0.00264550264550265,0,0,0,0,0,0,0,0.00264550264550265,0,0,0,0,0,0,0,0,0,0,0,0.00529100529100529,0,0,0,0,0,0.00264550264550265,0,0,0,0,0,0,0
430,8878,0.128205128205128,0,0.314102564102564,0,0,0.198717948717949,0.00961538461538462,0,0.25,0.0192307692307692,0,0.00641025641025641,0.00641025641025641,0,0.0416666666666667,0.00641025641025641,0,0,0,0,0,0.00320512820512821,0.00641025641025641,0,0.00320512820512821,0,0,0,0,0,0,0,0,0.00320512820512821,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0
435,9140,0.0592592592592593,0,0.279012345679012,0,0.00493827160493827,0.0839506172839506,0.00740740740740741,0,0.483950617283951,0.00493827160493827,0,0.00493827160493827,0,0.00246913580246914,0.0395061728395062,0,0,0,0,0,0.00493827160493827,0.00493827160493827,0.00493827160493827,0,0,0,0.00246913580246914,0,0,0,0,0,0,0.00740740740740741,0,0,0.00493827160493827,0,0,0,0,0,0,0,0,0,0,0,0,0
440,9364,0.0694006309148265,0,0.372239747634069,0,0,0.135646687697161,0.00630914826498423,0.00315457413249211,0.334384858044164,0.0347003154574132,0.00315457413249211,0,0.00630914826498423,0.00315457413249211,0.0189274447949527,0,0,0,0,0,0,0.00315457413249211,0.00315457413249211,0,0,0,0.00315457413249211,0,0,0,0,0,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,9739,0.0707395498392283,0.00321543408360129,0.443729903536977,0,0.00643086816720257,0.19935691318328,0.0160771704180064,0,0.147909967845659,0.0192926045016077,0.0128617363344051,0.00643086816720257,0.00643086816720257,0,0.045016077170418,0,0,0,0,0,0,0.00321543408360129,0.00643086816720257,0,0.00643086816720257,0,0,0,0,0,0.00321543408360129,0,0,0,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0
460,10114,0.0586666666666667,0,0.445333333333333,0,0.0133333333333333,0.194666666666667,0.032,0.00266666666666667,0.101333333333333,0.064,0.00266666666666667,0.00266666666666667,0.016,0,0.048,0,0,0,0,0,0,0.00266666666666667,0.00533333333333333,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
465,10302,0.073170731707317,0,0.423780487804878,0,0.0121951219512195,0.106707317073171,0.0121951219512195,0,0.179878048780488,0.0579268292682927,0.00609756097560976,0.0182926829268293,0.0152439024390244,0,0.0670731707317073,0,0,0,0,0,0.00609756097560976,0,0.00914634146341463,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0.00304878048780488,0,0,0,0,0,0,0.00304878048780488,0.00304878048780488,0,0,0,0,0
470,10489,0.0275229357798165,0.00611620795107034,0.507645259938838,0,0.018348623853211,0.217125382262997,0.0122324159021407,0.00305810397553517,0.0611620795107034,0.055045871559633,0.00611620795107034,0.0214067278287462,0.00305810397553517,0.00305810397553517,0.0489296636085627,0,0,0.00305810397553517,0,0,0,0,0.00305810397553517,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,10677,0.00272479564032698,0,0.553133514986376,0,0.0136239782016349,0.212534059945504,0.0354223433242507,0.00272479564032698,0.0299727520435967,0.0381471389645777,0.00817438692098093,0.00272479564032698,0.00544959128065395,0.00272479564032698,0.0708446866485014,0,0,0,0,0.00272479564032698,0.00272479564032698,0.00817438692098093,0.00544959128065395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0,0,0,0
480,10864,0.0029940119760479,0,0.62874251497006,0,0.0239520958083832,0.0808383233532934,0.00598802395209581,0.00598802395209581,0.062874251497006,0.0479041916167665,0.0119760479041916,0.0119760479041916,0.0029940119760479,0.00598802395209581,0.0598802395209581,0.0029940119760479,0,0,0,0,0,0.0029940119760479,0.0119760479041916,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0.0269461077844311,0,0,0,0,0,0,0,0,0,0,0,0,0
490,11239,0,0.00318471337579618,0.550955414012739,0,0.0414012738853503,0.121019108280255,0.0286624203821656,0,0.0573248407643312,0.0636942675159236,0,0.0159235668789809,0,0.00636942675159236,0.0605095541401274,0.00318471337579618,0,0,0,0,0,0.00636942675159236,0.0191082802547771,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0.0159235668789809,0,0,0,0,0,0,0,0,0.00318471337579618,0,0,0,0
495,11427,0,0.00326797385620915,0.584967320261438,0,0.0392156862745098,0.0555555555555556,0.0359477124183007,0,0.0620915032679739,0.042483660130719,0,0.0326797385620915,0.00326797385620915,0.0196078431372549,0.0816993464052288,0,0.00326797385620915,0,0,0,0,0.0065359477124183,0.0130718954248366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163398692810458,0,0,0,0,0,0,0,0,0,0,0,0,0
500,NA,0,0.00623052959501558,0.448598130841121,0,0.0529595015576324,0.133956386292835,0.0342679127725857,0,0.0467289719626168,0.0841121495327103,0.0186915887850467,0.0280373831775701,0.0186915887850467,0.00934579439252336,0.059190031152648,0.00311526479750779,0,0,0,0,0,0.00623052959501558,0.0155763239875389,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0.0311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0
505,NA,0.00328947368421053,0,0.542763157894737,0,0.0427631578947368,0.0296052631578947,0.0131578947368421,0,0.0361842105263158,0.105263157894737,0.00986842105263158,0.0427631578947368,0.0197368421052632,0.00328947368421053,0.0986842105263158,0.00328947368421053,0,0,0,0,0,0,0.0164473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0
