"sample.depths","sample.ages","Artemisia","Betula","Carya","Castanea","Cyperaceae","Fagus","Ilex","Pinus.undiff.","Quercus","Salix","Tsuga","Ulmus","Alnus","Acer","Ambrosia","Juniperus.Thuja","Fraxinus","Juglans","Amaranthaceae","Poaceae","Pinus.strobus","Caryophyllaceae","Picea","Rosaceae","Tilia","Nyssa","Ericaceae","Celtis","Abies","Apiaceae"
612,7810,0,0.304740406320542,0.0135440180586907,0.0158013544018059,0,0.230248306997743,0.0248306997742664,0.0225733634311512,0.112866817155756,0.00225733634311512,0.0677200902934537,0.0135440180586907,0.00451467268623025,0.115124153498871,0.00225733634311512,0,0.0248306997742664,0.00451467268623025,0,0.0158013544018059,0.0158013544018059,0,0,0,0.0090293453724605,0,0,0,0,0
650,8343,0,0.162621359223301,0.00485436893203883,0.0242718446601942,0,0.266990291262136,0.0121359223300971,0.0825242718446602,0.0703883495145631,0.00728155339805825,0.145631067961165,0.00728155339805825,0.00242718446601942,0.109223300970874,0.00970873786407767,0.0145631067961165,0.0121359223300971,0,0,0.0169902912621359,0.0412621359223301,0,0,0,0.00728155339805825,0.00242718446601942,0,0,0,0
675,8695,0,0.192743764172336,0.0090702947845805,0.0158730158730159,0,0.229024943310658,0.00680272108843537,0.072562358276644,0.0839002267573696,0.0113378684807256,0.183673469387755,0.00226757369614512,0,0.113378684807256,0.00226757369614512,0.0090702947845805,0.0136054421768707,0.00226757369614512,0,0.00453514739229025,0.0385487528344671,0.00226757369614512,0.00453514739229025,0,0.00226757369614512,0,0,0,0,0
708,9158,0,0.267898383371824,0.0092378752886836,0.0277136258660508,0,0.219399538106236,0.0046189376443418,0.0277136258660508,0.122401847575058,0.0023094688221709,0.0484988452655889,0.0115473441108545,0.0023094688221709,0.140877598152425,0.0046189376443418,0,0.0438799076212471,0.0046189376443418,0.0023094688221709,0.023094688221709,0.0207852193995381,0,0.0023094688221709,0.0023094688221709,0.0115473441108545,0,0,0,0,0
760,9889,0,0.205811138014528,0.0217917675544794,0.0217917675544794,0,0.273607748184019,0.00726392251815981,0.0508474576271186,0.159806295399516,0.00484261501210654,0.0532687651331719,0.00726392251815981,0.00242130750605327,0.11138014527845,0,0.00968523002421308,0.0169491525423729,0,0,0.0169491525423729,0.0169491525423729,0,0.00242130750605327,0,0.0145278450363196,0.00242130750605327,0,0,0,0
793,10353,0,0.230958230958231,0.0245700245700246,0.0171990171990172,0,0.255528255528256,0.00245700245700246,0.0712530712530713,0.15970515970516,0.0171990171990172,0.0515970515970516,0.0171990171990172,0.00245700245700246,0.090909090909091,0.00491400491400491,0,0.00737100737100737,0.00491400491400491,0,0.00245700245700246,0.027027027027027,0,0,0,0.0122850122850123,0,0,0,0,0
825,10802,0,0.186602870813397,0.00956937799043062,0.0263157894736842,0,0.196172248803828,0.00239234449760766,0.069377990430622,0.0789473684210526,0.0167464114832536,0.253588516746411,0.00956937799043062,0,0.090909090909091,0.00239234449760766,0,0.00478468899521531,0.00239234449760766,0,0.00239234449760766,0.0167464114832536,0,0,0.00239234449760766,0.0263157894736842,0,0.00239234449760766,0,0,0
855,11224,0,0.32739420935412,0.0022271714922049,0.0044543429844098,0,0.267260579064588,0.0066815144766147,0.0133630289532294,0.0690423162583519,0.0133630289532294,0.138084632516704,0.0133630289532294,0,0.066815144766147,0.0066815144766147,0.0066815144766147,0.0155902004454343,0.0044543429844098,0,0.0178173719376392,0.0044543429844098,0,0,0,0.022271714922049,0,0,0,0,0
866,11378,0,0.407582938388626,0.014218009478673,0.004739336492891,0,0.248815165876777,0.004739336492891,0.00710900473933649,0.0734597156398104,0.009478672985782,0.12085308056872,0.004739336492891,0,0.0710900473933649,0,0,0.004739336492891,0.0165876777251185,0,0,0.00710900473933649,0,0,0,0.004739336492891,0,0,0,0,0
877,11533,0,0.115044247787611,0.0110619469026549,0.0154867256637168,0.00221238938053097,0.20353982300885,0.00221238938053097,0.0265486725663717,0.0663716814159292,0.00663716814159292,0.391592920353982,0.0154867256637168,0.00221238938053097,0.0663716814159292,0.00221238938053097,0.00221238938053097,0.0088495575221239,0.0110619469026549,0,0.00442477876106195,0.0287610619469027,0,0.00221238938053097,0,0.0154867256637168,0,0,0,0,0
901,11870,0,0.19647355163728,0.0100755667506297,0.00503778337531486,0,0.130982367758186,0,0.00503778337531486,0.118387909319899,0.0125944584382872,0.385390428211587,0.0226700251889169,0,0.0478589420654912,0.00251889168765743,0.0100755667506297,0.0226700251889169,0.017632241813602,0,0.00251889168765743,0,0,0,0,0.0100755667506297,0,0,0,0,0
925,12207,0,0.0864485981308411,0.014018691588785,0.0116822429906542,0,0.144859813084112,0,0.0210280373831776,0.102803738317757,0.0116822429906542,0.47196261682243,0.00467289719626168,0,0.0654205607476635,0.00467289719626168,0,0.0257009345794393,0.0186915887850467,0,0.00934579439252336,0.00233644859813084,0,0,0,0.00467289719626168,0,0,0,0,0
940,12418,0,0.0706150341685649,0.00227790432801822,0,0,0.159453302961276,0,0.0296127562642369,0.0478359908883827,0.00455580865603645,0.603644646924829,0.0159453302961276,0,0.0136674259681093,0.00227790432801822,0.00455580865603645,0.00227790432801822,0.00227790432801822,0,0.0182232346241458,0.0136674259681093,0,0,0,0.00227790432801822,0,0,0.00683371298405467,0,0
1005,13331,0,0.0443458980044346,0.00221729490022173,0,0.00221729490022173,0.150776053215078,0,0.0177383592017738,0.0643015521064302,0.00221729490022173,0.616407982261641,0.00665188470066519,0.00221729490022173,0.0221729490022173,0.00886917960088692,0.0110864745011086,0.00665188470066519,0.00886917960088692,0,0.00886917960088692,0.00886917960088692,0,0,0,0.0110864745011086,0.00443458980044346,0,0,0,0
1067,14203,0,0.0916496945010183,0.00203665987780041,0,0,0.0529531568228106,0,0.0162932790224033,0.0610997963340122,0.00610997963340122,0.661914460285132,0.0183299389002037,0.00203665987780041,0.0162932790224033,0.00407331975560081,0.00203665987780041,0.0203665987780041,0.00203665987780041,0,0.00814663951120163,0.0224032586558045,0,0.00407331975560081,0,0.00814663951120163,0,0,0,0,0
1088,14498,0,0.135514018691589,0.00467289719626168,0,0,0.0233644859813084,0.00233644859813084,0.168224299065421,0.228971962616822,0.0186915887850467,0.285046728971963,0.0233644859813084,0,0.014018691588785,0.0116822429906542,0,0.0163551401869159,0.00467289719626168,0.00233644859813084,0,0.0560747663551402,0,0,0,0.00467289719626168,0,0,0,0,0
1120,14947,0,0.162162162162162,0.00982800982800983,0.00982800982800983,0.00491400491400491,0.00491400491400491,0,0.0958230958230958,0.368550368550369,0.0368550368550369,0.122850122850123,0.0245700245700246,0.00737100737100737,0.0221130221130221,0.0122850122850123,0,0.00491400491400491,0.00245700245700246,0,0.0122850122850123,0.0884520884520884,0,0,0.00491400491400491,0.00491400491400491,0,0,0,0,0
1133,15130,0.00255754475703325,0.0281329923273657,0.00255754475703325,0,0,0,0.00255754475703325,0.560102301790281,0.0230179028132992,0,0.0153452685421995,0.0051150895140665,0.0179028132992327,0.00767263427109974,0.0127877237851662,0.0255754475703325,0.0051150895140665,0,0,0.0281329923273657,0.0485933503836317,0,0.19693094629156,0,0,0,0,0.0051150895140665,0.0127877237851662,0
1168,15622,0,0.187637969094923,0,0.00441501103752759,0.0022075055187638,0.00441501103752759,0,0.417218543046358,0.0573951434878587,0.0242825607064018,0.0441501103752759,0.0286975717439294,0.022075055187638,0.00883002207505519,0.022075055187638,0,0.00441501103752759,0.00441501103752759,0,0.0286975717439294,0.0507726269315673,0,0.0573951434878587,0,0,0,0,0,0.0286975717439294,0.0022075055187638
1189,15917,0.00458715596330275,0.144495412844037,0,0,0.00229357798165138,0,0,0.488532110091743,0.036697247706422,0.00229357798165138,0.018348623853211,0.0160550458715596,0.0412844036697248,0.00458715596330275,0.0091743119266055,0.00229357798165138,0,0,0,0.0252293577981651,0.0252293577981651,0,0.162844036697248,0,0,0,0,0,0.0160550458715596,0
1208,16184,0,0.126794258373206,0.00239234449760766,0,0.00717703349282297,0,0,0.430622009569378,0.0406698564593301,0.00717703349282297,0.0143540669856459,0.00717703349282297,0.0215311004784689,0,0.00239234449760766,0,0,0,0,0.0215311004784689,0.0119617224880383,0.00239234449760766,0.291866028708134,0,0,0,0,0,0.0119617224880383,0
1233,16535,0.00468384074941452,0.135831381733021,0.00468384074941452,0,0.00234192037470726,0.00468384074941452,0,0.459016393442623,0.0491803278688525,0.0163934426229508,0.0117096018735363,0.00936768149882904,0.0444964871194379,0,0.0163934426229508,0,0,0,0,0.0210772833723653,0.0117096018735363,0.00234192037470726,0.19672131147541,0.00702576112412178,0,0,0,0,0.00234192037470726,0
1273,17097,0.0022883295194508,0.0640732265446224,0,0,0.0068649885583524,0,0,0.423340961098398,0.0617848970251716,0.0274599542334096,0.0160183066361556,0.0091533180778032,0.0297482837528604,0.0022883295194508,0.0251716247139588,0.0297482837528604,0.011441647597254,0.0068649885583524,0,0.022883295194508,0.0594965675057208,0,0.153318077803204,0,0,0,0.0022883295194508,0.0022883295194508,0.0411899313501144,0.0022883295194508
1298,NA,0.00930232558139535,0.0651162790697674,0.00465116279069767,0,0.0116279069767442,0.00465116279069767,0.00232558139534884,0.427906976744186,0.0604651162790698,0.00930232558139535,0.0186046511627907,0.00697674418604651,0.0116279069767442,0.00465116279069767,0.013953488372093,0.00465116279069767,0.0209302325581395,0.00697674418604651,0,0.0232558139534884,0.086046511627907,0.00232558139534884,0.174418604651163,0,0,0,0,0,0.0255813953488372,0.00465116279069767
