"sample.depths","sample.ages","upland.sum","Abies","Acer.rubrum","Betula","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.undiff.","Impatiens","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Polygonum.aviculare.type","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Alnus.viridis","Rosaceae.undiff.","Populus","Poaceae","Acer.saccharum","Cornus.canadensis","Pinus.strobus","Pinus.banksiana.P..resinosa","Lamiaceae.undiff.","Prunus.type","Ranunculus.type.undiff.","Artemisia","Plantago.major","Ilex.Nemopanthus","Larix","Myrica","Carya","Plantago.lanceolata","Amaranthaceae","Brassicaceae","Polygonum.viviparum","Stellaria.type","Mentha.arvensis","Acer.saccharinum.type","Polygonum.amphibium","Apiaceae","Castanea","Juglans.undiff.","Polygonum.undiff.","Polygonum.lapathifolium.type","Ranunculus","Nyssa","Ericaceae","Platanus","Potentilla","Fraxinus.nigra.type","Caltha.type","Acer.pensylvanicum","Juglans.cinerea","Fabaceae.undiff.","Ranunculaceae.undiff.","Sambucus","Cephalanthus","Rubus.cf..R..chamaemorus","Caryophyllaceae.undiff.","Rumex.Oxyria.digyna.undiff.","Dryas","Liliaceae","Pedicularis","Elaeagnus.commutata","Shepherdia.argentea","Stachys.type","Celtis","Cornus.undiff.","Plantago.undiff.","Lobelia.type","Ononis.type","Saxifraga.undiff.","Shepherdia.canadensis","Thalictrum","Rosa","Cornus.sericea.type","Saxifraga.cf..S..punctata","Saxifraga.cf..S..stellaris","Urtica","Melampyrum.type"
1037,4401,339,0,3,140,1,0,3,41,12,0,0,4,2,0,22,0,0,1,11,0,1,37,0,0,0,0,1,7,0,48,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,4514,280,2,10,126,0,0,0,39,0,0,0,5,1,0,32,0,0,0,12,0,2,5,0,0,0,0,0,1,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,4610,319,1,2,147,5,0,1,33,13,0,0,5,0,0,33,0,1,2,14,0,3,12,0,0,0,0,0,7,1,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,4688,335,1,8,148,2,2,0,27,0,0,0,8,3,0,36,0,0,0,16,0,2,3,0,0,0,3,0,2,0,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,4765,358,1,0,139,2,1,0,40,31,0,0,11,0,0,20,0,0,0,23,1,1,9,0,1,0,0,0,9,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,4916,466,0,1,216,2,0,0,59,28,0,0,2,1,0,19,0,0,1,20,1,9,5,0,0,0,0,0,5,0,90,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,4945,396,4,3,181,2,0,1,59,0,0,0,1,2,0,22,0,0,3,27,0,8,1,0,0,0,1,1,3,0,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,4975,318,0,7,152,0,0,0,35,0,0,0,3,0,0,28,0,0,1,21,0,4,0,0,2,0,3,0,0,0,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,5019,396,0,7,168,1,0,0,50,0,0,0,3,2,0,15,0,0,0,60,0,3,5,0,0,0,3,0,0,0,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,5064,333,0,0,119,0,1,1,39,6,0,0,1,0,0,5,0,0,0,97,0,3,5,0,2,0,0,0,7,0,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,5138,321,0,7,107,3,0,0,18,0,0,0,1,1,0,20,0,1,1,104,0,3,2,0,0,0,0,0,0,0,35,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,5213,312,1,5,88,2,0,0,20,0,0,0,2,3,0,10,0,0,0,93,0,8,7,1,0,0,0,1,3,0,33,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,5363,314,0,0,99,1,0,1,29,16,0,0,0,2,0,12,0,0,0,91,0,4,0,0,2,0,0,0,2,0,51,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,5663,309,0,0,110,1,2,1,31,8,0,0,2,2,0,6,0,0,0,81,1,9,3,0,0,0,0,0,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,5962,302,1,0,84,1,0,1,11,7,0,0,1,2,0,6,0,0,0,122,1,2,9,1,0,0,0,0,3,0,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,6333,336,3,0,112,3,0,0,5,7,0,0,2,2,0,30,0,0,0,83,1,1,4,0,0,0,0,0,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,6551,331,0,1,95,1,0,0,3,11,0,0,0,1,0,23,0,1,0,108,0,3,4,0,0,0,0,0,2,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,6836,292,0,1,50,0,2,1,2,7,0,0,2,0,0,26,0,0,0,58,1,6,4,0,0,0,1,0,3,0,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,7113,313,1,1,35,2,0,1,2,4,0,0,3,0,0,20,0,0,1,102,0,7,5,0,1,0,1,0,3,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,7383,385,3,0,50,3,0,0,0,8,0,0,1,7,0,19,0,0,0,24,1,4,6,0,0,0,0,0,1,0,253,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,7720,310,3,1,53,1,1,3,0,5,0,0,4,2,0,22,0,0,0,18,0,1,4,1,0,0,1,0,4,0,181,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,7928,308,3,0,77,5,0,2,0,7,0,0,3,2,0,33,0,0,0,18,1,1,9,0,1,0,0,0,1,0,140,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,8215,302,5,1,57,0,0,1,1,8,0,0,3,3,0,42,0,0,0,23,0,2,5,1,0,0,0,0,1,0,146,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,8522,329,7,0,51,1,0,0,0,13,0,0,4,5,0,46,0,0,0,8,0,5,3,0,0,0,2,1,3,0,172,2,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,8845,300,1,1,68,3,0,1,0,6,0,0,1,2,0,29,0,2,0,5,0,3,0,2,0,0,3,2,3,0,165,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,9257,318,4,2,90,2,0,0,0,8,0,0,2,4,0,40,0,0,0,6,0,3,4,0,8,0,4,0,2,0,130,6,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,9500,348,3,0,71,1,0,1,0,7,0,0,3,2,0,37,0,0,0,3,0,5,9,0,2,0,1,0,5,0,188,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,9809,319,4,0,79,2,0,1,0,4,0,0,3,5,0,36,0,0,0,1,0,2,2,0,5,0,1,3,1,0,155,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,10090,321,9,0,77,8,0,0,0,9,0,0,2,5,0,20,0,1,0,2,1,5,6,0,6,0,4,1,1,0,143,15,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,10331,306,9,0,90,6,1,3,1,3,0,0,3,7,0,21,0,0,0,2,0,7,0,1,5,0,2,0,0,0,138,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,10564,311,7,0,65,3,0,2,1,5,0,0,2,6,0,7,1,0,0,1,0,5,10,0,0,0,1,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,10671,315,8,0,62,7,0,0,0,2,0,0,2,9,0,14,0,0,0,1,0,1,5,0,0,0,3,1,1,0,196,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,10784,314,9,0,78,2,1,4,0,6,0,0,1,9,0,16,0,1,0,1,0,1,2,0,2,0,10,3,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,10871,319,3,1,74,6,0,0,0,3,0,0,1,12,0,15,0,0,0,1,0,4,4,1,2,0,0,1,1,0,172,8,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,10942,326,18,0,88,18,4,2,0,5,0,0,3,17,0,25,0,2,0,3,2,1,3,0,6,0,1,1,1,0,115,3,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,11013,331,16,0,119,9,1,4,0,6,1,0,2,12,0,21,0,0,0,2,0,3,0,0,10,1,3,3,0,0,99,4,0,2,0,0,0,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,11073,327,18,0,148,4,1,5,0,6,0,0,4,19,0,21,0,0,0,0,1,1,1,0,17,1,8,3,0,0,54,4,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,11148,333,20,0,71,6,0,9,0,2,0,0,2,78,0,14,0,0,0,0,3,1,3,1,7,0,1,1,0,0,84,7,0,0,0,1,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,11229,303,2,0,53,11,3,5,0,6,0,0,5,103,0,13,0,1,0,1,1,1,0,0,10,0,17,0,2,0,33,8,0,0,0,2,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,11312,322,4,0,44,18,3,17,0,1,0,0,1,158,0,11,0,0,0,4,0,2,0,0,6,0,1,1,0,0,27,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,11481,201,1,0,14,8,5,41,0,1,0,0,1,67,0,0,0,2,0,0,1,3,0,0,9,1,0,8,0,0,10,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,11655,47,1,0,0,0,0,17,0,0,0,0,0,12,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,11834,247,2,0,8,1,0,60,0,0,0,0,2,103,0,0,0,2,0,1,2,0,6,0,0,0,1,8,0,0,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,12017,313,1,0,2,1,1,21,0,0,0,0,0,228,0,3,0,1,0,0,0,0,1,1,0,0,0,2,0,0,5,43,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
