"sample.depths","sample.ages","upland.sum","Abies","Acer","Alnus","Betula","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae.Taxaceae","Ericaceae","Fagus","Fraxinus","Ilex","Juglans","Liquidambar","Liriodendron","Magnolia","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus","Platanus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Lamiaceae","Malvaceae","Onagraceae","Plantago","Poaceae","Polygonum"
349,3742,343,0,0,0,3,36,0,0,0,0,0,2,0,0,0,0,2,5,0,0,0,2,2,0,120,0,163,0,1,2,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0
359,3975,345,0,0,1,3,24,0,0,0,0,0,5,0,1,1,0,2,4,1,0,1,3,1,3,89,0,192,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,7,0
369,4209,316,0,1,1,1,31,0,0,0,0,2,1,0,0,2,0,0,4,0,0,0,0,0,1,127,0,134,0,0,2,2,0,0,0,0,3,0,2,2,0,0,0,0,0,0
375,4349,316,0,0,1,1,32,0,0,0,0,0,0,0,1,1,0,2,7,0,0,0,1,0,4,84,0,173,0,0,1,1,0,2,0,0,0,0,1,3,0,0,0,0,1,0
379,4443,323,0,0,0,0,31,0,0,0,0,0,1,0,2,0,0,1,5,0,0,0,0,0,1,160,0,117,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
385,4583,306,0,0,0,1,32,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,2,1,1,100,0,151,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,2,0
389,4645,311,0,1,3,1,21,0,0,0,0,6,4,0,0,0,0,0,1,0,0,0,1,2,2,94,0,151,0,0,1,2,0,5,0,0,2,0,2,0,0,0,0,0,12,0
395,4660,312,0,0,1,1,36,0,0,0,0,0,0,0,3,1,0,1,5,0,0,0,0,0,1,110,0,142,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0
397,4665,307,0,0,1,1,31,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2,0,1,104,0,158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
399,4670,319,0,0,0,2,37,0,0,0,0,0,3,0,1,0,0,0,6,0,0,0,2,1,4,159,0,95,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0
405,4685,314,0,1,0,3,22,0,0,0,0,1,1,0,2,0,0,1,6,0,0,0,1,0,4,97,0,168,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0
409,4695,326,0,0,2,0,25,0,0,0,0,1,5,0,1,1,0,3,2,0,0,0,1,0,1,90,0,190,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0
415,4711,303,0,2,0,1,32,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,1,0,2,108,0,140,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,4,0
419,4721,315,0,1,0,2,25,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,2,123,0,147,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0
425,4736,313,0,2,1,5,15,0,0,0,0,1,3,0,0,1,0,1,6,0,0,0,0,0,2,68,0,194,0,0,1,1,0,0,0,0,1,0,3,4,0,0,0,0,4,0
429,4746,314,0,2,3,2,21,0,0,0,0,0,2,0,1,0,0,0,6,0,0,0,2,2,1,97,0,163,0,0,2,1,0,4,0,0,1,0,0,0,0,0,0,0,4,0
434,4759,314,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,1,116,0,156,0,0,3,0,0,0,0,0,2,0,2,3,0,0,0,0,3,0
439,4771,349,0,0,0,4,28,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,3,155,0,146,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
441,4776,314,0,4,2,2,22,0,0,0,0,0,5,0,2,0,0,0,8,0,0,0,0,0,1,69,0,190,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,2,0
443,4781,310,0,0,3,2,17,0,0,0,0,1,5,0,0,0,0,0,6,0,0,0,0,0,1,62,0,198,0,0,1,2,0,2,0,0,2,0,0,4,0,0,0,0,4,0
445,4786,319,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,94,0,177,0,0,1,0,0,0,0,0,3,0,2,2,0,0,0,0,1,0
447,4791,308,0,0,0,4,13,0,0,0,0,4,1,0,0,0,0,0,9,0,0,0,0,1,1,75,0,184,0,0,0,0,0,1,0,0,2,0,3,4,0,0,0,0,6,0
449,4796,340,0,1,3,1,22,0,0,0,0,4,6,0,0,0,0,0,3,0,0,0,1,3,0,101,0,183,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,5,0
451,4802,322,0,0,1,5,26,0,0,0,0,4,0,0,4,0,0,2,5,0,0,0,0,1,2,73,0,187,0,0,2,0,0,2,0,0,2,0,3,0,0,0,0,0,3,0
453,4807,310,0,0,0,3,29,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,2,1,4,83,0,168,0,1,3,1,0,0,0,0,1,0,0,2,0,0,0,1,3,0
455,4812,320,0,0,1,2,31,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,115,0,157,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
457,4817,310,0,0,1,1,20,0,0,0,0,0,2,0,3,0,0,1,11,0,0,0,1,1,2,81,0,175,0,0,1,2,0,1,0,0,0,0,1,2,0,0,0,1,3,0
459,4822,351,0,2,0,3,28,0,0,0,0,1,1,0,1,0,0,0,12,0,0,0,1,4,3,101,0,183,1,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,4,0
459.1,4822,358,0,0,0,1,34,0,0,0,0,1,3,0,0,1,0,1,7,0,0,0,1,3,1,104,0,189,0,0,2,1,0,3,0,0,1,0,1,2,0,0,0,0,2,0
461,4827,313,0,0,1,1,23,0,0,0,0,2,1,0,1,0,0,0,8,0,0,0,1,0,1,83,0,178,0,1,1,1,0,1,0,0,2,0,1,2,0,0,0,0,4,0
463,4832,312,0,0,0,2,29,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,2,96,0,166,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0
465,4837,323,0,2,1,2,32,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,2,115,0,149,0,0,2,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0
467,4842,313,0,2,0,5,26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,3,113,0,150,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
469,4847,310,0,0,1,12,11,1,0,0,0,2,8,0,2,0,0,0,1,0,0,0,1,0,1,97,0,168,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0
471,4852,289,0,0,1,0,6,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,5,0,3,96,0,161,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0
473,4857,310,0,1,0,3,36,0,0,0,0,0,0,0,3,0,0,1,10,0,0,0,2,0,4,120,0,126,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
475,4862,315,0,0,0,1,24,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,4,106,0,164,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0
477,4867,320,0,0,0,1,46,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,1,100,0,148,0,0,2,2,0,1,0,0,1,0,1,4,0,0,0,1,3,0
479,4872,357,0,0,2,5,30,0,0,0,0,3,9,0,0,1,0,0,4,0,0,0,1,1,1,90,0,194,0,0,1,1,0,1,0,0,1,0,3,3,0,0,0,0,6,0
479.1,4872.5,320,0,1,2,6,17,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,2,91,0,186,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,4,0
481,4877,311,0,0,0,3,25,0,0,0,0,1,0,0,2,0,0,0,8,0,0,0,0,0,5,105,0,153,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0
489,4898,311,0,0,2,3,21,0,0,0,0,0,5,0,6,0,0,0,5,0,0,0,0,2,1,106,0,144,0,0,1,1,0,4,0,0,3,0,3,0,0,0,0,1,3,0
499,4923,324,0,0,0,3,40,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,2,1,122,0,134,0,1,0,2,0,0,0,0,1,0,1,1,0,0,0,0,4,0
509,4948,310,0,2,1,4,27,0,0,0,0,1,2,0,0,0,0,1,5,0,0,0,0,0,1,98,0,157,0,1,2,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0
519,4973,334,0,1,2,6,19,1,0,0,4,5,0,0,0,0,0,0,6,0,0,0,2,0,1,87,0,186,0,0,1,1,0,0,0,0,2,0,5,0,0,0,0,0,5,0
529,4999,316,0,0,1,2,16,2,0,0,2,2,0,0,0,1,0,0,2,0,0,0,1,1,0,105,0,167,0,0,3,2,0,3,0,0,2,0,2,0,0,0,0,0,2,0
539,5024,316,0,3,2,2,29,0,0,0,0,2,6,0,0,1,0,1,7,0,0,0,2,0,1,77,0,158,0,0,1,2,0,1,0,0,5,0,0,7,0,0,0,0,9,0
549,5049,321,0,1,1,6,26,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,1,1,103,0,170,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0
559,5074,362,0,1,2,3,40,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,1,0,3,124,0,156,0,1,3,1,0,0,0,0,1,0,4,3,0,0,0,0,9,0
569,5100,333,0,0,1,2,18,1,0,0,0,1,6,0,0,0,0,0,5,0,0,0,0,1,0,98,0,186,0,0,0,1,0,5,0,0,1,0,2,0,0,0,0,1,4,0
579,5121,325,0,0,2,4,29,0,0,0,0,1,1,0,2,1,0,0,5,0,0,0,0,1,0,76,0,189,0,0,0,1,0,2,0,0,1,0,1,5,0,0,0,0,4,0
589,5139,333,0,0,0,2,42,0,0,0,0,2,2,0,2,0,0,2,5,0,0,0,0,1,1,108,0,152,0,0,6,1,0,2,0,0,0,0,3,0,0,0,0,0,2,0
609,5175,349,0,0,3,6,33,0,0,0,0,10,5,0,0,0,0,0,4,0,0,0,0,0,2,95,0,174,0,0,1,1,0,4,0,0,1,0,2,2,0,0,0,0,6,0
619,5192,306,0,0,0,2,38,0,0,0,0,1,1,0,1,0,0,1,8,0,0,0,0,0,1,96,0,146,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0
625,5203,306,0,0,0,3,34,0,0,0,0,1,3,0,0,0,0,0,6,0,0,0,0,0,3,103,0,146,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0
629,5210,319,0,1,0,6,42,0,0,0,0,0,5,0,1,0,0,0,7,0,0,0,1,0,4,110,0,130,0,0,3,0,0,0,0,0,1,0,1,4,0,0,0,0,3,0
635,5221,314,0,1,0,1,34,0,0,0,0,0,1,0,1,1,0,1,13,0,0,1,0,0,4,88,0,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
639,5228,311,0,1,0,3,26,1,0,0,3,0,0,0,1,1,0,0,8,0,0,0,0,1,0,84,0,168,0,0,2,1,0,2,0,0,0,0,3,0,0,0,0,0,6,0
645,5239,312,0,0,0,3,33,0,0,0,0,2,1,0,1,0,0,0,4,0,0,0,2,2,2,66,0,184,0,0,2,2,0,2,0,0,0,0,2,2,0,0,0,0,2,0
649,5246,352,0,0,0,5,45,0,0,0,0,2,2,0,0,0,0,2,12,0,0,0,3,0,4,126,0,137,0,0,2,0,0,3,0,0,0,0,2,2,0,0,0,0,5,0
655,5257,311,0,0,0,2,32,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,3,69,0,193,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0
659,5264,311,0,1,1,5,33,0,0,0,0,1,4,0,3,0,0,1,12,0,0,0,1,1,0,125,0,111,0,0,4,2,0,3,0,0,0,0,1,2,0,0,0,0,0,0
665,5275,306,0,0,1,2,26,0,0,0,0,0,0,0,4,1,0,1,5,0,0,0,2,1,2,95,0,159,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
669,5282,315,0,1,1,4,23,0,0,0,0,3,0,0,0,3,0,1,4,0,0,0,1,1,1,68,0,173,0,0,1,2,0,3,0,0,2,0,4,12,0,0,0,0,7,0
679,5300,311,0,0,0,4,17,1,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,92,0,181,0,0,3,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0
689,5344,318,0,1,0,6,18,0,0,0,0,1,2,0,0,1,0,0,9,0,0,0,0,1,0,92,0,172,0,0,1,2,0,1,0,0,4,0,1,1,0,0,0,0,5,0
699,5535,313,0,1,2,6,25,0,0,0,0,1,2,0,4,1,0,0,3,0,0,0,1,2,1,89,0,164,0,0,1,4,0,3,0,0,0,0,1,0,0,0,0,0,2,0
709,5727,322,0,0,1,6,25,1,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,88,0,179,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,5,0
719,5918,321,0,0,1,8,30,0,0,0,0,2,0,0,3,0,0,1,8,0,0,0,1,2,0,94,0,159,0,1,3,1,0,2,0,0,0,0,0,2,0,0,0,0,3,0
729,6109,352,0,0,0,6,31,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,2,1,79,0,214,0,0,2,1,0,2,0,0,2,0,1,0,0,0,0,0,5,0
739,6301,333,0,1,0,1,25,1,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,1,0,71,0,206,0,0,8,1,0,1,0,0,0,0,2,3,0,0,0,0,4,0
749,6492,317,0,1,0,3,29,2,0,0,1,3,0,0,0,0,0,0,4,0,0,0,1,0,0,97,0,158,0,0,3,0,0,6,0,0,1,0,2,2,0,0,0,0,4,0
759,6683,314,0,1,0,2,26,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,84,0,180,0,0,9,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
769,6875,326,0,1,1,4,19,2,0,0,2,1,0,0,0,0,0,0,13,0,0,0,2,2,2,70,0,192,0,0,2,2,0,1,0,0,3,0,3,1,0,0,0,0,3,0
779,7039,307,0,2,0,2,29,0,0,0,0,1,1,0,3,0,0,0,10,0,0,0,0,1,0,56,0,190,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0
789,7095,319,0,1,2,1,28,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,1,0,0,70,0,194,0,0,2,1,0,1,0,0,0,0,3,4,0,0,0,0,4,0
799,7151,319,0,0,0,1,25,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,90,0,177,0,0,7,0,0,3,0,0,2,0,3,0,0,0,0,0,4,0
809,7208,338,0,0,1,5,28,0,0,0,0,1,2,0,0,0,0,1,13,0,0,0,0,0,1,72,0,199,0,2,3,0,0,1,0,0,3,0,1,0,0,0,0,0,5,0
819,7264,318,0,1,4,6,27,2,0,0,0,0,0,0,3,2,0,1,7,0,0,0,2,1,1,72,0,178,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,4,0
829,7320,234,0,2,1,6,22,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,2,1,0,58,0,107,0,1,1,0,0,4,0,0,0,0,2,9,0,0,0,0,4,0
839,7355,313,0,0,1,4,26,0,0,0,0,3,1,0,2,2,0,1,2,0,0,0,2,0,1,65,0,184,0,0,6,2,0,4,0,0,1,0,1,2,0,0,0,0,3,0
849,7372,318,0,3,0,1,26,0,0,0,0,1,1,0,3,1,0,1,10,0,0,0,0,0,2,48,0,206,0,0,5,1,0,1,0,0,0,0,1,4,0,0,0,1,2,0
859,7389,336,0,0,0,6,31,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,2,0,0,68,0,195,0,0,5,5,0,3,0,0,1,0,2,0,0,0,0,0,6,0
869,7406,317,0,1,4,1,16,1,0,0,5,1,0,0,1,1,0,0,11,0,0,0,0,2,0,62,0,185,0,0,1,1,0,4,0,0,1,0,1,9,0,0,0,0,9,0
879,7424,253,0,0,5,3,19,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,173,0,0,9,2,0,1,0,0,3,0,2,1,0,0,0,0,11,0
889,7441,358,0,0,8,7,19,1,0,0,0,2,3,0,2,3,1,0,2,1,0,0,3,0,4,41,1,199,1,0,15,3,0,5,0,1,2,0,5,7,0,0,0,0,21,1
895,7451,305,0,0,1,4,31,0,0,0,0,1,2,0,1,0,0,0,4,0,0,0,0,0,1,59,0,171,0,0,7,2,0,1,0,0,0,0,2,4,0,0,0,0,14,0
899,7458,319,0,0,0,2,31,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,92,0,146,0,0,12,2,0,4,0,0,1,0,2,1,0,0,0,0,19,0
905,7481,323,0,0,0,0,45,0,0,0,0,0,1,0,2,0,0,2,4,0,0,0,2,0,4,85,0,151,0,0,0,1,0,2,0,0,3,0,1,5,0,0,0,0,15,0
909,7500,228,0,0,6,3,15,0,0,0,0,4,3,0,0,0,0,0,2,0,0,0,0,0,0,54,0,95,0,0,2,1,0,2,0,0,3,0,4,16,0,0,0,0,18,0
915,7529,307,0,1,1,1,32,0,0,0,0,3,1,0,1,0,0,0,4,0,0,0,1,0,2,52,0,183,0,0,3,0,0,5,0,0,1,0,2,7,0,0,0,1,6,0
919,7548,309,0,0,8,2,19,0,0,0,0,2,2,0,1,0,0,1,2,0,0,0,2,0,0,66,0,165,0,0,4,2,0,9,0,0,2,0,2,3,0,0,0,0,17,0
925,7576,313,0,0,1,3,34,0,0,0,0,4,0,0,1,0,0,1,8,0,0,0,1,0,2,45,0,168,0,1,8,1,0,3,0,0,0,0,0,8,0,0,0,0,24,0
929,7595,362,2,0,4,7,24,0,0,0,0,2,1,0,1,2,0,1,4,1,0,0,6,0,5,75,1,164,0,0,10,5,0,1,0,0,1,0,1,8,0,0,0,0,36,0
935,7624,311,0,1,0,1,27,0,0,0,0,0,1,0,4,0,0,0,13,0,0,0,0,0,0,59,0,188,0,0,3,0,0,1,0,0,2,0,1,1,0,0,0,0,9,0
939,7643,309,0,3,2,4,19,0,0,0,0,1,1,0,3,2,0,1,6,0,0,0,0,1,0,67,0,161,0,0,3,5,0,3,0,0,1,0,1,3,0,0,0,0,22,0
944,7667,398,0,0,0,1,18,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,3,0,4,68,0,253,0,0,13,0,0,2,0,1,0,0,6,2,0,0,0,0,14,1
945,7672,308,0,0,0,2,13,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,2,0,1,40,0,209,0,0,8,3,0,2,0,0,0,0,0,3,0,0,0,0,12,0
949,7691,307,0,0,1,1,16,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,2,107,0,140,0,0,13,0,0,3,0,0,2,0,0,3,0,0,0,0,11,0
955,7720,309,0,1,1,0,24,0,0,0,0,1,0,0,2,0,0,1,3,0,0,0,0,0,1,43,0,201,0,0,9,3,0,1,0,0,2,0,3,4,0,0,0,0,9,0
965,7768,314,0,1,0,1,24,0,0,0,0,1,1,0,3,0,0,0,10,0,0,0,2,1,1,64,0,169,0,0,10,1,0,0,0,0,1,0,1,6,0,0,0,0,17,0
975,7815,314,0,1,3,5,19,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,1,0,52,0,186,0,0,11,1,0,7,0,0,1,0,3,2,0,0,0,1,15,0
979,7834,352,0,0,0,3,29,0,0,0,0,0,1,0,1,2,0,0,11,2,0,0,4,0,5,87,1,153,0,0,21,4,1,1,0,0,1,0,3,5,0,0,0,0,17,0
985,7863,310,0,0,0,2,18,0,0,0,0,0,0,0,1,0,0,4,8,0,0,0,0,1,5,76,0,167,0,0,10,0,0,0,0,0,2,0,1,2,0,0,0,0,13,0
995,7917,310,0,0,0,1,18,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,1,1,1,83,0,161,0,0,7,1,0,0,0,0,1,0,1,6,0,0,0,0,9,0
999,7947,315,0,0,1,4,21,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,1,58,0,188,0,0,6,1,0,5,0,0,4,0,1,3,0,0,0,2,14,0
1009,8023,370,0,0,6,6,17,1,0,0,0,2,2,1,1,0,1,0,3,0,0,0,3,0,0,42,2,232,0,0,6,1,0,6,0,0,2,0,9,2,0,0,0,0,25,0
1019,8098,333,0,0,2,3,17,0,0,0,0,2,2,0,0,2,0,1,4,0,0,0,1,0,4,59,0,194,0,0,18,2,0,0,0,0,2,0,4,4,0,0,0,0,12,0
1029,8174,385,1,2,6,6,12,0,0,0,0,3,3,0,0,1,0,1,4,1,0,0,4,0,2,55,0,240,0,0,10,3,0,1,0,1,2,0,3,3,0,0,0,0,21,0
1039,8250,305,0,0,1,3,8,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,3,0,1,51,0,195,0,0,6,0,0,0,0,0,1,0,3,6,0,0,0,0,18,1
1049,8326,334,0,0,7,7,11,0,0,0,0,1,3,0,0,0,0,1,6,0,0,0,0,0,2,31,0,221,1,0,7,1,0,2,0,0,2,0,6,6,0,0,0,0,19,0
1059,8402,323,0,2,0,2,14,0,0,0,0,3,1,0,0,0,1,0,3,0,0,0,2,0,3,40,0,204,0,1,19,0,0,0,0,2,4,0,2,4,0,0,0,0,15,1
1069,8477,354,0,0,3,2,16,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,4,0,0,53,0,211,2,0,19,2,1,5,0,0,1,1,6,4,0,0,0,0,18,0
1079,8553,311,0,1,1,0,15,0,0,0,0,3,1,0,0,0,0,4,4,0,0,0,0,1,0,73,0,173,0,0,11,1,0,1,0,0,2,0,1,0,0,0,0,0,19,0
1089,8629,309,0,0,2,6,11,1,0,0,1,1,0,0,1,1,0,1,3,0,0,0,0,1,0,73,0,182,0,0,4,1,0,3,0,0,2,0,2,2,0,0,0,1,10,0
1099,8705,312,0,0,2,2,8,1,0,0,0,0,5,0,0,2,2,0,3,0,0,0,0,0,1,45,0,196,0,1,14,0,0,3,0,0,4,0,1,3,0,0,0,0,19,0
1109,8780,311,0,1,4,4,17,0,0,0,0,4,4,0,0,1,0,0,2,0,0,0,0,0,3,71,0,158,0,2,4,3,0,0,0,0,3,0,3,4,0,0,0,0,23,0
1119,8856,316,0,0,1,3,15,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,4,58,0,189,0,0,11,3,0,2,0,0,1,0,3,2,0,0,0,0,17,0
1129,8932,336,0,1,1,3,21,0,0,0,0,0,6,0,1,0,0,3,4,0,0,0,1,1,3,84,0,175,0,0,6,2,0,4,0,0,4,0,2,1,0,0,0,0,13,0
1139,9008,438,0,0,10,6,17,0,0,0,0,2,6,1,2,0,0,1,7,0,0,0,5,0,6,94,0,213,0,0,19,4,0,4,0,0,0,0,5,8,0,0,0,0,28,0
1149,9084,351,0,0,0,9,29,1,0,0,0,3,1,0,0,2,0,2,4,0,0,0,1,1,1,91,0,165,0,0,6,1,0,4,0,0,1,0,2,8,0,0,0,0,19,0
1159,9159,352,0,0,1,1,18,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,4,1,1,99,0,162,0,1,20,2,0,1,0,0,1,0,6,3,0,0,0,0,24,0
1165,9205,323,0,0,1,5,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,66,0,191,0,0,14,1,0,2,0,0,1,0,1,6,0,1,0,0,17,0
1169,9235,376,0,0,5,4,16,1,0,0,0,0,4,0,1,0,0,0,5,0,0,0,1,1,3,99,0,184,0,0,15,3,0,3,0,0,1,0,3,5,0,0,0,0,20,2
1175,9281,361,0,2,1,2,18,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,4,0,4,90,0,199,0,0,23,0,0,0,0,0,2,1,1,5,0,0,0,0,3,0
1179,9311,347,0,0,1,5,16,2,0,0,5,1,0,0,0,0,0,0,2,0,0,0,0,3,7,92,0,179,0,1,7,1,0,4,0,0,0,0,1,10,0,0,0,0,10,0
1189,9387,388,0,0,2,4,18,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,3,0,3,93,0,201,0,0,29,3,0,1,0,0,3,0,4,7,0,0,0,0,11,0
1195,9432,385,0,0,4,10,2,3,0,0,0,1,2,0,0,2,1,0,1,0,0,0,3,3,0,47,0,263,2,1,12,0,0,5,0,1,4,0,5,5,0,0,0,0,8,0
1199,9462,329,0,0,1,4,14,0,0,0,0,0,1,1,1,1,0,0,7,0,0,0,5,0,7,89,0,145,0,0,21,4,0,1,0,0,1,0,4,7,0,0,0,0,15,0
