"sample.depths","sample.ages","Abies","Acer.undiff.","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.spicatum","Alnus","Betula","Betulaceae.undiff.","Carya","Ceanothus","Celtis","Corylus","Cupressaceae","Ericaceae.type","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Myrica.type","Ostrya.Carpinus","Picea","Pinaceae.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Prunus.type","Quercus","Rhamnaceae.undiff.","Salix","Sarcobatus.vermiculatus","Tilia","Tsuga","Ulmus","Ambrosia.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","cf..Humulus","Chenopodiaceae.undiff.","Cyperaceae","Dalea","Galium","Iva.annua","Iva.xanthifolia","Lamiaceae","Poaceae","Polygonum.lapathifolium.type","Rosaceae.undiff.","Rumex","Thalictrum","Urtica","Xanthium.type"
120,3624,0.010752688172043,0,0,0.00537634408602151,0.003584229390681,0.0197132616487455,0,0.0537634408602151,0.197132616487455,0.0017921146953405,0,0,0,0.010752688172043,0.0017921146953405,0,0,0,0.007168458781362,0,0,0,0,0,0,0,0.010752688172043,0.003584229390681,0,0.060931899641577,0.043010752688172,0.349462365591398,0.003584229390681,0.0017921146953405,0,0.170250896057348,0,0,0,0.0017921146953405,0.007168458781362,0.0089605734767025,0.0089605734767025,0,0.0089605734767025,0.003584229390681,0,0.0017921146953405,0.0017921146953405,0,0,0,0,0,0,0,0,0,0,0,0.0017921146953405
126,3994,0.00303951367781155,0,0,0.00455927051671732,0.00151975683890578,0.0227963525835866,0,0.0440729483282675,0.158054711246201,0.00151975683890578,0.00151975683890578,0,0,0.0197568389057751,0,0,0,0.00151975683890578,0.00455927051671732,0,0,0,0,0,0,0,0.00911854103343465,0,0,0.0759878419452888,0.0562310030395137,0.393617021276596,0.00303951367781155,0.00151975683890578,0,0.13677811550152,0,0.00151975683890578,0,0.00151975683890578,0.00455927051671732,0.0106382978723404,0.0121580547112462,0,0.0106382978723404,0,0,0.0106382978723404,0.0060790273556231,0,0,0.00151975683890578,0,0,0.00151975683890578,0,0,0,0,0,0
128,4116,0.0048780487804878,0,0,0.0048780487804878,0,0.0130081300813008,0,0.0520325203252033,0.121951219512195,0,0,0,0,0.0065040650406504,0.0048780487804878,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0048780487804878,0,0,0.0016260162601626,0,0,0,0.0016260162601626,0.016260162601626,0.0032520325203252,0,0.126829268292683,0.130081300813008,0.354471544715447,0,0.0065040650406504,0.0016260162601626,0.0991869918699187,0,0.0016260162601626,0,0.0032520325203252,0.0032520325203252,0.0195121951219512,0.0032520325203252,0,0.0048780487804878,0.0016260162601626,0,0.0016260162601626,0,0,0,0,0,0,0.0016260162601626,0,0,0,0,0,0
132,4359,0.00573613766730402,0,0.00095602294455067,0.00382409177820268,0,0.0152963671128107,0.00095602294455067,0.0564053537284895,0.176864244741874,0,0.00095602294455067,0.00095602294455067,0,0.00764818355640535,0,0,0,0.00095602294455067,0.00573613766730402,0,0.00095602294455067,0.00095602294455067,0,0,0,0,0.00860420650095602,0.00382409177820268,0,0.136711281070746,0.103250478011472,0.320267686424474,0.00286806883365201,0.00478011472275335,0,0.0965583173996176,0,0.00095602294455067,0,0.00191204588910134,0.00382409177820268,0.0105162523900574,0.00860420650095602,0,0.00764818355640535,0.00382409177820268,0,0.00382409177820268,0,0,0,0,0.00191204588910134,0,0.00191204588910134,0,0,0,0,0,0
134,4479,0.0016260162601626,0,0,0.0016260162601626,0,0.0227642276422764,0,0.0617886178861789,0.190243902439024,0,0,0,0,0.0065040650406504,0,0,0,0.0032520325203252,0.0032520325203252,0,0,0.0016260162601626,0.0016260162601626,0,0,0,0.016260162601626,0,0,0.104065040650407,0.0959349593495935,0.321951219512195,0,0.008130081300813,0,0.102439024390244,0,0.0016260162601626,0,0.008130081300813,0.0048780487804878,0.0130081300813008,0.008130081300813,0,0.0065040650406504,0.0016260162601626,0,0.0048780487804878,0.0048780487804878,0,0,0,0,0,0.0032520325203252,0,0,0,0,0,0
140,4830,0.00304878048780488,0.00152439024390244,0.00152439024390244,0.00304878048780488,0.00304878048780488,0.0274390243902439,0.00152439024390244,0.0472560975609756,0.164634146341463,0,0,0,0,0.0106707317073171,0,0,0,0.00304878048780488,0.00609756097560976,0,0,0.00457317073170732,0,0,0,0,0.048780487804878,0,0,0.109756097560976,0.0807926829268293,0.298780487804878,0.00152439024390244,0.00914634146341463,0,0.115853658536585,0,0,0,0.00457317073170732,0.0106707317073171,0.0167682926829268,0.00304878048780488,0,0.0076219512195122,0,0,0.00609756097560976,0.00457317073170732,0,0,0,0,0,0.00457317073170732,0,0,0,0,0,0
150,5372,0.0036231884057971,0,0,0.00543478260869565,0.00543478260869565,0.0144927536231884,0.00181159420289855,0.0416666666666667,0.246376811594203,0,0,0,0,0.00543478260869565,0,0,0,0.0072463768115942,0.00905797101449275,0,0,0.00543478260869565,0.00181159420289855,0.00181159420289855,0,0,0.0307971014492754,0.0036231884057971,0,0.0615942028985507,0.0507246376811594,0.297101449275362,0,0.0036231884057971,0,0.110507246376812,0,0,0.00181159420289855,0.00905797101449275,0.0199275362318841,0.0253623188405797,0.0144927536231884,0,0.00543478260869565,0.0036231884057971,0,0.00905797101449275,0,0,0,0,0.00181159420289855,0,0.00181159420289855,0,0,0,0,0,0
160,5849,0.0033003300330033,0,0,0.0148514851485149,0,0.0297029702970297,0,0.0297029702970297,0.186468646864686,0,0,0,0,0.0033003300330033,0.00495049504950495,0,0,0.00165016501650165,0.0132013201320132,0.00165016501650165,0,0,0,0,0,0,0.0396039603960396,0,0,0.0528052805280528,0.0957095709570957,0.343234323432343,0,0.0132013201320132,0,0.0775577557755776,0.00165016501650165,0.0066006600660066,0.00165016501650165,0.0066006600660066,0.0033003300330033,0.0363036303630363,0.00825082508250825,0,0.0132013201320132,0,0,0.0033003300330033,0.0033003300330033,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0
170,6269,0,0,0,0,0.00364963503649635,0.0145985401459854,0.00547445255474453,0.0328467153284672,0.162408759124088,0,0.00182481751824818,0,0,0.00912408759124088,0.00182481751824818,0,0,0,0.00364963503649635,0,0,0.00364963503649635,0,0.00182481751824818,0.00182481751824818,0,0.0109489051094891,0,0,0.111313868613139,0.0985401459854015,0.381386861313869,0,0.00182481751824818,0,0.0802919708029197,0,0.00182481751824818,0.00182481751824818,0.00547445255474453,0,0.0291970802919708,0.00912408759124088,0,0.0072992700729927,0.00364963503649635,0,0.00547445255474453,0.00364963503649635,0,0,0,0,0,0.00547445255474453,0,0,0,0,0,0
180,6646,0.00622406639004149,0,0,0.00829875518672199,0.00829875518672199,0.029045643153527,0.0020746887966805,0.045643153526971,0.16597510373444,0,0,0,0,0.016597510373444,0,0.0020746887966805,0,0.0020746887966805,0.004149377593361,0,0,0.0020746887966805,0,0.0020746887966805,0,0,0.058091286307054,0,0,0.0497925311203319,0.087136929460581,0.265560165975104,0.0020746887966805,0.012448132780083,0,0.130705394190871,0,0.0020746887966805,0,0.00622406639004149,0.0020746887966805,0.0394190871369295,0.00829875518672199,0,0.0145228215767635,0.004149377593361,0,0.00829875518672199,0.0020746887966805,0.0020746887966805,0,0,0.004149377593361,0,0.00622406639004149,0,0,0,0,0,0
190,6996,0.0066006600660066,0,0,0.00825082508250825,0.00165016501650165,0.0132013201320132,0,0.00825082508250825,0.14026402640264,0.00165016501650165,0,0,0,0.0132013201320132,0,0,0,0,0.00825082508250825,0,0,0,0,0,0,0,0.0445544554455446,0.00165016501650165,0,0.0808580858085809,0.158415841584158,0.35973597359736,0,0.00165016501650165,0,0.0693069306930693,0,0,0,0.0066006600660066,0,0.0313531353135314,0.0181518151815182,0,0.00825082508250825,0.00165016501650165,0.00165016501650165,0.00495049504950495,0.0033003300330033,0,0,0.00165016501650165,0.00165016501650165,0,0.0033003300330033,0,0,0,0,0,0
210,7656,0.00683760683760684,0,0,0.0102564102564103,0.00170940170940171,0.00512820512820513,0,0.0239316239316239,0.0957264957264957,0,0.00341880341880342,0,0,0.00683760683760684,0,0,0,0.00512820512820513,0.00683760683760684,0,0,0,0.00170940170940171,0.00170940170940171,0,0,0.0205128205128205,0,0,0.112820512820513,0.124786324786325,0.442735042735043,0,0.0102564102564103,0,0.0341880341880342,0,0.00683760683760684,0,0,0,0.0273504273504274,0.00854700854700855,0,0.0153846153846154,0,0,0.011965811965812,0.00512820512820513,0.00170940170940171,0,0,0.00170940170940171,0,0.00683760683760684,0,0,0,0,0,0
220,7985,0.00587371512481645,0,0.00146842878120411,0,0,0.00146842878120411,0.00587371512481645,0.039647577092511,0.251101321585903,0,0.00146842878120411,0,0,0.0102790014684288,0,0,0,0,0.00734214390602056,0,0,0,0,0,0,0,0.00293685756240822,0.00146842878120411,0,0.133627019089574,0.162995594713656,0.274596182085169,0.00293685756240822,0.00587371512481645,0,0.026431718061674,0,0.00440528634361234,0.00146842878120411,0,0,0.0190895741556534,0.00734214390602056,0,0.00587371512481645,0.00293685756240822,0,0.00734214390602056,0.00881057268722467,0,0,0,0,0,0.00734214390602056,0,0,0,0,0,0
230,8324,0.00607287449392713,0,0,0,0.00202429149797571,0,0.00202429149797571,0.0526315789473684,0.151821862348178,0,0,0,0,0.00809716599190283,0.00202429149797571,0,0,0.00202429149797571,0.00607287449392713,0,0,0,0,0,0,0.00202429149797571,0.0161943319838057,0.00404858299595142,0.00202429149797571,0.11336032388664,0.105263157894737,0.425101214574899,0,0.00607287449392713,0.00202429149797571,0.0242914979757085,0,0.00202429149797571,0,0,0,0.0202429149797571,0.0101214574898785,0,0.00607287449392713,0.00404858299595142,0,0.00607287449392713,0.00404858299595142,0,0,0,0,0,0.0121457489878543,0,0,0,0,0,0.00202429149797571
240,8684,0.00369685767097967,0,0,0,0,0.00369685767097967,0,0.0794824399260629,0.138632162661738,0,0,0,0,0.00924214417744917,0,0,0,0,0.00924214417744917,0,0,0,0,0,0,0,0.00369685767097967,0.00369685767097967,0,0.279112754158965,0.0406654343807763,0.280961182994455,0.00184842883548983,0.011090573012939,0,0.022181146025878,0,0,0,0,0,0.0277264325323475,0.022181146025878,0,0.022181146025878,0.00184842883548983,0.00184842883548983,0.011090573012939,0.00924214417744917,0,0,0,0.00184842883548983,0.00184842883548983,0.0129390018484288,0,0,0,0,0,0
247,8951,0.00646203554119548,0,0,0,0,0.00323101777059774,0.00323101777059774,0.050080775444265,0.153473344103393,0,0.00161550888529887,0,0.00161550888529887,0.0161550888529887,0.00161550888529887,0.00161550888529887,0,0,0.00484652665589661,0,0,0,0,0.00161550888529887,0,0.00161550888529887,0.0113085621970921,0,0,0.12924071082391,0.126009693053312,0.363489499192246,0,0.0161550888529887,0,0.0274636510500808,0,0.00807754442649435,0.00161550888529887,0,0,0.024232633279483,0.00646203554119548,0,0.00807754442649435,0.00646203554119548,0,0.00484652665589661,0.00969305331179321,0.00161550888529887,0,0,0.00161550888529887,0,0.00646203554119548,0,0,0,0,0,0
257,9363,0.0116731517509728,0,0,0,0,0.00972762645914397,0,0.0466926070038911,0.110894941634241,0.00389105058365759,0,0,0,0.00194552529182879,0,0,0,0,0.0116731517509728,0,0,0.00389105058365759,0,0,0,0,0.00389105058365759,0.0116731517509728,0,0.365758754863813,0.0233463035019455,0.28988326848249,0.00389105058365759,0,0,0.0214007782101167,0,0.00194552529182879,0,0,0,0.0214007782101167,0.0136186770428016,0,0.00778210116731518,0.00778210116731518,0,0.00583657587548638,0.00778210116731518,0,0,0,0.00194552529182879,0,0.0116731517509728,0,0,0,0,0,0
261,9539,0.0196078431372549,0,0,0,0,0.00217864923747277,0,0.0261437908496732,0.281045751633987,0,0.00435729847494553,0,0,0,0.00217864923747277,0,0,0.00217864923747277,0.0065359477124183,0,0,0.00217864923747277,0,0,0,0,0.0065359477124183,0.0348583877995643,0,0.185185185185185,0.0217864923747277,0.270152505446623,0.00217864923747277,0.0152505446623094,0,0.0479302832244009,0.00217864923747277,0,0,0,0,0.0305010893246187,0.0152505446623094,0,0.0065359477124183,0,0,0.0065359477124183,0,0,0,0,0,0,0.00871459694989107,0,0,0,0,0,0
264.5,9699,0.0163636363636364,0,0,0,0,0,0,0.0436363636363636,0.223636363636364,0,0,0,0,0.00545454545454545,0.00181818181818182,0.00181818181818182,0,0.00363636363636364,0.00909090909090909,0,0,0,0,0,0,0,0.00909090909090909,0.0327272727272727,0,0.234545454545455,0.0109090909090909,0.270909090909091,0,0.0127272727272727,0.00363636363636364,0.0363636363636364,0,0.00909090909090909,0,0,0,0.0218181818181818,0.00727272727272727,0,0.00909090909090909,0.02,0,0.00181818181818182,0.00363636363636364,0,0,0,0,0,0.0109090909090909,0,0,0,0,0,0
267,9816,0.0171673819742489,0,0,0,0,0,0,0.0486409155937053,0.165951359084406,0,0.00143061516452074,0,0,0,0,0.00143061516452074,0,0,0.00429184549356223,0,0,0,0,0.00143061516452074,0,0,0.00572246065808298,0.0457796852646638,0,0.198855507868383,0.011444921316166,0.34620886981402,0,0.00715307582260372,0,0.0243204577968526,0,0.00715307582260372,0.00143061516452074,0,0,0.0329041487839771,0.0128755364806867,0,0.0143061516452074,0.0214592274678112,0,0.0128755364806867,0.00572246065808298,0,0,0,0,0,0.00858369098712446,0,0,0.00143061516452074,0.00143061516452074,0,0
271.5,10030,0.0145719489981785,0,0,0,0.00182149362477231,0.00182149362477231,0,0.0455373406193078,0.147540983606557,0,0,0,0,0,0.00364298724954463,0,0,0.00546448087431694,0.00910746812386157,0,0,0,0,0.00364298724954463,0,0,0.0255009107468124,0.029143897996357,0,0.302367941712204,0.0182149362477231,0.251366120218579,0.00182149362477231,0.00364298724954463,0,0.0327868852459016,0,0,0,0,0,0.0455373406193078,0.00910746812386157,0,0.00910746812386157,0.0127504553734062,0,0,0.00728597449908925,0,0,0,0,0,0.0127504553734062,0,0,0,0.00364298724954463,0.00182149362477231,0
273.5,10127,0.00845665961945032,0,0,0,0.00422832980972516,0.00634249471458774,0,0.0486257928118393,0.0697674418604651,0,0.00211416490486258,0,0,0,0,0,0,0.00422832980972516,0.00634249471458774,0,0,0,0,0.00211416490486258,0,0,0.0105708245243129,0.0739957716701903,0,0.219873150105708,0.00845665961945032,0.3276955602537,0.00211416490486258,0.00845665961945032,0,0.0380549682875264,0,0.00422832980972516,0,0,0,0.0739957716701903,0,0,0.0147991543340381,0.0169133192389006,0,0.00634249471458774,0.0190274841437632,0,0.00211416490486258,0,0,0,0.0169133192389006,0.00422832980972516,0,0,0,0,0
277,10296,0.00875656742556918,0,0,0,0,0.00350262697022767,0,0.0367775831873905,0.0875656742556918,0.00525394045534151,0.00175131348511384,0,0,0.00175131348511384,0.00175131348511384,0,0,0.00525394045534151,0.00175131348511384,0,0,0,0,0,0,0,0.00875656742556918,0.0910683012259194,0.00875656742556918,0.206654991243433,0,0.334500875656743,0.00175131348511384,0.0192644483362522,0,0.0227670753064799,0,0.00700525394045534,0,0,0,0.0647985989492119,0.00700525394045534,0,0.00875656742556918,0.0262697022767075,0,0.00350262697022767,0.0157618213660245,0,0,0,0,0,0.0157618213660245,0.00175131348511384,0,0.00175131348511384,0,0,0
