"sample.depths","sample.ages","Ambrosia.type","Carya","Chamaecrista","Cephalanthus","Cyperaceae","Poaceae.undiff.","Ilex","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Quercus","Rumex","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Vitis","Alnus","Fraxinus","Myrica","Iva.frutescens.type","Rosaceae","Ericales.undiff.","Artemisia","Celtis","Amaranthaceae.undiff.","Cyrilla.racemiflora","Fagus","Sambucus","Ulmus","Cornus","Cupressaceae.undiff.","Polygonum.bistorta.type","Xanthium.type","Caryophyllaceae","Senecio","Citrus","Itea","Combretaceae.Melastomataceae","Polygonum.persicaria.type","Salix","Secale.type","Acer.negundo","Castanea","Gordonia","Rhus","Brassicaceae","Ledum.type","Acer.rubrum","Zea.mays","Meliaceae.Sapotaceae","cf..Ribes","cf..Sapindaceae","Juglans.nigra","Lechea","Rhamnaceae","Iva.xanthifolia","Thalictrum","Polygonella.fimbriata.P..myriophylla","Tillandsia","Araliaceae","Onagraceae","Platanus","Liliaceae","Osmanthus","Serenoa","Symplocos","Tilia","Populus","Apiaceae.undiff.","Betula","Acer.saccharum.type","Polygonella.polygama.type","Anacardiaceae.type.undiff.","Planera.aquatica","Parthenocissus","Asteraceae.subf..Cichorioideae","Zanthoxylum","Urticaceae","Arecaceae.undiff.","Boraginaceae","Ephedra","Ranunculus","Lamiaceae","Pinus.subg..Strobus","Corylus","Fabaceae.undiff.","Dalea","Moraceae","Bromeliaceae.undiff.","Primulaceae","Myrtaceae","Gomphrena.type","Apocynaceae","Malvaceae"
497,262,0,0.0153452685421995,0,0,0.0051150895140665,0.020460358056266,0,0.0179028132992327,0.0179028132992327,0.00767263427109974,0.10230179028133,0.567774936061381,0.132992327365729,0,0.00767263427109974,0,0,0.00255754475703325,0,0.0920716112531969,0,0,0,0,0,0,0,0.00255754475703325,0,0,0,0,0,0,0,0.00767263427109974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499.5,293,0.00254452926208651,0.0203562340966921,0,0.00254452926208651,0.00254452926208651,0.00763358778625954,0.00763358778625954,0.0127226463104326,0.0254452926208651,0.00508905852417303,0.0127226463104326,0.636132315521629,0.11704834605598,0,0.0279898218829517,0.00763358778625954,0,0,0.00254452926208651,0.089058524173028,0,0,0,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0,0.00763358778625954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254452926208651,0,0.00254452926208651,0,0,0,0.00254452926208651,0,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,324,0,0.0127226463104326,0,0.00254452926208651,0.00254452926208651,0.0101781170483461,0.0127226463104326,0,0.0152671755725191,0.00763358778625954,0.0636132315521628,0.585241730279898,0.175572519083969,0,0.0127226463104326,0.00763358778625954,0,0,0.00254452926208651,0.0712468193384224,0.00508905852417303,0,0,0,0,0,0,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0.00254452926208651,0.00254452926208651,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504.5,355,0,0.0253521126760563,0,0,0,0.0112676056338028,0.00563380281690141,0.0169014084507042,0.0169014084507042,0.00845070422535211,0.0197183098591549,0.622535211267606,0.138028169014085,0,0.0112676056338028,0.00563380281690141,0,0,0,0.0985915492957746,0,0,0.0028169014084507,0,0,0,0,0.0028169014084507,0,0.0028169014084507,0,0.0028169014084507,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,386,0,0.0290697674418605,0,0.00387596899224806,0.00387596899224806,0.0135658914728682,0.0116279069767442,0.00968992248062015,0.0232558139534884,0.0116279069767442,0.653100775193798,0,0.133720930232558,0,0.0155038759689922,0.00775193798449612,0.00193798449612403,0.00193798449612403,0,0.0562015503875969,0,0,0.00193798449612403,0,0.00193798449612403,0,0,0.00193798449612403,0,0.00193798449612403,0,0,0,0,0,0,0,0.00775193798449612,0,0,0,0,0,0.00387596899224806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193798449612403,0.00193798449612403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509.5,417,0,0.0253521126760563,0,0,0.0028169014084507,0.0169014084507042,0,0.00845070422535211,0.0169014084507042,0.00563380281690141,0.0450704225352113,0.608450704225352,0.163380281690141,0.0028169014084507,0.0169014084507042,0.0225352112676056,0.0028169014084507,0,0,0.0422535211267606,0.00845070422535211,0,0,0,0,0,0,0,0,0.0028169014084507,0,0.0028169014084507,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,448,0,0.00279329608938547,0,0.00558659217877095,0,0.0195530726256983,0,0.0223463687150838,0.0111731843575419,0.00279329608938547,0.125698324022346,0.519553072625698,0.164804469273743,0,0.00837988826815642,0.00279329608938547,0,0,0,0.0810055865921788,0,0,0.00558659217877095,0,0,0.00279329608938547,0,0.00279329608938547,0,0.00279329608938547,0,0.00279329608938547,0,0,0,0.00279329608938547,0,0.00279329608938547,0,0,0,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279329608938547,0,0.00279329608938547,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514.5,479,0.00242718446601942,0.0266990291262136,0,0,0.00485436893203883,0.00970873786407767,0.00970873786407767,0.00485436893203883,0.0145631067961165,0.00242718446601942,0.0194174757281553,0.606796116504854,0.160194174757282,0.00242718446601942,0.0121359223300971,0.0145631067961165,0.00242718446601942,0,0.00242718446601942,0.0776699029126214,0,0,0,0,0,0,0,0,0,0.00242718446601942,0,0.00242718446601942,0,0,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242718446601942,0.00485436893203883,0,0,0,0,0.00242718446601942,0,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0.00242718446601942,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,510,0,0.0218068535825545,0.00311526479750779,0.00623052959501558,0,0.0311526479750779,0.00311526479750779,0.00311526479750779,0.00934579439252336,0.00623052959501558,0.149532710280374,0.557632398753894,0.0996884735202492,0,0.00311526479750779,0.0124610591900312,0,0,0,0.0716510903426791,0.00311526479750779,0.00311526479750779,0.00311526479750779,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519.5,541,0,0.012987012987013,0.00324675324675325,0,0.00324675324675325,0.0227272727272727,0,0,0.012987012987013,0.00324675324675325,0.0649350649350649,0.506493506493506,0.188311688311688,0,0.0357142857142857,0.0422077922077922,0,0,0,0.0811688311688312,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0.00324675324675325,0,0.0064935064935065,0,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,572,0.00246305418719212,0.00985221674876847,0.00246305418719212,0.00738916256157635,0.00738916256157635,0.0172413793103448,0.00492610837438424,0.00492610837438424,0.0197044334975369,0,0.150246305418719,0.497536945812808,0.133004926108374,0,0.0246305418719212,0.0394088669950739,0,0.00246305418719212,0.00492610837438424,0.0640394088669951,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524.5,603,0,0.0205882352941176,0,0.0088235294117647,0.0205882352941176,0.0205882352941176,0.00588235294117647,0.00588235294117647,0.0176470588235294,0.00294117647058824,0.0176470588235294,0.535294117647059,0.129411764705882,0.00588235294117647,0.0294117647058824,0.0470588235294118,0,0,0.0147058823529412,0.0941176470588235,0,0,0.00294117647058824,0,0,0,0,0,0,0.00294117647058824,0,0,0,0,0,0,0,0.00294117647058824,0.00294117647058824,0.00294117647058824,0,0,0,0.00588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,696,0.00226244343891403,0.0203619909502262,0,0.00452488687782805,0.0135746606334842,0.0135746606334842,0.00678733031674208,0.00904977375565611,0.00678733031674208,0.00678733031674208,0.131221719457014,0.479638009049774,0.153846153846154,0,0.0294117647058824,0.0361990950226244,0,0,0.00226244343891403,0.0610859728506787,0.00226244343891403,0,0.00226244343891403,0,0.00226244343891403,0,0,0.00226244343891403,0,0.00452488687782805,0,0,0,0,0,0,0,0,0,0.00226244343891403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226244343891403,0,0,0,0,0.00226244343891403,0,0,0,0,0,0.00226244343891403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,758,0,0.0306122448979592,0,0.0076530612244898,0,0.0204081632653061,0.00510204081632653,0.0076530612244898,0.0255102040816327,0.0076530612244898,0.11734693877551,0.464285714285714,0.178571428571429,0,0,0.0255102040816327,0,0,0.00255102040816327,0.086734693877551,0.00255102040816327,0,0.00510204081632653,0,0,0,0,0,0,0.00255102040816327,0,0.00255102040816327,0,0,0,0.00510204081632653,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,919,0.00628930817610063,0.00628930817610063,0,0.00314465408805031,0.00943396226415094,0.0283018867924528,0.0125786163522013,0.00943396226415094,0.0188679245283019,0.00628930817610063,0.10377358490566,0.427672955974843,0.179245283018868,0,0.0220125786163522,0.0377358490566038,0,0.00314465408805031,0,0.10062893081761,0.00943396226415094,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00314465408805031,0,0,0,0.00314465408805031,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,956,0.00239234449760766,0.0239234449760766,0,0,0.0215311004784689,0.00956937799043062,0.00239234449760766,0.00717703349282297,0.00478468899521531,0.00717703349282297,0.732057416267943,0,0.0956937799043062,0,0.0119617224880383,0.0167464114832536,0,0,0,0.0358851674641148,0,0,0,0,0,0,0,0.00239234449760766,0,0.00239234449760766,0,0.00956937799043062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0.00239234449760766,0,0,0.00239234449760766,0,0,0,0.00239234449760766,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,1061,0.00647249190938511,0.0226537216828479,0,0.00323624595469256,0.00647249190938511,0.0194174757281553,0.00323624595469256,0.0129449838187702,0.00323624595469256,0.00970873786407767,0.255663430420712,0.355987055016181,0.177993527508091,0,0.0129449838187702,0.0161812297734628,0,0.00323624595469256,0,0.0776699029126214,0,0,0.00323624595469256,0,0,0,0.00323624595469256,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,1166,0,0.0326797385620915,0,0.0065359477124183,0.0130718954248366,0.0065359477124183,0.00980392156862745,0.0130718954248366,0.0130718954248366,0,0.107843137254902,0.506535947712418,0.183006535947712,0,0.00326797385620915,0.0130718954248366,0,0,0,0.0751633986928105,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0
568,1271,0,0.0164383561643836,0,0.010958904109589,0.0219178082191781,0.010958904109589,0.00273972602739726,0.0136986301369863,0.00273972602739726,0.010958904109589,0.205479452054795,0.408219178082192,0.164383561643836,0,0.0136986301369863,0.0328767123287671,0,0.00273972602739726,0,0.0767123287671233,0,0,0,0,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
