"sample.depths","sample.ages","Acer.saccharum.type","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Aquifoliaceae","Betula","Carya","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Poaceae.undiff.","Juglans.nigra","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rumex","Thalictrum","Trees.undiff.","Tsuga","Ulmus","Myrica","Populus","Acer.saccharinum.type","Artemisia","Rhamnaceae.Vitaceae.undiff.","Salix","Tilia","Acer.pensylvanicum","Amorpha.type","Amaranthaceae.undiff.","Ericaceae","Juglans.cinerea","Dalea","Polygonum","Ceanothus","Salsola","Brassicaceae","Sarcobatus.vermiculatus","Ephedra","Acer.undiff.","Iva.annua.type","Celtis","Iva.xanthifolia.type","Larix","Acer.negundo","Morus","Asteraceae.subf..Asteroideae.undiff.","Prunus.Sorbus","Crataegus.type","Moraceae.undiff.","Saxifragaceae","Fraxinus.pennsylvanica.type","Lamiaceae","Fagus","Oxyria.digyna","Galium","Herbs.undiff.","Ranunculaceae.undiff.","Cornus","Fabaceae.undiff.","Cerealia","Potentilla.type","Anacardiaceae","Gleditsia","Apiaceae","Shepherdia","Vitis","Shrubs.undiff.","Rosaceae.undiff.","Pyrus.type"
169,2680,0.0097323600973236,0.0024330900243309,0.0413625304136253,0,0.0121654501216545,0,0.180048661800487,0.0024330900243309,0.0024330900243309,0.0097323600973236,0,0.0194647201946472,0.0048661800486618,0.0170316301703163,0,0.0218978102189781,0,0.0218978102189781,0.226277372262774,0.167883211678832,0.0024330900243309,0.211678832116788,0,0,0,0.0024330900243309,0.0145985401459854,0,0.0145985401459854,0,0.0024330900243309,0,0,0,0,0,0.0048661800486618,0,0.0024330900243309,0,0,0,0,0,0,0.0024330900243309,0,0,0,0,0.0024330900243309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,3004,0.00275862068965517,0.00413793103448276,0.0193103448275862,0,0.00827586206896552,0,0.153103448275862,0,0.0096551724137931,0.00551724137931034,0,0.0096551724137931,0.0220689655172414,0.0124137931034483,0.00137931034482759,0.016551724137931,0,0.0151724137931034,0.219310344827586,0.175172413793103,0.00137931034482759,0.248275862068966,0,0.00137931034482759,0,0,0.0344827586206897,0,0.00275862068965517,0,0.0151724137931034,0.00137931034482759,0.00275862068965517,0.00827586206896552,0,0,0.00551724137931034,0,0.00275862068965517,0,0,0,0,0,0,0,0,0.00137931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,3468,0.0115894039735099,0.00165562913907285,0.0678807947019868,0.0033112582781457,0.0165562913907285,0,0.0960264900662252,0.00662251655629139,0.00993377483443709,0.00827814569536424,0.0033112582781457,0.033112582781457,0.0132450331125828,0.0298013245033113,0,0.0182119205298013,0.00165562913907285,0.0132450331125828,0.112582781456954,0.20364238410596,0.0033112582781457,0.233443708609272,0,0,0,0,0.0397350993377483,0.00165562913907285,0.00496688741721854,0,0.0182119205298013,0,0.00827814569536424,0.0115894039735099,0,0,0.0115894039735099,0,0.00662251655629139,0,0,0.00165562913907285,0,0.00165562913907285,0,0,0,0.00165562913907285,0,0,0,0,0.00165562913907285,0.00165562913907285,0.00165562913907285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,3931,0.00326797385620915,0,0.111111111111111,0.00326797385620915,0.0392156862745098,0,0.124183006535948,0,0.00980392156862745,0,0.00980392156862745,0.0163398692810458,0.0065359477124183,0.0392156862745098,0,0.0294117647058824,0.00326797385620915,0.0130718954248366,0.111111111111111,0.19281045751634,0,0.228758169934641,0,0.00326797385620915,0,0,0.0261437908496732,0,0,0,0.0196078431372549,0,0.00326797385620915,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,4395,0,0,0.0777777777777778,0.00158730158730159,0.0206349206349206,0,0.0793650793650794,0.00317460317460317,0.00317460317460317,0.00476190476190476,0.00158730158730159,0.0365079365079365,0.00634920634920635,0.0365079365079365,0.00952380952380952,0.00476190476190476,0.00158730158730159,0.0206349206349206,0.0825396825396825,0.114285714285714,0,0.420634920634921,0,0,0,0,0.0142857142857143,0,0.00952380952380952,0.00158730158730159,0.0158730158730159,0.00158730158730159,0.00158730158730159,0.00476190476190476,0,0,0.0111111111111111,0,0.00158730158730159,0.00158730158730159,0,0,0,0,0.00158730158730159,0,0,0.00158730158730159,0,0,0.00476190476190476,0,0,0,0,0.00158730158730159,0.00158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,4704,0.009375,0,0.084375,0,0.034375,0,0.06875,0,0.03125,0.003125,0.009375,0.046875,0.015625,0.04375,0.003125,0.021875,0,0.0375,0.075,0.040625,0,0.375,0,0,0,0,0.0125,0,0,0,0.04375,0,0.00625,0.003125,0,0,0.015625,0,0.00625,0,0,0,0,0,0,0,0,0.003125,0,0,0.00625,0,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,4860,0.00485436893203883,0.00161812297734628,0.0469255663430421,0,0.0210355987055016,0,0.0485436893203883,0,0.0080906148867314,0.00970873786407767,0.00485436893203883,0.0355987055016181,0.00323624595469256,0.0469255663430421,0.00161812297734628,0.0177993527508091,0.00323624595469256,0.0355987055016181,0.0906148867313916,0.0533980582524272,0.00485436893203883,0.454692556634304,0,0,0,0,0.0469255663430421,0,0.00647249190938511,0,0.0210355987055016,0,0.00647249190938511,0.00323624595469256,0,0,0.0177993527508091,0,0,0,0,0,0,0,0.00161812297734628,0,0,0,0,0,0,0.00161812297734628,0,0,0,0,0,0,0.00161812297734628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,5173,0.0106007067137809,0.00176678445229682,0.0459363957597173,0.00176678445229682,0.0300353356890459,0.00176678445229682,0.0901060070671378,0.00353356890459364,0,0.00530035335689046,0.00706713780918728,0.0300353356890459,0.0123674911660777,0.0512367491166078,0,0.0159010600706714,0,0.0671378091872792,0.15547703180212,0.0865724381625442,0.00176678445229682,0.270318021201413,0.00176678445229682,0,0,0.00353356890459364,0.0229681978798587,0,0.00353356890459364,0,0.0300353356890459,0.00176678445229682,0.00530035335689046,0.00353356890459364,0,0,0.0212014134275618,0,0.00706713780918728,0,0,0,0,0,0.00176678445229682,0,0,0.00176678445229682,0,0,0.00353356890459364,0,0,0,0,0,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,5486,0.00544464609800363,0.00181488203266788,0.0490018148820327,0,0.0235934664246824,0,0.0417422867513612,0.00544464609800363,0.00907441016333938,0.00362976406533575,0.00362976406533575,0.0272232304900181,0.0127041742286751,0.0544464609800363,0.00362976406533575,0.0417422867513612,0,0.0217785843920145,0.136116152450091,0.123411978221416,0,0.308529945553539,0,0,0,0,0.0508166969147005,0,0.00544464609800363,0,0.029038112522686,0,0.00362976406533575,0.0108892921960073,0,0.00181488203266788,0.00544464609800363,0,0.0108892921960073,0,0,0,0,0,0.00362976406533575,0,0,0.00362976406533575,0,0,0.00181488203266788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,5798,0.0107142857142857,0,0.0732142857142857,0.00714285714285714,0.0285714285714286,0,0.0392857142857143,0.00535714285714286,0.0178571428571429,0.00535714285714286,0.00178571428571429,0.0267857142857143,0.0107142857142857,0.0642857142857143,0.00178571428571429,0.0517857142857143,0,0.0125,0.0839285714285714,0.075,0.00357142857142857,0.353571428571429,0.00178571428571429,0,0,0.00178571428571429,0.05,0,0.00178571428571429,0,0.0303571428571429,0.00357142857142857,0.00535714285714286,0.00535714285714286,0,0.00178571428571429,0.0107142857142857,0,0.00535714285714286,0,0,0,0,0.00178571428571429,0,0,0,0.00357142857142857,0,0,0,0,0,0,0,0,0,0,0.00178571428571429,0.00178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,6268,0.00650759219088937,0,0.0455531453362256,0,0.0390455531453362,0,0.0542299349240781,0.0086767895878525,0.00650759219088937,0.00433839479392625,0.00650759219088937,0.0238611713665944,0.0238611713665944,0.0607375271149675,0.00433839479392625,0.0542299349240781,0.00216919739696312,0.0130151843817787,0.0715835140997831,0.0433839479392625,0.00433839479392625,0.370932754880694,0,0,0,0,0.0759219088937093,0,0.00433839479392625,0,0.0195227765726681,0.00216919739696312,0.0086767895878525,0.0086767895878525,0,0,0.0130151843817787,0,0.0086767895878525,0.00216919739696312,0,0,0,0.00216919739696312,0.00216919739696312,0,0,0.00216919739696312,0,0,0,0.00216919739696312,0,0,0,0,0,0,0,0,0.00433839479392625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,6737,0.00798403193612774,0,0.0379241516966068,0.00199600798403194,0.0199600798403194,0,0.0219560878243513,0.0139720558882236,0.00798403193612774,0.00998003992015968,0.00199600798403194,0.0239520958083832,0.0119760479041916,0.029940119760479,0.00598802395209581,0.0518962075848303,0,0.0219560878243513,0.091816367265469,0.0479041916167665,0,0.3812375249501,0,0,0,0,0.107784431137725,0,0.00598802395209581,0,0.0259481037924152,0.00199600798403194,0.0139720558882236,0.00998003992015968,0,0.00199600798403194,0.0219560878243513,0,0.00798403193612774,0.00199600798403194,0,0,0,0,0,0,0,0.00598802395209581,0,0,0,0.00199600798403194,0,0,0,0,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,7050,0.0088809946714032,0,0.0390763765541741,0.00532859680284192,0.0266429840142096,0,0.0586145648312611,0.0142095914742451,0.0124333925399645,0.0124333925399645,0.00532859680284192,0.0230905861456483,0.0177619893428064,0.0373001776198934,0.00177619893428064,0.119005328596803,0.00355239786856128,0.0088809946714032,0.0550621669626998,0.0550621669626998,0.00532859680284192,0.280639431616341,0,0,0.00177619893428064,0.00177619893428064,0.108348134991119,0.00177619893428064,0.0124333925399645,0,0.0177619893428064,0.00177619893428064,0.00532859680284192,0.0301953818827709,0,0.00177619893428064,0.0088809946714032,0,0.00532859680284192,0,0,0,0,0,0.00177619893428064,0,0,0,0.00177619893428064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177619893428064,0.00355239786856128,0.00177619893428064,0.00177619893428064,0,0,0,0,0,0,0,0,0,0,0
460,7206,0.00763358778625954,0.00254452926208651,0.0254452926208651,0,0.0381679389312977,0,0.106870229007634,0.00254452926208651,0,0.00763358778625954,0.00763358778625954,0.0279898218829517,0.0203562340966921,0.0432569974554707,0,0.16030534351145,0,0.00763358778625954,0.0865139949109415,0.0559796437659033,0.00763358778625954,0.180661577608142,0,0,0,0,0.111959287531807,0,0.00763358778625954,0.00254452926208651,0.0229007633587786,0.00254452926208651,0.00254452926208651,0.0229007633587786,0,0,0.0203562340966921,0,0.00763358778625954,0,0.00254452926208651,0,0,0,0,0,0,0.00254452926208651,0,0,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0
480,7512,0.0109289617486339,0,0.0601092896174863,0.00546448087431694,0.0163934426229508,0,0.111111111111111,0.00546448087431694,0.00728597449908925,0.0200364298724954,0.00364298724954463,0.0218579234972678,0.0273224043715847,0.0327868852459016,0.00364298724954463,0.14207650273224,0,0.0145719489981785,0.0947176684881603,0.092896174863388,0.00728597449908925,0.156648451730419,0,0,0.00182149362477231,0,0.098360655737705,0,0.00546448087431694,0,0.0200364298724954,0.00182149362477231,0.00546448087431694,0.0127504553734062,0,0.00182149362477231,0.0109289617486339,0,0.00182149362477231,0,0.00182149362477231,0,0,0,0,0,0,0.00182149362477231,0.00182149362477231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,7815,0.016260162601626,0,0.0467479674796748,0.00203252032520325,0.0345528455284553,0,0.0528455284552846,0.016260162601626,0.0040650406504065,0.0040650406504065,0.008130081300813,0.032520325203252,0.0304878048780488,0.0426829268292683,0.00203252032520325,0.0914634146341463,0.00203252032520325,0.0304878048780488,0.073170731707317,0.0670731707317073,0.00203252032520325,0.252032520325203,0,0.00203252032520325,0,0,0.111788617886179,0,0,0,0.024390243902439,0,0.0040650406504065,0.0101626016260163,0,0.00203252032520325,0.0182926829268293,0,0.00609756097560976,0,0,0,0.00203252032520325,0,0,0,0,0.0040650406504065,0.00203252032520325,0,0,0.00203252032520325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,7967,0.00558659217877095,0.00186219739292365,0.0707635009310987,0.00186219739292365,0.0242085661080074,0,0.0446927374301676,0.0130353817504655,0.0111731843575419,0.0111731843575419,0.00186219739292365,0.031657355679702,0.0074487895716946,0.0148975791433892,0,0.0223463687150838,0.00186219739292365,0.0279329608938547,0.0726256983240224,0.309124767225326,0.0037243947858473,0.188081936685289,0,0.00186219739292365,0,0,0.0651769087523277,0,0,0,0.0260707635009311,0,0.0037243947858473,0,0,0,0.0279329608938547,0,0,0,0,0,0,0,0.00186219739292365,0,0,0.0037243947858473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186219739292365,0.00186219739292365,0,0,0,0,0,0,0,0,0
520,8118,0.00773694390715667,0,0.0657640232108317,0.0154738878143133,0.034816247582205,0,0.058027079303675,0.00193423597678917,0.00580270793036751,0.0193423597678917,0.00193423597678917,0.0193423597678917,0.011605415860735,0.04642166344294,0.00193423597678917,0.0309477756286267,0.00193423597678917,0.0870406189555126,0.0638297872340425,0.214700193423598,0,0.148936170212766,0,0,0.00193423597678917,0,0.0967117988394584,0,0,0,0.0270793036750484,0,0.0154738878143133,0.00386847195357834,0.00386847195357834,0,0.00580270793036751,0.00193423597678917,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193423597678917,0,0,0,0,0,0,0,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0,0
538,8391,0.00767263427109974,0.00255754475703325,0.0383631713554987,0,0.030690537084399,0,0.051150895140665,0.0051150895140665,0.00767263427109974,0.0051150895140665,0,0.0255754475703325,0.00767263427109974,0.0230179028132992,0,0.0255754475703325,0.00255754475703325,0.020460358056266,0.0383631713554987,0.150895140664962,0.0051150895140665,0.439897698209719,0,0,0,0,0.071611253196931,0,0.00255754475703325,0,0.0127877237851662,0,0.0051150895140665,0,0,0,0.0153452685421995,0,0,0,0,0,0,0,0,0,0,0.0051150895140665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,8725,0.00943396226415094,0,0.0165094339622642,0.00235849056603774,0.0566037735849057,0,0.0377358490566038,0.00471698113207547,0.0070754716981132,0.0070754716981132,0,0.0212264150943396,0.0117924528301887,0.0849056603773585,0,0.0613207547169811,0,0.0306603773584906,0.0377358490566038,0.113207547169811,0.00235849056603774,0.299528301886792,0,0,0,0,0.0872641509433962,0,0,0,0.0424528301886792,0,0.00943396226415094,0.00471698113207547,0,0,0.035377358490566,0,0.00235849056603774,0,0.00235849056603774,0,0,0,0.00235849056603774,0,0,0.00471698113207547,0,0,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235849056603774,0,0,0,0,0,0,0,0
580,9028,0.0100502512562814,0.0016750418760469,0.0770519262981574,0.0016750418760469,0.0435510887772194,0,0.0871021775544389,0.0033500837520938,0.0067001675041876,0.0134003350083752,0,0.0234505862646566,0.0117252931323283,0.0603015075376884,0,0.0318257956448911,0.0033500837520938,0.0653266331658292,0.108877721943049,0.142378559463987,0.0050251256281407,0.120603015075377,0,0,0,0,0.0804020100502513,0,0.0100502512562814,0,0.0351758793969849,0.0033500837520938,0.0268006700167504,0.0033500837520938,0,0,0.016750418760469,0.0016750418760469,0,0,0,0,0,0,0,0.0016750418760469,0,0,0,0,0,0,0,0,0.0016750418760469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016750418760469,0,0,0,0,0,0,0
600,9331,0.00683760683760684,0,0.0888888888888889,0,0.0188034188034188,0,0.0717948717948718,0.00683760683760684,0.00512820512820513,0.0170940170940171,0.00341880341880342,0.0290598290598291,0.0376068376068376,0.0205128205128205,0.00170940170940171,0.0666666666666667,0,0.0803418803418803,0.0803418803418803,0.124786324786325,0,0.186324786324786,0,0,0,0,0.082051282051282,0,0.00512820512820513,0,0.0290598290598291,0.00170940170940171,0.00170940170940171,0,0.00170940170940171,0.00341880341880342,0.0136752136752137,0,0.00512820512820513,0,0,0,0.00170940170940171,0,0.00341880341880342,0,0,0.00512820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,9732,0.00578871201157742,0,0.115774240231548,0.0115774240231548,0.0463096960926194,0,0.0781476121562952,0.00868306801736614,0.00289435600578871,0.0361794500723589,0.0101302460202605,0.0231548480463097,0.0246020260492041,0.0217076700434153,0,0.0549927641099855,0.00434153400868307,0.060781476121563,0.0578871201157742,0.108538350217077,0.00434153400868307,0.159189580318379,0,0,0,0,0.0824891461649783,0,0.00723589001447178,0.00144717800289436,0.0289435600578871,0,0.00868306801736614,0.00434153400868307,0,0,0.0144717800289436,0,0.00144717800289436,0,0,0.00144717800289436,0,0,0.00144717800289436,0,0,0.00578871201157742,0,0,0,0,0,0,0,0,0.00144717800289436,0,0.00289435600578871,0,0,0,0,0,0,0,0,0,0,0,0.00144717800289436,0.00144717800289436,0,0,0,0,0
650,9899,0.00252525252525253,0,0.0505050505050505,0,0.0782828282828283,0,0.0378787878787879,0.0176767676767677,0.0101010101010101,0.0176767676767677,0.00757575757575758,0.0303030303030303,0.0176767676767677,0.0429292929292929,0,0.0227272727272727,0.00252525252525253,0.0984848484848485,0.0227272727272727,0.277777777777778,0,0.111111111111111,0,0,0,0,0.101010101010101,0,0,0,0.0101010101010101,0.00252525252525253,0.0101010101010101,0,0,0,0.0227272727272727,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,10067,0.00404040404040404,0,0.0343434343434343,0,0.0323232323232323,0,0.0444444444444444,0.00808080808080808,0.00606060606060606,0.0121212121212121,0.00404040404040404,0.0202020202020202,0.0282828282828283,0.0808080808080808,0,0.0444444444444444,0.00202020202020202,0.15959595959596,0.0262626262626263,0.224242424242424,0,0.111111111111111,0,0,0,0,0.0888888888888889,0.00404040404040404,0.00606060606060606,0,0.0222222222222222,0.00404040404040404,0.00606060606060606,0,0,0,0.0181818181818182,0.00202020202020202,0,0,0,0.00202020202020202,0,0,0.00202020202020202,0,0,0.00202020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
