"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Picea","Quercus","Salix","Ulmus","Alnus","Acer","Fraxinus","Juglans","Pinus","Populus","Poaceae","Cyperaceae","Herbs.undiff.","Cupressaceae","Fagus","Tsuga","Abies","Aquifoliaceae","Corylus","Larix","Ostrya.Carpinus","Asteraceae.subf..Asteroideae.undiff.","Myrica","Ericaceae","Sarcobatus.vermiculatus","Thalictrum","Tilia","Carya","Rosaceae","Ephedra","Shepherdia"
170,3452,0,0.00387596899224806,0.375968992248062,0,0.0503875968992248,0.0193798449612403,0,0.00775193798449612,0.0813953488372093,0.0116279069767442,0.0155038759689922,0,0.39922480620155,0.00387596899224806,0,0.00387596899224806,0,0.00387596899224806,0.00387596899224806,0.00775193798449612,0.00387596899224806,0,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0,0
180,3659,0.0045045045045045,0.009009009009009,0.310810810810811,0,0.0315315315315315,0.036036036036036,0.0045045045045045,0.018018018018018,0.036036036036036,0,0.018018018018018,0,0.486486486486487,0.0135135135135135,0,0.0045045045045045,0,0.0045045045045045,0.0045045045045045,0,0,0,0.009009009009009,0,0.0045045045045045,0,0,0,0,0,0.0045045045045045,0,0,0,0
190,3867,0.00284900284900285,0.00854700854700855,0.376068376068376,0,0.0512820512820513,0.0227920227920228,0,0.0056980056980057,0.0313390313390313,0.0056980056980057,0.0227920227920228,0,0.424501424501425,0.0113960113960114,0.00284900284900285,0.0056980056980057,0.00284900284900285,0,0.00284900284900285,0.00284900284900285,0.00854700854700855,0,0.00284900284900285,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0,0.00284900284900285,0,0,0
200,4074,0.003125,0,0.421875,0.003125,0.021875,0.03125,0.003125,0.003125,0.025,0.00625,0.015625,0,0.43125,0.00625,0.003125,0,0.003125,0,0.00625,0,0.003125,0,0,0.009375,0,0,0,0,0,0.003125,0,0,0,0,0
210,4282,0,0.00595238095238095,0.303571428571429,0,0.0267857142857143,0.0208333333333333,0,0.00595238095238095,0.0297619047619048,0.00297619047619048,0.0119047619047619,0,0.5625,0,0.00297619047619048,0.00297619047619048,0,0,0,0,0.00595238095238095,0,0.00595238095238095,0,0.00297619047619048,0,0.00892857142857143,0,0,0,0,0,0,0,0
220,4489,0,0,0.336633663366337,0.00495049504950495,0.0396039603960396,0.0297029702970297,0,0,0.0346534653465347,0.00495049504950495,0.0099009900990099,0,0.504950495049505,0.00495049504950495,0.00495049504950495,0,0,0.00495049504950495,0,0,0.00495049504950495,0,0.00495049504950495,0,0,0,0.00495049504950495,0.00495049504950495,0,0,0,0,0,0,0
230,4697,0.0105263157894737,0.00350877192982456,0.333333333333333,0.00701754385964912,0.0280701754385965,0.0210526315789474,0.00350877192982456,0.0175438596491228,0.0210526315789474,0.00350877192982456,0.0456140350877193,0.00350877192982456,0.459649122807018,0.0105263157894737,0.00701754385964912,0,0,0.00701754385964912,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0.00350877192982456,0,0,0.00350877192982456,0,0
240,4898,0.00625,0.003125,0.25625,0,0.025,0.01875,0,0.009375,0.0375,0.009375,0.009375,0,0.596875,0.009375,0,0,0,0,0,0.003125,0.00625,0,0,0.003125,0,0,0,0.003125,0,0.003125,0,0,0,0,0
250,5085,0,0.00444444444444444,0.235555555555556,0.00444444444444444,0.0222222222222222,0.0177777777777778,0,0.0133333333333333,0.0266666666666667,0,0,0,0.622222222222222,0.0222222222222222,0.00888888888888889,0.00888888888888889,0,0,0,0.00888888888888889,0,0,0,0,0,0,0,0,0,0.00444444444444444,0,0,0,0,0
260,5273,0.00252525252525253,0,0.20959595959596,0.00252525252525253,0.0227272727272727,0.0126262626262626,0,0.00505050505050505,0.0252525252525253,0.00252525252525253,0.00505050505050505,0,0.684343434343434,0.00505050505050505,0,0.00252525252525253,0,0,0,0,0.00252525252525253,0.00252525252525253,0.00505050505050505,0.00252525252525253,0,0,0,0.00252525252525253,0,0.00252525252525253,0.00252525252525253,0,0,0,0
270,5460,0,0.00490196078431373,0.264705882352941,0.00980392156862745,0.00490196078431373,0.0147058823529412,0,0,0.0343137254901961,0.00490196078431373,0.0196078431372549,0,0.607843137254902,0.00490196078431373,0,0.00490196078431373,0,0,0,0.00980392156862745,0.00490196078431373,0,0,0.00490196078431373,0,0,0,0,0,0,0.00490196078431373,0,0,0,0
280,5647,0,0,0.131578947368421,0.0037593984962406,0.0902255639097744,0.0263157894736842,0.0150375939849624,0.0150375939849624,0.0488721804511278,0.0037593984962406,0.0150375939849624,0,0.593984962406015,0,0.0075187969924812,0.0037593984962406,0,0,0.0037593984962406,0.0075187969924812,0.0037593984962406,0.0037593984962406,0,0.0112781954887218,0.0150375939849624,0,0,0,0,0,0,0,0,0,0
290,5835,0.0120967741935484,0.00403225806451613,0.165322580645161,0,0.0483870967741935,0.0241935483870968,0,0.0161290322580645,0.0564516129032258,0,0.032258064516129,0,0.612903225806452,0.00403225806451613,0,0.00403225806451613,0,0.00403225806451613,0,0,0.00403225806451613,0,0.00403225806451613,0.00806451612903226,0,0,0,0,0,0,0,0,0,0,0
300,6022,0,0,0.065359477124183,0,0.0130718954248366,0.00326797385620915,0,0.0065359477124183,0.0228758169934641,0,0.00980392156862745,0.00326797385620915,0.856209150326797,0,0,0.00326797385620915,0,0,0,0.0065359477124183,0,0.00326797385620915,0.00326797385620915,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0
310,6209,0,0.00378787878787879,0.0681818181818182,0.00378787878787879,0.0757575757575758,0.0151515151515152,0,0.0227272727272727,0.0378787878787879,0,0.0492424242424242,0,0.68560606060606,0.00757575757575758,0,0.00757575757575758,0,0,0,0,0,0,0.00757575757575758,0.0113636363636364,0.00378787878787879,0,0,0,0,0,0,0,0,0,0
320,6397,0.004149377593361,0,0.087136929460581,0,0.012448132780083,0.00829875518672199,0,0.00829875518672199,0.0497925311203319,0.004149377593361,0.00829875518672199,0,0.796680497925311,0,0.00829875518672199,0,0,0,0,0.00829875518672199,0,0,0,0,0,0.004149377593361,0,0,0,0,0,0,0,0,0
330,6584,0.00373134328358209,0.00373134328358209,0.0522388059701493,0.00373134328358209,0.0186567164179104,0.00746268656716418,0.00373134328358209,0.0111940298507463,0.0298507462686567,0,0.0186567164179104,0,0.82089552238806,0,0,0.00373134328358209,0,0,0,0,0,0,0.00746268656716418,0.00373134328358209,0.00373134328358209,0.00373134328358209,0,0,0,0.00373134328358209,0,0,0,0,0
340,6771,0.00416666666666667,0,0.0833333333333333,0,0.0208333333333333,0.0333333333333333,0,0.00416666666666667,0.0166666666666667,0.00416666666666667,0.00416666666666667,0,0.8125,0,0.0125,0,0,0,0,0,0,0,0.00416666666666667,0,0,0,0,0,0,0,0,0,0,0,0
350,6959,0.0028169014084507,0.0028169014084507,0.0450704225352113,0.00563380281690141,0.0225352112676056,0.0253521126760563,0,0.00563380281690141,0.0169014084507042,0,0.0112676056338028,0,0.845070422535211,0.0028169014084507,0.00563380281690141,0.0028169014084507,0,0,0.0028169014084507,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0
360,7146,0,0.00816326530612245,0.146938775510204,0.00816326530612245,0.0408163265306122,0.0204081632653061,0.00408163265306122,0.00816326530612245,0.0408163265306122,0,0.0122448979591837,0,0.669387755102041,0.00408163265306122,0,0.00408163265306122,0,0,0.00408163265306122,0,0.00816326530612245,0,0.00816326530612245,0,0.00816326530612245,0.00408163265306122,0,0,0,0,0,0,0,0,0
370,7333,0,0.00664451827242525,0.156146179401993,0,0.0365448504983389,0.0166112956810631,0.00332225913621262,0.0132890365448505,0.0199335548172757,0.00332225913621262,0.00332225913621262,0,0.674418604651163,0,0.00332225913621262,0,0.00332225913621262,0.00332225913621262,0.00664451827242525,0.00332225913621262,0.00996677740863787,0,0.00664451827242525,0.00996677740863787,0.0132890365448505,0.00332225913621262,0.00332225913621262,0,0,0,0,0,0,0,0
380,7521,0,0.00851063829787234,0.153191489361702,0,0.0638297872340425,0.0127659574468085,0,0.0212765957446809,0.0212765957446809,0,0.00851063829787234,0,0.65531914893617,0,0.0170212765957447,0.00425531914893617,0.00425531914893617,0,0,0.00851063829787234,0,0,0.00851063829787234,0,0.0127659574468085,0,0,0,0,0,0,0,0,0,0
390,7708,0.0174825174825175,0,0.178321678321678,0.006993006993007,0.0244755244755245,0.0104895104895105,0,0,0.0559440559440559,0.0034965034965035,0.0104895104895105,0.0034965034965035,0.629370629370629,0,0.0034965034965035,0.006993006993007,0,0,0.006993006993007,0.0034965034965035,0.0104895104895105,0,0,0.0174825174825175,0.006993006993007,0,0,0,0,0.0034965034965035,0,0,0,0,0
400,7895,0.00318471337579618,0.00318471337579618,0.178343949044586,0.00636942675159236,0.0605095541401274,0.00955414012738853,0.00318471337579618,0.0222929936305732,0.0668789808917197,0,0.00955414012738853,0,0.573248407643312,0,0.0222929936305732,0.00955414012738853,0,0.00318471337579618,0.00318471337579618,0,0.00955414012738853,0,0.00318471337579618,0.00955414012738853,0.00318471337579618,0,0,0,0,0,0,0,0,0,0
410,8083,0,0,0.1953125,0,0.12109375,0.02734375,0,0,0.06640625,0,0.0078125,0,0.54296875,0,0.00390625,0.015625,0,0.0078125,0,0,0.00390625,0,0,0.00390625,0.00390625,0,0,0,0,0,0,0,0,0,0
420,8258,0.00395256916996047,0.00395256916996047,0.126482213438735,0,0.118577075098814,0.00790513833992095,0,0.0118577075098814,0.0316205533596838,0,0.00790513833992095,0,0.648221343873518,0,0,0.00790513833992095,0,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.0118577075098814,0,0,0.00395256916996047,0.00395256916996047,0,0,0,0,0,0,0,0,0,0
430,8431,0,0,0.114406779661017,0.0127118644067797,0.0677966101694915,0.0169491525423729,0,0.00847457627118644,0.038135593220339,0,0.0127118644067797,0,0.720338983050847,0,0,0,0,0,0,0,0,0,0,0.00847457627118644,0,0,0,0,0,0,0,0,0,0,0
440,8604,0.00291545189504373,0.00291545189504373,0.0991253644314869,0,0.0670553935860058,0.00583090379008746,0.00291545189504373,0.00583090379008746,0.0553935860058309,0.00291545189504373,0.0087463556851312,0,0.708454810495627,0,0,0.00583090379008746,0,0.0087463556851312,0,0.00291545189504373,0.0116618075801749,0,0,0.00291545189504373,0.00583090379008746,0,0,0,0,0,0,0,0,0,0
450,8777,0.00354609929078014,0,0.109929078014184,0.00354609929078014,0.0567375886524823,0.0106382978723404,0.00709219858156028,0.00354609929078014,0.0709219858156028,0,0.00354609929078014,0,0.673758865248227,0,0,0.0141843971631206,0,0.0106382978723404,0,0,0.00709219858156028,0,0,0.0141843971631206,0.00709219858156028,0,0.00354609929078014,0,0,0,0,0,0,0,0
460,8950,0.0197628458498024,0.00395256916996047,0.090909090909091,0,0.0711462450592885,0.0276679841897233,0.0118577075098814,0.00790513833992095,0.067193675889328,0,0.00395256916996047,0,0.624505928853755,0,0,0.00790513833992095,0.00790513833992095,0.0158102766798419,0,0,0.0118577075098814,0,0,0.0118577075098814,0.0118577075098814,0.00395256916996047,0,0,0,0,0,0,0,0,0
470,9123,0.00395256916996047,0.00790513833992095,0.110671936758893,0.00395256916996047,0.146245059288538,0.0395256916996047,0.00395256916996047,0,0.0355731225296443,0,0.0158102766798419,0,0.569169960474308,0,0.0118577075098814,0,0.00395256916996047,0.00790513833992095,0.00395256916996047,0,0.0118577075098814,0,0,0.0118577075098814,0.00790513833992095,0.00395256916996047,0,0,0,0,0,0,0,0,0
480,9296,0.0171673819742489,0.0128755364806867,0.107296137339056,0.00858369098712446,0.180257510729614,0.0257510729613734,0.00429184549356223,0.0171673819742489,0.0257510729613734,0,0.0128755364806867,0.00429184549356223,0.446351931330472,0,0.00429184549356223,0.0214592274678112,0.0171673819742489,0.0214592274678112,0,0,0.00429184549356223,0,0,0.0257510729613734,0.0214592274678112,0.00858369098712446,0.0128755364806867,0,0,0,0,0,0,0,0
490,9469,0.0135135135135135,0,0.211711711711712,0,0.243243243243243,0.0495495495495495,0,0,0.0315315315315315,0,0.0135135135135135,0,0.36036036036036,0,0,0.018018018018018,0,0.0315315315315315,0,0,0.009009009009009,0,0,0.0045045045045045,0.009009009009009,0,0.0045045045045045,0,0,0,0,0,0,0,0
500,9642,0.00829875518672199,0.012448132780083,0.178423236514523,0.00829875518672199,0.195020746887967,0.058091286307054,0.012448132780083,0.012448132780083,0.020746887966805,0.00829875518672199,0.037344398340249,0,0.182572614107884,0.024896265560166,0.00829875518672199,0.037344398340249,0.004149377593361,0.033195020746888,0,0,0,0,0,0.053941908713693,0.012448132780083,0,0.012448132780083,0,0,0.074688796680498,0,0.004149377593361,0,0,0
510,9815,0,0.018796992481203,0.0902255639097744,0,0.218045112781955,0.075187969924812,0.0150375939849624,0.018796992481203,0.0413533834586466,0,0.0112781954887218,0,0.240601503759398,0.0150375939849624,0.0075187969924812,0.0526315789473684,0.0150375939849624,0.101503759398496,0,0,0.0037593984962406,0,0,0.0300751879699248,0.0150375939849624,0,0.018796992481203,0.0037593984962406,0,0,0,0.0075187969924812,0,0,0
520,9988,0.00338983050847458,0.0305084745762712,0.111864406779661,0,0.186440677966102,0.0677966101694915,0.0169491525423729,0.00677966101694915,0.0338983050847458,0,0.0101694915254237,0,0.23728813559322,0.0135593220338983,0.0101694915254237,0.0779661016949153,0.00338983050847458,0.105084745762712,0,0,0,0,0.00338983050847458,0.0440677966101695,0.00338983050847458,0,0.0305084745762712,0,0,0,0,0.00338983050847458,0,0,0
530,10161,0,0.0091743119266055,0.18348623853211,0,0.146788990825688,0.0596330275229358,0,0.0091743119266055,0.0275229357798165,0,0.0229357798165138,0,0.293577981651376,0.00458715596330275,0.0091743119266055,0.0596330275229358,0,0.100917431192661,0,0.0137614678899083,0,0,0,0.0091743119266055,0.0229357798165138,0.00458715596330275,0.018348623853211,0,0,0,0,0,0,0.00458715596330275,0
540,NA,0.0150862068965517,0.00646551724137931,0.122844827586207,0.00431034482758621,0.209051724137931,0.0474137931034483,0.0129310344827586,0.0193965517241379,0.0107758620689655,0.0021551724137931,0.0258620689655172,0.00862068965517241,0.286637931034483,0.00431034482758621,0.00862068965517241,0.081896551724138,0.0129310344827586,0.0797413793103448,0,0,0.00431034482758621,0,0.00431034482758621,0,0.0021551724137931,0.00431034482758621,0.0237068965517241,0,0,0,0,0.0021551724137931,0,0,0
550,NA,0.0198019801980198,0.0217821782178218,0.0752475247524752,0.00396039603960396,0.192079207920792,0.0732673267326733,0.0257425742574257,0.0158415841584158,0.0158415841584158,0,0.0198019801980198,0.00198019801980198,0.297029702970297,0.00792079207920792,0.0118811881188119,0.0455445544554455,0.00792079207920792,0.124752475247525,0,0.00594059405940594,0,0,0.00198019801980198,0.00198019801980198,0.0099009900990099,0.00594059405940594,0,0,0,0.00198019801980198,0,0.00594059405940594,0.00198019801980198,0,0.00396039603960396
