"sample.depths","sample.ages","upland.sum","Abies","Acer.undiff.","Betula","Carya","Corylus","Cyperaceae","Fagus","Larix","Ostrya.Carpinus","Pinus.undiff.","Platanus","Quercus","Rumex","Thalictrum","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Juniperus.Thuja","Juglans","Amaranthaceae","Viburnum","Poaceae","Ranunculus","Acer.saccharum","Pinus.strobus","Fraxinus.nigra","Fraxinus.pennsylvanica","Picea.glauca","Arceuthobium","Artemisia","Castanea","Morus","Salix","Vitis","Populus","Alnus.viridis","Rosaceae.undiff.","Filipendula","Saxifraga.oppositifolia","Oxyria.digyna","Myrica","Caryophyllaceae","Galium","Celtis","Brassicaceae","Cornus.racemosa","Picea.mariana","Epilobium","Shepherdia","Ephedra","Nyssa","Saxifraga.undiff.","Dalea","Cornus.canadensis","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Apiaceae","Urtica","Polygonum"
845,1577,1000,0,1,124,15,7,2,92,4,16,132,11,97,9,0,3,203,1,76,14,0,8,0,0,0,2,0,38,110,30,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1708,999,2,2,116,22,36,0,119,2,15,79,10,101,7,0,9,199,2,52,30,0,11,5,0,0,1,4,45,75,42,3,1,0,2,2,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1840,991,2,6,93,25,19,1,136,3,24,85,4,126,4,1,7,212,2,58,13,0,3,5,2,1,1,0,44,73,26,1,4,0,2,0,0,3,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,1972,1002,3,1,127,18,40,4,128,5,23,69,3,86,6,0,7,201,2,65,35,0,18,4,0,0,3,2,48,49,43,6,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,2103,1000,0,0,152,18,17,1,132,4,16,100,3,79,10,0,4,176,2,60,14,0,9,3,1,0,0,1,48,100,32,0,3,3,7,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,2314,992,0,0,136,13,14,1,119,1,27,104,3,74,7,0,9,194,3,70,21,0,17,2,0,1,1,4,40,83,35,6,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,2366,991,1,4,99,6,4,1,131,1,21,107,2,63,6,0,5,292,4,75,8,0,4,3,0,0,1,0,34,77,21,2,3,0,1,0,0,2,0,0,2,0,0,0,5,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0
915,2498,998,3,2,134,14,18,0,131,2,30,92,9,94,9,0,6,172,0,60,12,0,4,3,0,1,1,4,42,101,42,3,3,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,2630,996,1,1,146,20,20,2,58,4,11,185,0,99,5,0,9,192,2,46,14,0,1,3,0,0,0,0,43,96,29,0,1,3,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,2761,632,1,6,64,9,5,1,59,1,10,79,2,42,2,0,7,195,0,31,4,0,8,1,1,0,0,0,14,64,15,4,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,2900,994,1,1,116,5,9,2,108,3,19,118,4,89,13,0,5,249,3,56,13,0,4,3,0,0,1,0,32,105,24,3,3,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,2987,1019,0,0,141,13,10,7,98,3,47,125,3,128,8,0,4,135,0,63,16,0,29,4,1,0,0,0,43,84,44,2,3,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,3016,1053,0,0,146,13,8,6,92,3,82,82,6,137,10,0,9,167,1,60,21,0,19,2,1,0,0,0,51,78,36,5,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,3045,1006,0,0,160,11,24,1,141,4,22,60,8,120,8,0,5,133,3,64,21,0,14,3,1,0,2,1,79,60,48,4,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
957,3074,996,0,0,148,7,5,0,96,1,30,92,3,92,4,0,8,164,2,106,13,0,18,3,0,1,0,0,54,90,46,1,2,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
959,3103,998,0,1,134,6,2,2,153,1,32,117,4,105,9,0,7,121,2,65,13,0,19,1,0,1,1,0,56,91,49,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,3132,1004,0,1,148,13,4,2,138,0,29,116,5,106,8,0,6,131,1,57,6,0,19,1,1,0,0,0,66,89,48,2,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,3161,995,0,0,105,14,7,3,129,2,33,101,3,87,7,0,11,173,1,50,17,0,23,0,0,1,1,2,62,109,44,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,3190,1013,2,6,115,15,17,1,115,3,15,72,8,88,6,0,5,257,2,52,20,0,23,2,0,1,1,1,39,99,29,4,1,0,7,0,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,3220,1003,1,1,103,18,4,2,113,2,31,94,8,138,9,0,6,189,0,55,19,0,20,4,1,0,1,1,46,83,43,2,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,3249,1005,0,1,125,15,8,3,98,1,41,97,10,130,10,0,8,176,4,49,18,0,27,4,0,0,1,0,58,71,39,5,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,3278,1017,2,1,139,15,1,2,88,2,39,87,3,144,15,0,6,173,2,58,29,0,21,1,0,0,1,0,49,72,48,3,2,1,6,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,3307,1039,0,0,189,7,5,6,100,1,48,111,3,114,3,0,6,151,3,69,17,0,15,2,0,1,0,0,46,76,55,1,1,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,3336,1117,0,1,176,9,7,0,116,1,27,111,7,113,5,0,8,201,3,44,11,0,43,3,1,1,1,0,53,109,53,4,1,0,1,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,3365,996,1,3,116,3,7,1,130,2,34,138,2,104,3,0,7,126,2,59,10,0,23,4,1,1,2,0,42,112,42,6,3,0,5,0,0,1,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,3394,1008,2,3,111,9,8,3,81,1,12,173,3,98,10,0,6,175,8,54,14,0,36,1,1,0,1,2,41,89,53,2,3,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,3423,1017,2,4,114,10,1,1,111,1,21,141,11,84,6,0,6,154,2,37,17,0,33,5,1,0,1,3,51,136,55,0,5,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,3452,1001,1,1,128,5,16,0,86,4,23,162,5,96,6,0,11,161,2,42,16,0,23,1,0,0,1,0,41,118,37,3,2,0,1,1,0,2,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
985,3481,1015,2,1,87,16,13,5,81,5,11,147,8,113,6,0,4,151,4,54,12,0,11,3,1,0,0,1,41,203,24,0,4,0,1,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,3510,1127,1,0,139,12,14,1,81,3,24,199,6,133,24,0,10,129,2,60,13,0,38,7,0,0,0,2,49,109,53,6,3,0,1,1,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
989,3539,1038,4,1,110,16,25,10,85,3,15,148,5,101,7,0,11,119,1,33,14,0,49,3,0,0,0,2,50,161,47,0,8,0,2,0,0,1,0,3,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,3568,996,2,1,119,13,28,5,68,1,21,106,2,111,11,0,14,104,1,43,15,0,63,6,1,0,3,0,48,143,54,3,1,0,2,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,3597,1001,2,1,85,15,21,2,77,1,17,154,10,157,2,0,9,137,2,63,16,0,20,7,0,0,1,1,46,90,38,11,7,0,3,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,3627,618,1,5,66,16,5,2,53,0,17,86,2,66,6,0,3,107,0,44,11,0,3,2,0,1,1,0,24,61,25,1,3,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
997,3656,1064,1,3,116,16,12,2,74,1,30,165,9,139,11,0,10,131,1,66,24,0,23,11,0,1,0,6,46,118,35,2,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,3743,1022,1,0,87,11,17,0,93,3,23,167,3,151,6,0,4,129,3,53,22,0,16,9,0,0,2,4,36,118,47,4,3,0,6,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,3772,993,1,3,97,12,3,1,90,2,17,157,5,103,11,0,3,112,0,46,13,0,11,5,0,0,0,4,27,234,21,6,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
1007,3801,994,2,0,86,12,15,1,82,2,20,162,7,127,14,0,7,99,1,54,27,0,15,5,0,0,0,1,44,156,40,3,1,1,1,0,0,1,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,3830,1000,0,1,87,18,19,3,75,2,19,155,8,150,8,0,6,77,3,52,25,0,30,12,0,1,1,3,40,145,43,5,2,0,2,0,0,3,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,3859,1050,0,1,137,19,13,1,62,2,28,143,5,155,22,0,20,107,1,43,31,0,21,7,2,0,2,1,50,120,38,1,4,1,5,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1013,3888,1058,2,1,126,10,30,3,66,8,18,130,12,152,6,0,10,94,0,72,31,0,46,10,0,0,1,7,45,116,38,9,3,1,2,2,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1015,3917,1038,0,2,139,10,18,1,72,2,36,136,2,128,15,0,13,124,5,43,31,0,24,5,0,1,1,1,29,165,19,3,3,0,2,0,0,3,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,3946,1006,0,1,142,12,17,0,97,0,33,134,4,140,11,0,7,89,0,59,32,0,26,7,1,0,1,0,43,89,41,5,2,0,1,2,0,0,0,2,0,0,3,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1019,3975,998,2,0,103,14,36,2,82,2,26,85,6,136,9,0,7,95,5,70,30,0,47,5,0,0,0,1,36,160,22,0,1,0,2,0,0,3,0,4,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,4005,1026,3,2,99,5,36,2,74,4,24,132,6,155,10,0,12,87,3,74,29,0,46,9,0,0,2,3,37,113,41,7,2,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1023,4034,997,0,2,98,10,19,4,85,0,30,128,5,118,3,1,10,140,1,58,21,0,31,8,2,0,2,1,48,113,48,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1025,4063,572,0,7,62,12,1,2,46,2,25,116,0,56,2,0,3,112,1,17,3,0,1,0,0,1,2,0,17,65,8,3,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,4092,1003,1,0,97,13,10,3,78,0,26,195,2,104,10,0,12,108,2,50,18,0,50,7,0,0,1,1,36,113,51,4,0,1,4,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,4121,1007,0,3,129,14,14,1,82,1,20,115,4,151,10,0,11,87,4,56,11,0,25,7,1,0,0,0,46,160,38,1,3,0,5,1,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1031,4150,1022,0,2,100,9,20,4,90,2,28,103,7,111,18,0,5,106,4,59,25,0,30,2,0,0,3,3,40,203,35,4,2,1,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,4179,994,0,0,123,15,32,5,81,1,20,100,5,201,4,0,7,63,3,51,35,0,42,0,0,0,0,3,47,96,47,1,0,1,3,0,0,0,0,1,0,0,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,4208,1031,2,1,105,11,8,1,74,0,33,119,3,158,24,1,6,100,1,81,32,0,29,5,0,0,0,0,54,143,28,2,2,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,4237,987,0,1,107,11,17,2,77,2,21,106,7,179,7,0,7,69,4,54,32,0,33,4,1,0,1,1,44,149,39,2,1,0,4,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,4266,1159,1,1,163,12,11,2,93,2,29,121,8,174,16,1,14,103,4,82,27,0,37,5,0,0,2,5,59,132,38,2,4,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1041,4295,999,2,1,128,11,9,3,87,1,22,109,8,150,11,0,13,105,6,75,24,0,29,7,0,0,0,2,45,100,39,2,0,0,2,0,0,1,0,2,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,4324,996,1,1,117,13,19,0,93,2,21,115,4,158,11,0,9,80,3,73,26,0,42,6,0,0,1,5,44,102,37,3,3,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,4353,997,2,5,139,12,8,0,78,1,35,145,6,166,5,0,11,90,4,66,24,0,9,3,0,0,1,3,37,104,19,5,2,0,7,0,0,2,0,0,1,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1047,4382,1002,0,2,134,8,19,2,87,3,19,65,1,168,8,0,13,85,4,73,64,0,45,4,1,0,3,3,62,66,46,2,3,1,1,0,0,1,0,2,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1049,4412,1048,0,1,113,5,20,8,83,2,22,79,3,173,11,0,10,91,3,72,69,0,47,13,1,0,0,0,61,93,44,5,2,1,4,0,0,4,0,3,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,4441,993,0,1,113,7,23,0,85,0,19,72,8,169,12,0,7,120,3,69,41,0,38,7,0,0,1,1,46,103,32,5,2,0,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,4470,1009,1,0,108,6,14,3,79,3,19,97,2,131,14,0,9,134,2,73,20,0,63,4,1,0,3,4,37,138,24,3,5,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,4499,1104,3,4,163,16,11,1,79,4,34,137,2,152,17,0,19,118,2,71,25,0,41,6,0,2,0,0,43,84,37,7,6,0,6,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0
1057,4528,1005,0,3,112,4,19,0,102,3,21,92,3,137,12,0,11,106,2,63,18,0,41,8,2,1,3,3,32,168,24,1,3,0,4,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,4557,1016,1,1,121,7,24,6,105,0,10,102,7,151,6,0,17,94,2,83,19,0,38,11,1,0,0,0,46,107,42,2,1,0,3,0,0,1,0,2,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1061,4591,896,2,0,106,19,20,0,85,0,9,120,5,136,16,1,7,70,2,62,20,0,20,7,1,0,0,1,34,114,32,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,4632,1017,1,0,104,17,25,3,76,0,17,165,4,129,18,0,7,95,4,70,17,0,24,5,2,1,0,5,49,124,38,6,1,1,1,0,0,1,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,4672,993,5,7,97,16,8,2,102,2,27,144,6,160,9,0,10,96,2,58,18,0,6,11,0,3,1,0,68,91,29,2,2,0,5,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,4712,1006,0,0,111,10,26,1,96,0,21,122,12,147,9,0,13,81,3,76,38,0,34,10,1,0,0,6,53,89,34,3,3,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,4752,1007,1,1,101,6,31,2,80,1,18,140,9,144,10,0,15,91,4,86,17,0,32,8,1,2,1,6,48,87,39,7,8,0,0,0,0,2,0,2,0,1,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1071,4792,995,0,2,121,10,14,3,88,0,21,142,6,144,14,2,10,55,6,79,32,0,22,5,0,0,2,3,59,72,36,6,18,5,0,3,0,7,0,0,0,0,1,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,4832,1005,2,0,135,15,9,0,114,0,23,165,5,142,11,0,7,47,0,98,9,0,32,9,0,0,0,7,65,45,50,2,0,1,2,0,0,2,0,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,4872,991,2,7,149,10,9,0,109,3,40,161,11,123,8,0,9,82,3,78,13,0,14,14,0,1,1,1,41,58,28,1,2,0,2,1,0,2,0,0,2,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,4912,1008,0,2,158,11,17,0,85,2,27,180,2,125,9,0,12,90,4,103,16,0,6,7,0,0,1,0,49,62,30,2,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,4952,1007,1,2,163,11,37,0,91,0,38,152,13,113,10,0,17,73,1,86,11,0,21,7,0,0,0,1,48,50,51,3,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,4992,1045,1,3,169,12,28,0,72,0,29,158,8,114,13,0,18,107,1,107,12,0,26,4,0,0,1,3,48,74,23,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,5012,1061,0,1,132,11,14,0,122,2,23,146,2,128,15,0,12,100,3,110,14,0,37,8,1,0,1,1,62,68,35,3,1,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,5032,1000,0,0,117,11,17,1,105,1,28,144,9,108,9,0,11,118,1,110,15,0,36,10,1,0,0,1,41,57,42,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,5052,1022,0,0,118,9,6,0,95,1,24,173,3,114,15,0,8,136,1,102,10,0,8,10,0,0,1,1,57,82,37,1,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1085,5072,998,4,11,121,10,14,1,82,0,29,173,4,120,9,0,14,125,1,71,11,0,15,4,1,0,3,1,34,83,26,6,10,1,9,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1086,5092,1066,0,0,151,8,15,4,90,0,28,129,10,104,7,1,10,122,3,112,15,0,40,3,0,0,0,4,64,76,54,4,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1087,5112,1010,0,0,119,5,24,1,96,3,33,140,8,87,9,0,16,145,0,96,10,1,21,7,0,0,1,2,40,87,39,4,0,0,2,2,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1088,5132,1049,0,0,113,7,9,0,102,4,21,149,11,100,10,0,15,174,2,106,14,0,10,10,1,0,1,0,43,93,44,3,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,5152,995,0,0,84,12,4,1,93,0,12,121,8,97,7,4,7,209,3,88,15,0,16,7,2,0,1,1,47,108,28,5,5,0,3,0,0,2,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,5172,1053,0,0,112,7,17,2,103,3,14,163,13,103,11,0,14,175,2,87,16,0,22,5,1,0,2,1,58,56,42,11,2,0,3,0,0,4,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,5192,995,1,2,112,14,3,0,102,1,22,112,5,76,9,0,9,262,1,75,18,0,9,5,0,0,0,2,40,90,14,6,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
