"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Carya","Castanea","Corylus","Cyperaceae","Fagopyrum","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Galium","Poaceae.undiff.","Juglans.cinerea","Larix","Ledum.Chamaedaphne.calyculata","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Rumex","Salix","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vaccinium","Vitis","Rosaceae.undiff.","Amaranthaceae","Viburnum","Avena.Triticum","Stachys.type","Cupressaceae.undiff.","Solanaceae","Ilex.Nemopanthus","Achillea.type","Apiaceae.undiff.","Acer.spicatum","Artemisia","Juglans.nigra","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Platanus","Tilia","Zea.mays","Brassicaceae","Secale.type","Ranunculus","Ericaceae.undiff.","Epilobium","Potentilla.type","Sambucus","Rhamnus.cathartica","Boraginaceae","Amorpha","Cornus.sericea.type","Hypericum","Valeriana","Plantago.lanceolata.type","Acer.undiff.","Plantago.major","Arceuthobium","Rhododendron","Nyssa","Liliaceae","Populus.undiff.","Rubus","Liquidambar","Myrica","Rhus.typhina.type","Ranunculaceae.undiff.","Celtis","Taxodium","Iva","Cephalanthus","Toxicodendron.radicans","Alnus.undiff.","Saxifraga","Cannabaceae","Empetrum","Caryophyllaceae","Shepherdia.canadensis","Acer.negundo","Scrophulariaceae","Campanulaceae","Primulaceae","Plantago.undiff.","Linnaea.borealis"
782,827,0.007627765064836,0.0167810831426392,0.0045766590389016,0.0106788710907704,0.0015255530129672,0,0.310450038138825,0.0007627765064836,0,0.0022883295194508,0.0007627765064836,0,0.154080854309687,0.0022883295194508,0.0144927536231884,0,0,0,0.0045766590389016,0.0022883295194508,0.0030511060259344,0.0766590389016018,0.003813882532418,0.0774218154080854,0.0511060259344012,0,0.0068649885583524,0.0274599542334096,0,0,0,0.196796338672769,0.0007627765064836,0.007627765064836,0,0,0.0015255530129672,0,0,0,0,0.0045766590389016,0,0.0053394355453852,0,0,0,0,0,0,0,0.0015255530129672,0,0,0,0,0,0.0015255530129672,0,0,0,0,0,0,0,0,0,0,0,0,0.0007627765064836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,928,0.00389105058365759,0.014591439688716,0.0107003891050584,0.0107003891050584,0.000972762645914397,0,0.306420233463035,0.000972762645914397,0,0.000972762645914397,0.000972762645914397,0,0.13715953307393,0.00389105058365759,0.00972762645914397,0,0,0.000972762645914397,0.00291828793774319,0.00389105058365759,0.00194552529182879,0.0870622568093385,0.00194552529182879,0.0744163424124514,0.0476653696498054,0,0.00291828793774319,0.0321011673151751,0,0,0,0.220817120622568,0.000972762645914397,0.00291828793774319,0,0,0,0.000972762645914397,0,0,0,0.00778210116731518,0,0.00291828793774319,0,0,0,0,0,0,0,0,0.00194552529182879,0,0.000972762645914397,0,0.000972762645914397,0,0,0,0,0,0,0,0,0,0,0,0.00194552529182879,0,0,0.000972762645914397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,1033,0.00888888888888889,0.00977777777777778,0.00444444444444444,0.0106666666666667,0.00266666666666667,0,0.340444444444444,0,0,0,0,0,0.141333333333333,0.00355555555555556,0.0106666666666667,0,0,0,0.00888888888888889,0.00266666666666667,0.00533333333333333,0.0644444444444444,0.000888888888888889,0.0684444444444444,0.0537777777777778,0,0.00266666666666667,0.0213333333333333,0,0.000888888888888889,0,0.203555555555556,0,0.00977777777777778,0.000888888888888889,0,0,0,0,0,0,0.0124444444444444,0,0.00533333333333333,0,0,0,0.000888888888888889,0,0,0,0.000888888888888889,0,0,0,0,0,0.00177777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000888888888888889,0,0,0.000888888888888889,0,0.000888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,1142,0.00182481751824818,0.0136861313868613,0.00547445255474453,0.00912408759124088,0.00364963503649635,0,0.278284671532847,0,0,0.00182481751824818,0.00182481751824818,0,0.135948905109489,0.00273722627737226,0.0136861313868613,0,0,0,0.00638686131386861,0.00273722627737226,0.00182481751824818,0.0168795620437956,0.00136861313868613,0.0761861313868613,0.0570255474452555,0,0,0.0337591240875912,0,0,0,0.322080291970803,0,0.00273722627737226,0,0,0.00182481751824818,0,0,0,0,0.000912408759124088,0,0.00273722627737226,0,0,0,0.00182481751824818,0,0,0,0.000912408759124088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182481751824818,0.000912408759124088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,1254,0.00447518307567128,0.0195280716029292,0.0048820179007323,0.0048820179007323,0.0032546786004882,0.00081366965012205,0.281529698942229,0,0,0,0.00081366965012205,0,0.165174938974776,0.0065093572009764,0.0130187144019528,0,0.00244100895036615,0.00081366965012205,0.00406834825061025,0.0016273393002441,0.0048820179007323,0.0207485760781123,0.0016273393002441,0.0675345809601302,0.0789259560618389,0,0,0.0260374288039056,0,0,0,0.272579332790887,0,0.0048820179007323,0,0,0,0,0,0,0,0.00244100895036615,0,0.00244100895036615,0,0,0,0.00081366965012205,0,0,0,0.00081366965012205,0.00081366965012205,0,0,0,0,0.00081366965012205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081366965012205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,1368,0.0041422160856058,0.0138073869520193,0.0110459095616155,0.0131170176044184,0.00276147739040387,0.0020711080428029,0.331377286848464,0.00138073869520193,0,0,0.00138073869520193,0,0.1429064549534,0.00690369347600967,0.0144977562996203,0,0.00138073869520193,0,0.0041422160856058,0.000690369347600966,0.0062133241284087,0.0127718329306179,0,0.020711080428029,0.160856057991025,0,0.00276147739040387,0.0303762512944425,0,0,0,0.196064894718674,0,0.0103555402140145,0,0,0,0,0,0,0,0.00483258543320677,0,0.000690369347600966,0,0,0.000690369347600966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138073869520193,0,0.000690369347600966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,1481,0.00290838584585555,0.00678623364032962,0.00969461948618517,0.0106640814348037,0.000969461948618517,0.000969461948618517,0.360639844886088,0.000969461948618517,0,0,0,0,0.138633058652448,0.00484730974309258,0.00969461948618517,0,0,0,0.00678623364032962,0.000969461948618517,0.00775569558894813,0.016965584100824,0.0058167716917111,0.0872515753756665,0.0775569558894813,0,0.000969461948618517,0.030053320407174,0,0,0,0.205525933107126,0.000969461948618517,0.00775569558894813,0,0,0,0,0,0,0,0.000969461948618517,0,0.000969461948618517,0,0,0,0.000969461948618517,0,0,0,0.000969461948618517,0,0,0,0,0,0,0,0,0,0,0.000969461948618517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,1593,0.00274223034734918,0.0237659963436929,0.00731261425959781,0.0137111517367459,0.00274223034734918,0,0.33363802559415,0,0,0.00182815356489945,0,0,0.147166361974406,0.00274223034734918,0.0127970749542962,0,0,0.000914076782449726,0.00457038391224863,0,0.0036563071297989,0.0182815356489945,0.0036563071297989,0.0580438756855576,0.108318098720293,0,0.000914076782449726,0.0356489945155393,0,0,0,0.203839122486289,0,0.00731261425959781,0,0,0,0,0,0,0,0.000914076782449726,0,0.00182815356489945,0,0,0,0,0,0,0,0,0.000914076782449726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274223034734918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,1702,0.00343511450381679,0.0114503816793893,0.00152671755725191,0.0114503816793893,0.00458015267175573,0,0.333587786259542,0,0,0.00152671755725191,0,0,0.169465648854962,0.00458015267175573,0.0129770992366412,0,0,0,0.00458015267175573,0.000763358778625954,0.00534351145038168,0.00610687022900763,0.00152671755725191,0.0801526717557252,0.150763358778626,0,0,0.0259541984732824,0,0,0.000763358778625954,0.158015267175573,0,0.00687022900763359,0,0,0,0.000763358778625954,0,0,0,0,0,0.000763358778625954,0,0,0,0,0,0,0,0.00229007633587786,0.000763358778625954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,1808,0.00417633410672854,0.0111368909512761,0.00556844547563805,0.0111368909512761,0.00278422273781903,0,0.335962877030162,0,0,0,0.000928074245939675,0,0.153132250580046,0.0074245939675174,0.0111368909512761,0,0.000928074245939675,0,0.00185614849187935,0.00185614849187935,0.00278422273781903,0.00881670533642691,0.0037122969837587,0.111832946635731,0.139211136890951,0.000928074245939675,0.000928074245939675,0.0324825986078886,0,0,0.00185614849187935,0.135498839907193,0.000928074245939675,0.0074245939675174,0,0,0,0,0,0,0,0.000928074245939675,0,0.00185614849187935,0,0,0,0.000928074245939675,0,0,0,0.000928074245939675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000928074245939675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,1910,0.00433651344319167,0.00780572419774501,0.00693842150910668,0.01561144839549,0.00173460537727667,0.000867302688638335,0.350390286209887,0.00173460537727667,0,0.000867302688638335,0.000867302688638335,0,0.138768430182134,0.000867302688638335,0.0121422376409367,0,0,0,0.00173460537727667,0.00346921075455334,0.00173460537727667,0.01040763226366,0.00173460537727667,0.0919340849956635,0.162185602775369,0,0,0.0416305290546401,0,0,0,0.123156981786644,0,0.00954032957502168,0,0,0.000867302688638335,0,0,0,0,0.000867302688638335,0,0.000867302688638335,0,0,0.000867302688638335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607111882046834,0,0,0,0,0,0,0,0,0,0,0,0,0
826,2008,0.00183402109124255,0.0119211370930766,0.00458505272810637,0.0137551581843191,0.000917010545621275,0,0.407152682255846,0.000917010545621275,0,0.00275103163686382,0,0,0.141219624025676,0.0036680421824851,0.0155891792755617,0,0,0,0.00183402109124255,0.00183402109124255,0.0073360843649702,0.00458505272810637,0,0.0302613480055021,0.181109582760202,0,0,0.0495185694635488,0,0,0.000917010545621275,0.10087116001834,0.000917010545621275,0.00917010545621275,0.000917010545621275,0,0,0,0,0,0,0.000917010545621275,0,0.00275103163686382,0,0,0,0.000917010545621275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183402109124255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,2104,0.00304568527918782,0.01082910321489,0.00609137055837563,0.01082910321489,0.000676818950930626,0,0.355329949238579,0.00203045685279188,0,0,0,0,0.158375634517766,0.00203045685279188,0.0155668358714044,0,0,0.000676818950930626,0.00135363790186125,0.00338409475465313,0.00338409475465313,0.0131979695431472,0,0.096108291032149,0.166835871404399,0,0,0.0324873096446701,0,0,0,0.10761421319797,0.000676818950930626,0.00473773265651438,0.000676818950930626,0,0,0,0.000676818950930626,0,0,0,0,0,0,0,0,0,0,0,0,0.000676818950930626,0.000676818950930626,0,0,0,0,0,0,0,0,0,0.00135363790186125,0,0,0,0,0,0.000676818950930626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,2197,0.00540297163439892,0.0090049527239982,0.00630346690679874,0.00810445745159838,0.00180099054479964,0.00180099054479964,0.361098604232328,0,0,0.00360198108959928,0,0,0.136875281404773,0.00270148581719946,0.00630346690679874,0,0,0,0.00540297163439892,0.00090049527239982,0.00630346690679874,0.0355695632597929,0.00180099054479964,0.0805943268797839,0.117514633048176,0,0.00630346690679874,0.0414227825303917,0,0,0,0.144079243583971,0,0.00990544799639802,0,0,0.00090049527239982,0,0,0,0,0.00090049527239982,0,0.00360198108959928,0,0,0,0,0,0,0,0,0,0,0.00090049527239982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00090049527239982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,2288,0.00319148936170213,0.0113475177304965,0.0049645390070922,0.0106382978723404,0.00212765957446809,0.000709219858156028,0.334751773049645,0.00283687943262411,0,0.000709219858156028,0.000709219858156028,0,0.134751773049645,0.00567375886524823,0.0106382978723404,0,0,0.000709219858156028,0.00212765957446809,0.000709219858156028,0.00638297872340425,0.0468085106382979,0.00354609929078014,0.0712765957446809,0.0716312056737589,0,0.00141843971631206,0.0276595744680851,0,0.000709219858156028,0,0.214893617021277,0,0.00638297872340425,0,0,0.00354609929078014,0.000709219858156028,0,0,0,0.00851063829787234,0,0.00141843971631206,0,0,0,0,0,0,0,0.00141843971631206,0,0,0,0,0,0.00283687943262411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425531914893617,0,0,0,0,0,0,0,0,0,0,0,0
842,2375,0.00295420974889217,0.00886262924667651,0.00787789266371246,0.0118168389955687,0.000984736582964057,0.000984736582964057,0.358444116198917,0,0,0,0,0,0.125061546036435,0.00590841949778434,0.0108321024126046,0,0.000984736582964057,0,0.000984736582964057,0.00295420974889217,0.00196947316592811,0.0270802560315116,0.00196947316592811,0.0531757754800591,0.0748399803052683,0,0.000984736582964057,0.0423436730674545,0,0.000984736582964057,0,0.244214672575086,0.000984736582964057,0.00590841949778434,0.000984736582964057,0,0,0.000984736582964057,0,0,0,0.00196947316592811,0,0.000984736582964057,0,0.000984736582964057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000984736582964057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,2461,0.00251572327044025,0.010062893081761,0.010062893081761,0.0109014675052411,0.000838574423480084,0.000838574423480084,0.291823899371069,0,0,0.000838574423480084,0.000838574423480084,0,0.143396226415094,0.000838574423480084,0.020125786163522,0,0,0.000838574423480084,0.00335429769392034,0.00251572327044025,0.00251572327044025,0.00712788259958071,0.000838574423480084,0.0754716981132075,0.225576519916143,0,0.000838574423480084,0.0587002096436059,0,0,0,0.115723270440252,0,0.0109014675052411,0,0,0,0,0,0,0,0.000838574423480084,0,0,0,0,0,0,0,0,0,0.000838574423480084,0,0,0,0,0,0,0,0,0,0,0.000838574423480084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,2545,0,0.0097560975609756,0.00443458980044346,0.00620842572062084,0,0,0.337028824833703,0,0,0.00177383592017738,0.000886917960088692,0,0.109090909090909,0,0.0186252771618625,0,0.00177383592017738,0.000886917960088692,0,0.00266075388026608,0.00354767184035477,0.0150776053215078,0.000886917960088692,0.0257206208425721,0.252328159645233,0,0.00266075388026608,0.046119733924612,0,0,0,0.147228381374723,0,0.00620842572062084,0,0,0,0,0,0,0,0.00354767184035477,0,0.000886917960088692,0,0,0,0,0,0,0,0,0.00177383592017738,0,0,0,0,0,0,0.000886917960088692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,2707,0.00370828182941904,0.00659250103007829,0.00247218788627936,0.0156571899464359,0.00164812525751957,0,0.351050679851669,0,0,0,0,0,0.138442521631644,0.00247218788627936,0.011536876802637,0,0,0,0,0.00164812525751957,0.00247218788627936,0.0119489081170169,0.00164812525751957,0.0906468891635764,0.183353934899052,0,0,0.0444993819530284,0,0,0,0.124433456942728,0,0.00494437577255871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000824062628759786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,2785,0.00254777070063694,0.00509554140127389,0.0059447983014862,0.0110403397027601,0,0,0.350743099787686,0.000849256900212314,0,0.000849256900212314,0,0,0.14692144373673,0.00339702760084926,0.0118895966029724,0,0,0,0.00254777070063694,0.00254777070063694,0.00509554140127389,0.00552016985138004,0.00169851380042463,0.09171974522293,0.18343949044586,0,0,0.0492569002123142,0,0,0,0.107006369426752,0,0.00764331210191083,0,0.000849256900212314,0,0,0,0,0,0.00169851380042463,0,0,0,0,0,0.000849256900212314,0,0,0,0.000849256900212314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,2863,0.00241080038572806,0.0135004821600771,0.0038572806171649,0.00964320154291225,0.00192864030858245,0,0.344262295081967,0,0,0,0,0,0.156219864995178,0.0077145612343298,0.0163934426229508,0,0.000964320154291225,0.000964320154291225,0.000964320154291225,0.000964320154291225,0.0077145612343298,0.00337512054001929,0.0038572806171649,0.0848601735776278,0.195756991321119,0,0.000964320154291225,0.059787849566056,0,0,0,0.0732883317261331,0,0.0077145612343298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000964320154291225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000964320154291225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000964320154291225,0,0,0,0,0,0,0,0,0,0,0
870,2939,0.00395256916996047,0.00988142292490119,0.00988142292490119,0.0138339920948617,0.00494071146245059,0,0.369565217391304,0.00197628458498024,0,0.00197628458498024,0.00197628458498024,0,0.135375494071146,0.00395256916996047,0.0108695652173913,0,0,0,0.00296442687747036,0.00296442687747036,0.00889328063241107,0.00889328063241107,0.000988142292490119,0.0741106719367589,0.16897233201581,0,0,0.075098814229249,0,0.00197628458498024,0,0.0681818181818182,0,0.0108695652173913,0,0,0,0.000988142292490119,0,0,0,0,0,0.000988142292490119,0,0,0,0.000988142292490119,0,0,0,0,0.000988142292490119,0,0,0,0,0,0,0,0,0,0.00197628458498024,0,0,0,0,0,0.000988142292490119,0,0,0,0,0,0,0,0.000988142292490119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,3015,0.00288600288600289,0.0115440115440115,0.00577200577200577,0.0105820105820106,0.000962000962000962,0.000962000962000962,0.341510341510341,0.000962000962000962,0,0,0.000962000962000962,0,0.15007215007215,0.00288600288600289,0.0192400192400192,0,0,0.000962000962000962,0,0.00288600288600289,0.000962000962000962,0.0163540163540164,0,0.125060125060125,0.152477152477152,0,0,0.0404040404040404,0,0,0,0.106782106782107,0,0.00577200577200577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,3090,0.00214500214500214,0.0111540111540112,0.00429000429000429,0.0128700128700129,0.00171600171600172,0.000858000858000858,0.355212355212355,0.000858000858000858,0,0,0,0,0.122694122694123,0.000858000858000858,0.0171600171600172,0,0,0,0.00171600171600172,0.000858000858000858,0.00429000429000429,0.0111540111540112,0,0.0943800943800944,0.197340197340197,0,0,0.0471900471900472,0,0,0,0.0995280995280995,0,0.006006006006006,0,0,0.000858000858000858,0,0,0,0,0,0,0.00171600171600172,0,0,0,0.00171600171600172,0.000858000858000858,0,0,0.000858000858000858,0,0,0,0,0,0.000858000858000858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000858000858000858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,3164,0.00391644908616188,0.010443864229765,0.00435161009573542,0.0121845082680592,0.000870322019147084,0,0.400348128807659,0,0,0,0,0,0.134899912967798,0.00435161009573542,0.00522193211488251,0,0,0.000870322019147084,0.00261096605744125,0.000870322019147084,0.0113141862489121,0.00870322019147084,0.00348128807658834,0.0600522193211488,0.13881636205396,0,0,0.0704960835509138,0,0,0.000870322019147084,0.103568320278503,0,0.00957354221061793,0,0,0,0,0,0,0,0.00348128807658834,0,0.00348128807658834,0,0,0,0.00261096605744125,0,0,0,0.000870322019147084,0.000870322019147084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,3239,0.00276352151598895,0.0126332412159495,0.00631662060797473,0.00631662060797473,0.000789577575996842,0,0.426371891038295,0,0,0.00157915515199368,0,0,0.142913541255428,0.00394788787998421,0.0118436636399526,0,0.000789577575996842,0.000789577575996842,0.000789577575996842,0.00157915515199368,0.00552704303197789,0.00236873272799053,0,0.0552704303197789,0.170548756415318,0,0,0.049743387287801,0.00157915515199368,0.000789577575996842,0,0.0852743782076589,0,0.00552704303197789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000789577575996842,0,0,0,0.000789577575996842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157915515199368,0,0,0,0,0,0,0,0,0.000789577575996842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,3314,0.00302768166089965,0.0121107266435986,0.00173010380622837,0.00865051903114187,0.00346020761245675,0,0.414359861591696,0.000865051903114187,0,0.00519031141868512,0.000865051903114187,0,0.150519031141869,0.00346020761245675,0.0173010380622837,0,0.000865051903114187,0.000865051903114187,0.00173010380622837,0.000865051903114187,0.00346020761245675,0.0103806228373702,0.00173010380622837,0.064878892733564,0.154411764705882,0,0,0.0458477508650519,0,0,0,0.0847750865051903,0,0.00519031141868512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000865051903114187,0,0,0,0,0.000865051903114187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000865051903114187,0,0,0,0.000865051903114187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,3389,0.00654164849542085,0.00610553859572612,0.00610553859572612,0.0139555167902311,0.00261665939816834,0.000872219799389446,0.426515481901439,0,0,0,0,0,0.115133013519407,0.00261665939816834,0.0148277365896206,0,0.000872219799389446,0.000872219799389446,0.00174443959877889,0,0.00697775839511557,0.0074138682948103,0.000872219799389446,0.0763192324465765,0.176188399476668,0.000872219799389446,0,0.0532054077627562,0,0,0,0.0671609245529873,0,0.00610553859572612,0,0,0,0,0,0,0,0,0,0.000872219799389446,0,0,0,0,0,0,0,0,0.00261665939816834,0,0,0,0,0,0,0,0,0,0.000872219799389446,0,0,0,0,0,0.000872219799389446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000872219799389446,0,0,0,0,0,0,0,0,0,0
898,3465,0.00400890868596882,0.0151447661469933,0.00356347438752784,0.00979955456570156,0.00712694877505568,0,0.356347438752784,0,0,0,0.00178173719376392,0,0.119376391982183,0.00178173719376392,0.0204899777282851,0,0,0,0.00089086859688196,0.0044543429844098,0.00623608017817372,0.0111358574610245,0.00089086859688196,0.0267260579064588,0.257906458797327,0.00089086859688196,0.00178173719376392,0.065924276169265,0.00178173719376392,0,0,0.0632516703786192,0.00089086859688196,0.0089086859688196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267260579064588,0,0,0,0,0.00089086859688196,0,0,0,0,0,0,0,0,0,0,0.00356347438752784,0,0.00089086859688196,0.00089086859688196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,3542,0.00835266821345708,0.0111368909512761,0.0102088167053364,0.0129930394431555,0.00278422273781903,0,0.377726218097448,0.000928074245939675,0,0.00185614849187935,0,0,0.144779582366589,0.0037122969837587,0.0148491879350348,0,0,0,0.00278422273781903,0.00185614849187935,0.0074245939675174,0.00696055684454756,0.000928074245939675,0.0621809744779582,0.196751740139211,0,0,0.0519721577726218,0,0,0,0.068677494199536,0,0.0074245939675174,0,0,0.000928074245939675,0,0,0,0,0,0,0,0,0,0.000928074245939675,0.000928074245939675,0,0,0,0.000928074245939675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,3621,0.00584225900681597,0.00876338851022395,0.0068159688412853,0.0155793573515093,0,0,0.39143135345667,0,0,0.00292112950340798,0,0,0.137293086660175,0.000973709834469328,0.0175267770204479,0,0,0.000973709834469328,0,0.000973709834469328,0.00486854917234664,0.00827653359298929,0,0.117332035053554,0.136319376825706,0,0,0.0603700097370983,0,0.000973709834469328,0,0.068159688412853,0,0.00973709834469328,0.000973709834469328,0,0,0.000973709834469328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194741966893866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973709834469328,0,0,0,0,0,0,0,0,0
910,3700,0.00550964187327824,0.014692378328742,0.00734618916437098,0.0101010101010101,0.00275482093663912,0.000918273645546373,0.389348025711662,0.000918273645546373,0,0,0,0,0.116620752984389,0.00642791551882461,0.0183654729109275,0,0,0.00183654729109275,0.00183654729109275,0.000918273645546373,0.00826446280991736,0.012396694214876,0.00275482093663912,0.0670339761248852,0.19880624426079,0,0.000918273645546373,0.0523415977961433,0,0,0,0.0679522497704316,0,0.00734618916437098,0,0,0,0,0,0,0,0,0,0.00183654729109275,0,0,0,0,0,0,0,0.000918273645546373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000918273645546373,0,0,0,0,0,0,0,0.000918273645546373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,3782,0.00305944055944056,0.00874125874125874,0.00874125874125874,0.0122377622377622,0.000874125874125874,0,0.418706293706294,0.000874125874125874,0,0.00174825174825175,0,0,0.122377622377622,0.00524475524475524,0.0192307692307692,0,0,0,0,0.000874125874125874,0.00611888111888112,0.0104895104895105,0.006993006993007,0.0939685314685315,0.15034965034965,0,0.00262237762237762,0.0445804195804196,0,0,0,0.0646853146853147,0.000874125874125874,0.013986013986014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000874125874125874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174825174825175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,3865,0.0043917435221783,0.0122968818620993,0.00878348704435661,0.0131752305665349,0,0.00175669740887132,0.367149758454106,0.000878348704435661,0,0,0,0,0.101010101010101,0.00351339481774264,0.0219587176108915,0,0,0.000878348704435661,0.00263504611330698,0,0.0043917435221783,0.0043917435221783,0,0.0979358805445762,0.194115063680281,0,0.00175669740887132,0.057092665788318,0,0,0,0.0851998243302591,0,0.0114185331576636,0,0,0,0,0,0,0,0.000878348704435661,0,0,0,0,0,0,0,0,0,0.00175669740887132,0.000878348704435661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878348704435661,0,0,0.000878348704435661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
