"sample.depths","sample.ages","Abies","Artemisia","Betula","Corylus","Cupressaceae","Cyperaceae","Picea","Quercus","Salix","Saxifragaceae","Shepherdia.canadensis","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus","Ambrosia","Rosaceae.undiff.","Juglans","Myrica","Pinus","Amaranthaceae","Poaceae","Carpinus","Fraxinus","Plantago","Caryophyllaceae","Acer","Fabaceae","Ericaceae","Asteraceae.subf..Cichorioideae","Ranunculaceae.undiff.","Rumex","Fagus","Carya","Larix","Potentilla","Rhus","Urticaceae","Pterocarya","Celtis","Lamiaceae","Cornus","Elaeagnus","Tsuga","Populus","Symphoricarpos"
155,1540,0.00231481481481481,0.0949074074074074,0.381944444444444,0.0162037037037037,0,0.0185185185185185,0.185185185185185,0.00231481481481481,0.0185185185185185,0,0,0.00462962962962963,0.00694444444444444,0,0,0.101851851851852,0.0162037037037037,0.00231481481481481,0,0,0.0462962962962963,0.0162037037037037,0.0787037037037037,0,0.00231481481481481,0,0,0,0,0,0,0,0,0.00231481481481481,0,0,0,0.00231481481481481,0,0,0,0,0,0,0,0,0
165,1640,0.00641025641025641,0.092948717948718,0.325320512820513,0.0192307692307692,0,0.0352564102564103,0.131410256410256,0.00961538461538462,0.0400641025641026,0,0,0,0.0112179487179487,0.0016025641025641,0.00320512820512821,0.136217948717949,0.00801282051282051,0.0112179487179487,0,0.00641025641025641,0.0641025641025641,0.00480769230769231,0.0833333333333333,0,0.0016025641025641,0,0,0.00320512820512821,0,0,0,0,0.0016025641025641,0,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0
175,1741,0.00591715976331361,0.0532544378698225,0.45956607495069,0.0138067061143984,0,0.019723865877712,0.203155818540434,0.00394477317554241,0.0216962524654832,0.0019723865877712,0,0,0.0118343195266272,0,0,0.0848126232741617,0.0019723865877712,0.00591715976331361,0,0.00788954635108481,0.0414201183431953,0.0138067061143984,0.0355029585798817,0.0019723865877712,0,0,0.0019723865877712,0.0019723865877712,0.0019723865877712,0.0019723865877712,0,0.0019723865877712,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1841,0.0116731517509728,0.0544747081712062,0.420233463035019,0.0136186770428016,0,0.0272373540856031,0.136186770428016,0.00389105058365759,0.0350194552529183,0,0,0,0.0136186770428016,0.00194552529182879,0,0.122568093385214,0.00194552529182879,0.0155642023346304,0,0.00194552529182879,0.0544747081712062,0.0175097276264591,0.0642023346303502,0.00389105058365759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1956,0.00350877192982456,0.0578947368421053,0.510526315789474,0.0087719298245614,0,0.0140350877192982,0.135087719298246,0.0105263157894737,0.012280701754386,0,0,0.00350877192982456,0.0105263157894737,0.00350877192982456,0,0.103508771929825,0.00526315789473684,0.00175438596491228,0,0.00175438596491228,0.0666666666666667,0.0140350877192982,0.0315789473684211,0.00175438596491228,0,0,0,0.00175438596491228,0,0,0,0,0,0,0,0,0,0,0.00175438596491228,0,0,0,0,0,0,0,0
205,2156,0.00842696629213483,0.0674157303370786,0.404494382022472,0.0140449438202247,0,0.0252808988764045,0.117977528089888,0.00280898876404494,0.0337078651685393,0,0.00280898876404494,0,0.0224719101123595,0.0140449438202247,0,0.098314606741573,0.00842696629213483,0.00561797752808989,0,0.00280898876404494,0.0758426966292135,0.0112359550561798,0.0617977528089888,0,0.00280898876404494,0,0,0.00280898876404494,0.00280898876404494,0,0,0.00280898876404494,0,0.00280898876404494,0.00280898876404494,0,0,0,0,0.00561797752808989,0,0,0,0,0,0,0
215,2356,0.00379506641366224,0.0721062618595825,0.480075901328273,0.0265654648956357,0,0.0246679316888046,0.104364326375712,0.00189753320683112,0.0303605313092979,0,0,0,0.00569259962049336,0.00189753320683112,0,0.094876660341556,0.00379506641366224,0.0170777988614801,0.00189753320683112,0.00569259962049336,0.0417457305502846,0.0094876660341556,0.0683111954459203,0.00189753320683112,0,0,0,0.00189753320683112,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2556,0.00666666666666667,0.0533333333333333,0.536666666666667,0.00666666666666667,0,0.0133333333333333,0.146666666666667,0.00333333333333333,0.0233333333333333,0,0,0,0.00333333333333333,0.00333333333333333,0,0.0833333333333333,0.00666666666666667,0.00666666666666667,0,0,0.0433333333333333,0.0166666666666667,0.0466666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2756,0.0104347826086957,0.0417391304347826,0.511304347826087,0.00695652173913044,0,0.0226086956521739,0.151304347826087,0.00869565217391304,0.0156521739130435,0,0,0,0.0173913043478261,0,0.00173913043478261,0.0765217391304348,0.00869565217391304,0.00695652173913044,0,0,0.0591304347826087,0.00869565217391304,0.0504347826086957,0.00173913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,2956,0.00328407224958949,0.0656814449917898,0.558292282430213,0.0164203612479475,0,0.0147783251231527,0.116584564860427,0.00328407224958949,0.0246305418719212,0,0.00164203612479475,0,0.00821018062397373,0,0,0.0656814449917898,0.013136288998358,0.00328407224958949,0,0.00328407224958949,0.0476190476190476,0.0114942528735632,0.0361247947454844,0,0,0,0,0,0,0,0,0,0.00164203612479475,0,0,0,0,0.00164203612479475,0,0,0.00164203612479475,0.00164203612479475,0,0,0,0,0
255,3156,0.00627615062761506,0.0753138075313808,0.443514644351464,0.0125523012552301,0.00418410041841004,0.0355648535564854,0.154811715481172,0.00418410041841004,0.0251046025104603,0,0,0,0.0188284518828452,0.00209205020920502,0,0.0606694560669456,0.0104602510460251,0.00209205020920502,0,0,0.0732217573221757,0.0125523012552301,0.0481171548117155,0,0.00209205020920502,0.00209205020920502,0,0.00209205020920502,0,0,0,0,0,0,0,0.00209205020920502,0,0.00209205020920502,0,0,0,0,0,0,0,0,0
265,3356,0.00327868852459016,0.0721311475409836,0.526229508196721,0.0163934426229508,0,0.0278688524590164,0.1,0.00819672131147541,0.0245901639344262,0,0,0,0.0114754098360656,0.00163934426229508,0,0.0557377049180328,0.00655737704918033,0.00491803278688525,0,0.00327868852459016,0.0442622950819672,0.019672131147541,0.060655737704918,0.00163934426229508,0.00163934426229508,0,0,0.00327868852459016,0.00163934426229508,0,0,0,0.00163934426229508,0,0,0,0,0,0,0,0,0.00163934426229508,0.00163934426229508,0,0,0,0
275,3555,0,0.0675422138836773,0.538461538461538,0.0225140712945591,0,0.0225140712945591,0.112570356472795,0.00938086303939963,0.024390243902439,0.00187617260787992,0,0,0.00187617260787992,0.00187617260787992,0,0.0544090056285178,0.0150093808630394,0.00562851782363977,0,0,0.0450281425891182,0.0187617260787993,0.0544090056285178,0,0,0,0,0,0,0,0,0,0.00375234521575985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,3755,0.00594059405940594,0.0574257425742574,0.574257425742574,0.00792079207920792,0,0.0297029702970297,0.0138613861386139,0.00594059405940594,0.0415841584158416,0,0,0,0.0198019801980198,0.00198019801980198,0.00198019801980198,0.0831683168316832,0.00594059405940594,0.00594059405940594,0,0.00594059405940594,0.0336633663366337,0.0118811881188119,0.0891089108910891,0,0,0,0,0.00198019801980198,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0
295,3955,0.0136054421768707,0.102040816326531,0.486394557823129,0.0306122448979592,0,0.0272108843537415,0.0136054421768707,0.00680272108843537,0.0476190476190476,0,0,0,0.0272108843537415,0,0,0.0748299319727891,0.00680272108843537,0.00680272108843537,0,0.00340136054421769,0.0612244897959184,0.0136054421768707,0.0680272108843537,0,0,0.00340136054421769,0,0.00340136054421769,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0
305,4155,0.00970873786407767,0.116504854368932,0.470873786407767,0.0145631067961165,0,0.0145631067961165,0.029126213592233,0,0.0436893203883495,0,0,0,0.0242718446601942,0,0,0.0436893203883495,0.0145631067961165,0.00485436893203883,0,0,0.0728155339805825,0.029126213592233,0.101941747572816,0,0,0,0.00485436893203883,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,4455,0,0.0822942643391521,0.645885286783042,0.00997506234413965,0.00249376558603491,0.0224438902743142,0.0174563591022444,0.00498753117206983,0.0124688279301746,0.00249376558603491,0,0,0.0149625935162095,0.00249376558603491,0,0.027431421446384,0.0124688279301746,0.00498753117206983,0,0.00249376558603491,0.0548628428927681,0.0224438902743142,0.0523690773067332,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0
335,4709,0.00543478260869565,0.052536231884058,0.721014492753623,0.0271739130434783,0,0.0434782608695652,0.00905797101449275,0.0036231884057971,0.0217391304347826,0,0,0,0.00181159420289855,0.00181159420289855,0,0.016304347826087,0.00543478260869565,0.0036231884057971,0,0.0126811594202899,0.00905797101449275,0.0072463768115942,0.0507246376811594,0,0,0,0,0,0.00181159420289855,0,0,0,0,0.00181159420289855,0.0036231884057971,0,0,0,0,0,0,0,0,0,0,0,0
345,4817,0.00452488687782805,0.090497737556561,0.502262443438914,0.0392156862745098,0.00150829562594268,0.0346907993966818,0.028657616892911,0.0105580693815988,0.0377073906485671,0.00150829562594268,0,0.00150829562594268,0.0196078431372549,0.00150829562594268,0.00301659125188537,0.0407239819004525,0.0120663650075415,0.0105580693815988,0.00150829562594268,0.00301659125188537,0.0392156862745098,0.024132730015083,0.0829562594268477,0.00301659125188537,0.00150829562594268,0,0.00150829562594268,0,0.00150829562594268,0,0,0,0,0,0,0,0,0.00150829562594268,0,0,0,0,0,0,0,0,0
355,4925,0,0.143953934740883,0.351247600767754,0.036468330134357,0.00191938579654511,0.0863723608445297,0.017274472168906,0,0.0153550863723608,0,0.00191938579654511,0.00191938579654511,0.0230326295585413,0.00191938579654511,0.00191938579654511,0.0383877159309021,0.0211132437619962,0.00767754318618042,0,0,0.0499040307101727,0.0518234165067179,0.142034548944338,0.00383877159309021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191938579654511,0,0,0,0,0,0,0,0,0
365,5033,0.00436681222707424,0.100436681222707,0.38646288209607,0.0262008733624454,0.00436681222707424,0.0698689956331878,0.0414847161572052,0.00218340611353712,0.0502183406113537,0,0,0.00218340611353712,0.0240174672489083,0.00218340611353712,0.00218340611353712,0.0436681222707424,0.0240174672489083,0.0109170305676856,0,0.00218340611353712,0.0393013100436681,0.0327510917030568,0.0960698689956332,0,0.00218340611353712,0,0,0.0174672489082969,0.00655021834061135,0.00218340611353712,0.00218340611353712,0,0,0,0.00218340611353712,0,0,0.00218340611353712,0,0,0,0,0,0,0,0,0
375,5141,0.0054249547920434,0.0958408679927667,0.325497287522604,0.0235081374321881,0.00904159132007233,0.108499095840868,0.0307414104882459,0.0126582278481013,0.0379746835443038,0,0.0054249547920434,0.00180831826401447,0.0361663652802893,0.00361663652802893,0,0.0433996383363472,0.00723327305605787,0.00904159132007233,0.00180831826401447,0.00180831826401447,0.0433996383363472,0.0596745027124774,0.122965641952984,0.00180831826401447,0,0,0,0.00361663652802893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180831826401447,0.00180831826401447,0.00361663652802893,0.00180831826401447
385,5249,0.00191938579654511,0.109404990403071,0.316698656429942,0.00767754318618042,0,0.115163147792706,0.0383877159309021,0,0.0844529750479846,0,0,0,0.0268714011516315,0.00767754318618042,0.00191938579654511,0.0383877159309021,0.017274472168906,0.0115163147792706,0,0.00959692898272553,0.00959692898272553,0.0652591170825336,0.132437619961612,0.00191938579654511,0,0,0.00191938579654511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191938579654511,0,0,0
395,5357,0.00258397932816537,0.124031007751938,0.335917312661499,0.0155038759689922,0.00516795865633075,0.0904392764857881,0.0387596899224806,0.00775193798449612,0.0361757105943152,0,0.00775193798449612,0.00258397932816537,0.0335917312661499,0.00516795865633075,0.00258397932816537,0.0284237726098191,0.0103359173126615,0.00775193798449612,0,0,0.0594315245478036,0.0542635658914729,0.121447028423773,0,0,0,0,0,0.00258397932816537,0,0,0,0,0,0,0,0,0.00258397932816537,0,0,0,0,0,0.00516795865633075,0,0,0
405,5465,0.00618556701030928,0.111340206185567,0.284536082474227,0.00618556701030928,0.00206185567010309,0.121649484536082,0.0515463917525773,0.00824742268041237,0.0762886597938144,0.00206185567010309,0.00206185567010309,0,0.0206185567010309,0.00824742268041237,0,0.0329896907216495,0.0103092783505155,0.0103092783505155,0.00412371134020619,0.0103092783505155,0.0329896907216495,0.0432989690721649,0.136082474226804,0.00618556701030928,0,0,0,0.0103092783505155,0,0,0,0,0,0.00206185567010309,0,0,0,0,0,0,0,0,0,0,0,0,0
415,5573,0.00431034482758621,0.142241379310345,0.310344827586207,0.0107758620689655,0.0129310344827586,0.101293103448276,0.0301724137931034,0.00431034482758621,0.0560344827586207,0,0.00431034482758621,0.00431034482758621,0.0280172413793103,0.0150862068965517,0,0.0431034482758621,0.0172413793103448,0.00646551724137931,0,0,0.0323275862068966,0.0474137931034483,0.125,0,0,0,0,0.0021551724137931,0,0,0,0,0,0,0.0021551724137931,0,0,0,0,0,0,0,0,0,0,0,0
420,5627,0,0.125806451612903,0.196774193548387,0.0129032258064516,0.0129032258064516,0.174193548387097,0.0387096774193548,0.0032258064516129,0.0387096774193548,0,0.0064516129032258,0,0.032258064516129,0.0064516129032258,0,0.0161290322580645,0.0451612903225806,0.0129032258064516,0,0,0.0258064516129032,0.0774193548387097,0.145161290322581,0.0064516129032258,0.0032258064516129,0,0,0,0.0064516129032258,0,0,0,0,0,0,0.0032258064516129,0,0,0,0.0032258064516129,0,0,0,0,0,0,0.0064516129032258
430,5735,0.00803212851405622,0.100401606425703,0.0602409638554217,0.00401606425702811,0,0.200803212851406,0.144578313253012,0.00401606425702811,0.0682730923694779,0,0.0120481927710843,0,0.0843373493975904,0,0,0.0160642570281124,0.00401606425702811,0.0120481927710843,0,0,0.0321285140562249,0.0963855421686747,0.14859437751004,0,0,0,0,0.00401606425702811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,5842,0,0.101973684210526,0.0855263157894737,0,0,0.161184210526316,0.151315789473684,0,0.0460526315789474,0.00328947368421053,0.00328947368421053,0,0.0756578947368421,0,0,0.0230263157894737,0.00328947368421053,0.0197368421052632,0,0,0.0296052631578947,0.108552631578947,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,5950,0.0170454545454545,0.107954545454545,0.0511363636363636,0.00568181818181818,0.0170454545454545,0.193181818181818,0.102272727272727,0,0.0568181818181818,0,0.0340909090909091,0,0.0454545454545455,0,0,0.0113636363636364,0.0681818181818182,0,0,0,0.0340909090909091,0.125,0.107954545454545,0,0,0,0,0,0,0.0170454545454545,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,6058,0.00315457413249211,0.113564668769716,0.0694006309148265,0,0.0189274447949527,0.0914826498422713,0.331230283911672,0.00315457413249211,0.0441640378548896,0,0.0157728706624606,0,0.0378548895899054,0.00315457413249211,0,0.0220820189274448,0.0347003154574132,0.0252365930599369,0,0,0.0220820189274448,0.0694006309148265,0.0883280757097792,0.00315457413249211,0,0,0,0,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
