"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Betula","Cyperaceae","Fraxinus.pennsylvanica.type","Picea.mariana.type","Pinus.undiff.","Quercus","Tilia","Asteraceae.subf..Asteroideae.undiff.","Juniperus.type","Abies.balsamea","Acer.saccharum","Pinus.banksiana.type","Pinus.strobus","Rhamnus.alnifolia.R..frangula","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Ambrosia.type","Artemisia","Fagus","Salix","Poaceae","Fraxinus.nigra.type","Cornus","Juglans.cinerea","Ostrya.Carpinus","Rosaceae","Myrica.gale","Viburnum.edule","Castanea.dentata","Ulmus","Ranunculaceae.undiff.","Amaranthaceae","Acer.rubrum","Caryophyllaceae","Acer.pensylvanicum","Acer.spicatum","Taxus","Thalictrum","Carya.ovata","Picea.glauca.type","Corylus.cornuta","Populus.tremuloides.type","Populus.balsamifera.type","Ericaceae","Fabaceae","Aralia.hispida","Plantago","Asteraceae.subf..Cichorioideae","Shepherdia.canadensis","Saxifragaceae","Onagraceae","cf..Oxyria.digyna"
220,6874,0,0.00493421052631579,0.791118421052632,0.00164473684210526,0,0.0361842105263158,0.03125,0.00328947368421053,0,0.00164473684210526,0,0.0411184210526316,0.00493421052631579,0,0.0213815789473684,0,0.00164473684210526,0.00164473684210526,0.0378289473684211,0,0,0,0,0.00493421052631579,0.00657894736842105,0,0,0,0,0,0,0.00164473684210526,0,0,0,0.00164473684210526,0,0.00164473684210526,0,0.00164473684210526,0.00164473684210526,0.00164473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0
240,7381,0,0.0491525423728814,0.788135593220339,0.00169491525423729,0.00169491525423729,0.0355932203389831,0.0186440677966102,0.00338983050847458,0,0.00169491525423729,0,0.0169491525423729,0.00169491525423729,0.00508474576271186,0.023728813559322,0,0.00169491525423729,0.00169491525423729,0.0254237288135593,0,0,0.00169491525423729,0,0,0.00847457627118644,0,0,0,0,0.00169491525423729,0,0,0.00169491525423729,0,0,0.00169491525423729,0,0,0,0.00847457627118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,7887,0.0015552099533437,0.0388802488335925,0.813374805598756,0.0046656298600311,0,0.0202177293934681,0.0171073094867807,0.0046656298600311,0,0,0,0.0482115085536547,0.0015552099533437,0,0.0108864696734059,0,0,0.0015552099533437,0.0233281493001555,0,0.0015552099533437,0,0.0015552099533437,0.0015552099533437,0.0046656298600311,0,0,0,0,0.0015552099533437,0,0,0,0,0,0,0,0,0,0,0,0,0.0015552099533437,0.0015552099533437,0,0,0,0,0,0,0,0,0,0,0
280,9023,0.00399467376830892,0.0439414114513981,0.794940079893475,0.00266311584553928,0.00133155792276964,0.0412782956058589,0.014647137150466,0.0066577896138482,0,0.00133155792276964,0,0.0372836218375499,0,0,0.0119840213049268,0,0.00133155792276964,0.00266311584553928,0.0213049267643142,0,0.00133155792276964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532623169107856,0.00266311584553928,0,0,0,0,0.00532623169107856,0,0,0,0,0,0,0,0,0,0
295,10129,0.0150375939849624,0.0802005012531328,0.641604010025063,0,0,0.0300751879699248,0.0676691729323308,0.0025062656641604,0,0.0025062656641604,0,0.0601503759398496,0,0,0.0426065162907268,0,0,0,0.0350877192982456,0,0.0025062656641604,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0
300,10352,0.0176282051282051,0.157051282051282,0.543269230769231,0.00320512820512821,0,0.0448717948717949,0.00961538461538462,0.00961538461538462,0,0.0016025641025641,0.0016025641025641,0.157051282051282,0,0.00801282051282051,0.00480769230769231,0,0,0.0016025641025641,0.0224358974358974,0,0.0016025641025641,0,0,0,0.0016025641025641,0,0,0,0,0,0,0,0.00320512820512821,0,0,0,0,0,0.0016025641025641,0,0,0,0,0,0.00801282051282051,0.0016025641025641,0,0,0,0,0,0,0,0,0
305,10575,0.00512820512820513,0.384615384615385,0.225641025641026,0,0,0.064957264957265,0.109401709401709,0,0,0,0.00341880341880342,0.112820512820513,0,0.00854700854700855,0.0170940170940171,0,0,0,0.041025641025641,0,0,0,0.00170940170940171,0.00170940170940171,0,0,0,0,0,0,0.00683760683760684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011965811965812,0.00341880341880342,0.00170940170940171,0,0,0,0,0,0,0,0
315,11022,0,0.616326530612245,0.157142857142857,0.00204081632653061,0,0.0938775510204082,0.0122448979591837,0.00612244897959184,0,0.00408163265306122,0,0.0244897959183673,0,0.0183673469387755,0.0142857142857143,0,0,0,0.0387755102040816,0,0,0.00204081632653061,0,0.00204081632653061,0,0,0,0,0,0,0.00408163265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204081632653061,0.00204081632653061,0,0,0,0,0,0,0,0,0
320,11245,0.0231660231660232,0.656370656370656,0.138996138996139,0,0,0.0907335907335907,0.00579150579150579,0.00772200772200772,0,0.00193050193050193,0.00193050193050193,0.00193050193050193,0,0.00965250965250965,0.00386100386100386,0,0,0,0.028957528957529,0,0,0,0,0,0,0,0,0,0,0,0.00193050193050193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231660231660232,0,0,0.00193050193050193,0.00193050193050193,0,0,0,0,0,0
330,11692,0.027027027027027,0.361179361179361,0.0958230958230958,0.00982800982800983,0,0.240786240786241,0.0687960687960688,0.00491400491400491,0,0.00245700245700246,0.00491400491400491,0.00491400491400491,0,0.0245700245700246,0.0171990171990172,0,0,0.00245700245700246,0.110565110565111,0,0.00491400491400491,0,0.00491400491400491,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0.00245700245700246,0,0,0,0,0,0,0,0.00491400491400491,0,0.00245700245700246,0.00245700245700246,0,0,0,0,0,0,0,0,0
335,11915,0.0177215189873418,0.113924050632911,0.126582278481013,0.00253164556962025,0,0.425316455696203,0.0405063291139241,0.00759493670886076,0,0.0126582278481013,0.030379746835443,0.00253164556962025,0,0.0278481012658228,0.0379746835443038,0,0.00506329113924051,0,0.0911392405063291,0,0.00759493670886076,0.00253164556962025,0.00759493670886076,0.00253164556962025,0,0,0,0,0.00253164556962025,0,0,0,0.00253164556962025,0,0,0,0,0,0,0,0,0,0.0227848101265823,0,0.00506329113924051,0,0,0.00253164556962025,0,0.00253164556962025,0,0,0,0,0
340,12138,0.0018018018018018,0.158558558558559,0.311711711711712,0.036036036036036,0,0.12972972972973,0.0198198198198198,0.0072072072072072,0,0.0234234234234234,0.0108108108108108,0.0018018018018018,0.0018018018018018,0.0864864864864865,0.0216216216216216,0,0,0.0018018018018018,0.0522522522522523,0.0018018018018018,0.0144144144144144,0,0.0234234234234234,0.036036036036036,0,0,0,0,0.0036036036036036,0,0.00540540540540541,0,0.0036036036036036,0,0,0,0,0,0.0036036036036036,0,0.0126126126126126,0,0,0,0.0198198198198198,0,0,0.00540540540540541,0,0,0.0018018018018018,0.0036036036036036,0,0,0
355,NA,0,0.0423076923076923,0.192307692307692,0.123076923076923,0,0.0461538461538462,0.0653846153846154,0.0115384615384615,0,0.0692307692307692,0.0307692307692308,0,0,0.115384615384615,0.0269230769230769,0,0,0,0.0192307692307692,0.00384615384615385,0.0153846153846154,0,0.173076923076923,0.0192307692307692,0,0,0,0,0.00769230769230769,0.00384615384615385,0,0,0.00769230769230769,0,0,0,0.00769230769230769,0,0,0,0,0,0.00384615384615385,0,0.00384615384615385,0.00769230769230769,0,0,0,0,0,0,0.00384615384615385,0,0
360,NA,0.00546448087431694,0.0109289617486339,0.273224043715847,0.0819672131147541,0,0.131147540983607,0.0109289617486339,0,0,0.0437158469945355,0,0,0,0.311475409836066,0,0,0,0,0.0218579234972678,0.00546448087431694,0.0163934426229508,0.00546448087431694,0.0163934426229508,0.0218579234972678,0,0,0,0,0,0,0,0,0,0,0,0,0.0273224043715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546448087431694,0,0,0.00546448087431694,0.00546448087431694
370,NA,0.0561497326203209,0.136363636363636,0.179144385026738,0.24331550802139,0.00267379679144385,0,0.112299465240642,0.0106951871657754,0,0.0053475935828877,0.0267379679144385,0,0,0.0213903743315508,0,0,0.00267379679144385,0,0.0133689839572193,0.00267379679144385,0.0160427807486631,0.00267379679144385,0.0267379679144385,0.0481283422459893,0.00802139037433155,0,0,0,0,0,0,0,0.0240641711229947,0,0.0053475935828877,0,0,0,0,0,0.0106951871657754,0,0,0.00267379679144385,0.0160427807486631,0,0,0,0,0,0,0,0,0,0.0267379679144385
375,NA,0.0454545454545455,0.053030303030303,0.181818181818182,0.21969696969697,0,0.0151515151515152,0.159090909090909,0,0,0,0.00757575757575758,0,0,0.106060606060606,0.0151515151515152,0,0,0,0.0378787878787879,0,0.00757575757575758,0.00757575757575758,0.0227272727272727,0.0303030303030303,0.00757575757575758,0,0,0,0,0.00757575757575758,0,0,0.0378787878787879,0,0.00757575757575758,0,0,0,0,0,0,0.00757575757575758,0,0,0.0151515151515152,0,0,0,0,0,0.00757575757575758,0,0,0,0
380,NA,0,0,0.0271739130434783,0.179347826086957,0,0.108695652173913,0.114130434782609,0,0,0,0,0,0,0.478260869565217,0,0,0,0,0.0380434782608696,0.00543478260869565,0.0108695652173913,0,0,0.0380434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,NA,0.0410958904109589,0.205479452054795,0.178082191780822,0,0.0136986301369863,0,0.136986301369863,0,0,0.0136986301369863,0.0136986301369863,0,0,0.0547945205479452,0.0410958904109589,0,0,0,0.0410958904109589,0,0.0410958904109589,0.0136986301369863,0.0273972602739726,0.123287671232877,0,0,0,0,0.0273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0,0.0136986301369863,0,0,0,0,0,0,0,0
390,NA,0,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,NA,0,0.0498220640569395,0.736654804270463,0,0,0.0640569395017794,0.00711743772241993,0.00355871886120996,0,0.00355871886120996,0,0.0213523131672598,0,0.0533807829181495,0,0,0,0,0.0533807829181495,0,0,0,0,0.00355871886120996,0,0,0,0,0.00355871886120996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,NA,0,0.111111111111111,0.222222222222222,0,0,0,0.111111111111111,0,0,0,0,0,0,0.222222222222222,0,0,0.111111111111111,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,NA,0.037037037037037,0,0.111111111111111,0,0.037037037037037,0,0.111111111111111,0.037037037037037,0,0,0,0,0,0.222222222222222,0.148148148148148,0,0,0,0,0,0,0,0.037037037037037,0.0740740740740741,0.037037037037037,0,0,0,0.0740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0,0,0,0,0.037037037037037,0,0,0,0,0,0,0,0
420,NA,0,0,0.166666666666667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,NA,0,0.485611510791367,0.23021582733813,0.00359712230215827,0,0.143884892086331,0.0107913669064748,0.00359712230215827,0,0,0,0,0,0.0287769784172662,0,0,0,0,0.0899280575539568,0,0.00359712230215827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
