"sample.depths","sample.ages","Acer.rubrum","Ambrosia.type","Betula","Carya","Cephalanthus","Clethra","Asteraceae.undiff.","Corylus","Cyperaceae","Ericaceae","Fagus","Poaceae.undiff.","Ilex","Asteraceae.subf..Cichorioideae","Liquidambar","Liriodendron","Magnolia","Nyssa","Ostrya.Carpinus","Platanus","Quercus","Salix","Taxodium","Ulmus","Vitis","Alnus","Fraxinus","Myrica","Pinus","Rosaceae","Cupressaceae.undiff.","Acer.saccharum.type","Juglans.nigra","Saxifragaceae","Tsuga","Viburnum","Polygonum","Castanea","Rhus","Ranunculus","Cerealia","Artemisia","Juglans.cinerea","Herbs.undiff.","Sambucus","Apiaceae","Shrubs.undiff.","Amaranthaceae","Fabaceae","Onagraceae","Thalictrum","Cornus","Celtis","Cistaceae","Abies","Picea","Gentianaceae","Elymus","Rumex"
98,5088,0.0121951219512195,0,0,0.0121951219512195,0.0040650406504065,0,0.0447154471544715,0.008130081300813,0.0365853658536585,0,0.008130081300813,0.0528455284552846,0,0,0.0040650406504065,0,0,0.008130081300813,0,0,0.398373983739837,0,0.008130081300813,0,0,0,0.0040650406504065,0,0.142276422764228,0,0.231707317073171,0,0,0,0,0,0,0,0.016260162601626,0,0,0,0,0.0040650406504065,0,0,0.0040650406504065,0,0,0,0,0,0,0,0,0,0,0,0
110,5602,0.0131578947368421,0,0.00328947368421053,0.0427631578947368,0,0,0.0592105263157895,0.00328947368421053,0.0427631578947368,0,0.00986842105263158,0.0822368421052632,0,0,0.0131578947368421,0,0,0.00328947368421053,0.00328947368421053,0,0.378289473684211,0,0.00657894736842105,0,0,0.00328947368421053,0.00657894736842105,0,0.184210526315789,0,0.115131578947368,0,0,0,0,0,0.00986842105263158,0,0.00986842105263158,0,0,0,0,0.00657894736842105,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0
120,6030,0.0056657223796034,0.0028328611898017,0.0028328611898017,0.0311614730878187,0.0424929178470255,0,0.0113314447592068,0,0.0991501416430595,0,0.0169971671388102,0.118980169971671,0,0,0.0056657223796034,0,0,0.0028328611898017,0.0028328611898017,0.0084985835694051,0.45042492917847,0,0,0.0028328611898017,0,0,0.0028328611898017,0,0.110481586402266,0,0.056657223796034,0,0,0,0,0,0,0.0028328611898017,0,0,0,0,0.0028328611898017,0.0141643059490085,0,0,0,0,0.0028328611898017,0.0028328611898017,0,0,0,0,0,0,0,0,0
130,6458,0.0132890365448505,0.00332225913621262,0.00996677740863787,0.0431893687707641,0.0232558139534884,0,0.00996677740863787,0.00332225913621262,0.0332225913621262,0,0.0166112956810631,0.0664451827242525,0,0,0.0232558139534884,0,0,0.053156146179402,0,0,0.418604651162791,0,0,0.00332225913621262,0,0.00332225913621262,0,0.00332225913621262,0.162790697674419,0,0.0730897009966777,0,0.00332225913621262,0,0.00996677740863787,0,0.00332225913621262,0,0,0.00332225913621262,0,0,0,0.00664451827242525,0,0.00996677740863787,0,0,0,0,0,0,0,0,0,0,0,0,0
140,6886,0.00261780104712042,0.00261780104712042,0.00523560209424084,0.0340314136125654,0.0130890052356021,0.00261780104712042,0.0183246073298429,0,0.120418848167539,0,0.00261780104712042,0.196335078534031,0,0,0.0183246073298429,0,0,0.00785340314136126,0.00523560209424084,0,0.405759162303665,0,0,0.00785340314136126,0,0,0,0,0.102094240837696,0,0.031413612565445,0,0,0,0.00261780104712042,0,0,0,0.00261780104712042,0,0,0,0,0.00261780104712042,0,0.0157068062827225,0,0,0,0,0,0,0,0,0,0,0,0,0
151,7357,0.0070754716981132,0.00471698113207547,0.00235849056603774,0.0306603773584906,0.00943396226415094,0,0.0141509433962264,0.00235849056603774,0.0613207547169811,0,0.0165094339622642,0.169811320754717,0.00235849056603774,0,0.035377358490566,0,0,0.0400943396226415,0.00235849056603774,0,0.379716981132075,0,0.0070754716981132,0.00235849056603774,0,0.00235849056603774,0,0,0.127358490566038,0,0.0566037735849057,0.00235849056603774,0,0.00235849056603774,0.00471698113207547,0,0.00235849056603774,0,0.00235849056603774,0,0,0,0,0.00471698113207547,0,0,0,0,0.00471698113207547,0.00235849056603774,0,0,0,0,0,0,0,0,0
160,7742,0.00337268128161889,0.00168634064080944,0,0.0337268128161889,0.00168634064080944,0,0.03035413153457,0.00337268128161889,0.0101180438448567,0,0.0101180438448567,0.470489038785835,0,0,0.0101180438448567,0,0,0,0.00168634064080944,0,0.347386172006745,0,0,0.00337268128161889,0,0.00505902192242833,0,0,0.0421585160202361,0,0.00505902192242833,0,0,0,0.00168634064080944,0,0,0,0,0,0,0.00168634064080944,0,0,0.00168634064080944,0.0134907251264755,0,0,0,0,0.00168634064080944,0,0,0,0,0,0,0,0
170,8170,0.00497512437810945,0.00248756218905473,0,0.0746268656716418,0,0.00248756218905473,0.0099502487562189,0,0.0199004975124378,0,0.0099502487562189,0.0398009950248756,0,0,0.0348258706467662,0,0,0.00746268656716418,0.00746268656716418,0,0.629353233830846,0,0.00248756218905473,0.00746268656716418,0,0.00248756218905473,0.00248756218905473,0.00746268656716418,0.109452736318408,0.00248756218905473,0.00497512437810945,0,0,0,0.00497512437810945,0,0,0.00497512437810945,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0,0.00248756218905473,0,0,0,0,0,0,0
180,8598,0.00630914826498423,0.00946372239747634,0.00946372239747634,0.0694006309148265,0,0,0.00630914826498423,0.00315457413249211,0.00315457413249211,0,0.00946372239747634,0.0220820189274448,0,0,0.0220820189274448,0,0,0.00315457413249211,0,0,0.687697160883281,0,0,0.00946372239747634,0,0.00946372239747634,0.00630914826498423,0.00630914826498423,0.0851735015772871,0,0.00315457413249211,0,0,0,0.0126182965299685,0,0,0,0,0,0,0.00315457413249211,0.00315457413249211,0,0,0.00315457413249211,0,0,0,0,0,0,0.00315457413249211,0.00315457413249211,0,0,0,0,0
190,9026,0,0.00982800982800983,0.00491400491400491,0.0540540540540541,0,0,0.00737100737100737,0.00982800982800983,0.00491400491400491,0,0.00737100737100737,0.0294840294840295,0,0,0.027027027027027,0,0,0.00982800982800983,0.00737100737100737,0.00245700245700246,0.673218673218673,0,0,0.0122850122850123,0,0.00491400491400491,0.00491400491400491,0,0.100737100737101,0,0.0196560196560197,0,0.00245700245700246,0,0.00245700245700246,0,0,0.00245700245700246,0,0,0,0,0,0,0,0,0,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0
200,9454,0.00240963855421687,0.00481927710843374,0.0144578313253012,0.0674698795180723,0.00481927710843374,0,0.00481927710843374,0.00481927710843374,0.00481927710843374,0,0.0072289156626506,0.0433734939759036,0,0,0.0337349397590361,0,0,0.00240963855421687,0,0,0.662650602409639,0,0,0.0072289156626506,0,0.00963855421686747,0,0,0.0963855421686747,0,0.0144578313253012,0,0.00240963855421687,0,0.00963855421686747,0,0,0,0,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,9882,0,0.00925925925925926,0.00617283950617284,0.0462962962962963,0,0,0,0.00308641975308642,0.00308641975308642,0,0.00617283950617284,0.0246913580246914,0,0,0.0308641975308642,0,0,0.00925925925925926,0,0.00308641975308642,0.691358024691358,0,0.00308641975308642,0.00308641975308642,0,0.0123456790123457,0,0,0.12962962962963,0,0.00617283950617284,0,0,0,0.00925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0
220,NA,0,0,0,0.048048048048048,0.003003003003003,0,0.006006006006006,0,0.009009009009009,0,0.018018018018018,0.018018018018018,0,0,0.033033033033033,0,0,0.003003003003003,0.009009009009009,0,0.705705705705706,0,0,0.006006006006006,0,0.012012012012012,0,0,0.111111111111111,0,0.009009009009009,0,0,0,0.006006006006006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0
228,NA,0,0.00749063670411985,0.0224719101123595,0.00374531835205993,0,0,0.0187265917602996,0.0299625468164794,0.0149812734082397,0,0.112359550561798,0.00374531835205993,0,0,0,0,0,0.00749063670411985,0.0112359550561798,0.0112359550561798,0.535580524344569,0,0,0.00374531835205993,0.00374531835205993,0.0674157303370786,0.0112359550561798,0,0.0411985018726592,0,0.0561797752808989,0.00374531835205993,0,0,0.00374531835205993,0.00374531835205993,0,0,0,0,0,0,0,0,0,0.00374531835205993,0,0,0,0,0.00374531835205993,0,0,0,0.00749063670411985,0.0112359550561798,0,0,0
230,NA,0,0.00785340314136126,0.0418848167539267,0.0104712041884817,0.00261780104712042,0,0.00785340314136126,0.0104712041884817,0.0471204188481675,0.00261780104712042,0.0602094240837696,0.0157068062827225,0.00523560209424084,0,0,0,0,0.00261780104712042,0.031413612565445,0,0.37434554973822,0,0,0.00523560209424084,0,0.104712041884817,0.0130890052356021,0,0.201570680628272,0,0.0183246073298429,0,0,0,0.00523560209424084,0,0,0,0,0,0,0,0,0,0,0.00261780104712042,0,0,0,0,0.00261780104712042,0,0,0,0,0.0183246073298429,0.00261780104712042,0.00261780104712042,0.00261780104712042
243,NA,0,0.014336917562724,0,0.021505376344086,0,0,0,0.003584229390681,0.021505376344086,0.003584229390681,0,0.010752688172043,0,0,0,0,0,0,0,0.003584229390681,0.0931899641577061,0,0,0.003584229390681,0,0.003584229390681,0,0.003584229390681,0.706093189964158,0,0.007168458781362,0,0.003584229390681,0,0,0,0.003584229390681,0,0,0,0,0.003584229390681,0,0,0,0,0,0.007168458781362,0,0,0,0,0,0,0.003584229390681,0.050179211469534,0,0.032258064516129,0
